"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"12","Amon-Ra St. Brown","DET","wr","5","BUF","19","0","0","0","0","0","0","0.1241","0.7923","0.0084","9.8054","7.5689","80.0087","0.546","0.0833","0.0458","0.0295","14.1054","0.0121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13","Joe Mixon","HST","rb","14","MIA","16","0","0","0","0","0","0","17.3082","70.5704","0.6518","3.2037","2.6439","18.5904","0.1002","0.2626","0.1187","0.0285","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14","Jahmyr Gibbs","DET","rb","5","BUF","16","0","0","0","0","0","0","10.7677","52.9667","0.4985","4.8666","4.0432","28.2367","0.1464","0.1892","0.0881","0.0296","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","Zach Charbonnet","SEA","rb","10","GB","15.8","0","0","0","0","0","0","14.764","61.8646","0.5596","4.2919","3.6802","24.4756","0.0332","0.2393","0.1097","0.0279","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","Travis Kelce","KC","te","6","@CLV","17.6","0","0","0","0","0","0","0","0","0","9.1791","7.1335","72.1653","0.5268","0","0","0.024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","Aaron Jones","MIN","rb","6","CHI","15.4","0","0","0","0","0","0","14.7561","70.1471","0.4454","3.5742","2.914","21.0885","0.1297","0.231","0.1051","0.0279","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","Justin Jefferson","MIN","wr","6","CHI","18.2","0","0","0","0","0","0","0","0","0","9.8541","6.7155","85.7484","0.4753","0","0","0.0263","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","Jonathan Taylor","IND","rb","14","@DEN","15.3","0","0","0","0","0","0","19.076","74.0059","0.5839","3.1432","2.4966","16.0573","0.0671","0.2849","0.1284","0.0253","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","Cooper Kupp","LA","wr","6","@SF","17.9","0","0","0","0","0","0","0","0","0","9.8461","7.1616","74.984","0.5349","0","0","0.029","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","Puka Nacua","LA","wr","6","@SF","17.6","0","0","0","0","0","0","0","0","0","9.9527","7.0419","81.531","0.3994","0","0","0.0293","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22","Nico Collins","HST","wr","14","MIA","17.4","0","0","0","0","0","0","0","0","0","9.5066","6.2688","84.7512","0.439","0","0","0.0245","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23","Tyreek Hill","MIA","wr","6","@HST","17.3","0","0","0","0","0","0","0.3256","1.8641","0.0138","9.0513","6.2427","76.7446","0.5149","0.0717","0.0391","0.0242","18.5288","0.0159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24","James Conner","ARZ","rb","11","NE","14.4","0","0","0","0","0","0","15.1249","67.4401","0.4768","3.0803","2.5889","17.9035","0.0812","0.2325","0.1054","0.0244","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25","Chase Brown","CIN","rb","12","@TEN","14.3","0","0","0","0","0","0","13.838","59.003","0.4041","3.7626","3.0573","21.3245","0.1409","0.2201","0.1005","0.0325","31.771","0.0081","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26","Brian Robinson","WAS","rb","14","@NO","14.2","0","0","0","0","0","0","14.8662","70.8948","0.6089","2.2079","1.8642","12.8615","0.0616","0.2212","0.0995","0.0267","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27","James Cook","BUF","rb","12","@DET","13.9","0","0","0","0","0","0","11.5931","50.5815","0.5076","3.7011","2.9711","21.0051","0.1259","0.1888","0.0867","0.0292","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28","Davante Adams","NYJ","wr","12","@JAX","16.7","0","0","0","0","0","0","0","0","0","8.8597","5.9438","71.4266","0.6014","0","0","0.0256","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29","CeeDee Lamb","DAL","wr","7","@CAR","16.6","0","0","0","0","0","0","0.6323","3.5583","0.0212","10.025","6.4959","73.2375","0.3757","0.0786","0.0424","0.0196","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30","Jauan Jennings","SF","wr","9","LA","16.5","0","0","0","0","0","0","0","0","0","8.5877","6.0697","74.4779","0.4924","0","0","0.0268","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31","A.J. Brown","PHI","wr","5","PIT","16.5","0","0","0","0","0","0","0","0","0","9.0727","6.1643","77.2555","0.4202","0","0","0.0314","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32","Tee Higgins","CIN","wr","12","@TEN","16.2","0","0","0","0","0","0","0","0","0","8.9782","5.8599","72.1938","0.5177","0","0","0.025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33","Jerry Jeudy","CLV","wr","10","KC","16.1","0","0","0","0","0","0","0","0","0","9.063","5.7623","77.1871","0.4349","0","0","0.0204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","Drake London","ATL","wr","12","@LV","16.1","0","0","0","0","0","0","0","0","0","9.0491","6.1461","69.3151","0.5022","0","0","0.0265","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35","George Kittle","SF","te","9","LA","15.5","0","0","0","0","0","0","0","0","0","6.9674","5.171","72.1548","0.5084","0","0","0.0218","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","Malik Nabers","NYG","wr","11","BLT","16","0","0","0","0","0","0","0","0","0","9.9984","6.5324","72.2009","0.3743","0","0","0.022","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37","D'Andre Swift","CHI","rb","7","@MIN","13.1","0","0","0","0","0","0","14.0402","58.4232","0.4238","3.3283","2.6711","17.8641","0.0601","0.2187","0.0994","0.0219","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","Rico Dowdle","DAL","rb","7","@CAR","12.9","0","0","0","0","0","0","13.1381","63.7146","0.2685","3.2648","2.5754","17.138","0.1072","0.2054","0.0935","0.0192","27.3606","0.007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39","Mike Evans","TB","wr","11","@LAC","15.7","0","0","0","0","0","0","0","0","0","8.5015","5.3832","68.8189","0.565","0","0","0.0232","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","Lamar Jackson","BLT","qb","14","@NYG","23","21.6979","30.4793","231.6483","1.6405","0.5711","1.9679","9.1431","57.4229","0.288","0","0","0","0","0","0","0.1146","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","David Montgomery","DET","rb","5","BUF","12.6","0","0","0","0","0","0","11.388","54.0421","0.4925","2.7037","2.3097","16.2774","0.0576","0.1789","0.0815","0.024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","Najee Harris","PIT","rb","9","@PHI","12.5","0","0","0","0","0","0","13.3621","55.6806","0.2814","3.375","2.8071","19.4356","0.0906","0.211","0.0962","0.0227","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","Tony Pollard","TEN","rb","5","CIN","12.4","0","0","0","0","0","0","12.2457","55.3173","0.3375","3.3771","2.6903","18.0512","0.0647","0.1946","0.0889","0.0191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44","Garrett Wilson","NYJ","wr","12","@JAX","15.1","0","0","0","0","0","0","0.3031","1.6917","0.0052","8.3863","5.5755","64.8937","0.4782","0.0642","0.035","0.0247","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45","Bucky Irving","TB","rb","11","@LAC","12.1","0","0","0","0","0","0","11.2672","54.9177","0.4073","2.6186","2.2734","15.894","0.0594","0.1769","0.0806","0.0228","28.2692","0.0072","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46","Jayden Daniels","WAS","qb","14","@NO","22.2","21.4247","29.7905","220.5313","1.138","0.557","2.3591","9.7192","47.6789","0.7268","0","0","0","0","0","0","0.1104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","D.K. Metcalf","SEA","wr","10","GB","14.7","0","0","0","0","0","0","0","0","0","8.4049","5.3749","68.0525","0.4178","0","0","0.0198","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","Terry McLaurin","WAS","wr","14","@NO","14.7","0","0","0","0","0","0","0","0","0","8.0649","5.3873","69.9758","0.3829","0","0","0.0278","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"49","Jordan Akins","CLV","te","10","KC","13.7","0","0","0","0","0","0","0","0","0","7.763","5.6362","55.525","0.4196","0","0","0.0175","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50","Zay Flowers","BLT","wr","14","@NYG","14.2","0","0","0","0","0","0","0.5829","4.2246","0.0374","7.3945","5.1334","62.6799","0.3533","0.0632","0.034","0.0268","30.9132","0.0079","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51","Brock Bowers","LV","te","10","ATL","13.6","0","0","0","0","0","0","0","0","0","8.1583","5.9956","57.3188","0.3002","0","0","0.0187","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52","Sincere McCormick","LV","rb","10","ATL","11.3","0","0","0","0","0","0","14.5392","61.3172","0.4097","1.7693","1.4504","9.6698","0.0504","0.2123","0.0951","0.0178","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53","Jalen Hurts","PHI","qb","5","PIT","21.5","21.8264","30.3138","222.9819","1.2961","0.5883","2.5811","9.5294","35.3834","0.6964","0","0","0","0","0","0","0.1138","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54","Courtland Sutton","DEN","wr","14","IND","14.1","0","0","0","0","0","0","0","0","0","8.4949","5.3632","61.8144","0.4242","0","0","0.0205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55","Ladd McConkey","LAC","wr","5","TB","14","0","0","0","0","0","0","0","0","0","8.0729","5.5988","64.402","0.3189","0","0","0.0203","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"56","Jaylen Warren","PIT","rb","9","@PHI","11.1","0","0","0","0","0","0","8.2705","35.4273","0.1777","4.2269","3.5608","24.5517","0.0912","0.1502","0.0704","0.0196","42.772","0.0109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57","Travis Etienne Jr.","JAX","rb","12","NYJ","11","0","0","0","0","0","0","11.1431","47.259","0.3534","2.9331","2.395","15.4933","0.0426","0.1765","0.0805","0.0177","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58","Amari Cooper","BUF","wr","12","@DET","13.7","0","0","0","0","0","0","0","0","0","8.0249","5.0432","61.6551","0.3998","0","0","0.024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"59","Darnell Mooney","ATL","wr","12","@LV","13.7","0","0","0","0","0","0","0","0","0","7.5074","4.897","62.7318","0.4175","0","0","0.022","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60","Jayden Reed","GB","wr","10","@SEA","13.7","0","0","0","0","0","0","0.9736","6.0195","0.0434","7.0078","4.9124","55.7221","0.3918","0.0661","0.035","0.0226","54.0064","0.0249","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61","Trey McBride","ARZ","te","11","NE","13.1","0","0","0","0","0","0","0","0","0","7.5498","5.8068","54.7822","0.2952","0","0","0.0213","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","Josh Allen","BUF","qb","12","@DET","21","23.7239","33.579","246.0755","1.5956","0.7136","1.6061","6.1876","30.3811","0.3703","0","0","0","0","0","0","0.1054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63","DeVonta Smith","PHI","wr","5","PIT","13.5","0","0","0","0","0","0","0","0","0","7.4458","5.1685","60.699","0.3641","0","0","0.0258","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64","Javonte Williams","DEN","rb","14","IND","10.7","0","0","0","0","0","0","8.81","36.8626","0.2496","3.7081","3.0612","20.1972","0.0794","0.1521","0.0706","0.0188","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65","Patrick Mahomes","KC","qb","6","@CLV","20.9","27.0215","37.1506","285.8704","1.9763","0.6437","2.4008","5.3183","18.7463","0.0252","0","0","0","0","0","0","0.1006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66","DJ Moore","CHI","wr","7","@MIN","13.4","0","0","0","0","0","0","0","0","0","8.1508","5.5008","60.1648","0.3041","0","0","0.0176","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67","Jaxon Smith-Njigba","SEA","wr","10","GB","13.3","0","0","0","0","0","0","0","0","0","7.2962","5.3541","59.1539","0.3342","0","0","0.0172","18.7802","0.0162","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"68","Rachaad White","TB","rb","11","@LAC","10.5","0","0","0","0","0","0","7.9506","33.6979","0.2347","3.336","2.85","20.524","0.1429","0.1383","0.0643","0.0201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69","Marvin Harrison Jr.","ARZ","wr","11","NE","13.2","0","0","0","0","0","0","0","0","0","7.9424","4.811","56.6749","0.443","0","0","0.0224","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70","Cade Otton","TB","te","11","@LAC","12.5","0","0","0","0","0","0","0","0","0","7.1025","5.1216","50.1162","0.3872","0","0","0.0194","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71","Brenton Strange","JAX","te","12","NYJ","12.4","0","0","0","0","0","0","0","0","0","7.6836","5.3749","50.7847","0.3208","0","0","0.0169","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"72","Jaylen Waddle","MIA","wr","6","@HST","12.9","0","0","0","0","0","0","0.1628","0.9454","0.0084","7.2048","5.092","58.9113","0.2936","0.0571","0.0313","0.0191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"73","Jameson Williams","DET","wr","5","BUF","12.8","0","0","0","0","0","0","0.2481","1.5884","0.0144","6.9575","4.3567","61.0663","0.3423","0.0503","0.0274","0.0212","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"74","Gus Edwards","LAC","rb","5","TB","10","0","0","0","0","0","0","13.2359","54.5947","0.4667","1.1533","0.9275","6.6729","0.027","0.189","0.0843","0.0182","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75","Rhamondre Stevenson","NE","rb","14","@ARZ","10","0","0","0","0","0","0","9.5382","40.0951","0.2447","2.9544","2.4337","16.3392","0.0869","0.1552","0.0712","0.017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76","Joe Burrow","CIN","qb","12","@TEN","20.2","25.7871","36.1988","262.3314","2.0887","0.6202","2.3489","3.6142","11.8368","0.0959","0","0","0","0","0","0","0.1039","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77","Isiah Pacheco","KC","rb","6","@CLV","9.9","0","0","0","0","0","0","9.4337","39.2606","0.3051","2.486","2.1124","14.9859","0.0863","0.1504","0.0687","0.0203","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78","DeAndre Hopkins","KC","wr","6","@CLV","12.7","0","0","0","0","0","0","0","0","0","7.0755","4.5813","56.0815","0.4102","0","0","0.0185","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"79","Tank Dell","HST","wr","14","MIA","12.7","0","0","0","0","0","0","0.7386","4.0001","0.0353","7.1735","4.4957","57.169","0.3144","0.0585","0.0311","0.0193","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80","T.J. Hockenson","MIN","te","6","CHI","12.1","0","0","0","0","0","0","0","0","0","6.7809","5.1341","50.1313","0.3188","0","0","0.0181","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
