"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"11","Jonathan Taylor","IND","rb","14","@MIN","16.2","0","0","0","0","0","0","16.0969","72.364","0.5396","3.7942","3.1264","20.7713","0.0966","0.2514","0.1144","0.0285","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12","Tyreek Hill","MIA","wr","6","@BUF","17.9","0","0","0","0","0","0","0.3297","1.9919","0.0149","9.5355","6.3802","82.0833","0.4953","0.0732","0.0399","0.0244","16.9677","0.0146","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13","Amon-Ra St. Brown","DET","wr","5","@GB","17.9","0","0","0","0","0","0","0.1237","0.813","0.0082","9.3417","7.0881","76.26","0.5033","0.0781","0.0429","0.0275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14","Drake London","ATL","wr","12","DAL","17.3","0","0","0","0","0","0","0","0","0","9.5439","6.5169","75.3615","0.5404","0","0","0.0263","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","Chase Brown","CIN","rb","12","LV","15.4","0","0","0","0","0","0","13.9441","62.6175","0.457","4.0085","3.377","22.8223","0.1332","0.225","0.1031","0.03","31.2131","0.008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","Breece Hall","NYJ","rb","12","HST","15.4","0","0","0","0","0","0","13.5401","54.9365","0.3492","5.0699","4.0272","29.5327","0.15","0.2265","0.1045","0.0297","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","A.J. Brown","PHI","wr","5","JAX","17.1","0","0","0","0","0","0","0","0","0","9.1295","6.1168","79.4729","0.4988","0","0","0.0339","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","De'Von Achane","MIA","rb","6","@BUF","15.3","0","0","0","0","0","0","11.9866","56.5621","0.3973","4.511","3.7109","25.9682","0.1591","0.2021","0.0934","0.0264","41.9791","0.0107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","Justin Jefferson","MIN","wr","6","IND","17","0","0","0","0","0","0","0","0","0","9.4933","6.4046","79.0218","0.4431","0","0","0.022","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","Jahmyr Gibbs","DET","rb","5","@GB","15.2","0","0","0","0","0","0","10.7383","50.651","0.5053","4.6365","3.7996","26.3839","0.1122","0.1862","0.0865","0.0275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","J.K. Dobbins","LAC","rb","5","@CLV","15.1","0","0","0","0","0","0","14.1447","60.6741","0.4467","4.0906","3.3734","22.9157","0.1237","0.2277","0.1042","0.0256","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22","Puka Nacua","LA","wr","6","@SEA","16.9","0","0","0","0","0","0","0","0","0","9.3436","6.5684","79.8346","0.3817","0","0","0.0267","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23","Michael Pittman Jr.","IND","wr","14","@MIN","16.7","0","0","0","0","0","0","0","0","0","10.1531","6.9729","71.9101","0.4138","0","0","0.0243","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24","Joe Mixon","HST","rb","14","@NYJ","14.5","0","0","0","0","0","0","16.0788","65.4959","0.5403","2.9295","2.4365","17.6198","0.0953","0.2437","0.1102","0.0259","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25","Cooper Kupp","LA","wr","6","@SEA","16.1","0","0","0","0","0","0","0","0","0","8.8937","6.4342","69.4103","0.4502","0","0","0.0255","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26","Jalen Hurts","PHI","qb","5","JAX","23.9","21.84","30.5099","234.5283","1.4091","0.6203","2.1823","9.4532","35.3011","0.9487","0","0","0","0","0","0","0.1227","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27","James Cook","BUF","rb","12","MIA","14.1","0","0","0","0","0","0","12.9921","55.4082","0.5285","3.4168","2.7189","19.7116","0.1224","0.205","0.0935","0.0299","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28","Kareem Hunt","KC","rb","6","TB","13.9","0","0","0","0","0","0","13.6304","57.0801","0.5258","3.1009","2.6092","18.0321","0.1153","0.2125","0.0966","0.0267","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29","Tank Dell","HST","wr","14","@NYJ","15.5","0","0","0","0","0","0","0.7387","4.044","0.0271","8.4312","5.4494","69.2802","0.4273","0.0687","0.0368","0.0218","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30","Chris Olave","NO","wr","12","@CAR","15.5","0","0","0","0","0","0","0","0","0","8.7069","5.6128","73.0039","0.4223","0","0","0.0282","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31","Kenneth Walker III","SEA","rb","10","LA","13.7","0","0","0","0","0","0","12.7269","55.3826","0.5543","2.9958","2.5337","18.2809","0.0799","0.1994","0.0908","0.0256","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32","DJ Moore","CHI","wr","7","@ARZ","15.4","0","0","0","0","0","0","0","0","0","9.0991","6.0258","69.506","0.3895","0","0","0.0235","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33","D'Andre Swift","CHI","rb","7","@ARZ","13.6","0","0","0","0","0","0","15.2821","66.9501","0.5361","2.4938","2.0286","13.5352","0.0545","0.2285","0.103","0.0239","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","Chuba Hubbard","CAR","rb","11","NO","13.4","0","0","0","0","0","0","14.7617","67.4452","0.385","3.04","2.5693","14.9103","0.0572","0.2273","0.1031","0.0189","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35","Aaron Jones","MIN","rb","6","IND","13.2","0","0","0","0","0","0","13.0529","59.33","0.3335","3.4433","2.7497","19.6465","0.1055","0.2062","0.094","0.0219","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","Josh Jacobs","GB","rb","10","DET","13.2","0","0","0","0","0","0","14.0587","60.39","0.3677","3.3319","2.6904","18.8608","0.0724","0.2191","0.0997","0.0268","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37","Brian Robinson","WAS","rb","14","@NYG","13.2","0","0","0","0","0","0","13.8077","64.8988","0.5193","2.228","1.8816","13.5892","0.0703","0.207","0.0933","0.0224","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","Brock Bowers","LV","te","10","@CIN","13.6","0","0","0","0","0","0","0","0","0","8.2009","6.0551","57.8847","0.2879","0","0","0.0172","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39","Davante Adams","NYJ","wr","12","HST","14.8","0","0","0","0","0","0","0","0","0","8.29","5.5399","61.8278","0.502","0","0","0.0214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","Xavier Worthy","KC","wr","6","TB","14.7","0","0","0","0","0","0","0.7038","3.9708","0.0382","7.9529","5.119","62.5443","0.45","0.0647","0.0346","0.0224","15.6424","0.0135","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","James Conner","ARZ","rb","11","CHI","12.8","0","0","0","0","0","0","14.5197","64.8316","0.5074","2.1884","1.8328","12.1672","0.0537","0.2161","0.0973","0.0215","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","Jaxon Smith-Njigba","SEA","wr","10","LA","14.5","0","0","0","0","0","0","0","0","0","8.0138","5.8659","64.2539","0.3614","0","0","0.0199","17.5486","0.0151","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","DeVonta Smith","PHI","wr","5","JAX","14.4","0","0","0","0","0","0","0","0","0","7.8073","5.3846","66.3069","0.3832","0","0","0.029","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44","Terry McLaurin","WAS","wr","14","@NYG","14.3","0","0","0","0","0","0","0","0","0","8.1384","5.236","69.671","0.3482","0","0","0.0233","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45","David Njoku","CLV","te","10","LAC","13","0","0","0","0","0","0","0","0","0","7.2379","5.2255","52.4222","0.4083","0","0","0.0172","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46","Jayden Reed","GB","wr","10","DET","14.2","0","0","0","0","0","0","0.9596","5.7705","0.0216","7.533","5.2621","60.2795","0.3737","0.0697","0.037","0.0211","58.3365","0.0257","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","Jaylen Waddle","MIA","wr","6","@BUF","14.2","0","0","0","0","0","0","0.1648","1.0066","0.0084","8.0318","5.5452","65.0567","0.3291","0.062","0.034","0.0204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","Marvin Harrison Jr.","ARZ","wr","11","CHI","14.2","0","0","0","0","0","0","0","0","0","8.6016","5.1924","61.0614","0.4697","0","0","0.0238","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"49","Brian Thomas Jr.","JAX","wr","12","@PHI","14.2","0","0","0","0","0","0","0","0","0","8.0836","5.142","64.7341","0.4161","0","0","0.0196","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50","Cade Otton","TB","te","11","@KC","12.7","0","0","0","0","0","0","0","0","0","7.0663","5.0995","50.6269","0.4228","0","0","0.0171","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51","Tyler Lockett","SEA","wr","10","LA","13.8","0","0","0","0","0","0","0","0","0","7.3771","5.0834","63.9744","0.376","0","0","0.0183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52","Josh Downs","IND","wr","14","@MIN","13.8","0","0","0","0","0","0","0","0","0","8.1857","5.849","58.549","0.3376","0","0","0.0196","51.4005","0.0244","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53","Taysom Hill","NO","te","12","@CAR","12.3","0.2004","0.2971","2.1443","0.012","0.0074","0.0231","4.933","27.6407","0.4833","3.5871","2.7007","26.1997","0.2069","0.0987","0.0469","0.0188","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54","Jake Ferguson","DAL","te","7","@ATL","12.3","0","0","0","0","0","0","0","0","0","6.8009","5.0986","48.6971","0.3836","0","0","0.0168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55","Trey McBride","ARZ","te","11","CHI","12.3","0","0","0","0","0","0","0","0","0","7.2946","5.5131","51.6449","0.2602","0","0","0.0202","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"56","Tucker Kraft","GB","te","10","DET","12.3","0","0","0","0","0","0","0","0","0","6.3017","4.8812","47.0844","0.4513","0","0","0.0166","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57","Courtland Sutton","DEN","wr","14","@BLT","13.6","0","0","0","0","0","0","0","0","0","8.5108","5.134","60.569","0.3998","0","0","0.0185","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58","Jayden Daniels","WAS","qb","14","@NYG","21.2","21.3414","30.0381","227.3884","1.2027","0.6053","2.5497","10.3813","54.1264","0.3784","0","0","0","0","0","0","0.0924","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"59","Zay Flowers","BLT","wr","14","DEN","13.3","0","0","0","0","0","0","0.5206","5.1525","0.0299","7.0063","4.9822","57.9951","0.2971","0.0607","0.0327","0.0247","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60","David Montgomery","DET","rb","5","@GB","11.4","0","0","0","0","0","0","11.3568","51.7977","0.479","2.2324","1.8208","12.9758","0.0494","0.1732","0.0784","0.0213","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61","Lamar Jackson","BLT","qb","14","DEN","20.9","20.8259","28.8752","210.7092","1.4815","0.5621","2.3291","8.4732","51.0292","0.2939","0","0","0","0","0","0","0.1054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","Wan'Dale Robinson","NYG","wr","11","WAS","12.9","0","0","0","0","0","0","0.6463","3.8827","0.025","7.8916","5.7445","48.0808","0.297","0.0707","0.038","0.0183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63","Jalen McMillan","TB","wr","11","@KC","12.9","0","0","0","0","0","0","0.1548","0.8993","0.0068","7.6424","4.6392","56.4076","0.4186","0.0521","0.0285","0.0188","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64","Josh Allen","BUF","qb","12","MIA","20.7","22.1388","30.9946","228.6502","1.614","0.6841","1.285","6.41","30.4934","0.412","0","0","0","0","0","0","0.1078","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65","Jerry Jeudy","CLV","wr","10","LAC","12.8","0","0","0","0","0","0","0","0","0","7.4111","4.6878","60.1911","0.3465","0","0","0.0177","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66","Amari Cooper","BUF","wr","12","MIA","12.7","0","0","0","0","0","0","0","0","0","7.4085","4.6673","56.2841","0.3845","0","0","0.0245","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67","Sam LaPorta","DET","te","5","@GB","11.3","0","0","0","0","0","0","0","0","0","5.9416","4.5653","44.1928","0.3746","0","0","0.0174","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"68","Darnell Mooney","ATL","wr","12","DAL","12.6","0","0","0","0","0","0","0","0","0","6.8574","4.5005","57.8571","0.3875","0","0","0.0189","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69","Dak Prescott","DAL","qb","7","@ATL","20.2","26.7644","37.7135","272.1964","1.9953","0.8398","1.9565","3.4907","15.3737","0.0772","0","0","0","0","0","0","0.096","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70","Evan Engram","JAX","te","12","@PHI","10.8","0","0","0","0","0","0","0","0","0","6.5701","4.9694","44.5317","0.2269","0","0","0.0159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71","Tyrone Tracy","NYG","rb","11","WAS","10.3","0","0","0","0","0","0","10.9125","50.402","0.2887","2.3709","1.9549","13.2989","0.056","0.1687","0.0766","0.016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"72","Jakobi Meyers","LV","wr","10","@CIN","12.1","0","0","0","0","0","0","0","0","0","7.2787","5.0053","52.2691","0.3026","0","0","0.0152","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"73","Garrett Wilson","NYJ","wr","12","HST","12","0","0","0","0","0","0","0.2994","1.5567","0.0056","6.9883","4.632","51.1725","0.3474","0.054","0.0293","0.0184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"74","Ladd McConkey","LAC","wr","5","@CLV","12","0","0","0","0","0","0","0","0","0","6.8177","4.72","51.8471","0.3393","0","0","0.017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75","Javonte Williams","DEN","rb","14","@BLT","10.1","0","0","0","0","0","0","9.1283","34.9121","0.2258","3.5169","2.9004","18.9993","0.0761","0.1547","0.0716","0.0185","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76","Rachaad White","TB","rb","11","@KC","10.1","0","0","0","0","0","0","5.921","23.4353","0.1356","3.9556","3.3845","24.5018","0.1806","0.1166","0.0554","0.0187","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77","Jalen Tolbert","DAL","wr","7","@ATL","11.8","0","0","0","0","0","0","0","0","0","6.762","4.3946","51.7418","0.3629","0","0","0.0167","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78","Dalton Kincaid","BUF","te","12","MIA","10.4","0","0","0","0","0","0","0","0","0","5.8118","4.318","41.4643","0.3173","0","0","0.0192","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"79","Rhamondre Stevenson","NE","rb","14","@TEN","9.8","0","0","0","0","0","0","10.5393","44.3654","0.3316","2.3008","1.8686","12.1479","0.057","0.1627","0.0738","0.0159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80","Baker Mayfield","TB","qb","11","@KC","19.4","25.8396","37.2783","266.9099","1.9054","0.8757","2.9246","3.6099","13.9028","0.0674","0","0","0","0","0","0","0.0929","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
