"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","pass_300_yds","pass_300_yds_sd","return_tds","return_tds_sd","rush_100_yds","rush_100_yds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","rec_100_yds","rec_100_yds_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","idp_solo","idp_solo_sd","idp_sack","idp_sack_sd","idp_int","idp_int_sd","idp_pd","idp_pd_sd","idp_td","idp_td_sd","injury_status","injury_details","season_year","week"
"18","Jordan Love","GB","QB","14782","weighted",239.150667209113,12.8869460317103,1.74105370219691,0.226905808103377,0.850061025223759,0.182187245411021,16.3862652563059,2.87365937696325,0.128494711147274,0.0689331263884399,0.0775406834825061,0.035012933906211,0.11,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","Deshaun Watson","CLE","QB","13113","weighted",223.735711960944,24.6769386238748,1.21940195280716,0.208759781145635,0.773116354759967,0.170943450702782,26.6570667209113,4.72099688752635,0.160374288039056,0.080819530602849,0.204757933279089,0.0942100889706092,0.19,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Shoulder",2023,4
"20","Mac Jones","NE","QB","15241","weighted",230.779454841334,13.4402846637435,1.16518714401953,0.185539383032755,0.887957689178194,0.12001701878811,12.4989666395443,1.83013149514328,0.0452074857607811,0.0553479802281166,0.10636493083808,0.0174856997601642,0.13,3.00059589753424e-17,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Brock Purdy","SF","QB","15698","weighted",237.194174125305,8.05031076702905,1.8129820992677,0.197013323544202,0.478946297803092,0.323796667185119,9.01826688364524,3.23675067578897,0.148555736371033,0.0731579808375282,0.142849877949552,0.0490970370537837,0.09,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","Daniel Jones","NYG","QB","14059","weighted",221.446484947111,18.6626376066999,1.16771358828316,0.234645318558341,0.801232709519935,0.143209223300221,37.919723352319,3.71746821549715,0.27946704637917,0.13236827575872,0.10636493083808,0.0174856997601642,0.16,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Baker Mayfield","TB","QB","13590","weighted",221.500378356387,12.3369321514655,1.15729454841334,0.180996682231846,0.889503661513425,0.142937091069685,11.2001098454028,2.99625191278151,0.0632180634662327,0.0586022743986473,0.103543531326282,0.0197888597047043,0.09,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Kenny Pickett","PIT","QB","15692","weighted",224.482799023596,8.21495129272546,1.25759967453214,0.358906734357335,0.859296175752644,0.122281860174059,12.9010659072417,4.36587285922636,0.132396257119609,0.0718291845187639,0.0542473555736371,0.0293513692042012,0.09,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Anthony Richardson","IND","QB","16152","weighted",211.777701383238,16.1197572724979,1.12377542717657,0.173437288151029,0.868759153783564,0.206295971419522,44.2244589096827,6.17573404652279,0.482843775427177,0.220948747974925,0.114137510170871,0.0582250983785204,0.05,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Bryce Young","CAR","QB","16148","weighted",225.465199349064,13.0181174587121,1.20558584214809,0.200620219146631,0.815923515052888,0.152530396144215,13.3442107404394,1.53639532273415,0.0971521562245728,0.0465682530894053,0.168272986167616,0.0665667792259062,0.09,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","Jalen Hurts","PHI","QB","14783","weighted",226.24581366965,7.06039701276363,1.31944670463792,0.351100367306928,0.584959316517494,0.315435471510498,43.4054882017901,4.95165443848024,0.725553295362083,0.167226967235193,0.16896460537022,0.0359359732212753,0.22,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Lamar Jackson","BAL","QB","13593","weighted",207.942782750203,16.275826875889,1.07928803905614,0.125309546103033,0.885187144019528,0.158200416903707,58.4484296175753,7.86244919422943,0.248079739625712,0.128125788333907,0.225921480878763,0.0681833896338125,0.09,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Ryan Tannehill","TEN","QB","10697","weighted",213.565728234337,12.4083248813775,1.05341741253051,0.0988949037332333,0.881143205858422,0.162869366019435,10.4490032546786,1.53777879954391,0.115870626525631,0.0867190439249368,0.0887144019528072,0.0130676266259183,0.06,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Joshua Dobbs","ARI","QB","13119","weighted",198.760679414158,22.7079120705766,0.933970707892596,0.165741196329461,0.677058584214809,0.37124721073653,19.4396053702197,6.22010093664309,0.108006509357201,0.0640831080154697,0.276543938161107,0.120763484126833,0.1,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Desmond Ridder","ATL","QB","15697","weighted",195.530716029292,14.685579079697,1.03994304312449,0.118329008971786,0.396017087062652,0.301436220110322,15.3570626525631,3.03537944963139,0.111822620016273,0.0599069932161213,0.223100081366965,0.071391591274841,0.07,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Justin Fields","CHI","QB","15238","weighted",189.295537021969,13.0661831221515,1.12687957689178,0.179998103022461,0.915768917819365,0.20760933443756,55.2780634662327,5.18244494928482,0.374564686737185,0.178305897018329,0.15203620829943,0.0555374131601527,0.07,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Zach Wilson","NYJ","QB","15239","weighted",193.883757632691,4.64345026682911,0.952573978393612,0.122638146559345,0.848914983560357,0.110130142163275,14.9594034758102,0.672467616339002,0.109821512447158,0.0670875405268119,0.0401009863785815,0.03149446531499,0.08,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Brian Hoyer","LVR","QB","9714","weighted",106.845901639344,117.450436355086,0.736065573770492,0.777817459305202,0.782265275707899,0.989949493661166,3.07779433681073,4.03050865276332,0,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Jameis Winston","NO","QB","12140","weighted",92.7536685714286,61.6574962333168,0.422942857142857,0.267994533606693,0.378622857142857,0.244846776542462,4.52552,1.8507985280023,0.0074,0.0127503916829963,0.0411047619047619,0.0362991695757557,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Andy Dalton","CAR","QB","10313","weighted",44.8353361344538,40.259036457951,0.263382352941176,0.201930501880876,0.147233893557423,0.141895190871388,1.62443277310924,1.30225677055031,0.00230392156862745,0.0048732534653623,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Mitchell Trubisky","PIT","QB","13115","weighted",47.3967213114754,56.0028570699746,0.246199701937407,0.212132034355964,0.243666169895678,0.353553390593274,1.53859910581222,0.636396103067893,0,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","Tyler Huntley","BAL","QB","14789","weighted",42.8315946348733,51.2652416360247,0.148733233979136,0.0707106781186548,0.1,3.92649151415701e-17,12.0801788375559,15.0613744392735,0.0487332339791356,0.0707106781186548,0.194932935916542,0.282842712474619,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Davis Mills","HOU","QB","15252","weighted",42.3436661698957,47.8004184082106,0.246199701937407,0.212132034355964,0.246199701937407,0.212132034355964,2.4107302533532,2.1920310216783,0.0487332339791356,0.0707106781186548,0.0487332339791356,0.0707106781186548,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Taylor Heinicke","ATL","QB","12476","weighted",20.9090333333333,16.2846363171267,0.1327,0.0574623372073492,0.0436666666666667,0.050929740533706,1.4631,0.469296949769982,0,0,0.0436666666666667,0.050929740533706,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Marcus Mariota","PHI","QB","12141","weighted",18.6969,11.7515496086608,0.1327,0.0574623372073492,0.0436666666666667,0.050929740533706,3.32243333333333,2.34811658300901,0.0373912962962963,0.0539345109405939,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Nick Mullens","MIN","QB","13968","weighted",21.3877794336811,14.6371103705615,0.1,3.92649151415701e-17,0.0974664679582712,0.14142135623731,0.897466467958271,0.141421356237309,0,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Teddy Bridgewater","DET","QB","11640","weighted",19.3618479880775,13.2936074863071,0.148733233979136,0.0707106781186548,0.0974664679582712,0.14142135623731,1.10253353204173,0.141421356237309,0,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Tim Boyle","NYJ","QB","13873","weighted",15.3199075297226,7.516545084013,0.0173844121532365,0.0282842712474619,0.126076618229855,0.0424264068711928,0,0,0.00869220607661823,0.0141421356237309,0.00717305151915456,0.00353553390593274,0.02,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Mike White","MIA","QB","13598","weighted",16.2834575260805,6.50538238691624,0.148733233979136,0.0707106781186548,0.0487332339791356,0.0707106781186548,0.256333830104322,0.353553390593274,0,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Tyson Bagent","CHI","QB","16384","weighted",9.95824929971989,7.34468994720046,0.0402170868347339,0.0507170866576469,0.0851260504201681,0.0585141816471047,0.240497198879552,0.189191974094617,0.0046078431372549,0.00974650693072461,0.00330298786181139,0.00455041549748169,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Dorian Thompson-Robinson","CLE","QB","16158","weighted",12.2830392156863,9.12031953224735,0.0379131652661064,0.0491137754394461,0.0425210084033614,0.0527236191743085,0.398270308123249,0.394693924024153,0.0046078431372549,0.00974650693072461,0.00305322128851541,0.00456959504496884,0.04,8.03046437291669e-18,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
