"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"25","D.J. Moore",CAR,"vs. DET","3 out of 5 stars","B","9.5"
"26","D.J. Chark Jr.",JAC,"vs. PIT","5 out of 5 stars","B","9.3"
"27","DeVante Parker",MIA,"at DEN","3 out of 5 stars","B-","9.3"
"28","Brandin Cooks",HOU,"vs. NE","3 out of 5 stars","B","9.3"
"29","Christian Kirk",ARI,"at SEA","5 out of 5 stars","B-","9.3"
"30","Calvin Ridley",ATL,"at NO","4 out of 5 stars","B+","9.2"
"31","Jakobi Meyers",NE,"at HOU","4 out of 5 stars","B-","9.2"
"32","Mike Williams",LAC,"vs. NYJ","4 out of 5 stars","B-","9.1"
"33","Marvin Jones Jr.",DET,"at CAR","1 out of 5 stars","B-","8.9"
"34","Jamison Crowder",NYJ,"at LAC","2 out of 5 stars","C+","8.9"
"35","Jerry Jeudy",DEN,"vs. MIA","3 out of 5 stars","C+","8.8"
"36","Antonio Brown",TB,"vs. LAR","1 out of 5 stars","C+","8.6"
"37","Jarvis Landry",CLE,"vs. PHI","3 out of 5 stars","C+","8.5"
"38","CeeDee Lamb",DAL,"at MIN","4 out of 5 stars","C+","8.5"
"39","Curtis Samuel",CAR,"vs. DET","3 out of 5 stars","C+","8.1"
"40","Marquise Brown",BAL,"vs. TEN","5 out of 5 stars","C+","7.9"
"41","Travis Fulgham",PHI,"at CLE","4 out of 5 stars","C","7.6"
"42","Michael Pittman Jr.",IND,"vs. GB","2 out of 5 stars","C","7.3"
"43","Jalen Reagor",PHI,"at CLE","4 out of 5 stars","C","7.3"
"44","Corey Davis",TEN,"at BAL","1 out of 5 stars","C","7.2"
"45","Michael Gallup",DAL,"at MIN","4 out of 5 stars","C","6.6"
"46","Emmanuel Sanders",NO,"vs. ATL","5 out of 5 stars","C","6.5"
"47","Breshad Perriman",NYJ,"at LAC","2 out of 5 stars","C","6.4"
"48","Tim Patrick",DEN,"vs. MIA","3 out of 5 stars","C","6.4"
"49","Josh Reynolds",LAR,"at TB","3 out of 5 stars","C","6.4"
"50","KJ Hamler",DEN,"vs. MIA","3 out of 5 stars","C-","6.3"
"51","Henry Ruggs III",LV,"vs. KC","2 out of 5 stars","C-","6.2"
"52","Rashard Higgins",CLE,"vs. PHI","3 out of 5 stars","C-","6.2"
"53","Keelan Cole Sr.",JAC,"vs. PIT","5 out of 5 stars","D+","6.1"
"54","Denzel Mims",NYJ,"at LAC","2 out of 5 stars","C-","5.8"
"55","Cam Sims",WAS,"vs. CIN","5 out of 5 stars","C-","5.7"
"56","T.Y. Hilton",IND,"vs. GB","2 out of 5 stars","D+","5.7"
"57","A.J. Green",CIN,"at WAS","1 out of 5 stars","D+","5.5"
"58","Marquez Valdes-Scantling",GB,"at IND","2 out of 5 stars","D+","5.5"
"59","Randall Cobb",HOU,"vs. NE","3 out of 5 stars","D","5.4"
"60","Jakeem Grant",MIA,"at DEN","3 out of 5 stars","D","5.4"
"61","Sammy Watkins",KC,"at LV","4 out of 5 stars","D","5.1"
"62","Nelson Agholor",LV,"vs. KC","2 out of 5 stars","D","5.2"
"63","Zach Pascal",IND,"vs. GB","2 out of 5 stars","D","4.9"
"64","David Moore",SEA,"vs. ARI","3 out of 5 stars","D","5.0"
"65","Allen Lazard",GB,"at IND","2 out of 5 stars","D-","4.9"
"66","Hunter Renfrow",LV,"vs. KC","2 out of 5 stars","D-","4.7"
"67","Willie Snead IV",BAL,"vs. TEN","5 out of 5 stars","D-","4.7"
"68","Mecole Hardman",KC,"at LV","4 out of 5 stars","D","4.7"
"69","Larry Fitzgerald",ARI,"at SEA","5 out of 5 stars","D-","4.7"
"70","Chris Conley",JAC,"vs. PIT","5 out of 5 stars","D-","4.6"
"71","Russell Gage",ATL,"at NO","4 out of 5 stars","F","4.6"
"72","Danny Amendola",DET,"at CAR","1 out of 5 stars","F","4.6"
"73","Steven Sims",WAS,"vs. CIN","5 out of 5 stars","F","4.4"
"74","Damiere Byrd",NE,"at HOU","4 out of 5 stars","F","4.3"
"75","Greg Ward",PHI,"at CLE","4 out of 5 stars","F","4.3"
"76","Kenny Golladay",DET,"at CAR","1 out of 5 stars","C-","4.3"
"77","Marvin Hall",DET,"at CAR","1 out of 5 stars","F","4.2"
"78","Demarcus Robinson",KC,"at LV","4 out of 5 stars","F","3.8"
"79","Jalen Guyton",LAC,"vs. NYJ","4 out of 5 stars","F","3.7"
"80","Devin Duvernay",BAL,"vs. TEN","5 out of 5 stars","F","3.7"
"81","Andy Isabella",ARI,"at SEA","5 out of 5 stars","F","3.7"
"82","Olamide Zaccheaus",ATL,"at NO","4 out of 5 stars","F","3.5"
"83","Alshon Jeffery",PHI,"at CLE","4 out of 5 stars","F","3.5"
"84","James Washington",PIT,"at JAC","4 out of 5 stars","F","3.4"
"85","Scotty Miller",TB,"vs. LAR","1 out of 5 stars","F","3.2"
"86","Tre'Quan Smith",NO,"vs. ATL","5 out of 5 stars","F","3.1"
"87","N'Keal Harry",NE,"at HOU","4 out of 5 stars","F","3.1"
"88","Deonte Harris",NO,"vs. ATL","5 out of 5 stars","F","3.0"
"89","DaeSean Hamilton",DEN,"vs. MIA","3 out of 5 stars","F","3.0"
"90","Isaiah Wright",WAS,"vs. CIN","5 out of 5 stars","F","3.0"
"91","Marcus Johnson",IND,"vs. GB","2 out of 5 stars","F","2.9"
"92","Bryan Edwards",LV,"vs. KC","2 out of 5 stars","F","2.9"
"93","KhaDarel Hodge",CLE,"vs. PHI","3 out of 5 stars","F","2.8"
"94","Auden Tate",CIN,"at WAS","1 out of 5 stars","F","2.8"
"95","Mack Hollins",MIA,"at DEN","3 out of 5 stars","F","2.8"
"96","Quintez Cephus",DET,"at CAR","1 out of 5 stars","F","2.7"
"97","Miles Boykin",BAL,"vs. TEN","5 out of 5 stars","F","2.6"
"98","Kenny Stills",HOU,"vs. NE","3 out of 5 stars","F","2.6"
"99","Freddie Swain",SEA,"vs. ARI","3 out of 5 stars","F","2.5"
"100","Chad Beebe",MIN,"vs. DAL","4 out of 5 stars","F","2.5"
"101","Donovan Peoples-Jones",CLE,"vs. PHI","3 out of 5 stars","F","2.5"
"102","Kalif Raymond",TEN,"at BAL","1 out of 5 stars","F","2.5"
"103","Malcolm Perry",MIA,"at DEN","3 out of 5 stars","F","2.5"
"104","Braxton Berrios",NYJ,"at LAC","2 out of 5 stars","F","2.4"
"105","Dez Bryant",BAL,"vs. TEN","5 out of 5 stars","F","2.2"
"106","Collin Johnson",JAC,"vs. PIT","5 out of 5 stars","F","2.2"
"107","Isaiah Ford",NE,"at HOU","4 out of 5 stars","F","2.1"
"108","Ray-Ray McCloud",PIT,"at JAC","4 out of 5 stars","F","1.9"
"109","Adam Humphries",TEN,"at BAL","1 out of 5 stars","F","1.9"
"110","Marquez Callaway",NO,"vs. ATL","5 out of 5 stars","F","1.9"
"111","Cedrick Wilson",DAL,"at MIN","4 out of 5 stars","F","1.9"
"112","Tyron Johnson",LAC,"vs. NYJ","4 out of 5 stars","F","1.9"
"113","Cam Batson",TEN,"at BAL","1 out of 5 stars","F","1.8"
"114","Antonio Callaway",MIA,"at DEN","3 out of 5 stars","F","1.8"
"115","Christian Blake",ATL,"at NO","4 out of 5 stars","F","1.7"
"116","Laviska Shenault Jr.",JAC,"vs. PIT","5 out of 5 stars","F","1.6"
"117","Mike Thomas",CIN,"at WAS","1 out of 5 stars","F","1.6"
"118","Van Jefferson",LAR,"at TB","3 out of 5 stars","F","1.5"
"119","Brandon Zylstra",CAR,"vs. DET","3 out of 5 stars","F","1.5"
"120","Byron Pringle",KC,"at LV","4 out of 5 stars","F","1.5"
"121","Isaiah Zuber",NE,"at HOU","4 out of 5 stars","F","1.5"
"122","Kirk Merritt",MIA,"at DEN","3 out of 5 stars","F","1.4"
"123","Equanimeous St. Brown",GB,"at IND","2 out of 5 stars","F","1.3"
"124","Jeff Smith",NYJ,"at LAC","2 out of 5 stars","F","1.2"
"125","DeMichael Harris",IND,"vs. GB","2 out of 5 stars","F","1.2"
"126","Dontrelle Inman",WAS,"vs. CIN","5 out of 5 stars","F","1.1"
"127","Olabisi Johnson",MIN,"vs. DAL","4 out of 5 stars","F","0.8"
"128","Malik Taylor",GB,"at IND","2 out of 5 stars","F","0.7"
"129","Tyler Johnson",TB,"vs. LAR","1 out of 5 stars","F","0.7"
"130","John Hightower",PHI,"at CLE","4 out of 5 stars","F","0.7"
"131","Nick Westbrook-Ikhine",TEN,"at BAL","1 out of 5 stars","F","0.7"
"132","Noah Brown",DAL,"at MIN","4 out of 5 stars","F","0.6"
"133","Zay Jones",LV,"vs. KC","2 out of 5 stars","F","0.6"
"134","Gunner Olszewski",NE,"at HOU","4 out of 5 stars","F","0.6"
"135","Pharoh Cooper",CAR,"vs. DET","3 out of 5 stars","F","0.5"
"136","Taywan Taylor",CLE,"vs. PHI","3 out of 5 stars","F","0.4"
"137","Brandon Powell",ATL,"at NO","4 out of 5 stars","F","0.4"
"138","Terry Godwin",JAC,"vs. PIT","5 out of 5 stars","F","0.4"
"139","Trent Sherfield",ARI,"at SEA","5 out of 5 stars","F","0.4"
"140","Antonio Gandy-Golden",WAS,"vs. CIN","5 out of 5 stars","F","0.3"
"141","Darrius Shepherd",GB,"at IND","2 out of 5 stars","F","0.2"
"142","K.J. Hill",LAC,"vs. NYJ","4 out of 5 stars","F","0.2"
"143","James Proche",BAL,"vs. TEN","5 out of 5 stars","F","0.2"
"144","Joe Reed",LAC,"vs. NYJ","4 out of 5 stars","F","0.2"
"145","Jeff Badet",WAS,"vs. CIN","5 out of 5 stars","F","0.2"
"146","Marcus Kemp",KC,"at LV","4 out of 5 stars","F","0.1"
"147","Diontae Spencer",DEN,"vs. MIA","3 out of 5 stars","F","0.1"
"148","Penny Hart",SEA,"vs. ARI","3 out of 5 stars","F","0.1"
"149","DeAndre Carter",CHI,"-","-","F","0.1"
"150","Alex Erickson",CIN,"at WAS","1 out of 5 stars","F","0.1"
"151","Justin Watson",TB,"vs. LAR","1 out of 5 stars","F","0.1"
