"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"34","David Njoku",CLE,"vs. HOU","4 out of 5 stars","F","2.8"
"35","James O'Shaughnessy",JAC,"at GB","1 out of 5 stars","F","2.4"
"36","Will Dissly",SEA,"at LAR","4 out of 5 stars","F","2.3"
"37","Dawson Knox",BUF,"at ARI","4 out of 5 stars","F","2.3"
"38","Nick Boyle",BAL,"at NE","1 out of 5 stars","F","2.2"
"39","Dan Arnold",ARI,"vs. BUF","5 out of 5 stars","F","2.1"
"40","Tyler Kroft",BUF,"at ARI","4 out of 5 stars","F","2.1"
"41","Jace Sternberger",GB,"vs. JAC","5 out of 5 stars","F","2.1"
"42","Richard Rodgers",PHI,"at NYG","2 out of 5 stars","F","2.1"
"43","Cameron Brate",TB,"at CAR","2 out of 5 stars","F","2.1"
"44","Cole Kmet",CHI,"vs. MIN","4 out of 5 stars","F","2.0"
"45","Jason Witten",LV,"vs. DEN","3 out of 5 stars","F","2.0"
"46","Jesse James",DET,"vs. WAS","4 out of 5 stars","F","2.0"
"47","Kaden Smith",NYG,"vs. PHI","5 out of 5 stars","F","1.9"
"48","Durham Smythe",MIA,"vs. LAC","4 out of 5 stars","F","1.9"
"49","Adam Shaheen",MIA,"vs. LAC","4 out of 5 stars","F","1.8"
"50","Adam Trautman",NO,"vs. SF","1 out of 5 stars","F","1.8"
"51","Darrell Daniels",ARI,"vs. BUF","5 out of 5 stars","F","1.8"
"52","Ryan Izzo",NE,"vs. BAL","3 out of 5 stars","F","1.7"
"53","Foster Moreau",LV,"vs. DEN","3 out of 5 stars","F","1.7"
"54","Nick Vannett",DEN,"at LV","3 out of 5 stars","F","1.7"
"55","Maxx Williams",ARI,"vs. BUF","5 out of 5 stars","F","1.6"
"56","Marcedes Lewis",GB,"vs. JAC","5 out of 5 stars","F","1.5"
"57","Donald Parham Jr.",LAC,"at MIA","3 out of 5 stars","F","1.4"
"58","Josh Hill",NO,"vs. SF","1 out of 5 stars","F","1.4"
"59","Demetrius Harris",CHI,"vs. MIN","4 out of 5 stars","F","1.4"
"60","Chris Manhertz",CAR,"vs. TB","3 out of 5 stars","F","1.4"
"61","Gabe Nabers",LAC,"at MIA","3 out of 5 stars","F","1.4"
"62","Zach Gentry",PIT,"vs. CIN","4 out of 5 stars","F","1.4"
"63","Temarrick Hemingway",WAS,"at DET","3 out of 5 stars","F","1.3"
"64","Tanner Hudson",TB,"at CAR","2 out of 5 stars","F","1.3"
"65","Cethan Carter",CIN,"at PIT","1 out of 5 stars","F","1.3"
"66","Pharaoh Brown",HOU,"at CLE","3 out of 5 stars","F","1.3"
"67","Jeremy Sprinkle",WAS,"at DET","3 out of 5 stars","F","1.3"
"68","Tyler Conklin",MIN,"at CHI","4 out of 5 stars","F","1.3"
"69","Geoff Swaim",TEN,"vs. IND","1 out of 5 stars","F","1.3"
"70","Ben Ellefson",JAC,"at GB","1 out of 5 stars","F","1.3"
"71","Isaac Nauta",DET,"vs. WAS","4 out of 5 stars","F","1.3"
"72","Vance McDonald",PIT,"vs. CIN","4 out of 5 stars","F","1.2"
"73","Charlie Woerner",SF,"at NO","3 out of 5 stars","F","1.2"
"74","Mason Schreck",CIN,"at PIT","1 out of 5 stars","F","1.2"
"75","Levine Toilolo",NYG,"vs. PHI","5 out of 5 stars","F","1.2"
"76","Johnny Mundt",LAR,"vs. SEA","2 out of 5 stars","F","1.1"
"77","Stephen Anderson",LAC,"at MIA","3 out of 5 stars","F","1.1"
"78","Lee Smith",BUF,"at ARI","4 out of 5 stars","F","0.7"
"79","Noah Togiai",IND,"at TEN","5 out of 5 stars","F","0.7"
"80","J.P. Holtz",CHI,"vs. MIN","4 out of 5 stars","F","0.7"
"81","Derek Carrier",LV,"vs. DEN","3 out of 5 stars","F","0.7"
"82","Colin Thompson",CAR,"vs. TB","3 out of 5 stars","F","0.6"
"83","Tyler Davis",JAC,"at GB","1 out of 5 stars","F","0.5"
"84","Eric Saubert",JAC,"at GB","1 out of 5 stars","F","0.5"
"85","Marcus Baugh",WAS,"at DET","3 out of 5 stars","F","0.5"
"86","Antony Auclair",TB,"at CAR","2 out of 5 stars","F","0.6"
