"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"60","Troymaine Pope",LAC,"vs. NYJ","5 out of 5 stars","F","2.7"
"61","Peyton Barber",WAS,"vs. CIN","2 out of 5 stars","F","2.6"
"62","DeAndre Washington",MIA,"at DEN","2 out of 5 stars","F","2.5"
"63","C.J. Prosise",HOU,"vs. NE","4 out of 5 stars","F","2.5"
"64","Jalen Richard",LV,"vs. KC","3 out of 5 stars","F","2.3"
"65","Royce Freeman",DEN,"vs. MIA","4 out of 5 stars","F","2.3"
"66","Patrick Laird",MIA,"at DEN","2 out of 5 stars","F","2.2"
"67","Dare Ogunbowale",JAC,"vs. PIT","2 out of 5 stars","F","2.2"
"68","Anthony McFarland Jr.",PIT,"at JAC","5 out of 5 stars","F","2.1"
"69","Trayveon Williams",CIN,"at WAS","3 out of 5 stars","F","2.0"
"70","Darrel Williams",KC,"at LV","3 out of 5 stars","F","2.0"
"71","Rodney Smith",CAR,"vs. DET","5 out of 5 stars","F","1.9"
"72","Jaylen Samuels",PIT,"at JAC","5 out of 5 stars","F","1.9"
"73","Joe Mixon",CIN,"at WAS","3 out of 5 stars","F","1.8"
"74","Sony Michel",NE,"at HOU","5 out of 5 stars","F","1.8"
"75","Trenton Cannon",CAR,"vs. DET","5 out of 5 stars","F","1.8"
"76","Corey Clement",PHI,"at CLE","2 out of 5 stars","F","1.7"
"77","Bo Scarbrough",SEA,"vs. ARI","2 out of 5 stars","F","1.7"
"78","Tyler Ervin",GB,"at IND","2 out of 5 stars","F","1.7"
"79","Ty Johnson",NYJ,"at LAC","3 out of 5 stars","F","1.7"
"80","Buddy Howell",HOU,"vs. NE","4 out of 5 stars","F","1.6"
"81","LeSean McCoy",TB,"vs. LAR","2 out of 5 stars","F","1.6"
"82","Alex Collins",SEA,"vs. ARI","2 out of 5 stars","F","1.6"
"83","Alex Armah",CAR,"vs. DET","5 out of 5 stars","F","1.6"
"84","Alec Ingold",LV,"vs. KC","3 out of 5 stars","F","1.5"
"85","Jakob Johnson",NE,"at HOU","5 out of 5 stars","F","1.5"
"86","Justice Hill",BAL,"vs. TEN","5 out of 5 stars","F","1.4"
"87","Qadree Ollison",ATL,"at NO","1 out of 5 stars","F","1.4"
"88","Ameer Abdullah",MIN,"vs. DAL","3 out of 5 stars","F","1.4"
"89","AJ Dillon",GB,"at IND","2 out of 5 stars","F","1.4"
"90","C.J. Ham",MIN,"vs. DAL","3 out of 5 stars","F","1.4"
"91","D'Ernest Johnson",CLE,"vs. PHI","2 out of 5 stars","F","1.3"
"92","D.J. Foster",ARI,"at SEA","3 out of 5 stars","F","1.3"
"93","Michael Burton",NO,"vs. ATL","2 out of 5 stars","F","1.2"
"94","Ito Smith",ATL,"at NO","1 out of 5 stars","F","1.2"
"95","Patrick Ricard",BAL,"vs. TEN","5 out of 5 stars","F","1.2"
"96","Cullen Gillaspia",HOU,"vs. NE","4 out of 5 stars","F","1.1"
"97","Ke'Shawn Vaughn",TB,"vs. LAR","2 out of 5 stars","F","1.0"
"98","Chris Thompson",JAC,"vs. PIT","2 out of 5 stars","F","1.0"
"99","Rico Dowdle",DAL,"at MIN","2 out of 5 stars","F","0.9"
"100","Keith Smith",ATL,"at NO","1 out of 5 stars","F","0.8"
"101","Devine Ozigbo",JAC,"vs. PIT","2 out of 5 stars","F","0.7"
"102","Mike Boone",MIN,"vs. DAL","3 out of 5 stars","F","0.6"
"103","Darrynton Evans",TEN,"at BAL","2 out of 5 stars","F","0.4"
"104","Andy Janovich",CLE,"vs. PHI","2 out of 5 stars","F","0.2"
"105","Senorise Perry",TEN,"at BAL","2 out of 5 stars","F","0.2"
"106","Jordan Howard",FA,"-","-","F","0.2"
"107","Lynn Bowden Jr.",MIA,"at DEN","2 out of 5 stars","F","0.2"
"108","Khari Blasingame",TEN,"at BAL","2 out of 5 stars","F","0.6"
"109","Scottie Phillips",HOU,"vs. NE","4 out of 5 stars","F","0.6"
"110","Anthony Sherman",KC,"at LV","3 out of 5 stars","F","0.6"
