"Player","Position","Team","Opp","DK Salary","DK Small","DK Medium","DK Large","FD Salary","FD Large"
"James Cook","RB","BUF","@SEA","7000","0.4%","0.9%","1.2%","7700","2.7%"
"Tyreek Hill","WR","MIA","ARI","7000","37.5%","32.0%","28.4%","7600","30.8%"
"C.J. Stroud","QB","HOU","IND","6900","2.0%","2.3%","2.5%","8500","1.8%"
"J.K. Dobbins","RB","LAC","NO","6900","19.5%","19.3%","19.1%","7400","29.7%"
"Terry McLaurin","WR","WAS","CHI","6900","0.3%","0.7%","0.9%","7000","5.3%"
"Patrick Mahomes","QB","KC","@LV","6800","1.3%","1.9%","2.3%","8000","5.8%"
"Zay Flowers","WR","BAL","@CLE","6800","0.3%","0.4%","0.5%","7100","2.4%"
"Marvin Harrison Jr.","WR","ARI","@MIA","6800","0.3%","0.4%","0.5%","7200","0.5%"
"Baker Mayfield","QB","TB","ATL","6700","1.6%","1.2%","1.0%","8000","0.8%"
"Chuba Hubbard","RB","CAR","@DEN","6700","4.2%","5.5%","6.3%","7300","8.4%"
"Jayden Reed","WR","GB","@JAX","6700","9.5%","10.6%","11.4%","8100","4.3%"
"Garrett Wilson","WR","NYJ","@NE","6700","5.4%","5.7%","5.9%","7400","6.9%"
"Jared Goff","QB","DET","TEN","6600","0.8%","1.2%","1.5%","7900","1.4%"
"Josh Jacobs","RB","GB","@JAX","6600","6.3%","8.0%","9.1%","7500","9.9%"
"DJ Moore","WR","CHI","@WAS","6600","4.8%","5.0%","5.2%","6600","16.6%"
"DeVonta Smith","WR","PHI","@CIN","6600","0.3%","0.7%","0.9%","7300","1.8%"
"Tony Pollard","RB","TEN","@DET","6500","11.8%","12.3%","12.7%","7000","16.3%"
"James Conner","RB","ARI","@MIA","6500","8.3%","9.0%","9.5%","8300","3.3%"
"Kyler Murray","QB","ARI","@MIA","6400","2.6%","2.8%","2.9%","7800","2.7%"
"David Montgomery","RB","DET","TEN","6400","1.9%","2.3%","2.6%","8000","0.6%"
"Brian Robinson Jr.","RB","WAS","CHI","6400","0.3%","0.4%","0.5%","7600","0.5%"
"Brian Thomas Jr.","WR","JAX","GB","6400","8.7%","8.9%","9.1%","6500","20.1%"
"Chris Olave","WR","NO","@LAC","6400","0.3%","0.4%","0.5%","6700","0.6%"
"Kareem Hunt","RB","KC","@LV","6300","10.4%","11.5%","12.3%","8100","4.8%"
"Tank Bigsby","RB","JAX","GB","6300","0.3%","0.7%","1.0%","7100","3.4%"
"Tank Dell","WR","HOU","IND","6300","3.3%","4.6%","5.4%","6900","9.5%"
"Kirk Cousins","QB","ATL","@TB","6200","2.0%","1.6%","1.3%","7100","2.5%"
"De'Von Achane","RB","MIA","ARI","6200","23.8%","22.8%","22.2%","6800","22.5%"
"D'Andre Swift","RB","CHI","@WAS","6200","13.5%","13.3%","13.2%","6500","21.5%"
"Xavier Worthy","WR","KC","@LV","6200","0.3%","0.4%","0.5%","7200","0.5%"
"Tua Tagovailoa","QB","MIA","ARI","6100","10.5%","9.6%","9.0%","7000","7.1%"
"Nick Chubb","RB","CLE","BAL","6100","0.3%","0.4%","0.5%","6900","0.5%"
"Brock Bowers","TE","LV","KC","6100","13.3%","13.2%","13.2%","7400","6.2%"
"Jaxon Smith-Njigba","WR","SEA","BUF","6100","4.0%","4.9%","5.5%","6400","7.6%"
"Caleb Williams","QB","CHI","@WAS","6000","5.8%","7.0%","7.7%","7400","4.3%"
"Javonte Williams","RB","DEN","CAR","6000","34.7%","28.9%","25.1%","6000","34.7%"
"Rhamondre Stevenson","RB","NE","NYJ","6000","0.3%","0.4%","0.6%","6700","0.9%"
"Travis Kelce","TE","KC","@LV","6000","6.8%","7.9%","8.6%","6900","6.2%"
"Amari Cooper","WR","BUF","@SEA","6000","2.5%","2.9%","3.2%","7100","2.5%"
"Michael Pittman Jr.","WR","IND","@HOU","6000","0.3%","0.4%","0.5%","6100","1.5%"
"Geno Smith","QB","SEA","BUF","5900","4.6%","4.9%","5.2%","7500","1.8%"
"Raheem Mostert","RB","MIA","ARI","5900","0.3%","0.4%","0.5%","5900","0.5%"
"Khalil Shakir","WR","BUF","@SEA","5900","0.3%","0.4%","0.5%","5800","0.5%"
"Anthony Richardson","QB","IND","@HOU","5800","3.2%","3.1%","3.0%","7300","2.0%"
"Chase Brown","RB","CIN","PHI","5800","4.2%","5.4%","6.2%","6600","5.3%"
"Bucky Irving","RB","TB","ATL","5800","0.3%","0.4%","0.5%","6200","0.5%"
"Darnell Mooney","WR","ATL","@TB","5800","4.2%","4.9%","5.4%","6300","9.9%"
"Keenan Allen","WR","CHI","@WAS","5800","0.3%","0.7%","0.9%","6400","0.7%"
"Aaron Rodgers","QB","NYJ","@NE","5700","2.6%","3.1%","3.4%","7200","1.4%"
"Rachaad White","RB","TB","ATL","5700","0.9%","1.6%","2.1%","6400","1.0%"
"Zack Moss","RB","CIN","PHI","5700","0.3%","0.4%","0.5%","6300","0.5%"
"Romeo Doubs","WR","GB","@JAX","5700","2.3%","2.5%","2.6%","6100","5.9%"
"Bo Nix","QB","DEN","CAR","5600","17.8%","15.5%","14.0%","6900","13.1%"
"Trevor Lawrence","QB","JAX","GB","5600","8.1%","6.9%","6.1%","7200","4.7%"
"Alexander Mattison","RB","LV","KC","5600","0.3%","0.4%","0.5%","6100","0.5%"
"Austin Ekeler","RB","WAS","CHI","5600","0.3%","0.4%","0.5%","5900","0.5%"
"Tyler Lockett","WR","SEA","BUF","5600","13.5%","13.5%","13.5%","6100","14.9%"
"Keon Coleman","WR","BUF","@SEA","5600","0.1%","0.2%","0.3%","5600","0.3%"
"Drake Maye","QB","NE","NYJ","5500","0.2%","0.4%","0.6%","7100","0.5%"
"Tyler Goodson","RB","IND","@HOU","5500","0.0%","0.0%","0.0%","5500","0.0%"
"Ty Johnson","RB","BUF","@SEA","5500","0.0%","0.0%","0.0%","5700","0.0%"
"Trey McBride","TE","ARI","@MIA","5500","6.6%","6.6%","6.7%","6700","2.3%"
"Josh Downs","WR","IND","@HOU","5500","0.3%","0.7%","0.9%","6200","0.7%"
"Christian Kirk","WR","JAX","GB","5500","0.3%","0.4%","0.5%","5900","0.8%"
"Justin Herbert","QB","LAC","NO","5400","1.2%","2.1%","2.8%","7300","0.6%"
"Justice Hill","RB","BAL","@CLE","5400","0.3%","0.4%","0.5%","6000","0.5%"
"Zach Charbonnet","RB","SEA","BUF","5400","0.1%","0.2%","0.3%","5200","0.3%"
"Antonio Gibson","RB","NE","NYJ","5400","0.1%","0.2%","0.3%","5400","0.3%"
"Jaylen Waddle","WR","MIA","ARI","5400","19.0%","18.2%","17.7%","5900","21.4%"
"Jakobi Meyers","WR","LV","KC","5400","2.2%","2.2%","2.2%","5800","4.5%"
"Kimani Vidal","RB","LAC","NO","5300","0.1%","0.2%","0.3%","4000","0.3%"
"Trey Sermon","RB","IND","@HOU","5300","0.0%","0.0%","0.0%","5800","0.0%"
"Courtland Sutton","WR","DEN","CAR","5300","2.3%","2.7%","2.9%","5600","3.7%"
"Dontayvion Wicks","WR","GB","@JAX","5300","0.3%","0.4%","0.5%","5900","0.5%"
"Jameis Winston","QB","CLE","BAL","5200","8.8%","8.0%","7.4%","6500","1.5%"
"Ray Davis","RB","BUF","@SEA","5200","0.1%","0.2%","0.3%","5900","0.3%"
"Braelon Allen","RB","NYJ","@NE","5200","0.1%","0.2%","0.3%","6100","0.3%"
"Sean Tucker","RB","TB","ATL","5200","0.0%","0.0%","0.0%","5500","0.3%"
"Calvin Ridley","WR","TEN","@DET","5200","4.9%","5.7%","6.2%","5600","10.4%"
"Christian Watson","WR","GB","@JAX","5200","0.3%","0.4%","0.5%","5800","0.5%"
"Tyler Allgeier","RB","ATL","@TB","5100","0.3%","0.4%","0.5%","5700","0.5%"
"Trey Benson","RB","ARI","@MIA","5100","0.0%","0.0%","0.0%","5000","0.0%"
"David Njoku","TE","CLE","BAL","5100","27.5%","25.8%","24.7%","5500","27.1%"
"Ladd McConkey","WR","LAC","NO","5100","15.0%","15.1%","15.1%","6000","10.2%"
"Rome Odunze","WR","CHI","@WAS","5100","0.3%","0.4%","0.5%","5500","0.5%"
"Roschon Johnson","RB","CHI","@WAS","5000","0.1%","0.2%","0.3%","5700","0.3%"
"Evan Engram","TE","JAX","GB","5000","10.6%","11.0%","11.3%","6200","4.8%"
"Xavier Legette","WR","CAR","@DEN","5000","0.3%","0.4%","0.5%","5800","0.5%"
"Alec Pierce","WR","IND","@HOU","5000","0.1%","0.2%","0.3%","5800","0.3%"
"Bryce Young","QB","CAR","@DEN","4900","0.1%","0.3%","0.5%","6000","0.5%"
"Dameon Pierce","RB","HOU","IND","4900","0.0%","0.0%","0.0%","5000","0.0%"
"Jaylen Wright","RB","MIA","ARI","4900","0.0%","0.0%","0.0%","5000","0.0%"
"Dalton Kincaid","TE","BUF","@SEA","4900","0.6%","1.3%","1.7%","4000","30.6%"
"Michael Wilson","WR","ARI","@MIA","4900","0.3%","0.4%","0.5%","5600","0.5%"
"DeAndre Hopkins","WR","KC","@LV","4900","0.3%","0.4%","0.5%","5400","0.5%"
"Gardner Minshew II","QB","LV","KC","4800","0.2%","0.5%","0.6%","6600","0.5%"
"D'Ernest Johnson","RB","JAX","GB","4800","0.3%","0.4%","0.5%","5600","0.5%"
"Samaje Perine","RB","KC","@LV","4800","0.0%","0.0%","0.0%","5000","0.0%"
"D'Onta Foreman","RB","CLE","BAL","4800","0.0%","0.0%","0.0%","5100","0.0%"
"Sam LaPorta","TE","DET","TEN","4800","0.3%","0.4%","0.5%","6000","0.5%"
"Jerry Jeudy","WR","CLE","BAL","4800","1.2%","1.8%","2.3%","6000","0.5%"
"Kendre Miller","RB","NO","@LAC","4700","0.0%","0.0%","0.0%","5200","0.0%"
"Kenneth Gainwell","RB","PHI","@CIN","4700","0.0%","0.0%","0.0%","5000","0.0%"
"Cole Kmet","TE","CHI","@WAS","4700","0.3%","0.4%","0.5%","5400","2.2%"
"DeMario Douglas","WR","NE","NYJ","4700","1.4%","2.0%","2.4%","5100","3.0%"
"Spencer Rattler","QB","NO","@LAC","4600","0.2%","0.4%","0.5%","7000","0.5%"
"Jaleel McLaughlin","RB","DEN","CAR","4600","0.1%","0.2%","0.3%","4900","0.3%"
"Zamir White","RB","LV","KC","4600","0.0%","0.0%","0.0%","5400","0.0%"
"Tucker Kraft","TE","GB","@JAX","4600","1.0%","1.2%","1.4%","5900","1.3%"
"Zay Jones","WR","ARI","@MIA","4600","0.0%","0.0%","0.0%","4000","0.0%"
"Pierre Strong Jr.","RB","CLE","BAL","4500","0.1%","0.2%","0.3%","4500","0.3%"
"Emari Demercado","RB","ARI","@MIA","4500","0.0%","0.0%","0.0%","5300","0.0%"
"JaMycal Hasty","RB","NE","NYJ","4500","0.0%","0.0%","0.0%","4900","0.0%"
"Hassan Haskins","RB","LAC","NO","4500","0.0%","0.0%","0.0%","4500","0.0%"
"Gabe Davis","WR","JAX","GB","4500","0.3%","0.4%","0.5%","5800","0.5%"
"Mason Rudolph","QB","TEN","@DET","4400","0.2%","0.5%","0.7%","6000","0.5%"
"Emanuel Wilson","RB","GB","@JAX","4400","0.1%","0.2%","0.3%","5600","0.3%"
"Miles Sanders","RB","CAR","@DEN","4400","0.1%","0.2%","0.3%","5100","0.3%"
"Ameer Abdullah","RB","LV","KC","4400","0.0%","0.0%","0.0%","4600","0.0%"
"Kyle Pitts","TE","ATL","@TB","4400","3.5%","4.1%","4.4%","5700","2.1%"
"Joshua Palmer","WR","LAC","NO","4400","0.3%","0.6%","0.7%","5800","0.5%"
"Tre Tucker","WR","LV","KC","4400","0.3%","0.4%","0.5%","5600","0.5%"
"Khalil Herbert","RB","CHI","@WAS","4300","0.0%","0.0%","0.0%","4500","0.0%"
"Audric Estime","RB","DEN","CAR","4300","0.0%","0.0%","0.0%","4000","0.0%"
"Isaiah Likely","TE","BAL","@CLE","4300","0.1%","0.2%","0.3%","5800","0.3%"
"Ray-Ray McCloud III","WR","ATL","@TB","4300","0.5%","1.1%","1.5%","5400","0.5%"
"Rashod Bateman","WR","BAL","@CLE","4300","1.4%","1.3%","1.3%","5700","0.7%"
"Greg Dortch","WR","ARI","@MIA","4300","0.0%","0.0%","0.0%","5300","0.0%"
"Jeremy McNichols","RB","WAS","CHI","4200","0.0%","0.0%","0.0%","5300","0.0%"
"Jamaal Williams","RB","NO","@LAC","4200","0.0%","0.0%","0.0%","5800","0.0%"
"Carson Steele","RB","KC","@LV","4200","0.0%","0.0%","0.0%","4800","0.0%"
"Zach Ertz","TE","WAS","CHI","4200","0.3%","0.4%","0.5%","5200","0.5%"
"Mike Williams","WR","NYJ","@NE","4200","0.1%","0.2%","0.3%","4800","0.3%"
"Jahan Dotson","WR","PHI","@CIN","4200","0.0%","0.0%","0.0%","4700","0.0%"
"Dare Ogunbowale","RB","HOU","IND","4100","0.0%","0.0%","0.0%","4800","0.0%"
"Julius Chestnut","RB","TEN","@DET","4100","0.0%","0.0%","0.0%","4300","0.0%"
"Dalton Schultz","TE","HOU","IND","4100","1.5%","2.5%","3.2%","5100","2.5%"
"Troy Franklin","WR","DEN","CAR","4100","2.3%","2.2%","2.1%","5300","0.5%"
"Mason Tipton","WR","NO","@LAC","4100","0.0%","0.0%","0.0%","5600","0.0%"
"Alec Ingold","RB","MIA","ARI","4000","0.0%","0.0%","0.0%","4100","0.0%"
"Patrick Ricard","RB","BAL","@CLE","4000","0.0%","0.0%","0.0%","4500","0.0%"
"Travis Homer","RB","CHI","@WAS","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Michael Burton","RB","DEN","CAR","4000","0.0%","0.0%","0.0%","4100","0.0%"
"Sione Vaki","RB","DET","TEN","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Chris Brooks","RB","GB","@JAX","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Craig Reynolds","RB","DET","TEN","4000","0.0%","0.0%","0.0%","4200","0.0%"
"Will Shipley","RB","PHI","@CIN","4000","0.0%","0.0%","0.0%","4200","0.0%"
"Kenny McIntosh","RB","SEA","BUF","4000","0.0%","0.0%","0.0%","4100","0.0%"
"Isaiah Davis","RB","NYJ","@NE","4000","0.0%","0.0%","0.0%","4900","0.0%"
"Joshua Kelley","RB","TEN","@DET","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Jake Funk","RB","JAX","GB","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Andrew Beck","RB","GB","@JAX","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Avery Williams","RB","ATL","@TB","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Adam Prentice","RB","NO","@LAC","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Reggie Gilliam","RB","BUF","@SEA","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Raheem Blackshear","RB","CAR","@DEN","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Mark Andrews","TE","BAL","@CLE","4000","0.3%","0.5%","0.6%","5600","0.5%"
"Bub Means","WR","NO","@LAC","4000","0.1%","0.2%","0.3%","5800","0.3%"
"Mecole Hardman","WR","KC","@LV","4000","0.0%","0.0%","0.0%","5200","0.0%"
"Taysom Hill","TE","NO","@LAC","3900","0.1%","0.2%","0.3%","6300","0.3%"
"Tyler Boyd","WR","TEN","@DET","3900","4.9%","6.8%","8.0%","4900","1.2%"
"Noah Brown","WR","WAS","CHI","3900","0.3%","0.4%","0.5%","4800","0.3%"
"Nelson Agholor","WR","BAL","@CLE","3900","0.0%","0.0%","0.0%","5300","0.0%"
"Lions ","DST","DET","TEN","3800","1.6%","2.3%","2.8%","4000","22.9%"
"Hunter Henry","TE","NE","NYJ","3800","5.1%","5.3%","5.5%","5300","1.0%"
"Sterling Shepard","WR","TB","ATL","3800","6.3%","7.0%","7.5%","5100","1.9%"
"Dyami Brown","WR","WAS","CHI","3800","0.0%","0.0%","0.0%","4700","0.0%"
"Odell Beckham Jr.","WR","MIA","ARI","3800","0.0%","0.0%","0.0%","4600","0.0%"
"Broncos ","DST","DEN","CAR","3700","7.1%","7.9%","8.3%","5000","3.7%"
"Noah Fant","TE","SEA","BUF","3700","0.3%","0.4%","0.6%","5000","0.5%"
"Jalen McMillan","WR","TB","ATL","3700","24.0%","21.2%","19.4%","4900","7.0%"
"Elijah Moore","WR","CLE","BAL","3700","1.6%","2.1%","2.5%","5100","0.3%"
"Adonai Mitchell","WR","IND","@HOU","3700","0.1%","0.2%","0.3%","5000","0.3%"
"Justin Watson","WR","KC","@LV","3700","0.1%","0.2%","0.3%","5500","0.3%"
"Chiefs ","DST","KC","@LV","3600","5.2%","5.8%","6.2%","4700","5.6%"
"Jonnu Smith","TE","MIA","ARI","3600","0.9%","1.2%","1.3%","5200","0.3%"
"Andrei Iosivas","WR","CIN","PHI","3600","31.0%","25.7%","22.2%","5200","6.2%"
"Olamide Zaccheaus","WR","WAS","CHI","3600","0.1%","0.2%","0.3%","4800","0.3%"
"Kayshon Boutte","WR","NE","NYJ","3600","0.0%","0.0%","0.0%","4700","0.0%"
"Jets ","DST","NYJ","@NE","3500","11.4%","11.2%","11.1%","4900","4.3%"
"Cade Otton","TE","TB","ATL","3500","41.0%","35.9%","32.5%","5200","13.4%"
"Trey Palmer","WR","TB","ATL","3500","11.0%","10.1%","9.5%","4000","11.3%"
"Tim Patrick","WR","DET","TEN","3500","5.0%","5.1%","5.2%","4700","2.3%"
"Simi Fehoko","WR","LAC","NO","3500","1.2%","1.2%","1.1%","4800","0.5%"
"Kendrick Bourne","WR","NE","NYJ","3500","0.1%","0.2%","0.3%","4800","0.3%"
"Ravens ","DST","BAL","@CLE","3400","20.0%","18.0%","16.6%","5200","4.5%"
"Tyler Conklin","TE","NYJ","@NE","3400","0.1%","0.3%","0.4%","5100","0.3%"
"Devaughn Vele","WR","DEN","CAR","3400","1.4%","2.6%","3.4%","4000","3.7%"
"Kalif Raymond","WR","DET","TEN","3400","1.9%","2.2%","2.5%","4800","0.4%"
"Xavier Hutchinson","WR","HOU","IND","3400","0.2%","0.3%","0.4%","5400","0.0%"
"Jonathan Mingo","WR","CAR","@DEN","3400","0.0%","0.0%","0.0%","5000","0.0%"
"DJ Turner","WR","LV","KC","3400","0.0%","0.0%","0.0%","5100","0.0%"
"Luke McCaffrey","WR","WAS","CHI","3400","0.0%","0.0%","0.0%","4200","0.0%"
"Chargers ","DST","LAC","NO","3300","14.9%","12.6%","11.1%","4500","6.7%"
"Juwan Johnson","TE","NO","@LAC","3300","0.1%","0.2%","0.3%","5300","0.3%"
"Cedric Tillman","WR","CLE","BAL","3300","17.2%","15.5%","14.3%","5100","1.4%"
"Jake Bobo","WR","SEA","BUF","3300","4.0%","4.4%","4.7%","4300","1.5%"
"Lil'Jordan Humphrey","WR","DEN","CAR","3300","0.0%","0.0%","0.0%","4900","0.0%"
"K.J. Osborn","WR","NE","NYJ","3300","0.0%","0.0%","0.0%","4800","0.0%"
"Packers ","DST","GB","@JAX","3200","0.1%","0.2%","0.3%","4600","0.5%"
"Grant Calcaterra","TE","PHI","@CIN","3200","0.2%","0.5%","0.7%","4900","0.3%"
"Mack Hollins","WR","BUF","@SEA","3200","0.0%","0.0%","0.0%","4900","0.0%"
"Bo Melton","WR","GB","@JAX","3200","0.0%","0.0%","0.0%","4700","0.0%"
"Marvin Mims Jr.","WR","DEN","CAR","3200","0.0%","0.0%","0.0%","4300","0.0%"
"Robert Woods","WR","HOU","IND","3200","0.0%","0.0%","0.0%","5000","0.0%"
"Texans ","DST","HOU","IND","3100","5.1%","5.1%","5.1%","4100","8.2%"
"Eagles ","DST","PHI","@CIN","3100","0.1%","0.2%","0.3%","4200","0.5%"
"Ja'Tavion Sanders","TE","CAR","@DEN","3100","0.8%","1.2%","1.5%","5000","0.3%"
"Chig Okonkwo","TE","TEN","@DET","3100","0.2%","0.6%","0.9%","4900","0.3%"
"Jalen Coker","WR","CAR","@DEN","3100","0.1%","0.2%","0.3%","4700","0.3%"
"Marquez Valdes-Scantling","WR","NO","@LAC","3100","0.0%","0.0%","0.0%","4000","0.0%"
"Kristian Wilkerson","WR","LV","KC","3100","0.0%","0.0%","0.0%","4900","0.0%"
"Bills ","DST","BUF","@SEA","3000","2.6%","3.2%","3.7%","4300","1.0%"
"Dolphins ","DST","MIA","ARI","3000","0.8%","1.5%","2.0%","3400","11.5%"
"Will Dissly","TE","LAC","NO","3000","3.1%","3.6%","4.0%","4900","0.3%"
"Noah Gray","TE","KC","@LV","3000","0.4%","0.5%","0.5%","5000","0.3%"
"Elijah Higgins","TE","ARI","@MIA","3000","0.0%","0.0%","0.0%","5100","0.0%"
"Nick Westbrook-Ikhine","WR","TEN","@DET","3000","0.8%","1.4%","1.8%","4900","0.3%"
"Ryan Miller","WR","TB","ATL","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Ashton Dulin","WR","IND","@HOU","3000","0.0%","0.0%","0.0%","4100","0.0%"
"DeAndre Carter","WR","CHI","@WAS","3000","0.0%","0.0%","0.0%","4200","0.0%"
"KhaDarel Hodge","WR","ATL","@TB","3000","0.0%","0.0%","0.0%","4300","0.0%"
"Laviska Shenault Jr.","WR","SEA","BUF","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Parker Washington","WR","JAX","GB","3000","0.0%","0.0%","0.0%","4800","0.0%"
"Malik Washington","WR","MIA","ARI","3000","0.0%","0.0%","0.0%","4300","0.0%"
"Alex Bachman","WR","LV","KC","3000","0.0%","0.0%","0.0%","4800","0.0%"
"David Moore","WR","CAR","@DEN","3000","0.0%","0.0%","0.0%","4500","0.0%"
"Malik Heath","WR","GB","@JAX","3000","0.0%","0.0%","0.0%","4300","0.0%"
"Trenton Irwin","WR","CIN","PHI","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Jermaine Burton","WR","CIN","PHI","3000","0.0%","0.0%","0.0%","4500","0.0%"
"Tylan Wallace","WR","BAL","@CLE","3000","0.0%","0.0%","0.0%","4500","0.0%"
"Xavier Gipson","WR","NYJ","@NE","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Tyquan Thornton","WR","NE","NYJ","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Charlie Jones","WR","CIN","PHI","3000","0.0%","0.0%","0.0%","4600","0.0%"
"Jaelon Darden","WR","CLE","BAL","3000","0.0%","0.0%","0.0%","4000","0.0%"
"John Metchie III","WR","HOU","IND","3000","0.0%","0.0%","0.0%","4400","0.0%"
"Johnny Wilson","WR","PHI","@CIN","3000","0.0%","0.0%","0.0%","4300","0.0%"
"Devontez Walker","WR","BAL","@CLE","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Jamari Thrash","WR","CLE","BAL","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Jha'Quan Jackson","WR","TEN","@DET","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Mason Kinsey","WR","TEN","@DET","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Allen Robinson II","WR","DET","TEN","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Isaiah Williams","WR","DET","TEN","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Tim Jones","WR","JAX","GB","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Zach Pascal","WR","ARI","@MIA","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Rakim Jarrett","WR","TB","ATL","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Tyler Scott","WR","CHI","@WAS","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Brenden Rice","WR","LAC","NO","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Jaylen Johnson","WR","LAC","NO","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Jalen Reagor","WR","LAC","NO","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Jermaine Jackson","WR","NO","@LAC","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Equanimeous St. Brown","WR","NO","@LAC","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Dareke Young","WR","SEA","BUF","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Ainias Smith","WR","PHI","@CIN","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Deven Thompkins","WR","CAR","@DEN","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Justin Shorter","WR","LV","KC","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Montrell Washington","WR","KC","@LV","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Commanders ","DST","WAS","CHI","2900","1.1%","1.9%","2.4%","3900","2.2%"
"Cardinals ","DST","ARI","@MIA","2900","0.1%","0.3%","0.4%","3800","0.4%"
"Mike Gesicki","TE","CIN","PHI","2900","1.5%","0.9%","0.6%","5000","0.3%"
"Foster Moreau","TE","NO","@LAC","2900","0.0%","0.0%","0.0%","4600","0.0%"
"Hayden Hurst","TE","LAC","NO","2900","0.0%","0.0%","0.0%","4700","0.0%"
"Dawson Knox","TE","BUF","@SEA","2900","0.0%","0.0%","0.0%","4000","0.0%"
"Bengals ","DST","CIN","PHI","2800","1.2%","1.5%","1.7%","3700","2.1%"
"Buccaneers ","DST","TB","ATL","2800","0.9%","0.8%","0.7%","3700","1.2%"
"Jordan Akins","TE","CLE","BAL","2800","0.0%","0.1%","0.1%","4700","0.0%"
"Austin Hooper","TE","NE","NYJ","2800","0.0%","0.0%","0.0%","4700","0.0%"
"Tommy Tremble","TE","CAR","@DEN","2800","0.0%","0.0%","0.0%","4400","0.0%"
"Bears ","DST","CHI","@WAS","2700","12.2%","12.2%","12.2%","4400","1.6%"
"Colts ","DST","IND","@HOU","2700","0.1%","0.2%","0.3%","3300","4.2%"
"Lucas Krull","TE","DEN","CAR","2700","0.0%","0.0%","0.0%","4600","0.0%"
