"Player","Team","Position","DK","FD","Std","Half","Full","DK Ceiling","FD Ceiling"
"Justin Fields","PIT","QB","17.2","16.9","16.7","16.7","16.7","27.1","26.8"
"Jahmyr Gibbs","DET","RB","17.1","15.1","12.9","14.8","16.6","31.0","28.3"
"Matthew Stafford","LA","QB","17.1","16.9","16.1","16.1","16.1","26.9","26.8"
"Sam Darnold","MIN","QB","17.0","16.7","16.0","16.0","16.0","26.7","26.6"
"Jordan Mason","SF","RB","17.0","15.9","14.1","15.0","16.0","31.8","30.4"
"Caleb Williams","CHI","QB","16.6","16.3","15.9","15.9","15.9","26.0","25.8"
"Isiah Pacheco","KC","RB","16.7","15.1","13.0","14.4","15.9","30.0","28.0"
"Deshaun Watson","CLE","QB","16.5","16.2","15.8","15.8","15.8","25.8","25.5"
"James Conner","ARI","RB","16.5","15.2","13.3","14.5","15.7","30.1","28.5"
"Chris Godwin","TB","WR","16.4","13.5","10.0","12.8","15.7","30.7","26.2"
"Mike Evans","TB","WR","16.4","13.8","10.3","12.9","15.5","31.5","27.4"
"Derrick Henry","BAL","RB","16.3","15.5","14.0","14.7","15.3","30.1","29.1"
"Nico Collins","HOU","WR","16.1","13.5","10.2","12.7","15.3","31.0","26.9"
"Geno Smith","SEA","QB","16.0","15.8","15.3","15.3","15.3","25.3","25.1"
"Rachaad White","TB","RB","15.8","13.7","11.5","13.4","15.3","28.2","25.4"
"Brandon Aiyuk","SF","WR","16.1","13.7","10.4","12.8","15.2","31.0","27.1"
"Aaron Rodgers","NYJ","QB","15.9","15.7","15.1","15.1","15.1","25.2","25.1"
"James Cook","BUF","RB","15.7","14.1","12.1","13.6","15.0","28.6","26.5"
"Rhamondre Stevenson","NE","RB","15.8","14.2","12.0","13.5","15.0","27.9","25.8"
"Zach Charbonnet","SEA","RB","15.5","14.0","12.0","13.4","14.8","27.7","25.7"
"Justin Herbert","LAC","QB","15.2","15.0","14.7","14.7","14.7","23.9","23.8"
"Kirk Cousins","ATL","QB","15.2","15.0","14.4","14.4","14.4","24.5","24.4"
"Jerome Ford","CLE","RB","14.8","13.1","11.0","12.7","14.3","26.8","24.4"
"Malik Willis","GB","QB","14.8","14.5","14.3","14.3","14.3","24.7","24.5"
"Travis Kelce","KC","TE","14.8","12.0","8.9","11.6","14.3","27.7","23.4"
"Derek Carr","NO","QB","15.2","15.0","14.3","14.3","14.3","24.9","24.8"
"A.J. Brown","PHI","WR","15.2","12.7","9.4","11.8","14.3","32.0","27.7"
"Bo Nix","DEN","QB","14.7","14.4","14.2","14.2","14.2","23.4","23.1"
"Josh Jacobs","GB","RB","14.8","13.4","11.6","12.9","14.1","26.6","24.9"
"Chris Olave","NO","WR","14.8","12.3","9.0","11.6","14.1","28.5","24.5"
"Jaylen Waddle","MIA","WR","14.5","12.2","9.3","11.6","13.9","28.5","24.8"
"Travis Etienne","JAX","RB","14.2","12.7","10.9","12.3","13.8","26.4","24.2"
"Davante Adams","LV","WR","14.4","11.7","8.5","11.1","13.8","27.1","22.9"
"J.K. Dobbins","LAC","RB","14.3","12.7","10.9","12.3","13.8","26.3","24.1"
"Malik Nabers","NYG","WR","14.4","11.8","8.6","11.2","13.8","27.7","23.6"
"Sam LaPorta","DET","TE","14.1","11.5","8.6","11.1","13.7","26.4","22.3"
"Aaron Jones","MIN","RB","14.1","12.4","10.5","12.1","13.6","26.0","23.6"
"Devonta Smith","PHI","WR","14.2","11.7","8.6","11.1","13.6","26.5","22.7"
"Will Levis","TEN","QB","14.2","13.9","13.6","13.6","13.6","22.5","22.3"
"David Montgomery","DET","RB","14.1","13.3","12.1","12.8","13.5","27.5","26.5"
"Devin Singletary","NYG","RB","14.0","12.6","10.9","12.2","13.4","25.7","23.9"
"Michael Pittman","IND","WR","13.8","11.1","7.9","10.6","13.3","26.2","22.1"
"Gardner Minshew","LV","QB","13.9","13.6","13.3","13.3","13.3","22.1","21.9"
"Trey McBride","ARI","TE","13.5","10.8","7.8","10.5","13.2","24.8","20.6"
"Drake London","ATL","WR","13.8","11.3","8.3","10.8","13.2","26.7","22.9"
"Tank Dell","HOU","WR","13.8","11.6","9.0","11.1","13.2","27.6","24.1"
"DJ Moore","CHI","WR","13.6","11.1","8.2","10.7","13.1","26.4","22.5"
"Tony Pollard","TEN","RB","13.5","12.3","10.7","11.8","13.0","25.3","23.6"
"Jacoby Brissett","NE","QB","13.2","12.9","12.8","12.8","12.8","21.0","20.8"
"Amari Cooper","CLE","WR","13.3","11.0","8.2","10.5","12.7","26.1","22.5"
"Marvin Harrison Jr.","ARI","WR","13.1","10.8","8.1","10.3","12.6","25.9","22.3"
"Zack Moss","CIN","RB","12.9","11.3","9.6","11.1","12.6","24.2","22.0"
"Stefon Diggs","HOU","WR","13.0","10.7","7.9","10.3","12.6","25.4","21.8"
"DK Metcalf","SEA","WR","12.9","10.7","8.0","10.2","12.4","25.8","22.3"
"Zay Flowers","BAL","WR","12.5","10.3","7.7","10.0","12.2","24.8","21.3"
"Xavier Worthy","KC","WR","12.6","10.8","8.7","10.4","12.2","25.9","23.0"
"Brian Robinson","WAS","RB","12.8","11.8","10.4","11.3","12.2","24.9","23.5"
"Bryce Young","CAR","QB","12.3","12.0","11.9","11.9","11.9","19.9","19.7"
"Christian Kirk","JAX","WR","12.3","10.1","7.5","9.7","11.9","24.4","20.9"
"D'Andre Swift","CHI","RB","12.3","11.0","9.6","10.7","11.8","23.2","21.6"
"George Pickens","PIT","WR","12.3","10.2","7.7","9.8","11.8","24.3","21.0"
"Najee Harris","PIT","RB","12.3","11.4","10.0","10.8","11.7","23.3","22.0"
"Brandin Cooks","DAL","WR","11.4","9.3","7.3","9.3","11.4","7.7","7.7"
"Dalton Kincaid","BUF","TE","11.4","9.1","6.7","9.0","11.2","21.9","18.3"
"Ladd McConkey","LAC","WR","11.6","9.3","6.8","9.0","11.2","23.0","19.5"
"Evan Engram","JAX","TE","11.2","8.8","6.3","8.7","11.1","21.1","17.3"
"George Kittle","SF","TE","11.4","9.5","7.2","9.2","11.1","22.9","19.6"
"Ezekiel Elliott","DAL","RB","11.3","10.1","8.8","9.9","11.0","16.7","16.5"
"Jameson Williams","DET","WR","11.4","9.6","7.5","9.3","11.0","23.9","21.0"
"Mark Andrews","BAL","TE","11.1","9.1","6.9","8.9","10.9","22.0","18.7"
"Javonte Williams","DEN","RB","11.1","9.8","8.3","9.6","10.9","20.9","19.0"
"Courtland Sutton","DEN","WR","11.1","9.0","6.6","8.7","10.8","22.1","18.7"
"Keenan Allen","CHI","WR","11.0","8.8","6.4","8.5","10.7","21.8","18.3"
"Tyler Lockett","SEA","WR","11.0","9.0","6.7","8.7","10.7","22.4","19.1"
"Chuba Hubbard","CAR","RB","11.0","9.9","8.6","9.6","10.6","20.8","19.4"
"Andrei Iosivas","CIN","WR","10.6","8.6","6.4","8.4","10.4","21.4","18.2"
"Brian Thomas Jr.","JAX","WR","10.7","8.8","6.6","8.5","10.4","21.8","18.8"
"Rashid Shaheed","NO","WR","10.6","8.8","6.8","8.5","10.3","22.0","19.0"
"Wan'Dale Robinson","NYG","WR","10.5","8.3","6.0","8.1","10.3","20.5","17.2"
"Calvin Ridley","TEN","WR","10.6","8.8","6.6","8.4","10.3","21.4","18.4"
"Terry McLaurin","WAS","WR","10.7","8.8","6.6","8.5","10.3","21.9","18.8"
"Diontae Johnson","CAR","WR","10.4","8.4","6.3","8.2","10.1","20.5","17.4"
"Jaleel McLaughlin","DEN","RB","10.3","8.7","7.1","8.6","10.1","19.4","17.1"
"Dallas Goedert","PHI","TE","10.2","8.2","6.0","8.0","10.1","19.0","15.8"
"Khalil Shakir","BUF","WR","10.3","8.6","6.6","8.3","10.0","21.2","18.4"
"Rico Dowdle","DAL","RB","10.2","9.0","7.8","8.9","10.0","14.7","14.6"
"Jaxon Smith-Njigba","SEA","WR","10.3","8.2","6.0","8.0","10.0","20.6","17.3"
"Keon Coleman","BUF","WR","10.2","8.4","6.5","8.2","9.9","21.1","18.2"
"Kyle Pitts","ATL","TE","9.9","8.0","6.0","7.9","9.7","19.7","16.6"
"Demarcus Robinson","LA","WR","10.0","8.2","6.2","7.9","9.7","20.9","17.9"
"LAC DST","LAC","DST","9.6","9.6","9.6","9.6","9.6","17.2","17.2"
"Brandon Aubrey","DAL","K","9.6","9.6","9.6","9.6","9.6","16.3","16.3"
"Brock Bowers","LV","TE","9.6","7.6","5.5","7.5","9.5","18.5","15.2"
"Greg Dortch","ARI","WR","9.6","7.7","5.8","7.6","9.4","19.7","16.8"
"Ka'imi Fairbairn","HOU","K","9.4","9.4","9.4","9.4","9.4","16.0","16.0"
"Jake Elliott","PHI","K","9.3","9.3","9.3","9.3","9.3","15.7","15.7"
"Quentin Johnston","LAC","WR","9.4","7.7","5.9","7.5","9.2","19.6","16.8"
"BAL DST","BAL","DST","9.2","9.2","9.2","9.2","9.2","16.8","16.8"
"Jerry Jeudy","CLE","WR","9.3","7.5","5.5","7.3","9.1","19.0","16.0"
"Zamir White","LV","RB","9.5","8.8","7.9","8.5","9.1","18.8","17.9"
"Josh Palmer","LAC","WR","9.3","7.7","5.8","7.5","9.1","19.4","16.6"
"Allen Lazard","NYJ","WR","9.3","7.7","5.8","7.4","9.1","19.7","17.0"
"PIT DST","PIT","DST","9.1","9.1","9.1","9.1","9.1","16.9","16.9"
"Harrison Butker","KC","K","9.1","9.1","9.1","9.1","9.1","15.2","15.2"
"Tyjae Spears","TEN","RB","9.1","7.7","6.3","7.6","9.0","17.6","15.5"
"Austin Ekeler","WAS","RB","9.1","7.5","5.9","7.5","9.0","18.1","15.7"
"Darnell Mooney","ATL","WR","9.2","7.5","5.6","7.3","8.9","19.3","16.4"
"Isaiah Likely","BAL","TE","9.0","7.3","5.5","7.2","8.9","18.2","15.3"
"Justin Tucker","BAL","K","8.9","8.9","8.9","8.9","8.9","15.3","15.3"
"Cameron Dicker","LAC","K","8.9","8.9","8.9","8.9","8.9","15.4","15.4"
"Ray-Ray McCloud","ATL","WR","9.0","7.3","5.4","7.1","8.8","18.8","15.9"
"Gabe Davis","JAX","WR","9.0","7.5","5.9","7.3","8.8","19.4","16.8"
"Gus Edwards","LAC","RB","9.2","8.7","8.0","8.4","8.8","18.8","18.1"
"Jake Bates","DET","K","8.8","8.8","8.8","8.8","8.8","14.8","14.8"
"Dalton Schultz","HOU","TE","8.7","7.0","5.3","7.0","8.6","17.8","15.0"
"JAX DST","JAX","DST","8.6","8.6","8.6","8.6","8.6","16.3","16.3"
"NYJ DST","NYJ","DST","8.6","8.6","8.6","8.6","8.6","16.2","16.2"
"Greg Zuerlein","NYJ","K","8.5","8.5","8.5","8.5","8.5","14.9","14.9"
"Jake Moody","SF","K","8.5","8.5","8.5","8.5","8.5","14.4","14.4"
"Ty Chandler","MIN","RB","8.5","7.4","6.2","7.3","8.4","17.3","15.5"
"SEA DST","SEA","DST","8.4","8.4","8.4","8.4","8.4","15.8","15.8"
"WAS DST","WAS","DST","8.3","8.3","8.3","8.3","8.3","15.8","15.8"
"Tyler Johnson","LA","WR","8.4","6.8","5.2","6.7","8.2","17.8","15.2"
"Demario Douglas","NE","WR","8.4","6.8","5.1","6.6","8.2","17.5","14.8"
"IND DST","IND","DST","8.2","8.2","8.2","8.2","8.2","15.7","15.7"
"Joshua Karty","LA","K","8.2","8.2","8.2","8.2","8.2","14.2","14.2"
"Jason Sanders","MIA","K","8.2","8.2","8.2","8.2","8.2","14.2","14.2"
"Chase McLaughlin","TB","K","8.2","8.2","8.2","8.2","8.2","14.4","14.4"
"Jayden Reed","GB","WR","8.3","6.9","5.3","6.7","8.1","18.9","16.4"
"Jakobi Meyers","LV","WR","8.3","6.7","5.0","6.6","8.1","17.5","14.8"
"Taysom Hill","NO","TE","8.3","7.4","6.5","7.3","8.1","17.2","15.8"
"Dustin Hopkins","CLE","K","8.1","8.1","8.1","8.1","8.1","14.6","14.6"
"Adam Thielen","CAR","WR","8.1","6.5","4.7","6.3","8.0","16.9","14.1"
"Romeo Doubs","GB","WR","8.1","6.6","5.0","6.5","8.0","17.1","14.6"
"DeAndre Hopkins","TEN","WR","8.2","6.7","5.1","6.5","8.0","17.4","14.8"
"HOU DST","HOU","DST","8.0","8.0","8.0","8.0","8.0","15.6","15.6"
"SF DST","SF","DST","8.0","8.0","8.0","8.0","8.0","15.6","15.6"
"Chris Boswell","PIT","K","8.0","8.0","8.0","8.0","8.0","14.4","14.4"
"Josh Reynolds","DEN","WR","8.0","6.5","4.9","6.4","7.9","17.1","14.5"
"Matt Prater","ARI","K","7.9","7.9","7.9","7.9","7.9","14.0","14.0"
"Cairo Santos","CHI","K","7.9","7.9","7.9","7.9","7.9","14.2","14.2"
"Elijah Moore","CLE","WR","7.9","6.3","4.7","6.2","7.8","16.5","13.8"
"Alexander Mattison","LV","RB","7.9","6.6","5.3","6.6","7.8","15.7","13.6"
"KC DST","KC","DST","7.8","7.8","7.8","7.8","7.8","15.2","15.2"
"Evan McPherson","CIN","K","7.8","7.8","7.8","7.8","7.8","13.9","13.9"
"Cam Little","JAX","K","7.8","7.8","7.8","7.8","7.8","14.1","14.1"
"Jason Myers","SEA","K","7.8","7.8","7.8","7.8","7.8","13.9","13.9"
"Nick Folk","TEN","K","7.8","7.8","7.8","7.8","7.8","14.1","14.1"
"Michael Wilson","ARI","WR","7.9","6.6","5.1","6.4","7.7","17.5","15.1"
"Chase Brown","CIN","RB","7.8","6.6","5.5","6.6","7.7","15.9","14.0"
"Colby Parkinson","LA","TE","7.7","6.2","4.5","6.1","7.7","15.8","13.1"
"DEN DST","DEN","DST","7.7","7.7","7.7","7.7","7.7","15.0","15.0"
"Younghoe Koo","ATL","K","7.7","7.7","7.7","7.7","7.7","13.8","13.8"
"Tyler Bass","BUF","K","7.7","7.7","7.7","7.7","7.7","13.5","13.5"
"Matt Gay","IND","K","7.7","7.7","7.7","7.7","7.7","13.8","13.8"
"Will Reichard","MIN","K","7.7","7.7","7.7","7.7","7.7","13.7","13.7"
"Blake Grupe","NO","K","7.7","7.7","7.7","7.7","7.7","13.8","13.8"
"Adonai Mitchell","IND","WR","7.8","6.5","5.0","6.3","7.6","17.3","14.9"
"Zach Ertz","WAS","TE","7.7","6.1","4.4","6.0","7.6","15.8","13.1"
"Graham Gano","NYG","K","7.6","7.6","7.6","7.6","7.6","13.7","13.7"
"Tyler Conklin","NYJ","TE","7.6","6.0","4.4","5.9","7.5","15.6","12.9"
"DET DST","DET","DST","7.5","7.5","7.5","7.5","7.5","15.1","15.1"
"Darius Slayton","NYG","WR","7.5","6.2","4.8","6.1","7.4","16.6","14.3"
"Noah Fant","SEA","TE","7.5","5.9","4.3","5.9","7.4","15.4","12.7"
"Jeff Wilson","MIA","RB","7.5","6.9","6.2","6.8","7.3","16.2","15.3"
"NYG DST","NYG","DST","7.3","7.3","7.3","7.3","7.3","14.8","14.8"
"Eddy Pineiro","CAR","K","7.3","7.3","7.3","7.3","7.3","13.7","13.7"
"Wil Lutz","DEN","K","7.3","7.3","7.3","7.3","7.3","13.4","13.4"
"Jordan Akins","CLE","TE","7.3","5.8","4.2","5.7","7.2","14.9","12.2"
"Christian Watson","GB","WR","7.4","6.1","4.7","6.0","7.2","16.1","13.9"
"Bucky Irving","TB","RB","7.3","6.4","5.4","6.3","7.2","15.3","13.9"
"NE DST","NE","DST","7.2","7.2","7.2","7.2","7.2","14.4","14.4"
"PHI DST","PHI","DST","7.2","7.2","7.2","7.2","7.2","14.5","14.5"
"Joey Slye","NE","K","7.2","7.2","7.2","7.2","7.2","13.3","13.3"
"Austin Seibert","WAS","K","7.2","7.2","7.2","7.2","7.2","13.0","13.0"
"DAL DST","DAL","DST","7.1","7.1","7.1","7.1","7.1","14.4","14.4"
"Brayden Narveson","GB","K","7.1","7.1","7.1","7.1","7.1","13.2","13.2"
"CLE DST","CLE","DST","7.0","7.0","7.0","7.0","7.0","14.4","14.4"
"Rome Odunze","CHI","WR","7.0","5.6","4.2","5.5","6.9","15.3","12.9"
"Mike Gesicki","CIN","TE","6.9","5.5","4.1","5.5","6.9","14.6","12.2"
"Luke Schoonmaker","DAL","TE","6.9","5.6","4.3","5.6","6.9","7.0","7.0"
"Juwan Johnson","NO","TE","7.0","5.6","4.2","5.6","6.9","14.9","12.4"
"Cade Otton","TB","TE","6.9","5.5","4.1","5.5","6.9","14.6","12.1"
"GB DST","GB","DST","6.9","6.9","6.9","6.9","6.9","14.1","14.1"
"Rashod Bateman","BAL","WR","7.0","5.8","4.5","5.6","6.8","15.8","13.7"
"Johnny Mundt","MIN","TE","6.8","5.3","3.8","5.3","6.8","14.1","11.5"
"Pat Freiermuth","PIT","TE","6.8","5.4","3.9","5.3","6.8","14.3","11.8"
"Jalen McMillan","TB","WR","7.0","5.7","4.4","5.6","6.8","15.7","13.5"
"Tank Bigsby","JAX","RB","6.9","6.5","6.0","6.3","6.7","15.0","14.3"
"Antonio Gibson","NE","RB","6.8","5.9","4.9","5.8","6.7","13.9","12.4"
"Hunter Henry","NE","TE","6.8","5.4","4.1","5.4","6.7","14.2","11.8"
"Daniel Carlson","LV","K","6.7","6.7","6.7","6.7","6.7","12.5","12.5"
"Hayden Hurst","LAC","TE","6.7","5.3","3.9","5.3","6.6","14.2","11.8"
"Tyler Boyd","TEN","WR","6.7","5.3","3.9","5.3","6.6","14.5","12.1"
"Justice Hill","BAL","RB","6.5","5.5","4.5","5.5","6.5","13.6","11.9"
"Miles Sanders","CAR","RB","6.6","6.0","5.3","5.9","6.5","14.1","13.1"
"Trenton Irwin","CIN","WR","6.6","5.5","4.2","5.4","6.5","14.9","12.8"
"Kalif Raymond","DET","WR","6.5","5.5","4.4","5.4","6.4","14.9","13.1"
"Jalen Nailor","MIN","WR","6.5","5.3","4.1","5.3","6.4","14.9","12.8"
"Jauan Jennings","SF","WR","6.5","5.4","4.2","5.3","6.4","15.0","13.0"
"MIA DST","MIA","DST","6.3","6.3","6.3","6.3","6.3","13.5","13.5"
"Jalen Tolbert","DAL","WR","6.1","5.1","4.0","5.1","6.1","5.0","5.0"
"Alec Pierce","IND","WR","6.1","5.1","4.0","5.0","6.0","14.2","12.3"
"Jaylen Warren","PIT","RB","6.0","4.9","3.9","4.9","6.0","12.5","10.7"
"Luke McCaffrey","WAS","WR","6.0","4.9","3.8","4.9","6.0","13.6","11.7"
"ARI DST","ARI","DST","6.0","6.0","6.0","6.0","6.0","13.1","13.1"
"LA DST","LA","DST","6.0","6.0","6.0","6.0","6.0","13.1","13.1"
"TEN DST","TEN","DST","6.0","6.0","6.0","6.0","6.0","12.8","12.8"
"K.J. Osborn","NE","WR","5.9","4.7","3.4","4.7","5.9","12.8","10.6"
"LV DST","LV","DST","5.7","5.7","5.7","5.7","5.7","12.7","12.7"
"Greg Dulcich","DEN","TE","5.6","4.4","3.3","4.4","5.6","12.2","10.1"
"CAR DST","CAR","DST","5.6","5.6","5.6","5.6","5.6","12.4","12.4"
"Curtis Samuel","BUF","WR","5.6","4.5","3.4","4.5","5.5","12.7","10.7"
"Mike Williams","NYJ","WR","5.6","4.6","3.6","4.5","5.5","13.1","11.2"
"CHI DST","CHI","DST","5.4","5.4","5.4","5.4","5.4","12.4","12.4"
"Jonathan Mingo","CAR","WR","5.4","4.3","3.2","4.3","5.3","12.2","10.3"
"Theo Johnson","NYG","TE","5.4","4.3","3.2","4.2","5.3","12.0","10.0"
"BUF DST","BUF","DST","5.3","5.3","5.3","5.3","5.3","12.3","12.3"
"NO DST","NO","DST","5.3","5.3","5.3","5.3","5.3","12.3","12.3"
"Tucker Kraft","GB","TE","5.2","4.1","3.0","4.1","5.2","11.4","9.3"
"Tre Tucker","LV","WR","5.2","4.3","3.4","4.3","5.2","12.4","10.7"
"Chig Okonkwo","TEN","TE","5.2","4.1","3.0","4.1","5.2","11.5","9.5"
"Brandon Powell","MIN","WR","5.1","4.1","3.1","4.1","5.1","12.0","10.2"
"Tyquan Thornton","NE","WR","5.2","4.2","3.2","4.2","5.1","12.0","10.2"
"CIN DST","CIN","DST","5.1","5.1","5.1","5.1","5.1","11.9","11.9"
"Xavier Legette","CAR","WR","5.1","4.1","3.1","4.0","5.0","11.9","10.0"
"ATL DST","ATL","DST","4.9","4.9","4.9","4.9","4.9","11.6","11.6"
"Kylen Granson","IND","TE","4.7","3.7","2.7","3.7","4.7","10.7","8.9"
"Kenny McIntosh","SEA","RB","4.7","4.2","3.7","4.2","4.7","11.0","10.1"
"MIN DST","MIN","DST","4.7","4.7","4.7","4.7","4.7","11.6","11.6"
"Gerald Everett","CHI","TE","4.6","3.6","2.5","3.6","4.6","10.5","8.5"
"Samaje Perine","KC","RB","4.6","3.7","2.8","3.7","4.5","10.4","8.7"
"Noah Gray","KC","TE","4.5","3.6","2.7","3.6","4.5","10.8","9.0"
"Olamide Zaccheaus","WAS","WR","4.5","3.8","3.0","3.7","4.5","11.4","9.9"
"Dawson Knox","BUF","TE","4.4","3.6","2.7","3.6","4.4","10.6","9.0"
"Dontayvion Wicks","GB","WR","4.5","3.7","2.9","3.7","4.4","11.1","9.6"
"Josh Oliver","MIN","TE","4.4","3.4","2.5","3.4","4.4","10.2","8.4"
"Ja'Lynn Polk","NE","WR","4.4","3.6","2.7","3.6","4.4","10.8","9.2"
"Austin Hooper","NE","TE","4.4","3.4","2.5","3.4","4.4","9.9","8.1"
"Mack Hollins","BUF","WR","4.3","3.6","2.8","3.5","4.3","11.0","9.5"
"Justin Watson","KC","WR","4.3","3.6","2.9","3.6","4.3","11.4","10.0"
"Jonnu Smith","MIA","RB","4.3","3.5","2.6","3.4","4.3","10.6","9.0"
"Cole Kmet","CHI","TE","4.2","3.3","2.4","3.3","4.2","9.7","8.0"
"Pierre Strong","CLE","RB","4.2","3.8","3.4","3.8","4.2","9.8","9.0"
"Emanuel Wilson","GB","RB","4.2","3.7","3.3","3.7","4.2","9.5","8.7"
"Michael Mayer","LV","TE","4.3","3.3","2.4","3.3","4.2","9.9","8.0"
"Jahan Dotson","PHI","WR","4.2","3.4","2.6","3.4","4.2","9.5","8.1"
"Foster Moreau","NO","TE","4.1","3.2","2.4","3.2","4.1","9.8","8.1"
"Jaylen Wright","MIA","RB","4.0","3.7","3.4","3.7","4.0","10.0","9.5"
"Jamaal Williams","NO","RB","4.0","3.5","3.1","3.5","3.9","9.4","8.6"
"Lil'Jordan Humphrey","DEN","WR","3.9","3.1","2.4","3.1","3.8","9.7","8.3"
"Josh Downs","IND","WR","3.8","3.1","2.3","3.1","3.8","9.6","8.0"
"Van Jefferson","PIT","WR","3.8","3.1","2.4","3.1","3.8","9.9","8.5"
"Emari Demercado","ARI","RB","3.8","3.0","2.3","3.0","3.7","8.8","7.4"
"Braxton Berrios","MIA","WR","3.8","3.0","2.3","3.0","3.7","9.6","8.1"
"TB DST","TB","DST","3.7","3.7","3.7","3.7","3.7","10.2","10.2"
"Kenneth Gainwell","PHI","RB","3.6","3.0","2.3","3.0","3.6","8.5","7.2"
"Cordarrelle Patterson","PIT","RB","3.7","3.4","3.2","3.4","3.6","9.5","9.1"
"Kyle Juszczyk","SF","RB","3.6","2.8","2.0","2.8","3.6","8.9","7.3"
"Tyrone Tracy Jr.","NYG","RB","3.5","3.0","2.5","3.0","3.5","8.5","7.5"
"Tyler Allgeier","ATL","RB","3.4","3.1","2.8","3.1","3.4","8.3","7.7"
"Elijah Higgins","ARI","TE","3.3","2.6","2.0","2.6","3.3","8.4","6.9"
"Ty Johnson","BUF","RB","3.4","2.9","2.5","2.9","3.3","8.3","7.4"
"Brevyn Spann-Ford","DAL","TE","3.3","2.7","2.0","2.7","3.3","2.6","2.6"
"Luke Musgrave","GB","TE","3.2","2.6","1.9","2.6","3.2","8.0","6.6"
"Drew Sample","CIN","TE","3.2","2.4","1.7","2.4","3.1","8.0","6.5"
"Durham Smythe","MIA","TE","3.1","2.5","1.9","2.5","3.1","8.1","6.7"
"Xavier Gipson","NYJ","WR","3.1","2.6","2.1","2.6","3.1","8.7","7.7"
"Nelson Agholor","BAL","WR","3.0","2.5","1.9","2.5","3.0","8.3","7.1"
"Mo Alie-Cox","IND","TE","3.1","2.5","1.9","2.5","3.0","8.2","6.9"
"Josh Whyle","TEN","TE","3.0","2.4","1.8","2.4","3.0","7.8","6.5"
"Tommy Tremble","CAR","TE","2.9","2.3","1.7","2.3","2.9","7.4","6.1"
"Travis Homer","CHI","RB","3.0","2.5","2.1","2.5","2.9","7.3","6.4"
"Calvin Austin III","PIT","WR","2.9","2.4","1.9","2.4","2.9","8.1","6.9"
"Treylon Burks","TEN","WR","2.9","2.4","1.9","2.4","2.9","8.0","6.9"
"Ja'Tavion Sanders","CAR","TE","2.8","2.2","1.6","2.2","2.8","7.3","5.9"
