"Player","Position","Team","Opp","DK Salary","DK Small","DK Medium","DK Large","FD Salary","FD Large"
"Jared Wiley","TE","KC","@LAC","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Charlie Woerner","TE","ATL","NO","2500","0.0%","0.0%","0.0%","4500","0.0%"
"Drew Ogletree","TE","IND","PIT","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Payne Durham","TE","TB","PHI","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Nate Adkins","TE","DEN","@NYJ","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Connor Heyward","TE","PIT","@IND","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Ross Dwelley","TE","ATL","NO","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Feleipe Franks","TE","CAR","CIN","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Davis Allen","TE","LA","@CHI","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Hunter Long","TE","LA","@CHI","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Marcedes Lewis","TE","CHI","LA","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Robert Tonyan","TE","MIN","@GB","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Ben Sims","TE","GB","MIN","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Jack Stoll","TE","PHI","@TB","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Eric Tomlinson","TE","LAC","KC","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Harrison Bryant","TE","LV","CLE","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Geoff Swaim","TE","CLE","@LV","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Panthers ","DST","CAR","CIN","2400","4.5%","4.5%","4.5%","3000","10.6%"
"Patriots ","DST","NE","@SF","2400","1.1%","1.3%","1.5%","3100","3.6%"
