"Player","Position","Team","Opp","DK Salary","DK Small","DK Medium","DK Large","FD Salary","FD Large"
"Ben Sinnott","TE","WAS","NYG","2600","0.0%","0.0%","0.0%","4500","0.0%"
"Raiders ","DST","LV","@BAL","2500","0.3%","0.3%","0.3%","3200","0.8%"
"Buccaneers ","DST","TB","@DET","2500","0.0%","0.0%","0.0%","3700","0.0%"
"Josh Whyle","TE","TEN","NYJ","2500","0.0%","0.0%","0.1%","4300","0.0%"
"Tommy Tremble","TE","CAR","LAC","2500","0.0%","0.0%","0.0%","4600","0.0%"
"Elijah Higgins","TE","ARI","LA","2500","0.0%","0.0%","0.0%","4300","0.0%"
"Drew Sample","TE","CIN","@KC","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Drew Ogletree","TE","IND","@GB","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Mo Alie-Cox","TE","IND","@GB","2500","0.0%","0.0%","0.0%","4400","0.0%"
"Harrison Bryant","TE","LV","@BAL","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Connor Heyward","TE","PIT","@DEN","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Stone Smartt","TE","LAC","@CAR","2500","0.0%","0.0%","0.0%","4000","0.0%"
"John Bates","TE","WAS","NYG","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Luke Farrell","TE","JAX","CLE","2500","0.0%","0.0%","0.0%","4300","0.0%"
"Nick Muse","TE","MIN","SF","2500","0.0%","0.0%","0.0%","4000","0.0%"
"MyCole Pruitt","TE","PIT","@DEN","2500","0.0%","0.0%","0.0%","4300","0.0%"
"Charlie Kolar","TE","BAL","LV","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Brenton Strange","TE","JAX","CLE","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Payne Durham","TE","TB","@DET","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Ben Sims","TE","GB","IND","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Darnell Washington","TE","PIT","@DEN","2500","0.0%","0.0%","0.0%","4400","0.0%"
"Nate Adkins","TE","DEN","PIT","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Ko Kieft","TE","TB","@DET","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Nick Vannett","TE","TEN","NYJ","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Chris Manhertz","TE","NYG","@WAS","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Jared Wiley","TE","KC","CIN","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Erick All Jr.","TE","CIN","@KC","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Tanner McLachlan","TE","CIN","@KC","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Jordan Matthews","TE","CAR","LAC","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Feleipe Franks","TE","CAR","LAC","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Dallin Holker","TE","NO","@DAL","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Parker Hesse","TE","DET","TB","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Brady Russell","TE","SEA","@NE","2500","0.0%","0.0%","0.0%","4100","0.0%"
"AJ Barner","TE","SEA","@NE","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Tip Reiman","TE","ARI","LA","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Hunter Long","TE","LA","@ARI","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Saints ","DST","NO","@DAL","2400","2.8%","2.0%","1.4%","3900","0.3%"
"Vikings ","DST","MIN","SF","2400","0.4%","0.3%","0.2%","4000","0.3%"
"Cardinals ","DST","ARI","LA","2300","10.2%","8.9%","8.0%","3600","1.8%"
"Panthers ","DST","CAR","LAC","2300","0.9%","1.5%","1.9%","3000","3.8%"
