"Player","Position","Team","Opp","DK Salary","DK Small","DK Medium","DK Large","FD Salary","FD Large"
"Kimani Vidal","RB","LAC","@CLE","5300","0.0%","0.0%","0.0%","4000","0.3%"
"Evan Engram","TE","JAX","@PHI","5300","3.9%","5.0%","5.7%","6400","4.3%"
"Jakobi Meyers","WR","LV","@CIN","5300","18.1%","17.3%","16.7%","6300","10.0%"
"Xavier Legette","WR","CAR","NO","5300","0.3%","0.4%","0.5%","5700","0.5%"
"Daniel Jones","QB","NYG","WAS","5200","5.8%","5.9%","6.0%","6600","5.5%"
"Justice Hill","RB","BAL","DEN","5200","0.3%","0.4%","0.5%","5300","0.5%"
"Ray Davis","RB","BUF","MIA","5200","0.1%","0.2%","0.3%","5500","0.3%"
"Dontayvion Wicks","WR","GB","DET","5200","0.1%","0.2%","0.3%","5300","0.3%"
"Antonio Gibson","RB","NE","@TEN","5100","0.0%","0.0%","0.0%","5400","0.3%"
"Jake Ferguson","TE","DAL","@ATL","5100","8.7%","9.1%","9.4%","6500","6.1%"
"Jerry Jeudy","WR","CLE","LAC","5100","3.6%","4.2%","4.6%","6000","2.9%"
"Jalen Tolbert","WR","DAL","@ATL","5100","1.3%","1.5%","1.6%","5900","0.5%"
"Ty Johnson","RB","BUF","MIA","5000","0.0%","0.0%","0.0%","4700","0.0%"
"Dalton Kincaid","TE","BUF","MIA","5000","1.0%","1.5%","1.9%","6200","2.7%"
"Christian Watson","WR","GB","DET","5000","0.3%","0.4%","0.5%","5600","0.5%"
"Tyler Allgeier","RB","ATL","DAL","4900","0.1%","0.3%","0.5%","5600","0.5%"
"Roschon Johnson","RB","CHI","@ARI","4900","0.1%","0.2%","0.3%","5300","0.3%"
"Kyle Pitts","TE","ATL","DAL","4900","8.2%","7.7%","7.3%","6000","15.6%"
"Rome Odunze","WR","CHI","@ARI","4900","0.3%","0.6%","0.9%","5500","2.1%"
"Michael Wilson","WR","ARI","CHI","4900","0.3%","0.4%","0.5%","5600","0.5%"
"Jerome Ford","RB","CLE","LAC","4800","0.1%","0.3%","0.5%","5500","0.5%"
"Dalvin Cook","RB","DAL","@ATL","4800","0.1%","0.2%","0.3%","5300","0.3%"
"Sam LaPorta","TE","DET","@GB","4800","0.3%","0.4%","0.5%","6300","0.5%"
"Darius Slayton","WR","NYG","WAS","4800","0.3%","0.4%","0.5%","5600","0.5%"
"Demarcus Robinson","WR","LA","@SEA","4800","0.1%","0.2%","0.3%","4900","0.3%"
"Drew Lock","QB","NYG","WAS","4700","0.0%","0.0%","0.0%","6400","0.0%"
"Jaleel McLaughlin","RB","DEN","@BAL","4700","0.1%","0.2%","0.3%","5200","0.3%"
"D'Ernest Johnson","RB","JAX","@PHI","4700","0.0%","0.0%","0.0%","5000","0.0%"
"Tutu Atwell","WR","LA","@SEA","4700","0.0%","0.0%","0.0%","4800","0.1%"
"Mason Rudolph","QB","TEN","NE","4600","1.8%","2.0%","2.1%","6700","0.5%"
"Trey Benson","RB","ARI","CHI","4600","0.0%","0.0%","0.0%","5000","0.0%"
"Tucker Kraft","TE","GB","DET","4600","0.3%","0.4%","0.5%","6100","0.5%"
"Joshua Palmer","WR","LAC","@CLE","4600","0.3%","0.4%","0.5%","5700","0.3%"
"Gardner Minshew II","QB","LV","@CIN","4500","6.0%","5.4%","5.0%","6600","0.5%"
"Miles Sanders","RB","CAR","NO","4500","0.1%","0.2%","0.3%","5100","0.3%"
"Pierre Strong Jr.","RB","CLE","LAC","4500","0.0%","0.0%","0.0%","4500","0.0%"
"Jaylen Wright","RB","MIA","@BUF","4500","0.0%","0.0%","0.0%","5000","0.0%"
"Jordan Whittington","WR","LA","@SEA","4500","0.0%","0.0%","0.0%","4600","0.0%"
"Bryce Young","QB","CAR","NO","4400","0.6%","0.8%","0.9%","6500","0.5%"
"Zamir White","RB","LV","@CIN","4400","0.0%","0.0%","0.0%","4900","0.0%"
"Blake Corum","RB","LA","@SEA","4400","0.0%","0.0%","0.0%","4700","0.0%"
"Cole Kmet","TE","CHI","@ARI","4400","0.3%","0.6%","0.8%","5200","7.5%"
"Quentin Johnston","WR","LAC","@CLE","4400","1.3%","1.5%","1.6%","5600","0.8%"
"DeMario Douglas","WR","NE","@TEN","4400","1.9%","1.9%","1.9%","5000","2.8%"
"Emanuel Wilson","RB","GB","DET","4300","0.0%","0.0%","0.0%","4800","0.0%"
"D'Onta Foreman","RB","CLE","LAC","4300","0.0%","0.0%","0.0%","5100","0.0%"
"Zach Ertz","TE","WAS","@NYG","4300","1.3%","2.1%","2.5%","5300","7.3%"
"Cedric Tillman","WR","CLE","LAC","4300","34.8%","31.3%","28.9%","6100","6.4%"
"Tre Tucker","WR","LV","@CIN","4300","0.3%","0.4%","0.5%","5500","0.5%"
"Ameer Abdullah","RB","LV","@CIN","4200","0.0%","0.0%","0.0%","4600","0.0%"
"Kenneth Gainwell","RB","PHI","JAX","4200","0.0%","0.0%","0.0%","5000","0.0%"
"Mark Andrews","TE","BAL","DEN","4200","0.3%","0.5%","0.7%","5800","0.5%"
"Elijah Moore","WR","CLE","LAC","4200","5.7%","6.6%","7.2%","5500","1.0%"
"Rashod Bateman","WR","BAL","DEN","4200","0.1%","0.2%","0.3%","5500","0.3%"
"Emari Demercado","RB","ARI","CHI","4100","0.0%","0.0%","0.0%","4700","0.0%"
"Audric Estime","RB","DEN","@BAL","4100","0.0%","0.0%","0.0%","4000","0.0%"
"Isaiah Likely","TE","BAL","DEN","4100","0.1%","0.2%","0.3%","5700","0.3%"
"Cedrick Wilson Jr.","WR","NO","@CAR","4100","0.0%","0.0%","0.0%","4800","0.0%"
"Zay Jones","WR","ARI","CHI","4100","0.0%","0.0%","0.0%","4000","0.0%"
"Julius Chestnut","RB","TEN","NE","4000","0.1%","0.2%","0.3%","4500","0.3%"
"Trayveon Williams","RB","CIN","LV","4000","0.1%","0.2%","0.3%","4100","0.6%"
"Jeremy McNichols","RB","WAS","@NYG","4000","0.0%","0.0%","0.0%","4900","0.0%"
"Alec Ingold","RB","MIA","@BUF","4000","0.0%","0.0%","0.0%","4100","0.0%"
"JaMycal Hasty","RB","NE","@TEN","4000","0.0%","0.0%","0.0%","4600","0.0%"
"Hunter Luepke","RB","DAL","@ATL","4000","0.0%","0.0%","0.0%","4400","0.0%"
"Eric Gray","RB","NYG","WAS","4000","0.0%","0.0%","0.0%","5000","0.0%"
"Deuce Vaughn","RB","DAL","@ATL","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Michael Burton","RB","DEN","@BAL","4000","0.0%","0.0%","0.0%","4100","0.0%"
"Chris Brooks","RB","GB","DET","4000","0.0%","0.0%","0.0%","4400","0.0%"
"Ronnie Rivers","RB","LA","@SEA","4000","0.0%","0.0%","0.0%","4700","0.0%"
"Patrick Ricard","RB","BAL","DEN","4000","0.0%","0.0%","0.0%","4300","0.0%"
"Travis Homer","RB","CHI","@ARI","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Hassan Haskins","RB","LAC","@CLE","4000","0.0%","0.0%","0.0%","4500","0.0%"
"Craig Reynolds","RB","DET","@GB","4000","0.0%","0.0%","0.0%","4200","0.0%"
"Kenny McIntosh","RB","SEA","LA","4000","0.0%","0.0%","0.0%","4100","0.0%"
"Will Shipley","RB","PHI","JAX","4000","0.0%","0.0%","0.0%","4200","0.0%"
"Avery Williams","RB","ATL","DAL","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Raheem Blackshear","RB","CAR","NO","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Adam Prentice","RB","NO","@CAR","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Kendall Milton","RB","CIN","LV","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Chris Rodriguez Jr.","RB","WAS","@NYG","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Joshua Kelley","RB","TEN","NE","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Noah Brown","WR","WAS","@NYG","4000","0.8%","1.2%","1.4%","4800","3.0%"
"Troy Franklin","WR","DEN","@BAL","4000","0.1%","0.2%","0.3%","4800","0.4%"
"Mason Tipton","WR","NO","@CAR","4000","0.1%","0.2%","0.3%","5400","0.3%"
"Nelson Agholor","WR","BAL","DEN","4000","0.0%","0.0%","0.0%","5400","0.0%"
"DJ Chark","WR","LAC","@CLE","4000","0.0%","0.0%","0.0%","4600","0.0%"
"Hunter Henry","TE","NE","@TEN","3900","4.0%","4.8%","5.4%","5500","2.8%"
"Andrei Iosivas","WR","CIN","LV","3900","0.6%","0.8%","0.9%","5300","0.5%"
"Kalif Raymond","WR","DET","@GB","3900","0.6%","0.6%","0.6%","4900","0.3%"
"DJ Turner","WR","LV","@CIN","3900","0.1%","0.2%","0.3%","5200","0.3%"
"Jahan Dotson","WR","PHI","JAX","3900","0.0%","0.0%","0.0%","4700","0.0%"
"Saints ","DST","NO","@CAR","3800","1.0%","2.0%","2.6%","5000","0.8%"
"Taysom Hill","TE","NO","@CAR","3800","8.8%","8.3%","7.9%","5900","6.1%"
"Ray-Ray McCloud III","WR","ATL","DAL","3800","8.2%","8.1%","8.1%","5100","3.1%"
"Greg Dortch","WR","ARI","CHI","3800","0.0%","0.0%","0.0%","5100","0.0%"
"Curtis Samuel","WR","BUF","MIA","3800","0.0%","0.0%","0.0%","4800","0.0%"
"Bengals ","DST","CIN","LV","3700","0.4%","0.5%","0.6%","4000","11.2%"
"Colby Parkinson","TE","LA","@SEA","3700","0.3%","0.6%","0.9%","5000","1.5%"
"Tyler Boyd","WR","TEN","NE","3700","1.3%","2.6%","3.6%","4800","1.0%"
"KaVontae Turpin","WR","DAL","@ATL","3700","1.5%","2.1%","2.5%","5400","0.5%"
"Kayshon Boutte","WR","NE","@TEN","3700","0.1%","0.2%","0.3%","4800","0.3%"
"Lions ","DST","DET","@GB","3600","0.1%","0.2%","0.3%","3700","2.1%"
"Jalen Coker","WR","CAR","NO","3600","15.6%","15.7%","15.8%","5200","2.1%"
"Parker Washington","WR","JAX","@PHI","3600","5.6%","4.4%","3.6%","5400","0.4%"
"Devaughn Vele","WR","DEN","@BAL","3600","0.3%","0.8%","1.1%","4800","0.3%"
"Tyler Johnson","WR","LA","@SEA","3600","0.0%","0.0%","0.0%","4500","0.0%"
"Ravens ","DST","BAL","DEN","3500","4.6%","5.0%","5.3%","4600","3.3%"
"Jonnu Smith","TE","MIA","@BUF","3500","3.6%","3.9%","4.1%","5400","1.0%"
"Nick Westbrook-Ikhine","WR","TEN","NE","3500","0.6%","1.1%","1.4%","5200","0.3%"
"Tim Patrick","WR","DET","@GB","3500","0.2%","0.5%","0.6%","4700","0.4%"
"Dyami Brown","WR","WAS","@NYG","3500","0.0%","0.0%","0.0%","4700","0.0%"
"Odell Beckham Jr.","WR","MIA","@BUF","3500","0.0%","0.0%","0.0%","4600","0.0%"
"Commanders ","DST","WAS","@NYG","3400","3.0%","3.1%","3.2%","3900","13.3%"
"Grant Calcaterra","TE","PHI","JAX","3400","0.1%","0.5%","0.8%","5200","0.3%"
"Jake Bobo","WR","SEA","LA","3400","11.0%","10.7%","10.5%","4300","11.8%"
"Olamide Zaccheaus","WR","WAS","@NYG","3400","0.1%","0.2%","0.3%","4800","0.3%"
"Ja'Lynn Polk","WR","NE","@TEN","3400","0.0%","0.0%","0.0%","4600","0.0%"
"Chargers ","DST","LAC","@CLE","3300","6.8%","6.8%","6.8%","4200","5.9%"
"Kendrick Bourne","WR","NE","@TEN","3300","2.0%","2.2%","2.3%","4800","0.5%"
"Simi Fehoko","WR","LAC","@CLE","3300","0.0%","0.0%","0.0%","4800","0.0%"
"Luke McCaffrey","WR","WAS","@NYG","3300","0.0%","0.0%","0.0%","4200","0.0%"
"Jalin Hyatt","WR","NYG","WAS","3300","0.0%","0.0%","0.0%","4300","0.0%"
"Allen Robinson II","WR","DET","@GB","3300","0.0%","0.0%","0.0%","4000","0.0%"
"Titans ","DST","TEN","NE","3200","15.3%","13.7%","12.6%","4700","1.6%"
"Juwan Johnson","TE","NO","@CAR","3200","1.6%","2.4%","2.9%","5300","0.5%"
"Lil'Jordan Humphrey","WR","DEN","@BAL","3200","0.1%","0.3%","0.5%","4700","0.0%"
"Jalen Brooks","WR","DAL","@ATL","3200","0.0%","0.0%","0.0%","4400","0.0%"
"K.J. Osborn","WR","NE","@TEN","3200","0.0%","0.0%","0.0%","4800","0.0%"
"Jonathan Mingo","WR","CAR","NO","3200","0.0%","0.0%","0.0%","4900","0.0%"
"Laviska Shenault Jr.","WR","SEA","LA","3200","0.0%","0.0%","0.0%","4200","0.0%"
"Eagles ","DST","PHI","JAX","3100","9.8%","8.5%","7.5%","4500","1.7%"
"Mike Gesicki","TE","CIN","LV","3100","28.1%","25.3%","23.5%","5400","7.2%"
"Will Dissly","TE","LAC","@CLE","3100","11.8%","9.2%","7.5%","4800","4.6%"
"Jermaine Burton","WR","CIN","LV","3100","2.2%","2.2%","2.1%","4900","0.3%"
"Tim Jones","WR","JAX","@PHI","3100","0.2%","0.4%","0.5%","4000","0.0%"
"Mack Hollins","WR","BUF","MIA","3100","0.0%","0.0%","0.0%","4800","0.0%"
"Marvin Mims Jr.","WR","DEN","@BAL","3100","0.0%","0.0%","0.0%","4300","0.0%"
"Marquez Valdes-Scantling","WR","NO","@CAR","3100","0.0%","0.0%","0.0%","4000","0.0%"
"Bills ","DST","BUF","MIA","3000","3.4%","4.0%","4.4%","4300","0.6%"
"Patriots ","DST","NE","@TEN","3000","1.2%","1.5%","1.7%","4000","1.4%"
"Chig Okonkwo","TE","TEN","NE","3000","1.2%","1.5%","1.8%","4800","0.3%"
"Adam Trautman","TE","DEN","@BAL","3000","0.0%","0.0%","0.0%","4400","0.0%"
"Dawson Knox","TE","BUF","MIA","3000","0.0%","0.0%","0.0%","4000","0.1%"
"David Moore","WR","CAR","NO","3000","6.8%","6.8%","6.8%","4500","2.0%"
"Trenton Irwin","WR","CIN","LV","3000","0.3%","0.6%","0.7%","4000","0.5%"
"Jalen Reagor","WR","LAC","@CLE","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Isaiah Williams","WR","DET","@GB","3000","0.0%","0.0%","0.0%","4200","0.0%"
"DeAndre Carter","WR","CHI","@ARI","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Dee Eskridge","WR","MIA","@BUF","3000","0.0%","0.0%","0.0%","4000","0.0%"
"KhaDarel Hodge","WR","ATL","DAL","3000","0.0%","0.0%","0.0%","4300","0.0%"
"Bo Melton","WR","GB","DET","3000","0.0%","0.0%","0.0%","4700","0.0%"
"Malik Washington","WR","MIA","@BUF","3000","0.0%","0.0%","0.0%","4300","0.0%"
"Alex Bachman","WR","LV","@CIN","3000","0.0%","0.0%","0.0%","4800","0.0%"
"Derius Davis","WR","LAC","@CLE","3000","0.0%","0.0%","0.0%","4300","0.0%"
"Malik Heath","WR","GB","DET","3000","0.0%","0.0%","0.0%","4300","0.0%"
"Charlie Jones","WR","CIN","LV","3000","0.0%","0.0%","0.0%","4600","0.0%"
"Ryan Flournoy","WR","DAL","@ATL","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Jaelon Darden","WR","CLE","LAC","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Johnny Wilson","WR","PHI","JAX","3000","0.0%","0.0%","0.0%","4300","0.0%"
"Deven Thompkins","WR","CAR","NO","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Jermaine Jackson","WR","NO","@CAR","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Jha'Quan Jackson","WR","TEN","NE","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Bryce Oliver","WR","TEN","NE","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Zach Pascal","WR","ARI","CHI","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Dareke Young","WR","SEA","LA","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Austin Trammell","WR","JAX","@PHI","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Elijah Cooks","WR","JAX","@PHI","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Ainias Smith","WR","PHI","JAX","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Falcons ","DST","ATL","DAL","2900","3.4%","3.4%","3.4%","3700","6.1%"
"Browns ","DST","CLE","LAC","2900","1.4%","1.7%","1.9%","4100","0.5%"
"Ja'Tavion Sanders","TE","CAR","NO","2900","0.0%","0.0%","0.0%","5000","0.0%"
"Elijah Higgins","TE","ARI","CHI","2900","0.0%","0.0%","0.0%","4900","0.0%"
"Rams ","DST","LA","@SEA","2800","2.3%","2.8%","3.1%","3800","2.3%"
"Bears ","DST","CHI","@ARI","2800","2.0%","1.9%","1.9%","4400","0.3%"
"Hayden Hurst","TE","LAC","@CLE","2800","0.1%","0.2%","0.3%","4700","0.3%"
"Tommy Tremble","TE","CAR","NO","2800","0.0%","0.0%","0.0%","4400","0.0%"
"Foster Moreau","TE","NO","@CAR","2800","0.0%","0.0%","0.0%","4600","0.1%"
"Austin Hooper","TE","NE","@TEN","2800","0.0%","0.0%","0.0%","4700","0.0%"
"Packers ","DST","GB","DET","2700","0.1%","0.5%","0.7%","3400","1.8%"
"Broncos ","DST","DEN","@BAL","2700","0.0%","0.1%","0.2%","3500","0.3%"
"Erick All Jr.","TE","CIN","LV","2700","0.8%","1.1%","1.4%","4900","0.3%"
"Brenton Strange","TE","JAX","@PHI","2700","0.6%","0.8%","1.0%","5100","0.0%"
"Lucas Krull","TE","DEN","@BAL","2700","0.0%","0.1%","0.1%","4700","0.0%"
"Theo Johnson","TE","NYG","WAS","2700","0.1%","0.1%","0.1%","4900","0.0%"
"Cardinals ","DST","ARI","CHI","2600","20.8%","18.6%","17.1%","3800","5.0%"
"Seahawks ","DST","SEA","LA","2600","1.8%","2.9%","3.7%","3900","0.3%"
"AJ Barner","TE","SEA","LA","2600","17.5%","16.0%","15.0%","4500","7.4%"
"Josh Whyle","TE","TEN","NE","2600","0.0%","0.0%","0.0%","4400","0.0%"
"Jordan Akins","TE","CLE","LAC","2600","0.0%","0.0%","0.0%","4600","0.0%"
"Brock Wright","TE","DET","@GB","2600","0.0%","0.0%","0.0%","4300","0.0%"
"Luke Schoonmaker","TE","DAL","@ATL","2600","0.0%","0.0%","0.0%","4400","0.0%"
"Nate Adkins","TE","DEN","@BAL","2600","0.0%","0.0%","0.0%","4100","0.0%"
"Gerald Everett","TE","CHI","@ARI","2600","0.0%","0.0%","0.0%","4300","0.0%"
"Cowboys ","DST","DAL","@ATL","2500","0.7%","1.3%","1.7%","3600","0.3%"
"Dolphins ","DST","MIA","@BUF","2500","0.1%","0.1%","0.1%","3100","2.7%"
"Charlie Kolar","TE","BAL","DEN","2500","0.0%","0.0%","0.0%","4500","0.0%"
"Nick Vannett","TE","TEN","NE","2500","0.0%","0.0%","0.0%","4300","0.0%"
"Harrison Bryant","TE","LV","@CIN","2500","0.0%","0.0%","0.0%","4300","0.0%"
"Ben Sinnott","TE","WAS","@NYG","2500","0.0%","0.0%","0.0%","4400","0.0%"
"Hunter Long","TE","LA","@SEA","2500","0.0%","0.0%","0.0%","4300","0.0%"
"Luke Farrell","TE","JAX","@PHI","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Drew Sample","TE","CIN","LV","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Daniel Bellinger","TE","NYG","WAS","2500","0.0%","0.0%","0.0%","4400","0.0%"
"Ben Sims","TE","GB","DET","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Tanner Conner","TE","MIA","@BUF","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Ian Thomas","TE","CAR","NO","2500","0.0%","0.0%","0.0%","4300","0.0%"
