"Player","Team","Opponent","DK Position","DK Salary","DK Projection","DK Value","DK Large Ownership","DK Small Ownership","DKSlateID","DK Floor","DK Ceiling"
"Sam Darnold","MIN","@CHI","QB","5900","16.8","-1.5","1.5","0.5","36700565","8.5","26.2"
"Justin Jefferson","MIN","@CHI","WR","8100","17.5","-1.5","9.7","5.4","36700843","6.1","32.0"
"Javonte Williams","DEN","@LV","RB","5200","11.7","-1.6","2.5","0.9","36700667","3.6","23.0"
"Noah Brown","WAS","DAL","WR","4200","9.7","-1.6","6.3","7.0","36700929","2.2","20.5"
"Kayshon Boutte","NE","@MIA","WR","3500","8.2","-1.7","10.7","9.7","36700963","1.6","17.3"
"49ers ","SF","@GB","DST","3000","5.3","-1.7","0.3","0.1","36701459","-0.1","12.0"
"Keenan Allen","CHI","MIN","WR","4900","10.9","-1.8","5.8","5.2","36700901","3.3","21.2"
"C.J. Stroud","HOU","TEN","QB","6500","18.3","-1.8","1.4","0.5","36700560","9.5","28.2"
"Bryce Young","CAR","KC","QB","4600","12.5","-1.9","0.5","0.3","36700579","5.7","20.1"
"DJ Moore","CHI","MIN","WR","5500","12.0","-1.9","8.3","6.6","36700879","3.7","23.5"
"Rome Odunze","CHI","MIN","WR","4800","10.6","-1.9","6.6","6.8","36700905","2.8","21.2"
"Jared Goff","DET","@IND","QB","6600","18.5","-1.9","3.5","2.0","36700559","9.4","28.5"
"Gardner Minshew II","LV","DEN","QB","4800","13.1","-1.9","0.7","0.3","36700576","7.0","23.0"
"DeMario Douglas","NE","@MIA","WR","4500","10.0","-1.9","7.8","6.6","36700917","2.9","19.6"
"Jauan Jennings","SF","@GB","WR","5600","12.2","-1.9","6.5","8.6","36700877","3.7","23.6"
"Patriots ","NE","@MIA","DST","2700","4.5","-1.9","0.1","0.0","36701462","-0.9","10.9"
"Michael Pittman Jr.","IND","DET","WR","5300","11.5","-2.0","7.1","8.5","36700883","3.3","22.4"
"Colts ","IND","DET","DST","2300","3.6","-2.0","0.1","0.0","36701468","-1.7","9.9"
"Theo Johnson","NYG","TB","TE","2900","6.6","-2.2","1.5","0.7","36701263","1.2","13.5"
"Devaughn Vele","DEN","@LV","WR","3900","8.5","-2.3","11.1","13.6","36700939","2.0","17.4"
"Jayden Reed","GB","SF","WR","5900","12.4","-2.3","7.0","6.6","36700871","3.5","25.3"
"D'Andre Swift","CHI","MIN","RB","6100","12.4","-2.7","1.0","0.3","36700647","4.1","23.5"
"Tank Dell","HOU","TEN","WR","6400","13.0","-2.7","2.0","0.6","36700861","3.8","26.1"
"Josh Downs","IND","DET","WR","6200","12.6","-2.7","5.7","5.8","36700865","4.0","24.3"
"Chig Okonkwo","TEN","@HOU","TE","2800","5.9","-2.7","0.7","0.1","36701265","1.0","12.2"
"Jordan Love","GB","SF","QB","6700","17.9","-2.8","0.5","0.3","36700558","9.1","27.9"
"Tucker Kraft","GB","SF","TE","3900","7.9","-2.8","2.3","0.6","36701241","1.9","16.0"
"DeAndre Hopkins","KC","@CAR","WR","5400","10.9","-2.8","6.3","3.7","36700881","2.8","22.0"
"Terry McLaurin","WAS","DAL","WR","6800","13.5","-2.9","5.0","4.4","36700855","3.9","26.7"
"Cooper Rush","DAL","@WAS","QB","5000","12.6","-3.0","0.5","0.3","36700573","5.9","21.2"
"Malik Nabers","NYG","TB","WR","7400","14.6","-3.0","5.0","4.2","36700847","5.1","27.3"
"Marvin Harrison Jr.","ARI","@SEA","WR","6100","12.0","-3.1","6.9","3.8","36700867","3.2","23.8"
"Christian Watson","GB","SF","WR","5200","10.2","-3.1","1.8","1.8","36700889","2.2","21.2"
"Austin Hooper","NE","@MIA","TE","3000","5.9","-3.1","0.3","0.1","36701259","0.9","12.5"
"Wan'Dale Robinson","NYG","TB","WR","5200","10.1","-3.2","0.7","0.3","36700887","3.2","19.3"
"Tre Tucker","LV","DEN","WR","4000","7.6","-3.3","4.1","3.4","36700937","1.3","16.8"
"Deebo Samuel Sr.","SF","@GB","WR","6500","12.6","-3.3","0.7","0.3","36700859","3.7","25.1"
"Cade Otton","TB","@NYG","TE","5500","10.5","-3.4","5.8","4.3","36701229","3.3","19.6"
"Tyler Lockett","SEA","ARI","WR","4800","9.0","-3.5","2.7","1.7","36700903","2.0","18.6"
"Nick Westbrook-Ikhine","TEN","@HOU","WR","4100","7.6","-3.5","3.1","1.8","36700933","1.4","16.1"
"Cole Kmet","CHI","MIN","TE","3600","6.5","-3.6","0.5","0.1","36701247","1.4","13.4"
"Jaylen Waddle","MIA","NE","WR","5300","9.9","-3.6","2.8","2.1","36700885","2.3","21.0"
"David Moore","CAR","KC","WR","3200","5.7","-3.7","0.3","0.1","36700991","0.7","12.7"
"Xavier Legette","CAR","KC","WR","5000","9.1","-3.8","0.5","0.3","36700897","2.2","18.8"
"Lil'Jordan Humphrey","DEN","@LV","WR","3400","5.9","-3.8","0.3","0.1","36700969","0.8","13.0"
"Jameson Williams","DET","@IND","WR","6000","11.1","-3.8","3.8","4.3","36700869","2.4","23.7"
"Noah Gray","KC","@CAR","TE","3100","5.3","-3.8","0.3","0.1","36701257","0.6","11.9"
"Marvin Mims Jr.","DEN","@LV","WR","3200","5.4","-4.0","0.3","0.1","36700983","0.2","13.8"
"Jalen McMillan","TB","@NYG","WR","4000","7.0","-4.0","0.3","0.1","36700935","1.0","15.6"
"Ja'Tavion Sanders","CAR","KC","TE","3400","5.7","-4.1","0.3","0.1","36701251","1.0","11.6"
"Xavier Worthy","KC","@CAR","WR","5000","8.8","-4.1","0.5","0.3","36700895","1.5","19.7"
"Michael Wilson","ARI","@SEA","WR","4400","7.6","-4.2","0.5","0.3","36700919","1.3","16.2"
"Kendrick Bourne","NE","@MIA","WR","3600","6.0","-4.2","0.3","0.1","36700955","0.8","13.2"
"Michael Mayer","LV","DEN","TE","2700","4.0","-4.4","0.0","0.0","36701269","0.2","9.0"
"Jordan Addison","MIN","@CHI","WR","5100","8.7","-4.4","0.5","0.3","36700893","1.7","18.5"
"Brevyn Spann-Ford","DAL","@WAS","TE","2500","3.3","-4.6","0.1","0.0","36701347","0.0","8.0"
"Lucas Krull","DEN","@LV","TE","2500","3.4","-4.6","0.0","0.0","36701279","0.0","8.4"
"Tim Patrick","DET","@IND","WR","3400","5.1","-4.6","0.3","0.1","36700965","0.3","12.2"
"Noah Fant","SEA","ARI","TE","3700","5.8","-4.6","0.3","0.1","36701245","0.8","12.4"
"Tyler Boyd","TEN","@HOU","WR","3500","5.3","-4.6","0.3","0.1","36700961","0.8","12.1"
"Austin Ekeler","WAS","DAL","RB","5600","9.4","-4.7","0.5","0.3","36700659","2.2","20.0"
"Jalen Tolbert","DAL","@WAS","WR","4100","6.4","-4.8","0.3","0.1","36700931","1.0","13.8"
"Johnny Mundt","MIN","@CHI","TE","2500","3.2","-4.8","0.0","0.0","36701283","0.0","7.9"
"Tommy Tremble","CAR","KC","TE","2600","3.2","-5.0","0.0","0.0","36701273","0.0","7.7"
"Cade Stover","HOU","TEN","TE","2500","2.9","-5.0","0.0","0.0","36701405","0.0","7.6"
"Kylen Granson","IND","DET","TE","2500","3.0","-5.0","0.0","0.0","36701285","0.0","7.7"
"Odell Beckham Jr.","MIA","NE","WR","3300","4.5","-5.0","0.0","0.0","36700979","0.1","11.1"
"Julian Hill","MIA","NE","TE","2500","3.0","-5.0","0.0","0.0","36701277","0.0","7.6"
"Zach Charbonnet","SEA","ARI","RB","4300","6.5","-5.0","0.3","0.1","36700705","1.3","14.4"
"Jalen Coker","CAR","KC","WR","3700","5.3","-5.1","0.3","0.1","36700949","0.5","12.2"
"Troy Franklin","DEN","@LV","WR","3500","4.9","-5.1","0.1","0.0","36700957","0.3","11.7"
"Adam Trautman","DEN","@LV","TE","2700","3.3","-5.1","0.0","0.0","36701271","0.0","8.3"
"Cam Akers","MIN","@CHI","RB","4400","6.7","-5.1","0.3","0.1","36700701","1.2","15.1"
"Sterling Shepard","TB","@NYG","WR","4200","6.2","-5.1","0.3","0.1","36700927","0.8","14.9"
"Ryan Flournoy","DAL","@WAS","WR","3000","3.8","-5.2","0.1","0.0","36701077","0.0","9.4"
"Olamide Zaccheaus","WAS","DAL","WR","3300","4.4","-5.2","0.0","0.0","36700975","0.1","10.8"
"Elijah Higgins","ARI","@SEA","TE","2800","3.3","-5.3","0.0","0.0","36701267","0.0","8.2"
"Alec Pierce","IND","DET","WR","4900","7.4","-5.3","1.0","1.5","36700899","0.9","16.6"
"George Kittle","SF","@GB","TE","6000","9.6","-5.3","0.5","0.3","36701223","2.5","18.6"
"Josh Whyle","TEN","@HOU","TE","2500","2.6","-5.3","0.0","0.0","36701397","0.0","6.7"
"Malik Washington","MIA","NE","WR","3100","3.7","-5.5","0.0","0.0","36700999","0.0","10.7"
"Jalen Nailor","MIN","@CHI","WR","3600","4.5","-5.6","0.0","0.0","36700951","0.1","11.4"
"KaVontae Turpin","DAL","@WAS","WR","3300","3.7","-5.9","0.4","0.6","36700977","0.0","9.9"
"Mo Alie-Cox","IND","DET","TE","2500","2.1","-5.9","0.0","0.0","36701383","0.0","6.0"
"Darius Slayton","NYG","TB","WR","4600","6.2","-5.9","0.5","0.1","36700913","0.9","14.0"
"Dyami Brown","WAS","DAL","WR","3100","3.3","-5.9","0.0","0.0","36701001","0.0","8.8"
"Justin Watson","KC","@CAR","WR","3500","3.9","-6.1","0.0","0.0","36700959","0.0","10.0"
"Adam Thielen","CAR","KC","WR","4700","6.1","-6.2","0.3","0.2","36700909","1.0","13.1"
"Mecole Hardman","KC","@CAR","WR","3100","3.0","-6.2","0.0","0.0","36700993","0.0","8.2"
"DJ Turner","LV","DEN","WR","3800","4.3","-6.2","0.0","0.0","36700945","0.1","10.8"
"Greg Dortch","ARI","@SEA","WR","3600","3.8","-6.3","0.0","0.0","36700953","0.0","9.5"
"Chris Brooks","GB","SF","RB","4000","4.6","-6.3","0.0","0.0","36700747","0.5","11.0"
"Dontayvion Wicks","GB","SF","WR","4300","5.2","-6.3","0.3","0.1","36700925","0.3","12.4"
"Nick Vannett","TEN","@HOU","TE","2500","1.7","-6.3","0.0","0.0","36701399","0.0","4.8"
"Durham Smythe","MIA","NE","TE","2500","1.5","-6.4","0.0","0.0","36701375","0.0","4.8"
"AJ Barner","SEA","ARI","TE","3200","2.9","-6.5","0.8","0.3","36701255","0.0","7.3"
"Ryan Miller","TB","@NYG","WR","3200","2.9","-6.5","0.0","0.0","36700985","0.0","7.9"
"Kalif Raymond","DET","@IND","WR","3400","3.2","-6.6","0.0","0.0","36700971","0.0","9.0"
"Adonai Mitchell","IND","DET","WR","3900","4.1","-6.6","1.0","1.5","36700941","0.0","10.9"
"Luke McCaffrey","WAS","DAL","WR","3200","2.7","-6.7","0.0","0.0","36700987","0.0","7.4"
"Roschon Johnson","CHI","MIN","RB","4600","5.3","-6.8","0.3","0.1","36700689","0.9","12.1"
"Ben Sims","GB","SF","TE","2500","1.2","-6.8","0.0","0.0","36701309","0.0","3.9"
"John Metchie III","HOU","TEN","WR","4400","5.0","-6.8","0.0","0.0","36700921","0.4","11.5"
"Dylan Laube","LV","DEN","RB","4000","4.2","-6.8","0.0","0.0","36700753","0.4","10.2"
"Drew Ogletree","IND","DET","TE","2500","1.1","-6.9","0.0","0.0","36701385","0.0","3.7"
"John Bates","WAS","DAL","TE","2500","1.1","-6.9","0.0","0.0","36701335","0.0","3.7"
"Samaje Perine","KC","@CAR","RB","4300","4.6","-7.0","0.0","0.0","36700707","0.5","10.4"
"Peyton Hendershot","KC","@CAR","TE","2500","1.0","-7.0","0.0","0.0","36701441","0.0","3.4"
"Jonathon Brooks","CAR","KC","RB","4800","5.4","-7.1","0.3","0.1","36700681","0.9","12.3"
"Rakim Jarrett","TB","@NYG","WR","3100","2.1","-7.1","0.0","0.0","36700997","0.0","6.3"
"Gerald Everett","CHI","MIN","TE","2500","0.8","-7.2","0.0","0.0","36701423","0.0","2.7"
"Ricky Pearsall","SF","@GB","WR","4700","5.1","-7.2","0.3","0.1","36700907","0.5","12.2"
"Emari Demercado","ARI","@SEA","RB","4100","3.8","-7.3","0.0","0.0","36700719","0.2","9.4"
"Trey Benson","ARI","@SEA","RB","4500","4.6","-7.3","0.0","0.0","36700693","0.4","11.8"
"Audric Estime","DEN","@LV","RB","4700","5.0","-7.3","0.0","0.0","36700683","0.6","12.4"
"Nate Adkins","DEN","@LV","TE","2600","0.9","-7.3","0.0","0.0","36701275","0.0","3.1"
"Bo Melton","GB","SF","WR","3000","1.6","-7.3","0.0","0.0","36701039","0.0","5.7"
"Pharaoh Brown","SEA","ARI","TE","2500","0.6","-7.3","0.0","0.0","36701287","0.0","2.5"
"Brock Wright","DET","@IND","TE","3300","2.2","-7.4","0.0","0.0","36701253","0.0","6.1"
"Ashton Dulin","IND","DET","WR","3000","1.5","-7.4","0.0","0.0","36701131","0.0","5.9"
"Ben Sinnott","WAS","DAL","TE","2500","0.6","-7.4","0.0","0.0","36701337","0.0","2.0"
"Eric Saubert","SF","@GB","TE","2500","0.5","-7.5","0.0","0.0","36701301","0.0","1.8"
"Ezekiel Elliott","DAL","@WAS","RB","4600","4.5","-7.6","0.0","0.0","36700691","0.5","10.9"
"Jaylen Wright","MIA","NE","RB","4500","4.4","-7.6","0.0","0.0","36700697","0.3","11.6"
"Nick Muse","MIN","@CHI","TE","2500","0.4","-7.6","0.0","0.0","36701415","0.0","1.6"
"Ja'Lynn Polk","NE","@MIA","WR","3100","1.5","-7.6","0.0","0.0","36700995","0.0","5.1"
"Zay Jones","ARI","@SEA","WR","3200","1.7","-7.7","0.0","0.0","36700981","0.0","5.3"
"Tip Reiman","ARI","@SEA","TE","2500","0.3","-7.7","0.0","0.0","36701295","0.0","1.0"
"Princeton Fant","DAL","@WAS","TE","2500","0.3","-7.7","0.0","0.0","36701351","0.0","1.0"
"Shane Zylstra","DET","@IND","TE","2500","0.3","-7.7","0.0","0.0","36701393","0.0","1.3"
"Justin Shorter","LV","DEN","TE","2500","0.3","-7.7","0.0","0.0","36701281","0.0","1.0"
"Daniel Bellinger","NYG","TB","TE","2500","0.3","-7.7","0.0","0.0","36701365","0.0","1.0"
"Chris Manhertz","NYG","TB","TE","2500","0.3","-7.7","0.0","0.0","36701363","0.0","1.0"
"Payne Durham","TB","@NYG","TE","2500","0.3","-7.7","0.0","0.0","36701353","0.0","1.1"
"Feleipe Franks","CAR","KC","TE","2500","0.1","-7.8","0.0","0.0","36701435","0.0","0.5"
"Marcedes Lewis","CHI","MIN","TE","2500","0.1","-7.8","0.0","0.0","36701425","0.0","0.5"
"John FitzPatrick","GB","SF","TE","2500","0.1","-7.8","0.0","0.0","36701311","0.0","0.5"
"Teagan Quitoriano","HOU","TEN","TE","2500","0.2","-7.8","0.0","0.0","36701407","0.0","0.6"
"JuJu Smith-Schuster","KC","@CAR","WR","4300","3.8","-7.8","0.0","0.0","36700923","0.0","9.3"
"Jaheim Bell","NE","@MIA","TE","2500","0.1","-7.8","0.0","0.0","36701369","0.0","0.6"
"Tyler Mabry","SEA","ARI","TE","2500","0.2","-7.8","0.0","0.0","36701291","0.0","0.6"
"Ko Kieft","TB","@NYG","TE","2500","0.2","-7.8","0.0","0.0","36701355","0.0","0.5"
"Julius Chestnut","TEN","@HOU","RB","4000","3.1","-7.9","0.0","0.0","36700733","0.1","8.0"
"Xavier Hutchinson","HOU","TEN","WR","3200","1.3","-8.0","0.0","0.0","36700989","0.0","4.5"
"Trent Sherfield Sr.","MIN","@CHI","WR","3000","1.0","-8.0","0.0","0.0","36701171","0.0","3.7"
"Brandon Powell","MIN","@CHI","WR","3000","1.0","-8.0","0.0","0.0","36701173","0.0","3.5"
"Jake Bobo","SEA","ARI","WR","3000","0.9","-8.0","0.0","0.0","36701005","0.0","3.5"
"Robert Woods","HOU","TEN","WR","3400","1.6","-8.1","0.0","0.0","36700967","0.0","5.1"
"Carson Steele","KC","@CAR","RB","4000","2.6","-8.3","0.0","0.0","36700831","0.0","7.2"
"Ramel Keyton","LV","DEN","WR","3000","0.6","-8.3","0.0","0.0","36701049","0.0","2.4"
"Raheem Mostert","MIA","NE","RB","5000","4.6","-8.3","0.0","0.0","36700673","0.3","11.4"
"Deven Thompkins","CAR","KC","WR","3000","0.6","-8.4","0.0","0.0","36701201","0.0","2.5"
"Malik Heath","GB","SF","WR","3000","0.6","-8.4","0.0","0.0","36701041","0.0","2.2"
"Devin Singletary","NYG","TB","RB","4900","4.3","-8.4","0.0","0.0","36700675","0.5","10.6"
"Jonathan Mingo","DAL","@WAS","WR","3700","1.9","-8.5","0.0","0.0","36700947","0.0","5.6"
"JaMycal Hasty","NE","@MIA","RB","4000","2.5","-8.5","0.0","0.0","36700839","0.0","6.9"
"Laviska Shenault Jr.","SEA","ARI","WR","3000","0.4","-8.6","0.0","0.0","36701009","0.0","1.6"
"DeAndre Carter","CHI","MIN","WR","3000","0.3","-8.7","0.0","0.0","36701185","0.0","0.9"
"Jaleel McLaughlin","DEN","@LV","RB","4500","3.2","-8.7","0.0","0.0","36700695","0.1","8.8"
"Allen Robinson II","DET","@IND","WR","3000","0.3","-8.7","0.0","0.0","36701003","0.0","1.1"
"Terrace Marshall Jr.","LV","DEN","WR","3000","0.2","-8.7","0.0","0.0","36701051","0.0","1.0"
"Ihmir Smith-Marsette","NYG","TB","WR","3000","0.2","-8.7","0.0","0.0","36701097","0.0","0.9"
"Cody White","SEA","ARI","WR","3000","0.3","-8.7","0.0","0.0","36701013","0.0","1.2"
"Jha'Quan Jackson","TEN","@HOU","WR","3000","0.3","-8.7","0.0","0.0","36701149","0.0","1.3"
"Bryce Oliver","TEN","@HOU","WR","3000","0.2","-8.7","0.0","0.0","36701151","0.0","0.9"
"Zach Pascal","ARI","@SEA","WR","3000","0.1","-8.8","0.0","0.0","36701019","0.0","0.5"
"Tyler Scott","CHI","MIN","WR","3000","0.1","-8.8","0.0","0.0","36701183","0.0","0.5"
"Sincere McCormick","LV","DEN","RB","4000","2.1","-8.8","0.0","0.0","36700755","0.0","6.1"
"River Cracraft","MIA","NE","WR","3000","0.2","-8.8","0.0","0.0","36701115","0.0","0.6"
"Javon Baker","NE","@MIA","WR","3000","0.1","-8.8","0.0","0.0","36701105","0.0","0.5"
"Chris Conley","SF","@GB","WR","3000","0.1","-8.8","0.0","0.0","36701025","0.0","0.5"
"Dare Ogunbowale","HOU","TEN","RB","4200","2.4","-8.9","0.0","0.0","36700713","0.0","6.6"
"Jalin Hyatt","NYG","TB","WR","3300","0.7","-8.9","0.0","0.0","36700973","0.0","2.7"
"Alec Ingold","MIA","NE","RB","4000","2.0","-9.0","0.0","0.0","36700789","0.0","5.5"
"Kyle Juszczyk","SF","@GB","RB","4000","1.9","-9.0","0.0","0.0","36700745","0.0","5.3"
"Emanuel Wilson","GB","SF","RB","4400","2.6","-9.1","0.0","0.0","36700699","0.0","7.7"
"Jeremy McNichols","WAS","DAL","RB","4100","2.1","-9.1","0.0","0.0","36700721","0.0","6.5"
"Hunter Luepke","DAL","@WAS","RB","4000","1.8","-9.2","0.0","0.0","36700771","0.0","4.9"
"Sean Tucker","TB","@NYG","RB","4600","2.7","-9.4","0.0","0.0","36700687","0.0","7.9"
"Trey Sermon","IND","DET","RB","4000","1.4","-9.5","0.0","0.0","36700835","0.0","4.4"
"Michael Burton","DEN","@LV","RB","4000","1.2","-9.7","0.0","0.0","36700759","0.0","3.9"
"Tyler Goodson","IND","DET","RB","4100","1.4","-9.8","0.0","0.0","36700717","0.0","4.2"
"Antonio Gibson","NE","@MIA","RB","4700","2.5","-9.8","0.0","0.0","36700685","0.0","6.8"
"Trey Palmer","TB","@NYG","WR","3800","0.6","-10.0","0.0","0.0","36700943","0.0","2.3"
"Isaac Guerendo","SF","@GB","RB","4000","0.7","-10.2","0.0","0.0","36700723","0.0","2.6"
"Raheem Blackshear","CAR","KC","RB","4000","0.5","-10.4","0.0","0.0","36700825","0.0","2.1"
"Craig Reynolds","DET","@IND","RB","4000","0.4","-10.5","0.0","0.0","36700795","0.0","1.7"
"Eric Gray","NYG","TB","RB","4000","0.5","-10.5","0.0","0.0","36700777","0.0","1.8"
"Ty Chandler","MIN","@CHI","RB","4000","0.3","-10.7","0.0","0.0","36700727","0.0","1.1"
