"Player","Team","Position","DK","FD","Std","Half","Full","DK Ceiling","FD Ceiling"
"Ka'imi Fairbairn","HOU","K","8.8","8.8","8.8","8.8","8.8","15.3","15.3"
"Tyler Allgeier","ATL","RB","9.0","8.2","7.4","8.0","8.7","19.8","18.8"
"Justin Tucker","BAL","K","8.7","8.7","8.7","8.7","8.7","14.7","14.7"
"Jauan Jennings","SF","WR","8.8","7.2","5.6","7.1","8.6","18.4","15.9"
"Zach Ertz","WAS","TE","8.7","6.9","5.1","6.9","8.6","16.9","14.1"
"Cairo Santos","CHI","K","8.6","8.6","8.6","8.6","8.6","15.0","15.0"
"Chase McLaughlin","TB","K","8.6","8.6","8.6","8.6","8.6","15.0","15.0"
"Justice Hill","BAL","RB","8.6","7.2","5.7","7.1","8.5","18.6","16.3"
"Rashod Bateman","BAL","WR","8.7","7.3","5.8","7.1","8.5","18.7","16.4"
"Brandon Aubrey","DAL","K","8.5","8.5","8.5","8.5","8.5","14.8","14.8"
"Chris Boswell","PIT","K","8.5","8.5","8.5","8.5","8.5","15.0","15.0"
"Matthew Wright","SF","K","8.5","8.5","8.5","8.5","8.5","14.5","14.5"
"LAC DST","LAC","DST","8.4","8.4","8.4","8.4","8.4","15.9","15.9"
"Younghoe Koo","ATL","K","8.4","8.4","8.4","8.4","8.4","14.5","14.5"
"Evan McPherson","CIN","K","8.4","8.4","8.4","8.4","8.4","14.6","14.6"
"Quentin Johnston","LAC","WR","8.4","7.0","5.4","6.8","8.3","17.8","15.4"
"Brayden Narveson","GB","K","8.2","8.2","8.2","8.2","8.2","14.2","14.2"
"Dalton Schultz","HOU","TE","8.1","6.5","4.8","6.4","8.1","16.0","13.3"
"Tyler Goodson","IND","RB","8.3","7.1","6.0","7.1","8.1","17.5","15.7"
"Braelon Allen","NYJ","RB","8.3","7.3","6.3","7.2","8.1","17.9","16.4"
"Pat Freiermuth","PIT","TE","8.1","6.4","4.6","6.3","8.0","15.7","13.0"
"PIT DST","PIT","DST","8.0","8.0","8.0","8.0","8.0","15.2","15.2"
"Cole Kmet","CHI","TE","7.9","6.3","4.6","6.3","7.9","15.8","13.1"
"Cam Little","JAX","K","7.9","7.9","7.9","7.9","7.9","14.0","14.0"
"Cameron Dicker","LAC","K","7.9","7.9","7.9","7.9","7.9","14.2","14.2"
"Greg Zuerlein","NYJ","K","7.9","7.9","7.9","7.9","7.9","14.2","14.2"
"Eddy Pineiro","CAR","K","7.8","7.8","7.8","7.8","7.8","14.0","14.0"
"Zach Charbonnet","SEA","RB","7.7","6.4","5.2","6.4","7.6","16.5","14.5"
"Josh Palmer","LAC","WR","7.6","6.2","4.6","6.1","7.5","16.0","13.5"
"Theo Johnson","NYG","TE","7.5","6.0","4.4","5.9","7.5","15.0","12.5"
"Tyler Conklin","NYJ","TE","7.5","5.8","4.1","5.8","7.5","14.7","12.0"
"BAL DST","BAL","DST","7.5","7.5","7.5","7.5","7.5","15.0","15.0"
"CIN DST","CIN","DST","7.5","7.5","7.5","7.5","7.5","14.8","14.8"
"TEN DST","TEN","DST","7.5","7.5","7.5","7.5","7.5","15.0","15.0"
"Tyler Bass","BUF","K","7.5","7.5","7.5","7.5","7.5","13.3","13.3"
"Dustin Hopkins","CLE","K","7.5","7.5","7.5","7.5","7.5","13.7","13.7"
"Jason Myers","SEA","K","7.5","7.5","7.5","7.5","7.5","13.4","13.4"
"Curtis Samuel","BUF","WR","7.5","6.1","4.7","6.0","7.4","16.3","14.0"
"Miles Sanders","CAR","RB","7.5","6.3","5.1","6.3","7.4","16.3","14.4"
"Greg Joseph","NYG","K","7.4","7.4","7.4","7.4","7.4","13.4","13.4"
"Austin Seibert","WAS","K","7.4","7.4","7.4","7.4","7.4","13.2","13.2"
"KaVontae Turpin","DAL","WR","7.4","6.2","4.9","6.1","7.3","16.7","14.7"
"Tank Bigsby","JAX","RB","7.6","7.3","6.8","7.0","7.3","17.5","17.0"
"Gabe Davis","JAX","WR","7.5","6.3","4.9","6.1","7.3","16.3","14.2"
"ATL DST","ATL","DST","7.3","7.3","7.3","7.3","7.3","14.7","14.7"
"Blake Grupe","NO","K","7.3","7.3","7.3","7.3","7.3","13.3","13.3"
"Jonathan Mingo","CAR","WR","7.3","6.0","4.5","5.9","7.2","15.8","13.6"
"Demario Douglas","NE","WR","7.3","5.8","4.2","5.7","7.2","15.0","12.5"
"BUF DST","BUF","DST","7.2","7.2","7.2","7.2","7.2","14.3","14.3"
"LV DST","LV","DST","7.2","7.2","7.2","7.2","7.2","14.2","14.2"
"TB DST","TB","DST","7.2","7.2","7.2","7.2","7.2","14.3","14.3"
"Matt Gay","IND","K","7.2","7.2","7.2","7.2","7.2","13.1","13.1"
"Daniel Carlson","LV","K","7.2","7.2","7.2","7.2","7.2","13.4","13.4"
"Greg Dortch","ARI","WR","7.1","5.7","4.2","5.6","7.1","15.3","12.9"
"David Njoku","CLE","TE","7.2","5.5","3.9","5.5","7.1","14.0","11.3"
"Emanuel Wilson","GB","RB","7.3","6.6","5.9","6.5","7.1","16.8","15.8"
"Jaylen Warren","PIT","RB","7.3","6.3","5.2","6.2","7.1","15.8","14.3"
"JAX DST","JAX","DST","7.1","7.1","7.1","7.1","7.1","14.3","14.3"
"SF DST","SF","DST","7.1","7.1","7.1","7.1","7.1","14.5","14.5"
"Alec Pierce","IND","WR","7.2","6.1","4.8","5.9","7.0","16.1","14.1"
"GB DST","GB","DST","7.0","7.0","7.0","7.0","7.0","14.1","14.1"
"Wil Lutz","DEN","K","7.0","7.0","7.0","7.0","7.0","13.1","13.1"
"Keon Coleman","BUF","WR","7.0","5.8","4.5","5.7","6.9","15.2","13.1"
"Ja'Lynn Polk","NE","WR","7.0","5.7","4.3","5.6","6.9","14.9","12.7"
"Mike Gesicki","CIN","TE","6.8","5.5","4.1","5.5","6.8","14.3","12.1"
"Hunter Henry","NE","TE","6.8","5.4","4.0","5.4","6.8","13.7","11.4"
"Noah Brown","WAS","WR","6.9","5.7","4.4","5.6","6.8","15.1","13.0"
"Mark Andrews","BAL","TE","6.8","5.7","4.5","5.6","6.7","14.6","12.7"
"IND DST","IND","DST","6.7","6.7","6.7","6.7","6.7","13.8","13.8"
"Christian Watson","GB","WR","6.6","5.6","4.4","5.5","6.6","13.3","11.6"
"DJ Turner","LV","WR","6.7","5.6","4.4","5.5","6.6","15.1","13.2"
"Mike Williams","NYJ","WR","6.7","5.5","4.2","5.4","6.6","14.4","12.4"
"Joey Slye","NE","K","6.6","6.6","6.6","6.6","6.6","12.4","12.4"
"NO DST","NO","DST","6.5","6.5","6.5","6.5","6.5","13.6","13.6"
"Chad Ryland","ARI","K","6.5","6.5","6.5","6.5","6.5","12.1","12.1"
"Isaiah Likely","BAL","TE","6.5","5.3","4.1","5.3","6.4","13.7","11.7"
"Jaleel McLaughlin","DEN","RB","6.6","5.6","4.7","5.6","6.4","14.3","12.8"
"DEN DST","DEN","DST","6.4","6.4","6.4","6.4","6.4","13.2","13.2"
"NYJ DST","NYJ","DST","6.4","6.4","6.4","6.4","6.4","13.5","13.5"
"Jeremy McNichols","WAS","RB","6.4","5.8","5.1","5.7","6.3","15.1","14.1"
"CHI DST","CHI","DST","6.3","6.3","6.3","6.3","6.3","13.4","13.4"
"Roschon Johnson","CHI","RB","6.3","5.5","4.8","5.5","6.2","14.4","13.3"
"Andrei Iosivas","CIN","WR","6.2","5.1","4.0","5.1","6.2","14.2","12.3"
"Tyler Boyd","TEN","WR","6.2","5.0","3.7","5.0","6.2","13.7","11.6"
"Mack Hollins","BUF","WR","6.2","5.1","4.0","5.0","6.1","13.9","12.0"
"NE DST","NE","DST","6.1","6.1","6.1","6.1","6.1","13.1","13.1"
"Ameer Abdullah","LV","RB","6.0","5.0","4.1","5.0","5.9","13.2","11.6"
"Jalin Hyatt","NYG","WR","6.0","5.1","4.1","5.0","5.9","14.1","12.5"
"Xavier Hutchinson","HOU","WR","5.8","4.7","3.6","4.7","5.8","13.1","11.3"
"NYG DST","NYG","DST","5.8","5.8","5.8","5.8","5.8","12.8","12.8"
"Lil'Jordan Humphrey","DEN","WR","5.8","4.6","3.4","4.6","5.7","12.6","10.5"
"DET DST","DET","DST","5.7","5.7","5.7","5.7","5.7","12.7","12.7"
"Eric Gray","NYG","RB","5.6","4.8","3.9","4.7","5.6","12.8","11.4"
"Noah Fant","SEA","TE","5.6","4.5","3.4","4.5","5.6","12.0","10.1"
"Juwan Johnson","NO","TE","5.6","4.4","3.3","4.4","5.5","11.9","10.0"
"Elijah Moore","CLE","WR","5.4","4.2","3.0","4.2","5.4","11.7","9.6"
"Hayden Hurst","LAC","TE","5.4","4.3","3.1","4.3","5.4","11.6","9.7"
"Chig Okonkwo","TEN","TE","5.4","4.3","3.3","4.3","5.4","11.7","9.8"
"Nelson Agholor","BAL","WR","5.3","4.4","3.4","4.3","5.2","12.4","10.8"
"Ja'Tavion Sanders","CAR","TE","5.2","4.1","3.0","4.1","5.2","11.2","9.2"
"Jalen McMillan","TB","WR","5.3","4.4","3.4","4.3","5.2","12.3","10.6"
"CLE DST","CLE","DST","5.2","5.2","5.2","5.2","5.2","11.9","11.9"
"SEA DST","SEA","DST","5.2","5.2","5.2","5.2","5.2","12.0","12.0"
"Ezekiel Elliott","DAL","RB","5.2","4.5","3.9","4.5","5.1","12.5","11.5"
"JaMycal Hasty","NE","RB","5.2","4.6","4.0","4.6","5.1","12.1","11.1"
"Sean Tucker","TB","RB","5.1","4.5","3.9","4.5","5.1","12.4","11.4"
"Erick All","CIN","TE","5.0","3.9","2.8","3.9","5.0","10.8","8.8"
"Tim Patrick","DET","WR","5.1","4.2","3.3","4.1","5.0","12.0","10.4"
"Adonai Mitchell","IND","WR","5.0","4.3","3.4","4.2","5.0","12.4","11.0"
"ARI DST","ARI","DST","5.0","5.0","5.0","5.0","5.0","11.8","11.8"
"D'Onta Foreman","CLE","RB","4.9","4.5","4.2","4.5","4.8","11.9","11.3"
"CAR DST","CAR","DST","4.8","4.8","4.8","4.8","4.8","11.4","11.4"
"Ty Johnson","BUF","RB","4.7","4.0","3.3","4.0","4.6","11.3","10.1"
"Van Jefferson","PIT","WR","4.6","3.8","2.9","3.7","4.6","10.9","9.3"
"Jamaal Williams","NO","RB","4.6","4.1","3.7","4.1","4.5","11.2","10.4"
"Luke McCaffrey","WAS","WR","4.4","3.5","2.7","3.5","4.4","10.3","8.7"
"WAS DST","WAS","DST","4.4","4.4","4.4","4.4","4.4","11.1","11.1"
"Troy Franklin","DEN","WR","4.3","3.5","2.6","3.5","4.3","10.3","8.6"
"Calvin Austin III","PIT","WR","4.3","3.5","2.6","3.5","4.3","10.1","8.6"
"DAL DST","DAL","DST","4.2","4.2","4.2","4.2","4.2","10.7","10.7"
"Jalen Brooks","DAL","WR","4.1","3.4","2.7","3.4","4.1","10.3","8.9"
"Austin Hooper","NE","TE","4.1","3.2","2.4","3.2","4.1","9.4","7.7"
"Harrison Bryant","LV","TE","4.0","3.2","2.3","3.1","4.0","9.2","7.6"
"Tyreik McAllister","LV","WR","3.9","3.2","2.6","3.2","3.8","10.0","8.8"
"Marquez Valdes-Scantling","BUF","WR","3.8","3.2","2.5","3.1","3.7","9.8","8.6"
"Hassan Haskins","LAC","RB","3.8","3.4","3.1","3.4","3.7","9.6","9.0"
"Olamide Zaccheaus","WAS","WR","3.8","3.1","2.4","3.1","3.7","9.7","8.3"
"Kyle Juszczyk","SF","RB","3.6","2.8","2.0","2.8","3.6","8.7","7.1"
"Hunter Luepke","DAL","RB","3.5","2.8","2.1","2.8","3.5","8.5","7.2"
"Dare Ogunbowale","HOU","RB","3.6","2.9","2.2","2.9","3.5","8.6","7.2"
"Jahan Dotson","PHI","WR","3.3","2.7","2.0","2.7","3.3","8.3","7.0"
"Will Dissly","LAC","TE","3.2","2.5","1.8","2.5","3.2","7.7","6.3"
"Kendrick Bourne","NE","WR","3.2","2.5","1.9","2.5","3.2","8.0","6.6"
"Emari Demercado","ARI","RB","3.1","2.6","2.1","2.6","3.1","8.0","7.1"
"Ray Davis","BUF","RB","3.2","2.9","2.7","2.9","3.1","8.6","8.1"
"Mo Alie-Cox","IND","TE","3.1","2.6","2.0","2.6","3.1","8.0","6.8"
"Josh Whyle","TEN","TE","3.1","2.5","1.9","2.5","3.1","7.9","6.7"
"K.J. Osborn","NE","WR","3.0","2.3","1.7","2.3","3.0","7.5","6.2"
"Mason Tipton","NO","WR","3.0","2.4","1.8","2.4","3.0","7.9","6.6"
"Kenneth Gainwell","PHI","RB","2.9","2.6","2.3","2.6","2.9","7.9","7.3"
"Dawson Knox","BUF","TE","2.8","2.3","1.7","2.3","2.8","7.4","6.2"
"Pierre Strong","CLE","RB","2.8","2.3","1.8","2.3","2.8","7.1","6.1"
"Jordan Akins","CLE","TE","2.9","2.2","1.6","2.2","2.8","7.0","5.6"
"Marvin Mims Jr.","DEN","WR","2.8","2.3","1.8","2.3","2.8","7.7","6.6"
"Dameon Pierce","HOU","RB","2.7","2.6","2.4","2.5","2.7","7.7","7.4"
"Treylon Burks","TEN","WR","2.7","2.2","1.8","2.2","2.7","7.9","6.9"
"Dyami Brown","WAS","WR","2.7","2.2","1.8","2.2","2.7","7.7","6.7"
"Lucas Krull","DEN","TE","2.6","2.0","1.5","2.0","2.6","6.6","5.4"
"Cade Stover","HOU","TE","2.6","2.1","1.6","2.1","2.6","6.9","5.7"
"Isaiah Hodgins","NYG","WR","2.6","2.1","1.6","2.1","2.6","7.2","6.1"
"Adam Trautman","DEN","TE","2.4","1.9","1.4","1.9","2.4","6.4","5.3"
"Foster Moreau","NO","TE","2.4","1.9","1.4","1.9","2.4","6.4","5.3"
"Isaac Guerendo","SF","RB","2.4","2.4","2.3","2.3","2.4","7.7","7.5"
"Ben Sims","GB","TE","2.3","1.8","1.4","1.8","2.3","6.3","5.3"
"Darnell Washington","PIT","TE","2.3","1.9","1.4","1.9","2.3","6.2","5.1"
"Charlie Kolar","BAL","TE","2.2","1.9","1.6","1.9","2.2","6.6","5.8"
"Gerald Everett","CHI","TE","2.2","1.7","1.3","1.7","2.2","6.0","4.9"
"Pharaoh Brown","SEA","TE","2.2","1.7","1.3","1.7","2.2","6.1","5.0"
"Elijah Higgins","ARI","TE","2.1","1.7","1.2","1.7","2.1","5.8","4.8"
"Kylen Granson","IND","TE","2.1","1.7","1.2","1.7","2.1","5.9","4.8"
"Jeremy Ruckert","NYJ","TE","2.1","1.7","1.2","1.7","2.1","5.7","4.6"
"Jalen Coker","CAR","WR","2.1","1.7","1.3","1.7","2.0","6.0","5.1"
"Kalif Raymond","DET","WR","2.0","1.7","1.3","1.7","2.0","6.2","5.3"
"Will Mallory","IND","TE","2.0","1.6","1.2","1.6","2.0","5.6","4.6"
"AJ Barner","SEA","TE","2.0","1.6","1.2","1.6","2.0","5.8","4.8"
"Trey Benson","ARI","RB","2.0","1.9","1.9","1.9","1.9","6.4","6.3"
"Nate Adkins","DEN","TE","1.9","1.5","1.0","1.5","1.9","5.3","4.2"
"Brock Wright","DET","TE","1.9","1.5","1.1","1.5","1.8","5.4","4.4"
"Malik Heath","GB","WR","1.8","1.5","1.1","1.5","1.8","5.6","4.8"
"Parker Washington","JAX","WR","1.8","1.4","1.1","1.4","1.8","5.3","4.4"
"Connor Heyward","PIT","TE","1.8","1.4","1.0","1.4","1.8","4.9","4.0"
"Devaughn Vele","DEN","WR","1.7","1.3","0.9","1.3","1.7","4.9","4.0"
"John Metchie III","HOU","WR","1.7","1.4","1.0","1.4","1.7","5.2","4.4"
"Ashton Dulin","IND","WR","1.7","1.5","1.3","1.5","1.7","6.0","5.4"
"Brenton Strange","JAX","TE","1.7","1.3","1.0","1.3","1.7","4.9","4.0"
"Sterling Shepard","TB","WR","1.7","1.3","1.0","1.3","1.7","5.2","4.3"
"Ian Thomas","CAR","TE","1.6","1.2","0.9","1.2","1.6","4.7","3.9"
"Luke Schoonmaker","DAL","TE","1.6","1.3","1.0","1.3","1.6","4.9","4.0"
"D'Ernest Johnson","JAX","RB","1.6","1.4","1.2","1.4","1.6","4.9","4.3"
"Kimani Vidal","LAC","RB","1.6","1.5","1.4","1.5","1.6","5.0","4.7"
"Kayshon Boutte","NE","WR","1.6","1.3","1.0","1.3","1.6","5.0","4.2"
"Drew Sample","CIN","TE","1.5","1.2","0.9","1.2","1.5","4.5","3.6"
"Bo Melton","GB","WR","1.5","1.3","1.1","1.3","1.5","5.4","4.8"
