"Player","Position","Team","Opp","DK Salary","DK Small","DK Medium","DK Large","FD Salary","FD Large"
"Foster Moreau","TE","NO","CAR","2500","0.0%","0.0%","0.0%","4400","0.0%"
"Josh Whyle","TE","TEN","CHI","2500","0.0%","0.0%","0.0%","4300","0.0%"
"Mo Alie-Cox","TE","IND","HOU","2500","0.0%","0.0%","0.0%","4600","0.0%"
"Will Mallory","TE","IND","HOU","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Drew Ogletree","TE","IND","HOU","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Harrison Bryant","TE","LV","LAC","2500","0.0%","0.0%","0.0%","4500","0.0%"
"Connor Heyward","TE","PIT","ATL","2500","0.0%","0.0%","0.0%","4500","0.0%"
"Stone Smartt","TE","LAC","LV","2500","0.0%","0.0%","0.0%","4100","0.0%"
"John Bates","TE","WAS","TB","2500","0.0%","0.0%","0.0%","4400","0.0%"
"Luke Farrell","TE","JAX","MIA","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Luke Schoonmaker","TE","DAL","CLE","2500","0.0%","0.0%","0.0%","4500","0.0%"
"Jordan Akins","TE","CLE","DAL","2500","0.0%","0.0%","0.0%","4500","0.0%"
"Nick Muse","TE","MIN","NYG","2500","0.0%","0.0%","0.0%","4000","0.0%"
"MyCole Pruitt","TE","PIT","ATL","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Brenton Strange","TE","JAX","MIA","2500","0.0%","0.0%","0.0%","4300","0.0%"
"Payne Durham","TE","TB","WAS","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Marcedes Lewis","TE","CHI","TEN","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Darnell Washington","TE","PIT","ATL","2500","0.0%","0.0%","0.0%","4400","0.0%"
"Quintin Morris","TE","BUF","ARI","2500","0.0%","0.0%","0.0%","4300","0.0%"
"Julian Hill","TE","MIA","JAX","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Nate Adkins","TE","DEN","SEA","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Ko Kieft","TE","TB","WAS","2500","0.0%","0.0%","0.0%","4300","0.0%"
"Charlie Woerner","TE","ATL","PIT","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Ross Dwelley","TE","ATL","PIT","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Nick Vannett","TE","TEN","CHI","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Chris Manhertz","TE","NYG","MIN","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Brevyn Spann-Ford","TE","DAL","CLE","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Tip Reiman","TE","ARI","BUF","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Erick All Jr.","TE","CIN","NE","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Cade Stover","TE","HOU","IND","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Jordan Matthews","TE","CAR","NO","2500","0.0%","0.0%","0.0%","4000","0.0%"
"AJ Barner","TE","SEA","DEN","2500","0.0%","0.0%","0.0%","4400","0.0%"
"Brady Russell","TE","SEA","DEN","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Panthers ","DST","CAR","NO","2400","3.3%","3.8%","4.1%","3200","4.3%"
"Cardinals ","DST","ARI","BUF","2400","0.4%","0.6%","0.7%","3000","3.9%"
