"Player","Position","Team","Opp","DK Salary","DK Small","DK Medium","DK Large","FD Salary","FD Large"
"Rhamondre Stevenson","RB","NE","@MIA","5900","4.1%","7.2%","9.2%","6400","22.0%"
"Jayden Reed","WR","GB","SF","5900","6.6%","6.9%","7.0%","7300","2.8%"
"Tua Tagovailoa","QB","MIA","NE","5800","9.1%","8.3%","7.8%","7700","4.6%"
"Tony Pollard","RB","TEN","@HOU","5800","10.1%","11.5%","12.4%","6500","22.9%"
"Travis Kelce","TE","KC","@CAR","5800","22.2%","20.9%","20.1%","7200","12.8%"
"Courtland Sutton","WR","DEN","@LV","5800","30.6%","27.8%","26.0%","7100","17.9%"
"Geno Smith","QB","SEA","ARI","5700","15.7%","14.7%","14.0%","7400","12.7%"
"Kareem Hunt","RB","KC","@CAR","5700","44.7%","39.0%","35.2%","7500","28.5%"
"Calvin Ridley","WR","TEN","@HOU","5700","24.5%","22.7%","21.5%","6300","26.9%"
"Anthony Richardson","QB","IND","DET","5600","22.4%","19.2%","17.1%","7500","13.3%"
"Brian Robinson Jr.","RB","WAS","DAL","5600","35.1%","30.8%","28.0%","7900","7.5%"
"Austin Ekeler","RB","WAS","DAL","5600","0.3%","0.4%","0.5%","6600","0.5%"
"Trey McBride","TE","ARI","@SEA","5600","9.8%","10.6%","11.1%","6700","11.8%"
"Jauan Jennings","WR","SF","@GB","5600","8.6%","7.3%","6.5%","6700","5.2%"
"Drake Maye","QB","NE","@MIA","5500","1.9%","2.9%","3.5%","6900","4.2%"
"Rico Dowdle","RB","DAL","@WAS","5500","3.3%","5.1%","6.3%","6300","11.1%"
"Cade Otton","TE","TB","@NYG","5500","4.3%","5.2%","5.8%","6600","5.0%"
"DJ Moore","WR","CHI","MIN","5500","6.6%","7.6%","8.3%","6000","17.4%"
"Rachaad White","RB","TB","@NYG","5400","1.0%","1.9%","2.5%","6900","1.2%"
"DeAndre Hopkins","WR","KC","@CAR","5400","3.7%","5.3%","6.3%","6500","5.5%"
"Bucky Irving","RB","TB","@NYG","5300","6.7%","8.1%","9.0%","6800","2.9%"
"Michael Pittman Jr.","WR","IND","DET","5300","8.5%","7.7%","7.1%","5700","16.8%"
"Jaylen Waddle","WR","MIA","NE","5300","2.1%","2.5%","2.8%","5900","7.0%"
"Javonte Williams","RB","DEN","@LV","5200","0.9%","1.9%","2.5%","6200","3.2%"
"Christian Watson","WR","GB","SF","5200","1.8%","1.8%","1.8%","6100","2.5%"
"Wan'Dale Robinson","WR","NYG","TB","5200","0.3%","0.5%","0.7%","5700","3.5%"
"Caleb Williams","QB","CHI","MIN","5100","1.1%","1.7%","2.0%","7000","0.7%"
"Jakobi Meyers","WR","LV","DEN","5100","31.8%","28.1%","25.6%","6400","21.7%"
"Jordan Addison","WR","MIN","@CHI","5100","0.3%","0.4%","0.5%","6200","0.5%"
"Cooper Rush","QB","DAL","@WAS","5000","0.3%","0.4%","0.5%","6400","0.5%"
"Raheem Mostert","RB","MIA","NE","5000","0.0%","0.0%","0.0%","6000","0.3%"
"Jordan Mason","RB","SF","@GB","5000","0.0%","0.0%","0.0%","5100","0.0%"
"Xavier Worthy","WR","KC","@CAR","5000","0.3%","0.4%","0.5%","6600","0.5%"
"Xavier Legette","WR","CAR","KC","5000","0.3%","0.4%","0.5%","5800","1.5%"
"Will Levis","QB","TEN","@HOU","4900","0.5%","1.0%","1.3%","6700","0.8%"
"Devin Singletary","RB","NYG","TB","4900","0.0%","0.0%","0.0%","5200","0.0%"
"Dameon Pierce","RB","HOU","TEN","4900","0.0%","0.0%","0.0%","5400","0.0%"
"Keenan Allen","WR","CHI","MIN","4900","5.2%","5.6%","5.8%","5900","6.4%"
"Alec Pierce","WR","IND","DET","4900","1.5%","1.2%","1.0%","5700","0.8%"
"Gardner Minshew II","QB","LV","DEN","4800","0.3%","0.5%","0.7%","6500","0.6%"
"Desmond Ridder","QB","LV","DEN","4800","0.0%","0.0%","0.0%","6000","0.0%"
"Jonathon Brooks","RB","CAR","KC","4800","0.1%","0.2%","0.3%","5500","0.3%"
"Rome Odunze","WR","CHI","MIN","4800","6.8%","6.7%","6.6%","5400","16.7%"
"Tyler Lockett","WR","SEA","ARI","4800","1.7%","2.3%","2.7%","5800","3.5%"
"Antonio Gibson","RB","NE","@MIA","4700","0.0%","0.0%","0.0%","5000","0.0%"
"Audric Estime","RB","DEN","@LV","4700","0.0%","0.0%","0.0%","5600","0.3%"
"Adam Thielen","WR","CAR","KC","4700","0.2%","0.3%","0.3%","4900","6.4%"
"Ricky Pearsall","WR","SF","@GB","4700","0.1%","0.2%","0.3%","5600","0.3%"
"Bryce Young","QB","CAR","KC","4600","0.3%","0.4%","0.5%","6600","0.5%"
"Roschon Johnson","RB","CHI","MIN","4600","0.1%","0.2%","0.3%","6100","0.3%"
"Sean Tucker","RB","TB","@NYG","4600","0.0%","0.0%","0.0%","4800","0.0%"
"Ezekiel Elliott","RB","DAL","@WAS","4600","0.0%","0.0%","0.0%","5800","0.3%"
"Romeo Doubs","WR","GB","SF","4600","10.3%","9.7%","9.2%","5600","13.9%"
"Darius Slayton","WR","NYG","TB","4600","0.1%","0.3%","0.5%","5300","1.3%"
"Trey Lance","QB","DAL","@WAS","4500","0.0%","0.0%","0.0%","6300","0.0%"
"Jaleel McLaughlin","RB","DEN","@LV","4500","0.0%","0.0%","0.0%","4900","0.0%"
"Trey Benson","RB","ARI","@SEA","4500","0.0%","0.0%","0.0%","5200","0.3%"
"Jaylen Wright","RB","MIA","NE","4500","0.0%","0.0%","0.0%","4700","0.3%"
"DeMario Douglas","WR","NE","@MIA","4500","6.6%","7.3%","7.8%","5400","9.9%"
"Cam Akers","RB","MIN","@CHI","4400","0.1%","0.2%","0.3%","5900","0.5%"
"Emanuel Wilson","RB","GB","SF","4400","0.0%","0.0%","0.0%","5300","0.0%"
"Michael Wilson","WR","ARI","@SEA","4400","0.3%","0.4%","0.5%","5200","2.3%"
"John Metchie III","WR","HOU","TEN","4400","0.0%","0.0%","0.0%","5500","0.3%"
"Ameer Abdullah","RB","LV","DEN","4300","6.9%","6.8%","6.7%","5000","11.7%"
"Zach Charbonnet","RB","SEA","ARI","4300","0.1%","0.2%","0.3%","5300","0.3%"
"Samaje Perine","RB","KC","@CAR","4300","0.0%","0.0%","0.0%","4700","0.0%"
"Sam LaPorta","TE","DET","@IND","4300","9.1%","8.7%","8.5%","5800","3.7%"
"Dontayvion Wicks","WR","GB","SF","4300","0.1%","0.2%","0.3%","4800","0.5%"
"JuJu Smith-Schuster","WR","KC","@CAR","4300","0.0%","0.0%","0.0%","5000","0.0%"
"Dare Ogunbowale","RB","HOU","TEN","4200","0.0%","0.0%","0.0%","5100","0.0%"
"T.J. Hockenson","TE","MIN","@CHI","4200","4.9%","5.4%","5.7%","6000","1.6%"
"Noah Brown","WR","WAS","DAL","4200","7.0%","6.6%","6.3%","5400","6.4%"
"Sterling Shepard","WR","TB","@NYG","4200","0.1%","0.2%","0.3%","5600","0.3%"
"Emari Demercado","RB","ARI","@SEA","4100","0.0%","0.0%","0.0%","4900","0.0%"
"Jeremy McNichols","RB","WAS","DAL","4100","0.0%","0.0%","0.0%","4800","0.0%"
"Tyler Goodson","RB","IND","DET","4100","0.0%","0.0%","0.0%","4800","0.0%"
"Jonnu Smith","TE","MIA","NE","4100","12.0%","12.7%","13.1%","5600","13.5%"
"Nick Westbrook-Ikhine","WR","TEN","@HOU","4100","1.8%","2.6%","3.1%","5500","1.0%"
"Jalen Tolbert","WR","DAL","@WAS","4100","0.1%","0.2%","0.3%","5300","0.4%"
"Tommy DeVito","QB","NYG","TB","4000","6.9%","6.6%","6.3%","6000","2.6%"
"Brandon Allen","QB","SF","@GB","4000","6.7%","5.8%","5.2%","6000","3.5%"
"Dylan Laube","RB","LV","DEN","4000","0.0%","0.0%","0.0%","4000","1.3%"
"Trey Sermon","RB","IND","DET","4000","0.0%","0.0%","0.0%","4800","0.0%"
"Isaac Guerendo","RB","SF","@GB","4000","0.0%","0.0%","0.0%","4600","0.0%"
"Kyle Juszczyk","RB","SF","@GB","4000","0.0%","0.0%","0.0%","4300","0.0%"
"Ty Chandler","RB","MIN","@CHI","4000","0.0%","0.0%","0.0%","5000","0.0%"
"Alec Ingold","RB","MIA","NE","4000","0.0%","0.0%","0.0%","4100","0.0%"
"JaMycal Hasty","RB","NE","@MIA","4000","0.0%","0.0%","0.0%","4400","0.0%"
"Hunter Luepke","RB","DAL","@WAS","4000","0.0%","0.0%","0.0%","4500","0.0%"
"Carson Steele","RB","KC","@CAR","4000","0.0%","0.0%","0.0%","4400","0.0%"
"Chris Brooks","RB","GB","SF","4000","0.0%","0.0%","0.0%","4800","0.0%"
"Eric Gray","RB","NYG","TB","4000","0.0%","0.0%","0.0%","4300","0.0%"
"C.J. Ham","RB","MIN","@CHI","4000","0.0%","0.0%","0.0%","4100","0.0%"
"Julius Chestnut","RB","TEN","@HOU","4000","0.0%","0.0%","0.0%","4200","0.0%"
"Michael Burton","RB","DEN","@LV","4000","0.0%","0.0%","0.0%","4300","0.0%"
"Craig Reynolds","RB","DET","@IND","4000","0.0%","0.0%","0.0%","4600","0.0%"
"Sione Vaki","RB","DET","@IND","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Travis Homer","RB","CHI","MIN","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Kenny McIntosh","RB","SEA","ARI","4000","0.0%","0.0%","0.0%","4100","0.0%"
"Raheem Blackshear","RB","CAR","KC","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Sincere McCormick","RB","LV","DEN","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Hunter Henry","TE","NE","@MIA","4000","20.3%","18.8%","17.8%","5200","21.6%"
"Tre Tucker","WR","LV","DEN","4000","3.4%","3.8%","4.1%","5200","3.7%"
"Jalen McMillan","WR","TB","@NYG","4000","0.1%","0.2%","0.3%","5300","0.3%"
"Chiefs ","DST","KC","@CAR","3900","0.9%","1.6%","2.0%","4900","1.2%"
"Tucker Kraft","TE","GB","SF","3900","0.6%","1.6%","2.3%","5400","3.4%"
"Devaughn Vele","WR","DEN","@LV","3900","13.6%","12.1%","11.1%","5500","4.1%"
"Adonai Mitchell","WR","IND","DET","3900","1.5%","1.2%","1.0%","5100","0.0%"
"Zach Ertz","TE","WAS","DAL","3800","5.9%","6.1%","6.2%","5300","5.5%"
"DJ Turner","WR","LV","DEN","3800","0.0%","0.0%","0.0%","5000","0.0%"
"Trey Palmer","WR","TB","@NYG","3800","0.0%","0.0%","0.0%","5100","0.0%"
"Lions ","DST","DET","@IND","3700","1.3%","1.4%","1.5%","4600","0.5%"
"Noah Fant","TE","SEA","ARI","3700","0.1%","0.2%","0.3%","5000","0.3%"
"Jalen Coker","WR","CAR","KC","3700","0.1%","0.2%","0.3%","5300","0.3%"
"Jonathan Mingo","WR","DAL","@WAS","3700","0.0%","0.0%","0.0%","4700","0.0%"
"Texans ","DST","HOU","TEN","3600","7.9%","7.3%","6.8%","4700","8.7%"
"Cole Kmet","TE","CHI","MIN","3600","0.1%","0.3%","0.5%","5100","0.3%"
"Kendrick Bourne","WR","NE","@MIA","3600","0.1%","0.2%","0.3%","5200","0.3%"
"Jalen Nailor","WR","MIN","@CHI","3600","0.0%","0.0%","0.0%","5000","0.0%"
"Greg Dortch","WR","ARI","@SEA","3600","0.0%","0.0%","0.0%","4900","0.0%"
"Commanders ","DST","WAS","DAL","3500","3.8%","5.1%","6.0%","5000","2.1%"
"Dalton Schultz","TE","HOU","TEN","3500","2.9%","3.7%","4.2%","5500","0.5%"
"Kayshon Boutte","WR","NE","@MIA","3500","9.7%","10.3%","10.7%","5100","7.3%"
"Tyler Boyd","WR","TEN","@HOU","3500","0.1%","0.2%","0.3%","4800","0.3%"
"Troy Franklin","WR","DEN","@LV","3500","0.0%","0.0%","0.1%","5400","0.0%"
"Justin Watson","WR","KC","@CAR","3500","0.0%","0.0%","0.0%","4900","0.0%"
"Vikings ","DST","MIN","@CHI","3400","8.2%","8.7%","9.0%","4800","4.9%"
"Ja'Tavion Sanders","TE","CAR","KC","3400","0.1%","0.2%","0.3%","4900","0.6%"
"Lil'Jordan Humphrey","WR","DEN","@LV","3400","0.1%","0.3%","0.3%","5000","0.3%"
"Tim Patrick","WR","DET","@IND","3400","0.1%","0.2%","0.3%","4900","0.3%"
"Kalif Raymond","WR","DET","@IND","3400","0.0%","0.0%","0.0%","4700","0.0%"
"Robert Woods","WR","HOU","TEN","3400","0.0%","0.0%","0.0%","4800","0.0%"
"Buccaneers ","DST","TB","@NYG","3300","18.3%","16.0%","14.4%","4400","15.7%"
"Brock Wright","TE","DET","@IND","3300","0.0%","0.0%","0.0%","5100","0.0%"
"KaVontae Turpin","WR","DAL","@WAS","3300","0.6%","0.5%","0.4%","4700","0.2%"
"Olamide Zaccheaus","WR","WAS","DAL","3300","0.0%","0.0%","0.0%","4900","0.0%"
"Odell Beckham Jr.","WR","MIA","NE","3300","0.0%","0.0%","0.0%","4800","0.0%"
"Jalin Hyatt","WR","NYG","TB","3300","0.0%","0.0%","0.0%","4700","0.0%"
"Broncos ","DST","DEN","@LV","3200","12.3%","11.7%","11.3%","5100","0.6%"
"AJ Barner","TE","SEA","ARI","3200","0.3%","0.6%","0.8%","4900","1.1%"
"Marvin Mims Jr.","WR","DEN","@LV","3200","0.1%","0.2%","0.3%","5100","0.3%"
"David Moore","WR","CAR","KC","3200","0.1%","0.2%","0.3%","4500","0.3%"
"Ryan Miller","WR","TB","@NYG","3200","0.0%","0.0%","0.0%","4400","0.0%"
"Luke McCaffrey","WR","WAS","DAL","3200","0.0%","0.0%","0.0%","4600","0.0%"
"Xavier Hutchinson","WR","HOU","TEN","3200","0.0%","0.0%","0.0%","4900","0.0%"
"Zay Jones","WR","ARI","@SEA","3200","0.0%","0.0%","0.0%","4300","0.0%"
"Dolphins ","DST","MIA","NE","3100","14.1%","13.4%","12.9%","4500","7.2%"
"Noah Gray","TE","KC","@CAR","3100","0.1%","0.2%","0.3%","5000","0.3%"
"Malik Washington","WR","MIA","NE","3100","0.0%","0.0%","0.0%","4600","0.0%"
"Rakim Jarrett","WR","TB","@NYG","3100","0.0%","0.0%","0.0%","4800","0.0%"
"Mecole Hardman","WR","KC","@CAR","3100","0.0%","0.0%","0.0%","4700","0.0%"
"Dyami Brown","WR","WAS","DAL","3100","0.0%","0.0%","0.0%","4600","0.0%"
"Ja'Lynn Polk","WR","NE","@MIA","3100","0.0%","0.0%","0.0%","4600","0.0%"
"49ers ","DST","SF","@GB","3000","0.1%","0.2%","0.3%","4300","0.3%"
"Austin Hooper","TE","NE","@MIA","3000","0.1%","0.2%","0.3%","4900","0.3%"
"Ryan Flournoy","WR","DAL","@WAS","3000","0.0%","0.0%","0.1%","4100","0.3%"
"Cody White","WR","SEA","ARI","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Bryce Oliver","WR","TEN","@HOU","3000","0.0%","0.0%","0.0%","4500","0.0%"
"Trent Sherfield Sr.","WR","MIN","@CHI","3000","0.0%","0.0%","0.0%","4400","0.0%"
"Ashton Dulin","WR","IND","DET","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Jake Bobo","WR","SEA","ARI","3000","0.0%","0.0%","0.0%","4400","0.0%"
"DeAndre Carter","WR","CHI","MIN","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Bo Melton","WR","GB","SF","3000","0.0%","0.0%","0.0%","4400","0.0%"
"Laviska Shenault Jr.","WR","SEA","ARI","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Brandon Powell","WR","MIN","@CHI","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Ramel Keyton","WR","LV","DEN","3000","0.0%","0.0%","0.0%","4300","0.0%"
"Malik Heath","WR","GB","SF","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Allen Robinson II","WR","DET","@IND","3000","0.0%","0.0%","0.0%","4300","0.0%"
"Chris Conley","WR","SF","@GB","3000","0.0%","0.0%","0.0%","4300","0.0%"
"Jha'Quan Jackson","WR","TEN","@HOU","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Tyler Scott","WR","CHI","MIN","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Javon Baker","WR","NE","@MIA","3000","0.0%","0.0%","0.0%","4000","0.0%"
"River Cracraft","WR","MIA","NE","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Ihmir Smith-Marsette","WR","NYG","TB","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Terrace Marshall Jr.","WR","LV","DEN","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Zach Pascal","WR","ARI","@SEA","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Deven Thompkins","WR","CAR","KC","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Seahawks ","DST","SEA","ARI","2900","0.1%","0.2%","0.3%","3800","1.6%"
"Theo Johnson","TE","NYG","TB","2900","0.7%","1.2%","1.5%","4800","0.3%"
"Packers ","DST","GB","SF","2800","10.0%","10.5%","10.9%","4000","10.8%"
"Chig Okonkwo","TE","TEN","@HOU","2800","0.1%","0.5%","0.7%","4700","0.3%"
"Elijah Higgins","TE","ARI","@SEA","2800","0.0%","0.0%","0.0%","4600","0.0%"
"Patriots ","DST","NE","@MIA","2700","0.0%","0.1%","0.1%","3700","0.3%"
"Michael Mayer","TE","LV","DEN","2700","0.0%","0.0%","0.0%","4300","0.0%"
"Adam Trautman","TE","DEN","@LV","2700","0.0%","0.0%","0.0%","4600","0.0%"
"Cardinals ","DST","ARI","@SEA","2600","1.9%","2.4%","2.7%","3600","5.0%"
"Tommy Tremble","TE","CAR","KC","2600","0.0%","0.0%","0.0%","4000","0.2%"
"Nate Adkins","TE","DEN","@LV","2600","0.0%","0.0%","0.0%","4700","0.0%"
"Bears ","DST","CHI","MIN","2500","13.5%","12.2%","11.3%","3900","6.2%"
"Raiders ","DST","LV","DEN","2500","0.4%","0.7%","1.0%","3200","9.5%"
"Luke Schoonmaker","TE","DAL","@WAS","2500","11.6%","10.9%","10.5%","4500","4.3%"
"Brevyn Spann-Ford","TE","DAL","@WAS","2500","0.0%","0.0%","0.1%","4100","0.1%"
"Johnny Mundt","TE","MIN","@CHI","2500","0.0%","0.0%","0.0%","4300","0.0%"
"Nick Vannett","TE","TEN","@HOU","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Josh Whyle","TE","TEN","@HOU","2500","0.0%","0.0%","0.0%","4200","0.1%"
"Lucas Krull","TE","DEN","@LV","2500","0.0%","0.0%","0.0%","4300","0.0%"
"Mo Alie-Cox","TE","IND","DET","2500","0.0%","0.0%","0.0%","4400","0.0%"
"Drew Ogletree","TE","IND","DET","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Julian Hill","TE","MIA","NE","2500","0.0%","0.0%","0.0%","4300","0.0%"
"Cade Stover","TE","HOU","TEN","2500","0.0%","0.0%","0.0%","4800","0.0%"
"Kylen Granson","TE","IND","DET","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Peyton Hendershot","TE","KC","@CAR","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Eric Saubert","TE","SF","@GB","2500","0.0%","0.0%","0.0%","4500","0.0%"
"Gerald Everett","TE","CHI","MIN","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Ben Sinnott","TE","WAS","DAL","2500","0.0%","0.0%","0.0%","4100","0.0%"
"John Bates","TE","WAS","DAL","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Durham Smythe","TE","MIA","NE","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Chris Manhertz","TE","NYG","TB","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Ben Sims","TE","GB","SF","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Shane Zylstra","TE","DET","@IND","2500","0.0%","0.0%","0.0%","4500","0.0%"
"Daniel Bellinger","TE","NYG","TB","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Pharaoh Brown","TE","SEA","ARI","2500","0.0%","0.0%","0.0%","4300","0.0%"
"Tip Reiman","TE","ARI","@SEA","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Payne Durham","TE","TB","@NYG","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Marcedes Lewis","TE","CHI","MIN","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Jaheim Bell","TE","NE","@MIA","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Feleipe Franks","TE","CAR","KC","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Nick Muse","TE","MIN","@CHI","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Teagan Quitoriano","TE","HOU","TEN","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Ko Kieft","TE","TB","@NYG","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Princeton Fant","TE","DAL","@WAS","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Justin Shorter","TE","LV","DEN","2500","0.0%","0.0%","0.0%","4000","0.0%"
"John FitzPatrick","TE","GB","SF","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Tyler Mabry","TE","SEA","ARI","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Giants ","DST","NYG","TB","2400","3.0%","3.7%","4.1%","3300","12.9%"
"Cowboys ","DST","DAL","@WAS","2400","0.1%","0.2%","0.3%","3400","1.7%"
"Titans ","DST","TEN","@HOU","2300","3.6%","4.0%","4.2%","3500","4.5%"
"Colts ","DST","IND","DET","2300","0.0%","0.0%","0.1%","3100","0.7%"
"Panthers ","DST","CAR","KC","2200","0.7%","0.7%","0.7%","3000","4.8%"
