"Player","Position","Team","Opponent","Completions","Attempts","Pass Yards","Pass TDs","Pass INTs","Carries","Rush Yards","Rush TDs","Receptions","Receiving Yards","Receiving TDs"
"Hassan Haskins","RB","LAC","@KC",,"0.0",,,,"1.8","6.9","0.04","0.8","5.5","0.03"
"Scott Matlock","RB","LAC","@KC",,"0.0",,,,"0.0","0.0","0.00","0.1","0.9","0.00"
"Gus Edwards","RB","LAC","@KC",,"0.0",,,,"11.7","46.1","0.31","1.2","8.4","0.03"
"Kimani Vidal","RB","LAC","@KC",,"0.0",,,,"5.6","21.8","0.13","1.3","9.3","0.05"
"Josh Palmer","WR","LAC","@KC",,"0.0",,,,"0.0","0.0","0.00","2.6","34.9","0.17"
"Ladd McConkey","WR","LAC","@KC",,"0.0",,,,"0.0","0.0","0.00","5.0","63.2","0.30"
"DJ Chark","WR","LAC","@KC",,"0.0",,,,"0.0","0.0","0.00","0.3","3.8","0.02"
"Quentin Johnston","WR","LAC","@KC",,"0.0",,,,"0.2","1.0","0.01","3.0","39.1","0.24"
"Derius Davis","WR","LAC","@KC",,"0.0",,,,"0.7","3.6","0.03","0.9","7.9","0.05"
"Jalen Reagor","WR","LAC","@KC",,"0.0",,,,"0.3","1.5","0.01","0.8","9.5","0.06"
"Tucker Fisk","TE","LAC","@KC",,,,,,"0.0","0.0","0.00","1.0","9.3","0.07"
"Stone Smartt","TE","LAC","@KC",,"0.0",,,,"0.0","0.0","0.00","0.5","4.8","0.04"
"Will Dissly","TE","LAC","@KC",,"0.0",,,,"0.0","0.0","0.00","3.9","37.6","0.19"
"Matthew Stafford","QB","LA","BUF","23.7","35.6","261.5","1.58","0.79","1.6","3.4","0.05",,"0.0",
"Ronnie Rivers","RB","LA","BUF",,"0.0",,,,"0.1","0.5","0.00",,"0.0",
"Blake Corum","RB","LA","BUF",,"0.0",,,,"4.8","21.2","0.13","0.6","4.5","0.02"
"Kyren Williams","RB","LA","BUF",,"0.0",,,,"17.2","76.3","0.64","2.1","15.3","0.08"
"Jordan Whittington","WR","LA","BUF",,"0.0",,,,"0.0","0.0","0.00","0.1","0.7","0.00"
"Cooper Kupp","WR","LA","BUF",,"0.0",,,,"0.2","1.2","0.01","6.5","66.4","0.47"
"Puka Nacua","WR","LA","BUF",,"0.0",,,,"0.5","2.5","0.03","6.8","86.7","0.45"
"Xavier Smith","WR","LA","BUF",,"0.0",,,,"0.0","0.0","0.00","0.1","0.6","0.00"
"Tutu Atwell","WR","LA","BUF",,"0.0",,,,"0.2","1.2","0.01","1.5","19.9","0.10"
"Demarcus Robinson","WR","LA","BUF",,"0.0",,,,"0.0","0.0","0.00","2.4","32.9","0.21"
"Tyler Johnson","WR","LA","BUF",,"0.0",,,,"0.0","0.0","0.00","0.7","7.4","0.04"
"Colby Parkinson","TE","LA","BUF",,,,,,"0.0","0.0","0.00","1.1","10.9","0.08"
"Hunter Long","TE","LA","BUF",,"0.0",,,,"0.0","0.0","0.00","0.6","5.4","0.04"
"Davis Allen","TE","LA","BUF",,"0.0",,,,"0.0","0.0","0.00","1.2","10.7","0.08"
"Tua Tagovailoa","QB","MIA","NYJ","24.3","34.5","265.8","1.72","0.65","2.0","5.4","0.05",,"0.0",
"Alec Ingold","RB","MIA","NYJ",,"0.0",,,,"0.5","2.2","0.02","0.9","6.9","0.04"
"De'Von Achane","RB","MIA","NYJ",,"0.0",,,,"14.5","66.3","0.59","4.5","34.6","0.23"
"Jaylen Wright","RB","MIA","NYJ",,"0.0",,,,"6.3","27.7","0.20","0.5","3.8","0.02"
"Jeff Wilson","RB","MIA","NYJ",,"0.0",,,,"1.6","7.3","0.06","0.5","3.8","0.02"
"Odell Beckham Jr.","WR","MIA","NYJ",,"0.0",,,,"0.0","0.0","0.00","1.3","17.8","0.13"
"Tyreek Hill","WR","MIA","NYJ",,"0.0",,,,"0.6","3.4","0.04","4.6","61.4","0.41"
"Jaylen Waddle","WR","MIA","NYJ",,"0.0",,,,"0.3","1.3","0.02","3.6","50.1","0.28"
"River Cracraft","WR","MIA","NYJ",,"0.0",,,,"0.0","0.0","0.00","0.1","0.6","0.01"
"Malik Washington","WR","MIA","NYJ",,"0.0",,,,"1.0","5.5","0.07","1.3","13.7","0.10"
"Durham Smythe","TE","MIA","NYJ",,"0.0",,,,"0.0","0.0","0.00","0.6","6.0","0.06"
"Jonnu Smith","TE","MIA","NYJ",,"0.0",,,,"0.3","0.8","0.02","5.1","56.0","0.34"
"Julian Hill","TE","MIA","NYJ",,"0.0",,,,"0.0","0.0","0.00","1.1","11.0","0.09"
"Sam Darnold","QB","MIN","ATL","22.3","33.5","262.1","1.83","0.74","4.1","15.8","0.16",,"0.0",
"Ty Chandler","RB","MIN","ATL",,"0.0",,,,"0.7","3.0","0.02","0.1","0.5","0.00"
"Aaron Jones","RB","MIN","ATL",,"0.0",,,,"14.2","63.6","0.55","2.7","20.2","0.13"
"C.J. Ham","RB","MIN","ATL",,"0.0",,,,"0.1","0.5","0.01","0.1","1.0","0.01"
"Cam Akers","RB","MIN","ATL",,"0.0",,,,"7.1","31.2","0.23","0.8","6.0","0.03"
"Justin Jefferson","WR","MIN","ATL",,"0.0",,,,"0.1","0.6","0.01","6.3","88.8","0.55"
"Jordan Addison","WR","MIN","ATL",,"0.0",,,,"0.3","1.9","0.02","3.8","51.8","0.37"
"Jalen Nailor","WR","MIN","ATL",,"0.0",,,,"0.2","1.2","0.01","1.5","20.0","0.16"
"Trent Sherfield","WR","MIN","ATL",,"0.0",,,,"0.0","0.0","0.00","0.2","2.6","0.02"
"Brandon Powell","WR","MIN","ATL",,"0.0",,,,"0.0","0.0","0.00","0.2","2.4","0.02"
"Josh Oliver","TE","MIN","ATL",,"0.0",,,,"0.0","0.0","0.00","2.0","21.2","0.17"
"T.J. Hockenson","TE","MIN","ATL",,"0.0",,,,"0.0","0.0","0.00","4.3","45.3","0.35"
"Johnny Mundt","TE","MIN","ATL",,"0.0",,,,"0.0","0.0","0.00","0.2","2.3","0.02"
"Derek Carr","QB","NO","@NYG","20.1","31.2","212.7","1.34","0.62","2.1","4.6","0.07",,"0.0",
"Alvin Kamara","RB","NO","@NYG",,"0.0",,,,"20.0","87.2","0.77","5.6","40.3","0.19"
"Jamaal Williams","RB","NO","@NYG",,"0.0",,,,"1.7","7.4","0.06","0.8","5.4","0.02"
"Kendre Miller","RB","NO","@NYG",,"0.0",,,,"6.4","27.9","0.20","0.7","5.3","0.02"
"Adam Prentice","RB","NO","@NYG",,"0.0",,,,"0.0","0.0","0.00","0.2","1.8","0.01"
"Marquez Valdes-Scantling","WR","NO","@NYG",,"0.0",,,,"0.0","0.0","0.00","2.5","40.8","0.25"
"Cedrick Wilson","WR","NO","@NYG",,"0.0",,,,"0.0","0.0","0.00","1.7","21.3","0.12"
"Dante Pettis","WR","NO","@NYG",,"0.0",,,,"0.0","0.0","0.00","0.8","9.5","0.08"
"Kevin Austin Jr.","WR","NO","@NYG",,"0.0",,,,"0.3","1.6","0.02","2.1","28.0","0.16"
"Mason Tipton","WR","NO","@NYG",,,,,,"0.0","0.0","0.00","0.1","1.3","0.01"
"Juwan Johnson","TE","NO","@NYG",,"0.0",,,,"0.0","0.0","0.00","3.1","32.8","0.27"
"Foster Moreau","TE","NO","@NYG",,"0.0",,,,"0.0","0.0","0.00","2.2","25.2","0.20"
"Dallin Holker","TE","NO","@NYG",,,,,,"0.0","0.0","0.00","0.1","1.1","0.01"
"Drew Lock","QB","NYG","NO","19.7","31.7","200.0","1.07","0.80","3.3","14.9","0.13",,"0.0",
"Devin Singletary","RB","NYG","NO",,"0.0",,,,"6.7","28.3","0.15","1.1","7.2","0.02"
"Eric Gray","RB","NYG","NO",,"0.0",,,,"1.0","4.0","0.02","0.2","1.6","0.01"
"Tyrone Tracy Jr.","RB","NYG","NO",,"0.0",,,,"15.1","65.5","0.41","2.4","16.6","0.06"
"Ihmir Smith-Marsette","WR","NYG","NO",,"0.0",,,,"0.0","0.0","0.00","0.1","0.5","0.00"
"Malik Nabers","WR","NYG","NO",,"0.0",,,,"0.5","2.4","0.02","5.6","63.6","0.37"
"Bryce Ford-Wheaton","WR","NYG","NO",,"0.0",,,,"0.0","0.0","0.00","0.0","0.6","0.00"
"Darius Slayton","WR","NYG","NO",,"0.0",,,,"0.0","0.0","0.00","2.4","34.1","0.15"
"Wan'Dale Robinson","WR","NYG","NO",,"0.0",,,,"0.4","1.9","0.02","4.2","36.2","0.19"
"Jalin Hyatt","WR","NYG","NO",,"0.0",,,,"0.0","0.0","0.00","0.6","8.3","0.04"
"Daniel Bellinger","TE","NYG","NO",,"0.0",,,,"0.0","0.0","0.00","1.6","15.9","0.11"
"Chris Manhertz","TE","NYG","NO",,"0.0",,,,"0.0","0.0","0.00","0.8","7.6","0.06"
"Greg Dulcich","TE","NYG","NO",,"0.0",,,,"0.0","0.0","0.00","0.7","7.8","0.05"
"Aaron Rodgers","QB","NYJ","@MIA","23.0","36.5","239.1","1.35","0.74","1.8","6.7","0.07",,"0.0",
"Kene Nwangwu","RB","NYJ","@MIA",,"0.0",,,,"0.2","0.8","0.01","0.1","1.0","0.00"
"Braelon Allen","RB","NYJ","@MIA",,"0.0",,,,"15.3","63.1","0.42","2.6","18.4","0.08"
"Isaiah Davis","RB","NYJ","@MIA",,"0.0",,,,"4.4","18.4","0.13","1.5","10.8","0.05"
"Davante Adams","WR","NYJ","@MIA",,"0.0",,,,"0.0","0.0","0.00","6.5","74.9","0.47"
"Malachi Corley","WR","NYJ","@MIA",,,,,,"0.5","2.7","0.03","0.3","3.8","0.02"
"Garrett Wilson","WR","NYJ","@MIA",,"0.0",,,,"0.0","0.0","0.00","5.6","63.8","0.35"
"Allen Lazard","WR","NYJ","@MIA",,"0.0",,,,"0.0","0.0","0.00","2.1","27.5","0.14"
"Xavier Gipson","WR","NYJ","@MIA",,"0.0",,,,"0.0","0.0","0.00","0.1","1.2","0.01"
"Kenny Yeboah","TE","NYJ","@MIA",,,,,,"0.0","0.0","0.00","0.1","1.4","0.01"
"Jeremy Ruckert","TE","NYJ","@MIA",,"0.0",,,,"0.0","0.0","0.00","1.3","12.0","0.07"
"Tyler Conklin","TE","NYJ","@MIA",,"0.0",,,,"0.0","0.0","0.00","2.6","24.4","0.14"
"Jalen Hurts","QB","PHI","CAR","17.2","25.5","206.5","1.25","0.45","11.0","44.7","0.91",,"0.0",
"Saquon Barkley","RB","PHI","CAR",,"0.0",,,,"22.3","124.4","0.97","2.5","18.0","0.10"
"Will Shipley","RB","PHI","CAR",,"0.0",,,,"0.6","3.0","0.02",,"0.0",
"Kenneth Gainwell","RB","PHI","CAR",,"0.0",,,,"4.9","23.5","0.16","0.7","5.1","0.02"
"Ainias Smith","WR","PHI","CAR",,"0.0",,,,"0.0","0.0","0.00","0.0","0.5","0.00"
"Devonta Smith","WR","PHI","CAR",,"0.0",,,,"0.0","0.0","0.00","4.3","55.2","0.33"
"Johnny Wilson","WR","PHI","CAR",,"0.0",,,,"0.0","0.0","0.00","0.3","4.0","0.03"
"Jahan Dotson","WR","PHI","CAR",,"0.0",,,,"0.0","0.0","0.00","1.0","12.1","0.09"
"A.J. Brown","WR","PHI","CAR",,"0.0",,,,"0.0","0.0","0.00","5.3","79.1","0.46"
"Grant Calcaterra","TE","PHI","CAR",,"0.0",,,,"0.0","0.0","0.00","2.6","28.6","0.18"
"C.J. Uzomah","TE","PHI","CAR",,"0.0",,,,"0.0","0.0","0.00","0.2","1.9","0.02"
"E.J. Jenkins","TE","PHI","CAR",,"0.0",,,,"0.0","0.0","0.00","0.2","2.0","0.02"
"Russell Wilson","QB","PIT","CLE","19.8","30.8","233.0","1.56","0.58","3.9","12.9","0.23",,"0.0",
"Justin Fields","QB","PIT","CLE",,"0.0",,,,"1.4","6.3","0.13",,"0.0",
"Najee Harris","RB","PIT","CLE",,"0.0",,,,"16.4","71.2","0.59","2.3","17.1","0.09"
"Jaylen Warren","RB","PIT","CLE",,"0.0",,,,"8.5","37.9","0.25","2.8","21.0","0.11"
"Cordarrelle Patterson","RB","PIT","CLE",,"0.0",,,,"1.1","5.9","0.04","0.3","3.1","0.02"
"Van Jefferson","WR","PIT","CLE",,"0.0",,,,"0.0","0.0","0.00","1.4","19.7","0.13"
"Mike Williams","WR","PIT","CLE",,"0.0",,,,"0.0","0.0","0.00","0.6","9.2","0.05"
"Ben Skowronek","WR","PIT","CLE",,"0.0",,,,"0.0","0.0","0.00","0.5","5.8","0.04"
"George Pickens","WR","PIT","CLE",,"0.0",,,,"0.3","1.5","0.02","4.7","73.3","0.43"
"Calvin Austin III","WR","PIT","CLE",,"0.0",,,,"0.0","0.0","0.00","1.8","26.4","0.17"
"MyCole Pruitt","TE","PIT","CLE",,"0.0",,,,"0.0","0.0","0.00","0.6","6.0","0.07"
"Connor Heyward","TE","PIT","CLE",,"0.0",,,,"0.0","0.0","0.00","0.1","0.6","0.01"
"Pat Freiermuth","TE","PIT","CLE",,"0.0",,,,"0.0","0.0","0.00","2.9","31.2","0.28"
"Darnell Washington","TE","PIT","CLE",,"0.0",,,,"0.0","0.0","0.00","1.9","19.6","0.16"
"Brock Purdy","QB","SF","CHI","20.4","30.8","235.9","1.38","0.65","5.0","25.1","0.19",,"0.0",
"Isaac Guerendo","RB","SF","CHI",,"0.0",,,,"15.5","73.0","0.55","2.1","16.0","0.07"
"Ke'Shawn Vaughn","RB","SF","CHI",,"0.0",,,,"0.5","2.0","0.02",,"0.0",
"Patrick Taylor","RB","SF","CHI",,"0.0",,,,"3.7","16.9","0.12","0.7","5.7","0.02"
"Kyle Juszczyk","RB","SF","CHI",,"0.0",,,,"1.0","4.5","0.05","1.6","12.9","0.07"
"Deebo Samuel","WR","SF","CHI",,"0.0",,,,"3.6","17.8","0.16","4.2","51.4","0.31"
"Chris Conley","WR","SF","CHI",,"0.0",,,,"0.0","0.0","0.00","0.0","0.6","0.00"
"Jauan Jennings","WR","SF","CHI",,"0.0",,,,"0.0","0.0","0.00","5.1","65.5","0.37"
"Jacob Cowing","WR","SF","CHI",,"0.0",,,,"0.0","0.0","0.00","0.0","0.6","0.00"
"Ricky Pearsall","WR","SF","CHI",,"0.0",,,,"0.2","1.7","0.02","1.9","23.5","0.15"
"George Kittle","TE","SF","CHI",,"0.0",,,,"0.0","0.0","0.00","4.4","56.5","0.36"
"Eric Saubert","TE","SF","CHI",,,,,,"0.0","0.0","0.00","0.3","3.2","0.03"
"Geno Smith","QB","SEA","@ARI","23.2","35.1","257.5","1.43","0.77","2.9","13.6","0.11",,"0.0",
"Zach Charbonnet","RB","SEA","@ARI",,"0.0",,,,"17.9","73.8","0.53","3.6","23.9","0.09"
"Kenny McIntosh","RB","SEA","@ARI",,"0.0",,,,"2.8","11.5","0.08","0.4","3.1","0.01"
"George Holani","RB","SEA","@ARI",,"0.0",,,,"0.2","0.9","0.01",,"0.0",
"Tyler Lockett","WR","SEA","@ARI",,"0.0",,,,"0.0","0.0","0.00","2.9","36.4","0.20"
"DK Metcalf","WR","SEA","@ARI",,"0.0",,,,"0.0","0.0","0.00","4.9","70.8","0.41"
"Jaelon Darden","WR","SEA","@ARI",,"0.0",,,,"0.0","0.0","0.00","0.1","1.2","0.01"
"Jaxon Smith-Njigba","WR","SEA","@ARI",,"0.0",,,,"0.2","1.1","0.01","5.9","67.7","0.36"
"Jake Bobo","WR","SEA","@ARI",,"0.0",,,,"0.0","0.0","0.00","0.3","3.2","0.02"
