"Player","Team","Position","DK","FD","Std","Half","Full","DK Ceiling","FD Ceiling"
"Zach Charbonnet","SEA","RB","16.9","15.1","12.9","14.6","16.2","29.3","26.8"
"Jaxon Smith-Njigba","SEA","WR","17.0","14.0","10.3","13.3","16.2","32.9","28.2"
"Bryce Young","CAR","QB","16.8","16.5","16.1","16.1","16.1","26.4","26.3"
"Tee Higgins","CIN","WR","16.9","14.0","10.4","13.3","16.1","30.9","26.6"
"Geno Smith","SEA","QB","17.0","16.8","16.0","16.0","16.0","27.9","27.8"
"Tyler Huntley","MIA","QB","16.6","16.3","15.9","15.9","15.9","26.4","26.2"
"Tony Pollard","TEN","RB","16.7","15.2","13.3","14.6","15.9","27.6","25.7"
"Aaron Jones","MIN","RB","16.4","14.7","12.7","14.3","15.8","29.9","27.8"
"Joshua Dobbs","SF","QB","16.4","16.2","15.7","15.7","15.7","27.5","27.3"
"Courtland Sutton","DEN","WR","16.2","13.6","10.3","12.9","15.5","29.5","25.6"
"Ladd McConkey","LAC","WR","16.3","13.4","9.8","12.6","15.5","29.9","25.6"
"Zay Flowers","BAL","WR","16.1","13.6","10.5","12.9","15.4","31.0","27.2"
"Jakobi Meyers","LV","WR","16.0","13.1","9.4","12.4","15.3","29.5","25.1"
"Khalil Herbert","CIN","RB","15.9","14.5","12.5","13.8","15.2","28.7","26.9"
"Michael Carter","ARI","RB","15.7","14.3","12.2","13.6","14.9","28.8","26.9"
"Terry McLaurin","WAS","WR","15.5","13.0","9.9","12.4","14.9","28.4","24.6"
"Jameson Williams","DET","WR","15.5","13.2","10.3","12.6","14.8","30.8","27.2"
"De'Von Achane","MIA","RB","15.4","13.7","11.6","13.2","14.8","28.7","26.3"
"Rico Dowdle","DAL","RB","15.7","14.5","12.6","13.7","14.7","29.0","27.5"
"Josh Downs","IND","WR","15.1","12.2","8.7","11.6","14.6","27.8","23.4"
"Mac Jones","JAX","QB","15.3","15.0","14.6","14.6","14.6","24.5","24.3"
"Aaron Rodgers","NYJ","QB","15.4","15.2","14.6","14.6","14.6","24.8","24.7"
"George Pickens","PIT","WR","15.2","12.8","9.8","12.1","14.4","29.3","25.7"
"Caleb Williams","CHI","QB","15.0","14.6","14.3","14.3","14.3","24.2","24.0"
"DJ Moore","CHI","WR","14.8","12.0","8.8","11.5","14.3","27.6","23.4"
"Aidan O'Connell","LV","QB","15.0","14.8","14.2","14.2","14.2","24.0","23.9"
"J.K. Dobbins","LAC","RB","14.7","13.6","11.9","13.0","14.0","27.1","25.7"
"Breece Hall","NYJ","RB","14.5","12.9","10.9","12.4","13.9","26.8","24.6"
"Will Shipley","PHI","RB","14.8","13.6","11.7","12.8","13.9","29.3","27.6"
"Drew Lock","NYG","QB","14.3","14.0","13.8","13.8","13.8","23.0","22.9"
"Mitchell Trubisky","BUF","QB","13.9","13.8","13.7","13.7","13.7","3.7","3.6"
"Adam Thielen","CAR","WR","14.2","11.6","8.4","11.1","13.7","26.7","22.7"
"Michael Pittman","IND","WR","14.2","11.6","8.5","11.1","13.7","26.6","22.7"
"Tyrone Tracy Jr.","NYG","RB","14.3","12.8","11.0","12.4","13.7","25.3","23.3"
"Sam LaPorta","DET","TE","13.9","11.3","8.5","11.0","13.6","25.5","21.7"
"Drake Maye","NE","QB","14.1","13.9","13.6","13.6","13.6","24.7","24.5"
"Blake Corum","LA","RB","14.4","13.1","11.2","12.4","13.5","26.3","24.8"
"Cooper Rush","DAL","QB","14.0","13.8","13.3","13.3","13.3","23.6","23.5"
"Isaac Guerendo","SF","RB","13.9","12.6","10.7","12.0","13.3","25.7","23.8"
"Garrett Wilson","NYJ","WR","13.7","11.0","7.9","10.6","13.2","26.0","22.0"
"Marvin Harrison Jr.","ARI","WR","13.5","11.4","8.7","10.9","13.0","26.2","22.9"
"Tanner McKee","PHI","QB","13.4","13.2","13.0","13.0","13.0","22.2","22.1"
"Spencer Rattler","NO","QB","13.6","13.2","12.9","12.9","12.9","21.7","21.5"
"Jauan Jennings","SF","WR","13.3","10.7","7.7","10.3","12.8","25.1","21.4"
"Ameer Abdullah","LV","RB","13.1","11.6","9.8","11.2","12.7","24.7","22.7"
"Tyreek Hill","MIA","WR","13.2","10.9","8.2","10.5","12.7","25.1","21.7"
"Calvin Ridley","TEN","WR","13.2","11.1","8.5","10.6","12.7","25.6","22.3"
"Brian Robinson","WAS","RB","13.2","12.1","10.7","11.7","12.7","25.5","24.0"
"Jaylen Warren","PIT","RB","12.9","11.2","9.3","11.0","12.6","25.4","23.0"
"Keenan Allen","CHI","WR","12.9","10.4","7.5","10.0","12.5","24.4","20.6"
"Jerry Jeudy","CLE","WR","13.0","10.5","7.5","10.0","12.5","24.4","20.6"
"DK Metcalf","SEA","WR","13.1","11.0","8.3","10.4","12.5","27.3","23.7"
"James Cook","BUF","RB","12.9","11.8","10.2","11.3","12.4","24.1","22.6"
"Carson Wentz","KC","QB","12.8","12.6","12.0","12.0","12.0","0.0","0.0"
"George Kittle","SF","TE","12.5","10.2","7.4","9.7","12.0","24.3","20.6"
"BAL DST","BAL","DST","12.0","12.0","12.0","12.0","12.0","20.3","20.3"
"D'Andre Swift","CHI","RB","12.2","10.9","9.2","10.5","11.8","22.6","20.7"
"Malik Willis","GB","QB","11.9","11.8","11.8","11.8","11.8","2.4","2.3"
"Jimmy Garoppolo","LA","QB","12.4","12.2","11.8","11.8","11.8","20.2","20.1"
"Carson Steele","KC","RB","11.9","10.5","9.0","10.3","11.6","16.2","15.1"
"T.J. Hockenson","MIN","TE","11.9","9.6","7.1","9.3","11.6","22.2","18.7"
"Wan'Dale Robinson","NYG","WR","11.8","9.2","6.4","9.0","11.5","22.9","18.9"
"D'Onta Foreman","CLE","RB","11.8","10.3","8.6","10.0","11.3","21.6","19.6"
"Najee Harris","PIT","RB","11.7","10.7","9.4","10.4","11.3","23.6","22.2"
"Darnell Mooney","ATL","WR","11.4","9.5","7.2","9.1","11.0","23.0","20.0"
"Jake Ferguson","DAL","TE","11.1","8.6","6.0","8.5","11.0","20.7","16.8"
"Jalen McMillan","TB","WR","11.2","9.4","7.3","9.1","10.9","23.1","20.2"
"Brandin Cooks","DAL","WR","11.0","9.1","6.8","8.7","10.7","22.8","19.6"
"Deebo Samuel","SF","WR","10.9","9.1","7.2","8.9","10.7","23.0","20.1"
"Travis Etienne","JAX","RB","10.9","9.7","8.2","9.4","10.6","21.7","19.9"
"Quentin Johnston","LAC","WR","10.8","9.0","6.9","8.7","10.6","21.8","18.9"
"Chig Okonkwo","TEN","TE","10.6","8.4","6.1","8.3","10.5","19.6","16.2"
"Zach Ertz","WAS","TE","10.6","8.5","6.4","8.5","10.5","19.3","16.2"
"Mike Boone","CAR","RB","10.9","10.1","9.1","9.7","10.4","21.8","20.8"
"Rhamondre Stevenson","NE","RB","10.9","9.9","8.6","9.5","10.4","21.3","20.0"
"Hunter Henry","NE","TE","10.5","8.4","6.1","8.2","10.4","19.7","16.3"
"Tutu Atwell","LA","WR","10.6","8.7","6.5","8.4","10.3","21.6","18.6"
"TB DST","TB","DST","10.3","10.3","10.3","10.3","10.3","18.2","18.2"
"Olamide Zaccheaus","WAS","WR","10.4","8.5","6.4","8.3","10.2","20.4","17.5"
"GB DST","GB","DST","10.2","10.2","10.2","10.2","10.2","17.9","17.9"
"Mark Andrews","BAL","TE","10.2","8.5","6.7","8.4","10.1","20.5","17.8"
"Nikko Remigio","KC","WR","10.0","8.1","6.0","7.9","9.9","18.1","15.3"
"Josh Jacobs","GB","RB","10.1","9.4","8.6","9.2","9.8","21.3","20.4"
"Justin Tucker","BAL","K","9.8","9.8","9.8","9.8","9.8","16.3","16.3"
"Pat Freiermuth","PIT","TE","9.8","7.9","5.9","7.8","9.7","19.0","15.9"
"Chase McLaughlin","TB","K","9.6","9.6","9.6","9.6","9.6","16.0","16.0"
"Zane Gonzalez","WAS","K","9.6","9.6","9.6","9.6","9.6","16.3","16.3"
"Mike Gesicki","CIN","TE","9.6","7.7","5.6","7.6","9.5","18.4","15.3"
"Jake Bates","DET","K","9.5","9.5","9.5","9.5","9.5","15.8","15.8"
"Jalen Coker","CAR","WR","9.7","7.9","6.0","7.7","9.4","19.8","17.0"
"Emanuel Wilson","GB","RB","9.9","9.4","8.6","9.0","9.4","21.1","20.4"
"Riley Patterson","ATL","K","9.4","9.4","9.4","9.4","9.4","15.8","15.8"
"Brandon McManus","GB","K","9.4","9.4","9.4","9.4","9.4","15.9","15.9"
"Cameron Dicker","LAC","K","9.4","9.4","9.4","9.4","9.4","16.0","16.0"
"Xavier Legette","CAR","WR","9.5","7.7","5.8","7.6","9.3","19.3","16.5"
"Clyde Edwards-Helaire","NO","RB","9.6","8.3","7.0","8.2","9.3","18.9","17.1"
"Rachaad White","TB","RB","9.5","8.1","6.7","8.0","9.3","19.8","17.7"
"DEN DST","DEN","DST","9.3","9.3","9.3","9.3","9.3","16.9","16.9"
"Wil Lutz","DEN","K","9.2","9.2","9.2","9.2","9.2","15.5","15.5"
"Marvin Mims Jr.","DEN","WR","9.0","7.5","5.9","7.4","8.9","19.7","17.2"
"BUF DST","BUF","DST","8.9","8.9","8.9","8.9","8.9","16.5","16.5"
"Matt Gay","IND","K","8.9","8.9","8.9","8.9","8.9","15.4","15.4"
"Jason Myers","SEA","K","8.9","8.9","8.9","8.9","8.9","15.4","15.4"
"Jaleel McLaughlin","DEN","RB","9.2","8.6","7.8","8.3","8.8","19.5","18.7"
"Jason Sanders","MIA","K","8.8","8.8","8.8","8.8","8.8","15.4","15.4"
"Will Reichard","MIN","K","8.8","8.8","8.8","8.8","8.8","14.9","14.9"
"Jonnu Smith","MIA","TE","8.8","7.0","5.1","6.9","8.7","17.4","14.4"
"Marquez Valdes-Scantling","NO","WR","9.0","7.4","5.7","7.2","8.7","18.8","16.3"
"Noah Fant","SEA","TE","8.8","7.0","5.1","6.9","8.7","18.0","14.9"
"Jaylen Waddle","MIA","WR","8.8","7.3","5.5","7.1","8.6","18.7","16.2"
"Chad Ryland","ARI","K","8.6","8.6","8.6","8.6","8.6","14.9","14.9"
"Brandon Aubrey","DAL","K","8.6","8.6","8.6","8.6","8.6","15.1","15.1"
"Ka'imi Fairbairn","HOU","K","8.6","8.6","8.6","8.6","8.6","15.3","15.3"
"Demario Douglas","NE","WR","8.6","6.8","4.9","6.7","8.5","17.4","14.6"
"Daniel Carlson","LV","K","8.5","8.5","8.5","8.5","8.5","15.0","15.0"
"Alec Pierce","IND","WR","8.6","7.4","5.8","7.1","8.4","19.0","16.8"
"Tank Bigsby","JAX","RB","8.7","8.2","7.5","7.9","8.4","18.6","17.8"
"PHI DST","PHI","DST","8.4","8.4","8.4","8.4","8.4","16.0","16.0"
"SEA DST","SEA","DST","8.4","8.4","8.4","8.4","8.4","15.8","15.8"
"Cade York","CIN","K","8.4","8.4","8.4","8.4","8.4","14.5","14.5"
"Greg Zuerlein","NYJ","K","8.4","8.4","8.4","8.4","8.4","15.0","15.0"
"Jake Elliott","PHI","K","8.4","8.4","8.4","8.4","8.4","14.8","14.8"
"John Metchie III","HOU","WR","8.4","6.7","4.9","6.6","8.3","17.2","14.5"
"Justyn Ross","KC","WR","8.5","6.8","4.9","6.6","8.3","17.6","14.8"
"Brayden Narveson","TEN","K","8.3","8.3","8.3","8.3","8.3","14.8","14.8"
"Joe Mixon","HOU","RB","8.4","7.6","6.7","7.4","8.2","17.5","16.3"
"Nico Collins","HOU","WR","8.4","6.9","5.2","6.7","8.2","17.7","15.2"
"Nick Westbrook-Ikhine","TEN","WR","8.3","6.9","5.3","6.7","8.2","17.4","15.0"
"TEN DST","TEN","DST","8.2","8.2","8.2","8.2","8.2","15.6","15.6"
"Tyler Bass","BUF","K","8.2","8.2","8.2","8.2","8.2","14.7","14.7"
"Rashod Bateman","BAL","WR","8.3","7.0","5.5","6.8","8.1","18.0","15.8"
"Rome Odunze","CHI","WR","8.3","6.8","5.2","6.6","8.1","17.6","15.1"
"ATL DST","ATL","DST","8.1","8.1","8.1","8.1","8.1","15.5","15.5"
"Chris Boswell","PIT","K","8.1","8.1","8.1","8.1","8.1","14.3","14.3"
"Tyrell Shavers","BUF","WR","8.0","6.5","4.9","6.5","8.0","0.5","0.4"
"Zach Davidson","BUF","TE","8.2","6.5","4.6","6.3","8.0","0.0","0.0"
"Kayshon Boutte","NE","WR","8.2","6.7","5.1","6.5","8.0","17.4","15.0"
"Cam Little","JAX","K","8.0","8.0","8.0","8.0","8.0","14.4","14.4"
"Michael Wilson","ARI","WR","8.0","6.6","5.1","6.5","7.9","17.2","14.9"
"Jalen Tolbert","DAL","WR","8.1","6.6","4.9","6.4","7.9","17.2","14.6"
"Peyton Hendershot","KC","TE","7.9","6.1","4.3","6.1","7.9","15.3","12.4"
"Jake Moody","SF","K","7.9","7.9","7.9","7.9","7.9","14.1","14.1"
"Jordan Akins","CLE","TE","7.9","6.0","4.1","6.0","7.8","15.0","11.9"
"Parker Washington","JAX","WR","7.9","6.4","4.7","6.2","7.8","16.2","13.8"
"Eddy Pineiro","CAR","K","7.8","7.8","7.8","7.8","7.8","14.0","14.0"
"Javonte Williams","DEN","RB","7.8","6.3","4.8","6.3","7.7","16.3","14.0"
"Dontayvion Wicks","GB","WR","7.8","6.4","5.0","6.3","7.7","16.9","14.6"
"Alexander Mattison","LV","RB","7.8","6.8","5.7","6.7","7.7","16.3","14.7"
"Johnny Wilson","PHI","WR","7.8","6.4","4.8","6.2","7.7","17.4","14.8"
"Jayden Reed","GB","WR","7.8","6.5","5.2","6.4","7.6","17.9","15.9"
"Romeo Doubs","GB","WR","7.7","6.4","5.0","6.3","7.6","16.9","14.6"
"Juwan Johnson","NO","TE","7.7","6.0","4.3","5.9","7.6","15.0","12.3"
"Cairo Santos","CHI","K","7.6","7.6","7.6","7.6","7.6","14.0","14.0"
"Harrison Butker","KC","K","7.6","7.6","7.6","7.6","7.6","14.0","14.0"
"Ray-Ray McCloud","ATL","WR","7.6","6.2","4.8","6.2","7.5","17.4","15.2"
"KaVontae Turpin","DAL","WR","7.6","6.4","5.1","6.3","7.5","17.7","15.6"
"Brenton Strange","JAX","TE","7.5","5.9","4.3","5.9","7.5","14.7","12.1"
"Will Dissly","LAC","TE","7.6","5.9","4.3","5.9","7.5","14.9","12.3"
"Ryan Miller","TB","WR","7.6","6.3","4.9","6.2","7.5","16.4","14.2"
"ARI DST","ARI","DST","7.5","7.5","7.5","7.5","7.5","14.7","14.7"
"LAC DST","LAC","DST","7.5","7.5","7.5","7.5","7.5","14.9","14.9"
"Joshua Karty","LA","K","7.5","7.5","7.5","7.5","7.5","13.9","13.9"
"Joey Slye","NE","K","7.5","7.5","7.5","7.5","7.5","13.7","13.7"
"Graham Gano","NYG","K","7.5","7.5","7.5","7.5","7.5","13.8","13.8"
"Isaiah Likely","BAL","TE","7.3","6.0","4.6","6.0","7.3","15.4","13.2"
"Tim Patrick","DET","WR","7.5","6.2","4.8","6.1","7.3","16.2","14.1"
"Tyler Conklin","NYJ","TE","7.4","5.7","4.0","5.6","7.3","14.3","11.6"
"Will Levis","TEN","QB","7.4","7.3","7.3","7.3","7.3","1.9","1.9"
"Calvin Austin III","PIT","WR","7.3","6.1","4.7","5.9","7.2","15.9","13.8"
"MIA DST","MIA","DST","7.2","7.2","7.2","7.2","7.2","14.3","14.3"
"C.J. Stroud","HOU","QB","7.6","7.5","7.1","7.1","7.1","23.6","23.4"
"Raheem Mostert","MIA","RB","7.3","6.5","5.7","6.4","7.1","16.2","15.0"
"Blake Grupe","NO","K","7.1","7.1","7.1","7.1","7.1","13.2","13.2"
"Kyle Pitts","ATL","TE","7.0","5.8","4.6","5.8","7.0","15.1","13.0"
"Andrei Iosivas","CIN","WR","7.1","5.8","4.5","5.7","7.0","15.4","13.3"
"Davis Mills","HOU","QB","7.2","7.0","7.0","7.0","7.0","0.0","0.0"
"Ricky Pearsall","SF","WR","7.1","5.8","4.4","5.7","7.0","15.9","13.7"
"Mason Rudolph","TEN","QB","7.4","7.3","7.0","7.0","7.0","23.0","22.9"
"HOU DST","HOU","DST","7.0","7.0","7.0","7.0","7.0","14.1","14.1"
"IND DST","IND","DST","7.0","7.0","7.0","7.0","7.0","14.2","14.2"
"Tre Tucker","LV","WR","7.0","5.8","4.6","5.7","6.9","15.4","13.4"
"NYJ DST","NYJ","DST","6.9","6.9","6.9","6.9","6.9","14.0","14.0"
"Grant Calcaterra","PHI","TE","6.8","5.4","3.9","5.3","6.8","15.5","12.8"
"WAS DST","WAS","DST","6.8","6.8","6.8","6.8","6.8","14.0","14.0"
"Tyler Johnson","LA","WR","6.7","5.3","3.8","5.2","6.7","14.3","11.8"
"Austin Hooper","NE","TE","6.7","5.3","3.8","5.3","6.7","13.8","11.4"
"Jahan Dotson","PHI","WR","6.8","5.5","4.2","5.4","6.7","14.3","12.2"
"Chris Brooks","GB","RB","6.7","5.9","5.1","5.8","6.6","15.2","14.0"
"Tyler Allgeier","ATL","RB","6.7","6.5","6.1","6.3","6.5","16.6","16.2"
"Raheem Blackshear","CAR","RB","6.6","5.7","4.7","5.6","6.5","14.5","13.1"
"Elijah Moore","CLE","WR","6.5","5.2","3.8","5.1","6.5","13.6","11.3"
"Devaughn Vele","DEN","WR","6.5","5.3","4.0","5.3","6.5","14.4","12.3"
"Tyquan Thornton","KC","WR","6.7","5.4","4.0","5.3","6.5","17.7","15.0"
"CIN DST","CIN","DST","6.5","6.5","6.5","6.5","6.5","13.5","13.5"
"NYG DST","NYG","DST","6.5","6.5","6.5","6.5","6.5","13.5","13.5"
"Tucker Kraft","GB","TE","6.4","5.2","4.0","5.2","6.4","13.7","11.6"
"Antonio Gibson","NE","RB","6.6","5.7","4.9","5.7","6.4","14.6","13.3"
"Tyrion Davis-Price","PHI","RB","6.6","6.2","5.7","6.1","6.4","16.6","16.0"
"Jamison Crowder","WAS","WR","6.4","5.2","3.9","5.1","6.4","13.7","11.6"
"LA DST","LA","DST","6.4","6.4","6.4","6.4","6.4","13.4","13.4"
"NE DST","NE","DST","6.4","6.4","6.4","6.4","6.4","13.4","13.4"
"Jalen Virgil","BUF","WR","6.5","5.3","4.0","5.2","6.3","0.0","0.0"
"Ainias Smith","PHI","WR","6.4","5.1","3.7","5.0","6.3","13.9","11.7"
"Foster Moreau","NO","TE","6.3","5.0","3.6","4.9","6.2","12.9","10.6"
"Dustin Hopkins","CLE","K","6.2","6.2","6.2","6.2","6.2","12.4","12.4"
"Bailey Zappe","CLE","QB","6.5","6.3","6.1","6.1","6.1","17.6","17.4"
"Dameon Pierce","HOU","RB","6.3","5.8","5.3","5.7","6.1","14.3","13.6"
"Davis Allen","LA","TE","6.1","4.7","3.3","4.7","6.1","1.0","0.7"
"PIT DST","PIT","DST","6.0","6.0","6.0","6.0","6.0","13.0","13.0"
"Troy Franklin","DEN","WR","5.9","4.9","3.8","4.8","5.9","13.8","12.0"
"Kevin Austin Jr.","NO","WR","5.9","4.8","3.6","4.7","5.8","13.1","11.2"
"DET DST","DET","DST","5.8","5.8","5.8","5.8","5.8","13.0","13.0"
"SF DST","SF","DST","5.8","5.8","5.8","5.8","5.8","12.6","12.6"
"Audric Estimé","DEN","RB","5.9","5.6","5.3","5.5","5.7","14.2","13.8"
"DAL DST","DAL","DST","5.7","5.7","5.7","5.7","5.7","12.7","12.7"
"LV DST","LV","DST","5.7","5.7","5.7","5.7","5.7","12.5","12.5"
"Keaontay Ingram","KC","RB","5.9","5.2","4.4","5.0","5.6","20.0","17.8"
"Tyler Lockett","SEA","WR","5.7","4.6","3.5","4.6","5.6","13.6","11.6"
"Payne Durham","TB","TE","5.6","4.6","3.5","4.6","5.6","12.4","10.6"
"Tyler Boyd","TEN","WR","5.7","4.5","3.3","4.4","5.6","12.2","10.1"
"DeeJay Dallas","ARI","RB","5.6","5.0","4.4","5.0","5.5","13.6","12.6"
"Jordan Whittington","LA","WR","5.5","4.3","3.1","4.3","5.5","9.6","7.9"
"Kenny McIntosh","SEA","RB","5.6","5.2","4.7","5.1","5.5","12.9","12.1"
"JAX DST","JAX","DST","5.5","5.5","5.5","5.5","5.5","12.4","12.4"
"Xavier Hutchinson","HOU","WR","5.5","4.4","3.3","4.4","5.4","12.4","10.5"
"Kendrick Bourne","NE","WR","5.5","4.4","3.4","4.4","5.4","12.6","10.8"
"Adonai Mitchell","IND","WR","5.3","4.5","3.6","4.4","5.3","13.2","11.7"
"Allen Lazard","NYJ","WR","5.4","4.4","3.4","4.3","5.3","12.5","10.7"
"Jeremy McNichols","WAS","RB","5.3","4.4","3.4","4.3","5.3","11.8","10.2"
"Jalen Nailor","MIN","WR","5.3","4.4","3.5","4.4","5.2","12.9","11.4"
"Darius Slayton","NYG","WR","5.2","4.3","3.4","4.2","5.1","12.7","11.0"
"KJ Hamler","BUF","WR","5.1","4.2","3.2","4.1","5.0","0.0","0.0"
"Bo Melton","GB","WR","5.1","4.3","3.4","4.2","5.0","12.6","11.1"
"KC DST","KC","DST","5.0","5.0","5.0","5.0","5.0","11.7","11.7"
"DJ Chark","LAC","WR","5.0","4.2","3.3","4.1","4.9","12.3","10.8"
"Robert Woods","HOU","WR","4.7","3.7","2.8","3.7","4.7","10.8","9.1"
"Cade Stover","HOU","TE","4.7","3.7","2.7","3.7","4.7","10.5","8.7"
"Kylen Granson","IND","TE","4.8","3.8","2.9","3.8","4.7","10.7","9.0"
"Michael Mayer","LV","TE","4.8","3.7","2.7","3.7","4.7","10.3","8.5"
"Ray Davis","BUF","RB","4.7","4.3","3.9","4.3","4.6","11.3","10.7"
"Dorian Thompson-Robinson","CLE","QB","4.7","4.6","4.6","4.6","4.6","2.4","2.4"
"Dalton Schultz","HOU","TE","4.6","3.6","2.6","3.6","4.6","10.3","8.5"
"Dante Pettis","NO","WR","4.6","3.7","2.7","3.6","4.6","10.7","8.9"
"Devin Singletary","NYG","RB","4.5","4.0","3.5","4.0","4.5","10.6","9.7"
"Ty Johnson","BUF","RB","4.4","3.7","3.0","3.7","4.4","9.9","8.8"
"Jamaal Williams","NO","RB","4.5","3.9","3.4","3.9","4.4","10.6","9.7"
"John Kelly","CLE","RB","4.4","3.8","3.2","3.8","4.3","10.0","9.1"
"Cole Kmet","CHI","TE","4.2","3.2","2.3","3.2","4.2","9.6","7.8"
"Stone Smartt","LAC","TE","4.2","3.3","2.5","3.3","4.2","9.8","8.2"
"Jordan Mims","NO","RB","4.3","3.7","3.1","3.7","4.2","10.2","9.2"
"CHI DST","CHI","DST","4.2","4.2","4.2","4.2","4.2","10.6","10.6"
"NO DST","NO","DST","4.2","4.2","4.2","4.2","4.2","10.8","10.8"
"Tommy Tremble","CAR","TE","4.2","3.3","2.4","3.3","4.1","9.6","8.0"
"Dare Ogunbowale","HOU","RB","4.1","3.4","2.7","3.4","4.1","9.8","8.4"
"Xavier Smith","LA","WR","4.1","3.4","2.6","3.3","4.1","10.0","8.4"
"Mike Woods","CLE","WR","4.0","3.2","2.4","3.2","4.0","9.5","7.9"
"Daniel Bellinger","NYG","TE","4.1","3.2","2.3","3.1","4.0","9.4","7.6"
"Ja'Tavion Sanders","CAR","TE","3.9","3.0","2.2","3.0","3.9","9.1","7.5"
"Craig Reynolds","DET","RB","3.9","3.5","3.2","3.5","3.9","10.3","9.7"
"Jordan Love","GB","QB","4.4","4.3","3.9","3.9","3.9","25.2","25.1"
"Josh Reynolds","JAX","WR","4.0","3.2","2.5","3.2","3.9","9.9","8.5"
"Derius Davis","LAC","WR","3.9","3.2","2.5","3.2","3.9","10.5","9.2"
"Ronnie Rivers","LA","RB","3.9","3.6","3.2","3.5","3.9","10.0","9.4"
"Cedrick Wilson","NO","WR","3.9","3.1","2.3","3.1","3.9","9.4","7.8"
"Parris Campbell","PHI","WR","3.9","3.0","2.1","3.0","3.9","10.0","8.2"
"CAR DST","CAR","DST","3.9","3.9","3.9","3.9","3.9","10.3","10.3"
"Malik Washington","MIA","WR","3.8","3.1","2.3","3.0","3.8","9.7","8.4"
"Julius Chestnut","TEN","RB","4.0","3.4","2.8","3.3","3.8","13.1","12.2"
"Malik Heath","GB","WR","3.7","3.0","2.4","3.0","3.7","9.6","8.3"
"Demarcus Robinson","LA","WR","3.9","3.3","2.3","3.0","3.7","19.2","16.4"
"Cam Akers","MIN","RB","3.8","3.5","3.3","3.5","3.7","10.2","9.8"
"MIN DST","MIN","DST","3.7","3.7","3.7","3.7","3.7","10.3","10.3"
"Keaton Mitchell","BAL","RB","3.6","3.2","2.7","3.2","3.6","9.5","8.7"
"Lucas Krull","DEN","TE","3.6","2.9","2.1","2.9","3.6","8.7","7.3"
"Anthony Firkser","KC","TE","3.6","2.8","2.0","2.8","3.6","8.4","6.8"
"E.J. Jenkins","PHI","TE","3.6","2.8","2.1","2.8","3.6","7.0","5.8"
"Devin Culp","TB","TE","3.6","2.9","2.2","2.9","3.6","8.8","7.4"
"Greg Dortch","ARI","WR","3.6","2.9","2.3","2.9","3.5","9.6","8.4"
"David Moore","CAR","WR","3.6","2.9","2.3","2.9","3.5","9.3","8.0"
"Isaiah Davis","NYJ","RB","3.4","3.0","2.7","3.0","3.4","8.9","8.3"
"Josh Allen","BUF","QB","3.7","3.7","3.3","3.3","3.3","26.3","26.2"
