"Player","Position","Team","Opp","DK Salary","DK Small","DK Medium","DK Large","FD Salary","FD Large"
"Kayshon Boutte","WR","NE","@CHI","3500","0.3%","0.4%","0.5%","5000","0.3%"
"Falcons ","DST","ATL","@NO","3400","0.2%","0.3%","0.3%","4300","0.5%"
"Tyler Conklin","TE","NYJ","@ARI","3400","1.0%","1.5%","1.9%","5100","0.3%"
"Adonai Mitchell","WR","IND","BUF","3400","31.6%","27.1%","24.1%","5200","3.2%"
"Devaughn Vele","WR","DEN","@KC","3400","0.4%","1.0%","1.4%","4900","0.3%"
"Olamide Zaccheaus","WR","WAS","PIT","3400","0.0%","0.1%","0.1%","4900","0.0%"
"Mecole Hardman","WR","KC","DEN","3400","0.0%","0.0%","0.0%","5100","0.0%"
"DJ Chark","WR","LAC","TEN","3400","0.0%","0.0%","0.0%","4300","0.0%"
"49ers ","DST","SF","@TB","3300","1.5%","1.7%","1.9%","4400","1.3%"
"Juwan Johnson","TE","NO","ATL","3300","4.5%","5.0%","5.3%","5300","1.5%"
"Mack Hollins","WR","BUF","@IND","3300","7.0%","6.8%","6.6%","5100","0.5%"
"Curtis Samuel","WR","BUF","@IND","3300","1.6%","1.7%","1.8%","4900","0.3%"
"Jalen Brooks","WR","DAL","PHI","3300","0.0%","0.0%","0.0%","4900","0.0%"
"Dyami Brown","WR","WAS","PIT","3300","0.0%","0.0%","0.0%","4800","0.0%"
"Ja'Lynn Polk","WR","NE","@CHI","3300","0.0%","0.0%","0.0%","4700","0.0%"
"Bills ","DST","BUF","@IND","3200","1.4%","2.3%","2.9%","4600","0.5%"
"Josh Oliver","TE","MIN","@JAX","3200","0.0%","0.0%","0.0%","4500","0.0%"
"Lil'Jordan Humphrey","WR","DEN","@KC","3200","1.4%","2.1%","2.5%","4600","0.5%"
"Kendrick Bourne","WR","NE","@CHI","3200","1.6%","2.1%","2.5%","5000","0.3%"
"KhaDarel Hodge","WR","ATL","@NO","3200","0.0%","0.0%","0.0%","4800","0.0%"
"Ainias Smith","WR","PHI","@DAL","3200","0.0%","0.0%","0.0%","4000","0.0%"
"Devin Duvernay","WR","JAX","MIN","3200","0.0%","0.0%","0.0%","4100","0.0%"
"Commanders ","DST","WAS","PIT","3100","2.1%","2.8%","3.3%","3500","20.0%"
"Will Dissly","TE","LAC","TEN","3100","16.8%","15.6%","14.8%","4900","4.8%"
"Jermaine Jackson","WR","NO","ATL","3100","0.0%","0.0%","0.1%","4600","0.0%"
"Luke McCaffrey","WR","WAS","PIT","3100","0.0%","0.0%","0.0%","4100","0.3%"
"Jacob Cowing","WR","SF","@TB","3100","0.0%","0.0%","0.0%","4000","0.0%"
"Bears ","DST","CHI","NE","3000","43.0%","36.2%","31.6%","5000","3.1%"
"Steelers ","DST","PIT","@WAS","3000","0.4%","0.8%","1.2%","4200","1.0%"
"Chig Okonkwo","TE","TEN","@LAC","3000","0.5%","1.4%","2.0%","4900","0.4%"
"Foster Moreau","TE","NO","ATL","3000","0.3%","0.6%","0.8%","4500","1.1%"
"Xavier Gipson","WR","NYJ","@ARI","3000","0.1%","0.1%","0.2%","4300","0.1%"
"Ashton Dulin","WR","IND","BUF","3000","0.1%","0.1%","0.1%","4300","0.1%"
"Marvin Mims Jr.","WR","DEN","@KC","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Jalen Reagor","WR","LAC","TEN","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Trent Sherfield Sr.","WR","MIN","@JAX","3000","0.0%","0.0%","0.0%","4800","0.0%"
"DeAndre Carter","WR","CHI","NE","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Brandon Powell","WR","MIN","@JAX","3000","0.0%","0.0%","0.0%","4600","0.0%"
"Ryan Flournoy","WR","DAL","PHI","3000","0.0%","0.0%","0.0%","4300","0.0%"
"Derius Davis","WR","LAC","TEN","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Ronnie Bell","WR","SF","@TB","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Scotty Miller","WR","PIT","@WAS","3000","0.0%","0.0%","0.0%","4300","0.0%"
"Malachi Corley","WR","NYJ","@ARI","3000","0.0%","0.0%","0.0%","4500","0.0%"
"Jha'Quan Jackson","WR","TEN","@LAC","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Johnny Wilson","WR","PHI","@DAL","3000","0.0%","0.0%","0.0%","4600","0.0%"
"Javon Baker","WR","NE","@CHI","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Tyler Scott","WR","CHI","NE","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Anthony Gould","WR","IND","BUF","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Laquon Treadwell","WR","IND","BUF","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Jalen Virgil","WR","BUF","@IND","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Justyn Ross","WR","KC","DEN","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Dante Pettis","WR","NO","ATL","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Kevin Austin Jr.","WR","NO","ATL","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Chris Blair","WR","ATL","@NO","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Marquez Callaway","WR","TB","SF","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Ben Skowronek","WR","PIT","@WAS","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Bryce Oliver","WR","TEN","@LAC","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Zach Pascal","WR","ARI","NYJ","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Irvin Charles","WR","NYJ","@ARI","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Jets ","DST","NYJ","@ARI","2900","1.3%","1.6%","1.7%","4700","0.5%"
"Cardinals ","DST","ARI","NYJ","2900","1.1%","1.3%","1.4%","3700","4.8%"
"Noah Gray","TE","KC","DEN","2900","0.3%","1.6%","2.4%","5200","0.3%"
"Dawson Knox","TE","BUF","@IND","2900","0.0%","0.0%","0.1%","4300","0.1%"
"Elijah Higgins","TE","ARI","NYJ","2900","0.0%","0.0%","0.0%","4700","0.0%"
"Saints ","DST","NO","ATL","2800","0.1%","0.4%","0.6%","3800","1.0%"
"Brenton Strange","TE","JAX","MIN","2800","0.0%","0.0%","0.0%","4800","0.0%"
"Darnell Washington","TE","PIT","@WAS","2800","0.0%","0.0%","0.0%","4700","0.0%"
"Adam Trautman","TE","DEN","@KC","2800","0.0%","0.0%","0.0%","4400","0.0%"
"Titans ","DST","TEN","@LAC","2700","0.7%","0.9%","1.0%","3400","4.6%"
"Austin Hooper","TE","NE","@CHI","2700","0.0%","0.1%","0.1%","4800","0.0%"
"Hayden Hurst","TE","LAC","TEN","2700","0.0%","0.0%","0.0%","4500","0.0%"
"Johnny Mundt","TE","MIN","@JAX","2700","0.0%","0.0%","0.0%","4400","0.0%"
"Colts ","DST","IND","BUF","2600","0.7%","1.4%","1.8%","3000","15.4%"
"Buccaneers ","DST","TB","SF","2600","0.0%","0.0%","0.0%","3600","0.5%"
"Lucas Krull","TE","DEN","@KC","2600","0.0%","0.0%","0.1%","4600","0.0%"
"Nick Vannett","TE","TEN","@LAC","2600","0.0%","0.0%","0.0%","4600","0.0%"
"Kylen Granson","TE","IND","BUF","2600","0.0%","0.0%","0.0%","4400","0.0%"
"Patriots ","DST","NE","@CHI","2500","17.7%","16.4%","15.6%","3600","9.4%"
"Jaguars ","DST","JAX","MIN","2500","8.3%","9.1%","9.6%","3200","15.3%"
"Mo Alie-Cox","TE","IND","BUF","2500","0.1%","0.2%","0.2%","4700","0.0%"
"Josh Whyle","TE","TEN","@LAC","2500","0.0%","0.0%","0.0%","4500","0.0%"
"Kenny Yeboah","TE","NYJ","@ARI","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Drew Ogletree","TE","IND","BUF","2500","0.1%","0.0%","0.0%","4500","0.0%"
"Jeremy Ruckert","TE","NYJ","@ARI","2500","0.0%","0.0%","0.0%","4400","0.0%"
"Luke Schoonmaker","TE","DAL","PHI","2500","0.0%","0.0%","0.0%","4400","0.0%"
"Connor Heyward","TE","PIT","@WAS","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Nate Adkins","TE","DEN","@KC","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Gerald Everett","TE","CHI","NE","2500","0.0%","0.0%","0.0%","4300","0.0%"
"Eric Saubert","TE","SF","@TB","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Ben Sinnott","TE","WAS","PIT","2500","0.0%","0.0%","0.0%","4300","0.0%"
"Luke Farrell","TE","JAX","MIN","2500","0.0%","0.0%","0.0%","4100","0.0%"
"MyCole Pruitt","TE","PIT","@WAS","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Quintin Morris","TE","BUF","@IND","2500","0.0%","0.0%","0.0%","4200","0.0%"
"John Bates","TE","WAS","PIT","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Will Mallory","TE","IND","BUF","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Jack Stoll","TE","PHI","@DAL","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Brevyn Spann-Ford","TE","DAL","PHI","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Josiah Deguara","TE","JAX","MIN","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Charlie Woerner","TE","ATL","@NO","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Payne Durham","TE","TB","SF","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Tip Reiman","TE","ARI","NYJ","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Jaheim Bell","TE","NE","@CHI","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Marcedes Lewis","TE","CHI","NE","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Peyton Hendershot","TE","KC","DEN","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Dallin Holker","TE","NO","ATL","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Ross Dwelley","TE","ATL","@NO","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Ko Kieft","TE","TB","SF","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Devin Culp","TE","TB","SF","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Jake Tonges","TE","SF","@TB","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Tucker Fisk","TE","LAC","TEN","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Broncos ","DST","DEN","@KC","2400","6.9%","7.2%","7.4%","4100","0.3%"
"Cowboys ","DST","DAL","PHI","2400","3.3%","3.5%","3.7%","3300","6.7%"
