Week-3-rankings-export

Overall Rank,Full Name,Team Abbreviation,Position,Position Rank,Bye Week,ADP,Projected Points,Auction Value
34,"Saquon Barkley","PHI","RB",5,5,"N/A",15.15,"N/A"
35,"Aaron Rodgers","NYJ","QB",23,12,"N/A",14.57,"N/A"
36,"Daniel Jones","NYG","QB",24,11,"N/A",13.29,"N/A"
37,"De'Von Achane","MIA","RB",6,6,"N/A",13.25,"N/A"
38,"Nico Collins","HOU","WR",8,14,"N/A",14.21,"N/A"
39,"Jahmyr Gibbs","DET","RB",7,5,"N/A",16.27,"N/A"
40,"Brandon Aiyuk","SF","WR",9,9,"N/A",15.76,"N/A"
41,"Garrett Wilson","NYJ","WR",10,12,"N/A",15.82,"N/A"
42,"Will Levis","TEN","QB",25,5,"N/A",10.71,"N/A"
43,"Matthew Stafford","LAR","QB",26,6,"N/A",16.36,"N/A"
44,"Jonathan Taylor","IND","RB",8,14,"N/A",13.17,"N/A"
45,"James Cook","BUF","RB",9,12,"N/A",12.71,"N/A"
46,"Zach Charbonnet","SEA","RB",10,10,"N/A",18.89,"N/A"
47,"Chris Olave","NO","WR",11,12,"N/A",15.19,"N/A"
48,"Chris Godwin","TB","WR",12,11,"N/A",11.26,"N/A"
49,"Bo Nix","DEN","QB",27,14,"N/A",10.94,"N/A"
50,"Malik Willis","GB","QB",28,10,"N/A",9.95,"N/A"
51,"Tyreek Hill","MIA","WR",13,6,"N/A",14,"N/A"
52,"Mike Evans","TB","WR",14,11,"N/A",13.48,"N/A"
53,"Malik Nabers","NYG","WR",15,11,"N/A",13.06,"N/A"
54,"Marvin Harrison Jr.","ARI","WR",16,11,"N/A",15.69,"N/A"
55,"Skylar Thompson","MIA","QB",29,6,"N/A",11.46,"N/A"
56,"Josh Jacobs","GB","RB",11,10,"N/A",13.32,"N/A"
57,"Trey McBride","ARI","TE",1,11,"N/A",13.24,"N/A"
58,"Travis Kelce","KC","TE",2,6,"N/A",13.34,"N/A"
59,"Justin Herbert","LAC","QB",30,5,"N/A",13.75,"N/A"
60,"Andy Dalton","CAR","QB",31,11,"N/A",12.78,"N/A"
61,"Jacoby Brissett","NE","QB",32,14,"N/A",13.23,"N/A"
62,"Kyren Williams","LAR","RB",12,6,"N/A",15.55,"N/A"
63,"D.K. Metcalf","SEA","WR",17,10,"N/A",14.7,"N/A"
64,"Rhamondre Stevenson","NE","RB",13,14,"N/A",12.1,"N/A"
65,"James Conner","ARI","RB",14,11,"N/A",13.04,"N/A"
66,"Derrick Henry","BAL","RB",15,14,"N/A",14.65,"N/A"
67,"Tony Pollard","TEN","RB",16,5,"N/A",11.25,"N/A"
68,"DJ Moore","CHI","WR",18,7,"N/A",12.4,"N/A"
69,"Travis Etienne Jr.","JAX","RB",17,12,"N/A",12.02,"N/A"
70,"Zay Flowers","BAL","WR",19,14,"N/A",13.84,"N/A"
71,"Drake London","ATL","WR",20,12,"N/A",15.75,"N/A"
72,"Rashid Shaheed","NO","WR",21,12,"N/A",9.15,"N/A"
73,"Jameson Williams","DET","WR",22,5,"N/A",9.58,"N/A"
74,"Stefon Diggs","HOU","WR",23,14,"N/A",13.55,"N/A"
75,"Jaxon Smith-Njigba","SEA","WR",24,10,"N/A",12.36,"N/A"
76,"Tank Dell","HOU","WR",25,14,"N/A",12.67,"N/A"
77,"Calvin Ridley","TEN","WR",26,5,"N/A",10.49,"N/A"
78,"Amari Cooper","CLE","WR",27,10,"N/A",12.74,"N/A"
79,"Brock Bowers","LV","TE",3,10,"N/A",9.01,"N/A"
80,"Michael Pittman Jr.","IND","WR",28,14,"N/A",11.31,"N/A"
81,"George Pickens","PIT","WR",29,9,"N/A",10.4,"N/A"
82,"Xavier Worthy","KC","WR",30,6,"N/A",11.98,"N/A"
83,"Zack Moss","CIN","RB",18,12,"N/A",9.59,"N/A"
84,"Tee Higgins","CIN","WR",31,12,"N/A",11.66,"N/A"
85,"Brian Thomas Jr.","JAX","WR",32,12,"N/A",9.51,"N/A"
86,"Aaron Jones","MIN","RB",19,6,"N/A",12.23,"N/A"
87,"Jaylen Waddle","MIA","WR",33,6,"N/A",11.06,"N/A"
88,"Terry McLaurin","WAS","WR",34,14,"N/A",11.5,"N/A"
89,"Sam LaPorta","DET","TE",4,5,"N/A",16.5,"N/A"
90,"Diontae Johnson","CAR","WR",35,11,"N/A",13.58,"N/A"
91,"Mark Andrews","BAL","TE",5,14,"N/A",12.28,"N/A"
92,"Dallas Goedert","PHI","TE",6,5,"N/A",10.43,"N/A"
93,"Brian Robinson","WAS","RB",20,14,"N/A",10.22,"N/A"
94,"Christian Kirk","JAX","WR",36,12,"N/A",9.89,"N/A"
95,"David Montgomery","DET","RB",21,5,"N/A",12.29,"N/A"
96,"Rachaad White","TB","RB",22,11,"N/A",12.02,"N/A"
97,"Demarcus Robinson","LAR","WR",37,6,"N/A",15.51,"N/A"
98,"D'Andre Swift","CHI","RB",23,7,"N/A",10.61,"N/A"
99,"Dalton Kincaid","BUF","TE",7,12,"N/A",10.71,"N/A"
100,"Zamir White","LV","RB",24,10,"N/A",10.62,"N/A"
101,"J.K. Dobbins","LAC","RB",25,5,"N/A",12.91,"N/A"
102,"Khalil Shakir","BUF","WR",38,12,"N/A",7.92,"N/A"
103,"Courtland Sutton","DEN","WR",39,14,"N/A",10.09,"N/A"
104,"Kyle Pitts","ATL","TE",8,12,"N/A",11.76,"N/A"
105,"Jerry Jeudy","CLE","WR",40,10,"N/A",9.45,"N/A"
106,"Tyler Lockett","SEA","WR",41,10,"N/A",10.42,"N/A"
107,"Cam Akers","HOU","RB",26,14,"N/A",13.9,"N/A"
108,"Jerome Ford","CLE","RB",27,10,"N/A",9.72,"N/A"
109,"Ladd McConkey","LAC","WR",42,5,"N/A",9.58,"N/A"
110,"Devin Singletary","NYG","RB",28,11,"N/A",10.41,"N/A"
111,"Chuba Hubbard","CAR","RB",29,11,"N/A",10.29,"N/A"
112,"Najee Harris","PIT","RB",30,9,"N/A",11.47,"N/A"
113,"Gabe Davis","JAX","WR",43,12,"N/A",9.07,"N/A"
114,"Brandin Cooks","DAL","WR",44,7,"N/A",11.25,"N/A"
115,"Jake Ferguson","DAL","TE",9,7,"N/A",12.16,"N/A"
116,"Jauan Jennings","SF","WR",45,9,"N/A",11.91,"N/A"
117,"Javonte Williams","DEN","RB",31,14,"N/A",10.26,"N/A"
118,"Rome Odunze","CHI","WR",46,7,"N/A",9.64,"N/A"
119,"Isaiah Likely","BAL","TE",10,14,"N/A",8.58,"N/A"
120,"Austin Ekeler","WAS","RB",32,14,"N/A",9.77,"N/A"
121,"Jayden Reed","GB","WR",47,10,"N/A",7.71,"N/A"
122,"Carson Steele","KC","RB",33,6,"N/A",9.38,"N/A"
123,"Samaje Perine","KC","RB",34,6,"N/A",8.83,"N/A"
124,"Darnell Mooney","ATL","WR",48,12,"N/A",9.96,"N/A"
125,"D'Onta Foreman","CLE","RB",35,10,"N/A",2.31,"N/A"
126,"Quentin Johnston","LAC","WR",49,5,"N/A",9.21,"N/A"
127,"Jakobi Meyers","LV","WR",50,10,"N/A",9.29,"N/A"
128,"Adam Thielen","CAR","WR",51,11,"N/A",8.09,"N/A"
129,"Rico Dowdle","DAL","RB",36,7,"N/A",7.15,"N/A"
130,"Jaylen Warren","PIT","RB",37,9,"N/A",10.93,"N/A"
131,"Keon Coleman","BUF","WR",52,12,"N/A",9.57,"N/A"
132,"Hunter Henry","NE","TE",11,14,"N/A",6.96,"N/A"
133,"Jalen Nailor","MIN","WR",53,6,"N/A",9.66,"N/A"
134,"Wan'Dale Robinson","NYG","WR",54,11,"N/A",7.05,"N/A"
135,"Tyler Johnson","LAR","WR",55,6,"N/A",12.51,"N/A"
136,"Jordan Whittington","LAR","WR",56,6,"N/A",10.86,"N/A"
137,"Pat Freiermuth","PIT","TE",12,9,"N/A",6.8,"N/A"
138,"Ezekiel Elliott","DAL","RB",38,7,"N/A",8.91,"N/A"
139,"Elijah Moore","CLE","WR",57,10,"N/A",5.27,"N/A"
140,"Alec Pierce","IND","WR",58,14,"N/A",1.86,"N/A"
141,"DeAndre Hopkins","TEN","WR",59,5,"N/A",9.4,"N/A"
142,"Jalen Tolbert","DAL","WR",60,7,"N/A",7.54,"N/A"
143,"Ray-Ray McCloud III","ATL","WR",61,12,"N/A",7.34,"N/A"
144,"Greg Dortch","ARI","WR",62,11,"N/A",5.44,"N/A"
145,"Colby Parkinson","LAR","TE",13,6,"N/A",8.05,"N/A"
146,"Dalton Schultz","HOU","TE",14,14,"N/A",8.81,"N/A"
147,"Chase Brown","CIN","RB",39,12,"N/A",9.15,"N/A"
148,"Tyjae Spears","TEN","RB",40,5,"N/A",9.61,"N/A"
149,"Josh Reynolds","DEN","WR",63,14,"N/A",7.63,"N/A"
150,"Ty Chandler","MIN","RB",41,6,"N/A",4.76,"N/A"
151,"Andrei Iosivas","CIN","WR",64,12,"N/A",3.57,"N/A"
152,"Zach Ertz","WAS","TE",15,14,"N/A",8.15,"N/A"
153,"Mike Gesicki","CIN","TE",16,12,"N/A",7.09,"N/A"
154,"Brenton Strange","JAX","TE",17,12,"N/A",10.84,"N/A"
155,"Allen Lazard","NYJ","WR",65,12,"N/A",0.83,"N/A"
156,"Cole Kmet","CHI","TE",18,7,"N/A",4.87,"N/A"
157,"Greg Dulcich","DEN","TE",19,14,"N/A",5.32,"N/A"
158,"Noah Fant","SEA","TE",20,10,"N/A",8.03,"N/A"
159,"Romeo Doubs","GB","WR",66,10,"N/A",6.06,"N/A"
160,"Bucky Irving","TB","RB",42,11,"N/A",5.99,"N/A"
161,"Rashod Bateman","BAL","WR",67,14,"N/A",7,"N/A"
162,"Cade Otton","TB","TE",21,11,"N/A",7.14,"N/A"
163,"Michael Wilson","ARI","WR",68,11,"N/A",7.93,"N/A"
164,"Christian Watson","GB","WR",69,10,"N/A",7.61,"N/A"
165,"Tyler Conklin","NYJ","TE",22,12,"N/A",7.04,"N/A"
166,"Alexander Mattison","LV","RB",43,10,"N/A",9.33,"N/A"
167,"Braelon Allen","NYJ","RB",44,12,"N/A",4.62,"N/A"
168,"Jalen McMillan","TB","WR",70,11,"N/A",6.03,"N/A"
169,"Mike Williams","NYJ","WR",71,12,"N/A",9.41,"N/A"
170,"Miles Sanders","CAR","RB",45,11,"N/A",6.96,"N/A"
171,"Jaleel McLaughlin","DEN","RB",46,14,"N/A",9.29,"N/A"
172,"Ja'Lynn Polk","NE","WR",72,14,"N/A",6.2,"N/A"
173,"Jonnu Smith","MIA","TE",23,6,"N/A",5.6,"N/A"
174,"Josh Downs","IND","WR",73,14,"N/A",6.55,"N/A"
175,"Justice Hill","BAL","RB",47,14,"N/A",6.4,"N/A"
176,"Juwan Johnson","NO","TE",24,12,"N/A",7.24,"N/A"
177,"Chigoziem Okonkwo","TEN","TE",25,5,"N/A",6.67,"N/A"
178,"Johnny Mundt","MIN","TE",26,6,"N/A",6.64,"N/A"
179,"Eric Saubert","SF","TE",27,9,"N/A",7.25,"N/A"
180,"Tyler Boyd","TEN","WR",74,5,"N/A",4.74,"N/A"
181,"Hayden Hurst","LAC","TE",28,5,"N/A",6.75,"N/A"
182,"Jahan Dotson","PHI","WR",75,5,"N/A",9.88,"N/A"
183,"Tutu Atwell","LAR","WR",76,6,"N/A",5.7,"N/A"
184,"Jordan Akins","CLE","TE",29,10,"N/A",10.28,"N/A"
185,"Darius Slayton","NYG","WR",77,11,"N/A",6.14,"N/A"
186,"Demario Douglas","NE","WR",78,14,"N/A",9.36,"N/A"
187,"Antonio Gibson","NE","RB",48,14,"N/A",7.95,"N/A"
188,"Adonai Mitchell","IND","WR",79,14,"N/A",4.7,"N/A"
189,"Jonathan Mingo","CAR","WR",80,11,"N/A",4.58,"N/A"
190,"Foster Moreau","NO","TE",30,12,"N/A",7.32,"N/A"
191,"Xavier Legette","CAR","WR",81,11,"N/A",7.42,"N/A"
192,"Curtis Samuel","BUF","WR",82,12,"N/A",9.5,"N/A"
193,"Tucker Kraft","GB","TE",31,10,"N/A",4.04,"N/A"
194,"Jamaal Williams","NO","RB",49,12,"N/A",4.95,"N/A"
195,"Noah Gray","KC","TE",32,6,"N/A",3.76,"N/A"
196,"Gerald Everett","CHI","TE",33,7,"N/A",5.35,"N/A"
197,"Theo Johnson","NYG","TE",34,11,"N/A",5.23,"N/A"
198,"Tommy Tremble","CAR","TE",35,11,"N/A",2.96,"N/A"
199,"Britain Covey","PHI","WR",83,5,"N/A",4.66,"N/A"
200,"Tyler Allgeier","ATL","RB",50,12,"N/A",5.41,"N/A"
201,"DeAndre Carter","CHI","WR",84,7,"N/A",8.22,"N/A"
202,"Gus Edwards","LAC","RB",51,5,"N/A",8.9,"N/A"
203,"K.J. Osborn","NE","WR",85,14,"N/A",6.09,"N/A"
204,"Khalil Herbert","CHI","RB",52,7,"N/A",4.75,"N/A"
205,"Luke McCaffrey","WAS","WR",86,14,"N/A",4.31,"N/A"
206,"Emanuel Wilson","GB","RB",53,10,"N/A",5.31,"N/A"
207,"Justin Watson","KC","WR",87,6,"N/A",4.93,"N/A"
208,"Tre Tucker","LV","WR",88,10,"N/A",5.09,"N/A"
209,"Mack Hollins","BUF","WR",89,12,"N/A",1.38,"N/A"
210,"Noah Brown","WAS","WR",90,14,"N/A",2.64,"N/A"
211,"Kyle Juszczyk","SF","RB",54,9,"N/A",1.08,"N/A"
212,"Dare Ogunbowale","HOU","RB",55,14,"N/A",3.59,"N/A"
213,"Tank Bigsby","JAX","RB",56,12,"N/A",4.68,"N/A"
214,"Dontayvion Wicks","GB","WR",91,10,"N/A",4.51,"N/A"
215,"Trey Benson","ARI","RB",57,11,"N/A",5.01,"N/A"
216,"Ray Davis","BUF","RB",58,12,"N/A",4.45,"N/A"
217,"Kalif Raymond","DET","WR",92,5,"N/A",6.4,"N/A"
218,"Jaylen Wright","MIA","RB",59,6,"N/A",5.75,"N/A"
219,"Chris Conley","SF","WR",93,9,"N/A",8.31,"N/A"
220,"Brandon Powell","MIN","WR",94,6,"N/A",6.07,"N/A"
221,"Van Jefferson","PIT","WR",95,9,"N/A",5.24,"N/A"
222,"Lil'Jordan Humphrey","DEN","WR",96,14,"N/A",3.5,"N/A"
223,"Emari Demercado","ARI","RB",60,11,"N/A",2.25,"N/A"
224,"Jeff Wilson Jr.","MIA","RB",61,6,"N/A",5.43,"N/A"
225,"Tyrone Tracy","NYG","RB",62,11,"N/A",4.47,"N/A"
226,"Ty Johnson","BUF","RB",63,12,"N/A",3.32,"N/A"
227,"Nelson Agholor","BAL","WR",97,14,"N/A",4.76,"N/A"
228,"Blake Corum","LAR","RB",64,6,"N/A",5.28,"N/A"
229,"Kenny McIntosh","SEA","RB",65,10,"N/A",3.2,"N/A"
230,"Ronnie Bell","SF","WR",98,9,"N/A",1.25,"N/A"
231,"Tim Patrick","DET","WR",99,5,"N/A",1.39,"N/A"
232,"Tyquan Thornton","NE","WR",100,14,"N/A",5.73,"N/A"
233,"Jacob Cowing","SF","WR",101,9,"N/A",1.4,"N/A"
234,"Ronnie Rivers","LAR","RB",66,6,"N/A",0.97,"N/A"
235,"Trey Sermon","IND","RB",67,14,"N/A",2.06,"N/A"
236,"Calvin Austin III","PIT","WR",102,9,"N/A",4.7,"N/A"
237,"Kenneth Gainwell","PHI","RB",68,5,"N/A",3.08,"N/A"
238,"Dyami Brown","WAS","WR",103,14,"N/A",6.36,"N/A"
239,"Isaac Guerendo","SF","RB",69,9,"N/A",3.95,"N/A"
240,"Roschon Johnson","CHI","RB",70,7,"N/A",2.74,"N/A"
241,"Jermaine Burton","CIN","WR",104,12,"N/A",3.97,"N/A"
242,"Cordarrelle Patterson","PIT","RB",71,9,"N/A",1.21,"N/A"
243,"Deuce Vaughn","DAL","RB",72,7,"N/A",2.77,"N/A"
244,"Tyler Badie","DEN","RB",73,14,"N/A",0,"N/A"
245,"Keaontay Ingram","KC","RB",74,6,"N/A",0,"N/A"
246,"Alec Ingold","MIA","RB",75,6,"N/A",0.15,"N/A"
247,"Ameer Abdullah","LV","RB",76,10,"N/A",0.05,"N/A"
248,"Olamide Zaccheaus","WAS","WR",105,14,"N/A",3.26,"N/A"
249,"C.J. Ham","MIN","RB",77,6,"N/A",1.09,"N/A"
250,"Eric Gray","NYG","RB",78,11,"N/A",3.08,"N/A"
251,"D'Ernest Johnson","JAX","RB",79,12,"N/A",2.2,"N/A"
252,"Tyler Goodson","IND","RB",80,14,"N/A",0.6,"N/A"
253,"Raheem Blackshear","CAR","RB",81,11,"N/A",2.73,"N/A"
254,"British Brooks","HOU","RB",82,14,"N/A",0.76,"N/A"
255,"Michael Burton","DEN","RB",83,14,"N/A",0,"N/A"
256,"Patrick Ricard","BAL","RB",84,14,"N/A",0.79,"N/A"
257,"Jordan Mims","NO","RB",85,12,"N/A",1.73,"N/A"
258,"Cedric Tillman","CLE","WR",106,10,"N/A",2.98,"N/A"
259,"Trenton Irwin","CIN","WR",107,12,"N/A",3.18,"N/A"
260,"Jalen Brooks","DAL","WR",108,7,"N/A",2.24,"N/A"
261,"Treylon Burks","TEN","WR",109,5,"N/A",2.63,"N/A"
262,"Braxton Berrios","MIA","WR",110,6,"N/A",4.61,"N/A"
263,"Derius Davis","LAC","WR",111,5,"N/A",6.2,"N/A"
264,"Parker Washington","JAX","WR",112,12,"N/A",2.42,"N/A"
265,"KaVontae Turpin","DAL","WR",113,7,"N/A",3.62,"N/A"
266,"Marvin Mims Jr.","DEN","WR",114,14,"N/A",7.03,"N/A"
267,"Kylen Granson","IND","TE",36,14,"N/A",3.52,"N/A"
268,"Ja'Tavion Sanders","CAR","TE",37,11,"N/A",5.05,"N/A"
269,"Cedrick Wilson Jr.","NO","WR",115,12,"N/A",3.96,"N/A"
270,"Erick All","CIN","TE",38,12,"N/A",1.27,"N/A"
271,"Will Dissly","LAC","TE",39,5,"N/A",4.64,"N/A"
272,"Michael Mayer","LV","TE",40,10,"N/A",3.42,"N/A"
273,"Dawson Knox","BUF","TE",41,12,"N/A",5.58,"N/A"
274,"Elijah Higgins","ARI","TE",42,11,"N/A",0,"N/A"
275,"Austin Hooper","NE","TE",43,14,"N/A",4.11,"N/A"
276,"Josh Oliver","MIN","TE",44,6,"N/A",4.38,"N/A"
277,"Grant Calcaterra","PHI","TE",45,5,"N/A",1.9,"N/A"
278,"Cade Stover","HOU","TE",46,14,"N/A",1.9,"N/A"
279,"Jake Tonges","SF","TE",47,9,"N/A",6.33,"N/A"
280,"Luke Musgrave","GB","TE",48,10,"N/A",5.03,"N/A"
281,"Josh Whyle","TEN","TE",49,5,"N/A",2.41,"N/A"
282,"Luke Farrell","JAX","TE",50,12,"N/A",3.41,"N/A"
