,,,,,,,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,,,,,,,,Position Rankings,,,,Overall Rankings,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Kendrick Bourne,,0,WR,WR3,3600,NE,@ ARI,1,20.25,6,12.6,5.8,0,0,0,0,0,0,0,0,0,3.5,0.0977,3.5,2.39,29.98,0.19,0,0,0,0,0,0,6.53,6.53,0,0,18.53,6.53,6.53,6,0,100,,15,21,1.8,0,,44,82,82,51,193,193,0.02,0.01,0.23,,,0.01,1.49,0.19,1.61,,3.96,2.68,34.31,0.21,,,,,,,
Colby Parkinson,,0,TE,TE1,2700,LAR,@ SF,29,23,3.5,4.4,5.4,0,0,0,0,0,0,0,0,0,3.79,0.1048,3.79,2.68,27.1,0.18,0,0,0,0,0,0,6.47,6.47,0,1.22,13.47,6.47,6.47,2,0,100,,10,22,2.4,4.1,1.5,28,31,31,60,194,194,,,,,,,,,,,2.62,1.87,19.6,0.11,,,,,,,
Kayshon Boutte,,0,WR,WR2,3500,NE,@ ARI,1,20.25,4,1.3,6,0,0,0,0,0,0,0,0,0,4.65,0.1298,4.65,2.56,33.09,0.09,0,0,0,0,0,0,6.41,6.41,0,0.41,14.41,6.41,6.41,6,0,100,,15,20,1.8,0,,45,83,83,52,195,195,,,,,,,,,,,3.64,1.93,24.93,0.07,,,,,,,
Rams,,0,DST,DST1,2700,LAR,@ SF,16,25.5,6,5.1,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,0.81,0.27,0.09,0.36,25.5,6.39,6.39,0,0,18.39,6.39,6.39,1,0,100,,3,19,2.4,12,4.4,11,11,11,60,196,196,,,,,,,,,,,,,,,2.63,0.88,0.48,0.17,0.06,21.83,341.61
Jalen McMillan,,0,WR,WR2,3700,TB,@ LAC,17,21.25,6.3,0,6.5,0,0,0,0,0,0,0,0,0,3.86,0.1216,3.86,1.97,23.28,0.34,0,0,0,0,0,0,6.34,6.34,0,0,18.94,6.34,6.34,6,0,100,,15,3,1.7,0,,43,84,84,50,197,197,,,,,,,,0.22,3.11,,3.78,1.89,22.67,0.33,,,,,,,
John Metchie III,,0,WR,WR3,3900,HOU,vs MIA,20,24,3.7,2.3,5.4,0,0,0,0,0,0,0,0,0,4.02,0.0957,4.02,2.65,27.54,0.13,0,0,0,0,0,0,6.18,6.18,0,0.63,13.58,6.18,6.18,6,0,100,,15,0,1.6,0,,41,85,85,48,198,198,,,,,,,,0.05,0.19,,2.43,1.48,15.38,0.05,,,,,,,
Josh Oliver,,0,TE,TE2,2700,MIN,vs CHI,6,25.5,4.3,4.5,6.9,0,0,0,0,0,0,0,0,0,3.3,0.096,3.3,2.42,23.96,0.22,0,0,0,0,0,0,6.14,6.14,0,0,14.74,6.14,6.14,4,0,100,,15,0,2.3,0,,28,32,32,60,199,199,,,,,,,,,,,2.06,1.45,14.57,0.15,,,,,,,
Parker Washington,,0,WR,WR2,4100,JAC,vs NYJ,25,18.75,7,5,5.3,0,0,0,0,0,0,0,0,0,4.12,0.1318,4.12,2.47,27.55,0.15,0,0,0,0,0,0,6.13,6.13,0,0,20.13,6.13,6.13,6,0,100,,15,0,1.5,0,,39,86,86,46,200,200,,,,,,,,,,,2.94,1.89,20.44,0.17,,,,,,,
Foster Moreau,,0,TE,TE2,3000,NO,vs WAS,32,18,4.2,4.2,5.8,0,0,0,0,0,0,0,0,0,3.25,0.1108,3.25,2.27,24.93,0.22,0,0,0,0,0,0,6.08,6.08,0,0,14.48,6.08,6.08,4,0,100,,15,24,2,0,,25,33,33,57,201,201,,,,,,,,,0.03,,2.68,1.9,22.65,0.23,,,,,,,
Tyler Conklin,!,0,TE,TE1,2800,NYJ,@ JAC,15,22.25,5,7.2,6.1,0,0,0,0,0,0,0,0,0,3.94,0.1034,3.94,2.71,25.59,0.12,0,0,0,0,0,0,5.99,5.99,0,0,15.99,5.99,5.99,4,0,100,,15,24,2.1,0,,27,34,34,59,202,202,,,,,,,,0.05,0.04,,4.34,3,29.12,0.11,,,,,,,
Tyler Allgeier,,0,RB,RB2,4500,ATL,@ LV,16,25,6,8.1,6.9,0,0,0,0,0,0.3044,9.78,44.93,0.24,9.78,0,0,0,0,0,0,0,0,0,0,0,5.93,5.93,0,0,17.93,5.93,5.93,4,0,100,,15,29,1.3,0,,36,44,44,42,203,203,,,,,,,,10.83,48.39,0.22,1.09,0.96,8.57,0.04,,,,,,,
Grant Calcaterra,,0,TE,TE1,3500,PHI,vs PIT,27,24.25,3.5,2.6,4.5,0,0,0,0,0,0,0,0,0,2.98,0.104,2.98,2.45,26.05,0.14,0,0,0,0,0,0,5.9,5.9,0,0.65,12.9,5.9,5.9,4,0,100,,15,5,1.7,0,,20,35,35,52,204,204,,,,,,,,,,,1.89,1.53,18.53,0.05,,,,,,,
Luke Schoonmaker,,0,TE,TE2,3300,DAL,@ CAR,5,19.75,4.5,2.2,6.5,0,0,0,0,0,0,0,0,0,3.87,0.1034,3.87,2.65,22.51,0.16,0,0,0,0,0,0,5.86,5.86,0,0,14.86,5.86,5.86,4,0,100,,15,0,1.8,0,,22,36,36,54,205,205,,,,,,,,,,,2.4,1.6,14.35,0.15,,,,,,,
Ricky Pearsall,,0,WR,WR3,4400,SF,vs LAR,18,25.5,6.4,0,5.1,0,0,0,0,0,0,0,0,0,3.54,0.1131,3.54,2.04,25.78,0.2,0,0,0,0,0,0,5.82,5.82,0,0,18.62,5.82,5.82,4,0,100,,13,0,1.3,2.6,0.6,36,87,87,43,206,206,,,,,,,,0.14,5.57,,2.86,1.71,19.57,0.14,,,,,,,
Braelon Allen,,0,RB,RB2,5400,NYJ,@ JAC,20,22.25,5.3,0,5.8,0,0,0,0,0,0.274,6.85,23.76,0.15,8.52,0.0438,1.67,1.17,10.05,0.06,0,0,0,0,0,0,5.81,5.81,0,0,16.41,5.81,5.81,4,0,100,,15,9,1.1,0,,27,45,45,33,207,207,,,,,,,,6,21.77,0.15,1.77,1.23,10.38,0.08,,,,,,,
Lions,,0,DST,DST1,2900,DET,vs BUF,3,26,5.2,6.4,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,0.93,0.47,0,0.18,26,5.74,5.74,0,0,16.14,5.74,5.74,3,0,100,,15,9,2,0,,9,12,12,58,208,208,,,,,,,,,,,,,,,2.09,0.68,0.48,0.14,0.04,24.07,365.22
Kevin Austin Jr.,,0,WR,WR2,3200,NO,vs WAS,32,18,2.2,0,4.2,0,0,0,0,0,0,0,0,0,4.15,0.1414,4.15,2.46,27.71,0.08,0,0,0,0,0,0,5.71,5.71,0,2.41,10.11,5.71,5.71,6,0,100,,15,48,1.8,0,,48,88,88,55,209,209,,,,,,,,0.25,2.25,,3,1.75,22.5,,,,,,,,
Kendre Miller,,0,RB,RB2,4500,NO,vs WAS,21,18,4.5,6.2,5.5,0,0,0,0,0,0.2973,8.08,34.16,0.38,8.08,0,0,0,0,0,0,0,0,0,0,0,5.7,5.7,0,0,14.7,5.7,5.7,4,0,100,,15,25,1.3,0,,36,46,46,42,210,210,,,,,,,,6,24,0.2,1.5,1.2,11.8,,,,,,,,
Mack Hollins,,0,WR,WR4,3800,BUF,@ DET,11,26,5.6,3.9,6.3,0,0,0,0,0,0,0,0,0,3.07,0.0858,3.07,1.88,22.72,0.25,0,0,0,0,0,0,5.65,5.65,0,0,16.85,5.65,5.65,6,0,100,,15,0,1.5,0,,42,89,89,49,211,211,0.01,0.01,0.05,,,,0.95,0.05,0.45,,2.97,1.76,22.59,0.17,,,,,,,
Tommy Tremble,,0,TE,TE2,3000,CAR,vs DAL,9,22.75,3.4,4,5.2,0,0,0,0,0,0,0,0,0,3.94,0.107,3.94,2.49,20.71,0.18,0,0,0,0,0,0,5.64,5.64,0,0.54,12.44,5.64,5.64,4,0,100,,15,15,1.9,0,,25,37,37,57,212,212,,,,,,,,0.06,0.22,0.02,2.43,1.53,13.82,0.16,,,,,,,
AJ Barner,,0,TE,TE2,3100,SEA,vs GB,12,22.25,2.9,0,4.8,0,0,0,0,0,0,0,0,0,3.14,0.0845,3.14,2.41,19.98,0.19,0,0,0,0,0,0,5.55,5.55,0,1.2,11.35,5.55,5.55,4,0,100,,15,40,1.8,0,,24,38,38,56,213,213,,,,,,,,,,,2.55,2,17.55,0.18,,,,,,,
Chargers,,0,DST,DST1,2900,LAC,vs TB,7,21.25,5.7,6.6,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89,0.93,0.1,0,0.1,21.25,5.55,5.55,0,0,16.95,5.55,5.55,3,0,100,,15,11,1.9,0,,9,13,13,58,213,213,,,,,,,,,,,,,,,2.29,0.81,0.5,0.14,0.02,22.35,346.88
Buccaneers,,0,DST,DST1,2600,TB,@ LAC,17,24.25,5.9,7.9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0.38,0.68,0.1,0.1,24.25,5.54,5.54,0,0,17.34,5.54,5.54,3,0,100,,15,14,2.1,0,,12,14,14,61,214,214,,,,,,,,,,,,,,,2.54,0.77,0.71,0.15,0.03,23.24,354.04
Jets,,0,DST,DST1,3000,NYJ,@ JAC,24,18.75,5.5,9.2,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,0.11,0.55,0,0.11,18.75,5.5,5.5,0,0,16.5,5.5,5.5,3,0,100,,15,8,1.8,0,,8,15,15,57,215,215,,,,,,,,,,,,,,,2.25,0.69,0.51,0.13,0.05,23.33,345.5
Dyami Brown,,0,WR,WR2,3100,WAS,@ NO,23,25.5,4.8,2.2,4,0,0,0,0,0,0,0,0,0,3.38,0.0984,3.38,2.1,24.98,0.14,0,0,0,0,0,0,5.44,5.44,0,0,15.04,5.44,5.44,6,0,100,,15,0,1.8,0,,49,90,90,56,216,216,0.02,0.02,0.09,,,,2.17,0.11,0.62,,1.89,1.04,14.51,0.09,,,,,,,
Cardinals,,0,DST,DST1,3000,ARI,vs NE,25,20.25,6.2,3.8,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,0.37,0.47,0.19,0,20.25,5.4,5.4,0,0,17.8,5.4,5.4,3,0,100,,15,6,1.8,0,,8,16,16,57,217,217,,,,,,,,,,,,,,,2.47,0.72,0.6,0.15,0.04,23.43,349.33
JuJu Smith-Schuster,,0,WR,WR3,3700,KC,@ CLE,8,22.75,9.3,5.5,6.2,0,0,0,0,0,0,0,0,0,2.85,0.0754,2.85,2.03,24.65,0.14,0,0,0,0,0,0,5.34,5.34,0,0,23.94,5.34,5.34,6,0,100,,15,26,1.4,0,,43,91,91,50,218,218,,,,,,,,0.04,0.22,0.01,6.57,4.56,53.62,0.33,,,,,,,
Mike Williams,,0,WR,WR3,3800,PIT,@ PHI,26,18.75,9.2,17.7,4.5,0,0,0,0,0,0,0,0,0,2.75,0.0924,2.75,1.66,25.81,0.18,0,0,0,0,0,0,5.32,5.32,0,0,23.72,5.32,5.32,6,0,100,,15,18,1.4,0,,42,92,92,49,219,219,,,,,,,,0.09,0.33,0.01,5.63,3.41,52.47,0.33,,,,,,,
Lucas Krull,,0,TE,TE2,2500,DEN,vs IND,14,23.75,3.4,3.4,3.6,0,0,0,0,0,0,0,0,0,3.58,0.0959,3.58,2.61,24.08,0.05,0,0,0,0,0,0,5.32,5.32,0,0.22,12.12,5.32,5.32,4,0,100,,15,3,2.1,0,,30,39,39,62,219,219,,,,,,,,,,,2.21,1.5,15.36,0.07,,,,,,,
Mo Alie-Cox,!,0,TE,TE1,2500,IND,@ DEN,10,19.75,4.7,3.5,3.4,0,0,0,0,0,0,0,0,0,2.82,0.079,2.82,1.81,21.21,0.21,0,0,0,0,0,0,5.19,5.19,0,0,14.59,5.19,5.19,4,0,100,,15,0,2.1,0,,30,40,40,62,220,220,,,,,,,,,,,2.05,1.31,16.49,0.17,,,,,,,
Tanner Hudson,,0,TE,TE2,2600,CIN,@ TEN,31,26,3.7,6.7,5.1,0,0,0,0,0,0,0,0,0,3.23,0.0746,3.23,2.48,21.31,0.09,0,0,0,0,0,0,5.15,5.15,0,0,12.55,5.15,5.15,4,0,100,,15,20,2,0,,29,41,41,61,221,221,,,,,0.03,,,0.03,0.03,,2.97,2.15,20.76,0.06,,,,,,,
Colts,,0,DST,DST1,2500,IND,@ DEN,14,23.75,5.6,8.2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0.72,0.52,0,0.1,23.75,5.14,5.14,0,0,16.34,5.14,5.14,3,0,100,,15,21,2.1,0,,13,17,17,62,222,222,,,,,,,,,,,,,,,2.33,0.85,0.61,0.18,0.06,23.18,358.66
Ray Davis,,0,RB,RB2,4700,BUF,@ DET,10,26,6.3,0,6.5,0,0,0,0,0,0.2309,7.5,33.17,0.29,7.5,0,0,0,0,0,0,0,0,0,0,0,5.06,5.06,0,0,17.66,5.06,5.06,4,0,100,,15,3,1.1,0,,34,47,47,40,223,223,,,,,,,,6.15,26.31,0.23,0.92,0.85,11.77,0.08,,,,,,,
Brock Wright,,0,TE,TE2,2900,DET,vs BUF,4,28,2.9,3.1,3.5,0,0,0,0,0,0,0,0,0,2.32,0.0648,2.32,1.89,14.17,0.28,0,0,0,0,0,0,4.99,4.99,0,0.64,10.79,4.99,4.99,4,0,100,,15,6,1.7,0,,26,42,42,58,224,224,,,,,,,,,,,1.52,1.29,9.19,0.14,,,,,,,
Greg Dortch,,0,WR,WR3,3100,ARI,vs NE,22,26.25,6,4,4,0,0,0,0,0,0,0,0,0,3.43,0.1082,3.43,2.36,18.93,0.11,0,0,0,0,0,0,4.91,4.91,0,0,16.91,4.91,4.91,6,0,100,,15,0,1.6,0,,49,93,93,56,225,225,,,,,,,,0.21,1.6,,2.83,2.02,18.46,0.1,,,,,,,
Mike Woods,,0,WR,WR3,3200,CLE,vs KC,16,18.75,2,0,4.8,0,0,0,0,0,0,0,0,0,4.19,0.0978,4.19,2.17,27.25,0,0,0,0,0,0,0,4.9,4.9,0,1.9,8.9,4.9,4.9,6,0,100,,15,13,1.5,0,,48,94,94,55,226,226,,,,,,,,0.13,-0.63,,2.13,1.13,12.5,,,,,,,,
KaVontae Turpin,,0,WR,WR4,3600,DAL,@ CAR,5,19.75,4.5,3.7,5.7,0,0,0,0,0,0,0,0,0,2.78,0.0743,2.78,1.78,21.25,0.16,0,0,0,0,0,0,4.87,4.87,0,0,13.87,4.87,4.87,6,0,100,,15,0,1.4,0,,44,95,95,51,227,227,,,,,,,,0.59,4.27,0.03,1.65,1.05,12.97,0.14,,,,,,,
Dawson Knox,,0,TE,TE2,3400,BUF,@ DET,11,26,5.3,5.3,4.3,0,0,0,0,0,0,0,0,0,2.54,0.0709,2.54,1.68,19.57,0.19,0,0,0,0,0,0,4.78,4.78,0,0,15.38,4.78,4.78,4,0,100,,15,25,1.4,0,,21,43,43,53,228,228,,,,,,,,0.01,0.17,,3.73,2.42,28.5,0.29,,,,,,,
Panthers,,0,DST,DST1,2700,CAR,vs DAL,27,19.75,6,4.2,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.42,0.42,0,0,19.75,4.78,4.78,0,0,16.78,4.78,4.78,3,0,100,,15,6,1.8,0,,11,18,18,60,228,228,,,,,,,,,,,,,,,2.4,0.77,0.55,0.15,0.02,23.64,347.12
Luke McCaffrey,,0,WR,WR4,3100,WAS,@ NO,23,25.5,2,0,3.2,0,0,0,0,0,0,0,0,0,3.3,0.0959,3.3,2.46,23.03,0,0,0,0,0,0,0,4.76,4.76,0,1.76,8.76,4.76,4.76,6,0,100,,15,38,1.5,0,,49,96,96,56,229,229,,,,,,,,,,,2,1.6,15.5,,,,,,,,
Michael Mayer,,0,TE,TE2,3000,LV,vs ATL,2,19.5,4.3,5.9,3.7,0,0,0,0,0,0,0,0,0,3.55,0.0884,3.55,2.37,20.26,0.06,0,0,0,0,0,0,4.76,4.76,0,0,13.36,4.76,4.76,4,0,100,,15,16,1.6,0,,25,44,44,57,229,229,,,,,,,,,,,3.32,2.21,21.79,0.11,,,,,,,
Adonai Mitchell,,0,WR,WR4,4000,IND,@ DEN,10,19.75,3.6,0,3.7,0,0,0,0,0,0,0,0,0,4.35,0.1219,4.35,2.13,26.06,0,0,0,0,0,0,0,4.74,4.74,0,0,11.94,4.74,4.74,6,0,100,,15,3,1.2,0,,40,97,97,47,230,230,0.08,0.08,1.85,,,,14.26,0.23,1.23,,3.46,1.54,19.54,,,,,,,,
Ezekiel Elliott,,0,RB,RB2,5100,DAL,@ CAR,29,19.75,9.4,10.3,3.9,0,0,0,0,0,0.3002,7.71,31.79,0.25,7.71,0,0,0,0,0,0,0,0,0,0,0,4.68,4.68,0,0,23.48,4.68,4.68,4,0,100,,15,42,0.9,0,,30,48,48,36,231,231,0.01,0.01,0.03,0.01,,,-2.47,16.04,68.85,0.54,3.63,2.76,20.3,0.1,,,,,,,
Packers,,0,DST,DST1,3100,GB,@ SEA,18,22.25,5.2,6.9,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0.42,0.85,0,0,22.25,4.65,4.65,0,0,15.05,4.65,4.65,3,0,100,,15,21,1.5,0,,7,19,19,56,232,232,,,,,,,,,,,,,,,2.47,0.82,0.52,0.1,0.01,21.86,347.29
49ers,,0,DST,DST1,2900,SF,vs LAR,6,23,5.7,8.3,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0.79,0.19,0,0.1,23,4.62,4.62,0,0,16.02,4.62,4.62,2,0,100,,11,11,1.6,4,1.4,9,20,20,58,233,233,,,,,,,,,,,,,,,2.4,0.75,0.52,0.11,0.02,22.47,333.01
Jaleel McLaughlin,,0,RB,RB2,4700,DEN,vs IND,27,23.75,4.7,6.2,5.8,0,0,0,0,0,0.2934,8.3,41.19,0.08,8.3,0,0,0,0,0,0,0,0,0,0,0,4.6,4.6,0,0,14,4.6,4.6,4,0,100,,15,22,1,0,,34,49,49,40,234,234,,,,,,,,5.2,25.9,0.07,1.87,1.6,6.9,0.13,,,,,,,
Jaguars,,0,DST,DST1,2700,JAC,vs NYJ,21,22.25,6.4,7.2,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,0.52,0.2,0,0.2,22.25,4.5,4.5,0,0,17.3,4.5,4.5,3,0,100,,15,0,1.7,0,,11,21,21,60,235,235,,,,,,,,,,,,,,,2.23,0.71,0.47,0.2,0.01,23.63,357.94
Trey Benson,,0,RB,RB2,4600,ARI,vs NE,25,26.25,3.7,0,4.1,0,0,0,0,0,0.1995,7.25,36.5,0.13,7.25,0,0,0,0,0,0,0,0,0,0,0,4.43,4.43,0,0,11.83,4.43,4.43,4,0,100,,15,10,1,0,,35,50,50,41,236,236,,,,,,,,5.27,24.45,0.09,0.55,0.55,5.36,,,,,,,,
Darnell Washington,,0,TE,TE2,2700,PIT,@ PHI,26,18.75,2.2,1.6,3.6,0,0,0,0,0,0,0,0,0,2.69,0.0906,2.69,1.93,20.38,0.07,0,0,0,0,0,0,4.39,4.39,0,1.09,8.79,4.39,4.39,4,0,100,,15,21,1.6,0,,28,45,45,60,237,237,,,,,,,,,,,1.7,1.25,12.65,0.05,,,,,,,
Browns,,0,DST,DST1,2200,CLE,vs KC,15,22.75,5.3,9.3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,0.39,0.39,0,0.1,22.75,4.32,4.32,0,0,14.92,4.32,4.32,3,0,100,,15,10,2,0,,16,22,22,65,238,238,,,,,,,,,,,,,,,2.26,0.73,0.5,0.12,0.03,23.96,349.51
Scotty Miller,,0,WR,WR4,3000,PIT,@ PHI,26,18.75,5.3,3.3,3,0,0,0,0,0,0,0,0,0,2.63,0.0885,2.63,1.57,21.38,0.1,0,0,0,0,0,0,4.31,4.31,0,0,14.91,4.31,4.31,6,0,100,,15,0,1.4,0,,50,98,98,57,239,239,,,,,,,,0.14,1.42,0.02,2.68,1.58,20.25,0.11,,,,,,,
Falcons,,0,DST,DST1,3200,ATL,@ LV,30,19.5,5.5,5.8,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.45,0.34,0,0,19.5,4.28,4.28,0,0,15.28,4.28,4.28,3,0,100,,15,0,1.3,0,,6,23,23,55,240,240,,,,,,,,,,,,,,,1.79,0.7,0.46,0.15,0.02,23.37,358.65
Cedrick Wilson,,0,WR,WR3,3500,NO,vs WAS,32,18,6.8,6.3,3.8,0,0,0,0,0,0,0,0,0,2.32,0.0791,2.32,1.63,18.36,0.13,0,0,0,0,0,0,4.25,4.25,0,0,17.85,4.25,4.25,6,0,100,,15,0,1.2,0,,45,99,99,52,241,241,0.08,0.08,1.73,,0.03,0.02,9.77,0.09,0.11,,2.63,1.78,22.31,0.19,,,,,,,
Chiefs,,0,DST,DST1,3700,KC,@ CLE,20,18.75,6.4,7.9,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,0.49,0.19,0,0,18.75,4.22,4.22,0,0,17.02,4.22,4.22,3,0,100,,15,21,1.1,0,,2,24,24,50,242,242,,,,,,,,,,,,,,,2.51,0.9,0.56,0.25,0.02,20.46,351.75
Bears,,0,DST,DST1,2300,CHI,@ MIN,11,25.5,6,7.1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,0.47,0.65,0,0,25.5,4.19,4.19,0,0,16.19,4.19,4.19,3,0,100,,15,9,1.8,0,,15,25,25,64,243,243,,,,,,,,,,,,,,,2.23,0.78,0.51,0.16,0.03,21.83,337.23
Justin Watson,,0,WR,WR4,3400,KC,@ CLE,8,22.75,4.3,5.6,3.9,0,0,0,0,0,0,0,0,0,2.38,0.0631,2.38,1.4,19.06,0.14,0,0,0,0,0,0,4.15,4.15,0,0,12.75,4.15,4.15,6,0,100,,15,0,1.2,0,,46,100,100,53,244,244,,,,,,,,,,,2.52,1.38,20.61,0.13,,,,,,,
Cade Stover,!,0,TE,TE2,2500,HOU,vs MIA,20,24,3,0,3,0,0,0,0,0,0,0,0,0,2.57,0.0612,2.57,1.8,14.88,0.14,0,0,0,0,0,0,4.13,4.13,0,0,10.13,4.13,4.13,4,0,100,,15,0,1.7,0,,30,46,46,62,245,245,,,,,,,,,,,1.82,1.27,12,0.09,,,,,,,
Saints,,0,DST,DST1,2400,NO,vs WAS,8,25.5,6,8.4,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,0.68,0.1,0.1,0.1,25.5,4,4,0,0,16,4,4,3,0,100,,15,14,1.7,0,,14,26,26,63,246,246,,,,,,,,,,,,,,,2.52,0.85,0.54,0.12,0.02,22.02,350.39
Bills,,0,DST,DST1,2600,BUF,@ DET,1,28,6,9.5,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0.77,0.69,0,0.09,28,3.92,3.92,0,0,15.92,3.92,3.92,3,0,100,,15,21,1.5,0,,12,27,27,61,247,247,,,,,,,,,,,,,,,2.35,0.99,0.59,0.14,0.03,20.17,326.91
Zay Jones,,0,WR,WR4,3000,ARI,vs NE,22,26.25,7.2,8.7,1.2,0,0,0,0,0,0,0,0,0,2.81,0.0886,2.81,1.62,16.42,0.09,0,0,0,0,0,0,3.8,3.8,0,0,18.2,3.8,3.8,6,0,100,,15,1,1.3,0,,50,101,101,57,248,248,0.02,0.01,0.29,,,,1.22,0.08,0.24,,5.09,2.94,30.95,0.18,,,,,,,
Ja'Lynn Polk,,0,WR,WR4,3100,NE,@ ARI,1,20.25,3,0,3,0,0,0,0,0,0,0,0,0,3.4,0.095,3.4,1.23,8.33,0.28,0,0,0,0,0,0,3.74,3.74,0,0,9.74,3.74,3.74,6,0,100,,15,0,1.2,0,,49,102,102,56,249,249,,,,,,,,0.09,,,2.82,1.09,7.91,0.18,,,,,,,
Tylan Wallace,,0,WR,WR4,3200,BAL,@ NYG,24,29.75,4.3,0.3,4.5,0,0,0,0,0,0,0,0,0,1.39,0.0392,1.39,1.1,19.14,0.1,0,0,0,0,0,0,3.61,3.61,0,0,12.21,3.61,3.61,6,0,100,,15,0,1.1,0,,48,103,103,55,250,250,,,,,,,,,,,0.83,0.55,8.62,0.03,,,,,,,
Jahan Dotson,,0,WR,WR3,3300,PHI,vs PIT,27,24.25,7,7.5,2.1,0,0,0,0,0,0,0,0,0,2.44,0.0853,2.44,1.44,16.06,0.09,0,0,0,0,0,0,3.59,3.59,0,0,17.59,3.59,3.59,6,0,100,,15,0,1.1,0,,47,104,104,54,251,251,,,,,,,,0.07,0.15,,4.02,2.34,28.37,0.27,,,,,,,
Kimani Vidal,,0,RB,RB2,4800,LAC,vs TB,13,24.25,4.2,0,4,0,0,0,0,0,0.2965,9.11,32.21,0.06,9.11,0,0,0,0,0,0,0,0,0,0,0,3.58,3.58,0,0,11.98,3.58,3.58,4,0,100,,15,0,0.7,0,,33,51,51,39,252,252,,,,,,,,5,16.33,,0.67,0.5,8.17,0.17,,,,,,,
Jeremy McNichols,,0,RB,RB2,5300,WAS,@ NO,31,25.5,4.4,0,4.3,0,0,0,0,0,0.1465,4.8,21.61,0.23,4.8,0,0,0,0,0,0,0,0,0,0,0,3.54,3.54,0,0,12.34,3.54,3.54,4,0,100,,15,0,0.7,0,,28,52,52,34,253,253,,,,,,,,3.37,14.85,0.12,1.41,1.02,7.37,0.02,,,,,,,
Patriots,,0,DST,DST1,2400,NE,@ ARI,19,26.25,6.9,6.5,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,0.47,0.18,0,0.09,26.25,3.5,3.5,0,0,17.3,3.5,3.5,3,0,100,,15,19,1.5,0,,14,28,28,63,254,254,,,,,,,,,,,,,,,2.37,0.96,0.5,0.2,0.05,18.72,332.22
Raiders,,0,DST,DST1,2500,LV,vs ATL,22,25,4.9,8.6,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82,0.44,0.09,0,0.09,25,3.42,3.42,0,0,13.22,3.42,3.42,3,0,100,,15,0,1.4,0,,13,29,29,62,255,255,,,,,,,,,,,,,,,1.83,0.61,0.45,0.09,0.02,24.88,359.45
Titans,,0,DST,DST1,2300,TEN,vs CIN,5,26,5.2,5.8,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0.69,0.17,0.08,0,26,3.42,3.42,0,0,13.82,3.42,3.42,3,0,100,,15,15,1.5,0,,15,29,29,64,255,255,,,,,,,,,,,,,,,2.32,0.74,0.43,0.12,0.02,22.2,350.41
Robert Woods,,0,WR,WR4,3000,HOU,vs MIA,20,24,8.4,6.4,2.2,0,0,0,0,0,0,0,0,0,2.23,0.0532,2.23,1.42,16.17,0.06,0,0,0,0,0,0,3.4,3.4,0,0,20.2,3.4,3.4,6,0,100,,15,27,1.1,0,,50,105,105,57,256,256,,,,,,,,0.53,3.64,0.04,6.61,4.22,51.08,0.22,,,,,,,
Patrick Taylor,,0,RB,RB2,5900,SF,vs LAR,15,25.5,3.1,2.7,2.6,0,0,0,0,0,0.1524,5.13,19.64,0.21,5.13,0,0,0,0,0,0,0,0,0,0,0,3.22,3.22,0,0,9.42,3.22,3.22,4,0,100,,15,0,0.5,0,,22,53,53,28,257,257,,,,,,,,3.04,11.96,0.08,0.85,0.58,3.12,,,,,,,,
Chris Conley,,0,WR,WR4,3000,SF,vs LAR,18,25.5,5.4,9.9,0.2,0,0,0,0,0,0,0,0,0,2.15,0.0687,2.15,1.15,15.88,0.08,0,0,0,0,0,0,3.22,3.22,0,0,14.02,3.22,3.22,6,0,100,,15,10,1.1,0,,50,106,106,57,257,257,,,,,,,,0.01,0.03,,3.77,2.2,28.72,0.15,,,,,,,
