,,,,,,,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,,,,,,,,Position Rankings,,,,Overall Rankings,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Player,Inj,Likes,Pos,pDepth,Salary,Team,Opp,Def v Pos,VegasPts,STDV,2023 Avg,2024 Avg,Pct,Att,Yrds,TDs,Int,Pct,Att,Yrds,TDs,Att+Tar,Pct,Tar,Rec,Yrds,TDs,Sacks,Int,Fum,Sfty,TDs,PTs,FC,My,Diff,Floor,Ceiling,FC Proj,My Proj,FPs,Rdm %,Exp.,Used,FPs,Con.,Value,Score,Val,Salary,FC Proj,My Proj,Salary,FC Proj,My Proj,Att,Comp,Yrds,Int,Sack,TDs,Rtg,Att,Yrds,TDs,Trgts,Rec,Yrds,TDs,Sack,Ints,Fmbls,TDs,Sfty,Pts,Yrds
Troy Franklin,,0,WR,WR4,3700,DEN,vs ATL,2,23.25,3.7,0,4,0,0,0,0,0,0,0,0,0,5.26,0.1459,5.26,2.78,25.8,0.18,0,0,0,0,0,0,6.44,6.44,0,0.89,13.84,6.44,6.44,40,0,100,,96,8,1.7,9.5,2.6,45,71,71,49,162,162,,,,,,,,0.22,0.89,,3.22,1.67,16,0.11,,,,,,,
49ers,,0,DST,DST1,3600,SF,vs SEA,13,21.25,5.6,8.3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21,1,0.51,0,0.2,21.25,6.43,6.43,0,0,17.63,6.43,6.43,6,0,100,,114,14,1.8,7,1.9,3,8,8,50,163,163,,,,,,,,,,,,,,,2.38,0.76,0.53,0.11,0.02,22.36,334.16
Jalen Tolbert,,0,WR,WR2,4600,DAL,vs HOU,13,17.25,5.5,4.3,9.7,0,0,0,0,0,0,0,0,0,3.91,0.1079,3.91,2.63,26.1,0.19,0,0,0,0,0,0,6.38,6.38,0,0,17.38,6.38,6.38,64,0,100,,138,8,1.4,4.1,0.9,36,72,72,40,164,164,,,,,,,,,,,3.48,2.28,25.88,0.2,,,,,,,
Kayshon Boutte,,0,WR,WR2,3500,NE,vs LAR,18,19,4.1,1.3,6,0,0,0,0,0,0,0,0,0,3.89,0.1201,3.89,2.25,32.74,0.14,0,0,0,0,0,0,6.36,6.36,0,0.21,14.56,6.36,6.36,48,0,100,,112,13,1.8,7.3,2.1,47,73,73,51,165,165,,,,,,,,,,,3.18,1.73,24.45,0.09,,,,,,,
Tyler Boyd,!,0,WR,WR3,3400,TEN,vs MIN,21,17,7.8,8.8,5,0,0,0,0,0,0,0,0,0,3.93,0.1257,3.93,2.69,28.7,0.13,0,0,0,0,0,0,6.34,6.34,0,0,21.94,6.34,6.34,56,0,100,,127,28,1.9,5.4,1.6,48,74,74,52,166,166,0.05,0.02,0.66,0.01,0.01,,-0.13,0.16,1.32,,6.12,4.17,48.31,0.24,,,,,,,
Broncos,,0,DST,DST1,2900,DEN,vs ATL,15,21.25,6,6.9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93,0.59,0.42,0.17,0.17,21.25,6.31,6.31,0,0,18.31,6.31,6.31,2,0,100,,73,19,2.2,13,4.5,10,9,9,57,167,167,,,,,,,,,,,,,,,2.53,0.77,0.57,0.14,0.03,20.67,331.57
Olamide Zaccheaus,,0,WR,WR4,3300,WAS,@ PHI,26,22.75,5.3,3.5,4.9,0,0,0,0,0,0,0,0,0,3.76,0.1062,3.76,2.38,30.74,0.12,0,0,0,0,0,0,6.17,6.17,0,0,16.77,6.17,6.17,74,0,100,,156,4,1.9,2,0.6,49,75,75,53,168,168,,,,,,,,0.06,0.14,,3.12,1.94,26.52,0.15,,,,,,,
Kalif Raymond,,0,WR,WR4,3500,DET,vs JAC,15,30.5,5.4,5.7,4.8,0,0,0,0,0,0,0,0,0,3.08,0.0816,3.08,2.27,29.71,0.15,0,0,0,0,0,0,6.14,6.14,0,0,16.94,6.14,6.14,57,0,100,,130,0,1.8,5,1.4,47,76,76,51,169,169,,,,,,,,0.24,1.37,,2.4,1.73,23.88,0.09,,,,,,,
Van Jefferson,,0,WR,WR4,3500,PIT,vs BAL,3,22.75,5,3,4.8,0,0,0,0,0,0,0,0,0,3.81,0.1195,3.81,2.13,26.78,0.22,0,0,0,0,0,0,6.13,6.13,0,0,16.13,6.13,6.13,81,0,100,,174,17,1.8,0,,47,77,77,51,170,170,,,,,,,,0.06,0.37,,3.73,2.05,28.05,0.18,,,,,,,
Odell Beckham Jr.,,0,WR,WR3,3400,MIA,vs LV,19,25.5,10,8,2.1,0,0,0,0,0,0,0,0,0,3.65,0.1022,3.65,2.12,28,0.18,0,0,0,0,0,0,6,6,0,0,26,6,6,66,0,100,,145,32,1.8,3.3,1,48,78,78,52,171,171,0.05,0.04,1.4,,0.01,0.02,15.23,0.16,1.31,0.01,8.1,4.7,64.92,0.46,,,,,,,
Roschon Johnson,,0,RB,RB2,4600,CHI,vs GB,12,17.5,4.7,6.8,7.2,0,0,0,0,0,0.1883,5.34,18.63,0.38,6.74,0.0519,1.4,1.07,6.9,0,0,0,0,0,0,0,5.9,5.9,0,0,15.3,5.9,5.9,20,0,100,,83,32,1.3,11.1,2.4,36,44,44,40,172,172,,,,,,,,5.32,20.73,0.27,2.41,1.95,12.68,,,,,,,,
Austin Hooper,,0,TE,TE2,2900,NE,vs LAR,18,19,6,3,4.4,0,0,0,0,0,0,0,0,0,3.38,0.1045,3.38,2.42,24.31,0.16,0,0,0,0,0,0,5.81,5.81,0,0,17.81,5.81,5.81,19,0,100,,111,17,2,7.5,2.6,27,27,27,57,173,173,,,,,,,,,,,4.08,2.96,29.98,0.2,,,,,,,
Colts,,0,DST,DST1,2600,IND,@ NYJ,25,23.5,5.6,8.2,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07,0.75,0.85,0,0.09,23.5,5.81,5.81,0,0,17.01,5.81,5.81,9,0,100,,148,22,2.2,3,1.2,13,10,10,60,173,173,,,,,,,,,,,,,,,2.31,0.86,0.62,0.18,0.06,23.14,358.73
Noah Gray,,0,TE,TE2,2800,KC,@ BUF,4,22.25,2.7,4.4,5.2,0,0,0,0,0,0,0,0,0,3.18,0.0855,3.18,2.52,27.49,0.08,0,0,0,0,0,0,5.75,5.75,0,1.7,11.15,5.75,5.75,6,0,100,,46,34,2.1,18.3,6.5,28,28,28,58,174,174,,,,,,,,0.04,0.04,0.02,2.21,1.71,18.04,0.08,,,,,,,
Rome Odunze,,0,WR,WR3,5000,CHI,vs GB,12,17.5,7.6,0,9.2,0,0,0,0,0,0,0,0,0,3.94,0.1464,3.94,2.24,30.44,0.07,0,0,0,0,0,0,5.7,5.7,0,0,20.9,5.7,5.7,32,0,100,,76,17,1.1,12.5,2.5,32,79,79,36,175,175,,,,,,,,0.33,1.67,,5.56,3.11,46,0.11,,,,,,,
Grant Calcaterra,,0,TE,TE2,3000,PHI,vs WAS,32,26.75,3.1,2.6,4.8,0,0,0,0,0,0,0,0,0,2.93,0.0846,2.93,2.55,30.45,0,0,0,0,0,0,0,5.6,5.6,0,0.95,11.8,5.6,5.6,42,0,100,,174,16,1.9,0,,26,29,29,56,176,176,,,,,,,,,,,2,1.63,21,,,,,,,,
Chargers,,0,DST,DST1,3000,LAC,vs CIN,4,23.5,5.6,6.6,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.87,0.38,0,0,23.5,5.5,5.5,0,0,16.7,5.5,5.5,9,0,100,,148,13,1.8,3,1,9,11,11,56,177,177,,,,,,,,,,,,,,,2.3,0.81,0.51,0.14,0.02,22.35,346.23
Calvin Austin III,,0,WR,WR3,3600,PIT,vs BAL,3,22.75,5.1,3.3,6.2,0,0,0,0,0,0,0,0,0,3.2,0.1002,3.2,1.64,25.29,0.22,0,0,0,0,0,0,5.49,5.49,0,0,15.69,5.49,5.49,80,0,100,,168,0,1.5,0.9,0.3,46,80,80,50,178,178,,,,,,,,0.44,2.28,0.04,2.44,1.32,18.28,0.12,,,,,,,
Mo Alie-Cox,,0,TE,TE1,2500,IND,@ NYJ,25,19.5,4.8,3.5,3.3,0,0,0,0,0,0,0,0,0,2.9,0.0746,2.9,1.81,22.36,0.24,0,0,0,0,0,0,5.49,5.49,0,0,15.09,5.49,5.49,26,0,100,,142,0,2.2,3.7,1.5,31,30,30,61,178,178,,,,,,,,,,,2.04,1.3,16.5,0.18,,,,,,,
Adam Trautman,,0,TE,TE1,2800,DEN,vs ATL,2,23.25,4.2,3.8,4.2,0,0,0,0,0,0,0,0,0,2.9,0.0804,2.9,1.95,23.96,0.18,0,0,0,0,0,0,5.43,5.43,0,0,13.83,5.43,5.43,42,0,100,,174,0,1.9,0,,28,31,31,58,179,179,,,,,,,,,,,2.3,1.61,17.86,0.14,,,,,,,
Josh Oliver,,0,TE,TE2,3100,MIN,@ TEN,31,23,4.4,4.5,7.5,0,0,0,0,0,0,0,0,0,2.83,0.0794,2.83,2.07,20.08,0.22,0,0,0,0,0,0,5.4,5.4,0,0,14.2,5.4,5.4,21,0,100,,117,0,1.7,6.4,2.1,25,32,32,55,180,180,,,,,,,,,,,2.04,1.42,13.89,0.16,,,,,,,
Ravens,,0,DST,DST1,3400,BAL,@ PIT,7,22.75,6.4,10.3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93,0.57,0.38,0,0.09,22.75,5.37,5.37,0,0,18.17,5.37,5.37,6,0,100,,114,20,1.6,7,2.1,5,12,12,52,181,181,,,,,,,,,,,,,,,2.53,0.81,0.54,0.2,0.03,19.72,329.34
Adonai Mitchell,,0,WR,WR4,4400,IND,@ NYJ,25,19.5,3.9,0,4.1,0,0,0,0,0,0,0,0,0,4.97,0.1276,4.97,2.49,28.72,0,0,0,0,0,0,0,5.36,5.36,0,0,13.16,5.36,5.36,61,0,100,,135,5,1.2,4.5,1,38,81,81,42,182,182,0.1,0.1,2.4,,,,18.54,0.2,1.4,,3.8,1.8,21.1,,,,,,,,
Saints,,0,DST,DST1,3300,NO,vs CLE,30,22.5,6,8.4,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,1.05,0.26,0.09,0.09,22.5,5.27,5.27,0,0,17.27,5.27,5.27,8,0,100,,139,15,1.6,4,1.2,6,13,13,53,183,183,,,,,,,,,,,,,,,2.53,0.86,0.55,0.13,0.03,22.14,350.14
Marquez Valdes-Scantling,,0,WR,WR1,4400,NO,vs CLE,8,21.5,7.2,3.6,5,0,0,0,0,0,0,0,0,0,2.98,0.0931,2.98,1.5,26.8,0.18,0,0,0,0,0,0,5.26,5.26,0,0,19.66,5.26,5.26,20,0,100,,53,0,1.2,16.7,3.8,38,82,82,42,184,184,,,,,,,,0.09,0.49,,3.96,1.99,34.05,0.19,,,,,,,
Steelers,,0,DST,DST1,2500,PIT,vs BAL,1,25.75,6,8.4,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,0.87,0.53,0,0.09,25.75,5.26,5.26,0,0,17.26,5.26,5.26,5,0,100,,99,25,2.1,9,3.6,14,14,14,61,184,184,,,,,,,,,,,,,,,2.93,0.95,0.59,0.12,0.04,20.09,333.24
John Metchie III,,0,WR,WR4,4400,HOU,@ DAL,9,24.25,3.9,2.3,6.5,0,0,0,0,0,0,0,0,0,3.63,0.103,3.63,2.09,22.75,0.14,0,0,0,0,0,0,5.21,5.21,0,0,13.01,5.21,5.21,51,0,100,,118,0,1.2,6.3,1.4,38,83,83,42,185,185,,,,,,,,0.06,0.22,,2.39,1.39,14.89,0.06,,,,,,,
Dawson Knox,,0,TE,TE1,3500,BUF,vs KC,16,24.75,5.3,5.3,3.8,0,0,0,0,0,0,0,0,0,2.72,0.0891,2.72,1.77,20.54,0.22,0,0,0,0,0,0,5.14,5.14,0,0,15.74,5.14,5.14,17,0,100,,106,26,1.5,8,2.3,21,33,33,51,186,186,,,,,,,,0.01,0.17,,3.76,2.43,28.29,0.31,,,,,,,
Mack Hollins,,0,WR,WR4,3800,BUF,vs KC,16,24.75,5.5,3.9,5.4,0,0,0,0,0,0,0,0,0,3.01,0.0987,3.01,1.78,21.34,0.2,0,0,0,0,0,0,5.11,5.11,0,0,16.11,5.11,5.11,59,0,100,,133,0,1.3,4.7,1.2,44,84,84,48,187,187,0.01,0.01,0.05,,,,0.98,0.05,0.47,,2.96,1.74,22.32,0.15,,,,,,,
AJ Barner,,0,TE,TE1,3100,SEA,@ SF,29,21.25,3,0,4.7,0,0,0,0,0,0,0,0,0,2.77,0.0768,2.77,2.19,20.54,0.13,0,0,0,0,0,0,5.02,5.02,0,0.52,11.02,5.02,5.02,27,0,100,,143,36,1.6,3.5,1.1,25,34,34,55,188,188,,,,,,,,,,,2.43,2,18.86,0.14,,,,,,,
Cam Akers,,0,RB,RB2,4600,MIN,@ TEN,24,23,7.3,6.7,5.5,0,0,0,0,0,0.2862,9.5,37.54,0.21,9.5,0,0,0,0,0,0,0,0,0,0,0,5.01,5.01,0,0,19.61,5.01,5.01,18,0,100,,81,13,1.1,11.6,2.5,36,45,45,40,189,189,,,,,0.02,,,10.88,43.14,0.29,1.36,1.07,8.38,0.05,,,,,,,
Ray Davis,,0,RB,RB2,5400,BUF,vs KC,1,24.75,6.3,0,7,0,0,0,0,0,0.2428,8.12,35.04,0.25,8.12,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,17.6,5,5,51,0,100,,165,10,0.9,1.1,0.2,28,46,46,32,190,190,,,,,,,,6.4,26.8,0.2,1.1,1,14.9,0.1,,,,,,,
Emanuel Wilson,,0,RB,RB2,4500,GB,@ CHI,19,23.5,4.2,3,5.7,0,0,0,0,0,0.246,8.36,39.83,0.17,8.36,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,13.4,5,5,47,0,100,,160,11,1.1,1.7,0.4,37,46,46,41,190,190,,,,,,,,4.93,24.21,0.07,1.21,0.93,4.93,0.07,,,,,,,
Kenneth Gainwell,,0,RB,RB2,4100,PHI,vs WAS,27,26.75,4.9,6.1,2.9,0,0,0,0,0,0.1345,4.87,21.33,0.15,6.48,0.0465,1.61,1.13,7.62,0.01,0,0,0,0,0,0,4.99,4.99,0,0,14.79,4.99,4.99,31,0,100,,122,16,1.2,5.9,1.4,41,47,47,45,191,191,0.02,0.02,0.29,,,,2.69,4.19,18.09,0.19,2.17,1.59,11.17,0.02,,,,,,,
Jets,,0,DST,DST1,2800,NYJ,vs IND,18,19.5,5.5,9.2,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0.17,0.43,0,0,19.5,4.98,4.98,0,0,15.98,4.98,4.98,9,0,100,,148,8,1.8,3,1.1,11,15,15,58,192,192,,,,,,,,,,,,,,,2.26,0.7,0.5,0.13,0.05,23.27,345.95
Seahawks,,0,DST,DST1,2300,SEA,@ SF,11,27.25,5.2,6.4,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,0.6,0.3,0.1,0.3,27.25,4.89,4.89,0,0,15.29,4.89,4.89,6,0,100,,114,28,2.1,7,3,16,16,16,63,193,193,,,,,,,,,,,,,,,2.46,0.76,0.58,0.15,0.05,21.52,355.27
Browns,,0,DST,DST1,2600,CLE,@ NO,23,21.5,5.4,9.3,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,0.09,0.38,0.09,0.19,21.5,4.85,4.85,0,0,15.65,4.85,4.85,11,0,100,,166,8,1.9,1,0.4,13,17,17,60,194,194,,,,,,,,,,,,,,,2.28,0.72,0.49,0.12,0.03,23.87,348.8
Eagles,,0,DST,DST1,3300,PHI,vs WAS,3,22.75,6.2,6.1,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0.59,0.59,0,0,22.75,4.79,4.79,0,0,17.19,4.79,4.79,7,0,100,,120,18,1.5,6,1.8,6,18,18,53,195,195,,,,,,,,,,,,,,,2.61,0.79,0.57,0.21,0.03,21.89,344.33
Kendrick Bourne,,0,WR,WR3,3100,NE,vs LAR,18,19,6,12.6,3,0,0,0,0,0,0,0,0,0,2.67,0.0826,2.67,1.75,21.63,0.13,0,0,0,0,0,0,4.69,4.69,0,0,16.69,4.69,4.69,16,0,100,,47,21,1.5,18,5.8,51,85,85,55,196,196,0.01,0.01,0.24,,,0.01,1.51,0.18,1.6,,3.95,2.65,33.97,0.21,,,,,,,
Jalen Reagor,,0,WR,WR4,3000,LAC,vs CIN,7,24.5,3.8,2.5,2.6,0,0,0,0,0,0,0,0,0,3.43,0.0914,3.43,1.84,24.42,0.06,0,0,0,0,0,0,4.64,4.64,0,0,12.24,4.64,4.64,81,0,100,,174,0,1.5,0,,52,86,86,56,197,197,,,,,,,,0.38,1.67,,2.66,1.43,17.47,0.07,,,,,,,
Nelson Agholor,,0,WR,WR4,3500,BAL,@ PIT,27,25.75,6.9,6.1,4.6,0,0,0,0,0,0,0,0,0,2.62,0.0835,2.62,1.59,19.84,0.17,0,0,0,0,0,0,4.59,4.59,0,0,18.39,4.59,4.59,81,0,100,,174,14,1.3,0,,47,87,87,51,198,198,0.01,0.01,0.1,,,,1.03,0.13,0.69,,4.6,2.8,34.72,0.26,,,,,,,
Justin Watson,,0,WR,WR4,3700,KC,@ BUF,4,22.25,4.4,5.6,4.1,0,0,0,0,0,0,0,0,0,2.64,0.071,2.64,1.62,22.8,0.1,0,0,0,0,0,0,4.5,4.5,0,0,13.3,4.5,4.5,60,0,100,,134,0,1.2,4.6,1.2,45,88,88,49,199,199,,,,,,,,,,,2.56,1.4,21.23,0.12,,,,,,,
Luke McCaffrey,,0,WR,WR3,3100,WAS,@ PHI,26,22.75,1.9,0,3.8,0,0,0,0,0,0,0,0,0,2.8,0.0789,2.8,2.11,22.7,0.02,0,0,0,0,0,0,4.5,4.5,0,1.65,8.3,4.5,4.5,81,0,100,,174,50,1.5,0,,51,88,88,55,199,199,,,,,,,,,,,2.29,1.86,19.14,,,,,,,,
Chris Conley,,0,WR,WR4,3000,SF,vs SEA,28,27.25,5.4,9.9,0.3,0,0,0,0,0,0,0,0,0,2.89,0.0846,2.89,1.57,22.52,0.11,0,0,0,0,0,0,4.48,4.48,0,0,15.28,4.48,4.48,81,0,100,,174,11,1.5,0,,52,89,89,56,200,200,,,,,,,,0.01,0.03,,3.83,2.25,29.28,0.16,,,,,,,
Braelon Allen,,0,RB,RB2,5500,NYJ,vs IND,21,23.5,5.5,0,5.8,0,0,0,0,0,0.2835,7.94,28.54,0.27,7.94,0,0,0,0,0,0,0,0,0,0,0,4.47,4.47,0,0,15.47,4.47,4.47,54,0,100,,169,5,0.8,0.6,0.1,27,48,48,31,201,201,,,,,,,,6,22.3,0.2,1.6,1,8.1,0.1,,,,,,,
Michael Mayer,,0,TE,TE2,2500,LV,@ MIA,20,18,4.1,5.9,2,0,0,0,0,0,0,0,0,0,2.89,0.0726,2.89,1.86,17.66,0.14,0,0,0,0,0,0,4.47,4.47,0,0,12.67,4.47,4.47,39,0,100,,162,21,1.8,1.5,0.6,31,35,35,61,201,201,,,,,,,,,,,3.13,2.07,21.67,0.13,,,,,,,
Drew Sample,,0,TE,TE2,2700,CIN,@ LAC,17,23.5,3.5,3.6,4.5,0,0,0,0,0,0,0,0,0,2.77,0.0759,2.77,2.22,15.18,0.12,0,0,0,0,0,0,4.46,4.46,0,0,11.46,4.46,4.46,39,0,100,,162,3,1.7,1.5,0.6,29,36,36,59,202,202,,,,,,,,,,,2.29,1.8,13.53,0.08,,,,,,,
Tyler Goodson,,0,RB,RB2,4900,IND,@ NYJ,28,19.5,4.4,3,5.8,0,0,0,0,0,0.1002,2.35,12.11,0.07,4.27,0.0493,1.92,1.38,7.32,0.11,0,0,0,0,0,0,4.4,4.4,0,0,13.2,4.4,4.4,59,0,100,,174,2,0.9,0,,33,49,49,37,203,203,,,,,,,,3.08,16.54,0.08,1.69,1.23,6.92,0.08,,,,,,,
Jermaine Burton,,0,WR,WR4,3300,CIN,@ LAC,17,23.5,1.6,0,4.3,0,0,0,0,0,0,0,0,0,3,0.082,3,1.46,24.14,0.08,0,0,0,0,0,0,4.35,4.35,0,1.95,7.55,4.35,4.35,76,0,100,,158,63,1.3,1.8,0.5,49,90,90,53,204,204,,,,,,,,,,,3.33,1,33,,,,,,,,
Commanders,,0,DST,DST1,2800,WAS,@ PHI,17,26.75,5.3,3.8,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18,0.34,0.5,0,0.08,26.75,4.34,4.34,0,0,14.94,4.34,4.34,10,0,100,,156,16,1.6,2,0.7,11,19,19,58,205,205,,,,,,,,,,,,,,,2.53,0.73,0.55,0.13,0.03,23.38,355.91
Dolphins,,0,DST,DST1,3000,MIA,vs LV,21,18,6.7,9,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0.55,0.33,0,0,18,4.3,4.3,0,0,17.7,4.3,4.3,7,0,100,,120,0,1.4,6,2,9,20,20,56,206,206,,,,,,,,,,,,,,,2.2,0.85,0.45,0.21,0.03,23.8,360.99
Parker Washington,,0,WR,WR3,4000,JAC,@ DET,11,17,4.9,5,2.8,0,0,0,0,0,0,0,0,0,3,0.0747,3,1.94,18.72,0.08,0,0,0,0,0,0,4.29,4.29,0,0,14.09,4.29,4.29,74,0,100,,156,0,1.1,2,0.5,42,91,91,46,207,207,,,,,,,,,,,2.4,1.67,16,0.13,,,,,,,
Khalil Herbert,,0,RB,RB2,4000,CIN,@ LAC,5,23.5,7.9,10.2,2,0,0,0,0,0,0.2737,6.45,28.69,0.23,6.45,0,0,0,0,0,0,0,0,0,0,0,4.25,4.25,0,0,20.05,4.25,4.25,59,0,100,,174,0,1.1,0,,42,50,50,46,208,208,,,,,,,,8.09,38.96,0.2,1.33,0.98,6.33,0.04,,,,,,,
Cowboys,,0,DST,DST1,2500,DAL,vs HOU,14,24.25,6.7,10.5,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0.47,0.28,0,0.09,24.25,4.19,4.19,0,0,17.59,4.19,4.19,10,0,100,,156,6,1.7,2,0.8,14,21,21,61,209,209,,,,,,,,,,,,,,,2.41,0.75,0.6,0.18,0.01,21.67,343.85
Darnell Washington,,0,TE,TE2,2700,PIT,vs BAL,3,22.75,2.1,1.6,3.8,0,0,0,0,0,0,0,0,0,2.19,0.0685,2.19,1.7,17.3,0.12,0,0,0,0,0,0,4.15,4.15,0,1,8.35,4.15,4.15,22,0,100,,119,22,1.5,6.2,2.3,29,37,37,59,210,210,,,,,,,,,,,1.56,1.19,11.69,0.06,,,,,,,
Mike Williams,,0,WR,WR2,4100,PIT,vs BAL,3,22.75,9.2,17.7,4.3,0,0,0,0,0,0,0,0,0,2.11,0.0662,2.11,1.25,19.11,0.15,0,0,0,0,0,0,4.06,4.06,0,0,22.46,4.06,4.06,81,0,100,,174,18,1,0,,41,92,92,45,211,211,,,,,,,,0.1,0.33,0.01,5.65,3.41,52.65,0.33,,,,,,,
Bengals,,0,DST,DST1,2900,CIN,@ LAC,20,24.5,5,6.9,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0.51,0.34,0.09,0.09,24.5,3.87,3.87,0,0,13.87,3.87,3.87,9,0,100,,148,12,1.3,3,1,10,22,22,57,212,212,,,,,,,,,,,,,,,2.13,0.85,0.39,0.11,0.02,22.69,369.24
Ja'Lynn Polk,,0,WR,WR4,3400,NE,vs LAR,18,19,3.1,0,3.4,0,0,0,0,0,0,0,0,0,3.44,0.1064,3.44,1.28,8.79,0.28,0,0,0,0,0,0,3.84,3.84,0,0,10.04,3.84,3.84,81,0,100,,174,9,1.1,0,,48,93,93,52,213,213,,,,,,,,0.11,,,3.11,1.22,8.89,0.22,,,,,,,
Jeremy Ruckert,,0,TE,TE2,2600,NYJ,vs IND,14,23.5,1.9,3.1,2.3,0,0,0,0,0,0,0,0,0,3.03,0.0692,3.03,2.24,15.94,0,0,0,0,0,0,0,3.83,3.83,0,0.98,7.63,3.83,3.83,38,0,100,,161,27,1.5,1.6,0.6,30,38,38,60,214,214,,,,,,,,,,,2.05,1.45,11.3,,,,,,,,
Xavier Gipson,,0,WR,WR3,3000,NYJ,vs IND,14,23.5,3.3,3.2,1.2,0,0,0,0,0,0,0,0,0,2.53,0.0577,2.53,1.28,10.37,0.25,0,0,0,0,0,0,3.82,3.82,0,0,10.42,3.82,3.82,70,0,100,,151,0,1.3,2.7,0.9,52,94,94,56,215,215,,,,,,,,0.3,2.52,0.04,1.7,0.93,9.33,0.04,,,,,,,
Davis Allen,,0,TE,TE1,2500,LAR,@ NE,22,23,4.7,4.3,2.5,0,0,0,0,0,0,0,0,0,2.62,0.0664,2.62,1.8,14.22,0.09,0,0,0,0,0,0,3.76,3.76,0,0,13.16,3.76,3.76,42,0,100,,174,0,1.5,0,,31,39,39,61,216,216,,,,,,,,,,,2.2,1.6,13.4,0.1,,,,,,,
Josh Whyle,,0,TE,TE2,2500,TEN,vs MIN,21,17,2.9,3.1,3.5,0,0,0,0,0,0,0,0,0,2.42,0.0774,2.42,1.77,17.49,0.03,0,0,0,0,0,0,3.7,3.7,0,0,9.5,3.7,3.7,38,0,100,,161,12,1.5,1.6,0.6,31,40,40,61,217,217,,,,,,,,,,,2.06,1.44,14.75,0.06,,,,,,,
Falcons,,0,DST,DST1,2700,ATL,@ DEN,24,23.25,5.5,5.8,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0.62,0.26,0,0.18,23.25,3.63,3.63,0,0,14.63,3.63,3.63,13,0,100,,178,0,1.3,-3,,12,23,23,59,218,218,,,,,,,,,,,,,,,1.76,0.71,0.47,0.16,0.02,23.24,358.99
Jonathan Mingo,,0,WR,WR3,3700,DAL,vs HOU,13,17.25,3.4,5.7,3,0,0,0,0,0,0,0,0,0,4.19,0.1157,4.19,1.95,16.18,0,0,0,0,0,0,0,3.57,3.57,0,0,10.37,3.57,3.57,81,0,100,,174,28,1,0,,45,95,95,49,219,219,,,,,,,,0.09,0.22,,4.83,2.39,23.43,,,,,,,,
Patriots,,0,DST,DST1,2500,NE,vs LAR,19,23,6.9,6.5,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,0.35,0.35,0,0,23,3.57,3.57,0,0,17.37,3.57,3.57,12,0,100,,177,19,1.4,-1,,14,24,24,61,219,219,,,,,,,,,,,,,,,2.4,0.97,0.5,0.2,0.05,18.54,332.03
Dante Pettis,,0,WR,WR4,3000,NO,vs CLE,8,21.5,6.8,0,1.8,0,0,0,0,0,0,0,0,0,1.97,0.0616,1.97,1.12,14.69,0.16,0,0,0,0,0,0,3.55,3.55,0,0,17.15,3.55,3.55,75,0,100,,157,0,1.2,1.9,0.6,52,96,96,56,220,220,0.04,0.04,0.67,,,,5.64,0.06,0.73,,2.77,1.5,20.67,0.25,,,,,,,
Audric Estime,,0,RB,RB1,4500,DEN,vs ATL,14,23.25,1.6,0,2.3,0,0,0,0,0,0.2299,6.59,31.62,0.05,6.59,0,0,0,0,0,0,0,0,0,0,0,3.46,3.46,0,1.06,6.66,3.46,3.46,32,0,100,,126,30,0.8,5.5,1.2,37,51,51,41,221,221,,,,,,,,4.83,24.67,,,,,,,,,,,,
Gerald Everett,,0,TE,TE2,2500,CHI,vs GB,12,17.5,5,7.4,1.4,0,0,0,0,0,0,0,0,0,2.41,0.0894,2.41,1.59,13.25,0.09,0,0,0,0,0,0,3.46,3.46,0,0,13.46,3.46,3.46,42,0,100,,174,24,1.4,0,,31,41,41,61,221,221,,,,,,,,0.11,0.56,0.01,4.04,2.7,26.55,0.18,,,,,,,
