,,,,,,,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,,,,,,,,Position Rankings,,,,Overall Rankings,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Allen Lazard,,0,WR,WR2,4500,NYJ,@ MIN,21,19.75,6.8,4.6,13.6,0,0,0,0,0,0,0,0,0,4.59,0.1219,4.59,2.81,38.02,0.46,0,0,0,0,0,0,9.37,9.37,0,0,22.97,9.37,9.37,24,0,100,,68,27,2.1,13.4,3,36,54,54,38,123,123,,,,,,,,0.13,1.07,,4.8,3.01,39.84,0.34,,,,,,,
Tyler Johnson,,0,WR,WR4,4300,LAR,vs GB,12,26,3.8,8.8,5.5,0,0,0,0,0,0,0,0,0,5.64,0.1621,5.64,3.73,41,0.25,0,0,0,0,0,0,9.33,9.33,0,3.63,16.93,9.33,9.33,80,0,100,,180,17,2.2,0,,38,55,55,40,124,124,,,,,,,,,,,2.94,1.94,21.16,0.1,,,,,,,
Kareem Hunt,,0,RB,RB1,5500,KC,vs NO,8,24.25,9.3,7.9,10.5,0,0,0,0,0,0.5507,14.2,58.66,0.57,14.2,0,0,0,0,0,0,0,0,0,0,0,9.29,9.29,0,0,27.89,9.29,9.29,2,0,100,,29,31,1.7,21.7,3.9,24,32,32,28,125,125,,,,,,,,11.35,48.81,0.44,3.14,2.48,20.55,0.18,,,,,,,
Isaiah Likely,,0,TE,TE2,4400,BAL,@ CIN,7,23,7.4,7.8,9.7,0,0,0,0,0,0,0,0,0,4.12,0.1392,4.12,2.91,37.86,0.43,0,0,0,0,0,0,9.28,9.28,0,0,24.08,9.28,9.28,4,0,100,,48,3,2.1,16.3,3.7,11,15,15,39,126,126,,,,,,,,,,,3.81,2.55,30.68,0.29,,,,,,,
JuJu Smith-Schuster,,0,WR,WR3,3500,KC,vs NO,23,24.25,9.2,5.5,4.8,0,0,0,0,0,0,0,0,0,5.04,0.1321,5.04,3.42,39.6,0.31,0,0,0,0,0,0,9.24,9.24,0,0,27.64,9.24,9.24,12,0,100,,24,28,2.6,23,6.6,46,56,56,48,127,127,,,,,,,,0.04,0.24,0.01,6.77,4.68,54.52,0.34,,,,,,,
Braelon Allen,,0,RB,RB2,5300,NYJ,@ MIN,1,19.75,6.4,0,9.4,0,0,0,0,0,0.2645,6.66,29.26,0.21,9.17,0.0666,2.51,1.91,15.89,0.25,0,0,0,0,0,0,9.19,9.19,0,0,21.99,9.19,9.19,46,0,100,,144,32,1.7,3.8,0.7,26,33,33,30,128,128,,,,,,,,6.75,32.5,0.25,2.25,1.75,14.25,0.25,,,,,,,
Raiders,,0,DST,DST1,3200,LV,@ DEN,25,19.5,5,8.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0.59,0.59,0,0.46,19.5,9.15,9.15,0,1.65,19.15,9.15,9.15,13,0,100,,160,0,2.9,2,0.6,6,2,2,51,129,129,,,,,,,,,,,,,,,1.8,0.62,0.47,0.09,0.03,24.69,361.16
Demario Douglas,,0,WR,WR3,4400,NE,vs MIA,20,19.5,4,7.7,7.4,0,0,0,0,0,0,0,0,0,6.85,0.2032,6.85,4.56,44.54,0,0,0,0,0,0,0,9.01,9.01,0,3.01,17.01,9.01,9.01,31,0,100,,80,48,2,11.9,2.7,37,57,57,39,130,130,,,,,,,,0.53,2.94,,5.47,3.59,38.53,,,,,,,,
Trey Sermon,,0,RB,RB1,5700,IND,@ JAC,26,20.75,3.8,2.5,3.4,0,0,0,0,0,0.5582,14.38,60.83,0.48,14.38,0,0,0,0,0,0,0,0,0,0,0,8.96,8.96,0,3.26,16.56,8.96,8.96,8,0,100,,39,0,1.6,18.3,3.2,22,34,34,26,131,131,,,,,,,,4.82,20.76,0.12,0.53,0.35,2.47,,,,,,,,
Cam Akers,,0,RB,RB1,5500,HOU,vs BUF,24,24.25,7.4,6.7,6.2,0,0,0,0,0,0.6674,17.19,66.04,0.38,17.19,0,0,0,0,0,0,0,0,0,0,0,8.88,8.88,0,0,23.68,8.88,8.88,20,0,100,,74,17,1.6,12.7,2.3,24,35,35,28,132,132,,,,,0.03,,,11.54,45.59,0.3,1.38,1.08,8.95,0.05,,,,,,,
Bo Melton,,0,WR,WR3,3300,GB,@ LAR,18,23,8.5,12.2,1.5,0,0,0,0,0,0,0,0,0,5.24,0.146,5.24,3.26,44.12,0.17,0,0,0,0,0,0,8.69,8.69,0,0,25.69,8.69,8.69,68,0,100,,159,0,2.6,2.2,0.7,48,58,58,50,133,133,,,,,,,,0.71,4.14,,3.86,2.43,35.14,0.14,,,,,,,
Michael Wilson,,0,WR,WR2,4400,ARI,@ SF,29,21,6.4,8.8,8.2,0,0,0,0,0,0,0,0,0,5.08,0.1517,5.08,3.32,39.68,0.23,0,0,0,0,0,0,8.67,8.67,0,0,21.47,8.67,8.67,28,0,100,,73,26,2,12.8,2.9,37,59,59,39,134,134,,,,,,,,,,,4.59,3.06,41.35,0.24,,,,,,,
Cole Kmet,,0,TE,TE1,4300,CHI,vs CAR,5,22,6.5,11.5,10.1,0,0,0,0,0,0,0,0,0,4.88,0.1558,4.88,3.68,34.3,0.23,0,0,0,0,0,0,8.49,8.49,0,0,21.49,8.49,8.49,21,0,100,,106,21,2,8.7,2,12,16,16,40,135,135,,,,,,,,0.1,0.12,,4.66,3.37,33.53,0.24,,,,,,,
Raheem Mostert,,0,RB,RB2,6200,MIA,@ NE,3,17.5,10.3,18.3,3.9,0,0,0,0,0,0.4686,10.22,51.21,0.55,10.22,0,0,0,0,0,0,0,0,0,0,0,8.42,8.42,0,0,29.02,8.42,8.42,23,0,100,,81,14,1.4,11.8,1.9,17,36,36,21,136,136,,,,,,,,10.47,55.11,0.53,1.83,1.39,10.8,0.11,,,,,,,
Justice Hill,,0,RB,RB2,5300,BAL,@ CIN,27,23,4.8,6.9,11.4,0,0,0,0,0,0.121,3.79,18.11,0.06,7.8,0.1355,4.01,3.03,25.03,0.12,0,0,0,0,0,0,8.42,8.42,0,1.22,18.02,8.42,8.42,47,0,100,,147,0,1.6,3.5,0.7,26,36,36,30,136,136,,,,,,,,3.5,16.29,0.08,1.52,1.18,8.73,0.03,,,,,,,
Ty Chandler,,0,RB,RB2,4600,MIN,vs NYJ,19,22.25,6.4,6.5,4.7,0,0,0,0,0,0.3737,8.88,39.24,0.18,11.15,0.0574,2.27,1.97,13.92,0,0,0,0,0,0,0,8.37,8.37,0,0,21.17,8.37,8.37,42,0,100,,125,0,1.8,5.9,1.3,33,37,37,37,137,137,,,,,0.05,,,6.48,28.43,0.14,1.38,1.19,9.14,,,,,,,,
Mark Andrews,,0,TE,TE1,4000,BAL,@ CIN,7,23,9,13.5,3.1,0,0,0,0,0,0,0,0,0,4.32,0.1459,4.32,2.95,36.37,0.29,0,0,0,0,0,0,8.33,8.33,0,0,26.33,8.33,8.33,19,0,100,,101,29,2.1,9.5,2.4,15,17,17,43,138,138,,,,,,,,0.05,0.09,,6.35,4.3,54.13,0.44,,,,,,,
Dolphins,,0,DST,DST1,3300,MIA,@ NE,29,19.5,6.8,9,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,0.92,0.82,0,0.21,19.5,8.3,8.3,0,0,21.9,8.3,8.3,10,0,100,,124,0,2.5,6,1.8,5,3,3,50,139,139,,,,,,,,,,,,,,,2.23,0.87,0.45,0.22,0.03,23.94,362.18
Kendrick Bourne,,0,WR,WR2,3800,NE,vs MIA,20,19.5,6.1,12.6,0,0,0,0,0,0,0,0,0,0,4.46,0.1322,4.46,3.01,38.2,0.24,0,0,0,0,0,0,8.27,8.27,0,0,20.47,8.27,8.27,73,0,100,,165,22,2.2,1.6,0.4,43,60,60,45,140,140,0.01,0.01,0.25,,,0.01,1.58,0.19,1.68,,4.01,2.7,34.97,0.22,,,,,,,
Mike Gesicki,,0,TE,TE1,3400,CIN,vs BAL,3,25.5,6.6,4.4,7.4,0,0,0,0,0,0,0,0,0,5.4,0.1409,5.4,3.49,35.33,0.19,0,0,0,0,0,0,8.16,8.16,0,0,21.36,8.16,8.16,27,0,100,,133,8,2.4,5.1,1.5,21,18,18,49,141,141,0.01,,,,,,0.41,,,,4.46,2.84,31.01,0.21,,,,,,,
Colby Parkinson,,0,TE,TE1,3700,LAR,vs GB,12,26,3.5,4.4,5.8,0,0,0,0,0,0,0,0,0,4.7,0.1349,4.7,3.34,33.39,0.23,0,0,0,0,0,0,8.06,8.06,0,2.81,15.06,8.06,8.06,10,0,100,,78,20,2.2,12.2,3.3,18,19,19,46,142,142,,,,,,,,,,,2.53,1.82,19.16,0.11,,,,,,,
Jamaal Williams,,0,RB,RB2,4300,NO,@ KC,4,18.75,7.6,4.7,5.2,0,0,0,0,0,0.283,8.66,32.12,0.26,10.84,0.0565,2.18,1.77,10.62,0.06,0,0,0,0,0,0,7.96,7.96,0,0,23.16,7.96,7.96,59,0,100,,172,16,1.9,0.9,0.2,36,38,38,40,143,143,,,,,,,,9.79,37.89,0.3,2.14,1.73,12,0.07,,,,,,,
Justin Watson,,0,WR,WR2,3700,KC,vs NO,23,24.25,4.5,5.6,3.7,0,0,0,0,0,0,0,0,0,4.71,0.1234,4.71,2.52,38.56,0.26,0,0,0,0,0,0,7.94,7.94,0,1.19,16.94,7.94,7.94,80,0,100,,180,0,2.1,0,,44,61,61,46,144,144,,,,,,,,,,,2.57,1.34,21.13,0.13,,,,,,,
Vikings,,0,DST,DST1,3400,MIN,vs NYJ,27,19.75,6,7.4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,1.05,0.63,0,0.1,19.75,7.9,7.9,0,0,19.9,7.9,7.9,2,0,100,,50,20,2.3,16,4.7,4,4,4,49,145,145,,,,,,,,,,,,,,,2.56,0.89,0.55,0.18,0.03,21.35,347.01
Rashod Bateman,,0,WR,WR2,4000,BAL,@ CIN,7,23,5.1,5.1,7.4,0,0,0,0,0,0,0,0,0,4.81,0.1624,4.81,2.88,38.66,0.18,0,0,0,0,0,0,7.83,7.83,0,0.18,18.03,7.83,7.83,19,0,100,,53,30,2,15.8,4,41,62,62,43,146,146,,,,,,,,0.03,0.49,,4.46,2.76,35.43,0.14,,,,,,,
Luke McCaffrey,,0,WR,WR2,3700,WAS,vs CLE,8,23.25,1.9,0,5,0,0,0,0,0,0,0,0,0,4.25,0.1058,4.25,3.19,38.73,0.12,0,0,0,0,0,0,7.78,7.78,0,4.93,11.58,7.78,7.78,56,0,100,,135,62,2.1,4.9,1.3,44,63,63,46,147,147,,,,,,,,,,,2.33,2.33,26.33,,,,,,,,
Cade Otton,,0,TE,TE1,3400,TB,@ ATL,2,20.75,5.1,7.3,5.7,0,0,0,0,0,0,0,0,0,5.29,0.149,5.29,3.49,31.35,0.19,0,0,0,0,0,0,7.77,7.77,0,0.12,17.97,7.77,7.77,23,0,100,,115,26,2.3,7.4,2.2,21,20,20,49,148,148,,,,,,,,0.03,-0.12,,4.5,3.03,27.94,0.18,,,,,,,
Tyler Conklin,,0,TE,TE1,3500,NYJ,@ MIN,21,19.75,5,7.2,5.9,0,0,0,0,0,0,0,0,0,5.15,0.1368,5.15,3.48,36.2,0.11,0,0,0,0,0,0,7.76,7.76,0,0.26,17.76,7.76,7.76,12,0,100,,84,24,2.2,11.5,3.3,20,21,21,48,149,149,,,,,,,,0.04,0.04,,4.38,3.03,30.08,0.09,,,,,,,
Elijah Moore,,0,WR,WR3,3500,CLE,@ WAS,32,20.25,6.6,8.4,5,0,0,0,0,0,0,0,0,0,5.54,0.1367,5.54,3.2,35.3,0.17,0,0,0,0,0,0,7.75,7.75,0,0,20.95,7.75,7.75,60,0,100,,142,22,2.2,4.1,1.2,46,64,64,48,150,150,,,,,,,,0.42,1.56,0.02,5.89,3.36,37.89,0.18,,,,,,,
Roschon Johnson,,0,RB,RB2,4900,CHI,vs CAR,32,22,4.7,6.8,9.4,0,0,0,0,0,0.2191,7.96,32.93,0.28,9.96,0.0637,2,1.66,10.58,0,0,0,0,0,0,0,7.69,7.69,0,0.64,17.09,7.69,7.69,16,0,100,,61,34,1.6,14.5,3,30,39,39,34,151,151,,,,,,,,5.65,24,0.18,2.65,2.24,14.18,,,,,,,,
Rico Dowdle,,0,RB,RB1,5600,DAL,@ PIT,2,20.75,4.8,5.7,9,0,0,0,0,0,0.3238,7.61,30.49,0.12,9.69,0.0619,2.08,1.56,13.29,0.15,0,0,0,0,0,0,7.56,7.56,0,0.36,17.16,7.56,7.56,5,0,100,,35,4,1.4,19.4,3.5,23,40,40,27,152,152,,,,,,,,5,19.96,0.08,1.31,1,8.38,0.12,,,,,,,
Jonathan Mingo,,0,WR,WR3,3600,CAR,@ CHI,6,18,3.3,5.7,4.2,0,0,0,0,0,0,0,0,0,7.06,0.1893,7.06,3.7,37.2,0,0,0,0,0,0,0,7.42,7.42,0,2.47,14.02,7.42,7.42,51,0,100,,127,38,2.1,5.7,1.6,45,65,65,47,153,153,,,,,,,,0.11,0.26,,5.32,2.74,26.37,,,,,,,,
Miles Sanders,,0,RB,RB2,4900,CAR,@ CHI,11,18,8.3,5.6,6.6,0,0,0,0,0,0.2621,7.52,33.54,0.17,9.95,0.0651,2.43,1.71,11.53,0.02,0,0,0,0,0,0,7.36,7.36,0,0,23.96,7.36,7.36,44,0,100,,131,27,1.5,5.3,1.1,30,41,41,34,154,154,,,,,,,,11.63,55.13,0.28,2.97,2.08,14.56,0.04,,,,,,,
Noah Gray,,0,TE,TE2,2700,KC,vs NO,23,24.25,2.6,4.4,5.7,0,0,0,0,0,0,0,0,0,4.17,0.1093,4.17,3.06,31.25,0.17,0,0,0,0,0,0,7.21,7.21,0,3.31,12.41,7.21,7.21,28,0,100,,135,37,2.7,4.9,1.8,28,22,22,56,155,155,,,,,,,,0.05,0.05,0.02,2.19,1.65,16.98,0.09,,,,,,,
Van Jefferson,,0,WR,WR2,3200,PIT,vs DAL,9,23.25,5.1,3,2.9,0,0,0,0,0,0,0,0,0,5.26,0.1506,5.26,2.87,32.8,0.17,0,0,0,0,0,0,7.17,7.17,0,0,17.37,7.17,7.17,52,0,100,,128,14,2.2,5.6,1.8,49,66,66,51,156,156,,,,,,,,0.07,0.4,,3.72,2.03,28.21,0.17,,,,,,,
Dawson Knox,,0,TE,TE2,3000,BUF,@ HOU,13,23.25,5.4,5.3,2,0,0,0,0,0,0,0,0,0,3.69,0.0953,3.69,2.44,27.28,0.3,0,0,0,0,0,0,6.97,6.97,0,0,17.77,6.97,6.97,45,0,100,,180,26,2.3,0,,25,23,23,53,157,157,,,,,,,,0.01,0.19,,3.87,2.5,28.71,0.31,,,,,,,
Greg Dortch,,0,WR,WR3,4500,ARI,@ SF,29,21,6.5,4,7.1,0,0,0,0,0,0,0,0,0,4.51,0.1346,4.51,3.21,30.16,0.12,0,0,0,0,0,0,6.95,6.95,0,0,19.95,6.95,6.95,72,0,100,,164,0,1.5,1.7,0.4,36,67,67,38,158,158,,,,,,,,0.23,1.79,,2.98,2.19,20.77,0.09,,,,,,,
Giants,,0,DST,DST1,2400,NYG,@ SEA,10,24.75,6,7.7,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71,0.68,0.87,0,0.19,24.75,6.95,6.95,0,0,18.95,6.95,6.95,1,0,100,,40,5,2.9,18,7.5,14,5,5,59,158,158,,,,,,,,,,,,,,,2.09,0.8,0.55,0.17,0.03,23.58,367.97
Broncos,,0,DST,DST1,2900,DEN,vs LV,12,16.5,5.9,6.9,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0.31,0.62,0.21,0,16.5,6.88,6.88,0,0,18.68,6.88,6.88,2,0,100,,50,20,2.4,16,5.5,9,6,6,54,159,159,,,,,,,,,,,,,,,2.5,0.77,0.58,0.13,0.03,20.69,331.95
Emari Demercado,,0,RB,RB2,4000,ARI,@ SF,5,21,4.6,6.7,3.3,0,0,0,0,0,0.1654,5.01,36.56,0.17,6.78,0.0529,1.77,1.33,8.55,0,0,0,0,0,0,0,6.86,6.86,0,0,16.06,6.86,6.86,58,0,100,,170,21,1.7,1,0.3,39,42,42,43,160,160,,,,,,,,4.4,24.07,0.13,2.2,1.6,9.67,,,,,,,,
Bills,,0,DST,DST1,2800,BUF,@ HOU,22,24.25,6,9.5,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,1.01,0.46,0,0.27,24.25,6.85,6.85,0,0,18.85,6.85,6.85,11,0,100,,134,21,2.4,5,1.8,10,7,7,55,161,161,,,,,,,,,,,,,,,2.38,0.99,0.57,0.14,0.03,20.15,326.34
Tommy Tremble,,0,TE,TE1,2900,CAR,@ CHI,6,18,3.2,4,5.6,0,0,0,0,0,0,0,0,0,4.05,0.1088,4.05,2.7,24.96,0.25,0,0,0,0,0,0,6.7,6.7,0,1.9,13.1,6.7,6.7,44,0,100,,175,18,2.3,0.7,0.2,26,24,24,54,162,162,,,,,,,,0.07,0.24,0.02,2.33,1.48,13.04,0.15,,,,,,,
Ray-Ray McCloud,,0,WR,WR3,3900,ATL,vs TB,30,23.25,3.7,2.4,8.4,0,0,0,0,0,0,0,0,0,4.85,0.1275,4.85,3.3,31.43,0.04,0,0,0,0,0,0,6.68,6.68,0,1.13,14.08,6.68,6.68,29,0,100,,75,0,1.7,12.6,3.2,42,68,68,44,163,163,,,,,,,,0.22,2.72,0.01,1.97,1.33,11.78,0.01,,,,,,,
Olamide Zaccheaus,,0,WR,WR3,3600,WAS,vs CLE,8,23.25,5.4,3.5,7.1,0,0,0,0,0,0,0,0,0,3.75,0.0934,3.75,2.41,32.94,0.16,0,0,0,0,0,0,6.66,6.66,0,0,17.46,6.66,6.66,69,0,100,,160,5,1.9,2,0.6,45,69,69,47,164,164,,,,,,,,0.07,0.15,,3.1,1.93,27.22,0.17,,,,,,,
Ravens,,0,DST,DST1,3100,BAL,@ CIN,9,25.5,6.5,10.3,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46,0.85,0.66,0,0.19,25.5,6.62,6.62,0,0,19.62,6.62,6.62,14,0,100,,170,20,2.1,1,0.3,7,8,8,52,165,165,,,,,,,,,,,,,,,2.51,0.82,0.55,0.2,0.03,19.42,326.43
Mike Williams,,0,WR,WR3,5000,NYJ,@ MIN,21,19.75,9.2,17.7,6.7,0,0,0,0,0,0,0,0,0,3.21,0.0854,3.21,2.01,32.16,0.23,0,0,0,0,0,0,6.61,6.61,0,0,25.01,6.61,6.61,59,0,100,,139,22,1.3,4.5,0.9,31,70,70,33,166,166,,,,,,,,0.1,0.35,0.01,5.9,3.59,55.35,0.34,,,,,,,
Jaleel McLaughlin,,0,RB,RB2,4300,DEN,vs LV,21,19.5,5,6.2,5.3,0,0,0,0,0,0.1993,5.68,23.55,0.11,8.37,0.0851,2.69,2.41,8.99,0.04,0,0,0,0,0,0,6.56,6.56,0,0,16.56,6.56,6.56,25,0,100,,84,18,1.5,11.5,2.7,36,43,43,40,167,167,,,,,,,,4.9,23.62,0.1,2.05,1.81,8,0.1,,,,,,,
Sterling Shepard,,0,WR,WR4,3000,TB,@ ATL,2,20.75,8,2.1,8.1,0,0,0,0,0,0,0,0,0,4.27,0.1202,4.27,2.7,28.99,0.16,0,0,0,0,0,0,6.56,6.56,0,0,22.56,6.56,6.56,44,0,100,,115,30,2.2,7.4,2.5,51,71,71,53,167,167,,,,,,,,0.28,2.14,0.01,6.7,4.36,48.38,0.26,,,,,,,
Noah Fant,,0,TE,TE1,3600,SEA,vs NYG,24,24.75,5.6,5.2,5.5,0,0,0,0,0,0,0,0,0,3.99,0.1096,3.99,2.83,29.98,0.12,0,0,0,0,0,0,6.55,6.55,0,0,17.75,6.55,6.55,25,0,100,,130,30,1.8,5.4,1.5,19,25,25,47,168,168,,,,,,,,0.04,-0.15,,4.57,3.25,36,0.17,,,,,,,
Odell Beckham Jr.,,0,WR,WR4,4300,MIA,@ NE,22,17.5,9.9,8,0,0,0,0,0,0,0,0,0,0,4.3,0.1512,4.3,2.45,29.15,0.19,0,0,0,0,0,0,6.51,6.51,0,0,26.31,6.51,6.51,80,0,100,,180,35,1.5,0,,38,72,72,40,169,169,0.05,0.04,1.45,,0.01,0.02,15.85,0.16,1.36,0.01,8.34,4.84,67.22,0.47,,,,,,,
Patriots,,0,DST,DST1,2900,NE,vs MIA,24,17.5,6.9,6.5,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0.5,0.6,0,0.2,17.5,6.51,6.51,0,0,20.31,6.51,6.51,6,0,100,,96,21,2.2,10,3.4,9,9,9,54,169,169,,,,,,,,,,,,,,,2.39,0.99,0.51,0.2,0.05,18.44,332.09
Adonai Mitchell,,0,WR,WR4,3800,IND,@ JAC,15,20.75,1.5,0,1.6,0,0,0,0,0,0,0,0,0,6.45,0.1575,6.45,2.44,31.12,0.14,0,0,0,0,0,0,6.39,6.39,0,4.14,9.39,6.39,6.39,38,0,100,,104,6,1.7,9.16,2.4,43,73,73,45,170,170,,,,,,,,0.25,2.5,,3.25,0.5,8,,,,,,,,
Josh Reynolds,,0,WR,WR2,4100,DEN,vs LV,19,19.5,6,8.1,7.1,0,0,0,0,0,0,0,0,0,4.05,0.1279,4.05,2.41,30.94,0.14,0,0,0,0,0,0,6.34,6.34,0,0,18.34,6.34,6.34,43,0,100,,113,15,1.5,7.9,1.9,40,74,74,42,171,171,,,,,,,,0.09,0.39,,4.2,2.48,33.41,0.2,,,,,,,
Packers,,0,DST,DST1,3000,GB,@ LAR,7,26,5.3,6.9,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74,0.85,0.68,0,0.09,26,6.34,6.34,0,0,16.94,6.34,6.34,4,0,100,,71,20,2.1,13,4.3,8,10,10,53,171,171,,,,,,,,,,,,,,,2.48,0.84,0.5,0.1,0.01,22.01,348.6
49ers,,0,DST,DST1,3700,SF,vs ARI,8,21,5.7,8.3,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,0.88,0.35,0.09,0.18,21,6.26,6.26,0,0,17.66,6.26,6.26,5,0,100,,89,12,1.7,11,3,1,11,11,46,172,172,,,,,,,,,,,,,,,2.4,0.74,0.54,0.11,0.02,22.35,334.94
Chiefs,,0,DST,DST1,3300,KC,vs NO,6,18.75,6.5,7.9,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0.3,0.3,0,0.2,18.75,6.2,6.2,0,0,19.2,6.2,6.2,9,0,100,,118,21,1.9,7,2.1,5,12,12,50,173,173,,,,,,,,,,,,,,,2.54,0.92,0.58,0.26,0.03,20.49,354.54
Tyler Allgeier,,0,RB,RB2,5000,ATL,vs TB,16,23.25,6,8.1,5.7,0,0,0,0,0,0.3589,10.95,51.14,0.16,10.95,0,0,0,0,0,0,0,0,0,0,0,6.07,6.07,0,0,18.07,6.07,6.07,43,0,100,,129,32,1.2,5.5,1.1,29,44,44,33,174,174,,,,,,,,11.43,50.92,0.19,1.16,1,9.84,0.05,,,,,,,
Jalen Tolbert,,0,WR,WR2,4200,DAL,@ PIT,27,20.75,4.7,4.3,8.7,0,0,0,0,0,0,0,0,0,3.34,0.0997,3.34,2.16,26.16,0.21,0,0,0,0,0,0,6.04,6.04,0,0,15.44,6.04,6.04,14,0,100,,29,4,1.4,21.7,5.2,39,75,75,41,175,175,,,,,,,,,,,2.9,1.85,22,0.15,,,,,,,
Foster Moreau,,0,TE,TE1,2700,NO,@ KC,16,18.75,4.3,4.2,7.8,0,0,0,0,0,0,0,0,0,3.1,0.0802,3.1,2.28,23.37,0.23,0,0,0,0,0,0,6,6,0,0,14.6,6,6,20,0,100,,103,23,2.2,9.3,3.4,28,26,26,56,176,176,,,,,,,,,0.03,,2.73,1.95,22.42,0.23,,,,,,,
Robert Woods,,0,WR,WR4,3100,HOU,vs BUF,4,24.25,8.4,6.4,1.9,0,0,0,0,0,0,0,0,0,3.96,0.0931,3.96,2.49,28.86,0.1,0,0,0,0,0,0,5.98,5.98,0,0,22.78,5.98,5.98,80,0,100,,180,30,1.9,0,,50,76,76,52,177,177,,,,,,,,0.56,3.83,0.04,6.88,4.38,53.18,0.23,,,,,,,
Texans,,0,DST,DST1,2600,HOU,vs BUF,5,23.25,6.1,7.7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,0.74,0.25,0,0.17,23.25,5.98,5.98,0,0,18.18,5.98,5.98,13,0,100,,160,3,2.3,2,0.8,12,13,13,57,177,177,,,,,,,,,,,,,,,2.29,0.78,0.52,0.15,0.03,23.42,358.44
Brenton Strange,,0,TE,TE1,3200,JAC,vs IND,14,24.25,4.2,2.4,7.9,0,0,0,0,0,0,0,0,0,4.04,0.1117,4.04,2.25,22.59,0.24,0,0,0,0,0,0,5.95,5.95,0,0,14.35,5.95,5.95,9,0,100,,77,0,1.9,12.4,3.9,23,27,27,51,178,178,,,,,,,,,,,2.56,1.44,14.56,0.22,,,,,,,
Colts,,0,DST,DST1,2600,IND,@ JAC,28,24.25,5.6,8.2,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0.45,0.63,0.09,0.18,24.25,5.86,5.86,0,0,17.06,5.86,5.86,15,0,100,,180,22,2.3,0,,12,14,14,57,179,179,,,,,,,,,,,,,,,2.34,0.85,0.61,0.19,0.07,23.19,357.97
Jets,,0,DST,DST1,3200,NYJ,@ MIN,20,22.25,5.5,9.2,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,0.53,0.53,0.09,0.09,22.25,5.82,5.82,0,0,16.82,5.82,5.82,7,0,100,,105,10,1.8,9,2.8,6,15,15,51,180,180,,,,,,,,,,,,,,,2.23,0.72,0.5,0.13,0.05,23.23,346.48
Ja'Lynn Polk,,0,WR,WR1,3700,NE,vs MIA,20,19.5,2.9,0,5,0,0,0,0,0,0,0,0,0,3.67,0.1089,3.67,2.23,22.38,0.22,0,0,0,0,0,0,5.79,5.79,0,1.44,11.59,5.79,5.79,67,0,100,,158,42,1.6,2.3,0.6,44,77,77,46,181,181,,,,,,,,0.25,,,3.25,2,15.25,0.25,,,,,,,
Rome Odunze,,0,WR,WR3,5300,CHI,vs CAR,5,22,10.2,0,8.9,0,0,0,0,0,0,0,0,0,3.91,0.1249,3.91,2.03,27.14,0.17,0,0,0,0,0,0,5.76,5.76,0,0,26.16,5.76,5.76,39,0,100,,105,0,1.1,9,1.7,28,78,78,30,182,182,,,,,,,,0.25,0.5,,5.75,2.5,41.5,0.25,,,,,,,
D'Onta Foreman,,0,RB,RB2,4200,CLE,@ WAS,30,20.25,8.6,10.1,2.8,0,0,0,0,0,0.3487,11.15,42.77,0.24,11.15,0,0,0,0,0,0,0,0,0,0,0,5.72,5.72,0,0,22.92,5.72,5.72,37,0,100,,118,0,1.4,7,1.7,37,45,45,41,183,183,,,,,,,,11.33,47.12,0.29,0.98,0.71,7.16,0.04,,,,,,,
Browns,,0,DST,DST1,2700,CLE,@ WAS,16,23.25,5.5,9.3,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0.73,0.49,0.08,0.16,23.25,5.67,5.67,0,0,16.67,5.67,5.67,10,0,100,,124,7,2.1,6,2.2,11,16,16,56,184,184,,,,,,,,,,,,,,,2.25,0.74,0.5,0.12,0.03,23.86,348.71
Johnny Mundt,,0,TE,TE2,3000,MIN,vs NYJ,25,22.25,2.9,4.5,4.3,0,0,0,0,0,0,0,0,0,3.53,0.0892,3.53,2.61,20.77,0.15,0,0,0,0,0,0,5.59,5.59,0,1.24,11.39,5.59,5.59,27,0,100,,133,3,1.9,5.1,1.7,25,28,28,53,185,185,,,,,,,,,,,1.79,1.39,11.79,0.08,,,,,,,
