,,,,,,,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,,,,,,,,Position Rankings,,,,,,,Overall Rankings,,,,,,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Player,Inj,Likes,Pos,pDepth,Salary,Team,Opp,Def v Pos,VegasPts,STDV,2023 Avg,2024 Avg,Pct,Att,Yrds,TDs,Int,Pct,Att,Yrds,TDs,Att+Tar,Pct,Tar,Rec,Yrds,TDs,Sacks,Int,Fum,Sfty,TDs,PTs,FC,My,Diff,Floor,Ceiling,FC Proj,My Proj,FPs,Salary,FC Proj,My Proj,Rdm %,Exp.,Used,FPs,Salary,FC Proj,My Proj,Con.,Value,Score,Val,Att,Comp,Yrds,Int,Sack,TDs,Rtg,Att,Yrds,TDs,Trgts,Rec,Yrds,TDs,Sack,Ints,Fmbls,TDs,Sfty,Pts,Yrds
Curtis Samuel,!,0,WR,WR5,3100,BUF,vs NE,22,30.25,6.9,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,49,126,126,0,100,,56,55,286,286,26,0,0,,,,,,,,,1.22,7.08,0.07,5.1,3.31,34.8,0.22,,,,,,,
Luke McCaffrey,,0,WR,WR5,3100,WAS,vs PHI,26,21.25,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,49,126,126,0,100,,56,55,286,286,33,0,0,,,,,,,,,,,,1.91,1.55,14.09,,,,,,,,
Cody White,,0,WR,WR5,3000,SEA,vs MIN,21,19.75,2.3,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,0,0,0,,,,,,,,,,,,1.11,0.89,8.78,,,,,,,,
Dareke Young,,0,WR,WR6,3000,SEA,vs MIN,21,19.75,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,0,0,0,,,,,,,,,,,,0.5,0.33,4,,,,,,,,
Jaelon Darden,,0,WR,WR7,3000,SEA,vs MIN,21,19.75,1.1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,0,0,0,,,,,,,,,0.06,0.41,,0.47,0.28,2.34,,,,,,,,
Brandon Powell,,0,WR,WR5,3000,MIN,@ SEA,28,22.75,3.7,4,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,0,0,0,,,,,,,,,0.34,1.46,,1.64,1.12,10.12,0.04,,,,,,,
Trent Sherfield Sr,,0,WR,WR4,3000,MIN,@ SEA,28,22.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,20,50,126,126,0,100,,56,56,286,286,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Ainias Smith,,0,WR,WR5,3000,PHI,@ WAS,32,25.25,0.7,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,0,0,0,,,,,,,,,0.5,1,,1.5,1.5,3,,,,,,,,
Malachi Corley,,0,WR,WR5,3000,NYJ,vs LAR,18,21.75,0.4,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,67,0,0,,,,,,,,,0.4,5.2,,1.2,0.6,3.2,,,,,,,,
Tyler Johnson,,0,WR,WR6,3000,LAR,@ NYJ,25,24.75,3.7,8.8,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,20,0,0,,,,,,,,,,,,2.97,1.95,21.43,0.08,,,,,,,
Jordan Whittington,,0,WR,WR5,3000,LAR,@ NYJ,25,24.75,5.4,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,0,0,0,,,,,,,,,,,,2.09,1.64,18.27,,,,,,,,
Xavier Smith,,0,WR,WR7,3000,LAR,@ NYJ,25,24.75,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,0,0,0,,,,,,,,,0.17,2.5,,0.17,0.17,0.5,,,,,,,,
Anthony Gould,,0,WR,WR5,3000,IND,vs TEN,31,23.25,1.3,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,0,0,0,,,,,,,,,,,,0.2,0.2,4.6,,,,,,,,
Mason Kinsey,,0,WR,WR5,3000,TEN,@ IND,14,19.25,0.8,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,0,0,0,,,,,,,,,,,,0.27,0.27,1.82,,,,,,,,
Jha'Quan Jackson,,0,WR,WR6,3000,TEN,@ IND,14,19.25,0.6,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,0,0,0,,,,,,,,,0.08,-0.42,,0.25,0.08,0.67,,,,,,,,
Tom Kennedy,,0,WR,WR5,3000,DET,@ CHI,6,26.75,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,0,0,0,,0.08,0.08,5.77,,,0.08,12.18,,,,2.08,1.08,15,,,,,,,,
Tyler Scott,,0,WR,WR5,3000,CHI,vs DET,11,20.25,2,2.8,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,26,0,0,,,,,,,,,0.5,2.93,,2.36,1.29,12.36,,,,,,,,
Dan Chisena,,0,WR,WR5,3000,CAR,vs ARI,1,20.75,0.5,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,0,0,0,,,,,,,,,,,,0.09,0.09,0.55,,,,,,,,
Zach Pascal,,0,WR,WR5,3000,ARI,@ CAR,5,25.75,6.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,0,0,0,,0.02,,,,,,0.48,0.08,0.55,,3.38,1.97,23.92,0.19,,,,,,,
Xavier Weaver,,0,WR,WR6,3000,ARI,@ CAR,5,25.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,0,0,0,,,,,,,,,,,,1,,,,,,,,,,
Javon Baker,,0,WR,WR5,3000,NE,@ BUF,4,16.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,0,0,0,,,,,,,,,,,,0.33,,,,,,,,,,
Ihmir Smith-Marsette,,0,WR,WR5,3000,NYG,@ ATL,2,17,4.1,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,0,0,0,,,,,,,,,0.23,1.87,0.03,0.51,0.36,4.67,0.05,,,,,,,
Bryce Ford-Wheaton,,0,WR,WR6,3000,NYG,@ ATL,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Chris Blair,,0,WR,WR5,3000,ATL,vs NYG,24,26,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,20,50,126,126,0,100,,56,56,286,286,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Dylan Drummond,,0,WR,WR6,3000,ATL,vs NYG,24,26,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,20,50,126,126,0,100,,56,56,286,286,0,0,0,,,,,,,,,,,,,,,,,,,,,,
James Proche,,0,WR,WR5,3000,CLE,@ CIN,7,18.5,3,-0.1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,0,0,0,,0.02,,,0.02,,,,,,,1.07,0.62,6.64,,,,,,,,
Charlie Jones,!,0,WR,WR5,3000,CIN,vs CLE,8,28,2.2,1.3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,0,0,0,,,,,,,,,0.11,0.72,,0.56,0.44,3.83,,,,,,,,
Isaiah Williams,,0,WR,WR6,3000,CIN,vs CLE,8,28,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,0,0,0,,,,,,,,,,,,0.6,0.4,1.2,,,,,,,,
John Bates,,0,TE,TE2,3000,WAS,vs PHI,26,21.25,3,2.4,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,50,50,0,100,,56,56,286,286,3,0,0,,,,,,,,,,,,2.05,1.43,13.76,0.05,,,,,,,
Bo Melton,,0,WR,WR5,3000,GB,vs NO,23,28,6.9,12.2,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,0,0,0,,,,,,,,,0.69,4.62,,2.77,1.62,22.38,0.08,,,,,,,
Malik Heath,,0,WR,WR6,3000,GB,vs NO,23,28,3.1,2.8,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,6,0,0,,,,,,,,,,,,2.07,1.4,11.07,0.13,,,,,,,
Rakim Jarrett,,0,WR,WR6,3000,TB,@ DAL,9,26,2.5,1.4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,0,0,0,,,,,,,,,0.08,,,1.38,0.85,12.85,,,,,,,,
Ryan Miller,,0,WR,WR5,3000,TB,@ DAL,9,26,2.3,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,28,0,0,,,,,,,,,,,,2,1.14,12.14,0.14,,,,,,,
Ryan Flournoy,,0,WR,WR6,3000,DAL,vs TB,30,22.5,1.5,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,0,0,0,,,,,,,,,,,,1.17,0.67,7.33,,,,,,,,
Derius Davis,,0,WR,WR5,3000,LAC,vs DEN,10,22.25,1.8,1.8,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,50,126,126,0,100,,22,56,286,286,0,0,10.8,3.6,,,,,,,,0.79,5.07,,1,0.79,3.9,,,,,,,,
Lil'Jordan Humphrey,,0,WR,WR5,3000,DEN,@ LAC,17,19.25,4.4,4.3,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,4,0,0,,,,,,,,,,,,2.37,1.58,19.58,0.18,,,,,,,
Anthony Miller,,0,WR,WR5,3000,BAL,vs PIT,27,25.75,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,11,0,0,,0.02,0.02,0.16,,,,2.38,0.18,0.74,,4.54,2.8,31.78,0.24,,,,,,,
Ben Skowronek,,0,WR,WR5,3000,PIT,@ BAL,3,18.75,4,1.7,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,50,126,126,0,100,,42,56,286,286,0,0,4.5,1.5,,,,,,,,0.07,0.57,0.02,2.09,1.33,13.46,0.02,,,,,,,
Jalen Virgil,,0,WR,WR6,3000,BUF,vs NE,22,30.25,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,0,0,0,,,,,,,,,,,,0.83,0.33,12.5,0.17,,,,,,,
Nikko Remigio,,0,WR,WR6,3000,KC,vs HOU,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Jared Wayne,,0,WR,WR5,3000,HOU,@ KC,16,19.5,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,20,50,126,126,0,100,,56,56,286,286,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Tim Jones,,0,WR,WR5,3000,JAC,@ LV,19,19.25,1.9,1.9,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,0,0,0,,,,,,,,,,,,1.57,0.93,8.07,,,,,,,,
Jacob Cowing,,0,WR,WR5,3000,SF,@ MIA,20,23,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,126,126,0,100,,56,56,286,286,0,0,0,,,,,,,,,,,,0.33,0.17,4.17,,,,,,,,
Daniel Bellinger,,0,TE,TE1,2900,NYG,@ ATL,2,17,3.6,3.6,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,50,50,0,100,,56,57,286,286,22,0,0,,,,,,,,,0.03,0.06,0.03,2.38,2.06,19.81,0.06,,,,,,,
Ben Sinnott,,0,TE,TE3,2800,WAS,vs PHI,26,21.25,3,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,50,50,0,100,,56,58,286,286,0,0,0,,,,,,,,,,,,1,1,5.6,0.2,,,,,,,
Josh Whyle,,0,TE,TE3,2700,TEN,@ IND,14,19.25,3.7,3.1,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,50,50,0,100,,56,59,286,286,0,0,0,,,,,,,,,,,,2.1,1.52,14.9,0.1,,,,,,,
Brevyn Spann-Ford,,0,TE,TE3,2500,DAL,vs TB,30,22.5,2.8,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,50,50,0,100,,56,61,286,286,0,0,0,,,,,,,,,,,,1.75,1.13,11,,,,,,,,
Dallin Holker,,0,TE,TE3,2500,NO,@ GB,12,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,50,50,0,100,,56,61,286,286,0,0,0,,,,,,,,,,,,0.5,0.5,5,,,,,,,,
Ben Sims,,0,TE,TE2,2500,GB,vs NO,23,28,2.3,2,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,50,50,0,100,,56,61,286,286,0,0,0,,,,,,,,,,,,1.1,0.8,6.3,0.1,,,,,,,
John FitzPatrick,,0,TE,TE3,2500,GB,vs NO,23,28,0.9,0.6,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,50,50,0,100,,56,61,286,286,0,0,0,,,,,,,,,,,,0.4,0.4,2.8,,,,,,,,
Payne Durham,,0,TE,TE1,2500,TB,@ DAL,9,26,1.5,1.8,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,50,50,0,100,,56,61,286,286,6,0,0,,,,,,,,,,,,0.9,0.7,9.2,,,,,,,,
Ko Kieft,,0,TE,TE2,2500,TB,@ DAL,9,26,2.2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,50,50,0,100,,56,61,286,286,0,0,0,,,,,,,,,,,,0.71,0.38,3.9,0.1,,,,,,,
Devin Culp,,0,TE,TE3,2500,TB,@ DAL,9,26,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,14,29,50,50,0,100,,56,61,286,286,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Princeton Fant,,0,TE,TE4,2500,DAL,vs TB,30,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,50,50,0,100,,56,61,286,286,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Tucker Fisk,,0,TE,TE2,2500,LAC,vs DEN,10,22.25,0.6,0.9,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,50,50,0,100,,49,61,286,286,54,0,2,0.8,,,,,,,,,,,1,0.86,4.29,,,,,,,,
Hayden Hurst,,0,TE,TE3,2500,LAC,vs DEN,10,22.25,4.7,4.7,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29,50,50,0,100,,50,61,286,286,23,0,1.8,0.7,,,,,,,,0.01,,,3.63,2.51,24.63,0.2,,,,,,,
Nate Adkins,,0,TE,TE2,2500,DEN,@ LAC,17,19.25,2.8,1.5,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,50,50,0,100,,44,61,286,286,0,0,3.8,1.5,,,,,,,,,,,0.88,0.75,5.44,0.19,,,,,,,
Lucas Krull,,0,TE,TE3,2500,DEN,@ LAC,17,19.25,3.3,3.4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29,50,50,0,100,,37,61,286,286,3,0,5.1,2,,,,,,,,,,,2.2,1.53,14.87,0.07,,,,,,,
MyCole Pruitt,,0,TE,TE3,2500,PIT,@ BAL,3,18.75,3.1,2.9,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,50,50,0,100,,33,61,286,286,9,0,7.1,2.8,,,,,,,,,,,1.59,1.17,11.96,0.17,,,,,,,
Connor Heyward,,0,TE,TE4,2500,PIT,@ BAL,3,18.75,3,3.3,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,29,50,50,0,100,,52,61,286,286,14,0,1.3,0.5,0.04,,,,,,0.08,0.08,0.24,,2.16,1.56,13.88,0.08,,,,,,,
Anthony Firkser,,0,TE,TE3,2500,KC,vs HOU,13,23,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,50,50,0,100,,56,61,286,286,4,0,0,,,,,,,,,,,,2.68,2,21.22,0.12,,,,,,,
Irv Smith Jr.,,0,TE,TE2,2500,HOU,@ KC,16,19.5,5.6,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,50,50,0,100,,56,61,286,286,11,0,0,,,,,,,,,,,,3.5,2.43,22.07,0.27,,,,,,,
Eric Saubert,,0,TE,TE2,2500,SF,@ MIA,20,23,2.3,1.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,50,50,0,100,,56,61,286,286,0,0,0,,,,,,,,,,,,1.43,0.95,8.41,0.05,,,,,,,
Jake Tonges,,0,TE,TE3,2500,SF,@ MIA,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,50,50,0,100,,56,61,286,286,0,0,0,,,,,,,,,,,,0.5,,,,,,,,,,
Brayden Willis,,0,TE,TE4,2500,SF,@ MIA,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,50,50,0,100,,56,61,286,286,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Julian Hill,,0,TE,TE2,2500,MIA,vs SF,29,21.5,1.6,1.6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,50,50,0,100,,56,61,286,286,16,0,0,,,,,,,,,,,,1.59,1.06,8.71,,,,,,,,
Durham Smythe,,0,TE,TE3,2500,MIA,vs SF,29,21.5,2.9,5.1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,50,50,0,100,,56,61,286,286,12,0,0,,,,,,,,,0.05,0.05,0.01,2.08,1.58,14.73,0.04,,,,,,,
Jack Stoll,,0,TE,TE4,2500,MIA,vs SF,29,21.5,1.5,1.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,50,50,0,100,,56,61,286,286,17,0,0,,,,,,,,,,,,1.3,0.96,8.39,,,,,,,,
Luke Farrell,,0,TE,TE2,2500,JAC,@ LV,19,19.25,1.7,2.8,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,50,50,0,100,,56,61,286,286,19,0,0,,,,,,,,,,,,1.39,1.06,9.87,,,,,,,,
Josiah Deguara,,0,TE,TE3,2500,JAC,@ LV,19,19.25,3.5,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,50,50,0,100,,56,61,286,286,0,0,0,,,,,,,,,,,,1.76,1.44,13.12,0.06,,,,,,,
Harrison Bryant,,0,TE,TE4,2500,LV,vs JAC,15,21.75,4,2.8,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,50,50,0,100,,56,61,286,286,2,0,0,,,,,,,,,0.1,0.27,,2.37,1.66,14.86,0.17,,,,,,,
John Samuel Shenker,,0,TE,TE5,2500,LV,vs JAC,15,21.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,14,29,50,50,0,100,,56,61,286,286,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Pharaoh Brown,,0,TE,TE3,2500,SEA,vs MIN,21,19.75,3.5,3.5,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,50,50,0,100,,56,61,286,286,0,0,0,,,,,,,,,,,,1.92,1.37,14.31,0.06,,,,,,,
Johnny Mundt,,0,TE,TE3,2500,MIN,@ SEA,28,22.75,3,4.5,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,50,50,0,100,,56,61,286,286,3,0,0,,,,,,,,,,,,1.8,1.39,11.72,0.09,,,,,,,
Nick Muse,,0,TE,TE4,2500,MIN,@ SEA,28,22.75,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,50,50,0,100,,56,61,286,286,0,0,0,,,,,,,,,,,,1,1,22,,,,,,,,
C.J. Uzomah,,0,TE,TE2,2500,PHI,@ WAS,32,25.25,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,50,50,0,100,,56,61,286,286,7,0,0,,,,,,,,,,,,3.09,2.18,21.38,0.18,,,,,,,
E.J. Jenkins,,0,TE,TE3,2500,PHI,@ WAS,32,25.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,14,29,50,50,0,100,,56,61,286,286,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Kenny Yeboah,,0,TE,TE3,2500,NYJ,vs LAR,18,21.75,2.7,1.6,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,50,50,0,100,,56,61,286,286,0,0,0,,,,,,,,,,,,0.83,0.58,7.58,0.08,,,,,,,
Brenden Bates,,0,TE,TE4,2500,CLE,@ CIN,7,18.5,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,14,29,50,50,0,100,,56,61,286,286,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Hunter Long,,0,TE,TE3,2500,LAR,@ NYJ,25,24.75,1.4,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,50,50,0,100,,56,61,286,286,0,0,0,,,,,,,,,,,,0.92,0.62,5.23,,,,,,,,
Davis Allen,,0,TE,TE4,2500,LAR,@ NYJ,25,24.75,4.6,4.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,50,50,0,100,,56,61,286,286,0,0,0,,,,,,,,,,,,2.09,1.45,12.18,0.09,,,,,,,
Mo Alie-Cox,!,0,TE,TE3,2500,IND,vs TEN,31,23.25,4.7,3.5,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,50,50,0,100,,56,61,286,286,0,0,0,,,,,,,,,,,,2.05,1.31,16.49,0.17,,,,,,,
Andrew Ogletree,,0,TE,TE2,2500,IND,vs TEN,31,23.25,3.7,3.2,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,50,50,0,100,,56,61,286,286,0,0,0,,,,,,,,,,,,1.57,0.81,11.19,0.14,,,,,,,
