,,,,,,,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,,,,,,,,Position Rankings,,,,Overall Rankings,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Emari Demercado,,0,RB,RB2,4000,ARI,@ GB,20,20.75,4.6,6.7,2.9,0,0,0,0,0,0.0937,2.78,22.66,0.12,4.57,0.056,1.79,1.37,8.16,0,0,0,0,0,0,0,5.17,5.17,0,0,14.37,5.17,5.17,23,0,100,,84,16,1.3,11.4,2.9,39,43,43,45,182,182,,,,,,,,4.13,22.56,0.13,2.13,1.56,9.06,,,,,,,,
Tim Patrick,,0,WR,WR3,3300,DET,@ DAL,9,24.5,6.1,0,4.1,0,0,0,0,0,0,0,0,0,3,0.0767,3,1.87,25.77,0.12,0,0,0,0,0,0,5.17,5.17,0,0,17.37,5.17,5.17,38,0,100,,95,29,1.6,9.8,3,48,80,80,52,182,182,,,,,,,,0.06,0.33,,4.76,2.9,40.8,0.24,,,,,,,
Will Dissly,,0,TE,TE1,2700,LAC,@ DEN,10,17,5.1,3.4,4.4,0,0,0,0,0,0,0,0,0,2.48,0.0764,2.48,2.05,21.62,0.16,0,0,0,0,0,0,5.17,5.17,0,0,15.37,5.17,5.17,21,0,100,,115,4,1.9,6.6,2.4,29,32,32,58,182,182,,,,,,,,0.01,0.1,,2.41,1.97,21.83,0.19,,,,,,,
Chargers,,0,DST,DST1,3300,LAC,@ DEN,22,20,5.6,6.6,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,0.69,0.49,0,0,20,5.12,5.12,0,0,16.32,5.12,5.12,8,0,100,,111,11,1.6,7,2.1,5,15,15,52,183,183,,,,,,,,,,,,,,,2.24,0.8,0.52,0.14,0.02,22.66,347.17
Titans,,0,DST,DST1,2800,TEN,vs IND,12,19.5,5.2,5.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0.29,0.29,0.1,0.1,19.5,5.1,5.1,0,0,15.5,5.1,5.1,11,0,100,,143,16,1.8,3,1.1,10,16,16,57,184,184,,,,,,,,,,,,,,,2.34,0.74,0.44,0.12,0.01,21.94,352.57
Van Jefferson,,0,WR,WR2,3100,PIT,@ LV,19,16.75,5,3,3.5,0,0,0,0,0,0,0,0,0,3.62,0.1283,3.62,1.98,23.13,0.13,0,0,0,0,0,0,5.07,5.07,0,0,15.07,5.07,5.07,83,0,100,,170,15,1.6,0,,50,81,81,54,185,185,,,,,,,,0.07,0.39,,3.75,2.05,28.17,0.17,,,,,,,
Buccaneers,,0,DST,DST1,2600,TB,@ NO,11,23,5.9,7.9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,0.55,0.73,0.09,0,23,5.02,5.02,0,0,16.82,5.02,5.02,2,0,100,,54,14,1.9,17,6.5,12,17,17,59,186,186,,,,,,,,,,,,,,,2.52,0.79,0.7,0.15,0.02,23.22,353.6
Colts,,0,DST,DST1,3100,IND,@ TEN,27,22,5.7,8.2,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99,0.57,0.57,0.09,0.09,22,4.99,4.99,0,0,16.39,4.99,4.99,11,0,100,,143,21,1.6,3,1,7,18,18,54,187,187,,,,,,,,,,,,,,,2.32,0.86,0.61,0.18,0.07,23.28,358.88
Jalin Hyatt,,0,WR,WR3,3000,NYG,vs CIN,7,25,5.1,4.9,0,0,0,0,0,0,0,0,0,0,4.77,0.1343,4.77,2.15,28.39,0,0,0,0,0,0,0,4.99,4.99,0,0,15.19,4.99,4.99,75,0,100,,155,0,1.7,1.6,0.5,51,82,82,55,187,187,,,,,,,,,,,2.69,1.44,23.31,,,,,,,,
Brock Wright,,0,TE,TE2,2700,DET,@ DAL,9,24.5,2.8,3.1,4,0,0,0,0,0,0,0,0,0,2.91,0.0744,2.91,2.55,16.99,0.1,0,0,0,0,0,0,4.85,4.85,0,0.65,10.45,4.85,4.85,41,0,100,,170,3,1.8,0,,29,33,33,58,188,188,,,,,,,,,,,1.71,1.5,10.14,0.07,,,,,,,
Jordan Akins,,0,TE,TE2,3000,CLE,@ PHI,26,16.75,4.6,2.2,5.6,0,0,0,0,0,0,0,0,0,2.77,0.0714,2.77,1.93,20.81,0.11,0,0,0,0,0,0,4.67,4.67,0,0,13.87,4.67,4.67,41,0,100,,170,6,1.6,0,,26,34,34,55,189,189,,,,,,,,0.02,0.08,,2.94,2.05,22.82,0.1,,,,,,,
Kenneth Gainwell,,0,RB,RB2,4700,PHI,vs CLE,23,25.25,5.1,6.1,1.7,0,0,0,0,0,0.0989,3.32,15.72,0.13,5.16,0.0529,1.84,1.34,9.01,0.01,0,0,0,0,0,0,4.65,4.65,0,0,14.85,4.65,4.65,48,0,100,,149,15,1,2.3,0.5,32,44,44,38,190,190,0.02,0.02,0.32,,,,2.95,3.96,17.21,0.21,2.28,1.68,11.83,0.02,,,,,,,
Cardinals,,0,DST,DST1,2500,ARI,@ GB,5,26.25,6.2,3.8,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0.67,0.33,0,0.22,26.25,4.65,4.65,0,0,17.05,4.65,4.65,13,0,100,,162,6,1.9,1,0.4,13,19,19,60,190,190,,,,,,,,,,,,,,,2.45,0.74,0.6,0.16,0.03,23.65,350.44
Cedrick Wilson,,0,WR,WR4,3600,NO,vs TB,30,23,6.9,6.3,0.1,0,0,0,0,0,0,0,0,0,2.67,0.0782,2.67,1.74,19.28,0.16,0,0,0,0,0,0,4.63,4.63,0,0,18.43,4.63,4.63,59,0,100,,128,0,1.3,4.8,1.3,45,83,83,49,191,191,0.08,0.08,1.88,,0.03,0.02,10.6,0.1,0.12,,2.59,1.73,21.56,0.19,,,,,,,
Chris Conley,,0,WR,WR4,3000,SF,@ SEA,28,22.75,5.4,9.9,0.5,0,0,0,0,0,0,0,0,0,2.86,0.0886,2.86,1.64,22.25,0.12,0,0,0,0,0,0,4.59,4.59,0,0,15.39,4.59,4.59,83,0,100,,170,13,1.5,0,,51,84,84,55,192,192,,,,,,,,0.01,0.03,,3.88,2.29,29.87,0.16,,,,,,,
Seahawks,,0,DST,DST1,2800,SEA,vs SF,6,22.75,5.2,6.4,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46,0.44,0.26,0.09,0.09,22.75,4.58,4.58,0,0,14.98,4.58,4.58,12,0,100,,151,28,1.6,2,0.7,10,20,20,57,193,193,,,,,,,,,,,,,,,2.5,0.75,0.59,0.15,0.05,21.42,353.64
Troy Franklin,,0,WR,WR4,3000,DEN,vs LAC,17,20,1.2,0,2,0,0,0,0,0,0,0,0,0,4.12,0.1302,4.12,2.1,19.82,0.08,0,0,0,0,0,0,4.56,4.56,0,2.76,6.96,4.56,4.56,32,0,100,,83,40,1.5,11.6,3.9,51,85,85,55,194,194,,,,,,,,,,,3,1.25,7.25,,,,,,,,
Elijah Higgins,,0,TE,TE2,3200,ARI,@ GB,12,20.75,3.6,3.3,4.9,0,0,0,0,0,0,0,0,0,1.86,0.0581,1.86,1.51,14.92,0.25,0,0,0,0,0,0,4.5,4.5,0,0,11.7,4.5,4.5,41,0,100,,170,5,1.4,0,,24,35,35,53,195,195,,,,,,,,,,,1.69,1.31,13.63,0.19,,,,,,,
KaVontae Turpin,,0,WR,WR3,3800,DAL,vs DET,11,28,4,3.7,5,0,0,0,0,0,0,0,0,0,2.14,0.0475,2.14,1.42,15.53,0.24,0,0,0,0,0,0,4.41,4.41,0,0,12.41,4.41,4.41,51,0,100,,118,0,1.2,6,1.6,43,86,86,47,196,196,,,,,,,,0.59,4.28,0.03,1.14,0.76,8.31,0.14,,,,,,,
AJ Barner,,0,TE,TE2,2500,SEA,vs SF,29,26.25,3.6,0,5.8,0,0,0,0,0,0,0,0,0,2.06,0.0523,2.06,1.63,15.49,0.19,0,0,0,0,0,0,4.32,4.32,0,0,11.52,4.32,4.32,33,0,100,,149,38,1.7,2.3,0.9,31,36,36,60,197,197,,,,,,,,,,,2,2,17.67,0.33,,,,,,,
Dyami Brown,,0,WR,WR4,4000,WAS,@ BAL,3,21.75,5.1,2.2,5.6,0,0,0,0,0,0,0,0,0,2.32,0.0583,2.32,1.32,19.72,0.17,0,0,0,0,0,0,4.31,4.31,0,0,14.51,4.31,4.31,71,0,100,,150,0,1.1,2.1,0.5,41,87,87,45,198,198,0.03,0.03,0.1,,,,2.62,0.08,0.28,,1.82,0.92,14.62,0.1,,,,,,,
Kalif Raymond,,0,WR,WR4,3200,DET,@ DAL,9,24.5,5.3,5.7,2.2,0,0,0,0,0,0,0,0,0,2.24,0.0572,2.24,1.66,21.8,0.06,0,0,0,0,0,0,4.2,4.2,0,0,14.8,4.2,4.2,33,0,100,,85,0,1.3,11.3,3.5,49,88,88,53,199,199,,,,,,,,0.24,1.58,,2.39,1.71,23.68,0.08,,,,,,,
Gerald Everett,,0,TE,TE2,2700,CHI,vs JAC,15,23.25,4.9,7.4,1.8,0,0,0,0,0,0,0,0,0,2.83,0.0875,2.83,1.9,16.75,0.1,0,0,0,0,0,0,4.18,4.18,0,0,13.98,4.18,4.18,41,0,100,,170,27,1.5,0,,29,37,37,58,200,200,,,,,,,,0.11,0.58,0.01,4.11,2.76,27.23,0.18,,,,,,,
Lions,,0,DST,DST1,2800,DET,@ DAL,14,28,5.2,6.4,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,1.03,0.28,0,0,28,4.16,4.16,0,0,14.56,4.16,4.16,1,0,100,,47,5,1.5,18,6.4,10,21,21,57,201,201,,,,,,,,,,,,,,,2.08,0.66,0.48,0.13,0.05,24.53,368.78
Jahan Dotson,,0,WR,WR3,4800,PHI,vs CLE,8,25.25,7.4,7.5,1.9,0,0,0,0,0,0,0,0,0,2.87,0.0827,2.87,1.64,16.61,0.14,0,0,0,0,0,0,4.14,4.14,0,0,18.94,4.14,4.14,66,0,100,,140,9,0.9,3.3,0.7,33,89,89,37,202,202,,,,,,,,0.06,-0.21,,4.64,2.7,32.3,0.33,,,,,,,
Jeremy Ruckert,,0,TE,TE2,2600,NYJ,vs BUF,4,21.5,2,3.1,1.6,0,0,0,0,0,0,0,0,0,3.39,0.0745,3.39,2.17,19.32,0,0,0,0,0,0,0,4.1,4.1,0,1.1,8.1,4.1,4.1,32,0,100,,145,20,1.6,2.7,1,30,38,38,59,203,203,,,,,,,,,,,2,1.31,11.5,,,,,,,,
Cowboys,,0,DST,DST1,2900,DAL,vs DET,2,24.5,6.8,10.5,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0.62,0.38,0,0.08,24.5,3.94,3.94,0,0,17.54,3.94,3.94,15,0,100,,175,6,1.4,-1,,9,22,22,56,204,204,,,,,,,,,,,,,,,2.4,0.76,0.6,0.18,0.01,21.33,342.25
Adam Trautman,,0,TE,TE1,2600,DEN,vs LAC,17,20,3.8,3.8,1.7,0,0,0,0,0,0,0,0,0,2.33,0.0735,2.33,1.55,16.72,0.12,0,0,0,0,0,0,3.94,3.94,0,0,11.54,3.94,3.94,41,0,100,,170,7,1.5,0,,30,39,39,59,204,204,,,,,,,,,,,2.31,1.62,16.87,0.13,,,,,,,
Lucas Krull,,0,TE,TE2,2500,DEN,vs LAC,17,20,4,3.4,1.5,0,0,0,0,0,0,0,0,0,2.38,0.0751,2.38,1.53,15.49,0.13,0,0,0,0,0,0,3.86,3.86,0,0,11.86,3.86,3.86,30,0,100,,142,0,1.5,3.1,1.2,31,40,40,60,205,205,,,,,,,,,,,1.88,1.13,12.5,0.13,,,,,,,
Xavier Gipson,,0,WR,WR4,3000,NYJ,vs BUF,4,21.5,3.3,3.2,1,0,0,0,0,0,0,0,0,0,3.61,0.0793,3.61,1.89,19.29,0,0,0,0,0,0,0,3.82,3.82,0,0,10.42,3.82,3.82,83,0,100,,170,0,1.3,0,,51,90,90,55,206,206,,,,,,,,0.36,3.09,0.05,2,1.09,11.41,,,,,,,,
Jalen Brooks,,0,WR,WR4,3300,DAL,vs DET,11,28,2.1,4.1,2.6,0,0,0,0,0,0,0,0,0,2.52,0.056,2.52,1.61,20.54,0.02,0,0,0,0,0,0,3.78,3.78,0,0.63,7.98,3.78,3.78,69,0,100,,147,34,1.1,2.5,0.8,48,91,91,52,207,207,,,,,,,,,,,2,1.43,18,,,,,,,,
Ja'Tavion Sanders,,0,TE,TE2,2600,CAR,vs ATL,2,26,1.5,0,2.4,0,0,0,0,0,0,0,0,0,2.63,0.073,2.63,1.85,13.89,0.08,0,0,0,0,0,0,3.72,3.72,0,1.47,6.72,3.72,3.72,14,0,100,,94,38,1.4,9.9,3.8,30,41,41,59,208,208,,,,,,,,,,,2.2,1.6,8.2,,,,,,,,
Panthers,,0,DST,DST1,2400,CAR,vs ATL,16,20,6,4.2,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,0.45,0.27,0,0,20,3.71,3.71,0,0,15.71,3.71,3.71,16,0,100,,176,9,1.5,-2,,14,23,23,61,209,209,,,,,,,,,,,,,,,2.41,0.79,0.55,0.15,0.03,23.46,344.77
Bengals,,0,DST,DST1,3400,CIN,@ NYG,28,25,4.9,6.9,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51,0.67,0.33,0.08,0,25,3.67,3.67,0,0,13.47,3.67,3.67,7,0,100,,105,14,1.1,8,2.4,4,24,24,51,210,210,,,,,,,,,,,,,,,2.13,0.86,0.39,0.11,0.02,22.7,370.55
Simi Fehoko,,0,WR,WR4,3000,LAC,@ DEN,10,17,2.6,4,1.4,0,0,0,0,0,0,0,0,0,2.65,0.0817,2.65,1.28,16.06,0.13,0,0,0,0,0,0,3.67,3.67,0,0,8.87,3.67,3.67,49,0,100,,116,4,1.2,6.4,2.1,51,92,92,55,210,210,,,,,,,,,,,1.5,0.83,8.33,0.17,,,,,,,
Marvin Mims Jr.,,0,WR,WR3,3100,DEN,vs LAC,17,20,5.3,4.4,1.5,0,0,0,0,0,0,0,0,0,2.48,0.0784,2.48,1.54,19.77,0.02,0,0,0,0,0,0,3.64,3.64,0,0,14.24,3.64,3.64,83,0,100,,170,0,1.2,0,,50,93,93,54,211,211,,,,,,,,0.48,2.24,,1.81,1.19,19.19,0.05,,,,,,,
Falcons,,0,DST,DST1,3500,ATL,@ CAR,32,26,5.5,5.8,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0.32,0.16,0,0.16,26,3.59,3.59,0,0,14.59,3.59,3.59,10,0,100,,126,0,1,5,1.4,3,25,25,50,212,212,,,,,,,,,,,,,,,1.79,0.71,0.47,0.16,0.03,23.26,358.65
Cedric Tillman,,0,WR,WR4,3000,CLE,@ PHI,26,16.75,3,4,1.3,0,0,0,0,0,0,0,0,0,3.49,0.0902,3.49,1.77,16.59,0,0,0,0,0,0,0,3.43,3.43,0,0,9.43,3.43,3.43,84,0,100,,174,12,1.1,-0.5,,51,94,94,55,213,213,,,,,,,,0.07,0.57,,3.5,1.71,16.64,,,,,,,,
Jaguars,,0,DST,DST1,2700,JAC,@ CHI,18,23.25,6.5,7.2,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07,0.33,0.33,0,0,23.25,3.39,3.39,0,0,16.39,3.39,3.39,11,0,100,,143,0,1.3,3,1.1,11,26,26,58,214,214,,,,,,,,,,,,,,,2.26,0.71,0.48,0.2,0.01,23.54,355.89
Jeremy McNichols,,0,RB,RB2,4500,WAS,@ BAL,4,21.75,4.7,0,7.7,0,0,0,0,0,0.1086,3.26,17.27,0.27,3.26,0,0,0,0,0,0,0,0,0,0,0,3.35,3.35,0,0,12.75,3.35,3.35,54,0,100,,163,0,0.7,0.9,0.2,34,45,45,40,215,215,,,,,,,,3.15,14.33,0.12,1.7,1.24,9.12,0.03,,,,,,,
Josh Whyle,,0,TE,TE2,2500,TEN,vs IND,14,22,3,3.1,4.4,0,0,0,0,0,0,0,0,0,2.28,0.0688,2.28,1.64,14.6,0.04,0,0,0,0,0,0,3.34,3.34,0,0,9.34,3.34,3.34,39,0,100,,159,12,1.3,1.2,0.5,31,42,42,60,216,216,,,,,,,,,,,2.09,1.45,14.09,0.09,,,,,,,
Tyler Goodson,,0,RB,RB2,5400,IND,@ TEN,16,19.5,3.6,3,4.9,0,0,0,0,0,0.2291,5.29,32.75,0,5.29,0,0,0,0,0,0,0,0,0,0,0,3.28,3.28,0,0,10.48,3.28,3.28,26,0,100,,90,0,0.6,10.5,1.9,25,46,46,31,217,217,,,,,,,,2.25,14.13,,1.63,1.25,8.38,,,,,,,,
Emanuel Wilson,,0,RB,RB2,4300,GB,vs ARI,18,26.25,4.4,3,5.9,0,0,0,0,0,0.209,6.75,32.23,0,6.75,0,0,0,0,0,0,0,0,0,0,0,3.22,3.22,0,0,12.02,3.22,3.22,30,0,100,,102,0,0.7,8.3,1.9,36,47,47,42,218,218,,,,,,,,4.9,24.1,,1.2,0.9,5.1,0.1,,,,,,,
John Bates,,0,TE,TE2,2600,WAS,@ BAL,3,21.75,3.1,2.4,1.1,0,0,0,0,0,0,0,0,0,2.45,0.0615,2.45,1.6,13.43,0.04,0,0,0,0,0,0,3.18,3.18,0,0,9.38,3.18,3.18,41,0,100,,170,3,1.2,0,,30,43,43,59,219,219,,,,,,,,,,,2.14,1.49,14.11,0.05,,,,,,,
Parris Campbell,,0,WR,WR4,3400,PHI,vs CLE,8,25.25,5.5,3,7.5,0,0,0,0,0,0,0,0,0,2,0.0576,2,1.49,11.44,0.09,0,0,0,0,0,0,3.17,3.17,0,0,14.17,3.17,3.17,83,0,100,,170,14,0.9,0,,47,95,95,51,220,220,,,,,0.02,,,0.25,2.45,,4.05,2.8,25.39,0.14,,,,,,,
Mason Tipton,,0,WR,WR3,3100,NO,vs TB,30,23,0.7,0,1.9,0,0,0,0,0,0,0,0,0,2.63,0.0772,2.63,1.52,13.16,0.05,0,0,0,0,0,0,3.14,3.14,0,2.09,4.54,3.14,3.14,69,0,100,,147,63,1,2.5,0.8,50,96,96,54,221,221,,,,,,,,,,,2.25,1.25,6.25,,,,,,,,
Ty Johnson,,0,RB,RB1,4200,BUF,@ NYJ,25,20.5,5.3,3.6,5.3,0,0,0,0,0,0.1686,5.11,22.67,0.13,5.11,0,0,0,0,0,0,0,0,0,0,0,3.05,3.05,0,0,13.65,3.05,3.05,42,0,100,,139,0,0.7,3.4,0.8,37,48,48,43,222,222,,,,,,,,3.7,16.4,0.07,2.15,1.45,11.81,0.07,,,,,,,
Treylon Burks,,0,WR,WR4,3200,TEN,vs IND,14,22,4.9,4.4,1.4,0,0,0,0,0,0,0,0,0,2.42,0.0732,2.42,1.36,15.86,0.01,0,0,0,0,0,0,3.01,3.01,0,0,12.81,3.01,3.01,72,0,100,,151,14,0.9,2,0.6,49,97,97,53,223,223,,,,,,,,0.46,2.75,,3.79,2.17,28.71,0.04,,,,,,,
Grant Calcaterra,,0,TE,TE2,2700,PHI,vs CLE,8,25.25,1.7,2.6,3.2,0,0,0,0,0,0,0,0,0,1.69,0.0485,1.69,1.35,16.42,0,0,0,0,0,0,0,2.99,2.99,0,0.44,6.39,2.99,2.99,12,0,100,,88,39,1.1,10.7,4,29,44,44,58,224,224,,,,,,,,,,,1.64,1.18,16,,,,,,,,
Calvin Austin III,,0,WR,WR3,3300,PIT,@ LV,19,16.75,5.1,3.3,5.4,0,0,0,0,0,0,0,0,0,1.65,0.0584,1.65,0.99,13.32,0.11,0,0,0,0,0,0,2.98,2.98,0,0,13.18,2.98,2.98,54,0,100,,121,0,0.9,5.6,1.7,48,98,98,52,225,225,,,,,,,,0.52,2.71,0.05,2,1.19,14.81,0.1,,,,,,,
Ian Thomas,,0,TE,TE1,2500,CAR,vs ATL,2,26,3.9,1.5,0,0,0,0,0,0,0,0,0,0,2.16,0.06,2.16,1.37,12.89,0.05,0,0,0,0,0,0,2.96,2.96,0,0,10.76,2.96,2.96,41,0,100,,170,0,1.2,0,,31,45,45,60,226,226,,,,,,,,,,,2.73,1.76,15.98,0.06,,,,,,,
Khadarel Hodge,,0,WR,WR4,3100,ATL,@ CAR,5,20,3.6,2.7,2.9,0,0,0,0,0,0,0,0,0,1.31,0.0428,1.31,0.77,14.31,0.1,0,0,0,0,0,0,2.8,2.8,0,0,10,2.8,2.8,83,0,100,,170,0,0.9,0,,50,99,99,54,227,227,,,,,,,,0.02,,,1.67,0.97,15.26,0.03,,,,,,,
Ihmir Smith-Marsette,,0,WR,WR4,3000,NYG,vs CIN,7,25,4.6,1.6,0,0,0,0,0,0,0,0,0,0,1.57,0.0443,1.57,1.09,10.53,0.09,0,0,0,0,0,0,2.68,2.68,0,0,11.88,2.68,2.68,83,0,100,,170,0,0.9,0,,51,100,100,55,228,228,,,,,,,,0.3,2.43,0.03,0.67,0.47,6.07,0.07,,,,,,,
Scotty Miller,,0,WR,WR4,3000,PIT,@ LV,19,16.75,5.4,3.3,2.5,0,0,0,0,0,0,0,0,0,1.55,0.055,1.55,0.94,12.9,0.07,0,0,0,0,0,0,2.65,2.65,0,0,13.45,2.65,2.65,83,0,100,,170,0,0.9,0,,51,101,101,55,229,229,,,,,,,,0.15,1.47,0.02,2.67,1.58,20.29,0.11,,,,,,,
Tim Jones,,0,WR,WR4,3000,JAC,@ CHI,6,21.75,2,1.9,0,0,0,0,0,0,0,0,0,0,2.46,0.0576,2.46,1.41,11.2,0,0,0,0,0,0,0,2.53,2.53,0,0,6.53,2.53,2.53,83,0,100,,170,0,0.8,0,,51,102,102,55,230,230,,,,,,,,,,,1.8,1.1,8.3,,,,,,,,
Isaac Guerendo,,0,RB,RB2,4000,SF,@ SEA,31,22.75,1.2,0,0.6,0,0,0,0,0,0.177,5.68,20.59,0.06,5.68,0,0,0,0,0,0,0,0,0,0,0,2.42,2.42,0,0.62,4.82,2.42,2.42,27,0,100,,94,0,0.6,9.9,2.5,39,49,49,45,231,231,,,,,,,,2.4,8.2,,,,,,,,,,,,
Kendrick Bourne,,0,WR,WR2,3800,NE,vs HOU,13,22.75,6.1,12.6,1.6,0,0,0,0,0,0,0,0,0,1.3,0.0367,1.3,0.89,10.98,0.07,0,0,0,0,0,0,2.41,2.41,0,0,14.61,2.41,2.41,68,0,100,,144,21,0.6,2.9,0.8,43,103,103,47,232,232,0.01,0.01,0.25,,,0.01,1.57,0.19,1.66,,3.98,2.68,34.68,0.22,,,,,,,
Tyler Scott,,0,WR,WR4,3000,CHI,vs JAC,15,23.25,2,2.8,0,0,0,0,0,0,0,0,0,0,2.17,0.0672,2.17,1.17,12.11,0,0,0,0,0,0,0,2.38,2.38,0,0,6.38,2.38,2.38,83,0,100,,170,29,0.8,0,,51,104,104,55,233,233,,,,,,,,0.54,3.15,,2.46,1.31,12.92,,,,,,,,
Ameer Abdullah,,0,RB,RB2,4500,LV,vs PIT,2,19.75,4.9,2.6,3.9,0,0,0,0,0,0.1347,3.94,17.26,0.1,3.94,0,0,0,0,0,0,0,0,0,0,0,2.33,2.33,0,0,12.13,2.33,2.33,36,0,100,,119,0,0.5,5.8,1.3,34,50,50,40,234,234,,,,,,,,3.6,14.35,0.06,1.9,1.41,10.22,0.07,,,,,,,
John Metchie III,,0,WR,WR4,3000,HOU,@ NE,22,16.25,1.1,2.3,1.7,0,0,0,0,0,0,0,0,0,2.41,0.0787,2.41,1.19,10.96,0,0,0,0,0,0,0,2.29,2.29,0,0.64,4.49,2.29,2.29,83,0,100,,170,52,0.8,0,,51,105,105,55,235,235,,,,,,,,0.07,0.27,,2.07,1.13,11,,,,,,,,
Dameon Pierce,,0,RB,RB2,4900,HOU,@ NE,15,16.25,6.9,5.5,1.6,0,0,0,0,0,0.2013,5.16,17.64,0.08,5.16,0,0,0,0,0,0,0,0,0,0,0,2.24,2.24,0,0,16.04,2.24,2.24,18,0,100,,65,23,0.5,14.7,3,30,51,51,36,236,236,,,,,,,,13.14,48.96,0.21,2,1.54,9.5,0.04,,,,,,,
Commanders,,0,DST,DST1,2500,WAS,@ BAL,1,28.75,5.3,3.8,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0.18,0.54,0,0,28.75,2.13,2.13,0,0,12.73,2.13,2.13,11,0,100,,143,16,0.9,3,1.2,13,27,27,60,237,237,,,,,,,,,,,,,,,2.54,0.73,0.55,0.12,0.03,23.48,357.03
Laviska Shenault Jr,,0,WR,WR4,3000,SEA,vs SF,29,26.25,5.5,2.5,1.3,0,0,0,0,0,0,0,0,0,1.32,0.0336,1.32,1.04,8.78,0.03,0,0,0,0,0,0,2.1,2.1,0,0,13.1,2.1,2.1,85,0,100,,175,20,0.7,-1,,51,106,106,55,238,238,,,,,,,,0.89,4.51,0.02,4.05,2.91,28.38,0.11,,,,,,,
Zach Pascal,,0,WR,WR4,3000,ARI,@ GB,12,20.75,6.6,0.6,0,0,0,0,0,0,0,0,0,0,1.41,0.0441,1.41,0.76,9,0.07,0,0,0,0,0,0,2.08,2.08,0,0,15.28,2.08,2.08,83,0,100,,170,0,0.7,0,,51,107,107,55,239,239,0.02,,,,,,0.49,0.08,0.55,,3.42,1.99,24.2,0.19,,,,,,,
JaMycal Hasty,,0,RB,RB2,4000,NE,vs HOU,12,22.75,4.7,0,0.6,0,0,0,0,0,0.1208,3.49,14.51,0.1,3.49,0,0,0,0,0,0,0,0,0,0,0,2.05,2.05,0,0,11.45,2.05,2.05,43,0,100,,142,0,0.5,3.1,0.8,39,52,52,45,240,240,,,,,,,,2.94,12,0.11,1.83,1.39,8.78,0.03,,,,,,,
Xavier Hutchinson,,0,WR,WR3,3300,HOU,@ NE,22,16.25,1.5,1.8,1.6,0,0,0,0,0,0,0,0,0,2.1,0.0686,2.1,0.93,10.79,0,0,0,0,0,0,0,2.01,2.01,0,0,5.01,2.01,2.01,83,0,100,,170,17,0.6,0,,48,108,108,52,241,241,,,,,,,,0.31,3.06,,1.56,0.69,7.75,,,,,,,,
Charlie Jones,,0,WR,WR4,3000,CIN,@ NYG,24,21,2.3,1.3,0.1,0,0,0,0,0,0,0,0,0,0.77,0.0217,0.77,0.66,5.43,0,0,0,0,0,0,0,1.2,1.2,0,0,5.8,1.2,1.2,83,0,100,,170,0,0.4,0,,51,109,109,55,242,242,,,,,,,,0.13,0.87,,0.67,0.53,4.6,,,,,,,,
Hassan Haskins,,0,RB,RB2,4000,LAC,@ DEN,8,17,1.9,0,1.1,0,0,0,0,0,0.0926,2.61,9.66,0,2.61,0,0,0,0,0,0,0,0,0,0,0,0.97,0.97,0,0,4.77,0.97,0.97,57,0,100,,167,44,0.2,0.5,0.1,39,53,53,45,243,243,,,,,,,,3.5,13,,1.5,1.38,7.13,,,,,,,,
Tylan Wallace,,0,WR,WR4,3000,BAL,vs WAS,32,28.75,1.3,0.3,5.1,0,0,0,0,0,0,0,0,0,0.64,0.0192,0.64,0.4,4.95,0,0,0,0,0,0,0,0.9,0.9,0,0,3.5,0.9,0.9,83,0,100,,170,0,0.3,0,,51,110,110,55,244,244,,,,,,,,,,,0.77,0.41,4.45,,,,,,,,
Eric Gray,,0,RB,RB2,4000,NYG,vs CIN,22,25,2.2,1.3,1.8,0,0,0,0,0,0.0808,2.71,6.39,0,2.71,0,0,0,0,0,0,0,0,0,0,0,0.64,0.64,0,0,5.04,0.64,0.64,53,0,100,,158,0,0.2,1.3,0.3,39,54,54,45,245,245,,,,,,,,1.67,3.93,,0.8,0.67,5.4,,,,,,,,
