,,,,,,,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,,,,,,,,Position Rankings,,,,Overall Rankings,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Amon-Ra St. Brown,,0,WR,WR1,8400,DET,vs TEN,31,29,10,22.4,18.9,0,0,0,0,0,0,0,0,0,11.9,0.3007,11.9,8.94,99.12,0.76,0,0,0,0,0,0,23.41,23.41,0,8.41,43.41,23.41,23.41,41,0,100,,109,45,2.8,8.7,1,4,3,3,4,10,10,0.02,0.02,0.13,,0.02,0.02,8.29,0.37,3.33,0.02,8.89,6.56,73.87,0.46,,,,,,,
Ladd McConkey,,0,WR,WR2,5100,LAC,vs NO,23,24.5,4.5,0,10.4,0,0,0,0,0,0,0,0,0,14.38,0.347,14.38,8.78,99.82,0.75,0,0,0,0,0,0,23.26,23.26,0,16.51,32.26,23.26,23.26,2,0,100,,3,57,4.6,32.1,6.3,32,4,4,37,11,11,,,,,,,,,,,6.5,4,44.17,0.33,,,,,,,
Bijan Robinson,,0,RB,RB1,7200,ATL,@ TB,8,24.5,7.5,15.2,17.1,0,0,0,0,0,0.5885,20.75,94.46,0.63,26.7,0.183,5.95,4.5,39.86,0.21,0,0,0,0,0,0,22.97,22.97,0,11.72,37.97,22.97,22.97,9,0,100,,33,52,3.2,22,3.1,12,3,3,16,12,12,,,,,,,,13.21,60.79,0.33,4.75,3.42,28.67,0.17,,,,,,,
J.K. Dobbins,,0,RB,RB1,6900,LAC,vs NO,27,24.5,7.3,11.7,15.7,0,0,0,0,0,0.6866,18.97,98.67,0.74,24.9,0.1431,5.93,5.11,29.07,0.09,0,0,0,0,0,0,22.86,22.86,0,11.91,37.46,22.86,22.86,15,0,100,,56,41,3.3,16.8,2.4,14,4,4,19,13,13,,,,,,,,10.97,60.83,0.5,1.7,1.4,8.43,0.03,,,,,,,
Deebo Samuel,,0,WR,WR1,6900,SF,vs DAL,9,26.5,9.3,16.8,12.8,0,0,0,0,0,0.1299,3.93,22.56,0.39,12.95,0.2667,9.02,5.81,93.14,0.5,0,0,0,0,0,0,22.72,22.72,0,8.77,41.32,22.72,22.72,33,0,100,,87,41,3.3,12.6,1.8,14,5,5,19,14,14,0.04,0.01,0.32,,0.01,0.01,2.67,2.47,15.47,0.27,6.39,4.17,61.12,0.27,,,,,,,
Joe Burrow,,0,QB,QB1,7000,CIN,vs PHI,5,25,8.9,16.3,20.6,1,37.47,288.82,2.3,0.6,0.1494,3.56,13.42,0.2,3.56,0,0,0,0,0,0,0,0,0,0,0,22.69,22.69,0,9.34,40.49,22.69,22.69,24,0,100,,77,57,3.2,13.86,2,6,6,6,18,15,15,35.95,24.53,268.51,0.66,2.81,1.88,100.04,3.46,11.8,0.19,,,,,,,,,,,
Rachaad White,,0,RB,RB1,5700,TB,vs ATL,19,23,7.1,16.2,12.9,0,0,0,0,0,0.5283,15.58,58.79,0.21,23.13,0.1909,7.55,6.79,54.28,0.48,0,0,0,0,0,0,22.24,22.24,0,11.59,36.44,22.24,22.24,16,0,100,,57,45,3.9,16.7,2.9,26,5,5,31,16,16,,,,,,,,11.85,43.54,0.18,3.92,3.51,26.59,0.18,,,,,,,
Justin Jefferson,,0,WR,WR1,8800,MIN,@ LAR,18,25,10.8,21.8,19.9,0,0,0,0,0,0,0,0,0,11.58,0.306,11.58,7.8,107.96,0.6,0,0,0,0,0,0,22.2,22.2,0,6,43.8,22.2,22.2,8,0,100,,32,49,2.5,22.5,2.6,1,6,6,1,17,17,0.11,0.06,1.05,,,,8.24,0.2,0.47,0.02,9.5,6.44,97.42,0.53,,,,,,,
David Njoku,,0,TE,TE1,5100,CLE,vs BAL,3,18.5,6.8,13.1,10.6,0,0,0,0,0,0,0,0,0,12.07,0.2876,12.07,7.88,91.04,0.86,0,0,0,0,0,0,22.14,22.14,0,11.94,35.74,22.14,22.14,7,0,100,,55,21,4.3,17.1,3.4,7,1,1,37,18,18,,,,,,,,0.04,-0.06,,5.02,3.27,36.48,0.28,,,,,,,
Patrick Mahomes,,0,QB,QB1,6800,KC,@ LV,16,25.25,8.6,19.3,15.7,1,38.23,263.27,1.75,0.82,0.2611,7.81,38.56,0.26,7.81,0,0,0,0,0,0,0,0,0,0,0,22.13,22.13,0,9.23,39.33,22.13,22.13,15,0,100,,46,65,3.3,19.18,2.8,8,7,7,20,19,19,37.04,24.62,292.52,0.7,1.56,2.24,103.51,4.07,20.83,0.14,0.04,0.02,0.08,,,,,,,,
Trevor Lawrence,,0,QB,QB1,5600,JAC,vs GB,25,22.75,7.1,18.1,15.4,1,34.63,259.21,1.74,0.76,0.2386,6.92,33.55,0.34,6.92,0,0,0,0,0,0,0,0,0,0,0,21.96,21.96,0,11.31,36.16,21.96,21.96,4,0,100,,10,57,3.9,28.32,5.1,20,8,8,32,20,20,34.4,21.88,233.28,0.74,1.91,1.18,86.72,3.88,18.58,0.19,,,-0.09,,,,,,,,
Sam Darnold,,0,QB,QB1,6200,MIN,@ LAR,26,25,8.7,2.5,17.6,1,37.84,299.91,2.13,1.15,0.1148,3.91,14.33,0.19,3.91,0,0,0,0,0,0,0,0,0,0,0,21.94,21.94,0,8.89,39.34,21.94,21.94,16,0,100,,49,35,3.5,18.2,2.9,14,9,9,26,21,21,27.43,16.54,186.58,0.85,2.32,1.04,75.46,3.24,11.94,0.18,,,,,,,,,,,
C.J. Stroud,,0,QB,QB1,6900,HOU,vs IND,30,24.75,8.9,20.2,16.7,1,41.94,312.23,1.9,0.64,0.1298,3.54,15.71,0.1,3.54,0,0,0,0,0,0,0,0,0,0,0,21.62,21.62,0,8.27,39.42,21.62,21.62,26,0,100,,81,53,3.1,13.4,1.9,7,10,10,19,22,22,33.09,21.41,262.32,0.41,2.64,1.5,97.51,2.77,11.86,0.14,0.05,0.05,,,,,,,,,
Joe Mixon,,0,RB,RB1,7700,HOU,vs IND,25,24.75,9.4,15.9,24.3,0,0,0,0,0,0.6627,18.07,76.87,0.63,23.87,0.1382,5.8,4.66,37.01,0.29,0,0,0,0,0,0,21.57,21.57,0,7.47,40.37,21.57,21.57,4,0,100,,16,42,2.8,26.4,3.4,7,6,6,11,23,23,,,,,,,,16.32,67.46,0.52,3.56,2.9,22,0.14,,,,,,,
George Kittle,,0,TE,TE1,5800,SF,vs DAL,9,26.5,9.4,13.3,16.9,0,0,0,0,0,0,0,0,0,9.69,0.2867,9.69,7.09,99.21,0.75,0,0,0,0,0,0,21.51,21.51,0,7.41,40.31,21.51,21.51,2,0,100,,11,32,3.7,27.8,4.8,3,2,2,30,24,24,,,,,,,,0.11,0.66,,6.49,4.69,62.8,0.39,,,,,,,
Brock Purdy,,0,QB,QB1,6300,SF,vs DAL,21,26.5,8,20.2,18.7,1,33.81,286.47,1.76,1.04,0.1829,5.53,20.53,0.29,5.53,0,0,0,0,0,0,0,0,0,0,0,21.25,21.25,0,9.25,37.25,21.25,21.25,7,0,100,,18,55,3.4,26,4.1,13,11,11,25,25,25,25.94,17.5,234.22,0.69,1.28,1.66,78.11,2.97,9.72,0.16,,,,,,,,,,,
Breece Hall,,0,RB,RB1,7300,NYJ,@ NE,31,24,9.9,17.6,18.1,0,0,0,0,0,0.675,16.17,68.8,0.5,22.75,0.1592,6.58,5.01,44.81,0.26,0,0,0,0,0,0,20.93,20.93,0,6.08,40.73,20.93,20.93,29,0,100,,101,44,2.9,9.9,1.4,11,7,7,15,26,26,,,,,,,,12.84,58.23,0.39,5.45,4.1,36,0.19,,,,,,,
Caleb Williams,,0,QB,QB1,6000,CHI,@ WAS,12,22.25,8.9,0,17.9,1,38.58,277.71,1.66,0.95,0.1795,5.92,36.29,0.06,5.92,0,0,0,0,0,0,0,0,0,0,0,20.79,20.79,0,7.44,38.59,20.79,20.79,28,0,100,,98,50,3.5,10.34,1.7,16,12,12,28,27,27,33.17,21.67,219.5,0.83,3.33,1.5,92.1,4.17,28.17,,,,,,,,,,,,
Bo Nix,,0,QB,QB1,5600,DEN,vs CAR,27,26.75,5.7,0,15.5,1,34.69,217.78,1.22,0.69,0.2888,8.99,46.65,0.53,8.99,0,0,0,0,0,0,0,0,0,0,0,20.75,20.75,0,12.2,32.15,20.75,20.75,2,0,100,,5,63,3.7,29.76,5.3,20,13,13,32,28,28,32,19.57,178,0.71,1.29,0.71,76.4,6.71,36.43,0.43,,,,,,,,,,,
Justin Herbert,,0,QB,QB1,5400,LAC,vs NO,15,24.5,8.7,19.3,12.5,1,41.45,298.57,1.65,0.6,0.1663,4.59,16.65,0.16,4.59,0,0,0,0,0,0,0,0,0,0,0,20.57,20.57,0,7.52,37.97,20.57,20.57,12,0,100,,27,59,3.8,24.06,4.5,22,14,14,34,29,29,38.03,25.29,270.38,0.63,2.09,1.76,96.19,3.59,13.91,0.16,0.04,0.04,,,,,,,,,
Tyreek Hill,,0,WR,WR1,7000,MIA,vs ARI,1,25.5,11.7,25.1,11,0,0,0,0,0,0,0,0,0,10.65,0.299,10.65,7.1,94.94,0.65,0,0,0,0,0,0,20.49,20.49,0,2.94,43.89,20.49,20.49,30,0,100,,83,39,2.9,13.2,1.9,13,7,7,18,30,30,0.01,,,0.01,,,,0.87,6.26,0.05,8.39,5.7,79.7,0.59,,,,,,,
Kyler Murray,,0,QB,QB1,6400,ARI,@ MIA,3,21,8.2,18.9,18.4,1,31.66,218.09,1.41,0.6,0.2283,6.7,43.51,0.39,6.7,0,0,0,0,0,0,0,0,0,0,0,20.45,20.45,0,8.15,36.85,20.45,20.45,10,0,100,,22,62,3.2,25.18,3.9,12,15,15,24,31,31,33.82,22.53,235.81,0.68,2.22,1.43,94.36,6.4,38.51,0.39,,,0.1,,,,,,,,
Jared Goff,,0,QB,QB1,6600,DET,vs TEN,2,29,8.4,18.9,19.3,1,39.58,313.36,1.97,0.8,0.059,1.91,3.51,0.07,1.91,0,0,0,0,0,0,0,0,0,0,0,20.39,20.39,0,7.79,37.19,20.39,20.39,21,0,100,,65,53,3.1,15.5,2.3,10,16,16,22,32,32,34.9,22.66,260.5,0.69,1.88,1.58,95.81,2.05,4.13,0.1,0.02,0.02,0.1,0.01,,,,,,,
Russell Wilson,,0,QB,QB1,5900,PIT,vs NYG,7,21.75,8,18.4,24.9,1,31.91,245.54,1.5,0.57,0.2107,7.2,35.83,0.24,7.2,0,0,0,0,0,0,0,0,0,0,0,20.27,20.27,0,8.27,36.27,20.27,20.27,22,0,100,,71,60,3.4,14.82,2.5,17,17,17,29,33,33,31.41,20.39,240.57,0.57,2.9,1.86,101.43,4.79,24.61,0.13,0.03,0.03,0.03,0.01,,,,,,,
Dak Prescott,,0,QB,QB1,6500,DAL,@ SF,8,21,9.1,21.7,17.3,1,37.26,279.78,1.79,0.74,0.1184,3.04,13.35,0.21,3.04,0,0,0,0,0,0,0,0,0,0,0,20.21,20.21,0,6.56,38.41,20.21,20.21,19,0,100,,63,56,3.1,15.62,2.4,11,18,18,23,34,34,34.17,22.82,259.21,0.67,2.09,1.76,98.87,3.45,15.88,0.24,0.02,0.01,0.09,0.01,,,,,,,
Jahmyr Gibbs,,0,RB,RB2,7400,DET,vs TEN,3,29,8.7,16.6,19.7,0,0,0,0,0,0.4442,14.38,76.89,0.88,19.22,0.1222,4.84,3.54,25.45,0.16,0,0,0,0,0,0,20.01,20.01,0,6.96,37.41,20.01,20.01,7,0,100,,29,50,2.7,23.3,3.1,10,8,8,14,35,35,,,,,,,,12.52,67.1,0.71,4.43,3.33,22.1,0.1,,,,,,,
A.J. Brown,,0,WR,WR1,8200,PHI,@ CIN,7,22.5,10.5,18.4,24.1,0,0,0,0,0,0,0,0,0,10.1,0.3051,10.1,6.41,96.1,0.66,0,0,0,0,0,0,19.98,19.98,0,4.23,40.98,19.98,19.98,29,0,100,,81,38,2.4,13.4,1.6,5,8,8,6,36,36,0.02,,,,,,0.95,0.07,0.95,0.01,7.63,4.82,76.3,0.54,,,,,,,
Davante Adams,,0,WR,WR1,7100,NYJ,@ NE,22,24,11.2,16.1,13.5,0,0,0,0,0,0,0,0,0,10.19,0.2467,10.19,6.45,81.98,0.88,0,0,0,0,0,0,19.93,19.93,0,3.13,42.33,19.93,19.93,38,0,100,,103,41,2.8,9.4,1.3,12,9,9,17,37,37,0.01,0.01,0.23,,0.01,,1.57,0.02,-0.01,,9.63,6.19,77.23,0.69,,,,,,,
Aaron Jones,,0,RB,RB1,6600,MIN,@ LAR,16,25,10.4,13.2,17.2,0,0,0,0,0,0.5103,17.4,88.25,0.59,22.21,0.1272,4.81,3.71,26.67,0.19,0,0,0,0,0,0,19.88,19.88,0,4.28,40.68,19.88,19.88,25,0,100,,92,35,3,11.5,1.7,17,9,9,22,38,38,,,,,,,,12.57,63.12,0.49,3.83,2.89,22.3,0.19,,,,,,,
JaMarr Chase,,0,WR,WR1,8500,CIN,vs PHI,26,25,12.5,17.4,20.6,0,0,0,0,0,0,0,0,0,9.06,0.2419,9.06,6.37,90.97,0.71,0,0,0,0,0,0,19.73,19.73,0,0.98,44.73,19.73,19.73,14,0,100,,42,35,2.3,20.4,2.4,3,10,10,3,39,39,0.02,0.02,-0.13,,0.02,,1.08,0.31,0.65,,8.75,5.9,83.4,0.67,,,,,,,
Tyler Lockett,,0,WR,WR2,5600,SEA,vs BUF,4,21,9.4,11.9,10.6,0,0,0,0,0,0,0,0,0,9.96,0.2617,9.96,6.86,90.44,0.63,0,0,0,0,0,0,19.68,19.68,0,5.58,38.48,19.68,19.68,78,0,100,,170,28,3.5,1.9,0.3,27,11,11,32,40,40,,,,,,,,0.26,1.71,0.01,6.05,4.25,56.04,0.4,,,,,,,
Aaron Rodgers,,0,QB,QB1,5700,NYJ,@ NE,13,24,8.6,0,15.1,1,41.32,285.88,1.92,0.6,0.0687,1.65,7.81,0.06,1.65,0,0,0,0,0,0,0,0,0,0,0,19.66,19.66,0,6.76,36.86,19.66,19.66,17,0,100,,53,58,3.4,17.32,3,19,19,19,31,41,41,34.93,22.56,253.22,0.44,2.26,2.04,100.56,2.75,13.15,0.11,0.01,0.01,-0.07,,,,,,,,
Baker Mayfield,,0,QB,QB1,6700,TB,vs ATL,10,23,7.2,17.4,25.5,1,39.57,278.95,1.86,1.05,0.119,3.51,13.1,0.13,3.51,0,0,0,0,0,0,0,0,0,0,0,19.64,19.64,0,8.84,34.04,19.64,19.64,6,0,100,,13,57,2.9,27.3,4.1,9,20,20,21,42,42,31.86,19.95,231.16,0.84,2.4,1.54,90.57,2.89,10.22,0.09,0.02,0.01,0.18,,,,,,,,
Michael Pittman,,0,WR,WR1,6000,IND,@ HOU,13,20.25,7.3,16.3,10.9,0,0,0,0,0,0,0,0,0,11.88,0.3087,11.88,8.03,91.42,0.34,0,0,0,0,0,0,19.21,19.21,0,8.26,33.81,19.21,19.21,74,0,100,,164,44,3.2,2.6,0.4,23,12,12,28,43,43,,,,,,,,0.16,1.45,,7.72,5.28,57.94,0.25,,,,,,,
Nick Chubb,,0,RB,RB1,6100,CLE,vs BAL,7,18.5,9.5,13.1,10.2,0,0,0,0,0,0.7225,18.66,95.43,0.77,21.91,0.0775,3.25,2.36,20.54,0.09,0,0,0,0,0,0,19.12,19.12,0,4.87,38.12,19.12,19.12,38,0,100,,140,42,3.1,5.2,0.9,22,10,10,27,44,44,,,,,,,,15.86,82.99,0.62,2.11,1.57,12.92,0.05,,,,,,,
Spencer Rattler,,0,QB,QB1,4600,NO,@ LAC,17,17,3.1,0,11.3,1,35.78,247.5,1.51,0.9,0.2225,6.38,29.6,0.18,6.38,0,0,0,0,0,0,0,0,0,0,0,19.08,19.08,0,14.43,25.28,19.08,19.08,34,0,100,,130,0,4.1,6.24,1.4,30,21,21,42,45,45,37.5,23.5,207.5,1,5.5,0.5,71.4,4.5,30.5,,,,,,,,,,,,
Saquon Barkley,,0,RB,RB1,8300,PHI,@ CIN,23,22.5,10,16.3,23.5,0,0,0,0,0,0.5823,18.16,85.2,0.63,22.9,0.1433,4.74,3.45,23.94,0.15,0,0,0,0,0,0,19.04,19.04,0,4.04,39.04,19.04,19.04,19,0,100,,67,47,2.3,15.1,1.8,1,11,11,5,46,46,,,,,,,,16.36,73.36,0.5,5.2,3.8,27.54,0.16,,,,,,,
Jameis Winston,,0,QB,QB1,5200,CLE,vs BAL,31,18.5,9.4,2.5,2.4,1,41.97,303.96,1.74,1.26,0.0698,1.8,6.38,0.06,1.8,0,0,0,0,0,0,0,0,0,0,0,18.86,18.86,0,4.76,37.66,18.86,18.86,5,0,100,,12,45,3.6,27.56,5.3,24,22,22,36,47,47,30.47,18.62,233.57,1.04,2.07,1.49,79.49,3.18,12.83,0.12,,,,,,,,,,,
Anthony Richardson,,0,QB,QB1,5800,IND,@ HOU,28,20.25,9.1,18.7,12.4,1,38.48,286.6,1.23,1.85,0.2061,5.16,27.84,0.24,5.16,0,0,0,0,0,0,0,0,0,0,0,18.76,18.76,0,5.11,36.96,18.76,18.76,25,0,100,,80,40,3.2,13.5,2.3,18,23,23,30,48,48,20.56,11,151.11,0.78,1.22,0.67,81.04,6.67,37,0.56,,,,,,,,,,,
Tua Tagovailoa,,0,QB,QB1,6100,MIA,vs ARI,23,25.5,8.3,17.9,15.1,1,35.62,283.89,1.73,0.93,0.0587,1.79,6.04,0.06,1.79,0,0,0,0,0,0,0,0,0,0,0,18.31,18.31,0,5.86,34.91,18.31,18.31,23,0,100,,73,51,3,14.66,2.4,15,24,24,27,49,49,30.91,20.65,238.58,0.73,1.71,1.51,95.32,2.55,7.44,0.11,,,,,,,,,,,
Derrick Henry,,0,RB,RB1,8100,BAL,@ CLE,22,26,11.8,15.2,24.6,0,0,0,0,0,0.5879,19,95.82,0.89,20.94,0.0648,1.94,1.5,13.28,0.09,0,0,0,0,0,0,18.29,18.29,0,0.59,41.89,18.29,18.29,22,0,100,,72,31,2.3,14.7,1.8,3,12,12,7,50,50,0.08,0.06,0.31,,,0.04,13.9,17.49,84.53,0.77,1.71,1.32,12.21,0.04,,,,,,,
Geno Smith,,0,QB,QB1,5900,SEA,vs BUF,14,21,8.6,16.7,19.5,1,38.06,274.2,1.44,0.7,0.1357,3.07,17.24,0.09,3.07,0,0,0,0,0,0,0,0,0,0,0,18.29,18.29,0,5.39,35.49,18.29,18.29,29,0,100,,106,44,3.1,9.08,1.5,17,25,25,29,50,50,29.17,19.6,211.96,0.55,2.28,1.26,89.47,2.96,14.7,0.08,0.02,0.02,-0.04,,,,,,,,
Josh Jacobs,,0,RB,RB1,6600,GB,@ JAC,10,26.25,8.9,14.5,13.7,0,0,0,0,0,0.6817,22.52,96.6,0.64,25.91,0.094,3.39,2.68,18.27,0.04,0,0,0,0,0,0,18.25,18.25,0,4.9,36.05,18.25,18.25,2,0,100,,9,46,2.8,28.5,4.3,17,13,13,22,51,51,,,,,0.01,,,17.81,76.05,0.59,3.43,2.66,19.56,0.01,,,,,,,
Tony Pollard,,0,RB,RB1,6500,TEN,@ DET,11,16.5,8.4,13.3,14.1,0,0,0,0,0,0.8192,19.28,87.81,0.59,23.95,0.1574,4.67,3.55,20.62,0.05,0,0,0,0,0,0,18.23,18.23,0,5.63,35.03,18.23,18.23,22,0,100,,72,26,2.8,14.7,2.3,18,14,14,23,52,52,,,,,,,,10.19,47.87,0.31,3.01,2.31,16.71,0.06,,,,,,,
James Conner,,0,RB,RB1,6500,ARI,@ MIA,29,21,10.2,16.4,15.5,0,0,0,0,0,0.6721,19.72,87.65,0.79,22.27,0.0805,2.55,2.07,17.1,0.09,0,0,0,0,0,0,17.83,17.83,0,2.53,38.23,17.83,17.83,21,0,100,,70,31,2.7,14.9,2.3,18,15,15,23,53,53,,,,,,,,12.85,56.03,0.56,3.15,2.58,20.23,0.1,,,,,,,
Drake Maye,,0,QB,QB1,5500,NE,vs NYJ,9,17,9.3,0,15.1,1,32.52,230.81,1.52,0.81,0.1778,4.73,23.67,0.11,4.73,0,0,0,0,0,0,0,0,0,0,0,17.53,17.53,0,3.58,36.13,17.53,17.53,27,0,100,,91,38,3.2,11.52,2.1,21,26,26,33,54,54,26,16.67,180.33,0.67,2.67,1.67,84.4,3.33,22.67,,,,,,,,,,,,
Kenneth Walker III,,0,RB,RB1,7800,SEA,vs BUF,18,21,8.3,13.5,22.9,0,0,0,0,0,0.5176,11.72,51.99,0.65,16.92,0.1365,5.2,4.35,31.2,0.14,0,0,0,0,0,0,17.41,17.41,0,4.96,34.01,17.41,17.41,34,0,100,,113,46,2.2,8.5,1.1,6,16,16,10,55,55,,,,,,,,14.71,65.06,0.68,2.74,2.21,16.24,0.06,,,,,,,
Jayden Reed,,0,WR,WR1,6700,GB,@ JAC,15,26.25,8.4,13.8,16.5,0,0,0,0,0,0,0,0,0,8.1,0.2245,8.1,5.96,77.04,0.61,0,0,0,0,0,0,17.32,17.32,0,4.72,34.12,17.32,17.32,47,0,100,,121,42,2.6,7.5,1.1,16,13,13,21,56,56,,,,,,,,0.91,9.96,0.13,5.74,4.04,54.13,0.48,,,,,,,
James Cook,,0,RB,RB1,7000,BUF,@ SEA,30,24,8.3,14.3,15.6,0,0,0,0,0,0.4987,16.99,76.45,0.48,20.61,0.1008,3.62,2.78,25.45,0.23,0,0,0,0,0,0,17.23,17.23,0,4.78,33.83,17.23,17.23,1,0,100,,4,27,2.5,31.3,4.5,13,17,17,18,57,57,,,,,,,,10.46,50.51,0.23,2.56,1.95,19.18,0.15,,,,,,,
Travis Kelce,,0,TE,TE1,6000,KC,@ LV,19,25.25,9,15.1,8.8,0,0,0,0,0,0,0,0,0,8.21,0.2147,8.21,5.94,80.39,0.53,0,0,0,0,0,0,17.16,17.16,0,3.66,35.16,17.16,17.16,4,0,100,,24,46,2.9,25,4.2,2,3,3,28,58,58,0.02,0.01,0.03,0.01,,,0.79,0.06,0.11,0.01,8.19,5.87,72.34,0.48,,,,,,,
D'Andre Swift,,0,RB,RB1,6200,CHI,@ WAS,28,22.25,7.7,12.9,15.1,0,0,0,0,0,0.5807,19.16,83.16,0.69,22.01,0.0738,2.85,2.23,17.29,0.07,0,0,0,0,0,0,16.84,16.84,0,5.29,32.24,16.84,16.84,10,0,100,,34,47,2.7,21.9,3.5,21,18,18,26,59,59,0.02,,,,,,0.64,11.03,49.26,0.42,4.47,3.45,25.89,0.13,,,,,,,
