,,,,,Games,,Rushing,,,,,,,,,
26,Gus Edwards,BAL,28,RB,14,7,163,663,11,42,404,2.5,259,1.6,11,14.8
27,Alvin Kamara,NOR,28,RB,11,10,161,630,5,39,404,2.5,226,1.4,6,26.8
28,Brian Robinson Jr.,WAS,24,RB,13,13,160,664,5,42,382,2.4,282,1.8,15,10.7
29,Rhamondre Stevenson,NWE,25,RB,12,12,156,619,4,36,309,2,310,2,12,13
30,Breece Hall,NYJ,22,RB,14,13,153,637,2,22,335,2.2,302,2,10,15.3
31,Ezekiel Elliott,NWE,28,RB,14,2,145,522,2,28,308,2.1,214,1.5,4,36.3
32,James Conner,ARI,28,RB,10,10,143,717,5,37,457,3.2,260,1.8,19,7.5
33,Austin Ekeler,LAC,28,RB,11,11,141,506,5,25,285,2,221,1.6,7,20.1
34,Jahmyr Gibbs,DET,21,RB,12,3,139,792,7,34,456,3.3,336,2.4,14,9.9
35,Jalen Hurts,PHI,25,QB,14,14,139,542,14,60,464,3.3,78,0.6,1,139
36,Lamar Jackson,BAL,26,QB,14,14,135,741,5,45,573,4.2,168,1.2,11,12.3
37,Dameon Pierce,HOU,23,RB,11,7,134,394,2,14,170,1.3,224,1.7,12,11.2
38,Miles Sanders,CAR,26,RB,13,5,121,401,1,23,186,1.5,215,1.8,8,15.1
39,Jaylen Warren,PIT,25,RB,14,0,119,652,3,29,393,3.3,259,2.2,20,6
40,Kareem Hunt,CLE,28,RB,12,2,118,369,7,34,244,2.1,125,1.1,2,59
41,D'Onta Foreman,CHI,27,RB,9,8,109,425,4,24,260,2.4,165,1.5,7,15.6
42,Joshua Kelley,LAC,26,RB,14,3,102,404,2,21,221,2.2,183,1.8,6,17
43,Jonathan Taylor,IND,24,RB,7,5,100,414,4,24,195,2,219,2.2,9,11.1
44,Zach Charbonnet,SEA,22,RB,13,2,99,428,1,30,241,2.4,187,1.9,9,11
45,Justin Fields,CHI,24,QB,10,10,96,488,2,30,347,3.6,141,1.5,7,13.7
46,Khalil Herbert,CHI,25,RB,9,6,82,347,0,15,184,2.2,163,2,7,11.7
47,Tyjae Spears,TEN,22,RB,14,0,82,388,1,19,201,2.5,187,2.3,5,16.4
48,Josh Allen,BUF,27,QB,14,14,80,398,11,40,282,3.5,116,1.5,2,40
49,Aaron Jones,GNB,29,RB,8,8,79,298,2,12,210,2.7,88,1.1,3,26.3
50,Rico Dowdle,DAL,25,RB,14,0,78,311,2,14,173,2.2,138,1.8,3,26
51,Latavius Murray,BUF,33,RB,14,4,78,300,4,27,174,2.2,126,1.6,2,39
52,Joshua Dobbs,2TM,28,,13,12,77,421,6,31,274,3.6,147,1.9,5,15.4
53,Russell Wilson,DEN,35,QB,14,14,76,321,3,34,279,3.7,42,0.6,1,76
54,Royce Freeman,LAR,27,RB,11,0,73,317,2,16,181,2.5,136,1.9,8,9.1
55,De'Von Achane,MIA,22,RB,8,2,72,613,7,22,363,5,250,3.5,9,8
56,Ty Chandler,MIN,25,RB,14,1,72,335,2,15,235,3.3,100,1.4,1,72
57,Justice Hill,BAL,26,RB,13,4,71,313,3,17,221,3.1,92,1.3,9,7.9
58,Taysom Hill,NOR,33,QB,13,6,71,347,4,22,229,3.2,118,1.7,7,10.1
59,Jamaal Williams,NOR,28,RB,10,3,71,214,0,12,123,1.7,91,1.3,3,23.7
60,Kenneth Gainwell,PHI,24,RB,13,1,69,256,2,15,161,2.3,95,1.4,2,34.5
61,Dalvin Cook,NYJ,28,RB,14,1,67,214,0,10,125,1.9,89,1.3,6,11.2
62,Clyde Edwards-Helaire,KAN,24,RB,13,3,64,216,1,11,144,2.3,72,1.1,4,16
63,Trevor Lawrence,JAX,24,QB,14,14,63,300,4,20,249,4,51,0.8,5,12.6
64,Patrick Mahomes,KAN,28,QB,14,14,61,334,0,22,304,5,30,0.5,1,61
65,Cam Akers,2TM,24,,7,1,60,167,2,12,100,1.7,67,1.1,6,10
66,Roschon Johnson,CHI,22,RB,12,0,60,274,1,13,192,3.2,82,1.4,3,20
67,Jaleel McLaughlin,DEN,23,RB,14,2,58,323,1,11,189,3.3,134,2.3,2,29
68,Emari Demercado,ARI,24,RB,11,2,56,274,2,11,159,2.8,115,2.1,2,28
69,Matt Breida,NYG,28,RB,14,4,55,151,1,7,89,1.6,62,1.1,1,55
70,Justin Herbert,LAC,25,QB,13,13,52,228,3,16,179,3.4,49,0.9,2,26
71,Baker Mayfield,TAM,28,QB,14,14,51,152,1,13,89,1.7,63,1.2,2,25.5
72,Desmond Ridder,ATL,24,QB,13,12,51,193,5,18,167,3.3,26,0.5,2,25.5
73,Antonio Gibson,WAS,25,RB,13,1,50,208,0,9,102,2,106,2.1,5,10
74,Dak Prescott,DAL,30,QB,14,14,48,212,2,20,152,3.2,60,1.3,1,48
75,Keaton Mitchell,BAL,21,RB,8,2,47,396,2,19,245,5.2,151,3.2,7,6.7
76,Darrell Henderson,LAR,26,RB,4,4,46,112,2,5,45,1,67,1.5,1,46
77,Samaje Perine,DEN,28,RB,14,1,45,219,1,12,99,2.2,120,2.7,2,22.5
78,Elijah Mitchell,SFO,25,RB,9,0,44,149,0,8,76,1.7,73,1.7,3,14.7
79,Sam Howell,WAS,23,QB,14,14,43,265,5,19,183,4.3,82,1.9,8,5.4
80,Jordan Love,GNB,25,QB,14,14,43,234,2,14,211,4.9,23,0.5,2,21.5
81,Kenny Pickett,PIT,25,QB,12,12,42,54,1,12,44,1,10,0.2,0,
82,Craig Reynolds,DET,27,RB,14,0,41,179,1,11,104,2.5,75,1.8,1,41
83,Chris Rodriguez,WAS,23,RB,12,0,41,189,0,10,104,2.5,85,2.1,5,8.2
84,Daniel Jones,NYG,26,QB,6,6,40,206,1,15,180,4.5,26,0.7,0,
85,Pierre Strong,CLE,25,RB,14,0,40,175,1,8,134,3.4,41,1,1,40
86,Cordarrelle Patterson,ATL,32,RB,11,0,38,135,0,6,73,1.9,62,1.6,1,38
87,Tank Bigsby,JAX,22,RB,14,0,37,84,2,9,49,1.3,35,0.9,5,7.4
88,Brock Purdy,SFO,24,QB,14,14,37,138,2,13,102,2.8,36,1,2,18.5
89,Zamir White,LVR,24,RB,14,1,37,123,1,4,53,1.4,70,1.9,1,37
90,D'Ernest Johnson,JAX,27,RB,14,0,36,107,0,5,79,2.2,28,0.8,0,
91,Zach Wilson,NYJ,24,QB,12,11,36,211,0,7,179,5,32,0.9,1,36
92,Tommy DeVito,NYG,25,QB,7,5,35,190,1,7,166,4.7,24,0.7,1,35
93,Keaontay Ingram,ARI,24,RB,8,1,35,74,0,4,33,0.9,41,1.2,3,11.7
94,C.J. Stroud,HOU,22,QB,13,13,35,143,3,15,128,3.7,15,0.4,2,17.5
95,Isaiah Spiller,LAC,22,RB,7,0,34,96,0,1,37,1.1,59,1.7,2,17
96,Chase Edmonds,TAM,27,RB,10,0,32,108,0,6,68,2.1,40,1.3,1,32
97,Darrynton Evans,2TM,25,,7,0,32,121,1,10,77,2.4,44,1.4,0,
98,Jordan Mason,SFO,24,RB,14,0,32,167,3,10,94,2.9,73,2.3,0,
99,Bryce Young,CAR,22,QB,13,13,32,210,0,16,152,4.8,58,1.8,4,8
100,Joe Burrow,CIN,27,QB,10,10,31,88,0,9,78,2.5,10,0.3,0,
101,Deebo Samuel,SFO,27,WR,12,12,31,172,5,10,110,3.5,62,2,1,31
102,Geno Smith,SEA,33,QB,12,12,30,92,1,7,84,2.8,8,0.3,0,
103,Tua Tagovailoa,MIA,25,QB,14,14,30,55,0,4,52,1.7,3,0.1,1,30
104,Jared Goff,DET,29,QB,14,14,29,21,2,4,14,0.5,7,0.2,0,
105,Kyler Murray,ARI,26,QB,5,5,29,155,3,10,146,5,9,0.3,0,
106,Nick Chubb,CLE,28,RB,2,2,28,170,0,8,100,3.6,70,2.5,2,14
107,Kendre Miller,NOR,21,RB,7,0,28,83,0,5,46,1.6,37,1.3,1,28
108,Trey Sermon,IND,24,RB,12,0,28,125,0,6,55,2,70,2.5,3,9.3
109,Gardner Minshew II,IND,27,QB,14,10,27,57,3,6,50,1.9,7,0.3,1,27
110,Chase Brown,CIN,23,RB,9,0,26,115,0,4,42,1.6,73,2.8,2,13
111,Derek Carr,NOR,32,QB,14,14,26,35,0,4,31,1.2,4,0.2,0,
112,Mac Jones,NWE,25,QB,11,11,26,96,0,11,91,3.5,5,0.2,0,
113,Tony Jones,2TM,26,,7,1,26,95,2,7,56,2.2,39,1.5,1,26
114,Deshaun Watson,CLE,28,QB,6,6,26,142,1,10,90,3.5,52,2,3,8.7
115,Will Levis,TEN,24,QB,8,8,25,57,1,7,34,1.4,23,0.9,0,
116,Anthony Richardson,IND,21,QB,4,4,25,136,4,8,112,4.5,24,1,0,
117,Ty Johnson,BUF,26,RB,8,0,24,105,0,8,57,2.4,48,2,0,
118,Rondale Moore,ARI,23,WR,14,6,24,159,1,4,128,5.3,31,1.3,1,24
119,Ke'Shawn Vaughn,TAM,26,RB,6,0,24,42,0,,18,0.8,24,1,4,6
120,Jeff Wilson,MIA,28,RB,7,0,24,101,0,5,60,2.5,41,1.7,0,
121,Tyson Bagent,CHI,23,QB,5,4,23,109,2,11,98,4.3,11,0.5,0,
122,Damien Harris,BUF,26,RB,6,0,23,94,1,9,57,2.5,37,1.6,2,11.5
123,Salvon Ahmed,MIA,25,RB,8,0,22,61,1,3,38,1.7,23,1,2,11
124,Tyrod Taylor,NYG,34,QB,8,3,22,98,0,5,65,3,33,1.5,1,22
125,Jerick McKinnon,KAN,31,RB,12,0,21,60,1,7,46,2.2,14,0.7,0,
126,Patrick Taylor,GNB,25,RB,8,0,21,107,0,6,57,2.7,50,2.4,3,7
127,Deuce Vaughn,DAL,22,RB,6,0,21,38,0,1,22,1,16,0.8,0,
128,Jimmy Garoppolo,LVR,32,QB,6,6,20,39,0,6,26,1.3,13,0.7,1,20
129,Michael Carter,2TM,24,,12,0,19,109,0,5,71,3.7,38,2,1,19
130,Matthew Stafford,LAR,35,QB,13,13,19,70,0,4,68,3.6,2,0.1,0,
131,Jake Browning,CIN,27,QB,6,4,17,77,2,6,47,2.8,30,1.8,0,
132,Boston Scott,PHI,28,RB,12,0,16,78,0,5,45,2.8,33,2.1,2,8
133,Mitchell Trubisky,PIT,29,QB,5,2,16,54,2,6,44,2.8,10,0.6,1,16
134,Chris Brooks,MIA,23,RB,6,0,15,94,0,2,24,1.6,70,4.7,2,7.5
135,Sean Tucker,TAM,22,RB,11,0,15,23,0,1,11,0.7,12,0.8,1,15
136,Kirk Cousins,MIN,35,QB,8,8,14,25,0,6,22,1.6,3,0.2,0,
137,Deon Jackson,3TM,24,,4,1,14,16,0,1,4,0.3,12,0.9,0,
138,Emanuel Wilson,GNB,24,RB,7,0,14,85,0,2,67,4.8,18,1.3,0,
139,Raheem Blackshear,CAR,24,RB,9,0,13,40,0,1,30,2.3,10,0.8,1,13
140,Melvin Gordon,BAL,30,RB,2,0,13,53,0,2,27,2.1,26,2,0,
141,Eric Gray,NYG,24,RB,10,0,13,27,0,1,16,1.2,11,0.8,1,13
142,Ronnie Rivers,LAR,24,RB,6,0,13,57,0,2,42,3.2,15,1.2,0,
143,Dorian Thompson-Robinson,CLE,24,QB,7,3,13,70,0,4,58,4.5,12,0.9,2,6.5
144,P.J. Walker,CLE,28,QB,6,2,13,30,0,3,29,2.2,1,0.1,0,
145,Trayveon Williams,CIN,26,RB,14,0,13,69,0,2,47,3.6,22,1.7,0,
146,Ameer Abdullah,LVR,30,RB,14,0,12,74,0,5,45,3.8,29,2.4,1,12
147,Cooper Rush,DAL,30,QB,6,0,12,-5,0,1,-8,-0.7,3,0.3,0,
148,Laviska Shenault Jr.,CAR,25,WR,8,0,12,55,0,3,28,2.3,27,2.3,1,12
149,Ryan Tannehill,TEN,35,QB,7,6,12,40,1,2,25,2.1,15,1.3,0,
150,Kyle Allen,BUF,27,QB,6,0,11,-11,0,,-11,-1,0,0,0,
151,Sam Darnold,SFO,26,QB,7,0,11,-11,0,0,-11,-1,0,0,0,
152,Tank Dell,HOU,24,WR,11,8,11,51,0,3,31,2.8,20,1.8,2,5.5
153,Tyler Goodson,IND,23,RB,3,0,11,69,0,3,45,4.1,24,2.2,0,
154,Jayden Reed,GNB,23,WR,14,11,11,119,2,6,110,10,9,0.8,1,11
155,Kadarius Toney,KAN,24,WR,13,2,11,31,0,2,7,0.6,24,2.2,1,11
156,Damien Williams,ARI,31,RB,3,0,11,43,0,1,15,1.4,28,2.5,1,11
157,CeeDee Lamb,DAL,24,WR,14,14,10,87,2,6,56,5.6,31,3.1,4,2.5
158,Calvin Austin,PIT,24,WR,14,1,9,42,0,3,35,3.9,7,0.8,0,
159,Gary Brightwell,NYG,24,RB,7,0,9,19,0,0,4,0.4,15,1.7,1,9
160,DeeJay Dallas,SEA,25,RB,14,0,9,34,0,1,28,3.1,6,0.7,1,9
161,Derius Davis,LAC,23,WR,14,0,9,74,0,3,59,6.6,15,1.7,1,9
162,Taylor Heinicke,ATL,30,QB,3,2,9,68,0,2,65,7.2,3,0.3,0,
163,Elijah Moore,CLE,23,WR,14,9,9,11,0,2,0,0,11,1.2,0,
164,KaVontae Turpin,DAL,27,WR,13,0,9,101,1,5,77,8.6,24,2.7,1,9
165,Israel Abanikanda,NYJ,21,RB,3,0,8,18,0,1,8,1,10,1.3,0,
166,Khari Blasingame,CHI,27,FB,13,1,8,26,0,,11,1.4,15,1.9,0,
167,J.K. Dobbins,BAL,25,RB,1,1,8,22,1,1,18,2.3,4,0.5,0,
168,Zach Evans,LAR,22,RB,9,0,8,16,0,,5,0.6,11,1.4,1,8
169,Zay Flowers,BAL,23,WR,14,14,8,56,1,1,18,2.3,38,4.8,2,4
170,Marvin Mims,DEN,21,WR,14,5,8,29,0,2,9,1.1,20,2.5,1,8
171,Puka Nacua,LAR,22,WR,14,14,8,54,0,3,43,5.4,11,1.4,0,
172,Calvin Ridley,JAX,29,WR,14,14,8,35,0,3,35,4.4,0,0,0,
173,Wan'Dale Robinson,NYG,22,WR,12,6,8,63,0,3,52,6.5,11,1.4,1,8
174,Deven Thompkins,TAM,24,WR,14,1,8,56,0,4,37,4.6,19,2.4,0,
175,Tre Tucker,LVR,22,WR,13,0,8,61,0,2,49,6.1,12,1.5,1,8
176,Bailey Zappe,NWE,24,QB,7,3,8,31,0,3,29,3.6,2,0.3,0,
177,Aidan O'Connell,LVR,25,QB,8,7,7,11,1,5,9,1.3,2,0.3,0,
178,Tyler Scott,CHI,22,WR,14,3,7,41,0,2,30,4.3,11,1.6,0,
179,Clayton Tune,ARI,24,QB,5,1,7,29,1,2,28,4,1,0.1,0,
180,Mike White,MIA,28,QB,5,0,7,-9,0,0,-9,-1.3,0,0,0,
181,Michael Burton,DEN,31,FB,14,2,6,9,0,4,1,0.2,8,1.3,0,
182,Tyrion Davis-Price,SFO,23,RB,1,0,6,21,0,1,2,0.3,19,3.2,0,
183,Xavier Gipson,NYJ,22,WR,14,1,6,44,1,3,31,5.2,13,2.2,1,6
184,Tyler Huntley,BAL,25,QB,3,0,6,16,0,1,16,2.7,0,0,0,
185,Velus Jones Jr.,CHI,26,WR,11,0,6,45,0,3,32,5.3,13,2.2,0,
186,Nick Mullens,MIN,28,QB,2,1,6,10,0,2,10,1.7,0,0,0,
187,Dare Ogunbowale,HOU,29,RB,9,0,6,29,0,2,17,2.8,12,2,0,
188,Kalif Raymond,DET,29,WR,14,3,6,67,0,2,62,10.3,5,0.8,0,
189,Rashid Shaheed,NOR,25,WR,12,5,6,33,0,1,26,4.3,7,1.2,1,6
190,Andrew Beck,HOU,27,FB,13,11,5,3,1,2,2,0.4,1,0.2,0,
191,Mike Boone,HOU,28,RB,9,0,5,23,0,2,16,3.2,7,1.4,0,
192,Harrison Bryant,CLE,25,TE,14,8,5,8,0,4,5,1,3,0.6,0,
193,Erik Ezukanma,MIA,23,WR,2,0,5,22,0,1,9,1.8,13,2.6,1,5
194,Joe Flacco,CLE,38,QB,3,3,5,-2,0,1,-2,-0.4,0,0,0,
195,Tyreek Hill,MIA,29,WR,13,13,5,15,0,2,-2,-0.4,17,3.4,1,5
196,Xavier Hutchinson,HOU,23,WR,13,0,5,49,0,3,40,8,9,1.8,1,5
197,Kyle Juszczyk,SFO,32,FB,14,13,5,6,0,2,4,0.8,2,0.4,0,
198,Drew Lock,SEA,27,QB,4,2,5,14,0,1,14,2.8,0,0,0,
199,Kene Nwangwu,MIN,25,RB,6,0,5,13,0,,8,1.6,5,1,0,
200,Rashaad Penny,PHI,27,RB,2,0,5,17,0,1,12,2.4,5,1,0,
201,Brandon Powell,MIN,28,WR,14,2,5,17,0,1,14,2.8,3,0.6,0,
202,Ihmir Smith-Marsette,CAR,24,WR,14,0,5,41,0,2,16,3.2,25,5,3,1.7
203,Malik Willis,TEN,24,QB,3,0,5,21,0,1,18,3.6,3,0.6,0,
204,Jameis Winston,NOR,29,QB,6,0,5,-6,0,0,-6,-1.2,0,0,0,
205,Jamal Agnew,JAX,28,WR,9,1,4,-2,0,0,-2,-0.5,0,0,0,
206,Tutu Atwell,LAR,24,WR,13,13,4,35,0,2,29,7.3,6,1.5,0,
207,C.J. Beathard,JAX,30,QB,5,0,4,5,0,0,-2,-0.5,7,1.8,0,
208,Lynn Bowden Jr.,NOR,26,WR,12,2,4,34,0,3,29,7.3,5,1.3,0,
209,Tim Boyle,NYJ,29,QB,3,2,4,5,0,3,2,0.5,3,0.8,0,
210,Treylon Burks,TEN,23,WR,8,7,4,21,0,0,10,2.5,11,2.8,0,
211,Elijah Dotson,LAC,24,RB,4,0,4,6,0,,3,0.8,3,0.8,0,
212,Demario Douglas,NWE,23,WR,11,5,4,29,0,1,11,2.8,18,4.5,0,
213,Devin Duvernay,BAL,26,WR,13,1,4,15,0,,12,3,3,0.8,0,
214,Marquise Goodwin,CLE,33,WR,10,0,4,33,0,2,33,8.3,0,0,0,
215,Jaren Hall,MIN,25,QB,2,1,4,10,0,0,9,2.3,1,0.3,0,
216,Kevin Harris,NWE,23,RB,1,0,4,25,1,1,4,1,21,5.3,1,4
217,Deonte Harty,BUF,26,WR,13,1,4,0,0,0,-2,-0.5,2,0.5,1,4
218,Hunter Luepke,DAL,23,RB,14,0,4,16,1,3,6,1.5,10,2.5,0,
219,D.J. Moore,CHI,26,WR,14,14,4,21,1,1,21,5.3,0,0,0,
220,Curtis Samuel,WAS,27,WR,13,10,4,20,1,2,7,1.8,13,3.3,0,
221,Christian Watson,GNB,24,WR,9,9,4,11,0,1,-3,-0.8,14,3.5,1,4
222,DeAndre Carter,LVR,30,WR,14,1,3,18,0,2,17,5.7,1,0.3,0,
223,Ja'Marr Chase,CIN,23,WR,14,14,3,-6,0,0,-8,-2.7,2,0.7,0,
224,Brandin Cooks,DAL,30,WR,13,12,3,23,0,1,19,6.3,4,1.3,0,
225,Andy Dalton,CAR,36,QB,3,1,3,12,0,2,11,3.7,1,0.3,0,
226,Brian Hoyer,LVR,38,QB,3,1,3,-3,0,0,-3,-1,0,0,0,
227,Cole Kmet,CHI,24,TE,14,14,3,2,0,2,2,0.7,0,0,0,
228,Zonovan Knight,DET,22,RB,2,0,3,13,0,,7,2.3,6,2,0,
229,Isaiah McKenzie,IND,28,WR,13,2,3,14,0,0,7,2.3,7,2.3,0,
230,Jakobi Meyers,LVR,27,WR,13,13,3,19,1,2,19,6.3,0,0,0,
231,Ty Montgomery,NWE,30,WR,13,0,3,9,0,0,9,3,0,0,0,
232,Skyy Moore,KAN,23,WR,14,8,3,23,0,1,18,6,5,1.7,0,
233,Devine Ozigbo,DET,27,RB,3,0,3,5,0,1,2,0.7,3,1,1,3
234,Trey Palmer,TAM,22,WR,14,5,3,22,0,1,20,6.7,2,0.7,0,
235,Brett Rypien,LAR,27,QB,2,1,3,19,0,1,19,6.3,0,0,0,
236,Amon-Ra St. Brown,DET,24,WR,13,13,3,13,0,1,7,2.3,6,2,0,
237,Keenan Allen,LAC,31,WR,13,13,2,6,0,1,6,3,0,0,0,
238,Nick Bawden,NYJ,27,FB,14,2,2,4,1,1,1,0.5,3,1.5,0,
239,Brandon Bolden,LVR,33,RB,14,0,2,25,1,1,25,12.5,0,0,0,
240,Tyler Boyd,CIN,29,WR,14,12,2,11,0,1,11,5.5,0,0,0,
241,Teddy Bridgewater,DET,31,QB,1,0,2,-2,0,,-2,-1,0,0,0,
242,Jacoby Brissett,WAS,31,QB,2,0,2,9,0,0,0,0,9,4.5,0,
243,Marquise Brown,ARI,26,WR,14,14,2,23,0,1,20,10,3,1.5,0,
244,Ashtyn Davis,NYJ,27,S,14,5,2,3,0,1,-1,-0.5,4,2,0,
245,Kenyan Drake,2TM,29,,3,0,2,0,0,,0,0,0,0,0,
246,D'Wayne Eskridge,SEA,26,WR,4,0,2,5,0,1,5,2.5,0,0,0,
247,Chris Evans,CIN,26,RB,8,0,2,12,0,,7,3.5,5,2.5,0,
248,Gerald Everett,LAC,29,TE,12,9,2,4,0,0,3,1.5,1,0.5,0,
249,Jake Funk,IND,25,RB,4,0,2,10,0,0,10,5,0,0,0,
250,Blaine Gabbert,KAN,34,QB,1,0,2,-1,0,0,-1,-0.5,0,0,0,
251,Chris Godwin,TAM,27,WR,14,14,2,33,1,2,18,9,15,7.5,1,2
252,Derrick Gore,WAS,29,RB,3,0,2,23,0,1,22,11,1,0.5,0,
253,DeAndre Hopkins,TEN,31,WR,14,14,2,9,0,0,4,2,5,2.5,0,
254,Alec Ingold,MIA,27,FB,14,11,2,0,0,0,0,0,0,0,0,
255,Case Keenum,HOU,35,QB,1,1,2,1,0,0,0,0,1,0.5,0,
256,Marcus Mariota,PHI,30,QB,2,0,2,6,0,1,6,3,0,0,0,
257,Ray-Ray McCloud,SFO,27,WR,11,1,2,23,0,2,21,10.5,2,1,0,
258,Darnell Mooney,CHI,26,WR,14,14,2,5,0,0,3,1.5,2,1,0,
259,Chris Moore,TEN,30,WR,14,4,2,39,0,1,36,18,3,1.5,0,
260,Chigoziem Okonkwo,TEN,24,TE,14,9,2,6,0,1,4,2,2,1,0,
261,Nathan Peterman,CHI,29,QB,1,0,2,-4,0,,-4,-2,0,0,0,
262,George Pickens,PIT,22,WR,14,14,2,15,0,1,13,6.5,2,1,0,
263,Jalen Reeves-Maybin,DET,28,LB,14,0,2,3,0,1,3,1.5,0,0,0,
264,Ben Skowronek,LAR,26,WR,14,0,2,9,0,1,3,1.5,6,3,0,
265,Easton Stick,LAC,28,QB,2,1,2,11,0,2,10,5,1,0.5,0,
266,Tyquan Thornton,NWE,23,WR,7,3,2,42,0,1,8,4,34,17,2,1
267,Jaylen Waddle,MIA,25,WR,13,13,2,10,0,1,10,5,0,0,0,
268,Jameson Williams,DET,22,WR,10,8,2,23,1,1,23,11.5,0,0,0,
269,Garrett Wilson,NYJ,23,WR,14,14,2,9,0,1,5,2.5,4,2,0,
270,Jordan Addison,MIN,21,WR,14,11,1,2,0,0,2,2,0,0,0,
271,Mark Andrews,BAL,28,TE,10,9,1,0,0,0,0,0,0,0,0,
272,Rashod Bateman,BAL,24,WR,13,9,1,18,0,1,17,17,1,1,0,
273,Braxton Berrios,MIA,28,WR,13,1,1,11,0,1,1,1,10,10,1,1
274,Jake Bobo,SEA,25,WR,14,0,1,3,1,1,1,1,2,2,0,
275,Kendrick Bourne,NWE,28,WR,8,5,1,4,0,1,3,3,1,1,0,
276,Dyami Brown,WAS,24,WR,14,1,1,0,0,0,0,0,0,0,0,
277,Noah Brown,HOU,27,WR,8,5,1,-1,0,0,-1,-1,0,0,1,1
278,Jason Cabinda,DET,27,FB,3,0,1,0,0,,0,0,0,0,0,
279,Sean Clifford,GNB,25,QB,1,0,1,0,0,,0,0,0,0,0,
280,Jashaun Corbin,NYG,23,RB,3,0,1,1,0,1,1,1,0,0,0,
281,Gabriel Davis,BUF,24,WR,14,14,1,-2,0,0,-2,-2,0,0,0,
282,Greg Dortch,ARI,25,WR,13,1,1,5,0,0,4,4,1,1,0,
283,Blake Gillikin,ARI,25,P,10,0,1,10,0,1,10,10,0,0,0,
284,Dallas Goedert,PHI,28,TE,11,11,1,1,0,0,0,0,1,1,0,
285,Kylen Granson,IND,25,TE,12,5,1,2,0,1,0,0,2,2,0,
286,Noah Gray,KAN,24,TE,14,8,1,1,0,0,1,1,0,0,0,
287,C.J. Ham,MIN,30,FB,14,4,1,7,0,0,5,5,2,2,0,
288,Mecole Hardman,2TM,25,,9,1,1,3,0,0,3,3,0,0,0,
289,Johnny Hekker,CAR,33,P,14,0,1,-11,0,,-11,-11,0,0,0,
290,Peyton Hendershot,DAL,24,TE,5,0,1,0,0,,-2,-2,2,2,0,
291,Connor Heyward,PIT,24,TE,14,4,1,0,0,0,0,0,0,0,0,
292,KhaDarel Hodge,ATL,28,WR,14,3,1,0,0,0,0,0,0,0,0,
293,Amani Hooker,TEN,25,DB,13,13,1,2,0,1,2,2,0,0,0,
294,Evan Hull,IND,23,RB,1,0,1,1,0,,1,1,0,0,0,
295,Rakim Jarrett,TAM,22,WR,10,0,1,0,0,0,0,0,0,0,0,
296,Van Jefferson,2TM,27,,14,7,1,4,0,0,3,3,1,1,0,
297,Quentin Johnston,LAC,22,WR,14,7,1,2,0,0,1,1,1,1,0,
