,,,,,Games,,Rushing,,,,,,,,,
33,Jahmyr Gibbs,DET,21,RB,6,3,76,399,2,16,237,3.1,162,2.1,10,7.6
34,Joshua Kelley,LAC,26,RB,8,3,74,323,2,18,180,2.4,143,1.9,5,14.8
35,Austin Ekeler,LAC,28,RB,5,5,73,265,3,10,142,1.9,123,1.7,4,18.3
36,Ezekiel Elliott,NWE,28,RB,9,0,73,277,2,20,186,2.5,91,1.2,0,
37,Miles Sanders,CAR,26,RB,7,5,69,229,1,12,105,1.5,124,1.8,4,17.3
38,James Conner,ARI,28,RB,5,5,68,364,2,16,272,4,92,1.4,6,11.3
39,D'Onta Foreman,CHI,27,RB,5,4,65,287,2,14,222,3.4,65,1,6,10.8
40,Devin Singletary,HOU,26,RB,8,1,62,209,0,7,107,1.7,102,1.6,5,12.4
41,Jonathan Taylor,IND,24,RB,5,3,62,254,1,12,111,1.8,143,2.3,8,7.8
42,Cam Akers,2TM,24,,7,1,60,167,2,12,100,1.7,67,1.1,6,10
43,Kareem Hunt,CLE,28,RB,6,2,60,196,5,17,129,2.2,67,1.1,2,30
44,Justice Hill,BAL,26,RB,8,4,58,251,3,14,172,3,79,1.4,6,9.7
45,Jaylen Warren,PIT,25,RB,8,0,56,263,1,14,158,2.8,105,1.9,7,8
46,Joshua Dobbs,2TM,28,,9,8,54,324,4,23,201,3.7,123,2.3,5,10.8
47,Kenneth Gainwell,PHI,24,RB,8,1,54,175,2,10,120,2.2,55,1,2,27
48,Khalil Herbert,CHI,25,RB,5,5,51,272,0,12,149,2.9,123,2.4,5,10.2
49,Emari Demercado,ARI,24,RB,8,2,49,195,1,8,136,2.8,59,1.2,2,24.5
50,Taysom Hill,NOR,33,QB,9,5,49,255,3,19,176,3.6,79,1.6,7,7
51,Aaron Jones,GNB,29,RB,5,5,49,196,2,9,143,2.9,53,1.1,2,24.5
52,Justin Fields,CHI,24,QB,6,6,47,237,1,16,170,3.6,67,1.4,5,9.4
53,Josh Allen,BUF,27,QB,9,9,44,233,6,22,171,3.9,62,1.4,1,44
54,Matt Breida,NYG,28,RB,9,4,44,117,1,5,64,1.5,53,1.2,1,44
55,Dalvin Cook,NYJ,28,RB,8,0,43,121,0,8,61,1.4,60,1.4,6,7.2
56,Trevor Lawrence,JAX,24,QB,8,8,42,216,0,11,178,4.2,38,0.9,3,14
57,Patrick Mahomes,KAN,28,QB,9,9,42,258,0,17,253,6,5,0.1,0,
58,Latavius Murray,BUF,33,RB,9,3,42,147,2,12,86,2,61,1.5,1,42
59,Craig Reynolds,DET,27,RB,8,0,41,179,1,11,104,2.5,75,1.8,1,41
60,Jamaal Williams,NOR,28,RB,5,2,41,124,0,5,78,1.9,46,1.1,2,20.5
61,Darrell Henderson,LAR,26,RB,3,3,40,111,1,4,44,1.1,67,1.7,1,40
62,Daniel Jones,NYG,26,QB,6,6,40,206,1,15,181,4.5,25,0.6,0,
63,Tyjae Spears,TEN,22,RB,8,0,39,216,1,11,105,2.7,111,2.8,3,13
64,De'Von Achane,MIA,22,RB,4,1,38,460,5,15,270,7.1,190,5,5,7.6
65,Jaleel McLaughlin,DEN,23,RB,8,1,38,268,1,9,152,4,116,3.1,2,19
66,Rico Dowdle,DAL,25,RB,8,0,35,133,0,6,70,2,63,1.8,0,
67,Baker Mayfield,TAM,28,QB,8,8,35,122,0,8,64,1.8,58,1.7,1,35
68,Pierre Strong,CLE,25,RB,8,0,34,152,1,6,111,3.3,41,1.2,1,34
69,Clyde Edwards-Helaire,KAN,24,RB,8,1,33,109,1,5,79,2.4,30,0.9,4,8.3
70,Royce Freeman,LAR,27,RB,6,0,33,142,1,9,59,1.8,83,2.5,4,8.3
71,Keaontay Ingram,ARI,24,RB,7,1,33,72,0,4,46,1.4,26,0.8,3,11
72,Roschon Johnson,CHI,22,RB,7,0,33,149,1,7,108,3.3,41,1.2,1,33
73,Zach Charbonnet,SEA,22,RB,7,0,32,170,0,13,99,3.1,71,2.2,4,8
74,Justin Herbert,LAC,25,QB,8,8,32,98,3,10,73,2.3,25,0.8,1,32
75,Russell Wilson,DEN,35,QB,8,8,31,201,0,18,180,5.8,21,0.7,1,31
76,Sam Howell,WAS,23,QB,9,9,29,157,1,10,107,3.7,50,1.7,5,5.8
77,Jordan Love,GNB,25,QB,8,8,29,171,2,10,154,5.3,17,0.6,2,14.5
78,Dak Prescott,DAL,30,QB,8,8,29,118,1,11,89,3.1,29,1,1,29
79,Desmond Ridder,ATL,24,QB,8,8,29,139,3,11,127,4.4,12,0.4,1,29
80,Nick Chubb,CLE,28,RB,2,2,28,170,0,8,100,3.6,70,2.5,2,14
81,Darrynton Evans,CHI,25,RB,4,0,28,100,1,9,85,3,15,0.5,0,
82,Kendre Miller,NOR,21,RB,7,0,28,83,0,5,46,1.6,37,1.3,1,28
83,Samaje Perine,DEN,28,RB,8,1,27,103,0,5,44,1.6,59,2.2,0,
84,Antonio Gibson,WAS,25,RB,9,0,26,124,0,6,69,2.7,55,2.1,2,13
85,Kenny Pickett,PIT,25,QB,8,8,26,21,1,8,14,0.5,7,0.3,0,
86,Brock Purdy,SFO,24,QB,8,8,26,107,2,10,81,3.1,26,1,1,26
87,Joe Burrow,CIN,27,QB,8,8,25,61,0,8,57,2.3,4,0.2,0,
88,Anthony Richardson,IND,21,QB,4,4,25,136,4,8,112,4.5,24,1,0,
89,Zach Wilson,NYJ,24,QB,8,7,25,130,0,5,110,4.4,20,0.8,1,25
90,Tony Jones,2TM,26,,5,1,24,72,2,7,43,1.8,29,1.2,0,
91,Ke'Shawn Vaughn,TAM,26,RB,6,0,24,42,0,,18,0.8,24,1,4,6
92,Tank Bigsby,JAX,22,RB,8,0,23,54,2,7,32,1.4,22,1,3,7.7
93,Damien Harris,BUF,26,RB,6,0,23,94,1,9,57,2.5,37,1.6,2,11.5
94,Mac Jones,NWE,25,QB,9,9,23,71,0,9,66,2.9,5,0.2,0,
95,Tua Tagovailoa,MIA,25,QB,9,9,23,33,0,3,30,1.3,3,0.1,1,23
96,Elijah Mitchell,SFO,25,RB,5,0,22,50,0,3,23,1,27,1.2,2,11
97,Geno Smith,SEA,33,QB,8,8,22,53,0,3,45,2,8,0.4,0,
98,Tyrod Taylor,NYG,34,QB,7,3,22,98,0,5,65,3,33,1.5,1,22
99,Jordan Mason,SFO,24,RB,8,0,21,117,2,6,80,3.8,37,1.8,0,
100,Rondale Moore,ARI,23,WR,9,4,21,150,1,4,125,6,25,1.2,1,21
101,Jimmy Garoppolo,LVR,32,QB,6,6,20,39,0,6,26,1.3,13,0.7,1,20
102,C.J. Stroud,HOU,22,QB,8,8,20,78,1,8,70,3.5,8,0.4,1,20
103,Deuce Vaughn,DAL,22,RB,5,0,20,40,0,1,26,1.3,14,0.7,0,
104,Salvon Ahmed,MIA,25,RB,7,0,19,55,1,2,35,1.8,20,1.1,2,9.5
105,Derek Carr,NOR,32,QB,9,9,18,23,0,3,21,1.2,2,0.1,0,
106,Jared Goff,DET,29,QB,8,8,18,13,2,4,8,0.4,5,0.3,0,
107,Deebo Samuel,SFO,27,WR,6,6,18,95,1,3,56,3.1,39,2.2,0,
108,Deshaun Watson,CLE,28,QB,5,5,18,105,1,8,74,4.1,31,1.7,3,6
109,Tyson Bagent,CHI,23,QB,4,3,17,97,2,10,96,5.6,1,0.1,0,
110,Bryce Young,CAR,22,QB,7,7,17,117,0,7,92,5.4,25,1.5,1,17
111,Zamir White,LVR,24,RB,9,0,16,41,0,2,27,1.7,14,0.9,0,
112,Chris Brooks,MIA,23,RB,6,0,15,94,0,2,24,1.6,70,4.7,2,7.5
113,Gardner Minshew II,IND,27,QB,9,5,15,45,2,4,41,2.7,4,0.3,0,
114,Sean Tucker,TAM,22,RB,6,0,15,23,0,1,11,0.7,12,0.8,1,15
115,Kirk Cousins,MIN,35,QB,8,8,14,25,0,6,22,1.6,3,0.2,0,
116,Deon Jackson,3TM,24,,4,1,14,16,0,1,4,0.3,12,0.9,0,
117,Cordarrelle Patterson,ATL,32,RB,6,0,14,63,0,2,40,2.9,23,1.6,1,14
118,Chris Rodriguez,WAS,23,RB,7,0,14,61,0,3,38,2.7,23,1.6,2,7
119,Melvin Gordon,BAL,30,RB,2,0,13,53,0,2,27,2.1,26,2,0,
120,Eric Gray,NYG,24,RB,7,0,13,27,0,1,16,1.2,11,0.8,1,13
121,Ronnie Rivers,LAR,24,RB,6,0,13,57,0,2,42,3.2,15,1.2,0,
122,Matthew Stafford,LAR,35,QB,8,8,13,68,0,4,66,5.1,2,0.2,0,
123,Jerick McKinnon,KAN,31,RB,9,0,12,23,0,4,18,1.5,5,0.4,0,
124,Laviska Shenault Jr.,CAR,25,WR,6,0,12,55,0,3,28,2.3,27,2.3,1,12
125,Isaiah Spiller,LAC,22,RB,5,0,12,27,0,0,10,0.8,17,1.4,0,
126,Ryan Tannehill,TEN,35,QB,6,6,12,40,1,2,25,2.1,15,1.3,0,
127,P.J. Walker,CLE,28,QB,4,2,12,31,0,3,30,2.5,1,0.1,0,
128,Patrick Taylor,GNB,25,RB,4,0,11,31,0,2,9,0.8,22,2,2,5.5
129,Damien Williams,ARI,31,RB,3,0,11,43,0,1,28,2.5,15,1.4,1,11
130,Emanuel Wilson,GNB,24,RB,5,0,11,73,0,2,60,5.5,13,1.2,0,
131,Chase Edmonds,TAM,27,RB,4,0,10,20,0,2,16,1.6,4,0.4,1,10
132,Trayveon Williams,CIN,26,RB,8,0,10,39,0,2,26,2.6,13,1.3,0,
133,Raheem Blackshear,CAR,24,RB,4,0,9,23,0,1,17,1.9,6,0.7,1,9
134,Gary Brightwell,NYG,24,RB,7,0,9,19,0,0,7,0.8,12,1.3,1,9
135,Tank Dell,HOU,24,WR,7,5,9,26,0,1,6,0.7,20,2.2,2,4.5
136,D'Ernest Johnson,JAX,27,RB,8,0,9,35,0,1,22,2.4,13,1.4,0,
137,Keaton Mitchell,BAL,21,RB,3,0,9,138,1,5,63,7,75,8.3,0,
138,Khari Blasingame,CHI,27,FB,9,1,8,26,0,,11,1.4,15,1.9,0,
139,Michael Carter,NYJ,24,RB,8,0,8,38,0,2,27,3.4,11,1.4,0,
140,Ty Chandler,MIN,25,RB,9,0,8,42,0,2,34,4.3,8,1,0,
141,Tommy DeVito,NYG,25,QB,2,0,8,29,1,1,29,3.6,0,0,0,
142,J.K. Dobbins,BAL,25,RB,1,1,8,22,1,1,18,2.3,4,0.5,0,
143,Will Levis,TEN,24,QB,2,2,8,13,0,2,9,1.1,4,0.5,0,
144,Elijah Moore,CLE,23,WR,8,5,8,11,0,2,0,0,11,1.4,0,
145,Boston Scott,PHI,28,RB,7,0,8,45,0,3,35,4.4,10,1.3,2,4
146,Trey Sermon,IND,24,RB,7,0,8,24,0,,12,1.5,12,1.5,0,
147,Kyle Allen,BUF,27,QB,4,0,7,-7,0,,-7,-1,0,0,0,
148,Calvin Austin,PIT,24,WR,8,1,7,24,0,2,20,2.9,4,0.6,0,
149,Derius Davis,LAC,23,WR,8,0,7,75,0,3,60,8.6,15,2.1,1,7
150,Cooper Rush,DAL,30,QB,4,0,7,-7,0,0,-7,-1,0,0,0,
151,KaVontae Turpin,DAL,27,WR,8,0,7,66,1,3,45,6.4,21,3,1,7
152,Jeff Wilson,MIA,28,RB,3,0,7,29,0,3,24,3.4,5,0.7,0,
153,Tyrion Davis-Price,SFO,23,RB,1,0,6,21,0,1,2,0.3,19,3.2,0,
154,Zay Flowers,BAL,23,WR,9,9,6,12,0,0,10,1.7,2,0.3,1,6
155,Tyler Huntley,BAL,25,QB,3,0,6,16,0,1,16,2.7,0,0,0,
156,Rashid Shaheed,NOR,25,WR,9,4,6,33,0,1,26,4.3,7,1.2,1,6
157,Kadarius Toney,KAN,24,WR,9,2,6,-5,0,0,-7,-1.2,2,0.3,0,
158,DeeJay Dallas,SEA,25,RB,8,0,5,14,0,0,12,2.4,2,0.4,0,
159,Sam Darnold,SFO,26,QB,4,0,5,-5,0,,-5,-1,0,0,0,
160,Erik Ezukanma,MIA,23,WR,2,0,5,22,0,1,9,1.8,13,2.6,1,5
161,Taylor Heinicke,ATL,30,QB,2,1,5,34,0,1,33,6.6,1,0.2,0,
162,Kyle Juszczyk,SFO,32,FB,8,7,5,6,0,2,6,1.2,0,0,0,
163,Rashaad Penny,PHI,27,RB,2,0,5,17,0,1,15,3,2,0.4,0,
164,Tyler Scott,CHI,22,WR,9,0,5,28,0,1,28,5.6,0,0,0,
165,Tre Tucker,LVR,22,WR,8,0,5,60,0,2,49,9.8,11,2.2,0,
166,Clayton Tune,ARI,24,QB,2,1,5,28,0,1,28,5.6,0,0,0,
167,Malik Willis,TEN,24,QB,3,0,5,21,0,1,18,3.6,3,0.6,0,
168,Ameer Abdullah,LVR,30,RB,9,0,4,19,0,0,16,4,3,0.8,0,
169,Jamal Agnew,JAX,28,WR,7,1,4,-2,0,0,-2,-0.5,0,0,0,
170,Tutu Atwell,LAR,24,WR,9,9,4,35,0,2,29,7.3,6,1.5,0,
171,Andrew Beck,HOU,27,FB,8,7,4,3,1,2,2,0.5,1,0.3,0,
172,Mike Boone,HOU,28,RB,7,0,4,23,0,2,16,4,7,1.8,0,
173,Michael Burton,DEN,31,FB,8,1,4,3,0,2,-1,-0.3,4,1,0,
174,Elijah Dotson,LAC,24,RB,4,0,4,6,0,,3,0.8,3,0.8,0,
175,Demario Douglas,NWE,23,WR,8,3,4,29,0,1,11,2.8,18,4.5,0,
176,Zach Evans,LAR,22,RB,4,0,4,10,0,,10,2.5,0,0,0,
177,Xavier Gipson,NYJ,22,WR,8,0,4,34,0,2,25,6.3,9,2.3,1,4
178,Marquise Goodwin,CLE,33,WR,8,0,4,33,0,2,33,8.3,0,0,0,
179,Jaren Hall,MIN,25,QB,2,1,4,10,0,0,9,2.3,1,0.3,0,
180,Velus Jones Jr.,CHI,26,WR,8,0,4,22,0,1,12,3,10,2.5,0,
181,CeeDee Lamb,DAL,24,WR,8,8,4,33,0,2,27,6.8,6,1.5,1,4
182,Marvin Mims,DEN,21,WR,8,2,4,2,0,0,-5,-1.3,7,1.8,0,
183,Brandon Powell,MIN,28,WR,9,1,4,15,0,1,14,3.5,1,0.3,0,
184,Kalif Raymond,DET,29,WR,8,3,4,52,0,2,50,12.5,2,0.5,0,
185,Calvin Ridley,JAX,29,WR,8,8,4,10,0,1,10,2.5,0,0,0,
186,Wan'Dale Robinson,NYG,22,WR,7,2,4,25,0,2,20,5,5,1.3,0,
187,Curtis Samuel,WAS,27,WR,8,5,4,20,1,2,7,1.8,13,3.3,0,
188,Dorian Thompson-Robinson,CLE,24,QB,3,1,4,24,0,1,18,4.5,6,1.5,2,2
189,Mike White,MIA,28,QB,2,0,4,-5,0,0,-5,-1.3,0,0,0,
190,C.J. Beathard,JAX,30,QB,2,0,3,-2,0,0,-2,-0.7,0,0,0,
191,Harrison Bryant,CLE,25,TE,8,4,3,6,0,3,4,1.3,2,0.7,0,
192,Ja'Marr Chase,CIN,23,WR,8,8,3,-6,0,0,-8,-2.7,2,0.7,0,
193,Brandin Cooks,DAL,30,WR,7,6,3,23,0,1,19,6.3,4,1.3,0,
194,Andy Dalton,CAR,36,QB,3,1,3,12,0,2,11,3.7,1,0.3,0,
195,Devin Duvernay,BAL,26,WR,9,1,3,15,0,,12,4,3,1,0,
196,Deonte Harty,BUF,26,WR,9,1,3,2,0,0,0,0,2,0.7,1,3
197,Brian Hoyer,LVR,38,QB,3,1,3,-3,0,0,-3,-1,0,0,0,
198,Xavier Hutchinson,HOU,23,WR,8,0,3,27,0,2,19,6.3,8,2.7,1,3
199,Zonovan Knight,DET,22,RB,2,0,3,13,0,,7,2.3,6,2,0,
200,Hunter Luepke,DAL,23,RB,8,0,3,13,1,2,5,1.7,8,2.7,0,
201,Skyy Moore,KAN,23,WR,9,6,3,23,0,1,18,6,5,1.7,0,
202,Aidan O'Connell,LVR,25,QB,3,2,3,3,1,2,3,1,0,0,0,
203,Devine Ozigbo,DET,27,RB,3,0,3,5,0,1,2,0.7,3,1,1,3
204,Brett Rypien,LAR,27,QB,2,1,3,19,0,1,19,6.3,0,0,0,
205,Deven Thompkins,TAM,24,WR,8,1,3,27,0,2,25,8.3,2,0.7,0,
206,Mitchell Trubisky,PIT,29,QB,2,0,3,18,0,1,18,6,0,0,0,
207,Jameis Winston,NOR,29,QB,3,0,3,-4,0,0,-4,-1.3,0,0,0,
208,Keenan Allen,LAC,31,WR,8,8,2,6,0,1,6,3,0,0,0,
209,Teddy Bridgewater,DET,31,QB,1,0,2,-2,0,,-2,-1,0,0,0,
210,Chase Brown,CIN,23,RB,5,0,2,6,0,,4,2,2,1,0,
211,Treylon Burks,TEN,23,WR,5,5,2,14,0,0,7,3.5,7,3.5,0,
212,DeAndre Carter,LVR,30,WR,9,1,2,3,0,1,2,1,1,0.5,0,
213,Chris Evans,CIN,26,RB,6,0,2,12,0,,7,3.5,5,2.5,0,
214,Gerald Everett,LAC,29,TE,7,5,2,4,0,0,3,1.5,1,0.5,0,
215,Jake Funk,IND,25,RB,4,0,2,10,0,0,10,5,0,0,0,
216,Blaine Gabbert,KAN,34,QB,1,0,2,-1,0,0,-1,-0.5,0,0,0,
217,Tyreek Hill,MIA,29,WR,9,9,2,17,0,1,0,0,17,8.5,1,2
218,Alec Ingold,MIA,27,FB,9,8,2,0,0,0,0,0,0,0,0,
219,Cole Kmet,CHI,24,TE,9,9,2,1,0,1,1,0.5,0,0,0,
220,Ray-Ray McCloud,SFO,27,WR,8,1,2,23,0,2,21,10.5,2,1,0,
221,Isaiah McKenzie,IND,28,WR,9,0,2,11,0,0,4,2,7,3.5,0,
222,Jakobi Meyers,LVR,27,WR,8,8,2,17,1,1,17,8.5,0,0,0,
223,Ty Montgomery,NWE,30,WR,9,0,2,7,0,0,7,3.5,0,0,0,
224,Darnell Mooney,CHI,26,WR,9,9,2,5,0,0,4,2,1,0.5,0,
225,Puka Nacua,LAR,22,WR,9,9,2,4,0,1,0,0,4,2,0,
226,Dare Ogunbowale,HOU,29,RB,3,0,2,4,0,1,1,0.5,3,1.5,0,
227,Nathan Peterman,CHI,29,QB,1,0,2,-4,0,,-4,-2,0,0,0,
228,Jayden Reed,GNB,23,WR,8,7,2,19,0,1,19,9.5,0,0,0,
229,Ben Skowronek,LAR,26,WR,9,0,2,9,0,1,3,1.5,6,3,0,
230,Jaylen Waddle,MIA,25,WR,8,8,2,10,0,1,10,5,0,0,0,
231,Jordan Addison,MIN,21,WR,9,6,1,2,0,0,2,2,0,0,0,
232,Mark Andrews,BAL,28,TE,8,7,1,0,0,0,0,0,0,0,0,
233,Rashod Bateman,BAL,24,WR,8,4,1,18,0,1,17,17,1,1,0,
234,Nick Bawden,NYJ,27,FB,8,1,1,1,1,1,0,0,1,1,0,
235,Braxton Berrios,MIA,28,WR,9,1,1,11,0,1,1,1,10,10,1,1
236,Jake Bobo,SEA,25,WR,8,0,1,3,1,1,1,1,2,2,0,
237,Kendrick Bourne,NWE,28,WR,8,5,1,4,0,1,3,3,1,1,0,
238,Tyler Boyd,CIN,29,WR,8,8,1,6,0,1,6,6,0,0,0,
239,Dyami Brown,WAS,24,WR,9,1,1,0,0,0,0,0,0,0,0,
240,Marquise Brown,ARI,26,WR,9,9,1,29,0,1,29,29,0,0,0,
241,Noah Brown,HOU,27,WR,4,1,1,-1,0,0,-1,-1,0,0,1,1
242,Jake Browning,CIN,27,QB,1,0,1,-1,0,,-1,-1,0,0,0,
243,Jason Cabinda,DET,27,FB,3,0,1,0,0,,0,0,0,0,0,
244,Sean Clifford,GNB,25,QB,1,0,1,0,0,,0,0,0,0,0,
245,Ashtyn Davis,NYJ,27,S,8,4,1,4,0,1,2,2,2,2,0,
246,Gabriel Davis,BUF,24,WR,9,9,1,-2,0,0,-2,-2,0,0,0,
247,Kenyan Drake,BAL,29,RB,2,0,1,0,0,,0,0,0,0,0,
248,D'Wayne Eskridge,SEA,26,WR,2,0,1,-5,0,,-5,-5,0,0,0,
249,Chris Godwin,TAM,27,WR,8,8,1,14,0,1,2,2,12,12,1,1
250,Noah Gray,KAN,24,TE,9,5,1,1,0,0,1,1,0,0,0,
251,Mecole Hardman,2TM,25,,8,0,1,3,0,0,3,3,0,0,0,
252,Peyton Hendershot,DAL,24,TE,3,0,1,0,0,,0,0,0,0,0,
253,Connor Heyward,PIT,24,TE,8,3,1,0,0,0,0,0,0,0,0,
254,KhaDarel Hodge,ATL,28,WR,9,2,1,0,0,0,0,0,0,0,0,
255,Amani Hooker,TEN,25,DB,7,7,1,2,0,1,2,2,0,0,0,
256,DeAndre Hopkins,TEN,31,WR,8,8,1,5,0,0,1,1,4,4,0,
257,Evan Hull,IND,23,RB,1,0,1,1,0,,1,1,0,0,0,
258,Rakim Jarrett,TAM,22,WR,8,0,1,0,0,,0,0,0,0,0,
259,Van Jefferson,2TM,27,,9,6,1,4,0,0,3,3,1,1,0,
260,Quentin Johnston,LAC,22,WR,8,2,1,2,0,0,1,1,1,1,0,
261,Christian Kirk,JAX,27,WR,8,8,1,6,0,0,6,6,0,0,0,
262,George Kittle,SFO,30,TE,8,8,1,2,0,1,1,1,1,1,0,
263,Drew Lock,SEA,27,QB,1,0,1,11,0,1,11,11,0,0,0,
264,Keisean Nixon,GNB,26,CB,8,6,1,11,0,1,0,0,11,11,1,1
265,Chigoziem Okonkwo,TEN,24,TE,8,6,1,4,0,1,3,3,1,1,0,
266,La'Mical Perine,KAN,25,RB,1,0,1,1,0,,1,1,0,0,0,
267,George Pickens,PIT,22,WR,8,8,1,16,0,1,16,16,0,0,0,
268,Kyle Pitts,ATL,23,TE,9,7,1,-4,0,0,-4,-4,0,0,0,
269,Adam Prentice,NOR,26,FB,5,1,1,5,0,,5,5,0,0,0,
270,Jalen Reeves-Maybin,DET,28,LB,8,0,1,3,0,1,3,3,0,0,0,
271,Rashee Rice,KAN,23,WR,9,3,1,-3,0,0,-3,-3,0,0,0,
272,Jonnu Smith,ATL,28,TE,9,2,1,0,0,0,0,0,0,0,0,
273,Amon-Ra St. Brown,DET,24,WR,7,7,1,4,0,0,0,0,4,4,0,
274,Trent Taylor,CHI,29,WR,9,0,1,-2,0,,-2,-2,0,0,0,
275,Adam Thielen,CAR,33,WR,8,8,1,6,0,0,2,2,4,4,0,
276,Logan Thomas,WAS,32,TE,8,8,1,2,0,1,0,0,2,2,0,
277,Zeke Turner,ARI,27,LB,9,1,1,2,0,1,2,2,0,0,0,
278,Christian Watson,GNB,24,WR,5,5,1,-5,0,0,-5,-5,0,0,0,
279,Dontayvion Wicks,GNB,22,WR,8,2,1,1,0,0,0,0,1,1,0,
280,Mike Williams,LAC,29,WR,3,3,1,3,0,0,2,2,1,1,0,
281,Garrett Wilson,NYJ,23,WR,8,8,1,6,0,0,3,3,3,3,0,
