,,,,,Games,,Rushing,,,,,,,,,
55,Patrick Mahomes,KAN,28,QB,3,3,16,103,0,8,103,6.4,0,0,0,
56,Elijah Mitchell,SFO,25,RB,2,0,16,52,0,2,27,1.7,25,1.6,2,8
57,Trevor Lawrence,JAX,24,QB,3,3,15,59,0,4,50,3.3,9,0.6,1,15
58,Baker Mayfield,TAM,28,QB,3,3,15,30,0,2,13,0.9,17,1.1,1,15
59,Tyjae Spears,TEN,22,RB,3,0,15,82,0,5,44,2.9,38,2.5,2,7.5
60,Sean Tucker,TAM,22,RB,3,0,15,23,0,1,11,0.7,12,0.8,1,15
61,Deshaun Watson,CLE,28,QB,3,3,15,83,1,7,55,3.7,28,1.9,3,5
62,Jordan Love,GNB,25,QB,3,3,14,74,1,4,61,4.4,13,0.9,2,7
63,Damien Harris,BUF,26,RB,3,0,13,51,1,4,36,2.8,15,1.2,0,
64,Deon Jackson,IND,24,RB,2,1,13,14,0,1,2,0.2,12,0.9,0,
65,Latavius Murray,BUF,33,RB,3,0,13,45,2,4,33,2.5,12,0.9,0,
66,Anthony Richardson,IND,21,QB,2,2,13,75,3,5,59,4.5,16,1.2,0,
67,Desmond Ridder,ATL,24,QB,3,3,13,41,1,3,35,2.7,6,0.5,0,
68,Josh Allen,BUF,27,QB,3,3,12,89,1,8,63,5.3,26,2.2,0,
69,Joshua Dobbs,ARI,28,QB,3,3,12,93,1,6,58,4.8,35,2.9,1,12
70,Jimmy Garoppolo,LVR,32,QB,3,3,12,19,0,3,14,1.2,5,0.4,1,12
71,Chuba Hubbard,CAR,24,RB,3,0,12,78,0,7,27,2.3,51,4.3,4,3
72,Keaontay Ingram,ARI,24,RB,3,0,12,15,0,,8,0.7,7,0.6,3,4
73,Samaje Perine,DEN,28,RB,3,0,12,54,0,3,16,1.3,38,3.2,0,
74,Mac Jones,NWE,25,QB,3,3,11,53,0,7,52,4.7,1,0.1,0,
75,Jared Goff,DET,29,QB,3,3,10,2,1,2,-3,-0.3,5,0.5,0,
76,Melvin Gordon,BAL,30,RB,1,0,10,32,0,1,6,0.6,26,2.6,0,
77,Dak Prescott,DAL,30,QB,3,3,10,44,0,4,27,2.7,17,1.7,1,10
78,Brock Purdy,SFO,24,QB,3,3,10,24,1,4,18,1.8,6,0.6,0,
79,C.J. Stroud,HOU,22,QB,3,3,10,35,0,2,35,3.5,0,0,0,
80,Zach Wilson,NYJ,24,QB,3,2,10,43,0,3,34,3.4,9,0.9,0,
81,Tank Bigsby,JAX,22,RB,3,0,9,23,2,5,12,1.3,11,1.2,2,4.5
82,Chris Brooks,MIA,23,RB,3,0,9,66,0,1,21,2.3,45,5,1,9
83,Aaron Jones,GNB,29,RB,1,1,9,41,1,3,25,2.8,16,1.8,2,4.5
84,Kendre Miller,NOR,21,RB,1,0,9,34,0,3,24,2.7,10,1.1,0,
85,Tua Tagovailoa,MIA,25,QB,3,3,9,8,0,1,8,0.9,0,0,0,
86,Patrick Taylor,GNB,25,RB,3,0,9,29,0,1,10,1.1,19,2.1,2,4.5
87,Deuce Vaughn,DAL,22,RB,3,0,9,24,0,1,20,2.2,4,0.4,0,
88,J.K. Dobbins,BAL,25,RB,1,1,8,22,1,1,18,2.3,4,0.5,0,
89,Justin Herbert,LAC,25,QB,3,3,8,28,1,5,28,3.5,0,0,0,
90,Kenny Pickett,PIT,25,QB,3,3,8,9,0,2,9,1.1,0,0,0,
91,Deebo Samuel,SFO,27,WR,3,3,8,48,1,2,31,3.9,17,2.1,0,
92,Geno Smith,SEA,33,QB,3,3,8,22,0,0,22,2.8,0,0,0,
93,Matthew Stafford,LAR,35,QB,3,3,8,35,0,3,35,4.4,0,0,0,
94,Pierre Strong,CLE,25,RB,3,0,8,28,1,2,7,0.9,21,2.6,1,8
95,Matt Breida,NYG,28,RB,3,1,7,31,1,2,19,2.7,12,1.7,1,7
96,Ty Chandler,MIN,25,RB,3,0,7,27,0,1,20,2.9,7,1,0,
97,Antonio Gibson,WAS,25,RB,3,0,7,35,0,2,26,3.7,9,1.3,0,
98,Craig Reynolds,DET,27,RB,3,0,7,22,0,1,19,2.7,3,0.4,1,7
99,Russell Wilson,DEN,35,QB,3,3,7,57,0,6,56,8,1,0.1,0,
100,Salvon Ahmed,MIA,25,RB,2,0,6,24,0,1,9,1.5,15,2.5,2,3
101,Derek Carr,NOR,32,QB,3,3,6,0,0,0,0,0,0,0,0,
102,Jaleel McLaughlin,DEN,23,RB,3,0,6,20,1,1,20,3.3,0,0,0,
103,Elijah Moore,CLE,23,WR,3,1,6,23,0,1,12,2,11,1.8,0,
104,Boston Scott,PHI,28,RB,2,0,6,43,0,3,35,5.8,8,1.3,2,3
105,Gary Brightwell,NYG,24,RB,3,0,5,10,0,0,5,1,5,1,1,5
106,Joe Burrow,CIN,27,QB,3,3,5,2,0,0,2,0.4,0,0,0,
107,DeeJay Dallas,SEA,25,RB,3,0,5,14,0,0,12,2.4,2,0.4,0,
108,Erik Ezukanma,MIA,23,WR,2,0,5,22,0,1,9,1.8,13,2.6,1,5
109,D'Onta Foreman,CHI,27,RB,1,0,5,16,0,2,7,1.4,9,1.8,0,
110,Sam Howell,WAS,23,QB,3,3,5,42,1,3,32,6.4,10,2,2,2.5
111,Kareem Hunt,CLE,28,RB,1,0,5,13,0,1,3,0.6,10,2,1,5
112,D'Ernest Johnson,JAX,27,RB,3,0,5,10,0,0,7,1.4,3,0.6,0,
113,Rondale Moore,ARI,23,WR,3,1,5,66,1,1,63,12.6,3,0.6,0,
114,Trey Sermon,IND,24,RB,1,0,5,17,0,,8,1.6,9,1.8,0,
115,Laviska Shenault Jr.,CAR,25,WR,3,0,5,19,0,0,9,1.8,10,2,0,
116,KaVontae Turpin,DAL,27,WR,3,0,5,20,1,2,13,2.6,7,1.4,1,5
117,Zamir White,LVR,24,RB,3,0,5,24,0,1,13,2.6,11,2.2,0,
118,Emanuel Wilson,GNB,24,RB,2,0,5,11,0,,8,1.6,3,0.6,0,
119,Bryce Young,CAR,22,QB,2,2,5,51,0,2,49,9.8,2,0.4,0,
120,Kyle Allen,BUF,27,QB,2,0,4,-4,0,,-4,-1,0,0,0,
121,Kirk Cousins,MIN,35,QB,3,3,4,17,0,1,16,4,1,0.3,0,
122,Elijah Dotson,LAC,24,RB,3,0,4,6,0,,3,0.8,3,0.8,0,
123,Chase Edmonds,TAM,27,RB,2,0,4,20,0,2,17,4.3,3,0.8,0,
124,Zay Flowers,BAL,23,WR,3,3,4,17,0,0,15,3.8,2,0.5,1,4
125,Ryan Tannehill,TEN,35,QB,3,3,4,17,1,1,10,2.5,7,1.8,0,
126,Michael Carter,NYJ,24,RB,3,0,3,14,0,1,10,3.3,4,1.3,0,
127,Sam Darnold,SFO,26,QB,2,0,3,-3,0,,-3,-1,0,0,0,
128,Emari Demercado,ARI,24,RB,3,0,3,0,0,,-1,-0.3,1,0.3,0,
129,Devin Duvernay,BAL,26,WR,3,0,3,15,0,,12,4,3,1,0,
130,Deonte Harty,BUF,26,WR,3,0,3,2,0,0,0,0,2,0.7,1,3
131,Zonovan Knight,DET,22,RB,1,0,3,13,0,,7,2.3,6,2,0,
132,Jordan Mason,SFO,24,RB,3,0,3,11,0,1,11,3.7,0,0,0,
133,Jerick McKinnon,KAN,31,RB,3,0,3,7,0,1,5,1.7,2,0.7,0,
134,Marvin Mims,DEN,21,WR,3,0,3,13,0,0,6,2,7,2.3,0,
135,Rashaad Penny,PHI,27,RB,1,0,3,9,0,1,9,3,0,0,0,
136,Chris Rodriguez,WAS,23,RB,3,0,3,7,0,1,7,2.3,0,0,0,
137,Rashid Shaheed,NOR,25,WR,3,1,3,11,0,0,11,3.7,0,0,0,
138,Isaiah Spiller,LAC,22,RB,2,0,3,10,0,,4,1.3,6,2,0,
139,Trayveon Williams,CIN,26,RB,3,0,3,11,0,,3,1,8,2.7,0,
140,Jamal Agnew,JAX,28,WR,3,0,2,-2,0,0,-2,-1,0,0,0,
141,Keenan Allen,LAC,31,WR,3,3,2,6,0,1,6,3,0,0,0,
142,Tutu Atwell,LAR,24,WR,3,3,2,27,0,1,21,10.5,6,3,0,
143,Andrew Beck,HOU,27,FB,3,3,2,2,0,1,1,0.5,1,0.5,0,
144,Harrison Bryant,CLE,25,TE,3,2,2,4,0,2,2,1,2,1,0,
145,Andy Dalton,CAR,36,QB,2,1,2,11,0,1,10,5,1,0.5,0,
146,Chris Evans,CIN,26,RB,1,0,2,12,0,,7,3.5,5,2.5,0,
147,Jake Funk,IND,25,RB,3,0,2,10,0,0,10,5,0,0,0,
148,Blaine Gabbert,KAN,34,QB,1,0,2,-1,0,0,-1,-0.5,0,0,0,
149,Alec Ingold,MIA,27,FB,3,3,2,0,0,0,0,0,0,0,0,
150,CeeDee Lamb,DAL,24,WR,3,3,2,9,0,0,8,4,1,0.5,1,2
151,Gardner Minshew II,IND,27,QB,3,1,2,3,0,0,1,0.5,2,1,0,
152,Puka Nacua,LAR,22,WR,3,3,2,4,0,1,0,0,4,2,0,
153,Dare Ogunbowale,HOU,29,RB,1,0,2,4,0,1,1,0.5,3,1.5,0,
154,Curtis Samuel,WAS,27,WR,3,1,2,19,0,1,6,3,13,6.5,0,
155,Kadarius Toney,KAN,24,WR,3,1,2,2,0,0,0,0,2,1,0,
156,Calvin Austin,PIT,24,WR,3,0,1,-2,0,0,-2,-2,0,0,0,
157,Nick Bawden,NYJ,27,FB,3,0,1,1,1,1,0,0,1,1,0,
158,Chase Brown,CIN,23,RB,2,0,1,2,0,,2,2,0,0,0,
159,Marquise Brown,ARI,26,WR,3,3,1,29,0,1,29,29,0,0,0,
160,Noah Brown,HOU,27,WR,1,0,1,-1,0,,-1,-1,0,0,1,1
161,Jake Browning,CIN,27,QB,1,0,1,-1,0,,-1,-1,0,0,0,
162,Treylon Burks,TEN,23,WR,3,3,1,9,0,0,7,7,2,2,0,
163,Michael Burton,DEN,31,FB,3,0,1,3,0,1,0,0,3,3,0,
164,Jason Cabinda,DET,27,FB,3,0,1,0,0,,0,0,0,0,0,
165,Ja'Marr Chase,CIN,23,WR,3,3,1,2,0,0,0,0,2,2,0,
166,Sean Clifford,GNB,25,QB,1,0,1,0,0,,0,0,0,0,0,
167,Ashtyn Davis,NYJ,27,S,3,1,1,4,0,1,2,2,2,2,0,
168,Derius Davis,LAC,23,WR,3,0,1,10,0,1,8,8,2,2,0,
169,Gabriel Davis,BUF,24,WR,3,3,1,-2,0,0,-2,-2,0,0,0,
170,Demario Douglas,NWE,23,WR,3,0,1,5,0,0,4,4,1,1,0,
171,Kenyan Drake,BAL,29,RB,1,0,1,0,0,,0,0,0,0,0,
172,Gerald Everett,LAC,29,TE,3,2,1,2,0,0,2,2,0,0,0,
173,Marquise Goodwin,CLE,33,WR,3,0,1,1,0,,1,1,0,0,0,
174,Peyton Hendershot,DAL,24,TE,3,0,1,0,0,,0,0,0,0,0,
175,Connor Heyward,PIT,24,TE,3,0,1,0,0,,0,0,0,0,0,
176,Evan Hull,IND,23,RB,1,0,1,1,0,,1,1,0,0,0,
177,Rakim Jarrett,TAM,22,WR,3,0,1,0,0,,0,0,0,0,0,
178,Van Jefferson,LAR,27,WR,3,3,1,4,0,0,3,3,1,1,0,
179,Velus Jones Jr.,CHI,26,WR,2,0,1,-3,0,,-3,-3,0,0,0,
180,Kyle Juszczyk,SFO,32,FB,3,3,1,3,0,1,3,3,0,0,0,
181,Cole Kmet,CHI,24,TE,3,3,1,0,0,0,0,0,0,0,0,
182,Hunter Luepke,DAL,23,RB,3,0,1,9,0,1,5,5,4,4,0,
183,Ty Montgomery,NWE,30,WR,3,0,1,7,0,0,7,7,0,0,0,
184,Skyy Moore,KAN,23,WR,3,2,1,4,0,0,2,2,2,2,0,
185,Keisean Nixon,GNB,26,CB,3,2,1,11,0,1,0,0,11,11,1,1
186,Kyle Pitts,ATL,23,TE,3,3,1,-4,0,0,-4,-4,0,0,0,
187,Kalif Raymond,DET,29,WR,3,2,1,11,0,1,10,10,1,1,0,
188,Jayden Reed,GNB,23,WR,3,2,1,-2,0,0,-2,-2,0,0,0,
189,Jalen Reeves-Maybin,DET,28,LB,3,0,1,3,0,1,3,3,0,0,0,
190,Rashee Rice,KAN,23,WR,3,0,1,-3,0,0,-3,-3,0,0,0,
191,Ben Skowronek,LAR,26,WR,3,0,1,11,0,1,5,5,6,6,0,
192,Amon-Ra St. Brown,DET,24,WR,3,3,1,4,0,0,0,0,4,4,0,
193,Tyrod Taylor,NYG,34,QB,2,0,1,2,0,,2,2,0,0,0,
194,Deven Thompkins,TAM,24,WR,3,1,1,11,0,1,9,9,2,2,0,
195,Tre Tucker,LVR,22,WR,2,0,1,34,0,1,31,31,3,3,0,
196,Jaylen Waddle,MIA,25,WR,2,2,1,-2,0,0,-2,-2,0,0,0,
197,Mike White,MIA,28,QB,1,0,1,-1,0,0,-1,-1,0,0,0,
198,Mike Williams,LAC,29,WR,3,3,1,3,0,0,2,2,1,1,0,
