,,,,,Games,,Rushing,,,,,,,,,
37,Jonathan Taylor,IND,24,RB,7,5,100,414,4,24,195,2,219,2.2,9,11.1
38,Miles Sanders,CAR,26,RB,10,5,97,302,1,20,150,1.5,152,1.6,6,16.2
39,Ezekiel Elliott,NWE,28,RB,11,0,95,377,2,25,246,2.6,131,1.4,1,95
40,Jaylen Warren,PIT,25,RB,11,0,93,542,3,26,333,3.6,209,2.2,18,5.2
41,D'Onta Foreman,CHI,27,RB,7,6,92,381,4,22,268,2.9,113,1.2,7,13.1
42,Kareem Hunt,CLE,28,RB,9,2,89,286,6,26,194,2.2,92,1,2,44.5
43,Joshua Kelley,LAC,26,RB,11,3,88,360,2,19,202,2.3,158,1.8,5,17.6
44,Justin Fields,CHI,24,QB,8,8,77,400,1,24,296,3.8,104,1.4,7,11
45,Khalil Herbert,CHI,25,RB,7,6,73,331,0,15,177,2.4,154,2.1,6,12.2
46,Joshua Dobbs,2TM,28,,12,11,72,400,6,29,263,3.7,137,1.9,5,14.4
47,Latavius Murray,BUF,33,RB,12,4,70,280,3,24,167,2.4,113,1.6,1,70
48,Zach Charbonnet,SEA,22,RB,10,1,67,308,0,25,194,2.9,114,1.7,5,13.4
49,Justice Hill,BAL,26,RB,11,4,66,290,3,17,209,3.2,81,1.2,7,9.4
50,Aaron Jones,GNB,29,RB,7,7,66,245,2,10,171,2.6,74,1.1,3,22
51,Royce Freeman,LAR,27,RB,8,0,63,292,2,16,158,2.5,134,2.1,8,7.9
52,Josh Allen,BUF,27,QB,12,12,62,342,9,32,253,4.1,89,1.4,1,62
53,Cam Akers,2TM,24,,7,1,60,167,2,12,100,1.7,67,1.1,6,10
54,Rico Dowdle,DAL,25,RB,11,0,58,246,1,13,147,2.5,99,1.7,2,29
55,Kenneth Gainwell,PHI,24,RB,10,1,57,202,2,11,127,2.2,75,1.3,2,28.5
56,Taysom Hill,NOR,33,QB,11,6,57,287,3,19,195,3.4,92,1.6,7,8.1
57,Roschon Johnson,CHI,22,RB,10,0,54,232,1,12,161,3,71,1.3,3,18
58,Patrick Mahomes,KAN,28,QB,11,11,53,305,0,20,276,5.2,29,0.5,1,53
59,Russell Wilson,DEN,35,QB,11,11,53,266,1,25,235,4.4,31,0.6,1,53
60,Emari Demercado,ARI,24,RB,9,2,52,210,1,9,149,2.9,61,1.2,2,26
61,Trevor Lawrence,JAX,24,QB,11,11,51,240,3,14,199,3.9,41,0.8,4,12.8
62,Matt Breida,NYG,28,RB,12,4,50,125,1,6,69,1.4,56,1.1,1,50
63,Dalvin Cook,NYJ,28,RB,11,0,50,162,0,9,96,1.9,66,1.3,6,8.3
64,Tyjae Spears,TEN,22,RB,11,0,50,254,1,12,125,2.5,129,2.6,5,10
65,Justin Herbert,LAC,25,QB,11,11,48,233,3,16,184,3.8,49,1,2,24
66,Jaleel McLaughlin,DEN,23,RB,11,1,47,281,1,9,161,3.4,120,2.6,2,23.5
67,Jamaal Williams,NOR,28,RB,7,2,47,137,0,6,82,1.7,55,1.2,2,23.5
68,Darrell Henderson,LAR,26,RB,4,4,46,112,2,5,45,1,67,1.5,1,46
69,Baker Mayfield,TAM,28,QB,11,11,44,153,0,12,91,2.1,62,1.4,1,44
70,Elijah Mitchell,SFO,25,RB,8,0,41,136,0,7,81,2,55,1.3,2,20.5
71,Craig Reynolds,DET,27,RB,11,0,41,179,1,11,104,2.5,75,1.8,1,41
72,Daniel Jones,NYG,26,QB,6,6,40,206,1,15,181,4.5,25,0.6,0,
73,De'Von Achane,MIA,22,RB,5,2,39,461,5,15,270,6.9,191,4.9,5,7.8
74,Kenny Pickett,PIT,25,QB,11,11,39,51,1,12,42,1.1,9,0.2,0,
75,Desmond Ridder,ATL,24,QB,10,9,39,180,4,16,163,4.2,17,0.4,1,39
76,Clyde Edwards-Helaire,KAN,24,RB,10,1,38,134,1,6,98,2.6,36,0.9,4,9.5
77,Ty Chandler,MIN,25,RB,12,0,37,168,1,8,120,3.2,48,1.3,0,
78,Jordan Love,GNB,25,QB,11,11,37,221,2,11,202,5.5,19,0.5,2,18.5
79,Tank Bigsby,JAX,22,RB,11,0,36,86,2,9,51,1.4,35,1,5,7.2
80,Antonio Gibson,WAS,25,RB,11,0,36,158,0,8,89,2.5,69,1.9,2,18
81,Sam Howell,WAS,23,QB,12,12,36,222,3,16,152,4.2,70,1.9,7,5.1
82,Samaje Perine,DEN,28,RB,11,1,36,173,1,9,86,2.4,87,2.4,1,36
83,Keaontay Ingram,ARI,24,RB,8,1,35,74,0,4,47,1.3,27,0.8,3,11.7
84,Pierre Strong,CLE,25,RB,11,0,35,153,1,6,112,3.2,41,1.2,1,35
85,Dak Prescott,DAL,30,QB,11,11,34,151,2,15,122,3.6,29,0.9,1,34
86,Brock Purdy,SFO,24,QB,11,11,33,122,2,12,96,2.9,26,0.8,1,33
87,Zach Wilson,NYJ,24,QB,10,9,33,199,0,7,177,5.4,22,0.7,1,33
88,Darrynton Evans,2TM,25,,6,0,32,121,1,10,102,3.2,19,0.6,0,
89,Joe Burrow,CIN,27,QB,10,10,31,88,0,9,78,2.5,10,0.3,0,
90,Keaton Mitchell,BAL,21,RB,6,1,29,269,2,12,143,4.9,126,4.3,3,9.7
91,C.J. Stroud,HOU,22,QB,11,11,29,132,3,12,124,4.3,8,0.3,2,14.5
92,Nick Chubb,CLE,28,RB,2,2,28,170,0,8,100,3.6,70,2.5,2,14
93,Kendre Miller,NOR,21,RB,7,0,28,83,0,5,46,1.6,37,1.3,1,28
94,Geno Smith,SEA,33,QB,11,11,28,86,0,5,78,2.8,8,0.3,0,
95,Tua Tagovailoa,MIA,25,QB,11,11,27,40,0,3,37,1.4,3,0.1,1,27
96,Jared Goff,DET,29,QB,11,11,26,23,2,4,16,0.6,7,0.3,0,
97,D'Ernest Johnson,JAX,27,RB,11,0,26,86,0,3,67,2.6,19,0.7,0,
98,Mac Jones,NWE,25,QB,11,11,26,96,0,11,91,3.5,5,0.2,0,
99,Tony Jones,2TM,26,,7,1,26,95,2,7,56,2.2,39,1.5,1,26
100,Deebo Samuel,SFO,27,WR,9,9,26,138,3,6,85,3.3,53,2,1,26
101,Deshaun Watson,CLE,28,QB,6,6,26,142,1,10,90,3.5,52,2,3,8.7
102,Cordarrelle Patterson,ATL,32,RB,8,0,25,119,0,5,68,2.7,51,2,1,25
103,Anthony Richardson,IND,21,QB,4,4,25,136,4,8,112,4.5,24,1,0,
104,Bryce Young,CAR,22,QB,10,10,25,161,0,12,116,4.6,45,1.8,3,8.3
105,Chris Rodriguez,WAS,23,RB,10,0,24,125,0,7,74,3.1,51,2.1,4,6
106,Ke'Shawn Vaughn,TAM,26,RB,6,0,24,42,0,,18,0.8,24,1,4,6
107,Tyson Bagent,CHI,23,QB,5,4,23,109,2,11,104,4.5,5,0.2,0,
108,Damien Harris,BUF,26,RB,6,0,23,94,1,9,57,2.5,37,1.6,2,11.5
109,Rondale Moore,ARI,23,WR,12,5,23,156,1,4,128,5.6,28,1.2,1,23
110,Salvon Ahmed,MIA,25,RB,8,0,22,61,1,3,38,1.7,23,1,2,11
111,Tyrod Taylor,NYG,34,QB,7,3,22,98,0,5,65,3,33,1.5,1,22
112,Derek Carr,NOR,32,QB,11,11,21,40,0,4,36,1.7,4,0.2,0,
113,Tommy DeVito,NYG,25,QB,5,3,21,83,1,2,71,3.4,12,0.6,1,21
114,Jordan Mason,SFO,24,RB,11,0,21,117,2,6,80,3.8,37,1.8,0,
115,Deuce Vaughn,DAL,22,RB,6,0,21,38,0,1,24,1.1,14,0.7,0,
116,Jimmy Garoppolo,LVR,32,QB,6,6,20,39,0,6,26,1.3,13,0.7,1,20
117,Gardner Minshew II,IND,27,QB,11,7,20,50,3,5,43,2.2,7,0.4,1,20
118,Chase Edmonds,TAM,27,RB,7,0,19,48,0,5,32,1.7,16,0.8,1,19
119,Zamir White,LVR,24,RB,12,0,18,46,0,2,32,1.8,14,0.8,0,
120,Jeff Wilson,MIA,28,RB,4,0,18,85,0,4,51,2.8,34,1.9,0,
121,Matthew Stafford,LAR,35,QB,10,10,16,71,0,4,69,4.3,2,0.1,0,
122,Chris Brooks,MIA,23,RB,6,0,15,94,0,2,24,1.6,70,4.7,2,7.5
123,Will Levis,TEN,24,QB,5,5,15,12,0,3,8,0.5,4,0.3,0,
124,Sean Tucker,TAM,22,RB,9,0,15,23,0,1,11,0.7,12,0.8,1,15
125,Kirk Cousins,MIN,35,QB,8,8,14,25,0,6,22,1.6,3,0.2,0,
126,Deon Jackson,3TM,24,,4,1,14,16,0,1,4,0.3,12,0.9,0,
127,Kyler Murray,ARI,26,QB,3,3,14,86,3,6,78,5.6,8,0.6,0,
128,Patrick Taylor,GNB,25,RB,5,0,14,42,0,2,16,1.1,26,1.9,2,7
129,Emanuel Wilson,GNB,24,RB,7,0,14,85,0,2,67,4.8,18,1.3,0,
130,Melvin Gordon,BAL,30,RB,2,0,13,53,0,2,27,2.1,26,2,0,
131,Eric Gray,NYG,24,RB,8,0,13,27,0,1,16,1.2,11,0.8,1,13
132,Jerick McKinnon,KAN,31,RB,10,0,13,30,0,5,23,1.8,7,0.5,0,
133,Ronnie Rivers,LAR,24,RB,6,0,13,57,0,2,42,3.2,15,1.2,0,
134,P.J. Walker,CLE,28,QB,6,2,13,30,0,3,29,2.2,1,0.1,0,
135,Michael Carter,2TM,24,,10,0,12,57,0,3,42,3.5,15,1.3,0,
136,Cooper Rush,DAL,30,QB,6,0,12,-5,0,1,-8,-0.7,3,0.3,0,
137,Boston Scott,PHI,28,RB,9,0,12,67,0,5,45,3.8,22,1.8,2,6
138,Laviska Shenault Jr.,CAR,25,WR,8,0,12,55,0,3,28,2.3,27,2.3,1,12
139,Isaiah Spiller,LAC,22,RB,5,0,12,27,0,0,10,0.8,17,1.4,0,
140,Ryan Tannehill,TEN,35,QB,6,6,12,40,1,2,25,2.1,15,1.3,0,
141,Dorian Thompson-Robinson,CLE,24,QB,5,3,12,65,0,3,53,4.4,12,1,2,6
142,Trayveon Williams,CIN,26,RB,11,0,12,59,0,2,37,3.1,22,1.8,0,
143,Raheem Blackshear,CAR,24,RB,6,0,11,30,0,1,21,1.9,9,0.8,1,11
144,Tank Dell,HOU,24,WR,10,8,11,51,0,3,31,2.8,20,1.8,2,5.5
145,Damien Williams,ARI,31,RB,3,0,11,43,0,1,28,2.5,15,1.4,1,11
146,Ty Johnson,BUF,26,RB,6,0,10,32,0,3,6,0.6,26,2.6,0,
147,Kyle Allen,BUF,27,QB,5,0,9,-9,0,,-9,-1,0,0,0,
148,Gary Brightwell,NYG,24,RB,7,0,9,19,0,0,7,0.8,12,1.3,1,9
149,Derius Davis,LAC,23,WR,11,0,9,74,0,3,59,6.6,15,1.7,1,9
150,Taylor Heinicke,ATL,30,QB,3,2,9,68,0,2,65,7.2,3,0.3,0,
151,Elijah Moore,CLE,23,WR,11,7,9,11,0,2,0,0,11,1.2,0,
152,Calvin Austin,PIT,24,WR,11,1,8,30,0,2,26,3.3,4,0.5,0,
153,Khari Blasingame,CHI,27,FB,11,1,8,26,0,,11,1.4,15,1.9,0,
154,Jake Browning,CIN,27,QB,3,1,8,48,0,2,38,4.8,10,1.3,0,
155,DeeJay Dallas,SEA,25,RB,11,0,8,28,0,1,23,2.9,5,0.6,1,8
156,Sam Darnold,SFO,26,QB,5,0,8,-8,0,,-8,-1,0,0,0,
157,J.K. Dobbins,BAL,25,RB,1,1,8,22,1,1,18,2.3,4,0.5,0,
158,Zach Evans,LAR,22,RB,6,0,8,16,0,,12,1.5,4,0.5,1,8
159,Zay Flowers,BAL,23,WR,12,12,8,56,1,1,18,2.3,38,4.8,2,4
160,Trey Sermon,IND,24,RB,9,0,8,24,0,,12,1.5,12,1.5,0,
161,Kadarius Toney,KAN,24,WR,10,2,8,9,0,1,0,0,9,1.1,0,
162,KaVontae Turpin,DAL,27,WR,10,0,8,79,1,4,58,7.3,21,2.6,1,8
163,CeeDee Lamb,DAL,24,WR,11,11,7,54,1,4,48,6.9,6,0.9,1,7
164,Jayden Reed,GNB,23,WR,11,9,7,81,1,4,74,10.6,7,1,0,
165,Tre Tucker,LVR,22,WR,11,0,7,63,0,2,52,7.4,11,1.6,1,7
166,Tyrion Davis-Price,SFO,23,RB,1,0,6,21,0,1,2,0.3,19,3.2,0,
167,Tyler Huntley,BAL,25,QB,3,0,6,16,0,1,16,2.7,0,0,0,
168,Marvin Mims,DEN,21,WR,11,3,6,10,0,1,3,0.5,7,1.2,0,
169,Aidan O'Connell,LVR,25,QB,6,5,6,9,1,4,7,1.2,2,0.3,0,
170,Wan'Dale Robinson,NYG,22,WR,10,4,6,27,0,2,20,3.3,7,1.2,1,6
171,Tyler Scott,CHI,22,WR,12,2,6,44,0,2,38,6.3,6,1,0,
172,Rashid Shaheed,NOR,25,WR,11,5,6,33,0,1,26,4.3,7,1.2,1,6
173,Clayton Tune,ARI,24,QB,4,1,6,29,1,2,28,4.7,1,0.2,0,
174,Ameer Abdullah,LVR,30,RB,12,0,5,30,0,1,26,5.2,4,0.8,0,
175,Andrew Beck,HOU,27,FB,10,9,5,3,1,2,2,0.4,1,0.2,0,
176,Mike Boone,HOU,28,RB,9,0,5,23,0,2,16,3.2,7,1.4,0,
177,Harrison Bryant,CLE,25,TE,11,5,5,8,0,4,5,1,3,0.6,0,
178,Erik Ezukanma,MIA,23,WR,2,0,5,22,0,1,9,1.8,13,2.6,1,5
179,Kyle Juszczyk,SFO,32,FB,11,10,5,6,0,2,6,1.2,0,0,0,
180,Rashaad Penny,PHI,27,RB,2,0,5,17,0,1,15,3,2,0.4,0,
181,Brandon Powell,MIN,28,WR,12,2,5,17,0,1,14,2.8,3,0.6,0,
182,Kalif Raymond,DET,29,WR,11,3,5,58,0,2,55,11,3,0.6,0,
183,Calvin Ridley,JAX,29,WR,11,11,5,28,0,2,28,5.6,0,0,0,
184,Deven Thompkins,TAM,24,WR,11,1,5,50,0,3,35,7,15,3,0,
185,Mike White,MIA,28,QB,3,0,5,-7,0,0,-7,-1.4,0,0,0,
186,Malik Willis,TEN,24,QB,3,0,5,21,0,1,18,3.6,3,0.6,0,
187,Jamal Agnew,JAX,28,WR,8,1,4,-2,0,0,-2,-0.5,0,0,0,
188,Tutu Atwell,LAR,24,WR,11,11,4,35,0,2,29,7.3,6,1.5,0,
189,Michael Burton,DEN,31,FB,11,2,4,3,0,2,-1,-0.3,4,1,0,
190,Elijah Dotson,LAC,24,RB,4,0,4,6,0,,3,0.8,3,0.8,0,
191,Demario Douglas,NWE,23,WR,10,4,4,29,0,1,11,2.8,18,4.5,0,
192,Devin Duvernay,BAL,26,WR,12,1,4,15,0,,12,3,3,0.8,0,
193,Xavier Gipson,NYJ,22,WR,11,1,4,34,0,2,25,6.3,9,2.3,1,4
194,Marquise Goodwin,CLE,33,WR,8,0,4,33,0,2,33,8.3,0,0,0,
195,Jaren Hall,MIN,25,QB,2,1,4,10,0,0,9,2.3,1,0.3,0,
196,Deonte Harty,BUF,26,WR,11,1,4,0,0,0,-2,-0.5,2,0.5,1,4
197,Xavier Hutchinson,HOU,23,WR,11,0,4,44,0,3,35,8.8,9,2.3,1,4
198,Velus Jones Jr.,CHI,26,WR,9,0,4,22,0,1,12,3,10,2.5,0,
199,Curtis Samuel,WAS,27,WR,11,8,4,20,1,2,7,1.8,13,3.3,0,
200,C.J. Beathard,JAX,30,QB,4,0,3,-2,0,0,-2,-0.7,0,0,0,
201,Tim Boyle,NYJ,29,QB,2,1,3,3,0,2,1,0.3,2,0.7,0,
202,DeAndre Carter,LVR,30,WR,12,1,3,18,0,2,17,5.7,1,0.3,0,
203,Ja'Marr Chase,CIN,23,WR,11,11,3,-6,0,0,-8,-2.7,2,0.7,0,
204,Brandin Cooks,DAL,30,WR,10,9,3,23,0,1,19,6.3,4,1.3,0,
205,Andy Dalton,CAR,36,QB,3,1,3,12,0,2,11,3.7,1,0.3,0,
206,Tyreek Hill,MIA,29,WR,11,11,3,19,0,1,2,0.7,17,5.7,1,3
207,Brian Hoyer,LVR,38,QB,3,1,3,-3,0,0,-3,-1,0,0,0,
208,Cole Kmet,CHI,24,TE,12,12,3,2,0,2,2,0.7,0,0,0,
209,Zonovan Knight,DET,22,RB,2,0,3,13,0,,7,2.3,6,2,0,
210,Hunter Luepke,DAL,23,RB,11,0,3,13,1,2,5,1.7,8,2.7,0,
211,Isaiah McKenzie,IND,28,WR,11,0,3,14,0,0,7,2.3,7,2.3,0,
212,Jakobi Meyers,LVR,27,WR,11,11,3,19,1,2,19,6.3,0,0,0,
213,Skyy Moore,KAN,23,WR,11,6,3,23,0,1,18,6,5,1.7,0,
214,Puka Nacua,LAR,22,WR,11,11,3,11,0,2,3,1,8,2.7,0,
215,Devine Ozigbo,DET,27,RB,3,0,3,5,0,1,2,0.7,3,1,1,3
216,Brett Rypien,LAR,27,QB,2,1,3,19,0,1,19,6.3,0,0,0,
217,Amon-Ra St. Brown,DET,24,WR,10,10,3,13,0,1,7,2.3,6,2,0,
218,Mitchell Trubisky,PIT,29,QB,2,0,3,18,0,1,18,6,0,0,0,
219,Jameis Winston,NOR,29,QB,4,0,3,-4,0,0,-4,-1.3,0,0,0,
220,Keenan Allen,LAC,31,WR,11,11,2,6,0,1,6,3,0,0,0,
221,Lynn Bowden Jr.,NOR,26,WR,9,0,2,40,0,2,35,17.5,5,2.5,0,
222,Teddy Bridgewater,DET,31,QB,1,0,2,-2,0,,-2,-1,0,0,0,
223,Chase Brown,CIN,23,RB,6,0,2,6,0,,4,2,2,1,0,
224,Marquise Brown,ARI,26,WR,12,12,2,23,0,1,23,11.5,0,0,0,
225,Treylon Burks,TEN,23,WR,5,5,2,14,0,0,7,3.5,7,3.5,0,
226,D'Wayne Eskridge,SEA,26,WR,4,0,2,5,0,1,5,2.5,0,0,0,
227,Chris Evans,CIN,26,RB,8,0,2,12,0,,7,3.5,5,2.5,0,
228,Gerald Everett,LAC,29,TE,9,6,2,4,0,0,3,1.5,1,0.5,0,
229,Jake Funk,IND,25,RB,4,0,2,10,0,0,10,5,0,0,0,
230,Blaine Gabbert,KAN,34,QB,1,0,2,-1,0,0,-1,-0.5,0,0,0,
231,Derrick Gore,WAS,29,RB,3,0,2,23,0,1,22,11,1,0.5,0,
232,Alec Ingold,MIA,27,FB,11,8,2,0,0,0,0,0,0,0,0,
233,Ray-Ray McCloud,SFO,27,WR,11,1,2,23,0,2,21,10.5,2,1,0,
234,Ty Montgomery,NWE,30,WR,11,0,2,7,0,0,7,3.5,0,0,0,
235,Darnell Mooney,CHI,26,WR,12,12,2,5,0,0,4,2,1,0.5,0,
236,Chris Moore,TEN,30,WR,11,3,2,39,0,1,36,18,3,1.5,0,
237,Kene Nwangwu,MIN,25,RB,4,0,2,9,0,,7,3.5,2,1,0,
238,Dare Ogunbowale,HOU,29,RB,6,0,2,4,0,1,1,0.5,3,1.5,0,
239,Nathan Peterman,CHI,29,QB,1,0,2,-4,0,,-4,-2,0,0,0,
240,George Pickens,PIT,22,WR,11,11,2,15,0,1,15,7.5,0,0,0,
241,Jalen Reeves-Maybin,DET,28,LB,11,0,2,3,0,1,3,1.5,0,0,0,
242,Ben Skowronek,LAR,26,WR,11,0,2,9,0,1,3,1.5,6,3,0,
243,Jaylen Waddle,MIA,25,WR,10,10,2,10,0,1,10,5,0,0,0,
244,Christian Watson,GNB,24,WR,8,8,2,-4,0,0,-5,-2.5,1,0.5,0,
245,Israel Abanikanda,NYJ,21,RB,1,0,1,11,0,1,7,7,4,4,0,
246,Jordan Addison,MIN,21,WR,12,9,1,2,0,0,2,2,0,0,0,
247,Mark Andrews,BAL,28,TE,10,9,1,0,0,0,0,0,0,0,0,
248,Rashod Bateman,BAL,24,WR,11,7,1,18,0,1,17,17,1,1,0,
249,Nick Bawden,NYJ,27,FB,11,2,1,1,1,1,0,0,1,1,0,
250,Braxton Berrios,MIA,28,WR,10,1,1,11,0,1,1,1,10,10,1,1
251,Jake Bobo,SEA,25,WR,11,0,1,3,1,1,1,1,2,2,0,
252,Kendrick Bourne,NWE,28,WR,8,5,1,4,0,1,3,3,1,1,0,
253,Tyler Boyd,CIN,29,WR,11,10,1,6,0,1,6,6,0,0,0,
254,Dyami Brown,WAS,24,WR,12,1,1,0,0,0,0,0,0,0,0,
255,Noah Brown,HOU,27,WR,5,2,1,-1,0,0,-1,-1,0,0,1,1
256,Jason Cabinda,DET,27,FB,3,0,1,0,0,,0,0,0,0,0,
257,Sean Clifford,GNB,25,QB,1,0,1,0,0,,0,0,0,0,0,
258,Jashaun Corbin,NYG,23,RB,3,0,1,1,0,1,1,1,0,0,0,
259,Ashtyn Davis,NYJ,27,S,11,5,1,4,0,1,2,2,2,2,0,
260,Gabriel Davis,BUF,24,WR,12,12,1,-2,0,0,-2,-2,0,0,0,
261,Kenyan Drake,BAL,29,RB,2,0,1,0,0,,0,0,0,0,0,
262,Blake Gillikin,ARI,25,P,8,0,1,10,0,1,10,10,0,0,0,
263,Chris Godwin,TAM,27,WR,11,11,1,14,0,1,2,2,12,12,1,1
264,Noah Gray,KAN,24,TE,11,7,1,1,0,0,1,1,0,0,0,
265,Mecole Hardman,2TM,25,,9,1,1,3,0,0,3,3,0,0,0,
266,Peyton Hendershot,DAL,24,TE,3,0,1,0,0,,0,0,0,0,0,
267,Connor Heyward,PIT,24,TE,11,3,1,0,0,0,0,0,0,0,0,
268,KhaDarel Hodge,ATL,28,WR,11,2,1,0,0,0,0,0,0,0,0,
269,Amani Hooker,TEN,25,DB,10,10,1,2,0,1,2,2,0,0,0,
270,DeAndre Hopkins,TEN,31,WR,11,11,1,5,0,0,1,1,4,4,0,
271,Evan Hull,IND,23,RB,1,0,1,1,0,,1,1,0,0,0,
272,Rakim Jarrett,TAM,22,WR,10,0,1,0,0,0,0,0,0,0,0,
273,Van Jefferson,2TM,27,,11,7,1,4,0,0,3,3,1,1,0,
274,Quentin Johnston,LAC,22,WR,11,5,1,2,0,0,1,1,1,1,0,
275,Christian Kirk,JAX,27,WR,11,11,1,6,0,0,6,6,0,0,0,
276,George Kittle,SFO,30,TE,11,11,1,2,0,1,1,1,1,1,0,
277,Drew Lock,SEA,27,QB,2,0,1,11,0,1,11,11,0,0,0,
278,D.J. Moore,CHI,26,WR,12,12,1,1,0,0,1,1,0,0,0,
279,Keisean Nixon,GNB,26,CB,11,8,1,11,0,1,0,0,11,11,1,1
280,Chigoziem Okonkwo,TEN,24,TE,11,7,1,4,0,1,3,3,1,1,0,
281,Trey Palmer,TAM,22,WR,11,3,1,6,0,0,6,6,0,0,0,
282,La'Mical Perine,KAN,25,RB,2,0,1,1,0,,1,1,0,0,0,
283,Kyle Pitts,ATL,23,TE,11,9,1,-4,0,0,-4,-4,0,0,0,
284,Adam Prentice,NOR,26,FB,7,1,1,5,0,,5,5,0,0,0,
285,Rashee Rice,KAN,23,WR,11,4,1,-3,0,0,-3,-3,0,0,0,
286,Jonnu Smith,ATL,28,TE,11,3,1,0,0,0,0,0,0,0,0,
287,Trent Taylor,CHI,29,WR,12,0,1,-2,0,,-2,-2,0,0,0,
288,Adam Thielen,CAR,33,WR,11,11,1,6,0,0,2,2,4,4,0,
289,Logan Thomas,WAS,32,TE,11,11,1,2,0,1,0,0,2,2,0,
290,Tyquan Thornton,NWE,23,WR,4,1,1,3,0,0,1,1,2,2,0,
291,Cedric Tillman,CLE,23,WR,8,2,1,8,0,0,8,8,0,0,0,
292,Kyle Trask,TAM,25,QB,2,0,1,-1,0,,-1,-1,0,0,0,
293,Zeke Turner,ARI,27,LB,11,1,1,2,0,1,2,2,0,0,0,
294,Dontayvion Wicks,GNB,22,WR,10,2,1,1,0,0,0,0,1,1,0,
295,Mike Williams,LAC,29,WR,3,3,1,3,0,0,2,2,1,1,0,
296,Garrett Wilson,NYJ,23,WR,11,11,1,6,0,0,3,3,3,3,0,
