,,,,,Games,,Rushing,,,,,,,,,
61,Baker Mayfield,TAM,28,QB,4,4,23,61,0,4,44,1.9,17,0.7,1,23
62,Damien Harris,BUF,26,RB,5,0,22,93,1,8,56,2.5,37,1.7,2,11
63,Jaleel McLaughlin,DEN,23,RB,5,0,22,160,1,6,74,3.4,86,3.9,1,22
64,Kendre Miller,NOR,21,RB,3,0,22,74,0,3,42,1.9,32,1.5,1,22
65,Zach Charbonnet,SEA,22,RB,4,0,21,104,0,8,61,2.9,43,2,3,7
66,Tony Jones,NOR,26,RB,4,1,21,70,2,6,45,2.1,25,1.2,0,
67,Josh Allen,BUF,27,QB,5,5,20,120,3,11,89,4.5,31,1.6,0,
68,Justin Herbert,LAC,25,QB,4,4,20,55,3,8,48,2.4,7,0.4,1,20
69,Deuce Vaughn,DAL,22,RB,5,0,20,40,0,1,26,1.3,14,0.7,0,
70,Latavius Murray,BUF,33,RB,5,0,19,83,2,6,47,2.5,36,1.9,1,19
71,Jordan Love,GNB,25,QB,5,5,18,109,2,7,96,5.3,13,0.7,2,9
72,Desmond Ridder,ATL,24,QB,5,5,18,57,2,4,51,2.8,6,0.3,0,
73,Russell Wilson,DEN,35,QB,5,5,18,119,0,10,117,6.5,2,0.1,0,
74,Austin Ekeler,LAC,28,RB,1,1,16,117,1,4,61,3.8,56,3.5,2,8
75,Jimmy Garoppolo,LVR,32,QB,4,4,16,23,0,4,12,0.8,11,0.7,1,16
76,Jordan Mason,SFO,24,RB,5,0,16,90,1,5,69,4.3,21,1.3,0,
77,Elijah Mitchell,SFO,25,RB,2,0,16,52,0,2,27,1.7,25,1.6,2,8
78,Kenny Pickett,PIT,25,QB,5,5,16,12,0,4,8,0.5,4,0.3,0,
79,Deebo Samuel,SFO,27,WR,5,5,16,84,1,3,48,3,36,2.3,0,
80,Tank Bigsby,JAX,22,RB,5,0,15,41,2,5,25,1.7,16,1.1,3,5
81,Sam Howell,WAS,23,QB,5,5,15,101,1,5,67,4.5,34,2.3,3,5
82,Mac Jones,NWE,25,QB,5,5,15,60,0,7,59,3.9,1,0.1,0,
83,C.J. Stroud,HOU,22,QB,5,5,15,53,0,6,47,3.1,6,0.4,1,15
84,Sean Tucker,TAM,22,RB,4,0,15,23,0,1,11,0.7,12,0.8,1,15
85,Deshaun Watson,CLE,28,QB,3,3,15,83,1,7,55,3.7,28,1.9,3,5
86,Zach Wilson,NYJ,24,QB,5,4,15,83,0,4,63,4.2,20,1.3,1,15
87,Emari Demercado,ARI,24,RB,5,0,14,48,1,2,20,1.4,28,2,2,7
88,Jared Goff,DET,29,QB,5,5,14,12,2,4,7,0.5,5,0.4,0,
89,Aaron Jones,GNB,29,RB,2,2,14,59,1,3,43,3.1,16,1.1,2,7
90,Craig Reynolds,DET,27,RB,5,0,14,74,1,4,44,3.1,30,2.1,1,14
91,Antonio Gibson,WAS,25,RB,5,0,13,54,0,3,32,2.5,22,1.7,1,13
92,Melvin Gordon,BAL,30,RB,2,0,13,53,0,2,27,2.1,26,2,0,
93,Deon Jackson,IND,24,RB,2,1,13,14,0,1,2,0.2,12,0.9,0,
94,Pierre Strong,CLE,25,RB,4,0,13,77,1,3,56,4.3,21,1.6,1,13
95,Tua Tagovailoa,MIA,25,QB,5,5,13,21,0,2,18,1.4,3,0.2,1,13
96,Joe Burrow,CIN,27,QB,5,5,12,10,0,2,10,0.8,0,0,0,
97,Eric Gray,NYG,24,RB,5,0,12,25,0,,14,1.2,11,0.9,1,12
98,Keaontay Ingram,ARI,24,RB,3,0,12,15,0,,8,0.7,7,0.6,3,4
99,Dak Prescott,DAL,30,QB,5,5,12,45,0,5,28,2.3,17,1.4,1,12
100,Brock Purdy,SFO,24,QB,5,5,12,24,2,5,18,1.5,6,0.5,0,
101,Ryan Tannehill,TEN,35,QB,5,5,12,40,1,2,25,2.1,15,1.3,0,
102,Laviska Shenault Jr.,CAR,25,WR,5,0,11,53,0,3,26,2.4,27,2.5,1,11
103,Patrick Taylor,GNB,25,RB,4,0,11,31,0,2,9,0.8,22,2,2,5.5
104,Derek Carr,NOR,32,QB,5,5,10,5,0,1,5,0.5,0,0,0,
105,Kareem Hunt,CLE,28,RB,2,0,10,25,0,2,13,1.3,12,1.2,1,10
106,Ronnie Rivers,LAR,24,RB,5,0,10,48,0,2,33,3.3,15,1.5,0,
107,Matthew Stafford,LAR,35,QB,5,5,10,49,0,3,49,4.9,0,0,0,
108,Gary Brightwell,NYG,24,RB,5,0,9,19,0,0,7,0.8,12,1.3,1,9
109,Chris Brooks,MIA,23,RB,5,0,9,66,0,1,21,2.3,45,5,1,9
110,Ke'Shawn Vaughn,TAM,26,RB,2,0,9,16,0,,8,0.9,8,0.9,1,9
111,Khari Blasingame,CHI,27,FB,5,0,8,26,0,,11,1.4,15,1.9,0,
112,Ty Chandler,MIN,25,RB,5,0,8,42,0,2,34,4.3,8,1,0,
113,Kirk Cousins,MIN,35,QB,5,5,8,22,0,4,20,2.5,2,0.3,0,
114,J.K. Dobbins,BAL,25,RB,1,1,8,22,1,1,18,2.3,4,0.5,0,
115,Rondale Moore,ARI,23,WR,5,2,8,116,1,2,108,13.5,8,1,0,
116,Trey Sermon,IND,24,RB,3,0,8,24,0,,12,1.5,12,1.5,0,
117,Geno Smith,SEA,33,QB,4,4,8,22,0,0,22,2.8,0,0,0,
118,Isaiah Spiller,LAC,22,RB,3,0,8,22,0,0,10,1.3,12,1.5,0,
119,Zamir White,LVR,24,RB,5,0,8,39,0,2,27,3.4,12,1.5,0,
120,Bryce Young,CAR,22,QB,4,4,8,65,0,3,61,7.6,4,0.5,0,
121,Kyle Allen,BUF,27,QB,3,0,7,-7,0,,-7,-1,0,0,0,
122,Jerick McKinnon,KAN,31,RB,5,0,7,21,0,3,16,2.3,5,0.7,0,
123,Elijah Moore,CLE,23,WR,4,2,7,3,0,1,-8,-1.1,11,1.6,0,
124,Salvon Ahmed,MIA,25,RB,3,0,6,24,0,1,9,1.5,15,2.5,2,3
125,Tyrion Davis-Price,SFO,23,RB,1,0,6,21,0,1,2,0.3,19,3.2,0,
126,D'Ernest Johnson,JAX,27,RB,5,0,6,8,0,0,5,0.8,3,0.5,0,
127,Boston Scott,PHI,28,RB,4,0,6,43,0,3,35,5.8,8,1.3,2,3
128,Jonathan Taylor,IND,24,RB,1,0,6,18,0,0,5,0.8,13,2.2,0,
129,KaVontae Turpin,DAL,27,WR,5,0,6,66,1,3,45,7.5,21,3.5,1,6
130,Michael Carter,NYJ,24,RB,5,0,5,31,0,2,23,4.6,8,1.6,0,
131,DeeJay Dallas,SEA,25,RB,4,0,5,14,0,0,12,2.4,2,0.4,0,
132,Sam Darnold,SFO,26,QB,4,0,5,-5,0,,-5,-1,0,0,0,
133,Erik Ezukanma,MIA,23,WR,2,0,5,22,0,1,9,1.8,13,2.6,1,5
134,Zay Flowers,BAL,23,WR,5,5,5,11,0,0,9,1.8,2,0.4,1,5
135,D'Onta Foreman,CHI,27,RB,1,0,5,16,0,2,7,1.4,9,1.8,0,
136,Trayveon Williams,CIN,26,RB,5,0,5,20,0,1,11,2.2,9,1.8,0,
137,Emanuel Wilson,GNB,24,RB,3,0,5,11,0,,8,1.6,3,0.6,0,
138,Derius Davis,LAC,23,WR,4,0,4,61,0,2,53,13.3,8,2,0,
139,Tank Dell,HOU,24,WR,5,3,4,9,0,0,7,1.8,2,0.5,0,
140,Elijah Dotson,LAC,24,RB,4,0,4,6,0,,3,0.8,3,0.8,0,
141,Chase Edmonds,TAM,27,RB,2,0,4,20,0,2,17,4.3,3,0.8,0,
142,Gardner Minshew II,IND,27,QB,5,1,4,4,0,0,1,0.3,3,0.8,0,
143,Cooper Rush,DAL,30,QB,3,0,4,-4,0,0,-4,-1,0,0,0,
144,Tyrod Taylor,NYG,34,QB,4,0,4,16,0,1,11,2.8,5,1.3,1,4
145,Dorian Thompson-Robinson,CLE,24,QB,2,1,4,24,0,1,18,4.5,6,1.5,2,2
146,Jamal Agnew,JAX,28,WR,4,0,3,-1,0,0,-1,-0.3,0,0,0,
147,Harrison Bryant,CLE,25,TE,4,2,3,6,0,3,4,1.3,2,0.7,0,
148,Andy Dalton,CAR,36,QB,3,1,3,12,0,2,11,3.7,1,0.3,0,
149,Devin Duvernay,BAL,26,WR,5,1,3,15,0,,12,4,3,1,0,
150,Deonte Harty,BUF,26,WR,5,0,3,2,0,0,0,0,2,0.7,1,3
151,Kyle Juszczyk,SFO,32,FB,5,5,3,6,0,1,6,2,0,0,0,
152,Zonovan Knight,DET,22,RB,2,0,3,13,0,,7,2.3,6,2,0,
153,CeeDee Lamb,DAL,24,WR,5,5,3,21,0,1,18,6,3,1,1,3
154,Hunter Luepke,DAL,23,RB,5,0,3,13,1,2,5,1.7,8,2.7,0,
155,Marvin Mims,DEN,21,WR,5,2,3,13,0,0,6,2,7,2.3,0,
156,Skyy Moore,KAN,23,WR,5,4,3,23,0,1,18,6,5,1.7,0,
157,Aidan O'Connell,LVR,25,QB,1,1,3,3,1,2,3,1,0,0,0,
158,Rashaad Penny,PHI,27,RB,1,0,3,9,0,1,9,3,0,0,0,
159,Chris Rodriguez,WAS,23,RB,3,0,3,7,0,1,7,2.3,0,0,0,
160,Curtis Samuel,WAS,27,WR,5,3,3,20,1,2,7,2.3,13,4.3,0,
161,Rashid Shaheed,NOR,25,WR,5,2,3,11,0,0,11,3.7,0,0,0,
162,Kadarius Toney,KAN,24,WR,5,2,3,3,0,0,1,0.3,2,0.7,0,
163,Jameis Winston,NOR,29,QB,3,0,3,-4,0,0,-4,-1.3,0,0,0,
164,Keenan Allen,LAC,31,WR,4,4,2,6,0,1,6,3,0,0,0,
165,Tutu Atwell,LAR,24,WR,5,5,2,27,0,1,21,10.5,6,3,0,
166,Calvin Austin,PIT,24,WR,5,1,2,3,0,0,3,1.5,0,0,0,
167,Andrew Beck,HOU,27,FB,5,5,2,2,0,1,1,0.5,1,0.5,0,
168,Teddy Bridgewater,DET,31,QB,1,0,2,-2,0,,-2,-1,0,0,0,
169,DeAndre Carter,LVR,30,WR,5,1,2,3,0,1,2,1,1,0.5,0,
170,Chris Evans,CIN,26,RB,3,0,2,12,0,,7,3.5,5,2.5,0,
171,Jake Funk,IND,25,RB,4,0,2,10,0,0,10,5,0,0,0,
172,Blaine Gabbert,KAN,34,QB,1,0,2,-1,0,0,-1,-0.5,0,0,0,
173,Xavier Gipson,NYJ,22,WR,5,0,2,13,0,1,7,3.5,6,3,1,2
174,Tyler Huntley,BAL,25,QB,1,0,2,8,0,,8,4,0,0,0,
175,Alec Ingold,MIA,27,FB,5,5,2,0,0,0,0,0,0,0,0,
176,Velus Jones Jr.,CHI,26,WR,4,0,2,7,0,,-3,-1.5,10,5,0,
177,Cole Kmet,CHI,24,TE,5,5,2,1,0,1,1,0.5,0,0,0,
178,Ty Montgomery,NWE,30,WR,5,0,2,7,0,0,7,3.5,0,0,0,
179,Puka Nacua,LAR,22,WR,5,5,2,4,0,1,0,0,4,2,0,
180,Dare Ogunbowale,HOU,29,RB,1,0,2,4,0,1,1,0.5,3,1.5,0,
181,Kalif Raymond,DET,29,WR,5,3,2,51,0,2,50,25,1,0.5,0,
182,Calvin Ridley,JAX,29,WR,5,5,2,14,0,1,14,7,0,0,0,
183,Wan'Dale Robinson,NYG,22,WR,3,1,2,8,0,1,6,3,2,1,0,
184,Tyler Scott,CHI,22,WR,5,0,2,19,0,0,19,9.5,0,0,0,
185,Deven Thompkins,TAM,24,WR,4,1,2,22,0,2,20,10,2,1,0,
186,Tre Tucker,LVR,22,WR,4,0,2,50,0,2,42,21,8,4,0,
187,Ameer Abdullah,LVR,30,RB,5,0,1,4,0,0,3,3,1,1,0,
188,Nick Bawden,NYJ,27,FB,5,1,1,1,1,1,0,0,1,1,0,
189,Braxton Berrios,MIA,28,WR,5,0,1,11,0,1,1,1,10,10,1,1
190,Mike Boone,HOU,28,RB,4,0,1,4,0,1,2,2,2,2,0,
191,Chase Brown,CIN,23,RB,4,0,1,2,0,,2,2,0,0,0,
192,Marquise Brown,ARI,26,WR,5,5,1,29,0,1,29,29,0,0,0,
193,Noah Brown,HOU,27,WR,1,0,1,-1,0,,-1,-1,0,0,1,1
194,Jake Browning,CIN,27,QB,1,0,1,-1,0,,-1,-1,0,0,0,
195,Treylon Burks,TEN,23,WR,3,3,1,9,0,0,7,7,2,2,0,
196,Michael Burton,DEN,31,FB,5,0,1,3,0,1,0,0,3,3,0,
197,Jason Cabinda,DET,27,FB,3,0,1,0,0,,0,0,0,0,0,
198,Ja'Marr Chase,CIN,23,WR,5,5,1,2,0,0,0,0,2,2,0,
199,Sean Clifford,GNB,25,QB,1,0,1,0,0,,0,0,0,0,0,
200,Brandin Cooks,DAL,30,WR,4,4,1,6,0,0,4,4,2,2,0,
201,Ashtyn Davis,NYJ,27,S,5,1,1,4,0,1,2,2,2,2,0,
202,Gabriel Davis,BUF,24,WR,5,5,1,-2,0,0,-2,-2,0,0,0,
203,Demario Douglas,NWE,23,WR,5,0,1,5,0,0,4,4,1,1,0,
204,Kenyan Drake,BAL,29,RB,2,0,1,0,0,,0,0,0,0,0,
205,Gerald Everett,LAC,29,TE,4,3,1,2,0,0,2,2,0,0,0,
206,Marquise Goodwin,CLE,33,WR,4,0,1,1,0,,1,1,0,0,0,
207,Peyton Hendershot,DAL,24,TE,3,0,1,0,0,,0,0,0,0,0,
208,Connor Heyward,PIT,24,TE,5,0,1,0,0,0,0,0,0,0,0,
209,Tyreek Hill,MIA,29,WR,5,5,1,14,0,1,0,0,14,14,1,1
210,KhaDarel Hodge,ATL,28,WR,5,0,1,0,0,0,0,0,0,0,0,
211,Evan Hull,IND,23,RB,1,0,1,1,0,,1,1,0,0,0,
212,Rakim Jarrett,TAM,22,WR,4,0,1,0,0,,0,0,0,0,0,
213,Van Jefferson,LAR,27,WR,5,4,1,4,0,0,3,3,1,1,0,
214,Christian Kirk,JAX,27,WR,5,5,1,6,0,0,6,6,0,0,0,
215,Drew Lock,SEA,27,QB,1,0,1,11,0,1,11,11,0,0,0,
216,Isaiah McKenzie,IND,28,WR,5,0,1,4,0,0,4,4,0,0,0,
217,Jakobi Meyers,LVR,27,WR,4,4,1,0,0,0,0,0,0,0,0,
218,Keisean Nixon,GNB,26,CB,5,3,1,11,0,1,0,0,11,11,1,1
219,George Pickens,PIT,22,WR,5,5,1,16,0,1,16,16,0,0,0,
220,Kyle Pitts,ATL,23,TE,5,4,1,-4,0,0,-4,-4,0,0,0,
221,Brandon Powell,MIN,28,WR,5,0,1,9,0,0,9,9,0,0,0,
222,Adam Prentice,NOR,26,FB,5,1,1,5,0,,5,5,0,0,0,
223,Jayden Reed,GNB,23,WR,5,4,1,-2,0,0,-2,-2,0,0,0,
224,Jalen Reeves-Maybin,DET,28,LB,5,0,1,3,0,1,3,3,0,0,0,
225,Rashee Rice,KAN,23,WR,5,0,1,-3,0,0,-3,-3,0,0,0,
226,Ben Skowronek,LAR,26,WR,5,0,1,11,0,1,5,5,6,6,0,
227,Amon-Ra St. Brown,DET,24,WR,4,4,1,4,0,0,0,0,4,4,0,
228,Adam Thielen,CAR,33,WR,5,5,1,6,0,0,2,2,4,4,0,
229,Logan Thomas,WAS,32,TE,4,4,1,2,0,1,0,0,2,2,0,
230,Zeke Turner,ARI,27,LB,5,1,1,2,0,1,2,2,0,0,0,
231,Jaylen Waddle,MIA,25,WR,4,4,1,-2,0,0,-2,-2,0,0,0,
232,Christian Watson,GNB,24,WR,2,2,1,-5,0,0,-5,-5,0,0,0,
233,Mike White,MIA,28,QB,1,0,1,-1,0,0,-1,-1,0,0,0,
234,Mike Williams,LAC,29,WR,3,3,1,3,0,0,2,2,1,1,0,
