,,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Clayton Tune,,0,QB,QB2,4400,ARI,@ SEA,22,18.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,28,26,26,43,241,241,,,,,,,,,,,,,,,,,,,,,
Sean Tucker,,0,RB,RB3,4300,TB,vs ATL,2,20.25,1.9,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,31,53,53,44,241,241,,,,,,,,5,7.67,,0.67,0.67,3,,,,,,,,
Pierre Strong,,0,RB,RB3,4200,CLE,@ IND,26,21,5,6.8,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,32,53,53,45,241,241,,,,,,,,2.56,19.67,0.22,0.89,0.78,4.67,,,,,,,,
Mason Rudolph,,0,QB,QB3,4200,PIT,@ LAR,8,20.25,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,31,0,29,26,26,45,241,241,24,14.75,147.88,0.69,1,1,77.11,2.06,5.63,,,,,,,,,,,,
Clyde Edwards-Helaire,,0,RB,RB3,4200,KC,vs LAC,24,26.25,7.2,9.8,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,35,0,32,53,53,45,241,241,,,,,,,,10.28,44.15,0.31,2.74,2,15.72,0.15,,,,,,,
Sean Clifford,,0,QB,QB2,4100,GB,@ DEN,31,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,30,26,26,46,241,241,,,,,,,,1,,,,,,,,,,,,,
Patrick Ricard,,0,RB,FB1,4000,BAL,vs DET,20,22.25,1.4,1.3,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,34,53,53,47,241,241,,,,,,,,,,,,,,,,,,,,,
Ameer Abdullah,,0,RB,RB3,4000,LV,@ CHI,28,20.25,5,3.4,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,34,53,53,47,241,241,,,,,,,,3.92,15.17,0.06,1.98,1.42,10.65,0.08,,,,,,,
Brandon Bolden,,0,RB,RB4,4000,LV,@ CHI,28,20.25,5.3,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,34,53,53,47,241,241,,,,,,,,2.43,10.97,0.1,1.63,1.24,11.63,0.1,,,,,,,
Jakob Johnson,,0,RB,FB1,4000,LV,@ CHI,28,20.25,1.7,0.6,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,34,53,53,47,241,241,,,,,,,,,,,,,,,,,,,,,
Darrynton Evans,,0,RB,RB4,4000,CHI,vs LV,27,17.25,4.1,3.6,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,34,53,53,47,241,241,,,,,,,,3.9,15.7,,0.8,0.6,7.3,0.1,,,,,,,
Khari Blasingame,,0,RB,FB1,4000,CHI,vs LV,27,17.25,1.5,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,34,53,53,47,241,241,,,,,,,,0.46,1.33,,0.63,0.46,4.08,,,,,,,,
Trey Sermon,,0,RB,RB3,4000,IND,vs CLE,16,19,4.1,1.9,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,34,53,53,47,241,241,,,,,,,,5.11,21.44,0.11,0.56,0.33,2.89,,,,,,,,
Will Grier,,0,QB,QB4,4000,NE,vs BUF,2,16.25,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,31,26,26,47,241,241,26,14,114,2,3,,4.25,3.5,11,,,,,,,,,,,,
Damien Harris,!,0,RB,RB3,4000,BUF,@ NE,11,24.25,7.2,8.3,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,29,0,34,53,53,47,241,241,,,,,,,,10.98,50.91,0.49,1.21,0.98,6.91,,,,,,,,
Reggie Gilliam,,0,RB,FB1,4000,BUF,@ NE,11,24.25,2.6,3.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,34,53,53,47,241,241,,,,,,,,0.15,0.15,,0.9,0.7,5.55,0.1,,,,,,,
Gary Brightwell,,0,RB,RB4,4000,NYG,vs WAS,18,18.75,2.5,1.9,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,34,53,53,47,241,241,,,,,,,,1.58,6.31,0.04,0.62,0.42,3.54,,,,,,,,
Eric Gray,,0,RB,RB3,4000,NYG,vs WAS,18,18.75,1.3,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,34,53,53,47,241,241,,,,,,,,2.17,4.5,,0.17,0.17,0.17,,,,,,,,
Chris Rodriguez Jr.,,0,RB,RB3,4000,WAS,@ NYG,23,20.75,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,34,53,53,47,241,241,,,,,,,,4,23,,,,,,,,,,,,
Logan Woodside,,0,QB,QB3,4000,ATL,@ TB,21,18.25,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,31,26,26,47,241,241,0.33,0.11,0.78,,,,15.04,1.44,0.44,,,,,,,,,,,,
Cordarrelle Patterson,,0,RB,RB3,4000,ATL,@ TB,1,18.25,7,12.4,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,34,53,53,47,241,241,0.01,,,,,,0.32,3.57,16.57,0.15,2.31,1.72,15.46,0.08,,,,,,,
Keith Smith,,0,RB,FB1,4000,ATL,@ TB,1,18.25,1.1,0.2,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,34,53,53,47,241,241,,,,,,,,,,,,,,,,,,,,,
Godwin Igwebuike,,0,RB,RB3,4000,PIT,@ LAR,25,20.25,0.7,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,34,53,53,47,241,241,,,,,,,,0.6,0.8,,0.2,0.2,0.6,,,,,,,,
DeeJay Dallas,,0,RB,RB3,4000,SEA,vs ARI,31,25.75,4.9,3.1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,34,53,53,47,241,241,0.02,,,0.02,,,,2.33,9.7,0.09,1.43,1.26,8.28,0.02,,,,,,,
Emanuel Wilson,,0,RB,RB3,4000,GB,@ DEN,30,23,0.9,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,34,53,53,47,241,241,,,,,,,,2.5,5.5,,0.5,0.5,3,,,,,,,,
Dwayne Washington,,0,RB,RB4,4000,DEN,vs GB,21,22,2.7,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,34,53,53,47,241,241,,,,,,,,3.73,13.16,0.02,0.47,0.36,2.24,,,,,,,,
Michael Burton,,0,RB,FB1,4000,DEN,vs GB,21,22,1.9,0.3,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,34,53,53,47,241,241,,,,,,,,,,,,,,,,,,,,,
Elijah Dotson,,0,RB,RB4,4000,LAC,@ KC,14,21.25,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,34,53,53,47,241,241,,,,,,,,4,6,,2,2,13,,,,,,,,
Nathan Rourke,,0,QB,QB3,4000,JAC,@ NO,3,19.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,31,26,26,47,241,241,,,,,,,,,,,,,,,,,,,,,
Jake Haener,,0,QB,QB4,4000,NO,vs JAC,23,20.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,31,26,26,47,241,241,,,,,,,,,,,,,,,,,,,,,
D'Ernest Johnson,,0,RB,RB3,4000,JAC,@ NO,15,19.25,6,0.6,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,34,53,53,47,241,241,,,,,,,,3.02,15.61,0.06,0.86,0.69,4.98,,,,,,,,
JaMycal Hasty,,0,RB,RB4,4000,JAC,@ NO,15,19.25,4.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,34,53,53,47,241,241,,,,,,,,3.16,12.81,0.13,2.03,1.56,9.88,0.03,,,,,,,
Jordan Mims,,0,RB,RB3,4000,NO,vs JAC,4,20.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,34,53,53,47,241,241,,,,,,,,,,,,,,,,,,,,,
Tanner McKee,,0,QB,QB3,4000,PHI,vs MIA,24,26.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,31,26,26,47,241,241,,,,,,,,,,,,,,,,,,,,,
Skylar Thompson,,0,QB,QB3,4000,MIA,@ PHI,26,24.75,3.1,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,3,0,31,26,26,47,241,241,15,8.57,76.29,0.43,,0.14,,2,3,,,,,,,,,,,,
Boston Scott,,0,RB,RB3,4000,PHI,vs MIA,19,26.75,7.2,3.1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,34,53,53,47,241,241,,,,,,,,5.29,22.84,0.29,1.59,1.29,9.96,0.02,,,,,,,
Rashaad Penny,,0,RB,RB4,4000,PHI,vs MIA,19,26.75,9.9,11,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,34,53,53,47,241,241,,,,,,,,8.29,47,0.32,0.9,0.68,5.54,0.02,,,,,,,
Chris Brooks,!,0,RB,RB3,4000,MIA,@ PHI,13,24.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,34,53,53,47,241,241,,,,,,,,,,,,,,,,,,,,,
Alec Ingold,!,0,RB,FB1,4000,MIA,@ PHI,13,24.75,3.1,3.2,2.9,0,0,0,0,0,0,0,0,0,2.39,0.0658,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,34,53,53,47,241,241,,,,,,,,,,,,,,,,,,,,,
Brandon Allen,,0,QB,QB3,4000,SF,@ MIN,12,25.5,7.7,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,31,26,26,47,241,241,18.79,10.64,115.07,0.43,1.5,0.71,74.05,2.36,4.57,,0.07,,,,,,,,,,
Tyrion Davis-Price,,0,RB,RB4,4000,SF,@ MIN,22,25.5,1.2,2,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,40,0,34,53,53,47,241,241,,,,,,,,6.67,20,,0.33,,,,,,,,,,
Kyle Juszczyk,,0,RB,FB1,4000,SF,@ MIN,22,25.5,3.8,4.1,4.1,0,0,0,0,0,0,0,0,0,1.6,0.05,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,22,0,34,53,53,47,241,241,,,,,,,,,,,,,,,,,,,,,
Ty Chandler,,0,RB,RB3,4000,MIN,vs SF,3,18.5,1.4,2,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,26,0,34,53,53,47,241,241,,,,,,,,2,8.86,,0.71,0.57,4.43,,,,,,,,
Kene Nwangwu,,0,RB,RB4,4000,MIN,vs SF,3,18.5,3,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,34,53,53,47,241,241,,,,,,,,0.96,3.26,,0.3,0.26,1.3,,,,,,,,
C.J. Ham,,0,RB,FB1,4000,MIN,vs SF,3,18.5,2.4,2.8,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,34,53,53,47,241,241,,,,,,,,,,,,,,,,,,,,,
Myles Gaskin,,0,RB,RB3,4000,LAR,vs PIT,6,,8.1,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,24,0,34,53,53,47,241,241,,,,,,,,10.03,37.64,0.19,3.56,2.81,19.47,0.17,,,,,,,
Josh Johnson,,0,QB,QB3,4000,BAL,vs DET,15,22.25,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,36,0,31,26,26,47,241,241,27,18.33,207,0.67,1,1.67,67.23,3,9.33,,,,,,,,,,,,
Keaton Mitchell,,0,RB,RB3,4000,BAL,vs DET,20,22.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,34,53,53,47,241,241,,,,,,,,,,,,,,,,,,,,,
Kalif Raymond,,0,WR,WR5,3400,DET,@ BAL,14,19.25,5.6,6.5,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,47,102,102,53,241,241,,,,,,,,0.23,1.45,,2.44,1.72,23.91,0.09,,,,,,,
Ronnie Bell,,0,WR,WR5,3300,SF,@ MIN,25,25.5,4.3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,48,102,102,54,241,241,,,,,,,,,,,1,0.75,7.75,0.25,,,,,,,
Devin Duvernay,,0,WR,WR5,3000,BAL,vs DET,19,22.25,4.8,8.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,4,0,51,102,102,57,241,241,,,,,,,,0.51,4.29,0.02,2.53,1.8,17.41,0.1,,,,,,,
Antoine Green,,0,WR,WR6,3000,DET,@ BAL,14,19.25,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,51,102,102,57,241,241,,,,,,,,,,,1,1,2,,,,,,,,
DeAndre Carter,,0,WR,WR5,3000,LV,@ CHI,23,20.25,4.7,6.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,51,102,102,57,241,241,,,,,,,,0.18,1,,1.88,1.29,15.04,0.07,,,,,,,
Kristian Wilkerson,,0,WR,WR6,3000,LV,@ CHI,23,20.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,51,102,102,57,241,241,,,,,,,,,,,8,4,42,2,,,,,,,
Trent Taylor,,0,WR,WR5,3000,CHI,vs LV,15,17.25,3.9,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,51,102,102,57,241,241,,,,,,,,0.06,0.23,,2.08,1.34,12.83,0.05,,,,,,,
Isaiah McKenzie,,0,WR,WR5,3000,IND,vs CLE,3,19,6,8,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,51,102,102,57,241,241,0.01,0.01,0.14,,,0.01,1.88,0.58,2.82,0.05,2.65,1.81,16.95,0.13,,,,,,,
David Bell,,0,WR,WR6,3000,CLE,@ IND,27,21,2.1,1.4,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,51,102,102,57,241,241,,,,,,,,,,,2.2,1,10.2,,,,,,,,
Marquise Goodwin,,0,WR,WR5,3000,CLE,@ IND,27,21,7.1,7.5,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,51,102,102,57,241,241,,,,,,,,0.18,1.13,,3.99,2.09,32.95,0.18,,,,,,,
Tim Jones,,0,WR,WR5,3000,JAC,@ NO,1,19.25,1.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,51,102,102,57,241,241,,,,,,,,,,,1.25,0.75,2.5,,,,,,,,
Elijah Cooks,,0,WR,WR6,3000,JAC,@ NO,1,19.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,51,102,102,57,241,241,,,,,,,,,,,,,,,,,,,,,
Tyquan Thornton,,0,WR,WR5,3000,NE,vs BUF,10,16.25,5.8,5.5,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,51,102,102,57,241,241,,,,,,,,0.23,1.23,0.08,3.62,1.77,19.46,0.15,,,,,,,
Lynn Bowden,,0,WR,WR5,3000,NO,vs JAC,5,20.25,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,51,102,102,57,241,241,0.2,0.1,3.2,,,,15.84,0.9,3.2,,3.8,2.8,21.1,,,,,,,,
Kayshon Boutte,,0,WR,WR7,3000,NE,vs BUF,10,16.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,51,102,102,57,241,241,,,,,,,,,,,4,,,,,,,,,,
A.T. Perry,,0,WR,WR6,3000,NO,vs JAC,5,20.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,51,102,102,57,241,241,,,,,,,,,,,,,,,,,,,,,
Matt Slater,,0,WR,WR8,3000,NE,vs BUF,10,16.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,51,102,102,57,241,241,,,,,,,,,,,,,,,,,,,,,
Trent Sherfield,,0,WR,WR5,3000,BUF,@ NE,21,24.25,4,5.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,51,102,102,57,241,241,,,,,,,,,,,2.23,1.26,15.49,0.07,,,,,,,
Britain Covey,,0,WR,WR4,3000,PHI,vs MIA,22,26.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,51,102,102,57,241,241,,,,,,,,,,,,,,,,,,,,,
Parris Campbell,,0,WR,WR6,3000,NYG,vs WAS,11,18.75,5.6,8.8,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,18,0,51,102,102,57,241,241,,,,,0.03,,,0.29,2.84,,4.42,2.97,28.11,0.13,,,,,,,
Chosen Anderson,,0,WR,WR5,3000,MIA,@ PHI,26,24.75,8,4.7,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,22,0,51,102,102,57,241,241,,,,,,,,0.15,0.92,,6.3,3.51,46.94,0.28,,,,,,,
Chase Claypool,,0,WR,WR6,3000,MIA,@ PHI,26,24.75,8.3,7.1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,21,0,51,102,102,57,241,241,0.02,0.02,0.02,,,0.02,2.42,0.67,3.49,0.04,6.27,3.49,45.61,0.27,,,,,,,
Byron Pringle,,0,WR,WR5,3000,WAS,@ NYG,18,20.75,5.9,4.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,5,0,51,102,102,57,241,241,,,,,,,,,,,2.85,2,26.55,0.23,,,,,,,
Jamison Crowder,,0,WR,WR6,3000,WAS,@ NYG,18,20.75,7.8,3,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,25,0,51,102,102,57,241,241,0.03,0.01,0.41,,0.01,0.01,2.24,0.16,0.77,,5.95,3.96,44.38,0.26,,,,,,,
Mitchell Tinsley,,0,WR,WR7,3000,WAS,@ NYG,18,20.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,51,102,102,57,241,241,,,,,,,,,,,,,,,,,,,,,
Sterling Shepard,,0,WR,WR5,3000,NYG,vs WAS,11,18.75,8,11.5,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,34,0,51,102,102,57,241,241,,,,,,,,0.29,2.25,0.01,7.01,4.61,51.55,0.28,,,,,,,
Rakim Jarrett,,0,WR,WR5,3000,TB,vs ATL,31,20.25,0.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,30,0,51,102,102,57,241,241,,,,,,,,0.33,,,0.67,0.67,3.33,,,,,,,,
Scotty Miller,,0,WR,WR5,3000,ATL,@ TB,29,18.25,5.7,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,51,102,102,57,241,241,,,,,,,,0.18,1.84,0.02,3,1.75,21.32,0.09,,,,,,,
Gunner Olszewski,,0,WR,WR5,3000,PIT,@ LAR,16,20.25,1.9,0.9,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,51,102,102,57,241,241,,,,,,,,0.26,1.34,,0.38,0.28,3.4,0.02,,,,,,,
Demarcus Robinson,,0,WR,WR5,3000,LAR,vs PIT,4,23.25,5.8,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,5,0,51,102,102,57,241,241,,,,,,,,,,,3.59,2.3,25.62,0.2,,,,,,,
Austin Trammell,,0,WR,WR6,3000,LAR,vs PIT,4,23.25,1,1.6,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,51,102,102,57,241,241,,,,,,,,,,,0.67,0.33,2.17,,,,,,,,
Greg Dortch,,0,WR,WR5,3000,ARI,@ SEA,7,18.75,6.9,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,51,102,102,57,241,241,,,,,,,,0.28,2.34,,2.34,1.9,16.62,0.07,,,,,,,
Samori Toure,,0,WR,WR5,3000,GB,@ DEN,8,23,2.9,4.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,26,0,51,102,102,57,241,241,,,,,,,,,,,2.38,1.13,17.63,0.13,,,,,,,
Malik Heath,,0,WR,WR6,3000,GB,@ DEN,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,51,102,102,57,241,241,,,,,,,,,,,1.33,,,,,,,,,,
Justin Watson,!,0,WR,WR5,3000,KC,vs LAC,12,26.25,4.5,3.4,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,51,102,102,57,241,241,,,,,,,,,,,2.33,1.23,20.31,0.1,,,,,,,
Simi Fehoko,,0,WR,WR6,3000,LAC,@ KC,6,21.25,1.3,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,28,0,51,102,102,57,241,241,,,,,,,,,,,1.33,1,8,,,,,,,,
Keelan Doss,,0,WR,WR5,3000,LAC,@ KC,6,21.25,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,43,0,51,102,102,57,241,241,,,,,,,,,,,2.33,1.83,22.17,,,,,,,,
Justyn Ross,,0,WR,WR6,3000,KC,vs LAC,12,26.25,2,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,5,0,51,102,102,57,241,241,,,,,,,,,,,2,1,11.33,,,,,,,,
Montrell Washington,,0,WR,WR7,3000,KC,vs LAC,12,26.25,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,51,102,102,57,241,241,,,,,,,,0.33,2,,0.6,0.27,0.13,,,,,,,,
Foster Moreau,,0,TE,TE3,2700,NO,vs JAC,6,20.25,4.3,6.2,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,26,0,23,46,46,60,241,241,,,,,,,,,0.04,,2.8,1.96,23.32,0.26,,,,,,,
