,,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
JaMycal Hasty,,0,RB,RB4,4000,JAC,vs IND,27,23.25,4.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,39,59,59,50,277,277,,,,,,,,3.16,12.81,0.13,2.03,1.56,9.88,0.03,,,,,,,
Trey Sermon,,0,RB,RB3,4000,IND,@ JAC,5,20.25,4.1,1.9,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,39,59,59,50,277,277,,,,,,,,5.75,24.13,0.13,0.5,0.38,3.25,,,,,,,,
Skylar Thompson,,0,QB,QB3,4000,MIA,vs CAR,16,30.75,3.1,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,3,0,33,31,31,50,277,277,15,8.57,76.29,0.43,,0.14,,2,3,,,,,,,,,,,,
Alec Ingold,!,0,RB,FB1,4000,MIA,vs CAR,29,30.75,3.1,3.2,2.9,0,0,0,0,0,0,0,0,0,2.3,0.0614,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,39,59,59,50,277,277,,,,,,,,,,,,,,,,,,,,,
Devine Ozigbo,,0,RB,RB3,4000,DET,@ TB,3,22.75,2.7,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,39,59,59,50,277,277,,,,,,,,1.27,2.64,,1.45,1.27,6.82,,,,,,,,
Will Grier,,0,QB,QB3,4000,NE,@ LV,15,19.75,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,33,31,31,50,277,277,26,14,114,2,3,,4.25,3.5,11,,,,,,,,,,,,
Malik Cunningham,,0,QB,QB4,4000,NE,@ LV,15,19.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,33,31,31,50,277,277,,,,,,,,,,,,,,,,,,,,,
Brandon Bolden,,0,RB,RB4,4000,LV,vs NE,9,21.75,5.3,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,39,59,59,50,277,277,,,,,,,,2.43,10.97,0.1,1.63,1.24,11.63,0.1,,,,,,,
Jakob Johnson,,0,RB,FB1,4000,LV,vs NE,9,21.75,1.7,0.6,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,39,59,59,50,277,277,,,,,,,,,,,,,,,,,,,,,
Damien Williams,,0,RB,RB4,4000,ARI,@ LAR,25,20.25,8.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,39,59,59,50,277,277,,,,,,,,4.53,19.29,0.23,2.51,1.88,14.55,0.17,,,,,,,
Zach Evans,,0,RB,RB3,4000,LAR,vs ARI,32,27.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,39,59,59,50,277,277,,,,,,,,,,,,,,,,,,,,,
Tanner McKee,,0,QB,QB3,4000,PHI,@ NYJ,5,24.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,33,31,31,50,277,277,,,,,,,,,,,,,,,,,,,,,
Tim Boyle,,0,QB,QB2,4000,NYJ,vs PHI,29,18.25,5.1,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,33,31,31,50,277,277,6.63,4.13,35.88,0.5,0.06,0.19,16.61,1.38,-0.31,,,,,,,,,,,,
Boston Scott,,0,RB,RB3,4000,PHI,@ NYJ,17,24.25,7.3,3.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,39,59,59,50,277,277,,,,,,,,5.35,23.22,0.29,1.6,1.29,9.89,0.02,,,,,,,
Rashaad Penny,,0,RB,RB4,4000,PHI,@ NYJ,17,24.25,9.9,11,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,39,59,59,50,277,277,,,,,,,,8.29,47,0.32,0.9,0.68,5.54,0.02,,,,,,,
Michael Carter,,0,RB,RB3,4000,NYJ,vs PHI,10,18.25,6.6,7.9,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,23,0,39,59,59,50,277,277,,,,,,,,7.6,30.63,0.2,3.43,2.46,18.77,,,,,,,,
Israel Abanikanda,,0,RB,RB4,4000,NYJ,vs PHI,10,18.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,39,59,59,50,277,277,,,,,,,,,,,,,,,,,,,,,
Nick Bawden,!,0,RB,FB1,4000,NYJ,vs PHI,10,18.25,1.8,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,14,0,39,59,59,50,277,277,,,,,,,,0.14,0.14,0.14,1,0.71,5.29,,,,,,,,
Justin Watson,,0,WR,WR5,3300,KC,vs DEN,11,28.75,4.5,3.4,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,51,118,118,57,277,277,,,,,,,,,,,2.37,1.26,20.84,0.11,,,,,,,
Parris Campbell,,0,WR,WR6,3200,NYG,@ BUF,19,14.25,5.6,8.8,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,20,0,52,118,118,58,277,277,,,,,0.03,,,0.3,2.92,,4.54,3.05,28.86,0.14,,,,,,,
John Metchie III,,0,WR,WR5,3100,HOU,vs NO,1,20.75,0.5,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,85,0,53,118,118,59,277,277,,,,,,,,,,,1.75,1.5,18,,,,,,,,
Terrace Marshall Jr.,,0,WR,WR5,3100,CAR,@ MIA,24,16.75,4.2,6.4,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,18,0,53,118,118,59,277,277,,,,,,,,,,,3.61,2.18,26.5,0.04,,,,,,,
Byron Pringle,,0,WR,WR5,3000,WAS,@ ATL,30,20.75,5.9,4.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,5,0,54,118,118,60,277,277,,,,,,,,,,,2.85,2,26.55,0.23,,,,,,,
Jamison Crowder,,0,WR,WR6,3000,WAS,@ ATL,30,20.75,7.8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,26,0,54,118,118,60,277,277,0.03,0.01,0.41,,0.01,0.01,2.26,0.16,0.78,,6.01,4,44.8,0.27,,,,,,,
Mitchell Tinsley,,0,WR,WR7,3000,WAS,@ ATL,30,20.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,54,118,118,60,277,277,,,,,,,,,,,,,,,,,,,,,
Scotty Miller,,0,WR,WR5,3000,ATL,vs WAS,9,21.75,5.8,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,54,118,118,60,277,277,,,,,,,,0.19,1.88,0.02,3.02,1.77,21.72,0.09,,,,,,,
Trishton Jackson,,0,WR,WR5,3000,MIN,@ CHI,13,23.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,54,118,118,60,277,277,,,,,,,,,,,,,,,,,,,,,
Trent Taylor,,0,WR,WR5,3000,CHI,vs MIN,29,20.25,3.9,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,54,118,118,60,277,277,,,,,,,,0.06,0.23,,2.09,1.36,13.03,0.05,,,,,,,
Cody Thompson,,0,WR,WR5,3000,SEA,@ CIN,18,20.75,0.9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,54,118,118,60,277,277,,,,,,,,,,,0.33,0.33,3.33,,,,,,,,
Andrei Iosivas,,0,WR,WR5,3000,CIN,vs SEA,5,23.75,0.9,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,54,118,118,60,277,277,,,,,,,,,,,1,0.5,4.5,,,,,,,,
Ray-Ray McCloud,,0,WR,WR5,3000,SF,@ CLE,4,22.25,3.6,3.4,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,54,118,118,60,277,277,,,,,,,,0.18,2.38,0.01,1.79,1.19,9.65,0.01,,,,,,,
Marquise Goodwin,,0,WR,WR5,3000,CLE,vs SF,26,13.25,7.1,7.5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,54,118,118,60,277,277,,,,,,,,0.17,0.9,,4.01,2.1,33.31,0.19,,,,,,,
Jaelon Darden,,0,WR,WR6,3000,CLE,vs SF,26,13.25,1.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,54,118,118,60,277,277,,,,,,,,0.09,0.57,,0.61,0.35,3,,,,,,,,
Lynn Bowden,,0,WR,WR5,3000,NO,@ HOU,7,21.75,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,54,118,118,60,277,277,0.2,0.1,3.2,,,,15.84,0.9,3.2,,3.8,2.8,21.1,,,,,,,,
A.T. Perry,,0,WR,WR6,3000,NO,@ HOU,7,21.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,54,118,118,60,277,277,,,,,,,,,,,,,,,,,,,,,
Xavier Hutchinson,,0,WR,WR6,3000,HOU,vs NO,1,20.75,0.9,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,54,118,118,60,277,277,,,,,,,,,,,0.67,0.33,3,,,,,,,,
Elijah Cooks,,0,WR,WR5,3000,JAC,vs IND,16,23.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,54,118,118,60,277,277,,,,,,,,,,,,,,,,,,,,,
Amari Rodgers,,0,WR,WR5,3000,IND,@ JAC,14,20.25,3.1,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,54,118,118,60,277,277,,,,,,,,0.1,0.58,,1.03,0.65,8.03,0.03,,,,,,,
Devin Duvernay,,0,WR,WR5,3000,BAL,@ TEN,17,23.75,4.8,8.7,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,6,0,54,118,118,60,277,277,,,,,,,,0.52,4.38,0.02,2.58,1.84,17.76,0.1,,,,,,,
Ihmir Smith-Marsette,,0,WR,WR6,3000,CAR,@ MIA,24,16.75,5.7,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,54,118,118,60,277,277,,,,,,,,0.07,-0.07,,0.67,0.4,8.73,0.13,,,,,,,
Colton Dowell,,0,WR,WR5,3000,TEN,vs BAL,21,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,54,118,118,60,277,277,,,,,,,,,,,1,,,,,,,,,,
Chosen Anderson,,0,WR,WR5,3000,MIA,vs CAR,31,30.75,8,4.7,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,22,0,54,118,118,60,277,277,,,,,,,,0.15,0.92,,6.3,3.51,46.94,0.28,,,,,,,
Chase Claypool,,0,WR,WR6,3000,MIA,vs CAR,31,30.75,8.3,7.1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,21,0,54,118,118,60,277,277,0.02,0.02,0.02,,,0.02,2.42,0.67,3.49,0.04,6.27,3.49,45.61,0.27,,,,,,,
Justyn Ross,,0,WR,WR6,3000,KC,vs DEN,11,28.75,2,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,5,0,54,118,118,60,277,277,,,,,,,,,,,2,1,11.33,,,,,,,,
Rakim Jarrett,,0,WR,WR5,3000,TB,vs DET,22,19.75,0.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,30,0,54,118,118,60,277,277,,,,,,,,0.33,,,0.67,0.67,3.33,,,,,,,,
Montrell Washington,,0,WR,WR7,3000,KC,vs DEN,11,28.75,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,54,118,118,60,277,277,,,,,,,,0.36,2.14,,0.64,0.29,0.14,,,,,,,,
Marvin Jones,,0,WR,WR5,3000,DET,@ TB,28,22.75,8.7,7.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,28,0,54,118,118,60,277,277,,,,,,,,0.07,0.29,,6.54,3.94,53.79,0.38,,,,,,,
Antoine Green,,0,WR,WR6,3000,DET,@ TB,28,22.75,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,54,118,118,60,277,277,,,,,,,,,,,1,1,2,,,,,,,,
Lil'Jordan Humphrey,,0,WR,WR5,3000,DEN,@ KC,12,18.75,4,1.3,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,15,0,54,118,118,60,277,277,,,,,,,,,,,1.94,1.29,20.06,0.24,,,,,,,
Sterling Shepard,,0,WR,WR5,3000,NYG,@ BUF,19,14.25,8,11.5,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,34,0,54,118,118,60,277,277,,,,,,,,0.29,2.25,0.01,7.01,4.61,51.55,0.28,,,,,,,
Matt Slater,,0,WR,WR6,3000,NE,@ LV,25,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,54,118,118,60,277,277,,,,,,,,,,,,,,,,,,,,,
Jalen Reagor,,0,WR,WR5,3000,NE,@ LV,25,19.75,4.1,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,54,118,118,60,277,277,,,,,,,,0.4,1.84,,2.76,1.6,17.76,0.09,,,,,,,
Trent Sherfield,,0,WR,WR5,3000,BUF,vs NYG,20,29.25,4,5.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,54,118,118,60,277,277,,,,,,,,,,,2.27,1.29,15.77,0.07,,,,,,,
DeAndre Carter,,0,WR,WR5,3000,LV,vs NE,23,21.75,4.7,6.7,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,54,118,118,60,277,277,,,,,,,,0.18,1.01,,1.89,1.3,15.22,0.07,,,,,,,
Kristian Wilkerson,,0,WR,WR6,3000,LV,vs NE,23,21.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,54,118,118,60,277,277,,,,,,,,,,,8,4,42,2,,,,,,,
Greg Dortch,,0,WR,WR5,3000,ARI,@ LAR,8,20.25,7,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,54,118,118,60,277,277,,,,,,,,0.29,2.43,,2.39,1.96,17.21,0.07,,,,,,,
Simi Fehoko,,0,WR,WR5,3000,LAC,vs DAL,32,24.75,1.3,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,28,0,54,118,118,60,277,277,,,,,,,,,,,1.33,1,8,,,,,,,,
Demarcus Robinson,,0,WR,WR5,3000,LAR,vs ARI,15,27.25,5.8,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,5,0,54,118,118,60,277,277,,,,,,,,,,,3.59,2.3,25.62,0.2,,,,,,,
Austin Trammell,,0,WR,WR6,3000,LAR,vs ARI,15,27.25,0.8,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,54,118,118,60,277,277,,,,,,,,,,,0.8,0.4,2.6,,,,,,,,
KaVontae Turpin,,0,WR,WR5,3000,DAL,@ LAC,3,25.75,3.7,0.2,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,54,118,118,60,277,277,,,,,,,,0.69,6.38,0.08,0.62,0.46,4.62,0.08,,,,,,,
Jalen Brooks,,0,WR,WR6,3000,DAL,@ LAC,3,25.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,54,118,118,60,277,277,,,,,,,,,,,,,,,,,,,,,
Britain Covey,,0,WR,WR4,3000,PHI,@ NYJ,2,24.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,54,118,118,60,277,277,,,,,,,,,,,,,,,,,,,,,
Devon Allen,,0,WR,WR5,3000,PHI,@ NYJ,2,24.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,54,118,118,60,277,277,,,,,,,,,,,,,,,,,,,,,
Irvin Charles,,0,WR,WR7,3000,NYJ,vs PHI,27,18.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,54,118,118,60,277,277,,,,,,,,,,,,,,,,,,,,,
Mecole Hardman,,0,WR,WR5,3000,NYJ,vs PHI,27,18.25,6.3,11.7,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,22,0,54,118,118,60,277,277,,,,,,,,0.34,1.95,0.03,3.72,2.56,34.8,0.26,,,,,,,
Jason Brownlee,,0,WR,WR6,3000,NYJ,vs PHI,27,18.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,54,118,118,60,277,277,,,,,,,,,,,,,,,,,,,,,
Cole Turner,,0,TE,TE3,2500,WAS,@ ATL,2,20.75,2.5,0.9,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,52,52,65,277,277,,,,,,,,,,,2.1,1,10.5,,,,,,,,
Curtis Hodges,,0,TE,TE4,2500,WAS,@ ATL,2,20.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,26,52,52,65,277,277,,,,,,,,,,,,,,,,,,,,,
MyCole Pruitt,,0,TE,TE3,2500,ATL,vs WAS,26,21.75,3.2,5.5,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,11,0,26,52,52,65,277,277,,,,,,,,,,,1.62,1.21,12.41,0.19,,,,,,,
John FitzPatrick,,0,TE,TE4,2500,ATL,vs WAS,26,21.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,52,52,65,277,277,,,,,,,,,,,,,,,,,,,,,
Johnny Mundt,,0,TE,TE3,2500,MIN,@ CHI,4,23.25,2.1,3,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,9,0,26,52,52,65,277,277,,,,,,,,,,,1.35,1.15,9.35,0.04,,,,,,,
Nick Muse,,0,TE,TE4,2500,MIN,@ CHI,4,23.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,26,52,52,65,277,277,,,,,,,,,,,,,,,,,,,,,
Marcedes Lewis,,0,TE,TE3,2500,CHI,vs MIN,25,20.25,3.9,4.4,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,52,52,65,277,277,,,,,,,,,,,2.2,1.36,14.7,0.14,,,,,,,
Colby Parkinson,,0,TE,TE3,2500,SEA,@ CIN,21,20.75,3.6,4.9,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,10,0,26,52,52,65,277,277,,,,,,,,,,,2.25,1.58,19.08,0.08,,,,,,,
Brady Russell,,0,TE,TE4,2500,SEA,@ CIN,21,20.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,52,52,65,277,277,,,,,,,,,,,,,,,,,,,,,
Drew Sample,,0,TE,TE2,2500,CIN,vs SEA,20,23.75,3.3,0.9,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,3,0,26,52,52,65,277,277,,,,,,,,,,,2.36,1.82,14.06,0.03,,,,,,,
Mitchell Wilcox,,0,TE,TE3,2500,CIN,vs SEA,20,23.75,3.3,4.1,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,52,52,65,277,277,,,,,,,,,,,1.69,1.44,10.75,0.06,,,,,,,
Charlie Woerner,,0,TE,TE2,2500,SF,@ CLE,3,22.25,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,52,52,65,277,277,,,,,,,,,,,0.63,0.42,4.63,,,,,,,,
Ross Dwelley,,0,TE,TE3,2500,SF,@ CLE,3,22.25,4,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,9,0,26,52,52,65,277,277,,,,,,,,,,,2.07,1.54,18.07,0.18,,,,,,,
Brayden Willis,,0,TE,TE4,2500,SF,@ CLE,3,22.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,52,52,65,277,277,,,,,,,,,,,,,,,,,,,,,
Harrison Bryant,,0,TE,TE3,2500,CLE,vs SF,18,13.25,3.9,4.4,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,15,0,26,52,52,65,277,277,,,,,,,,0.09,0.33,,2.63,1.84,16.67,0.19,,,,,,,
Jimmy Graham,,0,TE,TE2,2500,NO,@ HOU,12,21.75,6.7,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,26,0,26,52,52,65,277,277,,,,,,,,0.01,,,4.93,3.16,36.38,0.33,,,,,,,
Brevin Jordan,,0,TE,TE3,2500,HOU,vs NO,8,20.75,4.1,3,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,15,0,26,52,52,65,277,277,,,,,,,,,,,2.95,1.9,17.3,0.2,,,,,,,
Mo Alie-Cox,,0,TE,TE3,2500,IND,@ JAC,19,20.25,5,3.9,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,52,52,65,277,277,,,,,,,,,,,2.1,1.37,17.79,0.18,,,,,,,
Luke Farrell,,0,TE,TE2,2500,JAC,vs IND,1,23.25,0.8,2,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,56,0,26,52,52,65,277,277,,,,,,,,,,,1.27,1,8.4,,,,,,,,
Brenton Strange,,0,TE,TE3,2500,JAC,vs IND,1,23.25,1.4,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,52,52,65,277,277,,,,,,,,,,,1.5,1,3.5,,,,,,,,
Will Mallory,,0,TE,TE4,2500,IND,@ JAC,19,20.25,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,52,52,65,277,277,,,,,,,,,,,2,2,49,,,,,,,,
Stephen Sullivan,!,0,TE,TE3,2500,CAR,@ MIA,24,16.75,1.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,52,52,65,277,277,,,,,,,,,,,0.7,0.2,4.6,,,,,,,,
