,,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Dareke Young,,0,WR,WR6,3000,SEA,vs WAS,32,24.75,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,,,,2,2,24,,,,,,,,
Ihmir Smith-Marsette,,0,WR,WR4,3000,CAR,@ CHI,6,17.75,5.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,0.06,-0.06,,0.56,0.33,7.28,0.11,,,,,,,
Mike Strachan,,0,WR,WR5,3000,CAR,@ CHI,6,17.75,2.3,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,,,,1.71,0.71,12.14,,,,,,,,
Dyami Brown,,0,WR,WR5,3000,WAS,@ SEA,28,19.75,5.3,4,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,0.11,0.39,,1.93,0.89,15.29,0.07,,,,,,,
Byron Pringle,,0,WR,WR6,3000,WAS,@ SEA,28,19.75,5.8,4.4,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,3,0,47,108,108,55,245,245,,,,,,,,,,,2.79,1.95,26.35,0.21,,,,,,,
Trent Taylor,,0,WR,WR5,3000,CHI,vs CAR,5,20.75,3.9,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,0.07,0.19,,1.99,1.28,12.26,0.04,,,,,,,
Mitchell Tinsley,,0,WR,WR7,3000,WAS,@ SEA,28,19.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,,,,,,,,,,,,,,
Irvin Charles,,0,WR,WR4,3000,NYJ,@ LV,19,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,,,,,,,,,,,,,,
Jason Brownlee,,0,WR,WR6,3000,NYJ,@ LV,19,18.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,,,,,,,,,,,,,,
Malik Taylor,,0,WR,WR7,3000,NYJ,@ LV,19,18.75,2.2,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,0.06,0.5,,0.61,0.44,4.83,0.06,,,,,,,
DeAndre Carter,,0,WR,WR5,3000,LV,vs NYJ,25,17.75,4.7,6.7,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,0.17,0.97,,1.83,1.25,14.69,0.07,,,,,,,
DJ Turner,,0,WR,WR6,3000,LV,vs NYJ,25,17.75,0.8,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,0.8,5.2,,0.2,,,,,,,,,,
Deonte Harty,,0,WR,WR5,3000,BUF,vs DEN,10,26.75,4.6,0.6,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,0.36,2.5,,2.2,1.56,19.12,0.1,,,,,,,
Devin Duvernay,,0,WR,WR5,3000,BAL,vs CLE,8,22.25,4.8,8.7,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,0.48,4.06,0.02,2.43,1.74,16.63,0.09,,,,,,,
Tylan Wallace,,0,WR,WR6,3000,BAL,vs CLE,8,22.25,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,,,,0.81,0.38,3.5,,,,,,,,
Austin Watkins Jr.,,0,WR,WR5,3000,CLE,@ BAL,3,16.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,,,,,,,,,,,,,,
Stanley Morgan,,0,WR,WR5,3000,CIN,vs HOU,13,26,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,0.04,0.12,,0.58,0.19,1.12,,,,,,,,
Xavier Hutchinson,,0,WR,WR5,3000,HOU,@ CIN,7,21,0.8,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,11,0,47,108,108,55,245,245,,,,,,,,0.6,5.4,,0.4,0.2,1.8,,,,,,,,
Ronnie Bell,,0,WR,WR5,3000,SF,@ JAC,15,23.75,4.3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,,,,1,0.75,7.75,0.25,,,,,,,
Willie Snead,,0,WR,WR6,3000,SF,@ JAC,15,23.75,6.9,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,16,0,47,108,108,55,245,245,0.02,0.01,0.55,,,0.01,2.17,0.03,0.16,,4.7,3.16,38,0.18,,,,,,,
Elijah Cooks,,0,WR,WR5,3000,JAC,vs SF,29,20.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,,,,,,,,,,,,,,
Lynn Bowden,,0,WR,WR5,3000,NO,@ MIN,21,21.25,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,47,108,108,55,245,245,0.2,0.1,3.2,,,,15.84,0.9,3.2,,3.8,2.8,21.1,,,,,,,,
A.T. Perry,,0,WR,WR4,3000,NO,@ MIN,21,21.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,,,,,,,,,,,,,,
Jalen Nailor,,0,WR,WR6,3000,MIN,vs NO,23,19.25,6.5,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,,,,2.17,1.5,29.83,0.17,,,,,,,
N'Keal Harry,,0,WR,WR5,3000,MIN,vs NO,23,19.25,3.8,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,19,0,47,108,108,55,245,245,,,,,,,,0.22,1.51,,3.24,1.78,19.86,0.14,,,,,,,
Miles Boykin,,0,WR,WR5,3000,PIT,vs GB,12,20.75,3.7,0.3,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,,,,1.64,0.95,12.33,0.17,,,,,,,
Pharaoh Brown,,0,TE,TE3,2500,NE,vs IND,14,20.75,3.8,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,43,43,60,245,245,,,,,,,,,,,2.16,1.57,17.51,0.08,,,,,,,
Mo Alie-Cox,,0,TE,TE2,2500,IND,@ NE,22,21.75,4.9,3.9,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,43,43,60,245,245,,,,,,,,,,,2.06,1.34,17.1,0.17,,,,,,,
Will Mallory,,0,TE,TE3,2500,IND,@ NE,22,21.75,2.8,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,43,43,60,245,245,,,,,,,,,,,1.5,0.75,13.75,,,,,,,,
Jordan Matthews,,0,TE,TE3,2500,CAR,@ CHI,6,17.75,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,25,0,26,43,43,60,245,245,,,,,,,,,,,6.12,3.94,46.06,0.27,,,,,,,
Marcedes Lewis,,0,TE,TE3,2500,CHI,vs CAR,5,20.75,3.9,4.4,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,43,43,60,245,245,,,,,,,,,,,2.18,1.36,14.72,0.14,,,,,,,
Stephen Carlson,,0,TE,TE4,2500,CHI,vs CAR,5,20.75,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,43,43,60,245,245,,,,,,,,,,,0.69,0.46,4.77,0.08,,,,,,,
Jeremy Ruckert,,0,TE,TE3,2500,NYJ,@ LV,19,18.75,1.4,0.9,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,13,0,26,43,43,60,245,245,,,,,,,,,,,1.14,0.86,7.29,,,,,,,,
Jesper Horsted,,0,TE,TE3,2500,LV,vs NYJ,25,17.75,3.3,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,43,43,60,245,245,,,,,,,,,,,1.06,0.82,7.71,0.18,,,,,,,
Chris Manhertz,,0,TE,TE2,2500,DEN,@ BUF,4,19.75,2.4,1.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,43,43,60,245,245,,,,,,,,,,,1.22,0.78,8.28,0.06,,,,,,,
Nate Adkins,,0,TE,TE3,2500,DEN,@ BUF,4,19.75,1,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,33,0,26,43,43,60,245,245,,,,,,,,,,,1.25,1,5.5,,,,,,,,
Quintin Morris,,0,TE,TE2,2500,BUF,vs DEN,10,26.75,3.3,2.7,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,43,43,60,245,245,,,,,,,,,,,1.33,1,11,0.22,,,,,,,
Charlie Kolar,,0,TE,TE3,2500,BAL,vs CLE,8,22.25,3.9,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,43,43,60,245,245,,,,,,,,,,,1.75,1,12.25,,,,,,,,
Jordan Akins,,0,TE,TE3,2500,CLE,@ BAL,3,16.25,4.8,7.8,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,6,0,26,43,43,60,245,245,,,,,,,,0.03,0.09,,3.01,2.08,23.89,0.11,,,,,,,
Drew Sample,,0,TE,TE2,2500,CIN,vs HOU,13,26,3.5,0.9,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,43,43,60,245,245,,,,,,,,,,,2.33,1.78,13.83,0.06,,,,,,,
Tanner Hudson,,0,TE,TE3,2500,CIN,vs HOU,13,26,2.6,3.9,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,16,0,26,43,43,60,245,245,,,,,,,,,,,2.24,1.35,17.18,,,,,,,,
Mitchell Wilcox,,0,TE,TE4,2500,CIN,vs HOU,13,26,3.3,4.1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,43,43,60,245,245,,,,,,,,,,,1.59,1.35,10.12,0.06,,,,,,,
Eric Saubert,,0,TE,TE2,2500,HOU,@ CIN,7,21,2.4,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,43,43,60,245,245,,,,,,,,,,,1.53,0.97,8.24,0.06,,,,,,,
Dalton Keene,,0,TE,TE3,2500,HOU,@ CIN,7,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,87,0,26,43,43,60,245,245,,,,,,,,,,,1.67,1,5.33,,,,,,,,
Charlie Woerner,,0,TE,TE2,2500,SF,@ JAC,15,23.75,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,43,43,60,245,245,,,,,,,,,,,0.55,0.36,4,,,,,,,,
Ross Dwelley,,0,TE,TE3,2500,SF,@ JAC,15,23.75,3.9,3.9,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,7,0,26,43,43,60,245,245,,,,,,,,,,,2,1.47,17.27,0.17,,,,,,,
Brayden Willis,,0,TE,TE4,2500,SF,@ JAC,15,23.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,43,43,60,245,245,,,,,,,,,,,,,,,,,,,,,
Luke Farrell,,0,TE,TE3,2500,JAC,vs SF,29,20.75,0.8,2,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,56,0,26,43,43,60,245,245,,,,,,,,,,,1.25,1,8.19,,,,,,,,
Foster Moreau,,0,TE,TE3,2500,NO,@ MIN,21,21.25,4.3,6.2,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,26,0,26,43,43,60,245,245,,,,,,,,,0.04,,2.79,1.96,23.5,0.25,,,,,,,
Jimmy Graham,,0,TE,TE4,2500,NO,@ MIN,21,21.25,6.7,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,26,0,26,43,43,60,245,245,,,,,,,,0.01,,,4.93,3.16,36.38,0.33,,,,,,,
Johnny Mundt,,0,TE,TE3,2500,MIN,vs NO,23,19.25,2,3,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,13,0,26,43,43,60,245,245,,,,,,,,,,,1.32,1.14,9.61,0.04,,,,,,,
Nick Muse,,0,TE,TE4,2500,MIN,vs NO,23,19.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,26,43,43,60,245,245,,,,,,,,,,,,,,,,,,,,,
Darnell Washington,,0,TE,TE2,2500,PIT,vs GB,12,20.75,0.9,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,25,0,26,43,43,60,245,245,,,,,,,,,,,1.33,0.67,5.67,,,,,,,,
Rodney Williams,,0,TE,TE3,2500,PIT,vs GB,12,20.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,26,43,43,60,245,245,,,,,,,,,,,,,,,,,,,,,
Tucker Kraft,,0,TE,TE2,2500,GB,@ PIT,27,17.75,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,43,43,60,245,245,,,,,,,,,,,0.4,0.4,1,,,,,,,,
Josiah Deguara,,0,TE,TE3,2500,GB,@ PIT,27,17.75,3.6,2.7,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,43,43,60,245,245,,,,,,,,,,,2,1.62,15.03,0.07,,,,,,,
Ben Sims,,0,TE,TE4,2500,GB,@ PIT,27,17.75,0.5,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,43,43,60,245,245,,,,,,,,,,,1,1,7,,,,,,,,
Payne Durham,,0,TE,TE2,2500,TB,vs TEN,31,20.25,0.8,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,43,43,60,245,245,,,,,,,,,,,1,0.33,2.67,,,,,,,,
Ko Kieft,,0,TE,TE3,2500,TB,vs TEN,31,20.25,2.1,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,43,43,60,245,245,,,,,,,,,,,1.08,0.58,6.67,0.08,,,,,,,
David Wells,,0,TE,TE4,2500,TB,vs TEN,31,20.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,43,43,60,245,245,,,,,,,,,,,2,2,-10,,,,,,,,
Trevon Wesco,,0,TE,TE2,2500,TEN,@ TB,30,18.25,1.5,1.3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,43,43,60,245,245,,,,,,,,0.11,0.11,,0.84,0.47,7.05,,,,,,,,
Josh Whyle,,0,TE,TE3,2500,TEN,@ TB,30,18.25,4.1,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,43,43,60,245,245,,,,,,,,,,,1.25,1,11,0.25,,,,,,,
Kevin Rader,,0,TE,TE4,2500,TEN,@ TB,30,18.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,43,43,60,245,245,,,,,,,,,,,0.29,0.14,0.57,,,,,,,,
MyCole Pruitt,,0,TE,TE3,2500,ATL,@ ARI,1,22.75,3.2,5.5,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,11,0,26,43,43,60,245,245,,,,,,,,,,,1.63,1.2,12.2,0.18,,,,,,,
John FitzPatrick,,0,TE,TE4,2500,ATL,@ ARI,1,22.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,43,43,60,245,245,,,,,,,,,,,,,,,,,,,,,
Geoff Swaim,!,0,TE,TE2,2500,ARI,vs ATL,2,20.75,3.6,2.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,3,0,26,43,43,60,245,245,,,,,,,,,,,2.24,1.75,13.25,0.1,,,,,,,
Blake Whiteheart,,0,TE,TE4,2500,ARI,vs ATL,2,20.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,26,43,43,60,245,245,,,,,,,,,,,,,,,,,,,,,
James Mitchell,,0,TE,TE3,2500,DET,@ LAC,17,25.25,3.9,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,19,0,26,43,43,60,245,245,,,,,,,,,,,1.38,1.38,14.13,0.13,,,,,,,
Stone Smartt,,0,TE,TE4,2500,LAC,vs DET,11,23.25,1.1,1.9,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,27,0,26,43,43,60,245,245,,,,,,,,,,,1.29,0.86,6.57,,,,,,,,
Nick Vannett,,0,TE,TE3,2500,LAC,vs DET,11,23.25,3.3,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,3,0,26,43,43,60,245,245,,,,,,,,,,,2.08,1.45,14.1,0.1,,,,,,,
Luke Schoonmaker,,0,TE,TE2,2500,DAL,vs NYG,24,27.75,2.5,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,43,43,60,245,245,,,,,,,,,,,1.33,0.5,2.33,0.17,,,,,,,
Sean McKeon,,0,TE,TE3,2500,DAL,vs NYG,24,27.75,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,43,43,60,245,245,,,,,,,,,,,0.85,0.46,2.92,0.08,,,,,,,
Tyree Jackson,,0,TE,TE3,2500,NYG,@ DAL,9,10.75,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,43,43,60,245,245,,,,,,,,,,,2.33,1,7.33,0.33,,,,,,,
Colby Parkinson,!,0,TE,TE3,2500,SEA,vs WAS,32,24.75,3.4,4.9,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,13,0,26,43,43,60,245,245,,,,,,,,,,,2.26,1.63,18.74,0.07,,,,,,,
Brady Russell,,0,TE,TE4,2500,SEA,vs WAS,32,24.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,43,43,60,245,245,,,,,,,,,,,,,,,,,,,,,
Cole Turner,,0,TE,TE3,2500,WAS,@ SEA,28,19.75,2.5,0.9,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,43,43,60,245,245,,,,,,,,,,,2.1,1,10.5,,,,,,,,
Curtis Hodges,,0,TE,TE4,2500,WAS,@ SEA,28,19.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,26,43,43,60,245,245,,,,,,,,,,,,,,,,,,,,,
