,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Actual Data,,Position Rankings,,,,Overall Rankings,,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
David Blough,!,0,QB,4000,DET,@ DEN,20,15.00,5.6,2.8,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,39,0,0.00,,32,31,30,30,175,46,274,274,26.29,14.29,147.57,1,2.29,0.57,50.5,1.43,7.86,,,,,,,,,,,,
Tim Boyle,,0,QB,4000,DET,@ DEN,20,15.00,5.4,-0.1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,32,31,30,30,175,46,274,274,7,4.57,38.64,0.43,,0.21,18.65,1.43,-0.21,,,,,,,,,,,,
Trenton Cannon,!,0,RB,4000,SF,@ CIN,5,25.50,3,0.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,6,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,2.83,8.33,0.06,1.56,1.11,8.89,,,,,,,,
Raheem Mostert,!,0,RB,4000,SF,@ CIN,5,25.50,9.9,12.6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,1,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,9.17,51.05,0.39,1.46,1.1,10.37,0.07,,,,,,,
Josh Hokit,,0,RB,4000,SF,@ CIN,5,25.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,,,,,,,,,,,,,,
Trey Sermon,!,0,RB,4000,SF,@ CIN,5,25.50,4.2,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,16,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,7.17,31,0.17,0.67,0.5,4.33,,,,,,,,
Nate Sudfeld,,0,QB,4000,SF,@ CIN,26,25.50,3.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,32,31,30,30,175,46,274,274,7.4,5,37.6,0.2,1,0.2,123.6,1.6,5.6,,,,,,,,,,,,
Davis Webb,,0,QB,4000,BUF,@ TB,12,24.75,0,0,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,32,31,30,30,175,46,274,274,,,,,,,,2,-3,,,,,,,,,,,,
Taiwan Jones,!,0,RB,4000,BUF,@ TB,9,24.75,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,5,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,0.91,2.91,,1.18,0.73,10.09,,,,,,,,
Christian Wade,,0,RB,4000,BUF,@ TB,9,24.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,,,,,,,,,,,,,,
Antonio Williams,,0,RB,4000,BUF,@ TB,9,24.75,0,21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,12,63,2,1,1,20,,,,,,,,
Reggie Gilliam,,0,RB,4000,BUF,@ TB,9,24.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,,,,,,,,,,,,,,
Sean Mannion,,0,QB,4000,MIN,vs PIT,6,23.75,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,32,31,30,30,175,46,274,274,7.86,4.79,40.93,0.21,0.36,0.07,39.71,1.79,-0.21,,,,,,,,,,,,
Kellen Mond,!,0,QB,4000,MIN,vs PIT,6,23.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,,,32,31,30,30,175,46,274,274,3,2,5,,,,70.1,,,,,,,,,,,,,,
A.J. Rose Jr.,,0,RB,4000,MIN,vs PIT,31,23.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,,,,,,,,,,,,,,
Jake Bargas,,0,RB,4000,MIN,vs PIT,31,23.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,,,,,,,,,,,,,,
Ryquell Armstead,,0,RB,4000,GB,vs CHI,27,27.00,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,3.13,11.75,,1.75,1.06,10,0.13,,,,,,,
Jordan Love,!,0,QB,4000,GB,vs CHI,3,27.00,4.7,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,32,31,30,30,175,46,274,274,9.57,5.71,68,0.43,0.43,0.29,59.7,1.71,3.86,,,,,,,,,,,,
Kylin Hill,!,0,RB,4000,GB,vs CHI,27,27.00,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,50,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,2.5,6,,0.5,0.25,1.25,,,,,,,,
Patrick Taylor,,0,RB,4000,GB,vs CHI,27,27.00,5.4,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,5.75,22.25,0.25,0.5,0.5,0.75,,,,,,,,
Kurt Benkert,,0,QB,4000,GB,vs CHI,3,27.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,-0.10,,33,31,30,30,176,46,274,274,,,,,,,,2,-1,,,,,,,,,,,,
Danny Etling,,0,QB,4000,GB,vs CHI,3,27.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,32,31,30,30,175,46,274,274,,,,,,,,,,,,,,,,,,,,,
Trace McSorley,,0,QB,4000,ARI,vs LAR,28,27.00,3.4,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,32,31,30,30,175,46,274,274,3.5,1.25,25.5,,0.25,0.25,54.58,2.25,9.5,,,,,,,,,,,,
Jonathan Ward,,0,RB,4000,ARI,vs LAR,13,27.00,2.5,1.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,1.29,4.71,,0.71,0.57,6.43,0.14,,,,,,,
Tavien Feaster,,0,RB,4000,ARI,vs LAR,13,27.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,,,,,,,,,,,,,,
Derek Watt,,0,RB,4000,PIT,@ MIN,21,20.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,,,,,,,,,,,,,,
Trey Edmunds,,0,RB,4000,PIT,@ MIN,21,20.75,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,16,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,4.43,20,0.14,1,0.86,6.86,,,,,,,,
Joshua Dobbs,!,0,QB,4000,PIT,@ MIN,31,20.75,0.9,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,,,32,31,30,30,175,46,274,274,2.83,1.67,7.5,0.17,,,49.62,1,5.17,,,,,,,,,,,,
Dwayne Haskins,!,0,QB,4000,PIT,@ MIN,31,20.75,6.5,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,38,0,,,32,31,30,30,175,46,274,274,27.75,16.69,175.25,0.88,3,0.75,70.18,2.56,9.19,0.06,,,,,,,,,,,
Sutton Smith,,0,RB,4000,LV,@ KC,2,19.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,,,,,,,,,,,,,,
Tarik Cohen,!,0,RB,4000,CHI,@ GB,7,16.00,7.6,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,31,0,0.00,,58,35,73,73,175,46,274,274,0.06,0.04,0.42,,,0.04,11.71,5.02,20.75,0.09,5.3,4,30.23,0.17,,,,,,,
Artavis Pierce,,0,RB,4000,CHI,@ GB,7,16.00,3.9,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,2,11.33,0.33,,,,,,,,,,,
Ryan Nall,!,0,RB,4000,CHI,@ GB,7,16.00,3.8,2.3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,0.7,1.2,,1,0.9,7.1,0.1,,,,,,,
Ben Mason,,0,RB,4000,CHI,@ GB,7,16.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,,,,,,,,,,,,,,
John Wolford,,0,QB,4000,LAR,@ ARI,14,24.00,6,7.6,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,32,31,30,30,175,46,274,274,12,6.5,66.25,0.5,1,,46.2,2.25,14.25,,,,,,,,,,,,
Bryce Perkins,,0,QB,4000,LAR,@ ARI,14,24.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,32,31,30,30,175,46,274,274,,,,,,,,,,,,,,,,,,,,,
Mekhi Sargent,,0,RB,4000,LAR,@ ARI,10,24.00,0.1,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,67,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,1.25,2.75,,0.25,,,,,,,,,,
Jake Funk,!,0,RB,4000,LAR,@ ARI,10,24.00,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,1.33,3.33,,,,,,,,,,,,
Buddy Howell,!,0,RB,4000,LAR,@ ARI,10,24.00,1.9,1.5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,5,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,5.2,17,,0.4,0.2,0.6,,,,,,,,
Raymond Calais,,0,RB,4000,LAR,@ ARI,10,24.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,,,,,,,,,,,,,,
Cam Akers,!,0,RB,4000,LAR,@ ARI,10,24.00,7.1,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,25,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,13.68,51.77,0.23,1.55,1.23,12.64,0.05,,,,,,,
Javian Hawkins,,0,RB,4000,LAR,@ ARI,10,24.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,,,,,,,,,,,,,,
Tyler Higbee,,0,TE,3900,LAR,@ ARI,8,24.00,6.3,7.8,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,14,0,0.00,,40,14,49,49,175,47,274,274,,,,,,,,0.01,0.01,,4.31,2.94,30.75,0.19,,,,,,,
Logan Thomas,!,0,TE,3800,WAS,vs DAL,10,21.00,6,11.3,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,10,0,0.00,,40,15,49,49,175,48,274,274,0.04,0.04,0.81,,,,5.03,0.06,0.09,,4.15,2.72,25.81,0.23,,,,,,,
Randall Cobb,!,0,WR,3700,GB,vs CHI,11,27.00,7.4,10,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,32,0,0.00,,81,43,110,110,175,49,274,274,0.03,0.01,0.1,,,,1.53,0.42,1.39,,5.94,4.03,46.6,0.32,,,,,,,
Curtis Samuel,,0,WR,3600,WAS,vs DAL,23,21.00,7,14.7,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,34,0,0.00,,81,44,110,110,175,50,274,274,,,,,,,,1.4,9,0.08,5.68,3.62,38.88,0.27,,,,,,,
Dez Fitzpatrick,!,0,WR,3600,TEN,vs JAC,13,26.25,5.1,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,4,0,0.00,,81,44,110,110,175,50,274,274,,,,,,,,,,,2.67,1.67,16.33,0.33,,,,,,,
Jakeem Grant,,0,WR,3500,CHI,@ GB,8,16.00,5.8,5.8,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,18.10,5.2,16,45,110,110,47,51,274,274,,,,,,,,0.35,1.29,0.02,3.15,1.96,22.21,0.13,,,,,,,
David Njoku,!,0,TE,3400,CLE,vs BAL,23,23.50,6.1,4.9,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,14,0,0.00,,40,18,49,49,175,52,274,274,,,,,,,,0.05,-0.06,,4.08,2.59,30.62,0.24,,,,,,,
Marquise Goodwin,!,0,WR,3400,CHI,@ GB,8,16.00,7,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,1,0,0.00,,81,46,110,110,175,52,274,274,,,,,,,,0.16,1,,4.27,2.18,35.28,0.16,,,,,,,
Marcus Johnson,!,0,WR,3300,TEN,vs JAC,13,26.25,6.1,4.7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,47,110,110,175,53,274,274,,,,,,,,0.09,-0.13,,2.91,1.56,25.94,0.09,,,,,,,
Adam Trautman,!,0,TE,3300,NO,@ NYJ,31,23.00,4.1,3.6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,13,0,0.00,,40,19,49,49,175,53,274,274,,,,,,,,,,,2.75,1.96,20.17,0.13,,,,,,,
Ty Montgomery,!,0,WR,3300,NO,@ NYJ,25,23.00,7.2,4.5,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,47,110,110,175,53,274,274,,,,,,,,4.13,18.26,0.13,3.06,2.19,17.27,0.06,,,,,,,
Golden Tate,,0,WR,3200,TEN,vs JAC,13,26.25,7.8,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,39,0,0.00,,81,48,110,110,175,54,274,274,0.02,0.01,0.2,,,,1.78,0.3,1.31,,7.33,4.96,54.39,0.31,,,,,,,
Lil'Jordan Humphrey,!,0,WR,3200,NO,@ NYJ,25,23.00,4,5.3,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,20,0,0.00,,81,48,110,110,175,54,274,274,,,,,,,,,,,2.07,1.36,23.5,0.21,,,,,,,
Quintez Cephus,!,0,WR,3200,DET,@ DEN,22,15.00,4.7,5.6,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,33,0,0.00,,81,48,110,110,175,54,274,274,,,,,,,,,,,3.53,2.18,33.41,0.24,,,,,,,
Danny Amendola,!,0,WR,3100,HOU,vs SEA,1,16.00,7.2,7.6,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,20,0,0.00,,81,49,110,110,175,55,274,274,0.05,0.03,0.86,,,0.02,12.69,0.05,0.27,,5.33,3.74,40.76,0.13,,,,,,,
Nick Vannett,,0,TE,3100,NO,@ NYJ,31,23.00,3.4,2.7,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,3,0,7.40,2.4,16,21,49,49,116,55,274,274,,,,,,,,,,,2.08,1.46,14.05,0.1,,,,,,,
Dan Chisena,,0,WR,3000,MIN,vs PIT,21,23.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
Ihmir Smith-Marsette,,0,WR,3000,MIN,vs PIT,21,23.75,8.8,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,1.75,1.25,29,0.5,,,,,,,
Trishton Jackson,,0,WR,3000,MIN,vs PIT,21,23.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
Myron Mitchell,,0,WR,3000,MIN,vs PIT,21,23.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
Blake Proehl,!,0,WR,3000,MIN,vs PIT,21,23.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
Bisi Johnson,!,0,WR,3000,MIN,vs PIT,21,23.75,4.2,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,21,0,,,81,50,110,110,175,56,274,274,,,,,,,,0.05,0.27,,3.05,2.14,22.73,0.14,,,,,,,
Dax Milne,!,0,WR,3000,WAS,vs DAL,23,21.00,1.2,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,29,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,0.08,0.08,,1.42,0.92,8.42,,,,,,,,
Cam Sims,,0,WR,3000,WAS,vs DAL,23,21.00,5.6,7.8,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,11,0,15.90,5.3,23,50,110,110,59,56,274,274,,,,,,,,0.08,0.46,,3.46,2.15,31.5,0.12,,,,,,,
Marken Michel,,0,WR,3000,WAS,vs DAL,23,21.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
Kelvin Harmon,,0,WR,3000,WAS,vs DAL,23,21.00,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,37,0,0.00,,81,50,110,110,175,56,274,274,0.08,0.08,0.85,,,,10.1,,,,3.38,2.31,28.08,,,,,,,,
Antonio Gandy-Golden,!,0,WR,3000,WAS,vs DAL,23,21.00,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,0.25,5.5,,1.75,0.25,0.75,,,,,,,,
Cameron Batson,!,0,WR,3000,TEN,vs JAC,13,26.25,2.5,3.2,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,22,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,0.39,2,,1.61,1.22,11.28,0.11,,,,,,,
Racey McMath,,0,WR,3000,TEN,vs JAC,13,26.25,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,1.90,0.6,76,50,110,110,162,56,274,274,,,,,,,,,,,1.2,0.4,1.6,,,,,,,,
Mason Kinsey,,0,WR,3000,TEN,vs JAC,13,26.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
Damon Hazelton,,0,WR,3000,HOU,vs SEA,1,16.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
Jalen Camp,,0,WR,3000,HOU,vs SEA,1,16.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
Jordan Veasy,,0,WR,3000,HOU,vs SEA,1,16.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
Phillip Dorsett,,0,WR,3000,HOU,vs SEA,1,16.00,5.3,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,10,0,1.90,0.6,76,50,110,110,162,56,274,274,,,,,,,,0.2,1.2,,3.5,2,26.93,0.19,,,,,,,
Chris Moore,!,0,WR,3000,HOU,vs SEA,1,16.00,4.4,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,0.21,0.52,,2.31,1.46,16.27,0.12,,,,,,,
Josh Gordon,,0,WR,3000,KC,vs LV,10,28.50,6.5,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,16,0,8.90,3,47,50,110,110,106,56,274,274,0.03,,,0.03,,,-10.91,0.03,0.03,,4.61,2.39,40.26,0.18,,,,,,,
Cornell Powell,,0,WR,3000,KC,vs LV,10,28.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
Daurice Fountain,,0,WR,3000,KC,vs LV,10,28.50,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,1.5,1,11.5,,,,,,,,
Gehrig Dieter,,0,WR,3000,KC,vs LV,10,28.50,1.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,33,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,1.5,0.75,10.75,,,,,,,,
Marcus Kemp,,0,WR,3000,KC,vs LV,10,28.50,1.1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,1,0.5,5.25,,,,,,,,
Keelan Doss,,0,WR,3000,NYJ,vs NO,24,19.00,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,44,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,2.33,1.83,22.17,,,,,,,,
Jeff Smith,!,0,WR,3000,NYJ,vs NO,24,19.00,3.5,4.2,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,0.06,,,0.06,-0.06,,3.11,1.44,16.5,,,,,,,,
Vyncint Smith,,0,WR,3000,NYJ,vs NO,24,19.00,3.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,6,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,0.14,2.48,0.05,2.24,1.1,15.67,0.05,,,,,,,
