,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,Position Rankings,,,,Overall Rankings,,,Actual Data,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Jordan Howard,,0,RB,4900,PHI,@ DEN,4,21.75,8.5,4.4,15.4,0,0,0,0,0,0.2831,7.43,31.75,0.27,7.43,0,0,0,0,0,0,0,0,0,0,0,4.8,4.8,0,0,21.8,4.8,4.8,31,0,100,,95,29,1,8.30,1.7,27,51,51,36,193,193,,,,,,,,14.28,61.03,0.51,1.82,1.19,9.17,0.03,,,,,,,
Broncos,,0,DST,3200,DEN,vs PHI,18,21.75,6.2,4.8,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.8,0.34,0,0,21.75,4.78,4.78,0,0,17.18,4.78,4.78,14,0,100,,152,18,1.5,2.00,0.6,8,17,17,53,194,194,,,,,,,,,,,,,,,2.52,0.76,0.55,0.15,0.02,20.34,329.06
Adrian Peterson,,0,RB,4900,TEN,vs NO,3,23.00,8.2,7.8,9.6,0,0,0,0,0,0.3404,8.31,33.27,0.23,8.31,0,0,0,0,0,0,0,0,0,0,0,4.71,4.71,0,0,21.11,4.71,4.71,45,0,100,,141,26,1,3.00,0.6,27,52,52,36,195,195,,,,,,,,14.85,59.46,0.41,1.68,1.24,9.65,0.01,,,,,,,
DWayne Eskridge,,0,WR,3000,SEA,@ GB,17,23.00,3.4,0,3.8,0,0,0,0,0,0.0165,0.35,4.6,0.01,4.14,0.133,3.79,2.05,12.25,0.15,0,0,0,0,0,0,4.7,4.7,0,0,11.5,4.7,4.7,83,0,100,,166,0,1.6,0.60,0.2,49,76,76,55,196,196,,,,,,,,0.45,5.91,,2.18,1.18,7.27,0.09,,,,,,,
Geoff Swaim,,0,TE,2500,TEN,vs NO,3,23.00,3.7,3.5,4.2,0,0,0,0,0,0,0,0,0,2.78,0.1052,2.78,2.2,16.57,0.14,0,0,0,0,0,0,4.7,4.7,0,0,12.1,4.7,4.7,18,0,100,,108,14,1.9,6.60,2.6,28,29,29,60,196,196,,,,,,,,,,,2.5,1.98,15.35,0.13,,,,,,,
Demarcus Robinson,,0,WR,3100,KC,@ LV,4,27.75,5.7,6.9,5,0,0,0,0,0,0,0,0,0,2.71,0.0717,2.71,1.7,19.23,0.17,0,0,0,0,0,0,4.64,4.64,0,0,16.04,4.64,4.64,50,0,100,,118,0,1.5,5.30,1.7,48,77,77,54,197,197,,,,,,,,,,,3.25,2.04,24.11,0.2,,,,,,,
Foster Moreau,,0,TE,2700,LV,vs KC,30,25.75,4.5,4.1,6.7,0,0,0,0,0,0,0,0,0,2.08,0.0538,2.08,1.48,17.06,0.23,0,0,0,0,0,0,4.57,4.57,0,0,13.57,4.57,4.57,43,0,100,,173,26,1.7,0.00,,26,30,30,58,198,198,,,,,,,,,,,2.73,1.94,23.06,0.3,,,,,,,
Marquez Valdes-Scantling,,0,WR,3500,GB,vs SEA,7,26.00,7.7,10.8,5.9,0,0,0,0,0,0,0,0,0,2.65,0.0854,2.65,1.35,22.57,0.13,0,0,0,0,0,0,4.39,4.39,0,0,19.79,4.39,4.39,52,0,100,,121,4,1.3,5.10,1.5,44,78,78,50,199,199,,,,,,,,0.15,0.77,,4.6,2.34,39.95,0.23,,,,,,,
Jack Doyle,,0,TE,3100,IND,vs JAC,26,29.00,6.1,6.2,4.6,0,0,0,0,0,0,0,0,0,2.51,0.068,2.51,1.81,16.41,0.15,0,0,0,0,0,0,4.35,4.35,0,0,16.55,4.35,4.35,20,0,100,,110,23,1.4,6.10,2,22,31,31,54,200,200,,,,,,,,,,,4.39,3.17,30.62,0.27,,,,,,,
Zach Gentry,,0,TE,2500,PIT,vs DET,15,22.75,2.6,0,3,0,0,0,0,0,0,0,0,0,2.31,0.0523,2.31,1.89,17.18,0.12,0,0,0,0,0,0,4.33,4.33,0,0.43,9.53,4.33,4.33,43,0,100,,173,30,1.7,0.00,,28,32,32,60,201,201,,,,,,,,,,,2.36,1.93,17.57,,,,,,,,
Seahawks,,0,DST,2500,SEA,@ GB,21,26,4.9,6.2,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68,0.36,0.6,0,0.12,26,4.32,4.32,0,0,14.12,4.32,4.32,12,0,100,,131,34,1.7,4.00,1.6,15,18,18,60,202,202,,,,,,,,,,,,,,,2.38,0.76,0.62,0.15,0.06,21.13,354.26
Devin Duvernay,,0,WR,3400,BAL,@ MIA,24,27.25,4.7,3.1,5.2,0,0,0,0,0,0,0,0,0,2.33,0.0776,2.33,1.76,16.74,0.14,0,0,0,0,0,0,4.27,4.27,0,0,13.67,4.27,4.27,40,0,100,,92,18,1.3,8.70,2.6,45,79,79,51,203,203,,,,,,,,0.39,3.58,,2.61,1.97,19.55,0.15,,,,,,,
Nick Westbrook,,0,WR,3200,TEN,vs NO,31,23.00,5.4,1.3,5.9,0,0,0,0,0,0,0,0,0,2.42,0.0915,2.42,1.57,18.76,0.13,0,0,0,0,0,0,4.23,4.23,0,0,15.03,4.23,4.23,73,0,100,,152,0,1.3,2.00,0.6,47,80,80,53,204,204,,,,,,,,,,,2.85,1.85,22.77,0.15,,,,,,,
Chargers,,0,DST,2900,LAC,vs MIN,8,25.25,5.6,4.7,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,0.72,0.48,0,0,25.25,4.21,4.21,0,0,15.41,4.21,4.21,12,0,100,,131,8,1.5,4.00,1.4,11,19,19,56,205,205,,,,,,,,,,,,,,,2.16,0.84,0.47,0.16,0.02,23.31,347.6
Will Dissly,,0,TE,2500,SEA,@ GB,16,23.00,5.9,3.9,4.6,0,0,0,0,0,0,0,0,0,1.81,0.0637,1.81,1.47,16.23,0.18,0,0,0,0,0,0,4.17,4.17,0,0,15.97,4.17,4.17,25,0,100,,129,9,1.7,4.20,1.7,28,33,33,60,206,206,,,,,,,,0.02,0.17,,2.68,2.17,24.8,0.29,,,,,,,
Keelan Cole,,0,WR,3200,NYJ,vs BUF,2,17.75,6.6,9.5,7,0,0,0,0,0,0,0,0,0,2.52,0.0871,2.52,1.43,21.2,0.1,0,0,0,0,0,0,4.15,4.15,0,0,17.35,4.15,4.15,70,0,100,,143,11,1.3,2.80,0.9,47,81,81,53,207,207,0.01,,,,,,0.53,0.03,0.11,,4.48,2.55,37.13,0.17,,,,,,,
Chiefs,,0,DST,2700,KC,@ LV,10,25.75,7,6.6,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0.76,0.32,0,0.11,25.75,4.11,4.11,0,0,18.11,4.11,4.11,9,0,100,,105,15,1.5,7.00,2.6,13,20,20,58,208,208,,,,,,,,,,,,,,,2.33,1.01,0.59,0.28,0.02,21.32,366.56
Ryan Griffin,,0,TE,2500,NYJ,vs BUF,1,17.75,5.2,2.2,3.7,0,0,0,0,0,0,0,0,0,2.68,0.0926,2.68,1.68,17.55,0.11,0,0,0,0,0,0,4.1,4.1,0,0,14.5,4.1,4.1,29,0,100,,140,5,1.6,3.10,1.2,28,34,34,60,209,209,,,,,,,,,,,3.6,2.26,23.23,0.15,,,,,,,
Raiders,,0,DST,2500,LV,vs KC,11,27.75,4.4,2.5,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,0.47,0.71,0.12,0,27.75,4.09,4.09,0,0,12.89,4.09,4.09,17,0,100,,177,0,1.6,-2.00,,15,21,21,60,210,210,,,,,,,,,,,,,,,1.68,0.63,0.48,0.06,0.03,25.59,364.82
49ers,,0,DST,2800,SF,vs LAR,5,26.75,5.7,5.3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0.23,0.36,0,0.12,26.75,4.01,4.01,0,0,15.41,4.01,4.01,4,0,100,,44,5,1.4,16.00,5.7,12,22,22,57,211,211,,,,,,,,,,,,,,,2.37,0.61,0.54,0.11,0.02,23.45,341.67
Dolphins,,0,DST,2400,MIA,vs BAL,6,27.25,7,8.8,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,0.61,0.71,0,0.1,27.25,3.97,3.97,0,0,17.97,3.97,3.97,2,0,100,,35,0,1.7,18.00,7.5,16,23,23,61,212,212,,,,,,,,,,,,,,,2.06,0.91,0.45,0.23,0.03,24.42,376.12
Kenny Stills,,0,WR,3300,NO,@ TEN,28,20.00,7.3,4.5,3.5,0,0,0,0,0,0,0,0,0,2.34,0.088,2.34,1.28,18.32,0.14,0,0,0,0,0,0,3.95,3.95,0,0,18.55,3.95,3.95,85,0,100,,173,15,1.2,0.00,,46,82,82,52,213,213,0.01,0.01,0.03,,0.01,0.01,4.69,0.01,0.01,,4.63,2.53,38.55,0.34,,,,,,,
Gerald Everett,,0,TE,2600,SEA,@ GB,16,23.00,5.3,5.5,5.7,0,0,0,0,0,0,0,0,0,2.48,0.0871,2.48,1.59,16.9,0.11,0,0,0,0,0,0,3.94,3.94,0,0,14.54,3.94,3.94,6,0,100,,55,16,1.5,14.30,5.5,27,35,35,59,214,214,,,,,,,,0.1,0.64,0.01,3.79,2.43,26.65,0.18,,,,,,,
Anthony Firkser,,0,TE,2600,TEN,vs NO,3,23.00,4.8,5.8,3.4,0,0,0,0,0,0,0,0,0,2.16,0.0815,2.16,1.61,16.98,0.1,0,0,0,0,0,0,3.91,3.91,0,0,13.51,3.91,3.91,41,0,100,,161,8,1.5,1.20,0.5,27,36,36,59,215,215,,,,,,,,,,,2.8,2.09,22.67,0.13,,,,,,,
Dwayne Washington,,0,RB,4000,NO,@ TEN,9,20.00,2.9,0.2,0.7,0,0,0,0,0,0.178,4.91,17.39,0.03,6.42,0.0569,1.51,1.12,6.62,0.03,0,0,0,0,0,0,3.88,3.88,0,0,9.68,3.88,3.88,58,0,100,,164,0,1,0.80,0.2,36,53,53,45,216,216,,,,,,,,5.23,18.52,0.03,0.65,0.48,3.03,,,,,,,,
Lions,,0,DST,2300,DET,@ PIT,16,22.75,5.3,2.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,0.55,0.42,0,0,22.75,3.87,3.87,0,0,14.47,3.87,3.87,9,0,100,,105,0,1.7,7.00,3,17,24,24,62,217,217,,,,,,,,,,,,,,,1.97,0.58,0.49,0.14,0.05,25.31,373.34
Dyami Brown,,0,WR,3100,WAS,vs TB,14,20.25,2.6,0,3.1,0,0,0,0,0,0,0,0,0,2.89,0.0949,2.89,1.3,16.64,0.14,0,0,0,0,0,0,3.8,3.8,0,0,9,3.8,3.8,85,0,100,,173,13,1.2,0.00,,48,83,83,54,218,218,,,,,,,,0.1,-0.4,,2.9,1.3,17.1,,,,,,,,
Chester Rogers,,0,WR,3100,TEN,vs NO,31,23.00,5.1,0,4.9,0,0,0,0,0,0,0,0,0,2.45,0.0927,2.45,1.63,16.78,0.07,0,0,0,0,0,0,3.73,3.73,0,0,13.93,3.73,3.73,74,0,100,,153,9,1.2,1.90,0.6,48,84,84,54,219,219,,,,,,,,0.1,0.49,,3.6,2.4,25.41,0.1,,,,,,,
Albert Okwuegbunam,,0,TE,3300,DEN,vs PHI,32,22.75,4.2,7.3,5.4,0,0,0,0,0,0,0,0,0,2.07,0.0608,2.07,1.59,15.34,0.1,0,0,0,0,0,0,3.72,3.72,0,0,12.12,3.72,3.72,11,0,100,,81,28,1.1,10.70,3.2,20,37,37,52,220,220,,,,,,,,,,,3.25,2.5,24.8,0.15,,,,,,,
DeAndre Carter,,0,WR,3000,WAS,vs TB,14,20.25,4.5,0.4,4.9,0,0,0,0,0,0,0,0,0,2.13,0.0698,2.13,1.49,17.43,0.08,0,0,0,0,0,0,3.71,3.71,0,0,12.71,3.71,3.71,14,0,100,,50,18,1.2,15.00,5,49,85,85,55,221,221,,,,,,,,0.36,2.61,,2.94,2.06,24.64,0.11,,,,,,,
Derrick Gore,,0,RB,4000,KC,@ LV,28,27.75,5.6,0,5.1,0,0,0,0,0,0.2257,5.31,25.47,0.19,5.31,0,0,0,0,0,0,0,0,0,0,0,3.69,3.69,0,0,14.89,3.69,3.69,50,0,100,,153,11,0.9,1.90,0.5,36,54,54,45,222,222,,,,,,,,6,28.78,0.22,1,0.89,11.67,,,,,,,,
Jaguars,,0,DST,2200,JAC,@ IND,14,29,6.7,3.4,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0.49,0.13,0,0.25,29,3.59,3.59,0,0,16.99,3.59,3.59,15,0,100,,163,0,1.6,1.00,0.5,18,25,25,63,223,223,,,,,,,,,,,,,,,2.28,0.73,0.43,0.22,0.02,23.88,355.69
Ashton Dulin,,0,WR,3000,IND,vs JAC,19,29.00,3.6,0.9,1.7,0,0,0,0,0,0,0,0,0,2.15,0.0582,2.15,1.29,16.83,0.1,0,0,0,0,0,0,3.57,3.57,0,0,10.77,3.57,3.57,71,0,100,,146,0,1.2,2.60,0.9,49,86,86,55,224,224,,,,,,,,0.24,1.84,,1.8,1.08,15.04,0.08,,,,,,,
Khadarel Hodge,,0,WR,3000,DET,@ PIT,25,17.75,3.2,4.1,2.2,0,0,0,0,0,0,0,0,0,2.12,0.0623,2.12,1.16,17.57,0.1,0,0,0,0,0,0,3.52,3.52,0,0,9.92,3.52,3.52,85,0,100,,173,0,1.2,0.00,,49,87,87,55,225,225,,,,,,,,,,,2.13,1.17,17.5,,,,,,,,
Commanders,,0,DST,2100,WAS,vs TB,2,30.25,5.1,7.8,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,0.44,0.44,0,0.11,30.25,3.51,3.51,0,0,13.71,3.51,3.51,11,0,100,,122,22,1.7,5.00,2.4,19,26,26,64,226,226,,,,,,,,,,,,,,,2.55,0.8,0.55,0.13,0.03,23.39,362.92
J.J. Taylor,,0,RB,4000,NE,vs CLE,10,23.25,4.5,2.1,4.6,0,0,0,0,0,0.1997,5.49,19.22,0.26,5.49,0,0,0,0,0,0,0,0,0,0,0,3.48,3.48,0,0,12.48,3.48,3.48,57,0,100,,162,0,0.9,1.10,0.3,36,55,55,45,227,227,,,,,,,,4.2,14.7,0.2,0.6,0.5,1.2,,,,,,,,
MyCole Pruitt,,0,TE,2500,TEN,vs NO,3,23.00,2.9,4.4,5.2,0,0,0,0,0,0,0,0,0,1.62,0.0614,1.62,1.2,12.06,0.17,0,0,0,0,0,0,3.43,3.43,0,0,9.23,3.43,3.43,16,0,100,,103,12,1.4,7.20,2.9,28,38,38,60,228,228,,,,,,,,,,,1.56,1.16,11.96,0.16,,,,,,,
Juwan Johnson,,0,TE,2500,NO,@ TEN,6,20.00,4.1,1.6,4.6,0,0,0,0,0,0,0,0,0,2.19,0.0821,2.19,1.17,13.22,0.15,0,0,0,0,0,0,3.39,3.39,0,0,11.59,3.39,3.39,22,0,100,,116,0,1.4,5.60,2.2,28,39,39,60,229,229,,,,,,,,,,,2.33,1.24,14.95,0.19,,,,,,,
Anthony Schwartz,!,0,WR,3000,CLE,@ NE,9,21.25,3.7,0,2.3,0,0,0,0,0,0,0,0,0,2.58,0.0833,2.58,1.14,15.68,0.11,0,0,0,0,0,0,3.37,3.37,0,0,10.77,3.37,3.37,85,0,100,,173,0,1.1,0.00,,49,88,88,55,230,230,,,,,,,,0.62,4.54,,1.92,0.85,11.85,0.08,,,,,,,
Durham Smythe,,0,TE,2500,MIA,vs BAL,22,19.25,2.8,4.5,4.4,0,0,0,0,0,0,0,0,0,2.18,0.068,2.18,1.68,14.96,0.03,0,0,0,0,0,0,3.36,3.36,0,0,8.96,3.36,3.36,28,0,100,,137,22,1.3,3.30,1.3,28,40,40,60,231,231,,,,,,,,0.04,0.07,,2.24,1.73,16.04,0.04,,,,,,,
Tavon Austin,,0,WR,3000,JAC,@ IND,30,19.00,6.8,1,3.4,0,0,0,0,0,0,0,0,0,2.57,0.069,2.57,1.52,12.69,0.09,0,0,0,0,0,0,3.33,3.33,0,0,16.93,3.33,3.33,85,0,100,,173,0,1.1,0.00,,49,89,89,55,232,232,,,,,,,,1.88,11.93,0.09,3.63,2.15,19.38,0.15,,,,,,,
Mack Hollins,,0,WR,3100,MIA,vs BAL,21,19.25,6,3.5,4.7,0,0,0,0,0,0,0,0,0,1.87,0.0585,1.87,1.11,14.92,0.09,0,0,0,0,0,0,3.14,3.14,0,0,15.14,3.14,3.14,85,0,100,,173,0,1,0.00,,48,90,90,54,233,233,0.02,0.02,0.09,,,,1.77,,,,2.64,1.57,21.96,0.15,,,,,,,
Marcedes Lewis,,0,TE,2500,GB,vs SEA,21,26.00,3.9,4,3,0,0,0,0,0,0,0,0,0,1.87,0.0603,1.87,1.16,12.08,0.11,0,0,0,0,0,0,3.03,3.03,0,0,10.83,3.03,3.03,30,0,100,,141,0,1.2,3.00,1.2,28,41,41,60,234,234,,,,,,,,,,,2.28,1.41,15.02,0.13,,,,,,,
Ty'Son Williams,,0,RB,4000,BAL,@ MIA,22,27.25,6.2,0,8.3,0,0,0,0,0,0.0655,2.31,12.21,0.06,3.19,0.0291,0.88,0.66,5.93,0.03,0,0,0,0,0,0,3.01,3.01,0,0,15.41,3.01,3.01,65,0,100,,173,0,0.8,0.00,,36,56,56,45,235,235,,,,,,,,5,26.43,0.14,1.71,1.29,12,,,,,,,,
Trent Sherfield,,0,WR,3000,SF,vs LAR,8,23.75,3.8,1.1,3.5,0,0,0,0,0,0,0,0,0,2.15,0.0568,2.15,1.19,12.93,0.06,0,0,0,0,0,0,2.84,2.84,0,0,10.44,2.84,2.84,85,0,100,,173,0,0.9,0.00,,49,91,91,55,236,236,,,,,,,,,,,2.7,1.5,16.8,0.07,,,,,,,
DeSean Jackson,,0,WR,3400,LV,vs KC,15,25.75,8.4,9,6.5,0,0,0,0,0,0,0,0,0,1.49,0.0385,1.49,0.85,14.35,0.08,0,0,0,0,0,0,2.77,2.77,0,0,19.57,2.77,2.77,61,0,100,,133,21,0.8,3.80,1.1,45,92,92,51,237,237,,,,,,,,0.15,1.14,0.01,5.34,3.05,52.97,0.27,,,,,,,
Albert Wilson,,0,WR,3000,MIA,vs BAL,21,19.25,6.5,0,2.7,0,0,0,0,0,0,0,0,0,1.76,0.0549,1.76,1.14,12.01,0.07,0,0,0,0,0,0,2.76,2.76,0,0,15.76,2.76,2.76,17,0,100,,53,14,0.9,14.60,4.9,49,93,93,55,238,238,0.05,0.03,0.96,,0.03,0.01,10.14,0.39,2.28,0.01,4.37,2.84,31.12,0.19,,,,,,,
Marcus Johnson,,0,WR,3000,TEN,vs NO,31,23.00,6.1,4.7,2,0,0,0,0,0,0,0,0,0,1.73,0.0652,1.73,0.93,14.97,0.05,0,0,0,0,0,0,2.73,2.73,0,0,14.93,2.73,2.73,9,0,100,,35,0,0.9,18.00,6,49,94,94,55,239,239,,,,,,,,0.09,-0.13,,2.91,1.56,25.94,0.09,,,,,,,
Jauan Jennings,,0,WR,3000,SF,vs LAR,8,23.75,6.2,0,3,0,0,0,0,0,0,0,0,0,1.47,0.0388,1.47,0.89,9.43,0.13,0,0,0,0,0,0,2.61,2.61,0,0,15.01,2.61,2.61,80,0,100,,160,0,0.9,1.30,0.4,49,95,95,55,240,240,,,,,,,,,,,3.15,1.9,20.9,0.25,,,,,,,
Kendall Hinton,,0,WR,3100,DEN,vs PHI,1,22.75,3.1,-0.8,4.6,0,0,0,0,0,0,0,0,0,1.45,0.0426,1.45,0.99,13.12,0.05,0,0,0,0,0,0,2.6,2.6,0,0,8.8,2.6,2.6,85,0,100,,173,14,0.8,0.00,,48,96,96,54,241,241,0.71,0.14,1,0.14,0.07,,5.66,0.14,0.5,,2,1.36,18.64,0.07,,,,,,,
Terrace Marshall Jr.,,0,WR,3200,CAR,@ ARI,18,17.25,2.5,0,3.7,0,0,0,0,0,0,0,0,0,2.14,0.0692,2.14,1.22,9.22,0.07,0,0,0,0,0,0,2.56,2.56,0,0,7.56,2.56,2.56,73,0,100,,152,7,0.8,2.00,0.6,47,97,97,53,242,242,,,,,,,,,,,2.5,1.42,11.5,,,,,,,,
Trinity Benson,,0,WR,3000,DET,@ PIT,25,17.75,2,0,2.3,0,0,0,0,0,0,0,0,0,2.04,0.0599,2.04,0.93,9.64,0.1,0,0,0,0,0,0,2.49,2.49,0,0,6.49,2.49,2.49,62,0,100,,134,31,0.8,3.70,1.2,49,98,98,55,243,243,,,,,,,,,,,3.14,1.43,14.71,,,,,,,,
Adam Shaheen,,0,TE,2500,MIA,vs BAL,22,19.25,4,3.5,2.7,0,0,0,0,0,0,0,0,0,1.34,0.0417,1.34,0.94,8.93,0.11,0,0,0,0,0,0,2.49,2.49,0,0,10.49,2.49,2.49,19,0,100,,109,0,1,6.40,2.6,28,42,42,60,243,243,,,,,,,,,,,2.03,1.43,14.11,0.19,,,,,,,
Ameer Abdullah,,0,RB,4000,CAR,@ ARI,6,17.25,5.2,2.7,3,0,0,0,0,0,0.0259,0.63,2.44,0.01,2.09,0.0472,1.46,1.04,7.23,0.04,0,0,0,0,0,0,2.31,2.31,0,0,12.71,2.31,2.31,27,0,100,,89,15,0.6,9.10,2.3,36,57,57,45,244,244,,,,,,,,5.69,22,0.08,2.35,1.68,12.43,0.1,,,,,,,
Ross Dwelley,,0,TE,2500,SF,vs LAR,28,23.75,3.9,4.1,5,0,0,0,0,0,0,0,0,0,1.1,0.0292,1.1,0.81,8.38,0.11,0,0,0,0,0,0,2.31,2.31,0,0,10.11,2.31,2.31,43,0,100,,173,20,0.9,0.00,,28,43,43,60,244,244,,,,,,,,,,,2.38,1.75,18.75,0.21,,,,,,,
Rashaad Penny,,0,RB,4000,SEA,@ GB,14,23.00,10.1,1.1,0.8,0,0,0,0,0,0.1343,2.84,16.14,0.11,2.84,0,0,0,0,0,0,0,0,0,0,0,2.27,2.27,0,0,22.47,2.27,2.27,65,0,100,,173,0,0.6,0.00,,36,58,58,45,245,245,,,,,,,,8.54,48.54,0.33,0.92,0.69,5.69,0.03,,,,,,,
Jets,,0,DST,2000,NYJ,vs BUF,7,30.75,5.3,3.9,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,0.12,0.46,0,0,30.75,2.24,2.24,0,0,12.84,2.24,2.24,14,0,100,,152,2,1.1,2.00,1,20,27,27,65,246,246,,,,,,,,,,,,,,,2.03,0.73,0.51,0.13,0.03,24.74,361.89
Jalen Richard,!,0,RB,4200,LV,vs KC,8,25.75,4.7,3.9,3,0,0,0,0,0,0,0,0,0,1.43,0.037,1.43,1.16,9.28,0.02,0,0,0,0,0,0,2.21,2.21,0,0,11.61,2.21,2.21,55,0,100,,160,24,0.5,1.30,0.3,34,59,59,43,247,247,,,,,,,,3.15,15.73,0.05,2.82,2.28,18.85,0.04,,,,,,,
Zay Jones,,0,WR,3100,LV,vs KC,15,25.75,6.3,3.3,4.4,0,0,0,0,0,0,0,0,0,1.57,0.0406,1.57,0.89,9.39,0.06,0,0,0,0,0,0,2.19,2.19,0,0,14.79,2.19,2.19,66,0,100,,139,5,0.7,3.20,1,48,99,99,54,248,248,0.03,0.01,0.39,,,,1.61,0.07,0.08,,4.63,2.63,28.51,0.17,,,,,,,
Ian Thomas,,0,TE,2500,CAR,@ ARI,7,17.25,4.3,3.1,3.2,0,0,0,0,0,0,0,0,0,1.72,0.0558,1.72,1.08,9.34,0.03,0,0,0,0,0,0,2.19,2.19,0,0,10.79,2.19,2.19,43,0,100,,173,0,0.9,0.00,,28,44,44,60,248,248,,,,,,,,,,,3.06,1.92,17.74,0.08,,,,,,,
Tevin Coleman,,0,RB,4000,NYJ,vs BUF,7,17.75,7.8,2.1,2.8,0,0,0,0,0,0.139,3.52,15.02,0.11,3.52,0,0,0,0,0,0,0,0,0,0,0,2.16,2.16,0,0,17.76,2.16,2.16,38,0,100,,118,18,0.5,5.30,1.3,36,60,60,45,249,249,,,,,,,,9.11,38.87,0.29,2.1,1.48,14.63,0.14,,,,,,,
Trey Sermon,,0,RB,4300,SF,vs LAR,13,23.75,4.2,0,5.5,0,0,0,0,0,0.1562,3.69,15.95,0.09,3.69,0,0,0,0,0,0,0,0,0,0,0,2.14,2.14,0,0,10.54,2.14,2.14,65,0,100,,173,16,0.5,0.00,,33,61,61,42,250,250,,,,,,,,7.17,31,0.17,0.67,0.5,4.33,,,,,,,,
Noah Brown,,0,WR,3000,DAL,vs ATL,26,31.00,4.3,3.3,3.4,0,0,0,0,0,0,0,0,0,1.48,0.0385,1.48,0.9,10.8,0.02,0,0,0,0,0,0,2.1,2.1,0,0,10.7,2.1,2.1,70,0,100,,143,0,0.7,2.80,0.9,49,100,100,55,251,251,,,,,,,,0.03,0.11,,2.77,1.69,20.51,0.03,,,,,,,
Malik Turner,,0,WR,3400,DAL,vs ATL,26,31.00,5.3,0,10.2,0,0,0,0,0,0,0,0,0,0.98,0.0255,0.98,0.65,9.02,0.09,0,0,0,0,0,0,2.09,2.09,0,0,12.69,2.09,2.09,76,0,100,,156,0,0.6,1.70,0.5,45,101,101,51,252,252,,,,,,,,,,,2.14,1.43,20,0.19,,,,,,,
Josh Reynolds,!,0,WR,3000,TEN,vs NO,31,23.00,5.9,7.9,6.3,0,0,0,0,0,0,0,0,0,1.26,0.0476,1.26,0.72,9.38,0.06,0,0,0,0,0,0,2.02,2.02,0,0,13.82,2.02,2.02,85,0,100,,173,16,0.7,0.00,,49,102,102,55,253,253,,,,,,,,0.14,0.88,,4.3,2.46,32.97,0.19,,,,,,,
Preston Williams,,0,WR,3000,MIA,vs BAL,21,19.25,6.5,9.7,4.1,0,0,0,0,0,0,0,0,0,1.34,0.0417,1.34,0.68,9.1,0.07,0,0,0,0,0,0,2.01,2.01,0,0,15.01,2.01,2.01,85,0,100,,173,22,0.7,0.00,,49,103,103,55,254,254,,,,,0.05,,,0.05,0.32,,5.05,2.55,35.77,0.32,,,,,,,
Falcons,,0,DST,2400,ATL,@ DAL,1,31,5.7,4.5,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0.36,0.47,0,0,31,1.95,1.95,0,0,13.35,1.95,1.95,17,0,100,,177,0,0.8,-2.00,,16,28,28,61,255,255,,,,,,,,,,,,,,,1.82,0.77,0.51,0.17,0.02,23.69,365.31
Charlie Woerner,,0,TE,2500,SF,vs LAR,28,23.75,1.9,1.7,2.7,0,0,0,0,0,0,0,0,0,1.1,0.0292,1.1,0.74,7.82,0.06,0,0,0,0,0,0,1.88,1.88,0,0,5.68,1.88,1.88,43,0,100,,173,0,0.8,0.00,,28,45,45,60,256,256,,,,,,,,,,,1.33,0.89,9.78,,,,,,,,
D'Onta Foreman,,0,RB,4000,TEN,vs NO,3,23.00,6.6,1.5,2.9,0,0,0,0,0,0.1372,3.35,14.47,0.07,3.35,0,0,0,0,0,0,0,0,0,0,0,1.87,1.87,0,0,15.07,1.87,1.87,26,0,100,,86,7,0.5,9.80,2.5,36,62,62,45,257,257,,,,,,,,8.96,38.69,0.19,0.85,0.65,9,0.04,,,,,,,
Tommy Tremble,,0,TE,2500,CAR,@ ARI,7,17.25,2.9,0,3.9,0,0,0,0,0,0,0,0,0,1.46,0.0472,1.46,0.83,6.9,0.02,0,0,0,0,0,0,1.64,1.64,0,0,7.44,1.64,1.64,40,0,100,,160,22,0.7,1.30,0.5,28,46,46,60,258,258,,,,,,,,0.18,0.65,0.06,2.59,1.47,13.06,0.06,,,,,,,
