,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Actual Data,,Position Rankings,,,,Overall Rankings,,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
John Hurst,,0,WR,3000,TB,@ NE,2,28.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
DJ Turner,,0,WR,3000,LV,@ LAC,16,24.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Zay Jones,,0,WR,3000,LV,@ LAC,16,24.25,6,3.3,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,6,0,1.50,0.5,87,49,113,113,175,54,289,289,0.03,0.01,0.39,,,,1.63,0.05,0.08,,4.54,2.53,27.74,0.16,,,,,,,
Dillon Stoner,,0,WR,3000,LV,@ LAC,16,24.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Willie Snead,,0,WR,3000,LV,@ LAC,16,24.25,6.8,7.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,18,0,2.50,0.8,80,49,113,113,165,54,289,289,0.02,0.01,0.54,,,0.01,2.15,0.03,0.16,,4.78,3.23,38.4,0.17,,,,,,,
Marcell Ateman,,0,WR,3000,LV,@ LAC,16,24.25,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,44,0,,,93,49,113,113,187,54,289,289,,,,,,,,,,,4.1,2,27,0.1,,,,,,,
Trey Quinn,!,0,WR,3000,LV,@ LAC,16,24.25,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,22,0,,,93,49,113,113,187,54,289,289,,,,,,,,0.07,,,4.07,2.5,19.5,0.14,,,,,,,
Caleb Scott,,0,WR,3000,LV,@ LAC,16,24.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
John Brown,,0,WR,3000,LV,@ LAC,16,24.25,8,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,22,0,,,93,49,113,113,187,54,289,289,0.02,0.02,0.49,,,0.02,11.47,0.12,0.62,,6.09,3.31,48.39,0.29,,,,,,,
James O'Shaughnessy,!,0,TE,2800,JAC,@ CIN,19,19.50,3.4,3.6,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,13,0,0.00,,47,23,52,52,187,56,289,289,,,,,,,,,,,2.64,1.78,17.67,0.05,,,,,,,
Jimmy Graham,,0,TE,2700,CHI,vs DET,23,22.25,6.7,9.1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,26,0,0.00,,47,24,52,52,187,57,289,289,,,,,,,,0.01,,,4.97,3.2,36.88,0.34,,,,,,,
Donald Parham,,0,TE,2700,LAC,vs LV,18,27.25,4.5,4.4,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,4,0,9.70,3.6,15,24,52,52,103,57,289,289,,,,,,,,,,,2.14,1.36,15.86,0.27,,,,,,,
Chris Manhertz,,0,TE,2700,JAC,@ CIN,19,19.50,2.7,1.6,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,1.70,0.6,42,24,52,52,173,57,289,289,,,,,,,,,,,1.22,0.78,9.26,0.09,,,,,,,
Chris Herndon,,0,TE,2600,MIN,vs CLE,26,25.25,5.4,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,16,0,0.00,,47,25,52,52,187,58,289,289,,,,,,,,,,,3.47,2.34,26.13,0.25,,,,,,,
Kenny Yeboah,,0,TE,2500,NYJ,vs TEN,7,19.75,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,1.5,1,18,,,,,,,,
Trevon Wesco,,0,TE,2500,NYJ,vs TEN,7,19.75,1.6,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,6,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,0.22,0.22,,1.11,0.67,9.67,,,,,,,,
Daniel Brown,,0,TE,2500,NYJ,vs TEN,7,19.75,2.9,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,22,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,2.55,1.73,16.64,0.05,,,,,,,
Hakeem Butler,,0,TE,2500,PHI,vs KC,28,23.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,1,,,,,,,,,,
Cary Angeline,,0,TE,2500,PHI,vs KC,28,23.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,,,,,,,,,,,
Nick Eubanks,,0,TE,2500,PHI,vs KC,28,23.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,,,,,,,,,,,
Jason Croom,!,0,TE,2500,PHI,vs KC,28,23.50,2.4,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,48,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,2.77,1.77,20.15,0.15,,,,,,,
Tyree Jackson,,0,TE,2500,PHI,vs KC,28,23.50,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,2.33,1,7.33,0.33,,,,,,,
Jack Stoll,,0,TE,2500,PHI,vs KC,28,23.50,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,81,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,1.67,1.33,7.33,,,,,,,,
Sean McKeon,!,0,TE,2500,DAL,vs CAR,13,27.75,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,3,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,1.5,1,6.75,0.25,,,,,,,
Nick Ralston,,0,TE,2500,DAL,vs CAR,13,27.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,,,,,,,,,,,
Ian Bunting,,0,TE,2500,DAL,vs CAR,13,27.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,,,,,,,,,,,
Artayvious Lynn,,0,TE,2500,DAL,vs CAR,13,27.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,,,,,,,,,,,
Jeremy Sprinkle,,0,TE,2500,DAL,vs CAR,13,27.75,2.7,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,13,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,2.03,1.31,11.72,0.1,,,,,,,
Zach Wood,,0,TE,2500,NO,vs NYG,32,24.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,,,,,,,,,,,
Josh Pederson,,0,TE,2500,NO,vs NYG,32,24.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,,,,,,,,,,,
Dylan Soehner,!,0,TE,2500,NO,vs NYG,32,24.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,,,,,,,,,,,
Nick Vannett,!,0,TE,2500,NO,vs NYG,32,24.75,3.4,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,3,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,2.1,1.47,14.21,0.1,,,,,,,
Ethan Wolf,,0,TE,2500,NO,vs NYG,32,24.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,2,2,8,,,,,,,,
Garrett Griffin,,0,TE,2500,NO,vs NYG,32,24.75,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,30,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,1.75,1.75,13.75,0.25,,,,,,,
Irv Smith Jr.,!,0,TE,2500,MIN,vs CLE,26,25.25,6.9,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,15,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,3.79,2.5,28.64,0.43,,,,,,,
Andrew DePaola,,0,TE,2500,MIN,vs CLE,26,25.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,,,,,,,,,,,
Ben Ellefson,,0,TE,2500,MIN,vs CLE,26,25.25,0.8,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,1.5,0.5,3,,,,,,,,
Brandon Dillon,,0,TE,2500,MIN,vs CLE,26,25.25,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,1,1,6,,,,,,,,
Zach Davidson,,0,TE,2500,MIN,vs CLE,26,25.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,,,,,,,,,,,
Jesse James,,0,TE,2500,CHI,vs DET,23,22.25,5.1,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,2.99,2.05,20.4,0.14,,,,,,,
Patrick Scales,,0,TE,2500,CHI,vs DET,23,22.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,,,,,,,,,,,
Scooter Harrington,,0,TE,2500,CHI,vs DET,23,22.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,,,,,,,,,,,
Jesper Horsted,!,0,TE,2500,CHI,vs DET,23,22.25,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,26,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,1.63,1.25,13.5,0.38,,,,,,,
J.P. Holtz,,0,TE,2500,CHI,vs DET,23,22.25,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,1.5,1.17,15.17,,,,,,,,
Quintin Morris,,0,TE,2500,BUF,vs HOU,25,32.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,1,1,6,,,,,,,,
Bug Howard,,0,TE,2500,BUF,vs HOU,25,32.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,,,,,,,,,,,
Kahale Warring,,0,TE,2500,BUF,vs HOU,25,32.00,2.1,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,1.75,0.75,8.75,,,,,,,,
Nate Becker,,0,TE,2500,BUF,vs HOU,25,32.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,,,,,,,,,,,
Tommy Sweeney,,0,TE,2500,BUF,vs HOU,25,32.00,3.7,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,2.08,1.42,13.17,0.08,,,,,,,
Hunter Long,!,0,TE,2500,MIA,vs IND,27,22.00,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,1,0.33,2.67,,,,,,,,
Carson Meier,,0,TE,2500,MIA,vs IND,27,22.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,,,,,,,,,,,
Cethan Carter,,0,TE,2500,MIA,vs IND,27,22.00,2.5,0.8,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,1.18,0.82,7.45,0.09,,,,,,,
Adam Shaheen,,0,TE,2500,MIA,vs IND,27,22.00,4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,2.03,1.43,14.11,0.19,,,,,,,
Jibri Blount,,0,TE,2500,MIA,vs IND,27,22.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,,,,,,,,,,,
Kalif Jackson,,0,TE,2500,MIA,vs IND,27,22.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,,,,,,,,,,,
Sal Cannella,,0,TE,2500,MIA,vs IND,27,22.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,,,,,,,,,,,
Durham Smythe,,0,TE,2500,MIA,vs IND,27,22.00,2.8,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,22,0,2.60,1,35,26,52,52,164,59,289,289,,,,,,,,0.05,0.07,,2.23,1.7,15.89,0.05,,,,,,,
Lee Smith,,0,TE,2500,ATL,vs WAS,6,22.75,2.8,3.9,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,18,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,1.52,1.29,9.21,0.19,,,,,,,
Parker Hesse,!,0,TE,2500,ATL,vs WAS,6,22.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,,,,,,,,,,,
Ryan Becker,!,0,TE,2500,ATL,vs WAS,6,22.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,,,,,,,,,,,
John Raine,,0,TE,2500,ATL,vs WAS,6,22.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,,,,,,,,,,,
Jaeden Graham,!,0,TE,2500,ATL,vs WAS,6,22.75,4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,1.67,1.33,19.33,0.11,,,,,,,
Tanner Hudson,,0,TE,2500,SF,vs SEA,17,27.00,1.4,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,22,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,1.67,0.78,9.89,,,,,,,,
Charlie Woerner,,0,TE,2500,SF,vs SEA,17,27.00,1.9,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,10,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,1.38,1,11,,,,,,,,
Ross Dwelley,,0,TE,2500,SF,vs SEA,17,27.00,3.9,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,24,0,9.10,3.6,16,26,52,52,107,59,289,289,,,,,,,,,,,2.43,1.83,19.57,0.22,,,,,,,
Jacob Harris,,0,TE,2500,LAR,vs ARI,5,29.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,,,,,,,,,,,
Brycen Hopkins,!,0,TE,2500,LAR,vs ARI,5,29.00,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,2.5,2.5,28,,,,,,,,
Johnny Mundt,,0,TE,2500,LAR,vs ARI,5,29.00,2.2,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,15,0,1.90,0.8,40,26,52,52,171,59,289,289,,,,,,,,,,,1.73,1.36,12.45,,,,,,,,
Kendall Blanton,,0,TE,2500,LAR,vs ARI,5,29.00,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,11,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,2.33,1.83,18.67,0.17,,,,,,,
Isaac Nauta,,0,TE,2500,GB,vs PIT,9,25.50,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,42,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,1.25,0.75,4,,,,,,,,
Bronson Kaufusi,,0,TE,2500,GB,vs PIT,9,25.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,,,,,,,,,,,
Marcedes Lewis,,0,TE,2500,GB,vs PIT,9,25.50,3.9,4,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,1.70,0.7,42,26,52,52,173,59,289,289,,,,,,,,,,,2.28,1.41,15.02,0.13,,,,,,,
Dominique Dafney,!,0,TE,2500,GB,vs PIT,9,25.50,2.8,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,1.14,0.57,8.57,0.14,,,,,,,
Daniel Crawford,,0,TE,2500,GB,vs PIT,9,25.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,,,,,,,,,,,
Josiah Deguara,,0,TE,2500,GB,vs PIT,9,25.50,4,2.2,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,13,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,2.53,1.87,19,0.13,,,,,,,
Shaun Beyer,,0,TE,2500,DEN,vs BAL,15,22.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,,,,,,,,,,,
Andrew Beck,,0,TE,2500,DEN,vs BAL,15,22.50,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,0.5,-0.5,,1.5,1,26,,,,,,,,
Eric Saubert,,0,TE,2500,DEN,vs BAL,15,22.50,2.3,0.9,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,1.55,0.95,7.7,0.1,,,,,,,
Donnie Ernsberger,!,0,TE,2500,TEN,@ NYJ,31,24.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,,,,,,,,,,,
Austin Fort,,0,TE,2500,TEN,@ NYJ,31,24.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,,,,,,,,,,,
Briley Moore-McKinney,!,0,TE,2500,TEN,@ NYJ,31,24.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,,,,,,,,,,,
Gabe Holmes,,0,TE,2500,TEN,@ NYJ,31,24.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,,,,,,,,,,,
Luke Stocker,,0,TE,2500,TEN,@ NYJ,31,24.75,2.5,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,0.02,,,1.41,0.94,7.76,0.06,,,,,,,
MyCole Pruitt,,0,TE,2500,TEN,@ NYJ,31,24.75,2.9,4.4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,12,0,4.40,1.8,30,26,52,52,146,59,289,289,,,,,,,,,,,1.56,1.16,11.96,0.16,,,,,,,
Evan Baylis,,0,TE,2500,KC,@ PHI,21,30.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,,,,,,,,,,,
Blake Bell,,0,TE,2500,KC,@ PHI,21,30.50,2.4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,0.08,0.2,,1.57,1.02,10.62,0.02,,,,,,,
James Winchester,,0,TE,2500,KC,@ PHI,21,30.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,,,,,,,,,,,
Noah Gray,,0,TE,2500,KC,@ PHI,21,30.50,1.9,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,17,0,0.00,,47,26,52,52,187,59,289,289,,,,,,,,,,,1.73,1.09,6.55,0.09,,,,,,,
Jody Fortson,,0,TE,2500,KC,@ PHI,21,30.50,3.1,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,35,0,7.20,2.9,23,26,52,52,126,59,289,289,,,,,,,,,,,1.17,1,8,0.5,,,,,,,
