,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Actual Data,,Position Rankings,,,,Overall Rankings,,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Tre Nixon,,0,WR,3000,NE,vs NYJ,2,24.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
N'Keal Harry,,0,WR,3000,NE,vs NYJ,2,24.75,3.8,5.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,24,0,3.80,1.3,56,45,93,93,136,52,237,237,,,,,,,,0.27,1.87,,3.7,1.97,20.63,0.13,,,,,,,
Gunner Olszewski,,0,WR,3000,NE,vs NYJ,2,24.75,2.9,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,3.20,1.1,60,45,93,93,143,52,237,237,,,,,,,,0.54,3.85,,0.92,0.69,9.77,0.08,,,,,,,
Kristian Wilkerson,,0,WR,3000,NE,vs NYJ,2,24.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,8,4,42,2,,,,,,,
Matt Slater,,0,WR,3000,NE,vs NYJ,2,24.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
Cameron Batson,!,0,WR,3000,TEN,vs KC,10,27.50,2.5,3.2,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,22,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,0.39,2,,1.61,1.22,11.28,0.11,,,,,,,
Racey McMath,!,0,WR,3000,TEN,vs KC,10,27.50,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,1.2,0.4,1.6,,,,,,,,
Mason Kinsey,,0,WR,3000,TEN,vs KC,10,27.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
Dez Fitzpatrick,,0,WR,3000,TEN,vs KC,10,27.50,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,4,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,2.67,1.67,16.33,0.33,,,,,,,
Amari Rodgers,,0,WR,3000,GB,vs WAS,26,28.00,0.6,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,75,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,0.25,2.75,,2,1,11.25,,,,,,,,
Equanimeous St. Brown,,0,WR,3000,GB,vs WAS,26,28.00,3.6,3.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,1.30,0.4,70,45,93,93,165,52,237,237,,,,,,,,0.18,0.82,,2.3,1.27,19.3,0.06,,,,,,,
Chris Blair,,0,WR,3000,GB,vs WAS,26,28.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
Malik Taylor,!,0,WR,3000,GB,vs WAS,26,28.00,2.6,1.7,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,16,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,0.14,1.29,,1.29,1,11.43,0.14,,,,,,,
Juwann Winfree,,0,WR,3000,GB,vs WAS,26,28.00,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,8,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,2.33,1.5,12.5,,,,,,,,
Travis Fulgham,,0,WR,3000,MIA,vs ATL,24,23.25,9.8,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,5,2.71,38.5,0.29,,,,,,,
Mack Hollins,,0,WR,3000,MIA,vs ATL,24,23.25,4.3,3.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,9.30,3.1,37,45,93,93,96,52,237,237,,,,,,,,,,,2.42,1.4,18.69,0.13,,,,,,,
Allen Hurns,!,0,WR,3000,MIA,vs ATL,24,23.25,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,18,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,4.89,2.91,41.33,0.29,,,,,,,
Isaiah Ford,,0,WR,3000,MIA,vs ATL,24,23.25,4.8,6.2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,9,0,8.00,2.7,39,45,93,93,101,52,237,237,,,,,,,,0.04,0.41,,3.56,2.33,25.22,0.07,,,,,,,
Lynn Bowden,!,0,WR,3000,MIA,vs ATL,24,23.25,5.8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,3,0,0.00,,75,45,93,93,175,52,237,237,0.22,0.11,3.56,,,,17.6,1,3.56,,4.11,3.11,23.44,,,,,,,,
Kirk Merritt,,0,WR,3000,MIA,vs ATL,24,23.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,3,1,13,,,,,,,,
Tylan Wallace,,0,WR,3000,BAL,vs CIN,11,26.00,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,1.5,0.5,5.33,,,,,,,,
Binjimen Victor,,0,WR,3000,BAL,vs CIN,11,26.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
Miles Boykin,,0,WR,3000,BAL,vs CIN,11,26.00,3.8,4.7,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,14,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,2.3,1.3,17.2,0.23,,,,,,,
Jaylon Moore,,0,WR,3000,BAL,vs CIN,11,26.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
J.J. Koski,,0,WR,3000,LAR,vs DET,25,33.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
Ben Skowronek,,0,WR,3000,LAR,vs DET,25,33.75,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,21,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,3.18,1.73,16.91,,,,,,,,
Landen Akers,,0,WR,3000,LAR,vs DET,25,33.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
Tutu Atwell,,0,WR,3000,LAR,vs DET,25,33.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,1,,,,,,,,,,
Willie Snead,,0,WR,3000,LV,vs PHI,4,24.50,6.8,7.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,18,0,0.00,,75,45,93,93,175,52,237,237,0.02,0.01,0.54,,,0.01,2.15,0.03,0.16,,4.78,3.23,38.4,0.17,,,,,,,
Zay Jones,,0,WR,3000,LV,vs PHI,4,24.50,6,3.3,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,6,0,5.30,1.8,48,45,93,93,125,52,237,237,0.03,0.01,0.39,,,,1.63,0.05,0.08,,4.54,2.53,27.74,0.16,,,,,,,
Javon Wims,,0,WR,3000,LV,vs PHI,4,24.50,3.3,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,0.04,0.09,,2.61,1.26,12.78,0.09,,,,,,,
DJ Turner,,0,WR,3000,LV,vs PHI,4,24.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
Dillon Stoner,,0,WR,3000,LV,vs PHI,4,24.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
Andy Isabella,,0,WR,3000,ARI,vs HOU,18,33.75,5.1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,0.23,0.41,,2.36,1.45,19.82,0.14,,,,,,,
Antoine Wesley,,0,WR,3000,ARI,vs HOU,18,33.75,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,15,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,3.78,2.11,23.11,0.33,,,,,,,
Greg Dortch,,0,WR,3000,ARI,vs HOU,18,33.75,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,37,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,0.25,6,,4,3.5,33.25,0.25,,,,,,,
Andre Baccellia,,0,WR,3000,ARI,vs HOU,18,33.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,2,2,12,,,,,,,,
Jaelon Darden,,0,WR,3000,TB,vs CHI,21,29.50,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,1.10,0.4,71,45,93,93,166,52,237,237,,,,,,,,0.25,1.63,,1.5,0.75,5.38,,,,,,,,
Justin Watson,!,0,WR,3000,TB,vs CHI,21,29.50,5.7,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,3.07,1.79,22,0.21,,,,,,,
Jaydon Mickens,,0,WR,3000,TB,vs CHI,21,29.50,7.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,3.43,2.14,20.71,0.29,,,,,,,
Scotty Miller,!,0,WR,3000,TB,vs CHI,21,29.50,6,7.3,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,0.29,2.88,0.03,3.21,1.85,26.44,0.15,,,,,,,
John Hurst,,0,WR,3000,TB,vs CHI,21,29.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
Cyril Grayson,,0,WR,3000,TB,vs CHI,21,29.50,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,0.17,2.33,,2.67,1.83,35.83,0.33,,,,,,,
Richie James,,0,WR,3000,SF,vs IND,31,22.25,7.6,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,0.14,0.05,,3.23,2.18,36.32,0.14,,,,,,,
River Cracraft,,0,WR,3000,SF,vs IND,31,22.25,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,65,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,2.6,1.6,17.4,0.2,,,,,,,
Connor Wedington,,0,WR,3000,SF,vs IND,31,22.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
Jalen Hurd,!,0,WR,3000,SF,vs IND,31,22.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
Jauan Jennings,,0,WR,3000,SF,vs IND,31,22.25,6.4,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,3.11,1.94,21.72,0.28,,,,,,,
Travis Benjamin,,0,WR,3000,SF,vs IND,31,22.25,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,0.01,,,,,,0.57,0.38,2.12,,4.58,2.46,35.38,0.2,,,,,,,
Cade Johnson,,0,WR,3000,SEA,vs NO,29,18.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
Cody Thompson,,0,WR,3000,SEA,vs NO,29,18.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
Penny Hart,,0,WR,3000,SEA,vs NO,29,18.25,1.3,0.6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,19,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,0.1,1.9,,1.3,0.8,6.2,,,,,,,,
John Ursua,!,0,WR,3000,SEA,vs NO,29,18.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,,,75,45,93,93,175,52,237,237,,,,,,,,,,,1,1,11,,,,,,,,
Aaron Fuller,,0,WR,3000,SEA,vs NO,29,18.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
DWayne Eskridge,!,0,WR,3000,SEA,vs NO,29,18.25,3.5,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,0.4,5.9,,2.3,1.2,7,0.1,,,,,,,
Phillip Dorsett,,0,WR,3000,SEA,vs NO,29,18.25,5.3,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,13,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,0.21,1.24,,3.56,2.04,27.5,0.19,,,,,,,
DaeSean Hamilton,!,0,WR,3000,DEN,@ CLE,13,19.50,5.7,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,5,0,,,75,45,93,93,175,52,237,237,,,,,,,,,,,4.44,2.53,26.03,0.16,,,,,,,
Seth Williams,,0,WR,3000,DEN,@ CLE,13,19.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,,,75,45,93,93,175,52,237,237,,,,,,,,,,,1,1,34,,,,,,,,
Tyrie Cleveland,,0,WR,3000,DEN,@ CLE,13,19.50,2.9,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,1.86,1.14,13,,,,,,,,
Diontae Spencer,,0,WR,3000,DEN,@ CLE,13,19.50,1.3,0.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,0.4,1.67,,1.2,0.67,3.6,,,,,,,,
Rico Gafford,,0,WR,3000,DEN,@ CLE,13,19.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
De'Mornay Pierson-El,,0,WR,3000,DEN,@ CLE,13,19.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
John Brown,,0,WR,3000,DEN,@ CLE,13,19.50,8,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,22,0,0.00,,75,45,93,93,175,52,237,237,0.02,0.02,0.49,,,0.02,11.47,0.12,0.62,,6.09,3.31,48.39,0.29,,,,,,,
Keith Kirkwood,,0,WR,3000,CAR,@ NYG,28,23.00,3,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,41,0,4.70,1.6,51,45,93,93,130,52,237,237,,,,,,,,,,,2.67,1.58,20.58,0.25,,,,,,,
Alex Erickson,,0,WR,3000,CAR,@ NYG,28,23.00,4.8,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,0.04,0.02,0.47,,,,4.24,0.33,1.42,,2.76,1.75,20.75,0.02,,,,,,,
C.J. Saunders,,0,WR,3000,CAR,@ NYG,28,23.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,2,2,11,,,,,,,,
Matt Cole,,0,WR,3000,CAR,@ NYG,28,23.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
Aaron Parker,,0,WR,3000,CAR,@ NYG,28,23.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
Brandon Zylstra,!,0,WR,3000,CAR,@ NYG,28,23.00,4.4,1.3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,0.05,,,,,,2.08,0.05,0.05,,2.26,1.58,21.79,0.05,,,,,,,
Jeff Smith,,0,WR,3000,NYJ,@ NE,8,17.75,3.6,4.2,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,0.06,,,0.06,-0.06,,3.24,1.53,17.47,,,,,,,,
Vyncint Smith,,0,WR,3000,NYJ,@ NE,8,17.75,3.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,6,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,0.14,2.48,0.05,2.24,1.1,15.67,0.05,,,,,,,
D.J. Montgomery,,0,WR,3000,NYJ,@ NE,8,17.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,6,3,36,,,,,,,,
Cornell Powell,,0,WR,3000,KC,@ TEN,32,31.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
Daurice Fountain,,0,WR,3000,KC,@ TEN,32,31.50,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,1.5,1,11.5,,,,,,,,
Gehrig Dieter,,0,WR,3000,KC,@ TEN,32,31.50,1.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,33,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,1.5,0.75,10.75,,,,,,,,
Marcus Kemp,,0,WR,3000,KC,@ TEN,32,31.50,1.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,1.80,0.6,66,45,93,93,159,52,237,237,,,,,,,,,,,1,0.5,5.25,,,,,,,,
Damion Willis,,0,WR,3000,WAS,@ GB,15,20.00,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,2.29,1.29,11.71,,,,,,,,
Kelvin Harmon,,0,WR,3000,WAS,@ GB,15,20.00,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,37,0,0.00,,75,45,93,93,175,52,237,237,0.08,0.08,0.85,,,,10.1,,,,3.38,2.31,28.08,,,,,,,,
Marken Michel,,0,WR,3000,WAS,@ GB,15,20.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
Dax Milne,,0,WR,3000,WAS,@ GB,15,20.00,1.3,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,19,0,3.60,1.2,58,45,93,93,139,52,237,237,,,,,,,,0.09,0.09,,1.45,0.91,8.09,,,,,,,,
Cam Sims,!,0,WR,3000,WAS,@ GB,15,20.00,5.6,7.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,11,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,0.08,0.46,,3.46,2.15,31.5,0.12,,,,,,,
Antonio Gandy-Golden,,0,WR,3000,WAS,@ GB,15,20.00,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,0.25,5.5,,1.75,0.25,0.75,,,,,,,,
DeAndre Carter,,0,WR,3000,WAS,@ GB,15,20.00,4.6,0.4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,18,0,4.10,1.4,54,45,93,93,134,52,237,237,,,,,,,,0.35,2.91,,2.91,2.03,24.71,0.12,,,,,,,
Frank Darby,,0,WR,3000,ATL,@ MIA,23,24.25,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,2,0.5,7,,,,,,,,
Keelan Doss,,0,WR,3000,ATL,@ MIA,23,24.25,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,44,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,2.33,1.83,22.17,,,,,,,,
Christian Blake,,0,WR,3000,ATL,@ MIA,23,24.25,3,3,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,2.6,1.4,12.85,,,,,,,,
Juwan Green,,0,WR,3000,ATL,@ MIA,23,24.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
