"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. DIFF ","% OVER ","OPPORTUNITY ","EFFICIENCY "
"32","Josh Oliver",MIN,"at TEN","3 out of 5 stars","F","3.9","+2.2","53% (8/15)","7%","Great"
"33","Tanner Hudson",CIN,"at LAC","2 out of 5 stars","F","3.9","+1.6","63% (7/11)","8%","Poor"
"34","Lucas Krull",DEN,"vs. ATL","4 out of 5 stars","F","3.7","+0.4","30% (3/10)","2%","Bad"
"35","Adam Trautman",DEN,"vs. ATL","4 out of 5 stars","F","3.6","+0.7","41% (7/17)","5%","Average"
"36","Grant Calcaterra",PHI,"vs. WAS","3 out of 5 stars","F","3.4","+0.6","50% (6/12)","1%","Bad"
"37","Colby Parkinson",LAR,"at NE","2 out of 5 stars","F","3.4","-0.5","37% (6/16)","9%","Bad"
"38","Darnell Washington",PIT,"vs. BAL","3 out of 5 stars","F","3.4","+0.5","50% (8/16)","3%","Good"
"39","Shane Zylstra",DET,"vs. JAC","4 out of 5 stars","F","2.9","-","-","0%","N/A"
"40","Eric Saubert",SF,"vs. SEA","5 out of 5 stars","F","2.7","-0.2","15% (2/13)","3%","Bad"
"41","Jordan Akins",CLE,"at NO","3 out of 5 stars","F","2.5","+0.5","50% (8/16)","2%","Great"
"42","Michael Mayer",LV,"at MIA","2 out of 5 stars","F","2.4","+0.1","28% (2/7)","3%","Bad"
"43","Brenton Strange",JAC,"at DET","3 out of 5 stars","F","2.4","+0.4","37% (6/16)","5%","Great"
"44","Jeremy Ruckert",NYJ,"vs. IND","4 out of 5 stars","F","2.2","-0.1","43% (7/16)","3%","Bad"
"45","Josh Whyle",TEN,"vs. MIN","3 out of 5 stars","F","2.1","0.0","38% (5/13)","2%","Bad"
"46","Hayden Hurst",LAC,"vs. CIN","3 out of 5 stars","F","1.9","-2.9","0% (0/7)","8%","Bad"
"47","Drew Sample",CIN,"at LAC","2 out of 5 stars","F","1.9","+0.7","47% (8/17)","4%","Great"
"48","Cade Stover",HOU,"at DAL","4 out of 5 stars","F","1.8","-0.3","44% (4/9)","1%","Bad"
"49","Kylen Granson",IND,"at NYJ","3 out of 5 stars","F","1.8","-0.5","31% (5/16)","3%","Bad"
"50","Mo Alie-Cox",IND,"at NYJ","3 out of 5 stars","F","1.8","+0.3","37% (6/16)","8%","Bad"
"51","Quintin Morris",BUF,"vs. KC","3 out of 5 stars","F","1.7","-0.3","25% (1/4)","17%","Great"
"52","Julian Hill",MIA,"vs. LV","5 out of 5 stars","F","1.7","-0.2","40% (6/15)","8%","Bad"
"53","Luke Farrell",JAC,"at DET","3 out of 5 stars","F","1.5","+0.1","31% (5/16)","1%","Bad"
"54","Gerald Everett",CHI,"vs. GB","4 out of 5 stars","F","1.5","-0.4","40% (6/15)","3%","Bad"
"55","Durham Smythe",MIA,"vs. LV","5 out of 5 stars","F","1.4","+0.1","33% (5/15)","5%","Bad"
"56","Will Mallory",IND,"at NYJ","3 out of 5 stars","F","1.3","+0.3","33% (4/12)","0%","Bad"
"57","Drew Ogletree",IND,"at NYJ","3 out of 5 stars","F","1.3","-0.6","21% (3/14)","2%","Great"
"58","Charlie Kolar",BAL,"at PIT","4 out of 5 stars","F","1.2","+1.2","50% (7/14)","4%","Great"
"59","Nate Adkins",DEN,"vs. ATL","4 out of 5 stars","F","1.2","+0.1","25% (3/12)","3%","Great"
"60","Ben Sims",GB,"at CHI","3 out of 5 stars","F","1.2","-0.1","16% (2/12)","2%","Bad"
"61","Luke Schoonmaker",DAL,"vs. HOU","3 out of 5 stars","F","1.1","0.0","31% (5/16)","2%","Bad"
"62","Pharaoh Brown",SEA,"at SF","3 out of 5 stars","F","1.1","-0.8","23% (3/13)","0%","Bad"
"63","Connor Heyward",PIT,"vs. BAL","3 out of 5 stars","F","1.1","-0.4","20% (3/15)","2%","Great"
"64","Brayden Willis",SF,"vs. SEA","5 out of 5 stars","F","1.0","-","-","0%","N/A"
"65","Nick Vannett",TEN,"vs. MIN","3 out of 5 stars","F","1.0","+1.0","27% (3/11)","7%","Great"
"66","Stone Smartt",LAC,"vs. CIN","3 out of 5 stars","F","1.0","+0.5","41% (5/12)","4%","Bad"
"67","Geoff Swaim",CLE,"at NO","3 out of 5 stars","F","1.0","0.0","50% (3/6)","0%","N/A"
"68","John Bates",WAS,"at PHI","2 out of 5 stars","F","0.9","-0.6","18% (3/16)","0%","N/A"
"69","Brevyn Spann-Ford",DAL,"vs. HOU","3 out of 5 stars","F","0.9","-0.8","12% (1/8)","6%","Bad"
"70","James Mitchell",DET,"vs. JAC","4 out of 5 stars","F","0.7","-0.6","0% (0/2)","0%","N/A"
"71","Kenny Yeboah",NYJ,"vs. IND","4 out of 5 stars","F","0.6","+1.4","100% (2/2)","0%","N/A"
"72","Hunter Long",LAR,"at NE","2 out of 5 stars","F","0.6","-0.9","18% (2/11)","0%","N/A"
"73","Peyton Hendershot",KC,"at BUF","3 out of 5 stars","F","0.5","-0.6","33% (2/6)","0%","N/A"
"74","Tucker Fisk",LAC,"vs. CIN","3 out of 5 stars","F","0.5","-","-","0%","N/A"
"75","Ross Dwelley",ATL,"at DEN","2 out of 5 stars","F","0.5","-0.5","0% (0/2)","0%","N/A"
"76","Johnny Mundt",MIN,"at TEN","3 out of 5 stars","F","0.3","0.0","40% (6/15)","4%","Average"
"77","Ben Sinnott",WAS,"at PHI","2 out of 5 stars","F","0.2","-0.6","12% (1/8)","6%","Great"
"78","C.J. Uzomah",PHI,"vs. WAS","3 out of 5 stars","F","0.1","-","-","0%","N/A"
"79","Marcedes Lewis",CHI,"vs. GB","4 out of 5 stars","F","0.1","+0.5","28% (2/7)","0%","N/A"
"80","Jake Tonges",SF,"vs. SEA","5 out of 5 stars","F","0.0","-1.5","0% (0/2)","0%","N/A"
"81","Jaheim Bell",NE,"vs. LAR","3 out of 5 stars","F","0.0","-0.4","0% (0/2)","0%","N/A"
"82","Tyler Mabry",SEA,"at SF","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"83","Zach Davidson",BUF,"vs. KC","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"84","Dallin Holker",NO,"vs. CLE","3 out of 5 stars","F","0.0","-0.9","0% (0/1)","0%","N/A"
"85","Josiah Deguara",JAC,"at DET","3 out of 5 stars","F","0.0","-0.6","14% (1/7)","5%","Bad"
"86","John FitzPatrick",GB,"at CHI","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"87","Armani Rogers",ATL,"at DEN","2 out of 5 stars","F","0.0","-","-","0%","N/A"
"88","Teagan Quitoriano",HOU,"at DAL","4 out of 5 stars","F","0.0","-","-","0%","N/A"
"89","Cam Grandy",CIN,"at LAC","2 out of 5 stars","F","0.0","-","-","0%","Bad"
