player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Harrison Smith,7641,S,MIN,1,1,0,75.0,0,0,18,1,0,50.8,54.3,76.5,57.9,70.2,38.7,0,0,0,0,22,25.0,1,0,0,111.5,3,0,0,14,0,34,54,5,0,0,5,0,35,49,1,19,0,0,2,0,4,0,0,45,25,15.0
Johnathan Hankins,7830,DI,SEA,1,1,0,,1,0,29,0,0,,27.0,0.0,56.0,33.2,67.6,0,0,0,0,,0.0,0,0,2,0.0,0,0,0,0,0,0,25,25,13,12,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,
Tyrann Mathieu,7850,S,NO,1,1,0,,0,0,20,0,0,47.6,39.1,77.1,56.1,45.8,26.1,0,1,0,0,,50.0,3,0,0,0.0,0,0,0,12,0,29,50,2,0,0,2,0,36,48,2,19,0,0,2,0,0,1,0,0,0,
John Jenkins,7863,DI,LV,1,1,0,,0,0,23,0,0,60.0,63.2,77.9,57.1,63.6,70.4,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,1,49,49,8,40,0,1,0,0,23,25,0,2,1,0,0,1,0,0,0,
William Gholston,7908,DI,TB,1,0,0,,0,0,30,0,0,,62.2,73.0,60.0,61.5,68.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,10,10,0,4,3,3,0,0,1,9,0,1,2,0,0,0,0,0,0,
Jordan Poyer,8000,S,MIA,1,1,0,50.0,0,0,17,0,0,66.9,68.9,0.0,,75.1,81.7,0,0,0,0,13,0.0,0,0,1,60.4,2,0,0,23,0,48,66,5,0,0,5,0,32,61,0,18,6,2,4,0,4,0,0,16,23,8.0
Jadeveon Clowney,8636,ED,CAR,1,1,0,,0,0,5,0,0,61.9,70.3,80.3,64.0,67.4,47.9,0,2,0,0,,20.0,1,0,0,0.0,0,0,0,1,0,2,58,57,0,0,57,0,0,1,29,27,0,2,3,0,0,2,0,0,0,
Khalil Mack,8640,ED,LAC,1,0,0,100.0,0,1,27,0,0,58.7,89.0,78.0,81.1,78.0,41.7,0,1,0,0,11,33.3,1,0,0,112.5,1,1,0,0,0,3,33,33,0,0,33,0,0,0,23,7,0,3,2,1,1,2,0,11,6,11.0
Kyle Van Noy,8675,ED,BLT,1,1,0,100.0,0,0,3,0,0,49.0,75.5,78.6,72.3,75.8,74.8,0,3,0,0,26,0.0,0,0,0,118.8,1,0,0,2,0,5,48,45,0,0,45,0,0,3,28,15,1,1,2,0,1,3,0,26,6,26.0
Jordan Matthews,8677,TE,CAR,1,0,0,,0,0,5,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
DaQuan Jones,8747,DI,BUF,1,0,0,,0,0,4,0,0,,30.3,77.2,63.8,28.0,19.5,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,36,36,1,32,0,3,0,0,21,15,0,0,0,0,0,0,0,0,0,
Shelby Harris,8869,DI,CLV,1,2,0,,0,0,8,0,0,60.0,72.3,74.9,67.4,66.6,70.1,0,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,26,26,0,23,0,3,0,0,13,13,0,1,1,0,0,2,0,0,0,
Denico Autry,8982,ED,HST,1,0,0,,0,0,13,0,0,,67.6,79.1,62.9,65.2,36.3,0,1,0,0,,50.0,1,0,0,0.0,0,2,0,0,0,0,35,35,0,0,28,7,0,0,23,12,0,2,1,0,0,3,0,0,0,
C.J. Goodwin,9243,CB,DAL,1,0,0,,0,0,9,0,0,,60.0,67.5,60.0,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
Mike Pennel,9316,DI,KC,1,0,0,,0,0,16,0,0,,70.1,73.7,55.3,70.6,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,16,16,1,14,0,1,0,0,6,10,0,0,0,0,0,0,0,0,0,
Dante Fowler Jr.,9436,ED,WAS,1,1,0,,0,1,32,0,0,60.0,52.5,77.2,70.3,38.6,40.3,0,0,0,0,,33.3,2,0,0,0.0,0,2,0,0,0,1,31,31,0,0,29,2,0,0,16,14,0,2,3,0,0,2,0,0,0,
Leonard Williams,9439,DI,SEA,1,1,0,,0,0,29,0,0,,69.9,78.5,66.9,64.5,72.5,2,4,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,58,58,0,18,13,27,0,0,37,21,0,2,3,0,0,6,0,0,0,
Arik Armstead,9450,ED,JAX,1,0,0,,0,0,15,0,0,60.0,51.7,79.1,54.2,58.8,27.8,0,0,0,0,,40.0,2,0,0,0.0,0,0,0,0,0,0,37,37,0,0,30,7,0,0,15,22,0,2,3,0,0,0,0,0,0,
Bud Dupree,9455,ED,LAC,1,0,0,,0,0,27,0,0,62.3,64.0,77.4,62.7,59.0,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,3,54,54,0,0,54,0,0,0,38,13,0,0,0,0,0,1,0,0,0,
Preston Smith,9471,ED,GB,1,1,0,0.0,0,0,12,0,0,63.4,72.7,76.7,66.8,59.3,71.7,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,0,0,2,21,21,0,1,15,5,0,0,5,14,0,1,1,0,1,0,0,0,0,
Eddie Goldman,9472,DI,ATL,1,0,0,,0,0,2,0,0,,72.4,68.8,68.6,,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,
Eric Kendricks,9478,LB,DAL,1,3,0,100.0,0,1,9,0,0,65.3,63.7,76.6,60.9,59.4,57.6,0,0,0,0,29,10.0,1,0,0,118.8,2,0,0,51,1,19,57,4,0,0,4,0,0,53,8,30,1,3,6,0,2,0,0,39,28,19.5
Denzel Perryman,9481,LB,LAC,1,0,0,100.0,0,0,27,0,0,55.5,53.3,74.3,75.0,45.6,28.7,0,2,0,0,17,28.6,2,0,0,112.5,2,0,0,35,0,22,38,0,0,0,0,0,0,38,5,11,3,2,5,0,2,2,0,22,13,11.0
Ronald Darby,9483,CB,JAX,1,1,0,85.7,0,0,15,0,0,38.4,37.4,76.1,,42.9,37.2,0,0,0,0,46,25.0,1,0,0,158.3,6,0,0,11,46,25,61,0,0,0,0,0,0,61,0,36,4,0,2,0,7,0,1,102,22,17.0
Danielle Hunter,9521,ED,HST,1,0,1,,0,0,13,0,0,60.0,69.4,80.4,60.9,69.9,71.4,1,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,42,42,0,0,42,0,0,0,27,15,0,1,1,0,0,3,0,0,0,
Za'Darius Smith,9555,ED,CLV,1,0,0,,0,0,8,0,0,,77.8,77.1,68.9,71.6,71.9,1,1,0,0,,0.0,0,0,0,0.0,0,1,0,1,0,0,29,28,0,1,26,1,0,1,22,7,0,1,1,1,0,3,0,0,0,
Kwon Alexander,9557,LB,DEN,1,2,0,100.0,0,1,10,0,0,44.8,92.5,73.2,,93.4,78.4,0,0,0,0,3,0.0,0,0,0,118.8,1,0,0,31,0,5,31,0,0,0,0,0,0,31,0,26,0,2,3,0,1,0,1,3,2,3.0
Grady Jarrett,9570,DI,ATL,1,0,0,,0,0,2,0,0,,57.3,76.3,57.3,57.9,28.7,0,2,0,0,,50.0,1,0,0,0.0,0,1,0,0,0,0,32,32,2,21,1,8,0,0,25,7,0,2,1,0,0,3,0,0,0,
Quandre Diggs,9633,S,TEN,1,1,0,100.0,0,0,31,0,0,72.7,81.5,74.3,,69.6,82.1,0,0,0,0,1,0.0,0,0,0,79.2,1,0,0,2,0,9,13,0,0,0,0,0,8,13,0,4,3,2,3,0,1,0,0,1,5,1.0
Rakeem Nunez-Roches,9650,DI,NYG,1,2,0,,0,0,21,0,0,60.0,56.3,77.1,50.4,59.9,71.0,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,47,47,0,31,1,15,0,0,18,29,0,1,3,0,0,0,0,0,0,
Neville Hewitt,9836,LB,HST,1,4,0,100.0,0,1,13,0,0,46.3,57.5,75.0,63.5,68.8,37.2,1,0,0,0,12,20.0,2,0,0,116.7,1,0,0,46,0,24,50,0,0,0,0,0,0,50,4,22,4,2,4,0,1,1,0,12,8,12.0
DeShawn Williams,9891,DI,CAR,1,0,0,,0,0,5,0,0,,43.6,75.4,58.9,41.1,19.6,1,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,23,22,0,17,4,1,0,1,14,9,0,0,0,0,0,1,0,0,0,
Efe Obada,10235,ED,WAS,1,1,0,,0,0,32,0,0,,56.0,74.7,56.4,58.4,69.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,10,10,0,0,9,1,0,0,5,5,0,0,0,0,0,0,0,0,0,
Joey Bosa,10637,ED,LAC,1,0,0,,0,0,27,0,0,,46.0,0.0,63.7,52.8,,1,1,0,0,,,0,0,1,0.0,0,0,0,0,0,0,19,19,0,0,16,3,0,0,14,5,0,0,0,0,0,2,0,0,0,
Jalen Ramsey,10639,CB,MIA,1,0,0,66.7,0,0,17,0,0,90.7,90.2,77.5,55.1,64.8,30.2,0,0,0,1,14,50.0,1,0,0,44.4,2,0,0,4,35,46,66,1,0,0,1,0,0,65,2,18,26,0,1,0,3,0,0,19,20,9.5
DeForest Buckner,10641,DI,IND,1,3,0,,0,0,14,0,0,60.5,60.0,78.0,68.0,50.4,48.5,2,3,0,0,,14.3,1,0,0,0.0,0,1,0,0,0,0,55,55,1,34,2,18,0,0,32,23,0,3,3,0,0,6,0,0,0,
Eli Apple,10644,CB,LAC,1,0,0,100.0,0,0,27,0,0,76.9,76.4,76.3,,60.0,75.4,0,0,0,0,8,0.0,0,0,0,91.7,2,0,0,0,32,30,34,0,0,0,0,0,0,34,0,4,2,1,2,0,2,0,0,12,1,6.0
Sheldon Rankins,10646,DI,CIN,1,0,0,,0,0,7,0,0,60.0,71.7,76.7,59.9,63.7,67.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,38,38,4,27,1,6,0,0,25,13,0,0,1,0,0,0,0,0,0,
Kenny Clark,10661,DI,GB,1,0,0,,0,0,12,0,0,,39.7,76.8,52.5,42.4,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,37,37,5,32,0,0,0,0,14,23,0,0,0,0,0,0,0,0,0,
Emmanuel Ogbah,10666,ED,MIA,1,1,0,,0,0,17,0,0,60.0,49.6,80.8,42.1,73.2,31.0,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,49,49,0,1,48,0,0,0,35,13,0,1,1,1,0,1,0,0,0,
Chris Jones,10671,DI,KC,1,0,0,,0,0,16,0,0,,69.6,77.7,68.3,60.7,28.6,1,3,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,49,49,1,31,4,13,0,0,36,13,0,2,2,0,0,4,0,0,0,
Austin Johnson,10677,DI,BUF,1,1,0,,0,0,4,0,0,,57.0,74.3,55.4,58.7,28.4,0,0,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,16,16,0,13,0,3,0,0,6,10,0,0,1,0,0,0,0,0,0,
Jihad Ward,10678,DI,MIN,1,0,0,,0,0,18,0,0,,72.2,74.9,65.7,62.4,69.2,2,0,0,0,,0.0,0,0,0,0.0,0,1,0,1,0,0,23,22,0,11,2,9,0,1,22,1,0,2,1,0,0,3,0,0,0,
A'Shawn Robinson,10680,DI,CAR,1,1,0,,0,0,5,0,0,,43.5,77.0,57.4,43.0,72.4,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,50,50,0,25,4,21,0,0,21,29,0,2,5,0,0,1,0,0,0,
Jarran Reed,10683,DI,SEA,1,0,0,,0,0,29,0,0,59.9,62.3,77.4,57.1,65.6,69.0,2,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,2,43,43,0,31,3,9,0,0,30,11,0,1,2,0,0,2,0,0,0,
Vonn Bell,10695,S,CIN,1,1,0,100.0,0,0,7,0,0,57.6,61.0,74.0,,66.6,81.4,0,0,0,0,22,0.0,0,0,0,147.9,2,0,0,13,0,19,30,0,0,0,0,0,13,30,0,11,4,2,2,1,2,0,1,20,0,10.0
Kevin Byard,10698,S,CHI,1,4,0,0.0,0,0,6,1,0,54.0,55.1,73.0,73.1,55.4,84.3,0,1,0,0,,0.0,0,0,0,39.6,0,1,0,26,0,22,58,1,0,0,1,0,25,57,1,35,6,4,3,0,1,2,0,0,0,
Yannick Ngakoue,10703,ED,BLT,1,0,0,,0,0,3,0,0,,55.0,77.0,53.1,60.7,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,20,20,0,0,20,0,0,0,15,5,0,0,0,0,0,1,0,0,0,
Jonathan Bullard,10706,DI,MIN,1,0,0,,0,0,18,0,0,,51.6,76.1,51.0,56.1,69.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,30,30,0,7,5,18,0,0,12,18,0,2,2,0,0,0,0,0,0,
Kendall Fuller,10718,CB,MIA,1,4,0,50.0,0,0,17,0,0,72.4,75.2,76.5,,74.0,81.5,0,0,0,0,1,0.0,0,0,0,95.8,1,0,0,14,48,47,65,2,0,0,2,0,0,63,0,18,1,1,2,0,2,0,1,1,0,1.0
Nick Vigil,10721,LB,DAL,1,0,0,,0,0,9,0,0,,60.0,67.5,60.0,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
Justin Simmons,10732,S,ATL,1,0,0,100.0,0,0,2,0,0,70.3,74.5,84.4,58.1,66.9,81.3,0,0,0,0,3,0.0,0,0,0,79.2,1,0,0,8,0,57,76,1,0,0,1,0,60,75,2,17,7,1,4,0,1,0,0,3,1,3.0
Sheldon Day,10737,DI,WAS,1,1,0,,0,0,32,0,0,,45.8,74.6,54.0,49.3,69.0,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,17,17,0,16,0,1,0,0,10,7,0,1,1,0,0,1,0,0,0,
Eric Murray,10740,S,HST,1,1,0,100.0,0,0,13,0,0,62.8,68.0,75.1,60.0,73.0,81.1,0,0,0,0,12,0.0,0,0,0,98.6,3,0,0,30,0,35,58,2,0,0,2,0,9,56,1,22,17,2,5,0,3,0,0,23,14,7.7
David Onyemata,10754,DI,ATL,1,0,0,,0,0,2,0,0,,66.1,76.7,55.9,72.0,68.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,34,34,0,29,0,5,0,0,27,7,0,1,2,0,0,0,0,0,0,
Andrew Billings,10756,DI,CHI,1,0,0,,0,0,6,0,0,,48.6,76.4,55.1,50.6,66.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,26,26,13,13,0,0,0,0,8,18,0,1,1,0,0,0,0,0,0,
Matthew Judon,10780,ED,ATL,1,0,1,0.0,0,0,2,0,0,63.4,50.6,77.0,53.4,49.1,70.5,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,0,0,2,39,39,0,1,38,0,0,0,28,9,0,0,1,0,1,0,0,0,0,
DJ Reader,10800,DI,DET,1,0,0,,0,0,11,0,0,,54.7,76.6,51.0,59.9,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,32,32,20,12,0,0,0,0,20,12,0,0,0,0,0,0,0,0,0,
Kamu Grugier-Hill,10842,LB,MIN,1,0,0,,0,0,18,0,0,45.0,40.7,68.1,,51.7,71.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,18,0,6,18,0,0,0,0,0,0,18,0,12,0,1,1,0,0,0,0,0,0,
Jalen Mills,10867,S,NYJ,1,5,0,0.0,0,0,22,0,0,72.7,76.6,76.0,58.5,69.2,62.9,0,0,0,0,,10.0,1,1,0,39.6,0,0,0,33,1,47,79,1,0,0,1,0,35,78,1,31,9,1,4,0,4,0,0,0,0,
Mike Hilton,10898,CB,CIN,1,0,0,100.0,0,0,7,0,0,83.6,89.9,75.6,65.8,87.1,83.2,0,1,0,0,6,0.0,0,0,0,81.9,3,0,0,1,0,21,36,3,0,0,3,0,0,33,4,11,32,4,7,1,3,1,0,11,10,3.7
Morgan Fox,11184,DI,LAC,1,1,1,,0,0,27,0,0,59.8,66.9,76.6,68.7,55.8,30.4,0,1,0,0,,50.0,1,0,0,0.0,0,2,0,0,0,1,37,37,0,18,1,18,0,0,30,6,0,2,0,0,0,3,0,0,0,
Jonathan Jones,11217,CB,NE,1,0,0,75.0,0,0,19,0,0,49.1,53.7,76.9,,68.7,76.3,0,0,0,0,21,0.0,0,0,0,142.7,3,0,0,5,40,25,55,0,0,0,0,0,3,55,0,30,7,1,3,0,4,0,1,37,2,12.3
Roy Robertson-Harris,11341,DI,SEA,1,2,0,,1,0,29,0,0,60.0,55.6,0.0,52.8,70.2,73.0,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,1,26,26,0,3,21,2,0,0,13,12,0,1,1,1,0,0,0,0,0,
Myles Garrett,11756,ED,CLV,1,1,0,,0,0,8,0,0,60.0,71.4,80.9,75.8,53.0,74.6,0,2,0,0,,0.0,0,0,0,0.0,0,3,0,0,0,1,44,44,0,1,42,1,0,0,26,17,0,4,1,0,0,5,0,0,0,
Solomon Thomas,11758,DI,NYJ,1,0,0,,0,0,22,0,0,,52.7,74.6,55.9,54.6,67.4,0,0,0,0,,,0,0,0,0.0,0,1,0,0,0,0,22,22,2,7,0,13,0,0,16,6,0,1,0,0,0,1,0,0,0,
Haason Reddick,11768,ED,NYJ,1,0,0,,0,0,22,0,0,,61.4,78.0,58.3,63.7,69.9,0,7,0,0,,100.0,1,0,0,0.0,0,1,0,1,0,0,45,44,0,0,44,0,0,1,34,11,0,1,0,0,0,8,0,0,0,
Derek Barnett,11769,ED,HST,1,0,0,,0,0,13,0,0,,52.9,78.9,51.7,57.5,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,27,27,0,0,27,0,0,0,16,11,0,0,0,0,0,0,0,0,0,
Malik Hooker,11770,S,DAL,1,0,0,,0,0,9,0,0,65.5,59.5,76.0,57.9,48.3,28.3,0,0,0,0,,50.0,3,0,0,0.0,0,0,0,10,0,26,55,1,0,0,1,0,39,54,1,28,5,1,3,0,0,0,0,0,0,
Marlon Humphrey,11771,CB,BLT,1,0,0,50.0,0,0,3,0,0,57.4,58.8,76.0,,62.9,72.5,0,0,0,0,19,0.0,0,1,2,67.7,2,0,0,0,37,25,38,0,0,0,0,0,0,38,0,13,1,1,1,0,4,0,0,23,6,11.5
Adoree' Jackson,11773,CB,NYG,1,1,0,0.0,0,0,21,0,0,70.0,70.1,69.9,,,72.5,0,0,0,0,,0.0,0,1,0,39.6,0,0,0,0,6,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,
Charles Harris,11777,ED,CAR,1,0,0,100.0,0,0,5,0,0,49.3,69.2,78.1,74.1,65.2,44.3,1,1,0,0,13,16.7,1,0,0,118.8,1,1,0,0,0,8,62,61,0,0,61,0,0,1,22,32,1,5,5,1,1,3,0,13,9,13.0
Kevin King,11788,CB,ATL,1,0,0,100.0,0,0,2,0,0,56.1,57.3,99.9,,,23.2,0,0,0,0,13,100.0,1,0,0,118.8,2,0,0,0,0,8,8,0,0,0,0,0,1,8,0,0,6,0,0,0,2,0,0,26,27,13.0
Budda Baker,11791,S,ARZ,1,1,0,100.0,0,0,1,0,0,66.4,68.0,81.1,30.1,78.3,51.2,0,2,0,0,11,21.4,3,0,0,97.9,2,0,0,17,0,46,68,3,0,0,3,0,35,65,3,19,13,6,10,0,2,2,0,15,6,7.5
Marcus Maye,11794,S,MIA,1,1,0,50.0,0,0,17,0,0,59.3,65.6,76.4,60.0,71.7,57.6,1,0,0,0,-3,14.3,1,0,0,56.3,1,0,0,19,0,47,66,7,0,0,7,0,35,59,1,18,5,2,5,1,2,1,0,-3,4,-3.0
Marcus Williams,11797,S,BLT,1,0,0,100.0,0,0,3,0,0,60.4,65.0,78.7,,70.6,79.5,0,0,0,0,2,0.0,0,0,0,118.8,1,0,0,10,0,42,63,4,0,0,4,0,46,59,0,21,3,1,2,0,1,0,1,2,0,2.0
Tyus Bowser,11802,ED,MIA,1,1,0,,0,0,17,0,0,65.2,48.1,75.9,51.7,44.2,28.5,0,1,0,0,,50.0,1,0,0,0.0,0,0,0,1,0,7,32,31,0,0,31,0,0,1,11,14,0,0,0,0,0,1,0,0,0,
DeMarcus Walker,11806,ED,CHI,1,0,0,,0,0,6,0,0,60.0,63.3,78.6,59.8,61.8,69.2,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,35,35,0,3,24,8,0,0,16,18,0,1,1,0,0,2,0,0,0,
Raekwon McMillan,11809,LB,NE,1,0,0,,0,0,19,0,0,64.4,51.7,70.6,,46.2,77.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,10,0,6,13,1,0,0,1,0,0,12,0,7,2,1,3,1,0,0,0,0,0,
Dalvin Tomlinson,11810,DI,CLV,1,1,0,,0,0,8,0,0,,89.1,76.1,75.0,79.3,70.8,1,0,0,0,,0.0,0,0,0,0.0,0,2,0,0,0,0,26,26,1,25,0,0,0,0,12,14,0,3,1,1,0,3,0,0,0,
Ahkello Witherspoon,11821,CB,LA,1,0,0,75.0,1,0,26,0,0,49.9,52.7,78.8,,64.8,29.1,0,0,0,0,28,40.0,2,0,2,106.3,3,0,0,4,63,41,67,0,0,0,0,0,0,67,0,26,0,1,3,0,4,0,0,40,7,13.3
Dawuane Smoot,11823,ED,BUF,1,0,0,,0,0,4,0,0,,46.6,75.4,54.6,49.0,24.0,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,22,22,2,1,19,0,0,0,9,13,0,0,0,0,0,0,0,0,0,
Chris Wormley,11829,DI,BLT,1,1,0,,0,0,3,0,0,,68.5,76.5,56.7,70.3,71.3,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,30,30,0,18,5,7,0,0,15,15,0,2,3,0,0,1,0,0,0,
Duke Riley,11830,LB,MIA,1,0,0,,0,0,17,0,0,,60.0,61.7,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Alex Anzalone,11831,LB,DET,1,1,0,50.0,0,0,11,0,0,72.4,72.5,77.1,65.3,60.8,51.4,1,0,0,0,6,16.7,1,0,0,56.3,1,0,0,53,1,38,65,2,0,0,2,0,1,63,4,23,8,0,4,0,2,1,0,6,3,6.0
Shaquill Griffin,11845,CB,MIN,1,0,0,,0,0,18,0,0,67.7,67.6,73.4,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,18,18,20,0,0,0,0,0,0,20,0,2,0,0,0,0,0,0,0,0,0,
Jourdan Lewis,11846,CB,DAL,1,1,0,0.0,0,0,9,0,0,90.7,75.4,77.7,53.9,33.6,67.3,0,0,0,0,,14.3,1,0,0,39.6,0,0,0,4,2,23,55,4,0,0,4,0,1,51,3,29,44,3,5,1,2,0,0,0,0,
Rasul Douglas,11854,CB,BUF,1,1,0,80.0,0,0,4,0,0,72.2,72.6,77.3,,67.2,76.3,0,0,0,0,15,0.0,0,1,0,102.5,4,0,0,8,51,31,61,1,0,0,1,0,0,60,0,30,1,0,2,0,5,0,0,43,28,10.8
Trey Hendrickson,11858,ED,CIN,1,0,0,,0,1,7,0,0,,95.9,79.9,95.5,63.1,73.8,3,2,0,0,,,0,0,0,0.0,0,4,0,0,0,0,45,45,0,0,45,0,0,0,31,14,0,4,0,0,0,9,0,0,0,
