,,,,,Games,,Rushing,,,,,,,,
79,Daniel Jones,NYG,22,QB,11,10,39,241,19,203,5.2,38,1,2,19.5
80,Jordan Wilkins,IND,25,rb,12,1,39,213,5,91,2.3,122,3.1,2,19.5
81,Jimmy Garoppolo,SFO,28,QB,13,13,38,47,10,30,0.8,17,0.4,1,38
82,Aaron Rodgers,GNB,36,QB,13,13,38,162,8,134,3.5,28,0.7,0,
83,Darrell Henderson,LAR,22,,11,0,37,140,10,81,2.2,59,1.6,7,5.3
84,J.D. McKissic,DET,26,rb,13,3,37,203,7,110,3,93,2.5,3,12.3
85,Mitchell Trubisky,CHI,25,QB,12,12,36,143,11,102,2.8,41,1.1,3,12
86,Dion Lewis,TEN,29,,13,0,35,124,4,41,1.2,83,2.4,5,7
87,Kareem Hunt,CLE,24,rb,5,1,34,153,8,54,1.6,99,2.9,3,11.3
88,Ryan Tannehill,TEN,31,QB,9,7,34,147,11,122,3.6,25,0.7,1,34
89,Boston Scott,PHI,24,rb,8,2,33,153,9,90,2.7,63,1.9,2,16.5
90,Patrick Laird,MIA,24,rb,12,1,31,84,4,31,1,53,1.7,4,7.8
91,Patrick Mahomes,KAN,24,QB,11,11,31,172,11,150,4.8,22,0.7,0,
92,Jon Hilliman,NYG,24,rb,3,1,30,91,6,42,1.4,49,1.6,0,
93,Jalen Richard,OAK,26,,13,0,30,103,8,52,1.7,51,1.7,0,
94,Wayne Gallman,NYG,25,rb,10,2,29,110,6,72,2.5,38,1.3,0,
95,Kirk Cousins,MIN,31,QB,13,13,28,49,7,42,1.5,7,0.3,0,
96,Ty Montgomery,NYJ,26,wr,13,1,28,91,1,57,2,34,1.2,0,
97,Jeff Wilson,SFO,24,,9,0,27,105,9,66,2.4,39,1.4,0,
98,Chris Thompson,WAS,29,,8,0,26,93,3,64,2.5,29,1.1,1,26
99,Kyle Allen,CAR,23,QB,11,11,25,76,7,59,2.4,17,0.7,1,25
100,Sam Darnold,NYJ,22,QB,10,10,25,50,4,46,1.8,4,0.2,0,
101,Derek Carr,OAK,28,QB,13,13,24,67,5,66,2.8,1,0,0,
102,Jared Goff,LAR,25,QB,13,13,24,22,3,18,0.8,4,0.2,0,
103,Marcus Mariota,TEN,26,qb,6,6,24,129,5,98,4.1,31,1.3,1,24
104,Ryquell Armstead,JAX,23,,13,0,23,72,2,7,0.3,65,2.8,2,11.5
105,Justin Jackson,LAC,24,,5,0,23,174,7,90,3.9,84,3.7,3,7.7
106,Matt Ryan,ATL,34,QB,12,12,23,114,9,100,4.3,14,0.6,0,
107,Teddy Bridgewater,NOR,27,qb,7,5,22,37,4,19,0.9,18,0.8,0,
108,Andy Dalton,CIN,32,QB,10,10,22,62,9,30,1.4,32,1.5,1,22
109,Jeff Driskel,DET,26,qb,3,3,22,151,10,125,5.7,26,1.2,1,22
110,Trey Edmunds,PIT,25,,8,0,22,92,2,53,2.4,39,1.8,0,
111,Ito Smith,ATL,24,,7,0,22,106,10,68,3.1,38,1.7,2,11
112,Taysom Hill,NOR,29,qb,13,2,21,140,8,96,4.6,44,2.1,1,21
113,Tom Brady,NWE,42,QB,13,13,20,32,7,28,1.4,4,0.2,0,
114,Baker Mayfield,CLE,24,QB,13,13,20,97,11,79,4,18,0.9,0,
115,Matthew Stafford,DET,31,QB,8,8,20,66,5,54,2.7,12,0.6,1,20
116,Darwin Thompson,KAN,23,,9,0,20,59,4,10,0.5,49,2.5,0,
117,Mason Rudolph,PIT,24,QB,9,8,19,42,6,26,1.4,16,0.8,1,19
118,Wendell Smallwood,WAS,25,,12,0,19,76,4,47,2.5,29,1.5,0,
119,Tra Carson,2TM,27,,3,1,18,48,3,19,1.1,29,1.6,0,
120,Devlin Hodges,PIT,23,qb,5,3,18,65,4,62,3.4,3,0.2,0,
121,Dwayne Haskins,WAS,22,qb,7,5,17,75,6,50,2.9,25,1.5,0,
122,Darren Sproles,PHI,36,rb,6,1,17,66,3,40,2.4,26,1.5,0,
123,C.J. Anderson,DET,28,,2,0,16,43,1,5,0.3,38,2.4,1,16
124,Qadree Ollison,ATL,23,,5,0,16,37,3,21,1.3,16,1,0,
125,Brandon Bolden,NWE,29,rb,12,2,15,68,5,46,3.1,22,1.5,2,7.5
126,Elijhaa Penny,NYG,26,rb,13,1,14,41,2,18,1.3,23,1.6,1,14
127,C.J. Prosise,SEA,25,,7,0,14,43,3,18,1.3,25,1.8,1,14
128,Kerrith Whyte,PIT,23,,3,0,14,94,3,35,2.5,59,4.2,1,14
129,Robert Woods,LAR,27,WR,12,12,14,100,5,71,5.1,29,2.1,3,4.7
130,Dontrell Hilliard,CLE,24,,12,0,13,49,3,36,2.8,13,1,0,
131,Cordarrelle Patterson,CHI,28,wr,13,3,13,73,2,69,5.3,4,0.3,0,
132,Curtis Samuel,CAR,23,WR,13,12,13,103,6,85,6.5,18,1.4,1,13
133,Reggie Bonnafon,CAR,23,,13,0,12,101,2,83,6.9,18,1.5,1,12
134,Joe Flacco,DEN,34,QB,8,8,12,20,4,16,1.3,4,0.3,0,
135,Paul Perkins,DET,25,,4,0,12,29,3,13,1.1,16,1.3,1,12
136,Mike Davis,2TM,26,,9,1,11,25,0,16,1.5,9,0.8,0,
137,Myles Gaskin,MIA,22,,5,0,11,35,1,10,0.9,25,2.3,0,
138,Philip Rivers,LAC,38,QB,13,13,11,24,2,24,2.2,0,0,0,
139,Jay Ajayi,PHI,26,,3,0,10,30,3,9,0.9,21,2.1,5,2
140,Brandon Allen,DEN,27,qb,3,3,10,39,4,32,3.2,7,0.7,0,
141,Ryan Finley,CIN,25,qb,3,3,10,77,4,73,7.3,4,0.4,0,
142,Troymaine Pope,LAC,26,,11,0,10,20,0,11,1.1,9,0.9,0,
143,T.J. Yeldon,BUF,26,,5,0,10,45,2,13,1.3,32,3.2,0,
144,Alec Ingold,OAK,23,fb,13,4,9,17,7,9,1,8,0.9,0,
145,Dare Ogunbowale,TAM,25,,13,0,9,10,3,2,0.2,8,0.9,1,9
146,Ameer Abdullah,MIN,26,,13,0,8,41,1,33,4.1,8,1,0,
147,Josh Adams,NYJ,23,,3,0,8,12,1,5,0.6,7,0.9,0,
148,Mike Boone,MIN,24,,13,0,8,41,1,23,2.9,18,2.3,1,8
149,Tony Brooks-James,PIT,25,,3,0,8,7,,-11,-1.4,18,2.3,2,4
150,Julian Edelman,NWE,33,WR,13,11,8,27,2,21,2.6,6,0.8,0,
151,Robert Griffin,BAL,29,,5,0,8,14,1,8,1,6,0.8,1,8
152,Case Keenum,WAS,31,QB,8,7,8,11,1,11,1.4,0,0,0,
153,Deebo Samuel,SFO,23,WR,12,8,8,90,3,72,9,18,2.3,0,
154,Tyrod Taylor,LAC,30,,7,0,8,9,1,5,0.6,4,0.5,0,
155,Tyreek Hill,KAN,25,WR,9,9,7,22,1,8,1.1,14,2,0,
156,Derek Watt,LAC,27,fb,13,1,7,10,6,5,0.7,5,0.7,0,
157,Alex Armah,CAR,25,fb,13,1,6,11,1,6,1,5,0.8,0,
158,Brandin Cooks,LAR,26,WR,11,11,6,52,3,45,7.5,7,1.2,0,
159,Chase Daniel,CHI,33,qb,3,1,6,6,2,2,0.3,4,0.7,0,
160,Christian Kirk,ARI,23,WR,10,10,6,50,2,34,5.7,16,2.7,1,6
161,Drew Lock,DEN,23,qb,2,2,6,30,3,30,5,0,0,0,
162,Isaiah McKenzie,BUF,24,wr,12,6,6,19,2,7,1.2,12,2,0,
163,Sterling Shepard,NYG,26,WR,7,7,6,72,3,67,11.2,5,0.8,0,
164,Steven Sims,WAS,22,,13,0,6,82,1,27,4.5,55,9.2,2,3
165,Tim Boyle,GNB,25,,3,0,5,-7,0,-7,-1.4,0,0,0,
166,Drew Brees,NOR,40,QB,8,8,5,0,2,0,0,0,0,0,
167,Brian Hoyer,IND,34,qb,3,1,5,4,0,-1,-0.2,5,1,0,
168,Zach Line,NOR,29,fb,10,2,5,16,3,7,1.4,9,1.8,0,
169,D.J. Moore,CAR,22,WR,13,13,5,30,2,21,4.2,9,1.8,0,
170,Cam Newton,CAR,30,qb,2,2,5,-2,0,-2,-0.4,0,0,0,
171,Josh Reynolds,LAR,24,wr,13,2,5,23,2,22,4.4,1,0.2,0,
172,Spencer Ware,KAN,28,,1,0,5,11,1,-1,-0.2,12,2.4,0,
173,Tavon Austin,DAL,29,,11,0,4,44,2,26,6.5,18,4.5,0,
174,Kenjon Barner,ATL,29,,11,0,4,28,1,22,5.5,6,1.5,0,
175,Tyler Boyd,CIN,25,WR,13,13,4,23,1,20,5,3,0.8,0,
176,Parris Campbell,IND,22,wr,7,3,4,34,1,24,6,10,2.5,1,4
177,Trevor Davis,2TM,26,,11,4,4,73,2,73,18.3,0,0,0,
178,Stefon Diggs,MIN,26,WR,13,13,4,57,3,35,8.8,22,5.5,0,
179,Alex Erickson,CIN,27,wr,13,3,4,28,2,16,4,12,3,0,
180,Nick Foles,JAX,30,qb,4,4,4,23,2,18,4.5,5,1.3,0,
181,Jakeem Grant,MIA,27,wr,10,2,4,5,1,5,1.3,0,0,0,
182,C.J. Ham,MIN,26,fb,13,6,4,8,1,1,0.3,7,1.8,0,
183,Mecole Hardman,KAN,21,wr,13,4,4,17,1,16,4,1,0.3,0,
184,Damien Harris,NWE,22,,2,0,4,12,,8,2,4,1,0,
185,D'Ernest Johnson,CLE,23,,13,0,4,21,0,18,4.5,3,0.8,0,
186,Diontae Johnson,PIT,23,WR,13,10,4,41,2,18,4.5,23,5.8,1,4
187,George Kittle,SFO,26,TE,11,11,4,15,1,14,3.5,1,0.3,0,
188,Tyler Lockett,SEA,27,WR,13,13,4,-5,0,-5,-1.3,0,0,0,
189,Eli Manning,NYG,38,qb,3,3,4,7,1,5,1.3,2,0.5,0,
190,Matt Moore,KAN,35,qb,5,2,4,0,0,-1,-0.3,1,0.3,0,
191,Jordan Scarlett,CAR,23,,9,0,4,9,,4,1,5,1.3,0,
192,Anthony Sherman,KAN,31,,13,0,4,9,3,9,2.3,0,0,0,
193,Keith Smith,ATL,27,fb,13,4,4,9,4,1,0.3,8,2,0,
194,Dede Westbrook,JAX,26,WR,12,9,4,20,0,13,3.3,7,1.8,0,
195,Albert Wilson,MIA,27,wr,10,2,4,36,1,27,6.8,9,2.3,1,4
196,Odell Beckham,CLE,27,WR,13,13,3,10,1,4,1.3,6,2,1,3
197,Randall Cobb,DAL,29,wr,12,5,3,11,0,6,2,5,1.7,0,
198,Patrick DiMarco,BUF,30,fb,13,2,3,7,0,1,0.3,6,2,0,
199,Phillip Dorsett,NWE,26,wr,11,4,3,21,1,18,6,3,1,0,
200,Evan Engram,NYG,25,te,8,6,3,7,0,6,2,1,0.3,0,
201,Noah Fant,DEN,22,TE,13,9,3,-12,0,-12,-4,0,0,0,
202,Taylor Gabriel,CHI,28,WR,9,7,3,20,1,20,6.7,0,0,0,
203,Garrett Gilbert,CLE,28,,5,0,3,-3,,-3,-1,0,0,0,
204,Ted Ginn,NOR,34,WR,13,9,3,18,2,16,5.3,2,0.7,0,
205,Andy Isabella,ARI,23,wr,12,1,3,16,0,12,4,4,1.3,0,
206,John Kelly,LAR,23,,3,0,3,9,,5,1.7,4,1.3,0,
207,T.J. Logan,TAM,25,,12,0,3,10,0,6,2,4,1.3,0,
208,Nick Mullens,SFO,24,,1,0,3,-3,,-3,-1,0,0,0,
209,Josh Rosen,MIA,22,qb,6,3,3,13,0,13,4.3,0,0,0,
210,Mohamed Sanu,2TM,30,,12,9,3,11,1,6,2,5,1.7,0,
211,Matt Schaub,ATL,38,qb,6,1,3,-3,0,-3,-1,0,0,0,
212,Courtland Sutton,DEN,24,WR,13,11,3,17,1,13,4.3,4,1.3,0,
213,Dwayne Washington,NOR,25,,13,0,3,38,1,2,0.7,36,12,2,1.5
214,Dexter Williams,GNB,22,,3,0,3,2,,2,0.7,0,0,0,
215,Zach Zenner,3TM,28,,5,0,3,-2,0,-2,-0.7,0,0,0,
216,Nelson Agholor,PHI,26,WR,11,10,2,7,1,0,0,7,3.5,0,
217,Keenan Allen,LAC,27,WR,13,13,2,21,1,18,9,3,1.5,0,
218,Blake Bortles,LAR,27,,3,0,2,-9,,-9,-4.5,0,0,0,
219,A.J. Brown,TEN,22,WR,13,8,2,11,1,8,4,3,1.5,0,
220,DJ Chark,JAX,23,WR,13,12,2,20,1,16,8,4,2,0,
221,Keke Coutee,HOU,22,wr,8,4,2,14,2,14,7,0,0,0,
222,Dalyn Dawkins,TEN,25,,1,0,2,2,,1,0.5,1,0.5,0,
223,James Develin,NWE,31,fb,2,2,2,3,1,3,1.5,0,0,0,
224,Robert Foster,BUF,25,wr,10,1,2,29,1,27,13.5,2,1,0,
225,Mike Glennon,OAK,30,,2,0,2,0,0,0,0,0,0,0,
226,Deonte Harris,NOR,22,,11,0,2,18,2,18,9,0,0,0,
227,DeAndre Hopkins,HOU,27,WR,13,13,2,18,2,15,7.5,3,1.5,0,
228,Buddy Howell,HOU,23,,13,0,2,5,,2,1,3,1.5,0,
229,Richie James,SFO,24,wr,13,1,2,-1,0,-3,-1.5,2,1,1,2
230,Julio Jones,ATL,30,WR,12,12,2,-3,0,-4,-2,1,0.5,0,
231,Marvin Jones,DET,29,WR,13,11,2,0,0,-1,-0.5,1,0.5,0,
232,Cooper Kupp,LAR,26,WR,13,11,2,4,0,4,2,0,0,0,
233,Sean Mannion,MIN,27,,1,0,2,-2,,-2,-1,0,0,0,
234,Josh McCown,PHI,40,,3,0,2,-2,0,-2,-1,0,0,0,
235,Colt McCoy,WAS,33,qb,1,1,2,14,1,14,7,0,0,0,
236,D.K. Metcalf,SEA,22,WR,13,12,2,11,0,4,2,7,3.5,2,1
237,Scott Miller,TAM,22,wr,9,1,2,16,1,5,2.5,11,5.5,0,
238,David Moore,SEA,24,wr,11,1,2,6,0,0,0,6,3,1,2
239,Calvin Ridley,ATL,25,WR,13,10,2,34,2,30,15,4,2,0,
240,Jonnu Smith,TEN,24,TE,13,12,2,14,1,-6,-3,20,10,1,2
241,Vyncint Smith,NYJ,23,wr,10,2,2,32,2,25,12.5,7,3.5,0,
242,Diontae Spencer,DEN,27,wr,13,1,2,14,0,10,5,4,2,0,
243,Jarrett Stidham,NWE,23,,3,0,2,-2,0,-2,-1,0,0,0,
244,Adam Thielen,MIN,29,WR,8,8,2,1,1,0,0,1,0.5,1,2
245,Marquez Valdes-Scantling,GNB,25,WR,13,8,2,9,0,6,3,3,1.5,0,
246,Darren Waller,OAK,27,TE,13,13,2,5,0,2,1,3,1.5,0,
247,Sammy Watkins,KAN,26,WR,11,10,2,12,1,10,5,2,1,0,
248,Jamal Agnew,DET,24,,10,0,1,9,1,6,6,3,3,0,
249,Javorius Allen,NYG,28,,7,0,1,4,,2,2,2,2,0,
250,Geronimo Allison,GNB,25,wr,13,6,1,7,0,5,5,2,2,0,
251,Robby Anderson,NYJ,26,WR,13,12,1,4,0,4,4,0,0,0,
252,Bryan Anger,HOU,31,P,11,0,1,-5,,-5,-5,0,0,0,
253,Jordan Berry,PIT,28,P,13,0,1,-8,,-8,-8,0,0,0,
254,David Blough,DET,24,qb,2,2,1,1,0,1,1,0,0,0,
255,Devontae Booker,DEN,27,,13,0,1,4,0,0,0,4,4,0,
256,Antonio Brown,NWE,31,,1,0,1,5,1,5,5,0,0,0,
257,John Brown,BUF,29,WR,13,13,1,4,0,2,2,2,2,0,
258,Derek Carrier,OAK,29,te,13,4,1,27,1,27,27,0,0,0,
259,Pharoh Cooper,2TM,24,,10,1,1,2,0,1,1,1,1,0,
260,Jamison Crowder,NYJ,26,WR,13,9,1,4,0,0,0,4,4,1,1
261,Will Dissly,SEA,23,te,6,6,1,7,0,5,5,2,2,0,
262,Gerald Everett,LAR,25,te,11,2,1,0,0,0,0,0,0,0,
263,Bennie Fowler,NYG,28,wr,8,2,1,20,1,17,17,3,3,0,
264,Russell Gage,ATL,23,wr,13,2,1,-1,0,-1,-1,0,0,1,1
265,Chris Godwin,TAM,23,WR,13,13,1,8,0,0,0,8,8,1,1
266,Marquise Goodwin,SFO,29,wr,9,6,1,15,1,15,15,0,0,0,
267,Josh Gordon,2TM,28,,10,6,1,1,0,1,1,0,0,0,
268,Matt Haack,MIA,25,P,13,0,1,2,1,2,2,0,0,0,
269,Marvin Hall,DET,26,,9,0,1,7,0,4,4,3,3,0,
270,Erik Harris,OAK,29,S,13,11,1,4,1,4,4,0,0,0,
271,Johnny Holton,PIT,28,wr,13,2,1,9,1,7,7,2,2,0,
272,Travis Homer,SEA,21,,13,0,1,29,1,29,29,0,0,0,
273,Adam Humphries,TEN,26,wr,12,3,1,1,0,1,1,0,0,0,
274,Andy Janovich,DEN,26,fb,7,3,1,1,1,0,0,1,1,0,
275,Alshon Jeffery,PHI,29,WR,10,10,1,2,1,1,1,1,1,0,
276,KeeSean Johnson,ARI,23,wr,10,4,1,3,0,3,3,0,0,0,
277,Colin Jones,CAR,32,,13,0,1,5,1,5,5,0,0,0,
278,Zay Jones,2TM,24,,12,6,1,3,0,3,3,0,0,0,
279,Kyle Juszczyk,SFO,28,fb/rb,9,9,1,6,0,3,3,3,3,0,
280,Travis Kelce,KAN,30,TE,13,13,1,4,1,3,3,1,1,0,
281,Brett Kern,TEN,33,P,13,0,1,0,0,0,0,0,0,0,
282,Dawson Knox,BUF,23,TE,13,9,1,9,1,6,6,3,3,0,
283,Jarvis Landry,CLE,27,WR,13,13,1,10,1,9,9,1,1,0,
284,Allen Lazard,GNB,24,wr,13,1,1,21,1,15,15,6,6,1,1
285,Marqise Lee,JAX,28,wr,6,1,1,1,0,1,1,0,0,0,
286,Anthony Levine,BAL,32,,13,0,1,60,1,60,60,0,0,0,
287,Vance McDonald,PIT,29,TE,12,12,1,2,0,0,0,2,2,0,
288,Anthony Miller,CHI,25,wr,13,4,1,-1,0,-1,-1,0,0,0,
289,Alfred Morris,ARI,31,,1,0,1,4,1,2,2,2,2,0,
290,Quenton Nelson,IND,23,G,13,13,1,0,,0,0,0,0,0,
291,Zach Pascal,IND,25,WR,13,11,1,12,1,8,8,4,4,0,
292,Breshad Perriman,TAM,26,wr,11,1,1,13,1,13,13,0,0,0,
293,Kalif Raymond,TEN,25,wr,6,1,1,-5,0,-5,-5,0,0,0,
294,Paul Richardson,WAS,27,wr,10,6,1,0,0,0,0,0,0,0,
295,Andre Roberts,BUF,31,,11,0,1,7,,5,5,2,2,0,
296,Ben Roethlisberger,PIT,37,qb,2,2,1,7,0,7,7,0,0,0,
297,Chester Rogers,IND,25,wr,12,6,1,18,1,18,18,0,0,0,
298,Willie Snead,BAL,27,WR,13,8,1,2,0,2,2,0,0,0,
299,Golden Tate,NYG,31,WR,8,8,1,16,1,12,12,4,4,0,
300,De'Anthony Thomas,2TM,26,,11,0,1,4,1,2,2,2,2,0,
301,Michael Thomas,NOR,26,WR,13,12,1,-9,0,-9,-9,0,0,0,
302,Danny Vitale,GNB,26,fb,13,4,1,3,0,2,2,1,1,0,
303,Trevon Wesco,NYJ,24,te,13,1,1,2,1,-1,-1,3,3,0,
304,Mike Williams,LAC,25,WR,12,12,1,2,0,-1,-1,3,3,0,
305,Jarius Wright,CAR,30,WR,13,7,1,-7,0,-7,-7,0,0,1,1
