Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,1D,YBC,YBC/R,YAC,YAC/R,BrkTkl,Rec/Br,Drop,Drop%
24,Cole Beasley,BUF,30,WR,5,4,39,27,267,13,144,5.3,123,4.6,1,27,2,5.1
25,Le'Veon Bell,NYJ,27,RB,4,4,32,27,166,9,-33,-1.2,199,7.4,8,3.4,0,0
26,DJ Chark,JAX,23,WR,5,4,37,27,485,19,365,13.5,120,4.4,1,27,0,0
27,Julio Jones,ATL,30,WR,5,5,44,26,359,20,252,9.7,107,4.1,1,26,0,0
28,Alvin Kamara,NOR,24,RB,5,5,31,26,241,11,-9,-0.3,250,9.6,7,3.7,1,3.2
29,D.J. Moore,CAR,22,WR,5,5,39,26,352,18,237,9.1,115,4.4,0,,1,2.6
30,Courtland Sutton,DEN,24,WR,5,3,38,26,401,20,246,9.5,155,6,4,6.5,0,0
31,Davante Adams,GNB,27,WR,4,4,36,25,378,20,228,9.1,150,6,1,25,0,0
32,Sterling Shepard,NYG,26,WR,4,4,35,25,267,14,144,5.8,123,4.9,4,6.3,0,0
33,Chris Thompson,WAS,29,,5,0,35,25,268,9,29,1.2,239,9.6,0,,1,2.9
34,T.Y. Hilton,IND,30,WR,4,4,30,24,232,11,137,5.7,95,4,1,24,1,3.3
35,David Johnson,ARI,28,RB,5,5,33,24,247,10,97,4,150,6.3,1,24,2,6.1
36,Christian Kirk,ARI,23,WR,4,4,37,24,242,13,120,5,122,5.1,1,24,2,5.4
37,Emmanuel Sanders,DEN,32,WR,5,5,35,24,307,14,205,8.5,102,4.3,2,12,0,0
38,JuJu Smith-Schuster,PIT,23,WR,5,5,34,24,333,12,178,7.4,155,6.5,0,,0,0
39,Odell Beckham,CLE,27,WR,5,5,43,23,335,12,202,8.8,133,5.8,2,11.5,1,2.3
40,Will Dissly,SEA,23,TE,5,5,26,23,262,14,192,8.3,70,3,0,,0,0
41,George Kittle,SFO,26,TE,4,4,29,23,235,13,115,5,120,5.2,1,23,0,0
42,Sammy Watkins,KAN,26,WR,5,5,38,23,365,12,158,6.9,207,9,0,,1,2.6
43,Dede Westbrook,JAX,26,WR,5,4,37,23,227,10,96,4.2,131,5.7,2,11.5,2,5.4
44,Jamison Crowder,NYJ,26,WR,4,3,31,22,174,8,85,3.9,89,4,1,22,2,6.5
45,Devonta Freeman,ATL,27,RB,5,5,26,22,173,5,13,0.6,160,7.3,0,,1,3.8
46,Jarvis Landry,CLE,27,WR,5,5,39,22,403,15,220,10,183,8.3,1,22,3,7.7
47,James White,NWE,27,,4,0,30,22,178,11,59,2.7,119,5.4,1,22,0,0
48,Marquise Brown,BAL,22,WR,5,4,39,21,326,12,195,9.3,131,6.2,2,10.5,1,2.6
49,Dalvin Cook,MIN,24,RB,5,5,24,21,200,9,-25,-1.2,225,10.7,3,7,3,12.5
50,Calvin Ridley,ATL,25,WR,5,4,32,21,295,16,256,12.2,39,1.9,2,10.5,3,9.4
51,Tarik Cohen,CHI,24,RB,5,4,31,20,128,6,10,0.5,118,5.9,2,10,4,12.9
52,Brandin Cooks,LAR,26,WR,5,5,34,20,325,17,246,12.3,79,4,0,,2,5.9
53,Leonard Fournette,JAX,24,RB,5,5,30,20,143,8,-11,-0.6,154,7.7,0,,2,6.7
54,Michael Gallup,DAL,23,wr,3,2,29,20,339,14,222,11.1,117,5.9,3,6.7,2,6.9
55,Paul Richardson,WAS,27,WR,5,4,26,20,163,8,127,6.4,36,1.8,0,,1,3.8
56,Adam Thielen,MIN,29,WR,5,5,30,20,309,13,219,11,90,4.5,2,10,0,0
57,Nelson Agholor,PHI,26,WR,5,5,32,19,188,8,115,6.1,73,3.8,3,6.3,2,6.3
58,James Conner,PIT,24,RB,5,5,20,19,153,7,-17,-0.9,170,8.9,3,6.3,0,0
59,Kenny Golladay,DET,26,WR,4,4,36,19,243,16,201,10.6,42,2.2,0,,3,8.3
60,Josh Gordon,NWE,28,WR,5,5,35,19,280,10,162,8.5,118,6.2,4,4.8,2,5.7
61,Aaron Jones,GNB,25,RB,5,5,23,19,150,7,-12,-0.6,162,8.5,7,2.7,0,0
62,Terry McLaurin,WAS,23,WR,4,4,31,19,308,16,247,13,61,3.2,1,19,1,3.2
63,Curtis Samuel,CAR,23,WR,5,5,37,19,227,11,156,8.2,71,3.7,1,19,2,5.4
64,Mike Evans,TAM,26,WR,5,5,38,18,368,15,309,17.2,59,3.3,0,,0,0
65,Gerald Everett,LAR,25,te,5,2,26,18,223,13,103,5.7,120,6.7,8,2.3,0,0
66,Nyheim Hines,IND,23,rb,5,1,21,18,120,6,1,0.1,119,6.6,2,9,0,0
67,Diontae Johnson,PIT,23,WR,5,3,29,18,198,5,113,6.3,85,4.7,1,18,2,6.9
68,Marvin Jones,DET,29,WR,4,4,24,18,277,13,255,14.2,22,1.2,0,,0,0
69,Greg Olsen,CAR,34,TE,5,5,31,18,226,14,158,8.8,68,3.8,1,18,2,6.5
70,Trey Quinn,WAS,24,WR,5,3,28,18,124,8,83,4.6,41,2.3,0,,0,0
71,Delanie Walker,TEN,35,TE,5,3,25,18,172,10,124,6.9,48,2.7,0,,2,8
72,Randall Cobb,DAL,29,wr,5,2,27,17,210,11,110,6.5,100,5.9,1,17,3,11.1
73,Phillip Lindsay,DEN,25,RB,5,5,23,17,142,8,3,0.2,139,8.2,0,,2,8.7
74,Demarcus Robinson,KAN,25,WR,5,4,27,17,281,9,245,14.4,36,2.1,1,17,0,0
75,Marquez Valdes-Scantling,GNB,25,WR,5,5,32,17,235,8,203,11.9,32,1.9,0,,1,3.1
76,Tyrell Williams,OAK,27,WR,4,4,24,17,216,13,172,10.1,44,2.6,0,,2,8.3
77,Jason Witten,DAL,37,TE,5,5,20,17,173,10,112,6.6,61,3.6,0,,0,0
78,Stefon Diggs,MIN,26,WR,5,5,23,16,253,8,185,11.6,68,4.3,2,8,1,4.3
79,Royce Freeman,DEN,23,,5,0,21,16,103,5,5,0.3,98,6.1,3,5.3,1,4.8
80,John Ross,CIN,25,WR,4,4,32,16,328,12,173,10.8,155,9.7,3,5.3,4,12.5
81,Chris Carson,SEA,25,RB,5,5,17,15,105,5,-40,-2.7,145,9.7,6,2.5,1,5.9
82,Nick Chubb,CLE,24,RB,5,5,20,15,111,6,-8,-0.5,119,7.9,3,5,2,10
83,Phillip Dorsett,NWE,26,,5,0,23,15,197,8,148,9.9,49,3.3,0,,0,0
84,Adam Humphries,TEN,26,wr,5,2,21,15,142,8,92,6.1,50,3.3,0,,1,4.8
85,Preston Williams,MIA,22,WR,4,4,30,15,201,11,152,10.1,49,3.3,2,7.5,3,10
86,Rex Burkhead,NWE,29,rb,4,1,18,14,117,5,49,3.5,68,4.9,1,14,0,0
87,Chris Conley,JAX,27,WR,5,3,22,14,243,12,176,12.6,67,4.8,2,7,2,9.1
88,Jack Doyle,IND,29,TE,5,5,20,14,128,9,44,3.1,84,6,0,,1,5
89,Ted Ginn,NOR,34,WR,5,3,19,14,170,7,158,11.3,12,0.9,0,,1,5.3
90,Todd Gurley,LAR,25,RB,5,5,22,14,68,2,-1,-0.1,69,4.9,0,,3,13.6
91,Alshon Jeffery,PHI,29,WR,4,4,24,14,139,10,85,6.1,54,3.9,0,,0,0
92,KeeSean Johnson,ARI,23,wr,5,2,26,14,131,8,103,7.4,28,2,0,,1,3.8
93,James O'Shaughnessy,JAX,27,TE,5,5,20,14,153,7,69,4.9,84,6,2,7,0,0
94,Auden Tate,CIN,22,WR,4,3,24,14,170,7,115,8.2,55,3.9,1,14,3,12.5
95,Mike Williams,LAC,25,WR,4,4,28,14,231,11,199,14.2,32,2.3,1,14,1,3.6
96,Corey Davis,TEN,24,WR,5,3,22,13,201,10,119,9.2,82,6.3,3,4.3,1,4.5
97,Kenyan Drake,MIA,25,RB,4,2,20,13,107,5,1,0.1,106,8.2,0,,1,5
98,Tyler Eifert,CIN,29,te,5,1,20,13,95,6,74,5.7,21,1.6,0,,1,5
99,Ezekiel Elliott,DAL,24,RB,5,5,18,13,92,3,28,2.2,64,4.9,1,13,1,5.6
100,Tyler Higbee,LAR,26,TE,4,4,18,13,129,9,44,3.4,85,6.5,1,13,1,5.6
101,Vance McDonald,PIT,29,TE,4,4,16,13,122,6,40,3.1,82,6.3,0,,1,6.3
102,Dare Ogunbowale,TAM,25,,5,0,16,13,108,2,34,2.6,74,5.7,1,13,0,0
103,Jaylen Samuels,PIT,23,,5,0,15,13,83,7,-16,-1.2,99,7.6,1,13,2,13.3
104,Giovani Bernard,CIN,28,,5,0,17,12,88,3,-17,-1.4,105,8.8,1,12,0,0
105,A.J. Brown,TEN,22,WR,5,4,19,12,250,7,135,11.3,115,9.6,3,4,1,5.3
106,Damiere Byrd,ARI,26,WR,3,3,18,12,96,5,64,5.3,32,2.7,1,12,1,5.6
107,Jared Cook,NOR,32,TE,5,3,24,12,131,7,94,7.8,37,3.1,1,12,3,12.5
108,Noah Fant,DEN,22,TE,5,3,16,12,136,7,75,6.3,61,5.1,0,,1,6.3
109,Bennie Fowler,NYG,28,wr,4,2,20,12,99,6,84,7,15,1.3,0,,1,5
110,Jimmy Graham,GNB,33,te,5,2,19,12,132,8,93,7.8,39,3.3,1,12,0,0
111,Mecole Hardman,KAN,21,wr,5,2,23,12,246,9,147,12.3,99,8.3,0,,1,4.3
112,Hayden Hurst,BAL,26,te,5,1,15,12,127,7,74,6.2,53,4.4,0,,0,0
113,D.K. Metcalf,SEA,22,WR,5,4,26,12,267,9,223,18.6,44,3.7,1,12,0,0
114,Joe Mixon,CIN,23,RB,5,5,16,12,68,3,-30,-2.5,98,8.2,1,12,0,0
115,Hunter Renfrow,OAK,24,wr,5,1,23,12,101,8,47,3.9,54,4.5,1,12,1,4.3
116,Deebo Samuel,SFO,23,WR,4,2,17,12,150,6,41,3.4,109,9.1,1,12,2,11.8
117,Willie Snead,BAL,27,WR,5,4,16,12,205,10,129,10.8,76,6.3,1,12,1,6.3
118,Geoff Swaim,JAX,26,te,5,1,15,12,60,1,16,1.3,44,3.7,0,,1,6.7
119,Damien Williams,KAN,27,RB,3,3,15,12,102,5,4,0.3,98,8.2,2,6,1,6.7
120,Danny Amendola,DET,34,WR,3,2,19,11,141,7,75,6.8,66,6,1,11,0,0
121,Robby Anderson,NYJ,26,WR,4,4,21,11,131,5,122,11.1,9,0.8,1,11,0,0
122,Saquon Barkley,NYG,22,RB,3,3,18,11,74,2,13,1.2,61,5.5,1,11,1,5.6
123,Trey Burton,CHI,28,TE,4,4,15,11,57,4,27,2.5,30,2.7,0,,2,13.3
124,T.J. Hockenson,DET,22,TE,4,3,19,11,166,7,87,7.9,79,7.2,0,,1,5.3
125,O.J. Howard,TAM,25,TE,5,5,14,11,141,8,93,8.5,48,4.4,0,,1,7.1
126,Dion Lewis,TEN,29,,5,0,15,11,41,1,-14,-1.3,55,5,2,5.5,3,20
127,LeSean McCoy,KAN,31,rb,5,2,13,11,94,3,-27,-2.5,121,11,0,,0,0
128,Ito Smith,ATL,24,,5,0,14,11,87,2,15,1.4,72,6.5,2,5.5,0,0
129,Kenny Stills,HOU,27,,4,0,14,11,188,9,137,12.5,51,4.6,0,,0,0
130,Jarius Wright,CAR,30,wr,5,1,18,11,132,7,81,7.4,51,4.6,1,11,1,5.6
131,Jordan Akins,HOU,27,te,5,1,15,10,157,6,51,5.1,106,10.6,1,10,1,6.7
132,Geronimo Allison,GNB,25,wr,5,1,17,10,104,4,68,6.8,36,3.6,0,,2,11.8
133,Cameron Brate,TAM,28,te,5,1,10,10,72,5,54,5.4,18,1.8,0,,0,0
134,Parris Campbell,IND,22,wr,4,1,13,10,62,3,14,1.4,48,4.8,2,5,0,0
135,Vernon Davis,WAS,35,te,4,1,19,10,123,4,33,3.3,90,9,2,5,1,5.3
136,Mack Hollins,PHI,26,wr,5,2,18,10,125,7,92,9.2,33,3.3,0,,1,5.6
137,Dawson Knox,BUF,23,te,5,1,18,10,156,6,94,9.4,62,6.2,2,5,4,22.2
138,Foster Moreau,OAK,22,te,5,2,12,10,97,6,54,5.4,43,4.3,1,10,0,0
139,DeVante Parker,MIA,26,WR,4,4,24,10,201,9,171,17.1,30,3,0,,2,8.3
140,Miles Sanders,PHI,22,RB,5,4,15,10,133,5,78,7.8,55,5.5,0,,0,0
141,T.J. Yeldon,BUF,26,,5,0,12,10,100,5,18,1.8,82,8.2,1,10,0,0
142,Nick Boyle,BAL,26,TE,5,4,14,9,107,5,44,4.9,63,7,0,,0,0
143,Eric Ebron,IND,26,te,5,0,20,9,136,6,78,8.7,58,6.4,0,,4,20
144,Darren Fells,HOU,33,TE,5,5,13,9,90,5,51,5.7,39,4.3,0,,1,7.7
145,Taylor Gabriel,CHI,28,wr,3,2,14,9,110,7,80,8.9,30,3.3,0,,1,7.1
146,Wayne Gallman,NYG,25,rb,5,2,11,9,79,4,-9,-1,88,9.8,1,9,0,0
147,Marquise Goodwin,SFO,29,WR,4,4,12,9,166,7,139,15.4,27,3,0,,0,0
148,Jakeem Grant,MIA,27,wr,4,1,19,9,52,3,13,1.4,39,4.3,0,,1,5.3
149,Mark Ingram,BAL,30,RB,5,5,9,9,67,4,11,1.2,56,6.2,0,,0,0
150,Duke Johnson,HOU,26,,5,0,13,9,85,4,-1,-0.1,86,9.6,7,1.3,0,0
151,David Montgomery,CHI,22,RB,5,3,13,9,72,4,20,2.2,52,5.8,1,9,1,7.7
152,Darius Slayton,NYG,22,,3,0,12,9,157,7,143,15.9,14,1.6,1,9,0,0
153,James Washington,PIT,23,WR,5,4,21,9,140,7,91,10.1,49,5.4,0,,1,4.8
154,Damion Willis,CIN,22,wr,5,2,13,9,82,3,57,6.3,25,2.8,1,9,2,15.4
155,Jaron Brown,SEA,29,WR,5,3,13,8,116,5,71,8.9,45,5.6,0,,0,0
156,Josh Hill,NOR,29,TE,5,4,11,8,70,3,26,3.3,44,5.5,0,,1,9.1
157,Dontrelle Inman,LAC,30,wr,4,1,13,8,132,7,101,12.6,31,3.9,0,,1,7.7
158,DeSean Jackson,PHI,33,wr,2,2,9,8,154,6,139,17.4,15,1.9,1,8,1,11.1
159,Blake Jarwin,DAL,25,te,5,2,10,8,113,3,87,10.9,26,3.3,0,,1,10
160,Olabisi Johnson,MIN,22,,5,0,8,8,78,3,50,6.3,28,3.5,0,,0,0
161,Anthony Miller,CHI,25,,5,0,15,8,80,5,41,5.1,39,4.9,0,,2,13.3
162,Byron Pringle,KAN,26,,5,0,11,8,123,5,87,10.9,36,4.5,2,4,1,9.1
163,C.J. Prosise,SEA,25,,4,0,8,8,51,1,13,1.6,38,4.8,0,,0,0
164,Damion Ratley,CLE,24,wr,5,2,15,8,103,7,72,9,31,3.9,1,8,0,0
165,Jalen Richard,OAK,26,,5,0,9,8,35,1,10,1.3,25,3.1,1,8,1,11.1
166,Darrel Williams,KAN,24,,5,0,9,8,90,4,1,0.1,89,11.1,0,,0,0
167,Jamaal Williams,GNB,24,rb,4,1,9,8,55,3,-19,-2.4,74,9.3,1,8,0,0
168,Rhett Ellison,NYG,31,TE,5,4,9,7,46,1,16,2.3,30,4.3,2,3.5,1,11.1
169,Alex Erickson,CIN,27,,5,0,9,7,62,4,47,6.7,15,2.1,0,,0,0
170,DaeSean Hamilton,DEN,24,,5,0,15,7,77,5,40,5.7,37,5.3,1,7,2,13.3
171,Jeff Heuerman,DEN,27,TE,5,5,10,7,67,3,38,5.4,29,4.1,1,7,0,0
172,Kerryon Johnson,DET,22,RB,4,4,9,7,99,5,20,2.9,79,11.3,2,3.5,1,11.1
173,Zay Jones,BUF,24,wr,5,2,18,7,69,4,50,7.1,19,2.7,0,,1,5.6
174,Marcedes Lewis,GNB,35,TE,5,3,10,7,69,3,10,1.4,59,8.4,0,,0,0
175,Marlon Mack,IND,23,RB,5,4,9,7,42,0,0,0,42,6,0,,0,0
176,Zach Pascal,IND,25,WR,5,4,12,7,133,5,90,12.9,43,6.1,1,7,1,8.3
177,Seth Roberts,BAL,28,,5,0,10,7,83,5,63,9,20,2.9,0,,0,0
178,Adam Shaheen,CHI,25,te,5,1,8,7,50,1,31,4.4,19,2.7,1,7,0,0
179,Jeremy Sprinkle,WAS,25,TE,5,5,12,7,75,4,35,5,40,5.7,0,,2,16.7
180,Ryan Switzer,PIT,25,,5,0,10,7,29,2,12,1.7,17,2.4,0,,0,0
181,DeAndre Washington,OAK,26,,5,0,8,7,53,3,13,1.9,40,5.7,0,,1,12.5
182,Peyton Barber,TAM,25,RB,5,5,9,6,25,0,2,0.3,23,3.8,2,3,1,11.1
183,Matt Breida,SFO,24,RB,4,3,8,6,46,3,13,2.2,33,5.5,0,,1,12.5
184,Keke Coutee,HOU,22,WR,4,3,11,6,90,3,54,9,36,6,1,6,1,9.1
185,Mike Davis,CHI,26,rb,4,1,7,6,17,1,-8,-1.3,25,4.2,0,,0,0
186,Chase Edmonds,ARI,23,rb,5,1,9,6,43,2,4,0.7,39,6.5,1,6,1,11.1
187,Mike Gesicki,MIA,24,te,4,1,11,6,51,1,30,5,21,3.5,0,,0,0
188,Frank Gore,BUF,36,RB,5,4,7,6,37,1,4,0.7,33,5.5,0,,0,0
189,Justin Hardy,ATL,28,,5,0,8,6,52,2,33,5.5,19,3.2,0,,1,12.5
190,Jordan Howard,PHI,25,,5,0,9,6,47,1,2,0.3,45,7.5,0,,1,11.1
191,Justin Jackson,LAC,24,,3,0,8,6,13,0,-17,-2.8,30,5,1,6,0,0
192,Josh Jacobs,OAK,21,RB,5,5,9,6,77,3,5,0.8,72,12,3,2,1,11.1
193,D'Ernest Johnson,CLE,23,,5,0,7,6,71,1,24,4,47,7.8,1,6,0,0
194,Kyle Juszczyk,SFO,28,RB,4,4,8,6,76,4,38,6.3,38,6.3,1,6,0,0
195,Cody Latimer,NYG,27,WR,4,4,13,6,104,5,85,14.2,19,3.2,0,,0,0
196,Latavius Murray,NOR,29,rb,5,1,7,6,32,1,-15,-2.5,47,7.8,2,3,0,0
197,Dante Pettis,SFO,24,WR,4,2,9,6,38,3,31,5.2,7,1.2,0,,1,11.1
198,Chester Rogers,IND,25,wr,5,2,11,6,72,5,33,5.5,39,6.5,0,,1,9.1
199,Kyle Rudolph,MIN,30,TE,5,5,8,6,36,2,1,0.2,35,5.8,1,6,0,0
200,C.J. Uzomah,CIN,26,TE,5,5,9,6,82,3,28,4.7,54,9,0,,0,0
201,Nick Vannett,2TM,26,,5,2,8,6,66,2,62,10.3,4,0.7,0,,0,0
202,Travis Benjamin,LAC,30,wr,4,2,12,5,30,3,17,3.4,13,2.6,1,5,1,8.3
203,Kendrick Bourne,SFO,24,,4,0,9,5,59,3,39,7.8,20,4,0,,1,11.1
204,Miles Boykin,BAL,23,WR,5,5,8,5,48,4,42,8.4,6,1.2,0,,1,12.5
205,Derek Carrier,OAK,29,te,5,1,7,5,55,2,22,4.4,33,6.6,0,,1,14.3
206,Charles Clay,ARI,30,te,5,2,7,5,50,3,29,5.8,21,4.2,0,,0,0
207,Trevor Davis,2TM,26,,4,2,5,5,70,3,29,5.8,41,8.2,0,,0,0
208,Dallas Goedert,PHI,24,te,4,1,10,5,43,3,12,2.4,31,6.2,1,5,3,30
209,Ryan Griffin,NYJ,29,TE,4,4,7,5,17,1,1,0.2,16,3.2,1,5,0,0
210,C.J. Ham,MIN,26,FB,5,3,9,5,9,,6,1.2,3,0.6,0,,1,11.1
211,Kelvin Harmon,WAS,23,wr,5,1,5,5,49,3,43,8.6,6,1.2,0,,0,0
212,Derrick Henry,TEN,25,RB,5,5,8,5,97,1,-11,-2.2,108,21.6,0,,2,25
213,Carlos Hyde,HOU,29,RB,5,5,7,5,8,0,-13,-2.6,21,4.2,1,5,0,0
214,Jesse James,DET,25,TE,4,2,7,5,46,3,21,4.2,25,5,0,,0,0
215,Ronald Jones,TAM,22,,5,0,6,5,92,4,-4,-0.8,96,19.2,2,2.5,1,16.7
216,Isaiah McKenzie,BUF,24,,5,0,5,5,101,3,7,1.4,94,18.8,0,,0,0
217,Tajae Sharpe,TEN,25,wr,5,1,8,5,106,4,99,19.8,7,1.4,0,,0,0
218,Steven Sims,WAS,22,,5,0,6,5,28,2,-7,-1.4,35,7,1,5,0,0
219,Devin Singletary,BUF,22,rb,2,1,6,5,28,0,-1,-0.2,29,5.8,0,,1,16.7
220,Devin Smith,DAL,27,wr,4,2,9,5,113,4,81,16.2,32,6.4,1,5,0,0
221,Jonnu Smith,TEN,24,TE,5,5,7,5,89,2,10,2,79,15.8,0,,0,0
222,Tre'Quan Smith,NOR,23,wr,3,1,5,5,75,5,37,7.4,38,7.6,2,2.5,0,0
223,Irv Smith Jr.,MIN,21,te,5,2,6,5,64,3,34,6.8,30,6,0,,0,0
224,Darren Sproles,PHI,36,rb,5,1,8,5,21,1,-1,-0.2,22,4.4,0,,2,25
225,Demaryius Thomas,NYJ,32,WR,2,2,11,5,46,2,18,3.6,28,5.6,0,,2,18.2
226,Logan Thomas,DET,28,,4,0,5,5,47,3,28,5.6,19,3.8,0,,0,0
227,Malik Turner,SEA,23,,5,0,6,5,73,3,38,7.6,35,7,0,,0,0
228,Javon Wims,CHI,25,wr,5,2,9,5,64,2,55,11,9,1.8,0,,0,0
229,Mo Alie-Cox,IND,26,te,5,1,6,4,38,2,8,2,30,7.5,0,,0,0
230,Antonio Brown,NWE,31,,1,0,8,4,56,3,49,12.3,7,1.8,1,4,0,0
231,Deon Cain,IND,23,wr,5,2,12,4,52,3,45,11.3,7,1.8,0,,0,0
232,Tra Carson,GNB,27,,1,0,4,4,18,0,4,1,14,3.5,0,,0,0
233,Michael Crabtree,ARI,32,wr,2,1,5,4,22,,17,4.3,5,1.3,0,,0,0
234,Gus Edwards,BAL,24,,5,0,4,4,29,1,2,0.5,27,6.8,0,,0,0
235,Melvin Gordon,LAC,26,rb,1,1,6,4,7,,-9,-2.3,16,4,0,,0,0
236,Ryan Grant,OAK,29,wr,2,1,9,4,14,1,9,2.3,5,1.3,0,,0,0
237,Hunter Henry,LAC,25,te,1,1,5,4,60,3,39,9.8,21,5.3,0,,0,0
238,Taysom Hill,NOR,29,qb,5,1,6,4,30,3,20,5,10,2.5,0,,1,16.7
239,Ryan Izzo,NWE,24,TE,5,3,5,4,83,3,37,9.3,46,11.5,0,,0,0
240,Richie James,SFO,24,,4,0,8,4,68,3,56,14,12,3,0,,0,0
241,Ty Johnson,DET,,,4,0,5,4,7,0,1,0.3,6,1.5,1,4,0,0
242,Jakobi Meyers,NWE,23,,4,0,6,4,66,3,40,10,26,6.5,2,2,0,0
243,Raheem Mostert,SFO,27,,4,0,6,4,68,3,-5,-1.3,73,18.3,0,,0,0
244,JJ Nelson,OAK,27,wr,2,1,5,4,36,1,21,5.3,15,3.8,0,,0,0
245,David Njoku,CLE,23,te,2,1,7,4,37,3,18,4.5,19,4.8,0,,2,28.6
246,Tony Pollard,DAL,22,,5,0,4,4,28,1,1,0.3,27,6.8,0,,0,0
247,Ricky Seals-Jones,CLE,24,,4,0,6,4,96,3,45,11.3,51,12.8,0,,0,0
248,Luke Stocker,ATL,31,TE,5,3,7,4,16,,7,1.8,9,2.3,0,,1,14.3
249,Robert Tonyan,GNB,25,te,5,1,6,4,66,3,51,12.8,15,3.8,0,,0,0
250,Danny Vitale,GNB,26,fb,5,2,5,4,51,1,26,6.5,25,6.3,0,,0,0
251,Duke Williams,BUF,26,wr,1,1,4,4,29,3,19,4.8,10,2.5,0,,0,0
252,Maxx Williams,ARI,25,te,5,2,4,4,64,3,33,8.3,31,7.8,0,,0,0
253,Tavon Austin,DAL,29,,3,0,3,3,26,2,7,2.3,19,6.3,0,,0,0
254,Kalen Ballage,MIA,24,RB,4,2,10,3,29,2,-5,-1.7,34,11.3,0,,3,30
255,Nick Bawden,DET,23,,4,0,4,3,14,1,-1,-0.3,15,5,0,,0,0
256,Brandon Bolden,NWE,29,rb,4,1,4,3,50,3,30,10,20,6.7,0,,0,0
257,Cody Core,NYG,25,,5,0,5,3,28,2,25,8.3,3,1,0,,0,0
258,Patrick DiMarco,BUF,30,fb,5,2,3,3,12,,10,3.3,2,0.7,0,,0,0
259,Keelan Doss,OAK,23,wr,4,1,3,3,25,1,12,4,13,4.3,0,,0,0
260,Devin Funchess,IND,25,wr,1,1,5,3,32,2,26,8.7,6,2,0,,1,20
261,Virgil Green,LAC,31,TE,4,3,4,3,18,1,9,3,9,3,0,,0,0
262,Derrius Guice,WAS,22,rb,1,1,3,3,20,1,-1,-0.3,21,7,0,,0,0
263,Demetrius Harris,CLE,28,te,5,1,6,3,6,1,1,0.3,5,1.7,0,,1,16.7
264,Justice Hill,BAL,22,,5,0,7,3,19,1,-1,-0.3,20,6.7,0,,0,0
265,Dontrell Hilliard,CLE,24,,4,0,5,3,41,2,3,1,38,12.7,0,,0,0
266,Chris Hogan,CAR,32,,4,0,5,3,24,1,17,5.7,7,2.3,0,,0,0
267,Allen Hurns,MIA,28,wr,3,1,6,3,41,1,38,12.7,3,1,0,,0,0
268,T.J. Jones,NYG,27,,3,0,4,3,38,2,15,5,23,7.7,0,,0,0
269,Lance Kendricks,LAC,31,te,3,1,6,3,50,3,43,14.3,7,2.3,0,,0,0
