,,,,,Games,,Rushing,,,,,,,,
23,Peyton Barber,TAM,25,RB,5,5,61,214,11,100,1.6,114,1.9,4,15.3
24,Austin Ekeler,LAC,24,RB,5,5,59,227,15,72,1.2,155,2.6,4,14.8
25,Ronald Jones,TAM,22,,5,0,59,269,12,139,2.4,130,2.2,8,7.4
26,James Conner,PIT,24,RB,5,5,58,194,11,66,1.1,128,2.2,3,19.3
27,Devonta Freeman,ATL,27,RB,5,5,58,187,11,106,1.8,81,1.4,4,14.5
28,Royce Freeman,DEN,23,,5,0,55,250,9,119,2.2,131,2.4,4,13.8
29,Miles Sanders,PHI,22,RB,5,4,54,193,7,83,1.5,110,2,4,13.5
30,Jordan Howard,PHI,25,,5,0,53,248,17,102,1.9,146,2.8,3,17.7
31,Matt Breida,SFO,24,RB,4,3,52,340,12,223,4.3,117,2.3,1,52
32,Lamar Jackson,BAL,22,QB,5,5,50,308,18,219,4.4,89,1.8,1,50
33,Josh Allen,BUF,23,QB,5,5,41,158,11,70,1.7,88,2.1,3,13.7
34,Raheem Mostert,SFO,27,,4,0,41,236,8,115,2.8,121,3,4,10.3
35,LeSean McCoy,KAN,31,rb,5,2,40,214,12,112,2.8,102,2.6,2,20
36,Adrian Peterson,WAS,34,RB,4,4,40,108,4,40,1,68,1.7,1,40
37,Gus Edwards,BAL,24,,5,0,38,165,14,62,1.6,103,2.7,2,19
38,Saquon Barkley,NYG,22,RB,3,3,37,237,11,137,3.7,100,2.7,4,9.3
39,Alexander Mattison,MIN,21,,5,0,34,189,10,120,3.5,69,2,5,6.8
40,Tony Pollard,DAL,22,,5,0,34,168,9,70,2.1,98,2.9,1,34
41,Duke Johnson,HOU,26,,5,0,32,205,6,87,2.7,118,3.7,5,6.4
42,Kenyan Drake,MIA,25,RB,4,2,31,113,4,61,2,52,1.7,2,15.5
43,Damien Williams,KAN,27,RB,3,3,31,57,6,18,0.6,39,1.3,1,31
44,Kyler Murray,ARI,22,QB,5,5,28,206,11,178,6.4,28,1,2,14
45,Wayne Gallman,NYG,25,rb,5,2,27,107,6,71,2.6,36,1.3,0,
46,Russell Wilson,SEA,31,QB,5,5,27,120,7,81,3,39,1.4,1,27
47,Malcolm Brown,LAR,26,,5,0,26,114,6,23,0.9,91,3.5,7,3.7
48,Jamaal Williams,GNB,24,rb,4,1,26,87,5,49,1.9,38,1.5,1,26
49,Jacoby Brissett,IND,27,QB,5,5,24,66,9,38,1.6,28,1.2,0,
50,Rex Burkhead,NWE,29,rb,4,1,24,112,5,72,3,40,1.7,2,12
51,Latavius Murray,NOR,29,rb,5,1,24,94,5,59,2.5,35,1.5,2,12
52,DeAndre Washington,OAK,26,,5,0,23,74,6,33,1.4,41,1.8,2,11.5
53,Tevin Coleman,SFO,26,rb,2,1,22,120,6,79,3.6,41,1.9,1,22
54,Marcus Mariota,TEN,26,QB,5,5,22,125,5,98,4.5,27,1.2,1,22
55,Rashaad Penny,SEA,23,,3,0,22,98,2,38,1.7,60,2.7,0,
56,Deshaun Watson,HOU,24,QB,5,5,22,122,9,115,5.2,7,0.3,2,11
57,Chris Thompson,WAS,29,,5,0,20,67,3,53,2.7,14,0.7,1,20
58,Kalen Ballage,MIA,24,RB,4,2,19,29,1,11,0.6,18,0.9,1,19
59,Giovani Bernard,CIN,28,,5,0,19,45,3,9,0.5,36,1.9,2,9.5
60,Chase Edmonds,ARI,23,rb,5,1,19,127,3,60,3.2,67,3.5,1,19
61,Jon Hilliman,NYG,24,,2,0,19,53,3,22,1.2,31,1.6,0,
62,Gardner Minshew,JAX,23,QB,5,4,19,124,4,113,5.9,11,0.6,2,9.5
63,Carson Wentz,PHI,27,QB,5,5,19,59,8,29,1.5,30,1.6,2,9.5
64,Jordan Wilkins,IND,25,,5,0,19,125,2,37,1.9,88,4.6,0,
65,Justin Jackson,LAC,24,,3,0,18,142,5,70,3.9,72,4,3,6
66,Jaylen Samuels,PIT,23,,5,0,18,50,3,15,0.8,35,1.9,1,18
67,Ito Smith,ATL,24,,5,0,18,93,9,62,3.4,31,1.7,2,9
68,Jeff Wilson,SFO,24,,2,0,18,52,7,36,2,16,0.9,0,
69,Tarik Cohen,CHI,24,RB,5,4,17,37,1,19,1.1,18,1.1,2,8.5
70,Darrel Williams,KAN,24,,5,0,17,75,4,50,2.9,25,1.5,0,
71,Jameis Winston,TAM,25,QB,5,5,17,37,2,35,2.1,2,0.1,0,
72,C.J. Anderson,DET,28,,2,0,16,43,1,7,0.4,36,2.3,1,16
73,Jimmy Garoppolo,SFO,28,QB,4,4,16,6,3,4,0.3,2,0.1,0,
74,Dak Prescott,DAL,26,QB,5,5,16,122,9,95,5.9,27,1.7,3,5.3
75,Kirk Cousins,MIN,31,QB,5,5,15,40,5,34,2.3,6,0.4,0,
76,Dion Lewis,TEN,29,,5,0,15,56,3,23,1.5,33,2.2,1,15
77,Patrick Mahomes,KAN,24,QB,5,5,15,81,6,80,5.3,1,0.1,0,
78,Darren Sproles,PHI,36,rb,5,1,15,59,2,35,2.3,24,1.6,0,
79,Aaron Rodgers,GNB,36,QB,5,5,14,52,3,36,2.6,16,1.1,0,
80,James White,NWE,27,,4,0,14,63,4,47,3.4,16,1.1,0,
81,Teddy Bridgewater,NOR,27,QB,4,3,13,32,1,15,1.2,17,1.3,0,
82,Jared Goff,LAR,25,QB,5,5,13,13,1,9,0.7,4,0.3,0,
83,Justice Hill,BAL,22,,5,0,13,47,2,28,2.2,19,1.5,0,
84,Nyheim Hines,IND,23,rb,5,1,13,30,4,18,1.4,12,0.9,0,
85,Ty Johnson,DET,,,4,0,13,54,2,23,1.8,31,2.4,2,6.5
86,Daniel Jones,NYG,22,QB,4,3,13,78,8,70,5.4,8,0.6,0,
87,Melvin Gordon,LAC,26,rb,1,1,12,31,,14,1.2,17,1.4,1,12
88,Matthew Stafford,DET,31,QB,4,4,12,54,4,43,3.6,11,0.9,1,12
89,Jalen Richard,OAK,26,,5,0,11,52,4,40,3.6,12,1.1,0,
90,Matt Ryan,ATL,34,QB,5,5,11,55,3,51,4.6,4,0.4,0,
91,Ryquell Armstead,JAX,23,,5,0,10,48,2,11,1.1,37,3.7,1,10
92,Derek Carr,OAK,28,QB,5,5,10,27,1,27,2.7,0,0,0,
93,Derrius Guice,WAS,22,rb,1,1,10,18,0,2,0.2,16,1.6,0,
94,Cordarrelle Patterson,CHI,28,WR,5,3,10,71,2,69,6.9,2,0.2,0,
95,Troymaine Pope,LAC,26,,4,0,10,20,0,11,1.1,9,0.9,0,
96,Devin Singletary,BUF,22,rb,2,1,10,127,6,92,9.2,35,3.5,2,5
97,Mark Walton,MIA,22,,3,0,10,39,2,24,2.4,15,1.5,0,
98,T.J. Yeldon,BUF,26,,5,0,10,45,2,13,1.3,32,3.2,0,
99,Brandon Bolden,NWE,29,rb,4,1,9,22,1,20,2.2,2,0.2,0,
100,Mike Davis,CHI,26,rb,4,1,9,22,0,15,1.7,7,0.8,0,
101,Ty Montgomery,NYJ,26,,4,0,9,31,1,29,3.2,2,0.2,0,
102,C.J. Prosise,SEA,25,,4,0,9,16,2,-1,-0.1,17,1.9,1,9
103,Andy Dalton,CIN,32,QB,5,5,8,16,3,15,1.9,1,0.1,0,
104,Elijhaa Penny,NYG,26,rb,5,1,8,30,,17,2.1,13,1.6,0,
105,Mason Rudolph,PIT,24,QB,4,3,8,19,2,8,1,11,1.4,1,8
106,Reggie Bonnafon,CAR,23,,5,0,7,85,2,74,10.6,11,1.6,0,
107,Tom Brady,NWE,42,QB,5,5,7,-3,1,-3,-0.4,0,0,0,
108,Joe Flacco,DEN,34,QB,5,5,7,12,3,11,1.6,1,0.1,0,
109,Taysom Hill,NOR,29,qb,5,1,7,43,2,31,4.4,12,1.7,1,7
110,Dontrell Hilliard,CLE,24,,4,0,7,31,3,23,3.3,8,1.1,0,
111,J.D. McKissic,DET,26,rb,4,1,7,76,2,32,4.6,44,6.3,1,7
112,Wendell Smallwood,WAS,25,,5,0,7,31,2,17,2.4,14,2,0,
113,Ameer Abdullah,MIN,26,,5,0,6,34,1,26,4.3,8,1.3,0,
114,Tra Carson,GNB,27,,1,0,6,14,1,3,0.5,11,1.8,0,
115,Chase Daniel,CHI,33,qb,2,1,6,6,2,2,0.3,4,0.7,0,
116,Philip Rivers,LAC,38,QB,5,5,6,24,2,24,4,0,0,0,
117,Benny Snell,PIT,21,,5,0,6,30,1,0,0,30,5,0,
118,Cam Newton,CAR,30,qb,2,2,5,-2,0,-2,-0.4,0,0,0,
119,Mitchell Trubisky,CHI,25,QB,4,4,5,21,1,18,3.6,3,0.6,0,
120,Robert Woods,LAR,27,WR,5,5,5,43,2,29,5.8,14,2.8,1,5
121,Kyle Allen,CAR,23,QB,3,3,4,3,0,-1,-0.3,4,1,0,
122,Robert Griffin,BAL,29,,1,0,4,9,0,3,0.8,6,1.5,1,4
123,D'Ernest Johnson,CLE,23,,5,0,4,21,0,18,4.5,3,0.8,0,
124,Baker Mayfield,CLE,24,QB,5,5,4,0,1,-1,-0.3,1,0.3,0,
125,Isaiah McKenzie,BUF,24,,5,0,4,14,1,8,2,6,1.5,0,
126,Curtis Samuel,CAR,23,WR,5,5,4,28,1,25,6.3,3,0.8,1,4
127,Sterling Shepard,NYG,26,WR,4,4,4,42,2,40,10,2,0.5,0,
128,Steven Sims,WAS,22,,5,0,4,81,1,26,6.5,55,13.8,2,2
129,Tyrod Taylor,LAC,30,,5,0,4,-1,0,-4,-1,3,0.8,0,
130,Darwin Thompson,KAN,23,,4,0,4,9,1,0,0,9,2.3,0,
131,Mike Boone,MIN,24,,5,0,3,28,1,22,7.3,6,2,0,
132,Brandin Cooks,LAR,26,WR,5,5,3,37,2,35,11.7,2,0.7,0,
133,Phillip Dorsett,NWE,26,,5,0,3,21,1,18,6,3,1,0,
134,Jakeem Grant,MIA,27,wr,4,1,3,-2,0,-2,-0.7,0,0,0,
135,Andy Isabella,ARI,23,,4,0,3,16,,12,4,4,1.3,0,
136,Case Keenum,WAS,31,QB,4,4,3,2,1,2,0.7,0,0,0,
137,Josh Rosen,MIA,22,QB,4,2,3,13,0,13,4.3,0,0,0,
138,Derek Watt,LAC,27,,5,0,3,3,2,3,1,0,0,0,
139,Alex Armah,CAR,25,,5,0,2,5,1,3,1.5,2,1,0,
140,Tavon Austin,DAL,29,,3,0,2,17,1,12,6,5,2.5,0,
141,Odell Beckham,CLE,27,WR,5,5,2,15,1,9,4.5,6,3,1,2
142,Randall Cobb,DAL,29,wr,5,2,2,11,0,6,3,5,2.5,0,
143,Trevor Davis,2TM,26,,4,2,2,74,2,74,37,0,0,0,
144,James Develin,NWE,31,fb,2,2,2,3,1,3,1.5,0,0,0,
145,Julian Edelman,NWE,33,WR,5,5,2,9,1,6,3,3,1.5,0,
146,Evan Engram,NYG,25,TE,5,4,2,5,0,4,2,1,0.5,0,
147,Ryan Fitzpatrick,MIA,37,QB,3,2,2,14,2,14,7,0,0,0,
148,Taylor Gabriel,CHI,28,wr,3,2,2,21,1,21,10.5,0,0,0,
149,Mecole Hardman,KAN,21,wr,5,2,2,1,1,0,0,1,0.5,0,
150,Dwayne Haskins,WAS,22,,1,0,2,23,1,19,9.5,4,2,0,
151,Devlin Hodges,PIT,23,,1,0,2,20,1,20,10,0,0,0,
152,Alec Ingold,OAK,23,fb,5,2,2,4,2,2,1,2,1,0,
153,Christian Kirk,ARI,23,WR,4,4,2,18,1,5,2.5,13,6.5,1,2
154,Cooper Kupp,LAR,26,WR,5,4,2,4,0,4,2,0,0,0,
155,Eli Manning,NYG,38,qb,2,2,2,8,1,6,3,2,1,0,
156,Sean Mannion,MIN,27,,1,0,2,-2,,-2,-1,0,0,0,
157,Josh McCown,PHI,40,,2,0,2,-2,0,-2,-1,0,0,0,
158,Colt McCoy,WAS,33,qb,1,1,2,14,1,14,7,0,0,0,
159,Dare Ogunbowale,TAM,25,,5,0,2,-4,0,-5,-2.5,1,0.5,0,
160,Deebo Samuel,SFO,23,WR,4,2,2,7,0,2,1,5,2.5,0,
161,Mohamed Sanu,ATL,30,WR,5,4,2,3,1,0,0,3,1.5,0,
162,Ryan Tannehill,TEN,31,,1,0,2,-2,,-2,-1,0,0,0,
163,Dede Westbrook,JAX,26,WR,5,4,2,6,0,4,2,2,1,0,
164,Keenan Allen,LAC,27,WR,5,5,1,3,0,3,3,0,0,0,
165,Geronimo Allison,GNB,25,wr,5,1,1,7,0,5,5,2,2,0,
166,Tyler Boyd,CIN,25,WR,5,5,1,3,0,3,3,0,0,0,
167,Antonio Brown,NWE,31,,1,0,1,5,1,5,5,0,0,0,
168,John Brown,BUF,29,WR,5,5,1,4,0,2,2,2,2,0,
169,Parris Campbell,IND,22,wr,4,1,1,7,0,5,5,2,2,0,
170,Keke Coutee,HOU,22,WR,4,3,1,10,1,10,10,0,0,0,
171,Jamison Crowder,NYJ,26,WR,4,3,1,4,0,0,0,4,4,1,1
172,Sam Darnold,NYJ,22,qb,1,1,1,0,0,0,0,0,0,0,
173,Patrick DiMarco,BUF,30,fb,5,2,1,1,,-1,-1,2,2,0,
174,Will Dissly,SEA,23,TE,5,5,1,7,0,5,5,2,2,0,
175,Gerald Everett,LAR,25,te,5,2,1,0,0,0,0,0,0,0,
176,Noah Fant,DEN,22,TE,5,3,1,-5,0,-5,-5,0,0,0,
177,Bennie Fowler,NYG,28,wr,4,2,1,20,1,17,17,3,3,0,
178,Russell Gage,ATL,23,,5,0,1,-1,0,-1,-1,0,0,1,1
179,Ted Ginn,NOR,34,WR,5,3,1,1,0,0,0,1,1,0,
180,Marquise Goodwin,SFO,29,WR,4,4,1,15,1,15,15,0,0,0,
181,Josh Gordon,NWE,28,WR,5,5,1,1,0,1,1,0,0,0,
182,Deonte Harris,NOR,22,,5,0,1,10,1,10,10,0,0,0,
183,Erik Harris,OAK,29,S,5,3,1,4,1,4,4,0,0,0,
184,Darrell Henderson,LAR,22,,3,0,1,0,,-2,-2,2,2,0,
185,Tyreek Hill,KAN,25,wr,1,1,1,5,0,2,2,3,3,0,
186,Johnny Holton,PIT,28,,5,0,1,9,1,7,7,2,2,0,
187,Adam Humphries,TEN,26,wr,5,2,1,1,0,1,1,0,0,0,
188,Alshon Jeffery,PHI,29,WR,4,4,1,2,1,1,1,1,1,0,
189,Diontae Johnson,PIT,23,WR,5,3,1,6,0,3,3,3,3,0,
190,KeeSean Johnson,ARI,23,wr,5,2,1,3,0,3,3,0,0,0,
191,Julio Jones,ATL,30,WR,5,5,1,1,0,0,0,1,1,0,
192,Marvin Jones,DET,29,WR,4,4,1,4,0,3,3,1,1,0,
193,Kyle Juszczyk,SFO,28,RB,4,4,1,6,0,3,3,3,3,0,
194,George Kittle,SFO,26,TE,4,4,1,18,1,18,18,0,0,0,
195,Dawson Knox,BUF,23,te,5,1,1,9,1,6,6,3,3,0,
196,Jarvis Landry,CLE,27,WR,5,5,1,10,1,9,9,1,1,0,
197,Anthony Levine,BAL,32,,5,0,1,60,1,60,60,0,0,0,
198,Zach Line,NOR,29,fb,5,1,1,0,,0,0,0,0,0,
199,Tyler Lockett,SEA,27,WR,5,5,1,-8,0,-8,-8,0,0,0,
200,Scott Miller,TAM,22,,3,0,1,18,1,8,8,10,10,0,
201,D.J. Moore,CAR,22,WR,5,5,1,12,1,8,8,4,4,0,
202,Matt Moore,KAN,35,,1,0,1,-1,,-1,-1,0,0,0,
203,Zach Pascal,IND,25,WR,5,4,1,12,1,8,8,4,4,0,
204,Breshad Perriman,TAM,26,,4,0,1,13,1,13,13,0,0,0,
205,Bilal Powell,NYJ,31,,2,0,1,4,,4,4,0,0,0,
206,Andre Roberts,BUF,31,,3,0,1,7,,5,5,2,2,0,
207,Ben Roethlisberger,PIT,37,qb,2,2,1,7,0,7,7,0,0,0,
208,Anthony Sherman,KAN,31,,5,0,1,2,1,2,2,0,0,0,
209,Jonnu Smith,TEN,24,TE,5,5,1,10,1,-3,-3,13,13,1,1
210,Vyncint Smith,NYJ,23,,1,0,1,19,1,19,19,0,0,0,
211,Diontae Spencer,DEN,27,,5,0,1,9,,7,7,2,2,0,
212,Adam Thielen,MIN,29,WR,5,5,1,1,1,0,0,1,1,1,1
213,Marquez Valdes-Scantling,GNB,25,WR,5,5,1,0,0,0,0,0,0,0,
214,Danny Vitale,GNB,26,fb,5,2,1,3,0,2,2,1,1,0,
215,Darren Waller,OAK,27,TE,5,5,1,7,0,4,4,3,3,0,
216,Albert Wilson,MIA,27,,1,0,1,1,0,1,1,0,0,0,
