,,,,,Games,,Rushing,,,,,,,,
157,Christian Kirk,ARI,23,WR,8,8,5,46,2,32,6.4,14,2.8,1,5
158,Zach Line,NOR,29,fb,10,2,5,16,3,7,1.4,9,1.8,0,
159,Cam Newton,CAR,30,qb,2,2,5,-2,0,-2,-0.4,0,0,0,
160,Deebo Samuel,SFO,23,WR,10,6,5,37,1,32,6.4,5,1,0,
161,Sterling Shepard,NYG,26,wr,5,5,5,64,3,59,11.8,5,1,0,
162,Darwin Thompson,KAN,23,,7,0,5,8,1,-3,-0.6,11,2.2,0,
163,Derek Watt,LAC,27,fb,11,1,5,6,4,4,0.8,2,0.4,0,
164,Tavon Austin,DAL,29,,9,0,4,44,2,26,6.5,18,4.5,0,
165,Kenjon Barner,ATL,29,,9,0,4,28,1,22,5.5,6,1.5,0,
166,Parris Campbell,IND,22,wr,6,2,4,34,1,24,6,10,2.5,1,4
167,Alex Erickson,CIN,27,wr,11,2,4,28,2,16,4,12,3,0,
168,Jakeem Grant,MIA,27,wr,10,2,4,5,1,5,1.3,0,0,0,
169,Damien Harris,NWE,22,,2,0,4,12,,8,2,4,1,0,
170,Tyreek Hill,KAN,25,WR,7,7,4,18,1,13,3.3,5,1.3,0,
171,D'Ernest Johnson,CLE,23,,11,0,4,21,0,18,4.5,3,0.8,0,
172,Tyler Lockett,SEA,27,WR,11,11,4,-5,0,-5,-1.3,0,0,0,
173,Jordan Scarlett,CAR,23,,9,0,4,9,,4,1,5,1.3,0,
174,Tyrod Taylor,LAC,30,,5,0,4,-1,0,-4,-1,3,0.8,0,
175,Dede Westbrook,JAX,26,WR,10,8,4,20,0,13,3.3,7,1.8,0,
176,Odell Beckham,CLE,27,WR,11,11,3,10,1,4,1.3,6,2,1,3
177,Mike Boone,MIN,24,,11,0,3,28,1,22,7.3,6,2,0,
178,Tyler Boyd,CIN,25,WR,11,11,3,16,1,16,5.3,0,0,0,
179,Tim Boyle,GNB,25,,2,0,3,-3,0,-3,-1,0,0,0,
180,Drew Brees,NOR,40,QB,6,6,3,0,1,0,0,0,0,0,
181,Randall Cobb,DAL,29,wr,10,4,3,11,0,6,2,5,1.7,0,
182,Trevor Davis,2TM,26,,10,4,3,73,2,73,24.3,0,0,0,
183,Stefon Diggs,MIN,26,WR,11,11,3,30,2,28,9.3,2,0.7,0,
184,Patrick DiMarco,BUF,30,fb,11,2,3,7,0,1,0.3,6,2,0,
185,Phillip Dorsett,NWE,26,wr,9,4,3,21,1,18,6,3,1,0,
186,Evan Engram,NYG,25,TE,8,6,3,7,0,6,2,1,0.3,0,
187,Noah Fant,DEN,22,TE,11,7,3,-12,0,-12,-4,0,0,0,
188,Nick Foles,JAX,30,qb,3,3,3,20,1,18,6,2,0.7,0,
189,Taylor Gabriel,CHI,28,WR,9,7,3,20,1,20,6.7,0,0,0,
190,Ted Ginn,NOR,34,WR,11,7,3,18,2,16,5.3,2,0.7,0,
191,C.J. Ham,MIN,26,fb,11,5,3,8,1,1,0.3,7,2.3,0,
192,Mecole Hardman,KAN,21,wr,11,4,3,8,1,7,2.3,1,0.3,0,
193,Andy Isabella,ARI,23,wr,10,1,3,16,0,12,4,4,1.3,0,
194,John Kelly,LAR,23,,3,0,3,9,,5,1.7,4,1.3,0,
195,George Kittle,SFO,26,TE,9,9,3,18,1,17,5.7,1,0.3,0,
196,D.J. Moore,CAR,22,WR,11,11,3,33,2,24,8,9,3,0,
197,Matt Moore,KAN,35,qb,4,2,3,1,0,0,0,1,0.3,0,
198,Nick Mullens,SFO,24,,1,0,3,-3,,-3,-1,0,0,0,
199,Josh Rosen,MIA,22,qb,6,3,3,13,0,13,4.3,0,0,0,
200,Mohamed Sanu,2TM,30,,10,7,3,11,1,6,2,5,1.7,0,
201,Anthony Sherman,KAN,31,,11,0,3,9,3,9,3,0,0,0,
202,Courtland Sutton,DEN,24,WR,11,9,3,17,1,13,4.3,4,1.3,0,
203,Dwayne Washington,NOR,25,,11,0,3,38,1,2,0.7,36,12,2,1.5
204,Dexter Williams,GNB,22,,3,0,3,2,,2,0.7,0,0,0,
205,Zach Zenner,2TM,28,,4,0,3,-2,0,-2,-0.7,0,0,0,
206,Nelson Agholor,PHI,26,WR,10,9,2,7,1,0,0,7,3.5,0,
207,Keenan Allen,LAC,27,WR,11,11,2,21,1,18,9,3,1.5,0,
208,DJ Chark,JAX,23,WR,11,10,2,20,1,16,8,4,2,0,
209,Keke Coutee,HOU,22,wr,7,3,2,14,2,14,7,0,0,0,
210,Dalyn Dawkins,TEN,25,,1,0,2,2,,1,0.5,1,0.5,0,
211,James Develin,NWE,31,fb,2,2,2,3,1,3,1.5,0,0,0,
212,Garrett Gilbert,CLE,28,,3,0,2,-2,,-2,-1,0,0,0,
213,Mike Glennon,OAK,30,,2,0,2,0,0,0,0,0,0,0,
214,Buddy Howell,HOU,23,,11,0,2,5,,2,1,3,1.5,0,
215,Diontae Johnson,PIT,23,WR,11,8,2,8,0,3,1.5,5,2.5,0,
216,Julio Jones,ATL,30,WR,11,11,2,-3,0,-4,-2,1,0.5,0,
217,Marvin Jones,DET,29,WR,11,9,2,0,0,-1,-0.5,1,0.5,0,
218,Cooper Kupp,LAR,26,WR,11,10,2,4,0,4,2,0,0,0,
219,T.J. Logan,TAM,25,,11,0,2,8,0,5,2.5,3,1.5,0,
220,Eli Manning,NYG,38,qb,2,2,2,8,1,6,3,2,1,0,
221,Sean Mannion,MIN,27,,1,0,2,-2,,-2,-1,0,0,0,
222,Josh McCown,PHI,40,,3,0,2,-2,0,-2,-1,0,0,0,
223,Colt McCoy,WAS,33,qb,1,1,2,14,1,14,7,0,0,0,
224,D.K. Metcalf,SEA,22,WR,11,10,2,11,0,4,2,7,3.5,2,1
225,Scott Miller,TAM,22,wr,9,1,2,16,1,5,2.5,11,5.5,0,
226,David Moore,SEA,24,wr,9,1,2,6,0,0,0,6,3,1,2
227,Josh Reynolds,LAR,24,wr,11,2,2,-6,0,-6,-3,0,0,0,
228,Calvin Ridley,ATL,25,WR,11,8,2,34,2,30,15,4,2,0,
229,Matt Schaub,ATL,38,qb,5,1,2,-2,0,-2,-1,0,0,0,
230,Jonnu Smith,TEN,24,TE,11,10,2,14,1,-6,-3,20,10,1,2
231,Keith Smith,ATL,27,fb,11,3,2,5,2,0,0,5,2.5,0,
232,Vyncint Smith,NYJ,23,wr,8,2,2,32,2,25,12.5,7,3.5,0,
233,Diontae Spencer,DEN,27,wr,11,1,2,14,0,10,5,4,2,0,
234,Jarrett Stidham,NWE,23,,3,0,2,-2,0,-2,-1,0,0,0,
235,Adam Thielen,MIN,29,WR,8,8,2,1,1,0,0,1,0.5,1,2
236,Marquez Valdes-Scantling,GNB,25,WR,11,8,2,9,0,6,3,3,1.5,0,
237,Darren Waller,OAK,27,TE,11,11,2,5,0,2,1,3,1.5,0,
238,Sammy Watkins,KAN,26,WR,9,8,2,12,1,10,5,2,1,0,
239,Albert Wilson,MIA,27,wr,8,2,2,5,0,4,2,1,0.5,0,
240,Jamal Agnew,DET,24,,10,0,1,9,1,6,6,3,3,0,
241,Geronimo Allison,GNB,25,WR,11,6,1,7,0,5,5,2,2,0,
242,Bryan Anger,HOU,31,P,9,0,1,-5,,-5,-5,0,0,0,
243,Devontae Booker,DEN,27,,11,0,1,4,,0,0,4,4,0,
244,Blake Bortles,LAR,27,,2,0,1,1,,1,1,0,0,0,
245,A.J. Brown,TEN,22,WR,11,6,1,-2,0,-2,-2,0,0,0,
246,Antonio Brown,NWE,31,,1,0,1,5,1,5,5,0,0,0,
247,John Brown,BUF,29,WR,11,11,1,4,0,2,2,2,2,0,
248,Derek Carrier,OAK,29,te,11,4,1,27,1,27,27,0,0,0,
249,Pharoh Cooper,2TM,24,,8,1,1,2,0,1,1,1,1,0,
250,Jamison Crowder,NYJ,26,WR,11,8,1,4,0,0,0,4,4,1,1
251,Will Dissly,SEA,23,TE,6,6,1,7,0,5,5,2,2,0,
252,Gerald Everett,LAR,25,te,11,2,1,0,0,0,0,0,0,0,
253,Robert Foster,BUF,25,wr,8,1,1,22,1,20,20,2,2,0,
254,Bennie Fowler,NYG,28,wr,8,2,1,20,1,17,17,3,3,0,
255,Russell Gage,ATL,23,wr,11,1,1,-1,0,-1,-1,0,0,1,1
256,Chris Godwin,TAM,23,WR,11,11,1,8,0,0,0,8,8,1,1
257,Marquise Goodwin,SFO,29,WR,8,6,1,15,1,15,15,0,0,0,
258,Josh Gordon,2TM,28,,8,6,1,1,0,1,1,0,0,0,
259,Matt Haack,MIA,25,P,11,0,1,2,1,2,2,0,0,0,
260,Marvin Hall,DET,26,,9,0,1,7,0,4,4,3,3,0,
261,Deonte Harris,NOR,22,,9,0,1,10,1,10,10,0,0,0,
262,Erik Harris,OAK,29,S,11,9,1,4,1,4,4,0,0,0,
263,Johnny Holton,PIT,28,wr,11,2,1,9,1,7,7,2,2,0,
264,DeAndre Hopkins,HOU,27,WR,11,11,1,6,1,3,3,3,3,0,
265,Adam Humphries,TEN,26,wr,11,3,1,1,0,1,1,0,0,0,
266,Richie James,SFO,24,wr,11,1,1,0,0,-2,-2,2,2,1,1
267,Andy Janovich,DEN,26,fb,7,3,1,1,1,0,0,1,1,0,
268,Alshon Jeffery,PHI,29,WR,8,8,1,2,1,1,1,1,1,0,
269,KeeSean Johnson,ARI,23,wr,10,4,1,3,0,3,3,0,0,0,
270,Colin Jones,CAR,32,,11,0,1,5,1,5,5,0,0,0,
271,Zay Jones,2TM,24,,10,4,1,3,0,3,3,0,0,0,
272,Kyle Juszczyk,SFO,28,fb/rb,7,7,1,6,0,3,3,3,3,0,
273,Brett Kern,TEN,33,P,11,0,1,0,0,0,0,0,0,0,
274,Dawson Knox,BUF,23,TE,11,7,1,9,1,6,6,3,3,0,
275,Jarvis Landry,CLE,27,WR,11,11,1,10,1,9,9,1,1,0,
276,Allen Lazard,GNB,24,wr,11,1,1,21,1,15,15,6,6,1,1
277,Marqise Lee,JAX,28,wr,6,1,1,1,0,1,1,0,0,0,
278,Anthony Levine,BAL,32,,11,0,1,60,1,60,60,0,0,0,
279,Vance McDonald,PIT,29,TE,10,10,1,2,0,0,0,2,2,0,
280,Anthony Miller,CHI,25,wr,11,2,1,-1,0,-1,-1,0,0,0,
281,Alfred Morris,ARI,31,,1,0,1,4,1,2,2,2,2,0,
282,Quenton Nelson,IND,23,G,11,11,1,0,,0,0,0,0,0,
283,Zach Pascal,IND,25,WR,11,9,1,12,1,8,8,4,4,0,
284,Breshad Perriman,TAM,26,wr,9,1,1,13,1,13,13,0,0,0,
285,Kalif Raymond,TEN,25,,4,0,1,-5,0,-5,-5,0,0,0,
286,Paul Richardson,WAS,27,WR,10,6,1,0,0,0,0,0,0,0,
287,Andre Roberts,BUF,31,,9,0,1,7,,5,5,2,2,0,
288,Ben Roethlisberger,PIT,37,qb,2,2,1,7,0,7,7,0,0,0,
289,Chester Rogers,IND,25,WR,11,6,1,18,1,18,18,0,0,0,
290,Willie Snead,BAL,27,WR,11,7,1,2,0,2,2,0,0,0,
291,Golden Tate,NYG,31,WR,7,7,1,16,1,12,12,4,4,0,
292,De'Anthony Thomas,2TM,26,,9,0,1,4,1,2,2,2,2,0,
293,Michael Thomas,NOR,26,WR,11,10,1,-9,0,-9,-9,0,0,0,
294,Danny Vitale,GNB,26,fb,11,3,1,3,0,2,2,1,1,0,
295,Trevon Wesco,NYJ,24,te,11,1,1,2,1,-1,-1,3,3,0,
296,Mike Williams,LAC,25,WR,10,10,1,2,0,-1,-1,3,3,0,
297,Jarius Wright,CAR,30,wr,11,5,1,-7,0,-7,-7,0,0,1,1
