,,,,,Games,,Rushing,,,,,,,,
118,Jeff Driskel,DET,26,qb,2,2,13,88,6,64,4.9,24,1.8,1,13
119,Dontrell Hilliard,CLE,24,,9,0,13,49,3,36,2.8,13,1,0,
120,Ty Montgomery,NYJ,26,wr,10,1,13,51,1,34,2.6,17,1.3,0,
121,Paul Perkins,DET,25,,4,0,13,29,3,13,1,16,1.2,1,13
122,C.J. Prosise,SEA,25,,6,0,13,41,3,17,1.3,24,1.8,1,13
123,Joe Flacco,DEN,34,QB,8,8,12,20,4,16,1.3,4,0.3,0,
124,Cordarrelle Patterson,CHI,28,wr,10,3,12,78,2,74,6.2,4,0.3,0,
125,Elijhaa Penny,NYG,26,rb,10,1,12,39,1,17,1.4,22,1.8,1,12
126,Robert Woods,LAR,27,WR,9,9,12,71,3,47,3.9,24,2,3,4
127,Reggie Bonnafon,CAR,23,,10,0,11,95,2,77,7,18,1.6,1,11
128,Mike Davis,CHI,26,rb,7,1,11,25,0,16,1.5,9,0.8,0,
129,Kareem Hunt,CLE,24,,2,0,10,42,3,13,1.3,29,2.9,0,
130,Troymaine Pope,LAC,26,,9,0,10,20,0,11,1.1,9,0.9,0,
131,Philip Rivers,LAC,38,QB,11,11,10,24,2,24,2.4,0,0,0,
132,T.J. Yeldon,BUF,26,,5,0,10,45,2,13,1.3,32,3.2,0,
133,Dwayne Haskins,WAS,22,qb,4,2,9,42,3,30,3.3,12,1.3,0,
134,Ameer Abdullah,MIN,26,,11,0,8,41,1,33,4.1,8,1,0,
135,Brandon Allen,DEN,27,qb,2,2,8,31,3,25,3.1,6,0.8,0,
136,Tony Brooks-James,PIT,25,,3,0,8,7,,-11,-1.4,18,2.3,2,4
137,Ryan Finley,CIN,25,qb,2,2,8,69,4,65,8.1,4,0.5,0,
138,Case Keenum,WAS,31,QB,7,7,7,12,1,12,1.7,0,0,0,
139,Dare Ogunbowale,TAM,25,,10,0,7,-2,2,-8,-1.1,6,0.9,1,7
140,Chase Daniel,CHI,33,qb,3,1,6,6,2,2,0.3,4,0.7,0,
141,Julian Edelman,NWE,33,WR,10,9,6,26,2,23,3.8,3,0.5,0,
142,Alec Ingold,OAK,23,fb,10,4,6,14,6,7,1.2,7,1.2,0,
143,Curtis Samuel,CAR,23,WR,10,9,6,46,3,35,5.8,11,1.8,1,6
144,Steven Sims,WAS,22,,10,0,6,82,1,27,4.5,55,9.2,2,3
145,Brandin Cooks,LAR,26,WR,8,8,5,51,3,46,9.2,5,1,0,
146,Robert Griffin,BAL,29,,3,0,5,17,1,11,2.2,6,1.2,1,5
147,Devlin Hodges,PIT,23,qb,2,1,5,28,1,27,5.4,1,0.2,0,
148,Brian Hoyer,IND,34,qb,3,1,5,4,0,-1,-0.2,5,1,0,
149,Christian Kirk,ARI,23,WR,8,8,5,46,2,32,6.4,14,2.8,1,5
150,Zach Line,NOR,29,fb,10,2,5,16,3,7,1.4,9,1.8,0,
151,Isaiah McKenzie,BUF,24,wr,9,3,5,24,2,12,2.4,12,2.4,0,
152,Cam Newton,CAR,30,qb,2,2,5,-2,0,-2,-0.4,0,0,0,
153,Deebo Samuel,SFO,23,WR,9,6,5,37,1,32,6.4,5,1,0,
154,Darwin Thompson,KAN,23,,7,0,5,8,1,-3,-0.6,11,2.2,0,
155,Derek Watt,LAC,27,fb,11,1,5,6,4,4,0.8,2,0.4,0,
156,Josh Adams,NYJ,23,,2,0,4,6,,0,0,6,1.5,0,
157,Alex Armah,CAR,25,fb,10,1,4,9,1,5,1.3,4,1,0,
158,Tavon Austin,DAL,29,,8,0,4,44,2,26,6.5,18,4.5,0,
159,Kenjon Barner,ATL,29,,8,0,4,28,1,22,5.5,6,1.5,0,
160,Parris Campbell,IND,22,wr,6,2,4,34,1,24,6,10,2.5,1,4
161,Alex Erickson,CIN,27,wr,10,1,4,28,2,16,4,12,3,0,
162,Jakeem Grant,MIA,27,wr,9,2,4,5,1,5,1.3,0,0,0,
163,Damien Harris,NWE,22,,2,0,4,12,,8,2,4,1,0,
164,Tyreek Hill,KAN,25,WR,7,7,4,18,1,13,3.3,5,1.3,0,
165,D'Ernest Johnson,CLE,23,,10,0,4,21,0,18,4.5,3,0.8,0,
166,Tyler Lockett,SEA,27,WR,10,10,4,-5,0,-5,-1.3,0,0,0,
167,Qadree Ollison,ATL,23,,2,0,4,11,1,4,1,7,1.8,0,
168,Jordan Scarlett,CAR,23,,8,0,4,9,,4,1,5,1.3,0,
169,Sterling Shepard,NYG,26,wr,4,4,4,42,2,40,10,2,0.5,0,
170,Tyrod Taylor,LAC,30,,5,0,4,-1,0,-4,-1,3,0.8,0,
171,Dede Westbrook,JAX,26,WR,9,8,4,20,0,13,3.3,7,1.8,0,
172,Odell Beckham,CLE,27,WR,10,10,3,10,1,4,1.3,6,2,1,3
173,Mike Boone,MIN,24,,11,0,3,28,1,22,7.3,6,2,0,
174,Tyler Boyd,CIN,25,WR,10,10,3,16,1,16,5.3,0,0,0,
175,Tim Boyle,GNB,25,,1,0,3,-3,,-3,-1,0,0,0,
176,Drew Brees,NOR,40,QB,5,5,3,0,1,0,0,0,0,0,
177,Randall Cobb,DAL,29,wr,9,4,3,11,0,6,2,5,1.7,0,
178,Trevor Davis,2TM,26,,9,4,3,73,2,73,24.3,0,0,0,
179,Stefon Diggs,MIN,26,WR,11,11,3,30,2,28,9.3,2,0.7,0,
180,Patrick DiMarco,BUF,30,fb,10,2,3,7,0,1,0.3,6,2,0,
181,Phillip Dorsett,NWE,26,wr,9,4,3,21,1,18,6,3,1,0,
182,Evan Engram,NYG,25,TE,8,6,3,7,0,6,2,1,0.3,0,
183,Noah Fant,DEN,22,TE,10,6,3,-12,0,-12,-4,0,0,0,
184,Taylor Gabriel,CHI,28,WR,8,6,3,20,1,20,6.7,0,0,0,
185,Ted Ginn,NOR,34,WR,10,7,3,18,2,16,5.3,2,0.7,0,
186,C.J. Ham,MIN,26,fb,11,5,3,8,1,1,0.3,7,2.3,0,
187,Mecole Hardman,KAN,21,wr,11,4,3,8,1,7,2.3,1,0.3,0,
188,Andy Isabella,ARI,23,wr,10,1,3,16,0,12,4,4,1.3,0,
189,John Kelly,LAR,23,,3,0,3,9,,5,1.7,4,1.3,0,
190,George Kittle,SFO,26,TE,8,8,3,18,1,17,5.7,1,0.3,0,
191,Patrick Laird,MIA,24,,9,0,3,11,0,7,2.3,4,1.3,0,
192,Matt Moore,KAN,35,qb,4,2,3,1,0,0,0,1,0.3,0,
193,Nick Mullens,SFO,24,,1,0,3,-3,,-3,-1,0,0,0,
194,Josh Rosen,MIA,22,qb,6,3,3,13,0,13,4.3,0,0,0,
195,Mohamed Sanu,2TM,30,,10,7,3,11,1,6,2,5,1.7,0,
196,Anthony Sherman,KAN,31,,11,0,3,9,3,9,3,0,0,0,
197,Courtland Sutton,DEN,24,WR,10,8,3,17,1,13,4.3,4,1.3,0,
198,Dwayne Washington,NOR,25,,10,0,3,38,1,2,0.7,36,12,2,1.5
199,Dexter Williams,GNB,22,,3,0,3,2,,2,0.7,0,0,0,
200,Zach Zenner,2TM,28,,4,0,3,-2,0,-2,-0.7,0,0,0,
201,Nelson Agholor,PHI,26,WR,10,9,2,7,1,0,0,7,3.5,0,
202,Keenan Allen,LAC,27,WR,11,11,2,21,1,18,9,3,1.5,0,
203,DJ Chark,JAX,23,WR,10,9,2,20,1,16,8,4,2,0,
204,Keke Coutee,HOU,22,wr,7,3,2,14,2,14,7,0,0,0,
205,Dalyn Dawkins,TEN,25,,1,0,2,2,,1,0.5,1,0.5,0,
206,James Develin,NWE,31,fb,2,2,2,3,1,3,1.5,0,0,0,
207,Buddy Howell,HOU,23,,10,0,2,5,,2,1,3,1.5,0,
208,Diontae Johnson,PIT,23,WR,10,8,2,8,0,3,1.5,5,2.5,0,
209,Julio Jones,ATL,30,WR,10,10,2,-3,0,-4,-2,1,0.5,0,
210,Marvin Jones,DET,29,WR,10,8,2,0,0,-2,-1,2,1,0,
211,Cooper Kupp,LAR,26,WR,10,9,2,4,0,4,2,0,0,0,
212,Eli Manning,NYG,38,qb,2,2,2,8,1,6,3,2,1,0,
213,Sean Mannion,MIN,27,,1,0,2,-2,,-2,-1,0,0,0,
214,Josh McCown,PHI,40,,3,0,2,-2,0,-2,-1,0,0,0,
215,Colt McCoy,WAS,33,qb,1,1,2,14,1,14,7,0,0,0,
216,D.K. Metcalf,SEA,22,WR,10,9,2,11,0,4,2,7,3.5,2,1
217,D.J. Moore,CAR,22,WR,10,10,2,25,2,18,9,7,3.5,0,
218,Josh Reynolds,LAR,24,wr,10,2,2,-6,0,-6,-3,0,0,0,
219,Matt Schaub,ATL,38,qb,4,1,2,-2,0,-2,-1,0,0,0,
220,Keith Smith,ATL,27,fb,10,3,2,5,2,0,0,5,2.5,0,
221,Vyncint Smith,NYJ,23,wr,7,2,2,32,2,25,12.5,7,3.5,0,
222,Diontae Spencer,DEN,27,,10,0,2,14,0,10,5,4,2,0,
223,Jarrett Stidham,NWE,23,,3,0,2,-2,0,-2,-1,0,0,0,
224,Adam Thielen,MIN,29,WR,8,8,2,1,1,0,0,1,0.5,1,2
225,Marquez Valdes-Scantling,GNB,25,WR,10,8,2,9,0,6,3,3,1.5,0,
226,Darren Waller,OAK,27,TE,10,10,2,5,0,2,1,3,1.5,0,
227,Sammy Watkins,KAN,26,WR,9,8,2,12,1,10,5,2,1,0,
228,Jamal Agnew,DET,24,,10,0,1,9,1,6,6,3,3,0,
229,Geronimo Allison,GNB,25,WR,10,5,1,7,0,5,5,2,2,0,
230,Bryan Anger,HOU,31,P,8,0,1,-5,,-5,-5,0,0,0,
231,Devontae Booker,DEN,27,,10,0,1,4,,0,0,4,4,0,
232,Blake Bortles,LAR,27,,2,0,1,1,,1,1,0,0,0,
233,A.J. Brown,TEN,22,WR,10,6,1,-2,0,-2,-2,0,0,0,
234,Antonio Brown,NWE,31,,1,0,1,5,1,5,5,0,0,0,
235,John Brown,BUF,29,WR,10,10,1,4,0,2,2,2,2,0,
236,Derek Carrier,OAK,29,te,10,4,1,27,1,27,27,0,0,0,
237,Pharoh Cooper,2TM,24,,8,1,1,2,0,1,1,1,1,0,
238,Jamison Crowder,NYJ,26,WR,10,7,1,4,0,0,0,4,4,1,1
239,Will Dissly,SEA,23,TE,6,6,1,7,0,5,5,2,2,0,
240,Gerald Everett,LAR,25,te,10,2,1,0,0,0,0,0,0,0,
241,Bennie Fowler,NYG,28,wr,8,2,1,20,1,17,17,3,3,0,
242,Russell Gage,ATL,23,,10,0,1,-1,0,-1,-1,0,0,1,1
243,Myles Gaskin,MIA,22,,2,0,1,0,,-2,-2,2,2,0,
244,Garrett Gilbert,CLE,28,,2,0,1,-1,,-1,-1,0,0,0,
245,Chris Godwin,TAM,23,WR,10,10,1,8,0,0,0,8,8,1,1
246,Marquise Goodwin,SFO,29,WR,8,6,1,15,1,15,15,0,0,0,
247,Josh Gordon,2TM,28,,7,6,1,1,0,1,1,0,0,0,
248,Matt Haack,MIA,25,P,10,0,1,2,1,2,2,0,0,0,
249,Marvin Hall,DET,26,,8,0,1,7,0,4,4,3,3,0,
250,Deonte Harris,NOR,22,,9,0,1,10,1,10,10,0,0,0,
251,Erik Harris,OAK,29,S,10,8,1,4,1,4,4,0,0,0,
252,Johnny Holton,PIT,28,wr,10,1,1,9,1,7,7,2,2,0,
253,DeAndre Hopkins,HOU,27,WR,10,10,1,6,1,3,3,3,3,0,
254,Adam Humphries,TEN,26,wr,10,3,1,1,0,1,1,0,0,0,
255,Andy Janovich,DEN,26,fb,7,3,1,1,1,0,0,1,1,0,
256,Alshon Jeffery,PHI,29,WR,8,8,1,2,1,1,1,1,1,0,
257,KeeSean Johnson,ARI,23,wr,10,4,1,3,0,3,3,0,0,0,
258,Colin Jones,CAR,32,,10,0,1,5,1,5,5,0,0,0,
259,Zay Jones,2TM,24,,9,3,1,3,0,3,3,0,0,0,
260,Kyle Juszczyk,SFO,28,fb/rb,6,6,1,6,0,3,3,3,3,0,
261,Brett Kern,TEN,33,P,10,0,1,0,0,0,0,0,0,0,
262,Dawson Knox,BUF,23,TE,10,6,1,9,1,6,6,3,3,0,
263,Jarvis Landry,CLE,27,WR,10,10,1,10,1,9,9,1,1,0,
264,Marqise Lee,JAX,28,wr,6,1,1,1,0,1,1,0,0,0,
265,Anthony Levine,BAL,32,,10,0,1,60,1,60,60,0,0,0,
266,T.J. Logan,TAM,25,,10,0,1,6,0,4,4,2,2,0,
267,Vance McDonald,PIT,29,TE,9,9,1,2,0,0,0,2,2,0,
268,Anthony Miller,CHI,25,wr,10,2,1,-1,0,-1,-1,0,0,0,
269,Scott Miller,TAM,22,,8,0,1,18,1,8,8,10,10,0,
270,David Moore,SEA,24,wr,8,1,1,2,0,0,0,2,2,0,
271,Alfred Morris,ARI,31,,1,0,1,4,1,2,2,2,2,0,
272,Quenton Nelson,IND,23,G,10,10,1,0,,0,0,0,0,0,
273,Zach Pascal,IND,25,WR,10,8,1,12,1,8,8,4,4,0,
274,Breshad Perriman,TAM,26,wr,8,1,1,13,1,13,13,0,0,0,
275,Paul Richardson,WAS,27,WR,9,6,1,0,0,0,0,0,0,0,
276,Calvin Ridley,ATL,25,WR,10,7,1,19,1,15,15,4,4,0,
277,Andre Roberts,BUF,31,,8,0,1,7,,5,5,2,2,0,
278,Ben Roethlisberger,PIT,37,qb,2,2,1,7,0,7,7,0,0,0,
279,Chester Rogers,IND,25,WR,10,6,1,18,1,18,18,0,0,0,
280,Jonnu Smith,TEN,24,TE,10,9,1,10,1,-3,-3,13,13,1,1
281,Willie Snead,BAL,27,WR,10,7,1,2,0,2,2,0,0,0,
282,Golden Tate,NYG,31,WR,6,6,1,16,1,12,12,4,4,0,
283,De'Anthony Thomas,2TM,26,,8,0,1,4,1,2,2,2,2,0,
284,Michael Thomas,NOR,26,WR,10,10,1,-9,0,-9,-9,0,0,0,
285,Danny Vitale,GNB,26,fb,10,3,1,3,0,2,2,1,1,0,
286,Trevon Wesco,NYJ,24,te,10,1,1,2,1,-1,-1,3,3,0,
287,Mike Williams,LAC,25,WR,10,10,1,2,0,-1,-1,3,3,0,
288,Albert Wilson,MIA,27,wr,7,1,1,1,0,1,1,0,0,0,
289,Jarius Wright,CAR,30,wr,10,4,1,-7,0,-7,-7,0,0,1,1
