,,,,,Games,,Rushing,,,,,,,,
97,C.J. Anderson,DET,28,,2,0,16,43,1,7,0.4,36,2.3,1,16
98,Jalen Richard,OAK,26,,8,0,16,69,5,46,2.9,23,1.4,0,
99,Boston Scott,PHI,24,,4,0,16,68,4,40,2.5,28,1.8,0,
100,Ryan Tannehill,TEN,31,qb,5,3,16,46,3,40,2.5,6,0.4,1,16
101,Tom Brady,NWE,42,QB,9,9,14,3,4,2,0.1,1,0.1,0,
102,Andy Dalton,CIN,32,QB,8,8,14,55,7,34,2.4,21,1.5,0,
103,Matt Ryan,ATL,34,QB,7,7,14,64,3,57,4.1,7,0.5,0,
104,Brandon Bolden,NWE,29,rb,8,1,13,47,3,36,2.8,11,0.8,0,
105,Trey Edmunds,PIT,25,,3,0,13,73,2,43,3.3,30,2.3,0,
106,Dontrell Hilliard,CLE,24,,7,0,13,49,3,36,2.8,13,1,0,
107,C.J. Prosise,SEA,25,,6,0,13,41,3,17,1.3,24,1.8,1,13
108,Derek Carr,OAK,28,QB,8,8,12,27,1,27,2.3,0,0,0,
109,Joe Flacco,DEN,34,QB,8,8,12,20,4,16,1.3,4,0.3,0,
110,Taysom Hill,NOR,29,qb,8,1,12,81,4,59,4.9,22,1.8,1,12
111,Baker Mayfield,CLE,24,QB,8,8,12,75,5,70,5.8,5,0.4,0,
112,Cordarrelle Patterson,CHI,28,wr,8,3,12,78,2,74,6.2,4,0.3,0,
113,Elijhaa Penny,NYG,26,rb,9,1,12,39,1,17,1.4,22,1.8,1,12
114,Robert Woods,LAR,27,WR,8,8,12,71,3,41,3.4,30,2.5,3,4
115,Reggie Bonnafon,CAR,23,,8,0,11,95,2,77,7,18,1.6,1,11
116,Sam Darnold,NYJ,22,QB,5,5,11,0,1,0,0,0,0,0,
117,Mike Davis,CHI,26,rb,7,1,11,25,0,16,1.5,9,0.8,0,
118,Ty Montgomery,NYJ,26,wr,8,1,11,40,1,32,2.9,8,0.7,0,
119,Mason Rudolph,PIT,24,QB,6,5,11,24,3,13,1.2,11,1,1,11
120,Mitchell Trubisky,CHI,25,QB,7,7,11,46,3,43,3.9,3,0.3,0,
121,Kyle Allen,CAR,23,QB,6,6,10,2,0,-2,-0.2,4,0.4,0,
122,Derrius Guice,WAS,22,rb,1,1,10,18,0,2,0.2,16,1.6,0,
123,Troymaine Pope,LAC,26,,7,0,10,20,0,11,1.1,9,0.9,0,
124,Philip Rivers,LAC,38,QB,9,9,10,24,2,24,2.4,0,0,0,
125,T.J. Yeldon,BUF,26,,5,0,10,45,2,13,1.3,32,3.2,0,
126,Bilal Powell,NYJ,31,,6,0,9,39,2,19,2.1,20,2.2,0,
127,Brian Hill,ATL,24,,4,0,8,40,3,4,0.5,36,4.5,0,
128,Ameer Abdullah,MIN,26,,9,0,7,36,1,28,4,8,1.1,0,
129,Case Keenum,WAS,31,QB,7,7,7,12,1,12,1.7,0,0,0,
130,Chase Daniel,CHI,33,qb,2,1,6,6,2,2,0.3,4,0.7,0,
131,Julian Edelman,NWE,33,WR,9,8,6,26,2,23,3.8,3,0.5,0,
132,Paul Perkins,DET,25,,3,0,6,20,1,8,1.3,12,2,1,6
133,Curtis Samuel,CAR,23,WR,8,8,6,46,3,35,5.8,11,1.8,1,6
134,Steven Sims,WAS,22,,9,0,6,82,1,27,4.5,55,9.2,2,3
135,Brandon Allen,DEN,27,qb,1,1,5,13,1,11,2.2,2,0.4,0,
136,Brandin Cooks,LAR,26,WR,8,8,5,51,3,46,9.2,5,1,0,
137,Dwayne Haskins,WAS,22,qb,3,1,5,37,2,20,4,17,3.4,0,
138,Devlin Hodges,PIT,23,qb,2,1,5,28,1,27,5.4,1,0.2,0,
139,Cam Newton,CAR,30,qb,2,2,5,-2,0,-2,-0.4,0,0,0,
140,Dare Ogunbowale,TAM,25,,8,0,5,-2,2,-8,-1.6,6,1.2,1,5
141,Deebo Samuel,SFO,23,WR,7,4,5,37,1,32,6.4,5,1,0,
142,Alex Armah,CAR,25,,8,0,4,9,1,5,1.3,4,1,0,
143,Parris Campbell,IND,22,wr,6,2,4,34,1,18,4.5,16,4,1,4
144,Robert Griffin,BAL,29,,1,0,4,9,0,3,0.8,6,1.5,1,4
145,Damien Harris,NWE,22,,2,0,4,12,,8,2,4,1,0,
146,Alec Ingold,OAK,23,fb,8,2,4,8,4,4,1,4,1,0,
147,D'Ernest Johnson,CLE,23,,8,0,4,21,0,18,4.5,3,0.8,0,
148,Christian Kirk,ARI,23,WR,6,6,4,45,2,32,8,13,3.3,1,4
149,Zach Line,NOR,29,fb,8,1,4,11,2,6,1.5,5,1.3,0,
150,Isaiah McKenzie,BUF,24,wr,7,2,4,14,1,8,2,6,1.5,0,
151,Jordan Scarlett,CAR,23,,6,0,4,9,,4,1,5,1.3,0,
152,Sterling Shepard,NYG,26,wr,4,4,4,42,2,40,10,2,0.5,0,
153,Tyrod Taylor,LAC,30,,5,0,4,-1,0,-4,-1,3,0.8,0,
154,Darwin Thompson,KAN,23,,6,0,4,9,1,0,0,9,2.3,0,
155,Derek Watt,LAC,27,,9,0,4,5,3,4,1,1,0.3,0,
156,Dede Westbrook,JAX,26,WR,8,7,4,20,0,13,3.3,7,1.8,0,
157,Tavon Austin,DAL,29,,6,0,3,37,2,19,6.3,18,6,0,
158,Odell Beckham,CLE,27,WR,8,8,3,10,1,3,1,7,2.3,1,3
159,Mike Boone,MIN,24,,9,0,3,28,1,22,7.3,6,2,0,
160,Tim Boyle,GNB,25,,1,0,3,-3,,-3,-1,0,0,0,
161,Randall Cobb,DAL,29,wr,7,3,3,11,0,6,2,5,1.7,0,
162,Trevor Davis,2TM,26,,7,4,3,73,2,73,24.3,0,0,0,
163,Stefon Diggs,MIN,26,WR,9,9,3,30,2,28,9.3,2,0.7,0,
164,Phillip Dorsett,NWE,26,wr,8,3,3,21,1,18,6,3,1,0,
165,Evan Engram,NYG,25,TE,8,6,3,7,0,6,2,1,0.3,0,
166,Alex Erickson,CIN,27,,8,0,3,15,1,6,2,9,3,0,
167,Jakeem Grant,MIA,27,wr,7,1,3,-2,0,-2,-0.7,0,0,0,
168,Mecole Hardman,KAN,21,wr,9,4,3,8,1,7,2.3,1,0.3,0,
169,Tyreek Hill,KAN,25,WR,5,5,3,15,0,11,3.7,4,1.3,0,
170,Andy Isabella,ARI,23,wr,8,1,3,16,0,12,4,4,1.3,0,
171,John Kelly,LAR,23,,3,0,3,9,,5,1.7,4,1.3,0,
172,George Kittle,SFO,26,TE,8,8,3,18,1,17,5.7,1,0.3,0,
173,Tyler Lockett,SEA,27,WR,9,9,3,-8,0,-8,-2.7,0,0,0,
174,Matt Moore,KAN,35,qb,4,2,3,1,0,0,0,1,0.3,0,
175,Nick Mullens,SFO,24,,1,0,3,-3,,-3,-1,0,0,0,
176,Josh Rosen,MIA,22,qb,5,3,3,13,0,13,4.3,0,0,0,
177,Anthony Sherman,KAN,31,,9,0,3,9,3,9,3,0,0,0,
178,Dwayne Washington,NOR,25,,8,0,3,38,1,2,0.7,36,12,2,1.5
179,Dexter Williams,GNB,22,,3,0,3,2,,2,0.7,0,0,0,
180,Zach Zenner,2TM,28,,3,0,3,-2,0,-2,-0.7,0,0,0,
181,Nelson Agholor,PHI,26,WR,9,8,2,7,1,0,0,7,3.5,0,
182,Tyler Boyd,CIN,25,WR,8,8,2,6,0,6,3,0,0,0,
183,DJ Chark,JAX,23,WR,9,8,2,20,1,16,8,4,2,0,
184,Keke Coutee,HOU,22,wr,6,3,2,14,2,14,7,0,0,0,
185,Dalyn Dawkins,TEN,25,,1,0,2,2,,1,0.5,1,0.5,0,
186,James Develin,NWE,31,fb,2,2,2,3,1,3,1.5,0,0,0,
187,Patrick DiMarco,BUF,30,fb,8,2,2,5,0,0,0,5,2.5,0,
188,Taylor Gabriel,CHI,28,WR,6,5,2,21,1,21,10.5,0,0,0,
189,Ted Ginn,NOR,34,WR,8,5,2,13,1,12,6,1,0.5,0,
190,Diontae Johnson,PIT,23,WR,8,6,2,8,0,3,1.5,5,2.5,0,
191,Cooper Kupp,LAR,26,WR,8,7,2,4,0,4,2,0,0,0,
192,Eli Manning,NYG,38,qb,2,2,2,8,1,6,3,2,1,0,
193,Sean Mannion,MIN,27,,1,0,2,-2,,-2,-1,0,0,0,
194,Josh McCown,PHI,40,,3,0,2,-2,0,-2,-1,0,0,0,
195,Colt McCoy,WAS,33,qb,1,1,2,14,1,14,7,0,0,0,
196,D.K. Metcalf,SEA,22,WR,9,8,2,11,0,4,2,7,3.5,2,1
197,D.J. Moore,CAR,22,WR,8,8,2,25,2,18,9,7,3.5,0,
198,Mohamed Sanu,2TM,30,,9,7,2,3,1,0,0,3,1.5,0,
199,Vyncint Smith,NYJ,23,wr,5,2,2,32,2,25,12.5,7,3.5,0,
200,Diontae Spencer,DEN,27,,9,0,2,14,0,10,5,4,2,0,
201,Jarrett Stidham,NWE,23,,3,0,2,-2,0,-2,-1,0,0,0,
202,Adam Thielen,MIN,29,WR,8,8,2,1,1,0,0,1,0.5,1,2
203,Marquez Valdes-Scantling,GNB,25,WR,9,8,2,9,0,6,3,3,1.5,0,
204,Jamal Agnew,DET,24,,8,0,1,9,1,6,6,3,3,0,
205,Keenan Allen,LAC,27,WR,9,9,1,3,0,3,3,0,0,0,
206,Geronimo Allison,GNB,25,wr,9,4,1,7,0,5,5,2,2,0,
207,Bryan Anger,HOU,31,P,7,0,1,-5,,-5,-5,0,0,0,
208,Kenjon Barner,ATL,29,,6,0,1,1,,0,0,1,1,0,
209,Tony Brooks-James,PIT,25,,1,0,1,0,,0,0,0,0,0,
210,A.J. Brown,TEN,22,WR,9,5,1,-2,0,-2,-2,0,0,0,
211,Antonio Brown,NWE,31,,1,0,1,5,1,5,5,0,0,0,
212,John Brown,BUF,29,WR,8,8,1,4,0,2,2,2,2,0,
213,Derek Carrier,OAK,29,TE,8,4,1,27,1,27,27,0,0,0,
214,Pharoh Cooper,2TM,24,,6,1,1,2,0,1,1,1,1,0,
215,Jamison Crowder,NYJ,26,WR,8,5,1,4,0,0,0,4,4,1,1
216,Will Dissly,SEA,23,TE,6,6,1,7,0,5,5,2,2,0,
217,Gerald Everett,LAR,25,te,8,2,1,0,0,0,0,0,0,0,
218,Noah Fant,DEN,22,TE,9,5,1,-5,0,-5,-5,0,0,0,
219,Bennie Fowler,NYG,28,wr,7,2,1,20,1,17,17,3,3,0,
220,Russell Gage,ATL,23,,8,0,1,-1,0,-1,-1,0,0,1,1
221,Chris Godwin,TAM,23,WR,8,8,1,8,0,-4,-4,12,12,1,1
222,Marquise Goodwin,SFO,29,WR,6,6,1,15,1,15,15,0,0,0,
223,Josh Gordon,NWE,28,WR,6,6,1,1,0,1,1,0,0,0,
224,Matt Haack,MIA,25,P,8,0,1,2,1,2,2,0,0,0,
225,Marvin Hall,DET,26,,6,0,1,7,0,4,4,3,3,0,
226,C.J. Ham,MIN,26,fb,9,4,1,9,1,2,2,7,7,0,
227,Deonte Harris,NOR,22,,8,0,1,10,1,10,10,0,0,0,
228,Erik Harris,OAK,29,S,8,6,1,4,1,4,4,0,0,0,
229,Johnny Holton,PIT,28,wr,8,1,1,9,1,7,7,2,2,0,
230,DeAndre Hopkins,HOU,27,WR,9,9,1,6,1,3,3,3,3,0,
231,Brian Hoyer,IND,34,,1,0,1,6,0,1,1,5,5,0,
232,Adam Humphries,TEN,26,wr,9,3,1,1,0,1,1,0,0,0,
233,Alshon Jeffery,PHI,29,WR,8,8,1,2,1,1,1,1,1,0,
234,KeeSean Johnson,ARI,23,wr,8,3,1,3,0,3,3,0,0,0,
235,Colin Jones,CAR,32,,8,0,1,5,1,5,5,0,0,0,
236,Julio Jones,ATL,30,WR,8,8,1,1,0,0,0,1,1,0,
237,Marvin Jones,DET,29,WR,8,7,1,4,0,3,3,1,1,0,
238,Zay Jones,2TM,24,,7,3,1,3,0,3,3,0,0,0,
239,Kyle Juszczyk,SFO,28,RB,4,4,1,6,0,3,3,3,3,0,
240,Brett Kern,TEN,33,P,9,0,1,0,0,0,0,0,0,0,
241,Dawson Knox,BUF,23,TE,8,5,1,9,1,6,6,3,3,0,
242,Jarvis Landry,CLE,27,WR,8,8,1,10,1,9,9,1,1,0,
243,Marqise Lee,JAX,28,wr,6,1,1,1,0,1,1,0,0,0,
244,Anthony Levine,BAL,32,,8,0,1,60,1,60,60,0,0,0,
245,Anthony Miller,CHI,25,wr,8,1,1,-1,0,-1,-1,0,0,0,
246,Scott Miller,TAM,22,,6,0,1,18,1,8,8,10,10,0,
247,David Moore,SEA,24,,7,0,1,2,0,0,0,2,2,0,
248,Alfred Morris,ARI,31,,1,0,1,4,1,2,2,2,2,0,
249,Zach Pascal,IND,25,WR,8,6,1,12,1,8,8,4,4,0,
250,Breshad Perriman,TAM,26,,6,0,1,13,1,13,13,0,0,0,
251,Josh Reynolds,LAR,24,,8,0,1,-1,0,-1,-1,0,0,0,
252,Paul Richardson,WAS,27,WR,9,6,1,0,0,0,0,0,0,0,
253,Andre Roberts,BUF,31,,6,0,1,7,,5,5,2,2,0,
254,Ben Roethlisberger,PIT,37,qb,2,2,1,7,0,7,7,0,0,0,
255,Matt Schaub,ATL,38,qb,3,1,1,-1,0,-1,-1,0,0,0,
256,Jonnu Smith,TEN,24,TE,9,8,1,10,1,-3,-3,13,13,1,1
257,Keith Smith,ATL,27,fb,8,2,1,2,1,0,0,2,2,0,
258,Willie Snead,BAL,27,WR,8,6,1,2,0,2,2,0,0,0,
259,Courtland Sutton,DEN,24,WR,9,7,1,7,0,7,7,0,0,0,
260,Golden Tate,NYG,31,WR,5,5,1,16,1,12,12,4,4,0,
261,De'Anthony Thomas,KAN,26,,6,0,1,4,1,2,2,2,2,0,
262,Michael Thomas,NOR,26,WR,8,8,1,-9,0,-9,-9,0,0,0,
263,Danny Vitale,GNB,26,fb,9,3,1,3,0,2,2,1,1,0,
264,Darren Waller,OAK,27,TE,8,8,1,7,0,4,4,3,3,0,
265,Mike Williams,LAC,25,WR,8,8,1,2,0,-1,-1,3,3,0,
266,Albert Wilson,MIA,27,wr,5,1,1,1,0,1,1,0,0,0,
267,Jarius Wright,CAR,30,wr,8,3,1,-7,0,-9,-9,2,2,1,1
