,,,,,Games,,Rushing,,,,,,,,
31,Tevin Coleman,SFO,26,RB,13,10,132,533,26,338,2.6,195,1.5,5,26.4
32,Royce Freeman,DEN,23,,15,0,130,500,22,246,1.9,254,2,8,16.3
33,Latavius Murray,NOR,29,rb,15,7,129,576,35,360,2.8,216,1.7,10,12.9
34,Raheem Mostert,SFO,27,,15,0,127,715,27,450,3.5,265,2.1,8,15.9
35,Austin Ekeler,LAC,24,RB,15,8,123,511,29,196,1.6,315,2.6,11,11.2
36,Matt Breida,SFO,24,rb,12,5,119,607,23,398,3.3,209,1.8,5,23.8
37,Jordan Howard,PHI,25,rb,9,4,119,525,28,242,2,283,2.4,4,29.8
38,James Conner,PIT,24,RB,10,10,116,464,26,191,1.6,273,2.4,5,23.2
39,Gus Edwards,BAL,24,,15,0,112,581,39,290,2.6,291,2.6,7,16
40,Josh Allen,BUF,23,QB,15,15,109,510,42,264,2.4,246,2.3,5,21.8
41,Jamaal Williams,GNB,24,rb,14,2,107,460,23,269,2.5,191,1.8,5,21.4
42,Kerryon Johnson,DET,22,rb,7,6,102,350,18,150,1.5,200,2,6,17
43,LeSean McCoy,KAN,31,RB,13,9,101,465,24,262,2.6,203,2,5,20.2
44,Alexander Mattison,MIN,21,,13,0,100,462,19,267,2.7,195,2,11,9.1
45,Damien Williams,KAN,27,rb,10,5,99,374,17,110,1.1,264,2.7,9,11
46,David Johnson,ARI,28,RB,13,9,94,345,20,175,1.9,170,1.8,6,15.7
47,Kyler Murray,ARI,22,QB,15,15,91,544,27,444,4.9,100,1.1,4,22.8
48,DeAndre Washington,OAK,26,rb,15,2,91,310,20,153,1.7,157,1.7,4,22.8
49,Benny Snell,PIT,21,rb,12,1,90,335,15,86,1,249,2.8,6,15
50,Deshaun Watson*,HOU,24,QB,15,15,82,413,29,351,4.3,62,0.8,3,27.3
51,Bo Scarbrough,DET,23,rb,5,5,80,335,14,160,2,175,2.2,5,16
52,Duke Johnson,HOU,26,rb,15,2,79,398,16,160,2,238,3,8,9.9
53,Kalen Ballage,MIA,24,rb,12,6,74,135,10,47,0.6,88,1.2,1,74
54,Brian Hill,ATL,24,rb,11,2,73,302,18,141,1.9,161,2.2,3,24.3
55,Tony Pollard,DAL,22,,14,0,72,395,18,115,1.6,280,3.9,10,7.2
56,Russell Wilson*,SEA,31,QB,15,15,67,313,16,264,3.9,49,0.7,1,67
57,Jaylen Samuels,PIT,23,rb,13,4,66,175,9,49,0.7,126,1.9,3,22
58,Rashaad Penny,SEA,23,,10,0,65,370,16,182,2.8,188,2.9,5,13
59,James White,NWE,27,rb,14,1,65,259,15,155,2.4,104,1.6,3,21.7
60,Gardner Minshew,JAX,23,QB,13,11,62,337,18,246,4,91,1.5,2,31
61,Malcolm Brown,LAR,26,rb,13,1,60,229,14,95,1.6,134,2.2,10,6
62,Tarik Cohen,CHI,24,RB,15,10,60,193,14,111,1.9,82,1.4,6,10
63,Ty Johnson,DET,22,rb,15,1,60,208,8,92,1.5,116,1.9,3,20
64,Rex Burkhead,NWE,29,rb,12,1,59,254,15,132,2.2,122,2.1,5,11.8
65,Chase Edmonds,ARI,23,rb,12,2,59,304,12,182,3.1,122,2.1,4,14.8
66,Carson Wentz,PHI,27,QB,15,15,59,228,19,156,2.6,72,1.2,4,14.8
67,Jameis Winston,TAM,25,QB,15,15,57,245,18,188,3.3,57,1,2,28.5
68,Dion Lewis,TEN,29,rb,15,1,53,202,6,77,1.5,125,2.4,7,7.6
69,Mark Walton,MIA,22,rb,7,4,53,201,11,88,1.7,113,2.1,1,53
70,Jacoby Brissett,IND,27,QB,14,14,52,211,19,179,3.4,32,0.6,1,52
71,Bilal Powell,NYJ,31,rb,12,1,52,202,11,71,1.4,131,2.5,4,13
72,Patrick Laird,MIA,24,rb,14,3,51,147,7,64,1.3,83,1.6,5,10.2
73,Jordan Wilkins,IND,25,rb,14,1,51,307,12,137,2.7,170,3.3,4,12.8
74,Giovani Bernard,CIN,28,rb,15,2,50,166,10,66,1.3,100,2,6,8.3
75,Ryan Fitzpatrick,MIA,37,QB,14,12,49,228,15,180,3.7,48,1,3,16.3
76,Dak Prescott,DAL,26,QB,15,15,49,242,18,143,2.9,99,2,6,8.2
77,Jonathan Williams,IND,25,rb,8,1,49,235,13,101,2.1,134,2.7,7,7
78,Justice Hill,BAL,22,,15,0,48,186,8,112,2.3,74,1.5,0,
79,Mitchell Trubisky,CHI,25,QB,14,14,46,192,12,133,2.9,59,1.3,4,11.5
80,Nyheim Hines,IND,23,rb,15,2,45,165,13,94,2.1,71,1.6,2,22.5
81,Jimmy Garoppolo,SFO,28,QB,15,15,44,58,12,41,0.9,17,0.4,1,44
82,Aaron Rodgers*,GNB,36,QB,15,15,44,182,9,154,3.5,28,0.6,0,
83,Derrius Guice,WAS,22,rb,5,1,42,245,9,49,1.2,196,4.7,3,14
84,Daniel Jones,NYG,22,QB,12,11,42,253,20,205,4.9,48,1.1,2,21
85,Boston Scott,PHI,24,rb,10,2,42,191,12,123,2.9,68,1.6,2,21
86,Darrel Williams,KAN,24,,12,0,41,141,12,81,2,60,1.5,1,41
87,Kareem Hunt,CLE,24,rb,7,2,40,175,8,63,1.6,112,2.8,3,13.3
88,Darrell Henderson,LAR,22,,13,0,39,147,10,84,2.2,63,1.6,7,5.6
89,J.D. McKissic,DET,26,rb,15,3,38,205,8,109,2.9,96,2.5,3,12.7
90,Ryan Tannehill,TEN,31,QB,11,9,38,165,13,136,3.6,29,0.8,1,38
91,Myles Gaskin,MIA,22,,7,0,36,133,7,28,0.8,105,2.9,0,
92,Patrick Mahomes*,KAN,24,QB,13,13,36,197,13,169,4.7,28,0.8,1,36
93,Jalen Richard,OAK,26,,15,0,36,125,10,72,2,53,1.5,0,
94,Chris Thompson,WAS,29,,10,0,34,127,6,72,2.1,55,1.6,1,34
95,Darwin Thompson,KAN,23,,11,0,33,111,7,44,1.3,67,2,2,16.5
96,Mike Boone,MIN,24,rb,15,1,32,125,4,59,1.8,66,2.1,1,32
97,Ty Montgomery,NYJ,26,rb,15,2,32,103,2,60,1.9,43,1.3,0,
98,Matt Ryan,ATL,34,QB,14,14,32,147,10,133,4.2,14,0.4,0,
99,Kirk Cousins,MIN,31,QB,15,15,31,63,8,51,1.6,12,0.4,0,
100,Jared Goff,LAR,25,QB,15,15,31,36,5,32,1,4,0.1,0,
101,Kyle Allen,CAR,23,QB,12,12,30,101,9,79,2.6,22,0.7,2,15
102,Sam Darnold,NYJ,22,QB,12,12,30,64,6,49,1.6,15,0.5,0,
103,Jon Hilliman,NYG,24,rb,3,1,30,91,6,42,1.4,49,1.6,0,
104,Wayne Gallman,NYG,25,rb,10,2,29,110,6,72,2.5,38,1.3,0,
105,Justin Jackson,LAC,24,,6,0,28,189,8,90,3.2,99,3.5,4,7
106,Jeff Wilson,SFO,24,,10,0,27,105,9,66,2.4,39,1.4,0,
107,Tom Brady,NWE,42,QB,15,15,26,34,8,30,1.2,4,0.2,0,
108,Derek Carr,OAK,28,QB,15,15,26,82,7,81,3.1,1,0,0,
109,Ryquell Armstead,JAX,23,,15,0,25,75,2,6,0.2,69,2.8,2,12.5
110,Teddy Bridgewater,NOR,27,qb,8,5,25,34,4,16,0.6,18,0.7,0,
111,Taysom Hill,NOR,29,qb,15,4,25,152,10,105,4.2,47,1.9,1,25
112,Andy Dalton,CIN,32,QB,12,12,24,63,9,35,1.5,28,1.2,1,24
113,Marcus Mariota,TEN,26,qb,6,6,24,129,5,98,4.1,31,1.3,1,24
114,Baker Mayfield,CLE,24,QB,15,15,24,112,13,76,3.2,36,1.5,1,24
115,C.J. Prosise,SEA,25,,9,0,23,72,4,39,1.7,33,1.4,1,23
116,Jeff Driskel,DET,26,qb,3,3,22,151,10,125,5.7,26,1.2,1,22
117,Trey Edmunds,PIT,25,,10,0,22,92,2,53,2.4,39,1.8,0,
118,Ito Smith,ATL,24,,7,0,22,106,10,68,3.1,38,1.7,2,11
119,Mason Rudolph,PIT,24,QB,10,8,21,42,6,18,0.9,24,1.1,1,21
120,Kerrith Whyte,PIT,23,,5,0,21,121,5,50,2.4,71,3.4,1,21
121,Dwayne Haskins,WAS,22,qb,9,7,20,101,7,72,3.6,29,1.5,0,
122,Devlin Hodges,PIT,23,qb,7,5,20,69,5,65,3.3,4,0.2,0,
123,Matthew Stafford,DET,31,QB,8,8,20,66,5,54,2.7,12,0.6,1,20
124,Curtis Samuel,CAR,23,WR,15,14,19,130,7,103,5.4,27,1.4,1,19
125,Wendell Smallwood,WAS,25,,14,0,19,76,4,47,2.5,29,1.5,0,
126,Tra Carson,2TM,27,,3,1,18,48,3,19,1.1,29,1.6,0,
127,Qadree Ollison,ATL,23,,7,0,18,41,5,25,1.4,16,0.9,0,
128,Ameer Abdullah,MIN,26,,15,0,17,93,3,68,4,25,1.5,0,
129,Darren Sproles,PHI,36,rb,6,1,17,66,3,40,2.4,26,1.5,0,
130,Spencer Ware,KAN,28,rb,3,1,17,51,3,21,1.2,30,1.8,2,8.5
131,C.J. Anderson,DET,28,,2,0,16,43,1,5,0.3,38,2.4,1,16
132,Robert Woods,LAR,27,WR,14,14,16,106,5,75,4.7,31,1.9,3,5.3
133,Brandon Bolden,NWE,29,rb,14,2,15,68,5,46,3.1,22,1.5,2,7.5
134,Cordarrelle Patterson*,CHI,28,wr,15,4,15,89,3,75,5,14,0.9,3,5
135,Elijhaa Penny,NYG,26,rb,15,1,15,39,2,16,1.1,23,1.5,1,15
136,Reggie Bonnafon,CAR,23,,15,0,14,113,2,89,6.4,24,1.7,1,14
137,Dontrell Hilliard,CLE,24,,14,0,13,49,3,36,2.8,13,1,0,
138,Joe Flacco,DEN,34,QB,8,8,12,20,4,16,1.3,4,0.3,0,
139,Robert Griffin,BAL,29,,6,0,12,20,1,8,0.7,12,1,1,12
140,Drew Lock,DEN,23,qb,4,4,12,43,4,40,3.3,3,0.3,1,12
141,Paul Perkins,DET,25,,4,0,12,29,3,13,1.1,16,1.3,1,12
142,Deebo Samuel,SFO,23,WR,14,10,12,126,4,80,6.7,46,3.8,2,6
143,Mike Davis,2TM,26,,11,1,11,25,0,16,1.5,9,0.8,0,
144,Dalyn Dawkins,TEN,25,,2,0,11,26,2,17,1.5,9,0.8,0,
145,Philip Rivers,LAC,38,QB,15,15,11,24,2,24,2.2,0,0,0,
146,Jay Ajayi,PHI,26,,3,0,10,30,3,9,0.9,21,2.1,5,2
147,Brandon Allen,DEN,27,qb,3,3,10,39,4,32,3.2,7,0.7,0,
148,Ryan Finley,CIN,25,qb,3,3,10,77,4,73,7.3,4,0.4,0,
149,Wes Hills,DET,24,rb,1,1,10,21,3,9,0.9,12,1.2,0,
150,Dare Ogunbowale,TAM,25,,15,0,10,13,3,5,0.5,8,0.8,1,10
151,Troymaine Pope,LAC,26,,13,0,10,20,0,11,1.1,9,0.9,0,
152,Tyrod Taylor,LAC,30,,8,0,10,7,1,1,0.1,6,0.6,0,
153,T.J. Yeldon,BUF,26,,5,0,10,45,2,13,1.3,32,3.2,0,
154,Javorius Allen,NYG,28,,9,0,9,32,2,-5,-0.6,37,4.1,0,
155,Alec Ingold,OAK,23,fb,15,4,9,17,7,9,1,8,0.9,0,
156,Case Keenum,WAS,31,qb,9,7,9,12,2,11,1.2,1,0.1,0,
157,Christian Kirk,ARI,23,WR,12,12,9,87,4,55,6.1,32,3.6,1,9
158,Josh Adams,NYJ,23,,3,0,8,12,1,5,0.6,7,0.9,0,
159,Drew Brees*,NOR,40,QB,10,10,8,-3,2,-3,-0.4,0,0,0,
160,Tony Brooks-James,PIT,25,,3,0,8,7,,-11,-1.4,18,2.3,2,4
161,Julian Edelman,NWE,33,WR,15,13,8,27,2,21,2.6,6,0.8,0,
162,Tyreek Hill*,KAN,25,WR,11,11,8,23,1,9,1.1,14,1.8,0,
163,Travis Homer,SEA,21,,15,0,8,52,3,39,4.9,13,1.6,0,
164,Brian Hoyer,IND,34,qb,4,1,8,2,0,-3,-0.4,5,0.6,0,
165,Steven Sims,WAS,22,wr,15,1,8,91,2,35,4.4,56,7,2,4
166,Zach Line,NOR,29,fb,12,2,7,20,5,10,1.4,10,1.4,0,
167,Derek Watt,LAC,27,fb,15,2,7,10,6,5,0.7,5,0.7,0,
168,Alex Armah,CAR,25,fb,15,1,6,11,1,6,1,5,0.8,0,
169,Tavon Austin,DAL,29,,13,0,6,47,2,28,4.7,19,3.2,0,
170,David Blough,DET,24,qb,4,4,6,20,0,17,2.8,3,0.5,0,
171,Brandin Cooks,LAR,26,WR,13,13,6,52,3,45,7.5,7,1.2,0,
172,Chase Daniel,CHI,33,qb,3,1,6,6,2,2,0.3,4,0.7,0,
173,Brett Hundley,ARI,26,,2,0,6,35,3,0,0,35,5.8,0,
174,Isaiah McKenzie,BUF,24,wr,14,7,6,19,2,7,1.2,12,2,0,
175,D.J. Moore,CAR,22,WR,15,15,6,40,3,29,4.8,11,1.8,0,
176,Sterling Shepard,NYG,26,WR,9,9,6,72,3,67,11.2,5,0.8,0,
177,Dwayne Washington,NOR,25,,15,0,6,58,2,9,1.5,49,8.2,2,3
178,Tim Boyle,GNB,25,,3,0,5,-7,0,-7,-1.4,0,0,0,
179,Stefon Diggs,MIN,26,WR,15,15,5,61,3,37,7.4,24,4.8,0,
180,C.J. Ham,MIN,26,fb,15,7,5,13,1,0,0,13,2.6,1,5
181,Sean Mannion,MIN,27,,2,0,5,-5,,-5,-1,0,0,0,
182,Matt Moore,KAN,35,qb,6,2,5,-1,0,-2,-0.4,1,0.2,0,
183,Cam Newton,CAR,30,qb,2,2,5,-2,0,-2,-0.4,0,0,0,
184,Josh Reynolds,LAR,24,wr,15,2,5,23,2,22,4.4,1,0.2,0,
185,Dede Westbrook,JAX,26,WR,14,10,5,27,0,13,2.6,14,2.8,0,
186,Albert Wilson,MIA,27,wr,12,3,5,45,1,35,7,10,2,1,5
187,Kenjon Barner,ATL,29,,13,0,4,28,1,22,5.5,6,1.5,0,
188,Tyler Boyd,CIN,25,WR,15,14,4,23,1,20,5,3,0.8,0,
189,Parris Campbell,IND,22,wr,7,3,4,34,1,24,6,10,2.5,1,4
190,Trevor Davis,3TM,26,,13,4,4,73,2,73,18.3,0,0,0,
191,Alex Erickson,CIN,27,wr,15,5,4,28,2,16,4,12,3,0,
192,Nick Foles,JAX,30,qb,4,4,4,23,2,18,4.5,5,1.3,0,
193,Russell Gage,ATL,23,wr,15,3,4,12,0,3,0.8,9,2.3,1,4
194,Jakeem Grant,MIA,27,wr,10,2,4,5,1,5,1.3,0,0,0,
195,Will Grier,CAR,24,qb,1,1,4,17,2,17,4.3,0,0,0,
196,Ryan Griffin,TAM,30,,2,0,4,-1,0,-1,-0.3,0,0,0,
197,Mecole Hardman*,KAN,21,wr,15,4,4,17,1,16,4,1,0.3,0,
198,Damien Harris,NWE,22,,2,0,4,12,,8,2,4,1,0,
199,N'Keal Harry,NWE,22,wr,6,4,4,40,3,12,3,28,7,1,4
200,Andy Isabella,ARI,23,wr,14,1,4,15,0,11,2.8,4,1,0,
201,D'Ernest Johnson,CLE,23,,15,0,4,21,0,18,4.5,3,0.8,0,
202,Diontae Johnson,PIT,23,WR,15,11,4,41,2,18,4.5,23,5.8,1,4
203,George Kittle*,SFO,26,TE,13,13,4,15,1,14,3.5,1,0.3,0,
204,Tyler Lockett,SEA,27,WR,15,15,4,-5,0,-5,-1.3,0,0,0,
205,Eli Manning,NYG,38,qb,4,4,4,7,1,5,1.3,2,0.5,0,
206,Jordan Scarlett,CAR,23,,9,0,4,9,,4,1,5,1.3,0,
207,Anthony Sherman,KAN,31,,15,0,4,9,3,9,2.3,0,0,0,
208,Keith Smith,ATL,27,fb,15,5,4,9,4,1,0.3,8,2,0,
209,Adam Thielen,MIN,29,WR,10,10,4,6,1,0,0,6,1.5,2,2
210,De'Lance Turner,MIA,24,,7,0,4,6,,1,0.3,5,1.3,0,
211,Keenan Allen*,LAC,27,WR,15,15,3,16,1,13,4.3,3,1,0,
212,Odell Beckham,CLE,27,WR,15,15,3,10,1,4,1.3,6,2,1,3
213,A.J. Brown,TEN,22,WR,15,10,3,60,2,12,4,48,16,1,3
214,Randall Cobb,DAL,29,wr,14,5,3,11,0,6,2,5,1.7,0,
215,Patrick DiMarco,BUF,30,fb,15,4,3,7,0,1,0.3,6,2,0,
216,Phillip Dorsett,NWE,26,wr,13,4,3,21,1,18,6,3,1,0,
217,Evan Engram,NYG,25,te,8,6,3,7,0,6,2,1,0.3,0,
218,Noah Fant,DEN,22,TE,15,11,3,-12,0,-12,-4,0,0,0,
219,Josh Ferguson,WAS,26,,1,0,3,9,1,9,3,0,0,0,
220,Taylor Gabriel,CHI,28,wr,9,7,3,20,1,20,6.7,0,0,0,
221,Garrett Gilbert,CLE,28,,5,0,3,-3,,-3,-1,0,0,0,
222,Ted Ginn,NOR,34,WR,15,9,3,18,2,16,5.3,2,0.7,0,
223,Kyle Juszczyk*,SFO,28,fb/rb,11,11,3,7,1,2,0.7,5,1.7,0,
224,John Kelly,LAR,23,,3,0,3,9,,5,1.7,4,1.3,0,
225,T.J. Logan,TAM,25,,12,0,3,10,0,6,2,4,1.3,0,
226,David Moore,SEA,24,wr,13,1,3,25,1,8,2.7,17,5.7,1,3
227,Nick Mullens,SFO,24,,1,0,3,-3,,-3,-1,0,0,0,
228,Josh Rosen,MIA,22,qb,6,3,3,13,0,13,4.3,0,0,0,
229,Mohamed Sanu,2TM,30,,14,11,3,11,1,6,2,5,1.7,0,
230,Matt Schaub,ATL,38,qb,6,1,3,-3,0,-3,-1,0,0,0,
231,Jonnu Smith,TEN,24,TE,15,13,3,71,2,-6,-2,77,25.7,1,3
232,Courtland Sutton,DEN,24,WR,15,13,3,17,1,13,4.3,4,1.3,0,
233,Dexter Williams,GNB,22,,3,0,3,2,,2,0.7,0,0,0,
234,Zach Zenner,3TM,28,,5,0,3,-2,0,-2,-0.7,0,0,0,
235,Nelson Agholor,PHI,26,WR,11,10,2,7,1,0,0,7,3.5,0,
236,Devontae Booker,DEN,27,,15,0,2,9,0,0,0,9,4.5,1,2
237,Blake Bortles,LAR,27,,3,0,2,-9,,-9,-4.5,0,0,0,
238,John Brown,BUF,29,WR,15,15,2,7,0,5,2.5,2,1,0,
239,DJ Chark,JAX,23,WR,14,13,2,20,1,16,8,4,2,0,
240,Keke Coutee,HOU,22,wr,8,4,2,14,2,14,7,0,0,0,
241,James Develin,NWE,31,fb,2,2,2,3,1,3,1.5,0,0,0,
242,Robert Foster,BUF,25,wr,12,1,2,29,1,27,13.5,2,1,0,
243,Mike Glennon,OAK,30,,2,0,2,0,0,0,0,0,0,0,
244,Deonte Harris*,NOR,22,wr,13,1,2,18,2,18,9,0,0,0,
245,DeAndre Hopkins*,HOU,27,WR,15,15,2,18,2,15,7.5,3,1.5,0,
246,Buddy Howell,HOU,23,,15,0,2,5,,2,1,3,1.5,0,
247,Richie James,SFO,24,wr,15,1,2,-1,0,-3,-1.5,2,1,1,2
248,Julio Jones*,ATL,30,WR,14,14,2,-3,0,-4,-2,1,0.5,0,
249,Marvin Jones,DET,29,WR,13,11,2,0,0,-1,-0.5,1,0.5,0,
250,Cooper Kupp,LAR,26,WR,15,13,2,4,0,4,2,0,0,0,
251,Josh McCown,PHI,40,,3,0,2,-2,0,-2,-1,0,0,0,
252,Colt McCoy,WAS,33,qb,1,1,2,14,1,14,7,0,0,0,
253,D.K. Metcalf,SEA,22,WR,15,14,2,11,0,4,2,7,3.5,2,1
254,Scott Miller,TAM,22,wr,10,2,2,16,1,5,2.5,11,5.5,0,
255,Breshad Perriman,TAM,26,wr,13,3,2,16,1,15,7.5,1,0.5,0,
256,Calvin Ridley,ATL,25,WR,13,10,2,34,2,30,15,4,2,0,
257,John Ross,CIN,25,wr,7,7,2,6,0,4,2,2,1,0,
258,Vyncint Smith,NYJ,23,wr,12,3,2,32,2,25,12.5,7,3.5,0,
259,Diontae Spencer,DEN,27,wr,15,1,2,14,0,10,5,4,2,0,
260,Jarrett Stidham,NWE,23,,3,0,2,-2,0,-2,-1,0,0,0,
261,Marquez Valdes-Scantling,GNB,25,WR,15,9,2,9,0,6,3,3,1.5,0,
262,Darren Waller,OAK,27,TE,15,15,2,5,0,2,1,3,1.5,0,
263,Sammy Watkins,KAN,26,WR,13,12,2,12,1,10,5,2,1,0,
264,Jamal Agnew,DET,24,,12,0,1,9,1,6,6,3,3,0,
265,Geronimo Allison,GNB,25,wr,15,6,1,7,0,5,5,2,2,0,
266,Robby Anderson,NYJ,26,WR,15,14,1,4,0,4,4,0,0,0,
267,Bryan Anger,HOU,31,P,13,0,1,-5,,-5,-5,0,0,0,
268,Andrew Beck,DEN,23,fb,15,5,1,3,1,2,2,1,1,0,
269,Jordan Berry,PIT,28,P,15,0,1,-8,,-8,-8,0,0,0,
270,Antonio Brown,NWE,31,,1,0,1,5,1,5,5,0,0,0,
271,Derek Carrier,OAK,29,te,15,4,1,27,1,27,27,0,0,0,
272,Keelan Cole,JAX,26,wr,15,1,1,6,0,1,1,5,5,0,
273,Pharoh Cooper,2TM,24,,12,1,1,2,0,1,1,1,1,0,
274,Jamison Crowder,NYJ,26,WR,15,11,1,4,0,0,0,4,4,1,1
275,Will Dissly,SEA,23,te,6,6,1,7,0,5,5,2,2,0,
276,Gerald Everett,LAR,25,te,12,2,1,0,0,0,0,0,0,0,
277,Bennie Fowler,NYG,28,wr,8,2,1,20,1,17,17,3,3,0,
278,Chris Godwin*,TAM,23,WR,14,14,1,8,0,0,0,8,8,1,1
279,Marquise Goodwin,SFO,29,wr,9,6,1,15,1,15,15,0,0,0,
280,Josh Gordon,2TM,28,,11,7,1,1,0,1,1,0,0,0,
281,Matt Haack,MIA,25,P,15,0,1,2,1,2,2,0,0,0,
282,Marvin Hall,DET,26,,9,0,1,7,0,4,4,3,3,0,
283,Erik Harris,OAK,29,S,15,13,1,4,1,4,4,0,0,0,
284,Johnny Holton,PIT,28,wr,15,3,1,9,1,7,7,2,2,0,
285,Adam Humphries,TEN,26,wr,12,3,1,1,0,1,1,0,0,0,
286,Andy Janovich,DEN,26,fb,7,3,1,1,1,0,0,1,1,0,
287,Alshon Jeffery,PHI,29,WR,10,10,1,2,1,1,1,1,1,0,
288,KeeSean Johnson,ARI,23,wr,10,4,1,3,0,3,3,0,0,0,
289,Olabisi Johnson,MIN,22,wr,15,5,1,6,0,4,4,2,2,0,
290,Colin Jones,CAR,32,,15,0,1,5,1,5,5,0,0,0,
291,Zay Jones,2TM,24,,14,8,1,3,0,3,3,0,0,0,
292,Travis Kelce*,KAN,30,TE,15,15,1,4,1,3,3,1,1,0,
293,Brett Kern*,TEN,33,P,15,0,1,0,0,0,0,0,0,0,
294,Dawson Knox,BUF,23,TE,15,11,1,9,1,6,6,3,3,0,
295,Jarvis Landry*,CLE,27,WR,15,15,1,10,1,9,9,1,1,0,
296,Allen Lazard,GNB,24,wr,15,2,1,21,1,15,15,6,6,1,1
297,Marqise Lee,JAX,28,wr,6,1,1,1,0,1,1,0,0,0,
298,Anthony Levine,BAL,32,,15,0,1,60,1,60,60,0,0,0,
299,Vance McDonald,PIT,29,TE,13,13,1,2,0,0,0,2,2,0,
300,Anthony Miller,CHI,25,wr,15,6,1,-1,0,-1,-1,0,0,0,
301,Alfred Morris,ARI,31,,1,0,1,4,1,2,2,2,2,0,
302,Quenton Nelson*,IND,23,G,15,15,1,0,,0,0,0,0,0,
303,Zach Pascal,IND,25,WR,15,12,1,12,1,8,8,4,4,0,
304,Kalif Raymond,TEN,25,wr,8,1,1,-5,0,-5,-5,0,0,0,
305,Paul Richardson,WAS,27,wr,10,6,1,0,0,0,0,0,0,0,
306,Andre Roberts,BUF,31,,13,0,1,7,0,5,5,2,2,0,
307,Ben Roethlisberger,PIT,37,qb,2,2,1,7,0,7,7,0,0,0,
308,Chester Rogers,IND,25,wr,12,6,1,18,1,18,18,0,0,0,
309,Da'Mari Scott,NYG,24,wr,4,1,1,5,0,2,2,3,3,0,
310,Willie Snead,BAL,27,WR,15,10,1,2,0,2,2,0,0,0,
311,Golden Tate,NYG,31,WR,10,10,1,16,1,12,12,4,4,0,
312,De'Anthony Thomas,2TM,26,,13,0,1,4,1,2,2,2,2,0,
313,Michael Thomas*,NOR,26,WR,15,14,1,-9,0,-9,-9,0,0,0,
314,Danny Vitale,GNB,26,fb,15,4,1,3,0,2,2,1,1,0,
315,Greg Ward,PHI,24,wr,6,2,1,5,0,5,5,0,0,0,
316,Trevon Wesco,NYJ,24,te,15,1,1,2,1,-1,-1,3,3,0,
317,Mike Williams,LAC,25,WR,14,14,1,2,0,-1,-1,3,3,0,
318,Jarius Wright,CAR,30,WR,15,9,1,-7,0,-7,-7,0,0,1,1
