,,,,,Games,,Rushing,,,,,,,,
64,Hassan Haskins,TEN,23,RB,2,0,9,37,2,13,1.4,24,2.7,0,
65,Mac Jones,NWE,24,QB,2,2,9,6,2,1,0.1,5,0.6,0,
66,Alvin Kamara,NOR,27,RB,1,1,9,39,1,16,1.8,23,2.6,1,9
67,Zack Moss,BUF,25,RB,2,0,9,32,2,15,1.7,17,1.9,0,
68,Joshua Kelley,LAC,25,RB,2,0,8,43,2,17,2.1,26,3.3,1,8
69,Jerick McKinnon,KAN,30,RB,2,0,8,34,1,20,2.5,14,1.8,0,
70,Boston Scott,PHI,27,RB,2,0,8,29,2,16,2,13,1.6,1,8
71,Geno Smith,SEA,32,QB,2,2,8,16,1,12,1.5,4,0.5,0,
72,Carson Wentz,WAS,30,QB,2,2,8,35,2,32,4,3,0.4,0,
73,Rachaad White,TAM,23,RB,2,0,8,15,1,8,1,7,0.9,1,8
74,Darrel Williams,ARI,27,RB,2,0,8,59,4,47,5.9,12,1.5,0,
75,Mike Davis,BAL,29,RB,2,0,7,15,1,11,1.6,4,0.6,0,
76,Kenneth Gainwell,PHI,23,RB,2,0,7,27,3,12,1.7,15,2.1,0,
77,Taysom Hill,NOR,32,TE,2,1,7,95,3,64,9.1,31,4.4,0,
78,Jaylen Warren,PIT,24,RB,2,0,7,22,1,17,2.4,5,0.7,0,
79,Matt Breida,NYG,27,RB,2,0,6,20,1,10,1.7,10,1.7,0,
80,Chase Claypool,PIT,24,WR,2,2,6,36,2,33,5.5,3,0.5,0,
81,Justin Herbert,LAC,24,QB,2,2,6,2,1,2,0.3,0,0,0,
82,J.D. McKissic,WAS,29,RB,2,0,6,17,2,14,2.3,3,0.5,0,
83,Elijah Mitchell,SFO,24,RB,1,1,6,41,2,28,4.7,13,2.2,1,6
84,Aaron Rodgers,GNB,39,QB,2,2,6,9,1,9,1.5,0,0,0,
85,Tom Brady,TAM,45,QB,2,2,5,-3,0,-3,-0.6,0,0,0,
86,Justice Hill,BAL,25,RB,2,0,5,20,1,15,3,5,1,0,
87,Trevor Lawrence,JAX,23,QB,2,2,5,15,0,12,2.4,3,0.6,0,
88,Patrick Mahomes,KAN,27,QB,2,2,5,4,1,4,0.8,0,0,0,
89,Curtis Samuel,WAS,26,WR,2,1,5,38,2,33,6.6,5,1,0,
90,D'Onta Foreman,CAR,26,RB,2,0,4,14,,6,1.5,8,2,0,
91,Jimmy Garoppolo,SFO,31,QB,1,0,4,5,2,1,0.3,4,1,0,
92,Jared Goff,DET,28,QB,2,2,4,7,1,2,0.5,5,1.3,0,
93,Nyheim Hines,IND,26,RB,2,1,4,4,0,0,0,4,1,0,
94,Davis Mills,HOU,24,QB,2,2,4,0,0,-1,-0.3,1,0.3,0,
95,Matt Ryan,IND,37,QB,2,2,4,12,2,12,3,0,0,0,
96,Mitchell Trubisky,PIT,28,QB,2,2,4,16,1,16,4,0,0,0,
97,Kenneth Walker III,SEA,22,RB,1,0,4,10,1,4,1,6,1.5,1,4
98,Dwayne Washington,NOR,28,RB,1,0,4,18,2,9,2.3,9,2.3,1,4
99,Malik Willis,TEN,23,QB,1,0,4,16,1,12,3,4,1,0,
100,Jamal Agnew,JAX,27,WR,2,0,3,7,1,6,2,1,0.3,0,
101,Brandon Bolden,LVR,32,RB,1,0,3,7,0,3,1,4,1.3,0,
102,Joe Flacco,NYJ,37,QB,2,2,3,6,1,6,2,0,0,0,
103,Travis Homer,SEA,24,RB,2,0,3,11,2,6,2,5,1.7,0,
104,Case Keenum,BUF,34,QB,1,0,3,2,,2,0.7,0,0,0,
105,Trace McSorley,ARI,27,QB,1,0,3,20,1,17,5.7,3,1,0,
106,Craig Reynolds,DET,26,RB,2,0,3,16,1,11,3.7,5,1.7,0,
107,Tua Tagovailoa,MIA,24,QB,2,2,3,1,1,1,0.3,0,0,0,
108,Ryan Tannehill,TEN,34,QB,2,2,3,9,2,7,2.3,2,0.7,0,
109,Russell Wilson,DEN,34,QB,2,2,3,5,0,3,1,2,0.7,0,
110,Jameis Winston,NOR,28,QB,2,2,3,11,0,2,0.7,9,3,0,
111,Braxton Berrios,NYJ,27,WR,2,0,2,22,1,10,5,12,6,0,
112,Kirk Cousins,MIN,34,QB,2,2,2,20,1,7,3.5,13,6.5,0,
113,Jeff Driskel,HOU,29,QB,2,0,2,15,2,15,7.5,0,0,0,
114,Dontrell Hilliard,TEN,27,RB,1,0,2,8,0,8,4,0,0,0,
115,Alec Ingold,MIA,26,FB,2,2,2,3,2,1,0.5,2,1,0,
116,Deon Jackson,IND,23,RB,2,0,2,-3,,-4,-2,1,0.5,0,
117,Julio Jones,TAM,33,WR,1,0,2,17,2,14,7,3,1.5,0,
118,Tony Jones,NOR,25,RB,2,0,2,8,,6,3,2,1,0,
119,Kyle Juszczyk,SFO,31,FB,2,1,2,1,1,0,0,1,0.5,0,
120,Ty Montgomery,NWE,29,WR,1,0,2,-2,0,-2,-1,0,0,0,
121,Samaje Perine,CIN,27,RB,2,0,2,6,0,6,3,0,0,0,
122,Brandon Powell,LAR,27,WR,2,0,2,-23,0,-23,-11.5,0,0,0,
123,Dak Prescott,DAL,29,QB,1,1,2,11,1,11,5.5,0,0,0,
124,Anthony Schwartz,CLE,22,WR,2,0,2,20,1,20,10,0,0,0,
125,Amon-Ra St. Brown,DET,23,WR,2,2,2,68,1,63,31.5,5,2.5,0,
126,Kadarius Toney,NYG,23,WR,2,1,2,23,1,10,5,13,6.5,0,
127,Avery Williams,ATL,24,RB,2,0,2,7,,7,3.5,0,0,0,
128,Damien Williams,ATL,30,RB,1,1,2,2,,0,0,2,1,0,
129,Brandon Aiyuk,SFO,24,WR,2,2,1,7,0,4,4,3,3,0,
130,Mark Andrews,BAL,27,TE,2,2,1,3,1,1,1,2,2,0,
131,Andrew Beck,DEN,26,FB,2,1,1,-1,0,-3,-3,2,2,0,
132,Gary Brightwell,NYG,23,RB,2,0,1,14,1,5,5,9,9,0,
133,Michael Burton,KAN,30,FB,2,0,1,6,1,4,4,2,2,0,
134,Derek Carr,LVR,31,QB,2,2,1,9,0,9,9,0,0,0,
135,Ja'Marr Chase,CIN,22,WR,2,2,1,4,0,4,4,0,0,0,
136,Jaelon Darden,TAM,23,WR,2,0,1,2,,2,2,0,0,0,
137,Jahan Dotson,WAS,22,WR,2,2,1,-10,0,-10,-10,0,0,0,
138,Romeo Doubs,GNB,22,WR,2,0,1,11,1,11,11,0,0,0,
139,Ashton Dulin,IND,25,WR,2,1,1,3,0,1,1,2,2,0,
140,Demetric Felton,CLE,24,RB,2,0,1,-4,,-4,-4,0,0,0,
141,Mecole Hardman,KAN,24,WR,2,2,1,-4,0,-4,-4,0,0,0,
142,Tyreek Hill,MIA,28,WR,2,2,1,6,0,6,6,0,0,0,
143,Zander Horvath,LAC,24,FB,2,0,1,2,1,1,1,1,1,0,
144,Chuba Hubbard,CAR,23,RB,2,0,1,3,,1,1,2,2,0,
145,Caleb Huntley,ATL,24,RB,1,0,1,3,,1,1,2,2,0,
146,Richie James,NYG,27,WR,2,0,1,2,0,2,2,0,0,0,
147,Jerry Jeudy,DEN,23,WR,2,2,1,1,1,0,0,1,1,0,
148,CeeDee Lamb,DAL,23,WR,2,2,1,6,1,4,4,2,2,0,
149,Terry McLaurin,WAS,27,WR,2,2,1,7,1,6,6,1,1,0,
150,Jakobi Meyers,NWE,26,WR,2,2,1,7,1,4,4,3,3,0,
151,Scott Miller,TAM,25,WR,1,0,1,8,0,8,8,0,0,0,
152,D.J. Moore,CAR,25,WR,2,2,1,7,0,5,5,2,2,0,
153,Elijah Moore,NYJ,22,WR,2,2,1,-6,0,-6,-6,0,0,0,
154,Chigoziem Okonkwo,TEN,23,TE,2,0,1,-4,0,-4,-4,0,0,0,
155,Gunner Olszewski,PIT,26,WR,2,0,1,18,1,8,8,10,10,0,
156,Josh Palmer,LAC,24,WR,2,2,1,4,1,1,1,3,3,0,
157,Breshad Perriman,TAM,29,WR,2,1,1,-7,0,-7,-7,0,0,0,
158,Jalen Reagor,MIN,23,WR,2,0,1,17,1,17,17,0,0,0,
159,Patrick Ricard,BAL,28,FB,2,2,1,5,1,1,1,4,4,0,
160,Cooper Rush,DAL,29,QB,2,1,1,2,0,2,2,0,0,0,
161,Matthew Stafford,LAR,34,QB,2,2,1,2,1,2,2,0,0,0,
162,Courtland Sutton,DEN,27,WR,2,2,1,5,0,3,3,2,2,0,
163,KaVontae Turpin,DAL,26,WR,2,0,1,3,,3,3,0,0,0,
164,Marquez Valdes-Scantling,KAN,28,WR,2,2,1,-3,0,-3,-3,0,0,1,1
165,Jaylen Waddle,MIA,24,WR,2,2,1,8,0,0,0,8,8,0,
166,Montrell Washington,DEN,23,WR,2,0,1,19,,-7,-7,26,26,1,1
167,Christian Watson,GNB,23,WR,2,1,1,7,0,7,7,0,0,0,
168,Derek Watt,PIT,30,FB,2,0,1,2,1,2,2,0,0,0,
169,Zamir White,LVR,23,RB,2,0,1,2,,0,0,2,2,0,
170,Cedrick Wilson Jr.,MIA,27,WR,2,0,1,8,,1,1,7,7,1,1
171,Garrett Wilson,NYJ,22,WR,2,1,1,-2,0,-2,-2,0,0,0,
