,,,,,Games,,Rushing,,,,,,,,
63,Taysom Hill,NOR,32,TE,6,2,29,276,16,185,6.4,91,3.1,1,29
64,Deon Jackson,IND,23,RB,7,1,29,104,8,64,2.2,40,1.4,1,29
65,Jerick McKinnon,KAN,30,RB,7,0,29,119,4,60,2.1,59,2,3,9.7
66,D'Onta Foreman,CAR,26,RB,7,0,27,155,3,81,3,74,2.7,1,27
67,D'Andre Swift,DET,23,RB,3,3,27,231,4,148,5.5,83,3.1,2,13.5
68,Rachaad White,TAM,23,RB,7,0,26,71,8,31,1.2,40,1.5,2,13
69,Jacoby Brissett,CLE,30,QB,7,7,25,130,15,91,3.6,39,1.6,1,25
70,Justice Hill,BAL,25,RB,5,0,24,151,6,97,4,54,2.3,6,4
71,Trevor Lawrence,JAX,23,QB,7,7,24,84,11,73,3,11,0.5,1,24
72,Deebo Samuel,SFO,26,WR,7,6,24,138,4,59,2.5,79,3.3,2,12
73,Kenneth Gainwell,PHI,23,RB,6,0,23,97,4,57,2.5,40,1.7,1,23
74,Joshua Kelley,LAC,25,RB,6,0,23,104,6,49,2.1,55,2.4,3,7.7
75,Jaylen Warren,PIT,24,RB,7,0,23,103,8,73,3.2,30,1.3,0,
76,Rex Burkhead,HOU,32,RB,6,0,22,72,3,46,2.1,26,1.2,2,11
77,Matt Breida,NYG,27,RB,7,0,21,68,5,39,1.9,29,1.4,1,21
78,Justin Herbert,LAC,24,QB,7,7,21,48,4,48,2.3,0,0,0,
79,Patrick Mahomes,KAN,27,QB,7,7,21,113,9,110,5.2,3,0.1,0,
80,Craig Reynolds,DET,26,RB,6,0,21,95,4,61,2.9,34,1.6,0,
81,Russell Wilson,DEN,34,QB,6,6,21,96,5,85,4,11,0.5,0,
82,J.D. McKissic,WAS,29,RB,7,0,20,89,5,62,3.1,27,1.4,1,20
83,James Cook,BUF,23,RB,6,0,19,97,5,34,1.8,63,3.3,0,
84,Ryan Tannehill,TEN,34,QB,6,6,19,29,5,22,1.2,7,0.4,0,
85,Carson Wentz,WAS,30,QB,6,6,19,79,3,62,3.3,17,0.9,1,19
86,Samaje Perine,CIN,27,RB,7,0,18,75,4,51,2.8,24,1.3,1,18
87,Mac Jones,NWE,24,QB,4,4,17,61,5,54,3.2,7,0.4,0,
88,Zack Moss,BUF,25,RB,5,0,17,91,3,69,4.1,22,1.3,0,
89,Tyrion Davis-Price,SFO,22,RB,3,0,16,37,2,9,0.6,28,1.8,2,8
90,Trestan Ebner,CHI,23,RB,7,0,16,51,2,32,2,19,1.2,1,16
91,Gus Edwards,BAL,27,RB,1,1,16,66,5,38,2.4,28,1.8,4,4
92,Trey Lance,SFO,22,QB,2,2,16,67,7,50,3.1,17,1.1,2,8
93,Boston Scott,PHI,27,RB,4,0,16,45,2,28,1.8,17,1.1,1,16
94,Darrel Williams,ARI,27,RB,5,0,16,94,6,76,4.8,18,1.1,0,
95,Mike Boone,DEN,27,RB,7,0,15,82,4,54,3.6,28,1.9,2,7.5
96,Chuba Hubbard,CAR,23,RB,7,1,15,97,6,64,4.3,33,2.2,1,15
97,Zach Wilson,NYJ,23,QB,4,4,15,42,2,41,2.7,1,0.1,0,
98,Derek Carr,LVR,31,QB,6,6,14,68,7,58,4.1,10,0.7,0,
99,Phillip Lindsay,IND,28,RB,2,0,14,47,1,29,2.1,18,1.3,0,
100,Baker Mayfield,CAR,27,QB,5,5,14,40,3,32,2.3,8,0.6,0,
101,Nyheim Hines,IND,26,RB,6,4,13,16,1,10,0.8,6,0.5,0,
102,Curtis Samuel,WAS,26,WR,7,5,13,77,5,49,3.8,28,2.2,1,13
103,Mitchell Trubisky,PIT,28,QB,5,4,13,29,3,16,1.2,13,1,1,13
104,Tevin Coleman,SFO,29,RB,4,0,12,26,2,13,1.1,13,1.1,0,
105,DeeJay Dallas,SEA,24,RB,7,0,12,61,4,48,4,13,1.1,1,12
106,Andy Dalton,NOR,35,QB,4,4,12,28,3,27,2.3,1,0.1,0,
107,Jimmy Garoppolo,SFO,31,QB,6,5,12,20,6,10,0.8,10,0.8,0,
108,Keaontay Ingram,ARI,23,RB,2,0,12,21,2,-1,-0.1,22,1.8,0,
109,Kenny Pickett,PIT,24,QB,4,3,12,61,5,51,4.3,10,0.8,0,
110,Matt Ryan,IND,37,QB,7,7,12,11,3,9,0.8,2,0.2,0,
111,Tom Brady,TAM,45,QB,7,7,11,-6,0,-7,-0.6,1,0.1,0,
112,Jared Goff,DET,28,QB,6,6,11,27,0,22,2,5,0.5,0,
113,Avery Williams,ATL,24,RB,7,2,10,58,3,47,4.7,11,1.1,0,
114,Bailey Zappe,NWE,23,QB,4,2,10,0,0,0,0,0,0,0,
115,Kirk Cousins,MIN,34,QB,6,6,9,18,3,4,0.4,14,1.6,0,
116,Hassan Haskins,TEN,23,RB,6,0,9,37,2,13,1.4,24,2.7,0,
117,Aaron Rodgers,GNB,39,QB,7,7,9,9,1,9,1,0,0,0,
118,Cooper Rush,DAL,29,QB,6,5,9,6,1,6,0.7,0,0,0,
119,Chase Claypool,PIT,24,WR,7,7,8,55,3,43,5.4,12,1.5,0,
120,Mike Davis,BAL,29,RB,6,0,8,18,1,13,1.6,5,0.6,1,8
121,Justin Jackson,DET,26,RB,6,0,8,19,1,9,1.1,10,1.3,1,8
122,Matthew Stafford,LAR,34,QB,6,6,8,7,2,1,0.1,6,0.8,1,8
123,Tua Tagovailoa,MIA,24,QB,5,5,8,16,1,16,2,0,0,0,
124,Braxton Berrios,NYJ,27,WR,7,0,7,82,4,65,9.3,17,2.4,0,
125,Brandon Bolden,LVR,32,RB,5,0,7,29,1,25,3.6,4,0.6,0,
126,Malcolm Brown,LAR,29,RB,3,0,7,15,0,9,1.3,6,0.9,1,7
127,Brandon Powell,LAR,27,WR,6,1,7,2,1,-1,-0.1,3,0.4,0,
128,Dontrell Hilliard,TEN,27,RB,5,1,6,26,0,19,3.2,7,1.2,0,
129,Davis Mills,HOU,24,QB,6,6,6,2,0,1,0.2,1,0.2,0,
130,Elijah Mitchell,SFO,24,RB,1,1,6,41,2,28,4.7,13,2.2,1,6
131,D.J. Moore,CAR,25,WR,7,7,6,36,1,23,3.8,13,2.2,0,
132,Jonathan Williams,WAS,28,RB,5,0,6,54,3,21,3.5,33,5.5,1,6
133,Jamal Agnew,JAX,27,WR,6,0,5,29,2,26,5.2,3,0.6,0,
134,Devin Duvernay,BAL,25,WR,7,7,5,22,3,22,4.4,0,0,0,
135,Jamycal Hasty,JAX,26,RB,7,0,5,69,2,65,13,4,0.8,0,
136,Diontae Johnson,PIT,26,WR,7,7,5,22,0,18,3.6,4,0.8,0,
137,Case Keenum,BUF,34,QB,2,0,5,0,,0,0,0,0,0,
138,Dak Prescott,DAL,29,QB,2,2,5,11,1,11,2.2,0,0,0,
139,Zamir White,LVR,23,RB,6,0,5,21,1,9,1.8,12,2.4,0,
140,Jameis Winston,NOR,28,QB,3,3,5,16,0,7,1.4,9,1.8,0,
141,Gary Brightwell,NYG,23,RB,7,0,4,19,2,8,2,11,2.8,0,
142,Ja'Marr Chase,CIN,22,WR,7,7,4,2,0,2,0.5,0,0,0,
143,Myles Gaskin,MIA,25,RB,2,0,4,9,1,2,0.5,7,1.8,0,
144,Mecole Hardman,KAN,24,WR,7,5,4,31,3,27,6.8,4,1,1,4
145,Tyreek Hill,MIA,28,WR,7,7,4,18,1,14,3.5,4,1,1,4
146,Travis Homer,SEA,24,RB,3,0,4,18,2,7,1.8,11,2.8,0,
147,Alec Ingold,MIA,26,FB,7,6,4,5,3,2,0.5,3,0.8,0,
148,Cooper Kupp,LAR,29,WR,6,6,4,41,3,36,9,5,1.3,0,
149,CeeDee Lamb,DAL,23,WR,7,7,4,11,1,9,2.3,2,0.5,0,
150,Dwayne Washington,NOR,28,RB,6,0,4,18,2,9,2.3,9,2.3,1,4
151,Malik Willis,TEN,23,QB,2,0,4,16,1,12,3,4,1,0,
152,Joe Flacco,NYJ,37,QB,3,3,3,6,1,6,2,0,0,0,
153,Kevin Harris,NWE,22,RB,1,0,3,5,,3,1,2,0.7,0,
154,Chad Henne,KAN,37,QB,2,0,3,-3,,-3,-1,0,0,0,
155,Zander Horvath,LAC,24,FB,7,1,3,5,1,3,1,2,0.7,0,
156,Kyle Juszczyk,SFO,31,FB,7,5,3,10,2,7,2.3,3,1,0,
157,Christian Kirk,JAX,26,WR,7,7,3,12,0,5,1.7,7,2.3,1,3
158,Terry McLaurin,WAS,27,WR,7,7,3,18,1,14,4.7,4,1.3,0,
159,Trace McSorley,ARI,27,QB,1,0,3,20,1,17,5.7,3,1,0,
160,Rondale Moore,ARI,22,WR,4,4,3,-11,0,-11,-3.7,0,0,0,
161,Kalif Raymond,DET,28,WR,6,0,3,23,1,18,6,5,1.7,0,
162,Patrick Ricard,BAL,28,FB,7,7,3,8,2,2,0.7,6,2,0,
163,Brett Rypien,DEN,26,QB,1,1,3,9,2,8,2.7,1,0.3,0,
164,Equanimeous St. Brown,CHI,26,WR,7,7,3,44,1,37,12.3,7,2.3,0,
165,Tyrod Taylor,NYG,33,QB,1,0,3,30,3,24,8,6,2,0,
166,Tyquan Thornton,NWE,22,WR,3,1,3,16,1,16,5.3,0,0,0,
167,DJ Turner,LVR,25,WR,2,0,3,20,1,4,1.3,16,5.3,0,
168,Montrell Washington,DEN,23,WR,7,0,3,30,,10,3.3,20,6.7,2,1.5
169,Christian Watson,GNB,23,WR,4,1,3,19,1,19,6.3,0,0,0,
170,Davante Adams,LVR,30,WR,6,6,2,0,0,0,0,0,0,1,2
171,Mark Andrews,BAL,27,TE,7,7,2,7,2,3,1.5,4,2,0,
172,Raheem Blackshear,CAR,23,RB,3,1,2,-5,,-5,-2.5,0,0,0,
173,Kendrick Bourne,NWE,27,WR,6,1,2,14,1,14,7,0,0,0,
174,Teddy Bridgewater,MIA,30,QB,4,1,2,21,2,20,10,1,0.5,0,
175,Treylon Burks,TEN,22,WR,4,2,2,12,1,6,3,6,3,0,
176,Michael Burton,KAN,30,FB,7,0,2,8,2,5,2.5,3,1.5,0,
177,Michael Dickson,SEA,26,P,7,0,2,-18,,-18,-9,0,0,0,
178,Jeff Driskel,HOU,29,QB,2,0,2,15,2,15,7.5,0,0,0,
179,D'Wayne Eskridge,SEA,25,WR,7,0,2,10,0,9,4.5,1,0.5,0,
180,Chris Godwin,TAM,26,WR,5,5,2,4,0,4,2,0,0,0,
181,Taylor Heinicke,WAS,29,QB,1,1,2,4,0,4,2,0,0,0,
182,Richie James,NYG,27,WR,7,1,2,6,0,2,1,4,2,1,2
183,Julio Jones,TAM,33,WR,2,1,2,17,2,14,7,3,1.5,0,
184,Tony Jones,2TM,25,,4,0,2,8,,6,3,2,1,0,
185,Zay Jones,JAX,27,WR,6,5,2,14,1,14,7,0,0,0,
186,Travis Kelce,KAN,33,TE,7,7,2,5,1,1,0.5,4,2,0,
187,Ty Montgomery,NWE,29,WR,1,0,2,-2,0,-2,-1,0,0,0,
188,Elijah Moore,NYJ,22,WR,6,6,2,-4,0,-4,-2,0,0,0,
189,Gunner Olszewski,PIT,26,WR,6,0,2,18,1,8,4,10,5,0,
190,Breshad Perriman,TAM,29,WR,5,2,2,-7,0,-7,-3.5,0,0,0,
191,Brock Purdy,SFO,23,QB,2,0,2,0,0,0,0,0,0,0,
192,Anthony Schwartz,CLE,22,WR,6,0,2,20,1,20,10,0,0,0,
193,Trey Sermon,PHI,23,RB,2,0,2,19,2,10,5,9,4.5,0,
194,Amon-Ra St. Brown,DET,23,WR,5,5,2,68,1,63,31.5,5,2.5,0,
195,Kadarius Toney,NYG,23,WR,2,1,2,23,1,10,5,13,6.5,0,
196,KaVontae Turpin,DAL,26,WR,7,0,2,6,,6,3,0,0,0,
197,Jaylen Waddle,MIA,24,WR,7,7,2,17,0,9,4.5,8,4,0,
198,Damien Williams,ATL,30,RB,1,1,2,2,,0,0,2,1,0,
199,Brandon Aiyuk,SFO,24,WR,7,7,1,7,0,4,4,3,3,0,
200,Tutu Atwell,LAR,23,WR,5,0,1,9,0,7,7,2,2,0,
201,C.J. Beathard,JAX,29,QB,1,0,1,-1,,-1,-1,0,0,0,
202,Andrew Beck,DEN,26,FB,7,4,1,-1,0,-1,-1,0,0,0,
203,Daniel Bellinger,NYG,22,TE,7,6,1,2,1,0,0,2,2,0,
204,DeAndre Carter,LAC,29,WR,7,4,1,-5,0,-5,-5,0,0,0,
205,Tyler Conklin,NYJ,27,TE,7,7,1,1,1,0,0,1,1,0,
206,Jaelon Darden,TAM,23,WR,7,0,1,2,0,2,2,0,0,0,
207,Greg Dortch,ARI,24,WR,7,2,1,1,0,0,0,1,1,0,
208,Jahan Dotson,WAS,22,WR,4,3,1,-10,0,-10,-10,0,0,0,
209,Romeo Doubs,GNB,22,WR,7,5,1,11,1,11,11,0,0,0,
210,Ashton Dulin,IND,25,WR,5,1,1,3,0,1,1,2,2,0,
211,Evan Engram,JAX,28,TE,7,6,1,0,0,0,0,0,0,0,
212,Clayton Fejedelem,MIA,29,S,3,0,1,0,,0,0,0,0,0,
213,Demetric Felton,CLE,24,RB,4,0,1,-4,,-4,-4,0,0,0,
214,Jamie Gillan,NYG,25,P,7,0,1,-3,,-3,-3,0,0,0,
215,Noah Gray,KAN,23,TE,7,2,1,1,1,1,1,0,0,0,
216,C.J. Ham,MIN,29,FB,6,1,1,3,1,2,2,1,1,0,
217,KJ Hamler,DEN,23,WR,6,0,1,14,1,13,13,1,1,0,
218,Justin Jefferson,MIN,23,WR,6,6,1,3,1,3,3,0,0,0,
219,Jerry Jeudy,DEN,23,WR,7,7,1,1,1,0,0,1,1,0,
220,Ty Johnson,NYJ,25,RB,7,0,1,3,,1,1,2,2,0,
221,Velus Jones Jr.,CHI,25,WR,4,0,1,8,1,8,8,0,0,0,
222,Jordan Mason,SFO,23,RB,6,0,1,7,,4,4,3,3,0,
223,Isaiah McKenzie,BUF,27,WR,5,4,1,6,1,5,5,1,1,0,
224,Jakobi Meyers,NWE,26,WR,5,4,1,7,1,4,4,3,3,0,
225,Scott Miller,TAM,25,WR,5,1,1,8,0,8,8,0,0,0,
226,David Njoku,CLE,26,TE,7,7,1,-6,0,-6,-6,0,0,0,
227,Dare Ogunbowale,HOU,28,RB,6,0,1,8,1,5,5,3,3,0,
228,Chigoziem Okonkwo,TEN,23,TE,6,2,1,-4,0,-4,-4,0,0,0,
229,K.J. Osborn,MIN,25,WR,6,5,1,-1,0,-1,-1,0,0,0,
230,Devine Ozigbo,DEN,26,RB,1,0,1,2,,2,2,0,0,0,
231,Josh Palmer,LAC,24,WR,6,6,1,4,1,1,1,3,3,0,
232,Zach Pascal,PHI,28,WR,6,0,1,0,0,0,0,0,0,0,
233,Donovan Peoples-Jones,CLE,23,WR,7,5,1,2,0,2,2,0,0,0,
234,Dante Pettis,CHI,27,WR,7,3,1,29,1,29,29,0,0,0,
235,George Pickens,PIT,21,WR,7,3,1,1,0,1,1,0,0,0,
236,Jalen Reagor,MIN,23,WR,6,0,1,17,1,17,17,0,0,0,
237,Ronnie Rivers,LAR,23,RB,1,0,1,0,0,0,0,0,0,0,
238,Rashid Shaheed,NOR,24,WR,2,0,1,44,1,29,29,15,15,1,1
239,Laviska Shenault Jr.,CAR,24,WR,3,0,1,0,0,0,0,0,0,0,
240,Steven Sims,PIT,25,WR,2,0,1,-5,,-5,-5,0,0,0,
241,Ben Skowronek,LAR,25,WR,6,5,1,17,1,17,17,0,0,0,
242,Keith Smith,ATL,30,FB,7,2,1,2,1,0,0,2,2,0,
243,Ihmir Smith-Marsette,CHI,23,WR,6,0,1,-1,,-1,-1,0,0,0,
244,Durham Smythe,MIA,27,TE,6,6,1,1,1,0,0,1,1,0,
245,Isaiah Spiller,LAC,21,RB,1,0,1,-5,,-5,-5,0,0,0,
246,M.J. Stewart,HOU,27,DB,6,0,1,3,1,1,1,2,2,0,
247,Pierre Strong,NWE,24,RB,5,0,1,5,,3,3,2,2,0,
248,Courtland Sutton,DEN,27,WR,7,7,1,5,0,3,3,2,2,0,
249,Skylar Thompson,MIA,25,QB,2,1,1,9,1,9,9,0,0,0,
250,Marquez Valdes-Scantling,KAN,28,WR,7,5,1,-3,0,-3,-3,0,0,1,1
251,P.J. Walker,CAR,27,QB,3,2,1,-1,0,-1,-1,0,0,0,
252,Quez Watkins,PHI,24,WR,6,2,1,-3,0,-3,-3,0,0,0,
253,Derek Watt,PIT,30,FB,7,2,1,2,1,2,2,0,0,0,
254,Cedrick Wilson Jr.,MIA,27,WR,6,0,1,8,0,1,1,7,7,1,1
255,Garrett Wilson,NYJ,22,WR,7,4,1,-2,0,-2,-2,0,0,0,
