,,,,,Games,,Rushing,,,,,,,,
23,Rashaad Penny,SEA,26,RB,4,4,49,292,13,121,2.5,171,3.5,2,24.5
24,Aaron Jones,GNB,28,RB,4,4,48,327,18,162,3.4,165,3.4,4,12
25,Javonte Williams,DEN,22,RB,4,4,47,204,9,94,2,110,2.3,6,7.8
26,Kareem Hunt,CLE,27,RB,4,0,46,200,13,115,2.5,85,1.8,2,23
27,James Conner,ARI,27,RB,4,4,45,145,14,95,2.1,50,1.1,1,45
28,Austin Ekeler,LAC,27,RB,4,4,45,140,7,77,1.7,63,1.4,0,
29,Rhamondre Stevenson,NWE,24,RB,4,0,43,211,14,125,2.9,86,2,5,8.6
30,Clyde Edwards-Helaire,KAN,23,RB,4,4,41,208,8,74,1.8,134,3.3,2,20.5
31,Raheem Mostert,MIA,30,RB,4,2,39,147,7,85,2.2,62,1.6,3,13
32,Cam Akers,LAR,23,RB,4,1,38,118,6,53,1.4,65,1.7,0,
33,Breece Hall,NYJ,21,RB,4,0,38,178,9,136,3.6,42,1.1,1,38
34,Michael Carter,NYJ,23,RB,4,4,37,137,4,110,3,27,0.7,4,9.3
35,Melvin Gordon,DEN,29,RB,4,0,37,139,6,53,1.4,86,2.3,4,9.3
36,Lamar Jackson,BAL,25,QB,4,4,37,316,15,254,6.9,62,1.7,4,9.3
37,Tony Pollard,DAL,25,RB,4,1,36,162,8,81,2.3,81,2.3,2,18
38,David Montgomery,CHI,25,RB,3,3,35,159,6,61,1.7,98,2.8,8,4.4
39,Travis Etienne,JAX,23,RB,4,0,34,144,7,63,1.9,81,2.4,1,34
40,Justin Fields,CHI,23,QB,4,4,34,147,11,109,3.2,38,1.1,2,17
41,Darrell Henderson,LAR,25,RB,4,3,34,138,7,91,2.7,47,1.4,0,
42,Devin Singletary,BUF,25,RB,4,4,34,129,6,73,2.1,56,1.6,1,34
43,Daniel Jones,NYG,25,QB,4,4,31,193,18,152,4.9,41,1.3,1,31
44,Josh Allen,BUF,26,QB,4,4,30,183,15,101,3.4,82,2.7,0,
45,Marcus Mariota,ATL,29,QB,4,4,30,95,6,80,2.7,15,0.5,0,
46,Mark Ingram,NOR,33,RB,4,2,29,128,7,76,2.6,52,1.8,3,9.7
47,Chase Edmonds,MIA,26,RB,4,2,28,85,4,53,1.9,32,1.1,0,
48,Isiah Pacheco,KAN,22,RB,4,0,28,140,4,58,2.1,82,2.9,1,28
49,D'Andre Swift,DET,23,RB,3,3,27,231,6,148,5.5,83,3.1,2,13.5
50,Tyler Allgeier,ATL,22,RB,3,0,26,139,4,80,3.1,59,2.3,0,
51,Alvin Kamara,NOR,27,RB,2,2,24,100,4,51,2.1,49,2,2,12
52,Kyler Murray,ARI,25,QB,4,4,24,91,8,87,3.6,4,0.2,0,
53,Eno Benjamin,ARI,23,RB,4,0,22,111,5,76,3.5,35,1.6,2,11
54,Sony Michel,LAC,27,RB,4,0,22,58,3,21,1,37,1.7,1,22
55,Joe Burrow,CIN,26,QB,4,4,20,79,5,75,3.8,4,0.2,0,
56,J.K. Dobbins,BAL,24,RB,2,2,20,64,5,30,1.5,34,1.7,1,20
57,Alexander Mattison,MIN,24,RB,4,0,20,75,4,36,1.8,39,2,5,4
58,Justice Hill,BAL,25,RB,4,0,19,125,6,83,4.4,42,2.2,3,6.3
59,Deebo Samuel,SFO,26,WR,4,4,19,113,4,41,2.2,72,3.8,2,9.5
60,Jacoby Brissett,CLE,30,QB,4,4,18,80,11,59,3.3,21,1.2,0,
61,Rex Burkhead,HOU,32,RB,4,0,17,49,1,38,2.2,11,0.6,1,17
62,Kenyan Drake,BAL,28,RB,2,2,17,39,1,29,1.7,10,0.6,0,
63,Jerick McKinnon,KAN,30,RB,4,0,17,53,1,35,2.1,18,1.1,0,
64,J.D. McKissic,WAS,29,RB,4,0,17,65,4,46,2.7,19,1.1,1,17
65,Geno Smith,SEA,32,QB,4,4,17,64,6,57,3.4,7,0.4,0,
66,Trey Lance,SFO,22,QB,2,2,16,67,7,50,3.1,17,1.1,2,8
67,Zack Moss,BUF,25,RB,4,0,16,84,3,62,3.9,22,1.4,0,
68,Kenneth Gainwell,PHI,23,RB,4,0,15,52,4,27,1.8,25,1.7,0,
69,Kenneth Walker III,SEA,22,RB,3,0,15,58,4,23,1.5,35,2.3,1,15
70,Tyrion Davis-Price,SFO,22,RB,1,0,14,33,2,9,0.6,24,1.7,1,14
71,Mac Jones,NWE,24,QB,3,3,14,37,4,30,2.1,7,0.5,0,
72,Baker Mayfield,CAR,27,QB,4,4,14,40,3,32,2.3,8,0.6,0,
73,Jaylen Warren,PIT,24,RB,4,0,14,70,4,55,3.9,15,1.1,0,
74,James Cook,BUF,23,RB,4,0,13,58,4,13,1,45,3.5,0,
75,Trestan Ebner,CHI,23,RB,4,0,13,43,2,28,2.2,15,1.2,1,13
76,Joshua Kelley,LAC,25,RB,4,0,13,55,3,22,1.7,33,2.5,2,6.5
77,Patrick Mahomes,KAN,27,QB,4,4,13,64,6,64,4.9,0,0,0,
78,Darrel Williams,ARI,27,RB,4,0,13,85,5,67,5.2,18,1.4,0,
79,Russell Wilson,DEN,34,QB,4,4,13,51,3,44,3.4,7,0.5,0,
80,Taysom Hill,NOR,32,TE,3,1,12,116,6,78,6.5,38,3.2,0,
81,Samaje Perine,CIN,27,RB,4,0,12,53,3,37,3.1,16,1.3,1,12
82,Ryan Tannehill,TEN,34,QB,4,4,12,20,4,15,1.3,5,0.4,0,
83,Carson Wentz,WAS,30,QB,4,4,12,62,2,45,3.8,17,1.4,1,12
84,Justin Herbert,LAC,24,QB,4,4,11,4,2,4,0.4,0,0,0,
85,Caleb Huntley,ATL,24,RB,2,0,11,59,5,32,2.9,27,2.5,0,
86,Latavius Murray,NOR,32,RB,1,0,11,57,4,42,3.8,15,1.4,0,
87,Craig Reynolds,DET,26,RB,4,0,11,59,2,45,4.1,14,1.3,0,
88,Rachaad White,TAM,23,RB,4,0,11,21,3,12,1.1,9,0.8,1,11
89,Matt Breida,NYG,27,RB,4,0,10,41,3,26,2.6,15,1.5,0,
90,Derek Carr,LVR,31,QB,4,4,10,66,7,56,5.6,10,1,0,
91,Trevor Lawrence,JAX,23,QB,4,4,10,29,2,25,2.5,4,0.4,0,
92,Boston Scott,PHI,27,RB,3,0,10,29,2,15,1.5,14,1.4,1,10
93,Hassan Haskins,TEN,23,RB,4,0,9,37,2,13,1.4,24,2.7,0,
94,Matt Ryan,IND,37,QB,4,4,9,12,3,10,1.1,2,0.2,0,
95,Nyheim Hines,IND,26,RB,4,3,8,11,1,7,0.9,4,0.5,0,
96,Aaron Rodgers,GNB,39,QB,4,4,8,9,1,9,1.1,0,0,0,
97,Curtis Samuel,WAS,26,WR,4,3,8,51,3,31,3.9,20,2.5,1,8
98,Chase Claypool,PIT,24,WR,4,4,7,47,3,37,5.3,10,1.4,0,
99,Mike Davis,BAL,29,RB,4,0,7,15,1,11,1.6,4,0.6,0,
100,Jared Goff,DET,28,QB,4,4,7,16,1,11,1.6,5,0.7,0,
101,Mitchell Trubisky,PIT,28,QB,4,4,7,24,2,21,3,3,0.4,0,
102,Brandon Bolden,LVR,32,RB,3,0,6,24,1,20,3.3,4,0.7,0,
103,Tom Brady,TAM,45,QB,4,4,6,-4,0,-4,-0.7,0,0,0,
104,Jimmy Garoppolo,SFO,31,QB,3,2,6,8,3,4,0.7,4,0.7,0,
105,Elijah Mitchell,SFO,24,RB,1,1,6,41,2,28,4.7,13,2.2,1,6
106,Kenny Pickett,PIT,24,QB,1,0,6,15,4,14,2.3,1,0.2,0,
107,Matthew Stafford,LAR,34,QB,4,4,6,10,2,4,0.7,6,1,1,6
108,Jonathan Williams,WAS,28,RB,4,0,6,54,3,21,3.5,33,5.5,1,6
109,D'Onta Foreman,CAR,26,RB,4,0,5,16,,8,1.6,8,1.6,0,
110,Cooper Rush,DAL,29,QB,4,3,5,7,1,7,1.4,0,0,0,
111,Jameis Winston,NOR,28,QB,3,3,5,16,0,7,1.4,9,1.8,0,
112,Dontrell Hilliard,TEN,27,RB,3,0,4,22,0,17,4.3,5,1.3,0,
113,Travis Homer,SEA,24,RB,3,0,4,18,2,7,1.8,11,2.8,0,
114,Chuba Hubbard,CAR,23,RB,4,0,4,28,2,11,2.8,17,4.3,1,4
115,Davis Mills,HOU,24,QB,4,4,4,0,0,-1,-0.3,1,0.3,0,
116,D.J. Moore,CAR,25,WR,4,4,4,31,1,19,4.8,12,3,0,
117,Tua Tagovailoa,MIA,24,QB,4,4,4,1,1,1,0.3,0,0,0,
118,Dwayne Washington,NOR,28,RB,3,0,4,18,2,9,2.3,9,2.3,1,4
119,Avery Williams,ATL,24,RB,4,0,4,37,2,30,7.5,7,1.8,0,
120,Malik Willis,TEN,23,QB,1,0,4,16,1,12,3,4,1,0,
121,Jamal Agnew,JAX,27,WR,4,0,3,7,1,6,2,1,0.3,0,
122,Braxton Berrios,NYJ,27,WR,4,0,3,20,1,8,2.7,12,4,0,
123,Mike Boone,DEN,27,RB,4,0,3,20,1,6,2,14,4.7,2,1.5
124,Ja'Marr Chase,CIN,22,WR,4,4,3,2,0,2,0.7,0,0,0,
125,Kirk Cousins,MIN,34,QB,4,4,3,19,1,6,2,13,4.3,0,
126,DeeJay Dallas,SEA,24,RB,4,0,3,21,1,18,6,3,1,0,
127,Joe Flacco,NYJ,37,QB,3,3,3,6,1,6,2,0,0,0,
128,Alec Ingold,MIA,26,FB,4,4,3,3,2,1,0.3,2,0.7,0,
129,Kyle Juszczyk,SFO,31,FB,4,3,3,10,2,7,2.3,3,1,0,
130,Case Keenum,BUF,34,QB,1,0,3,2,,2,0.7,0,0,0,
131,Trace McSorley,ARI,27,QB,1,0,3,20,1,17,5.7,3,1,0,
132,Brandon Powell,LAR,27,WR,4,0,3,-12,1,-13,-4.3,1,0.3,0,
133,Tyrod Taylor,NYG,33,QB,1,0,3,30,3,24,8,6,2,0,
134,Zamir White,LVR,23,RB,4,0,3,26,1,16,5.3,10,3.3,0,
135,Davante Adams,LVR,30,WR,4,4,2,0,0,0,0,0,0,1,2
136,Gary Brightwell,NYG,23,RB,4,0,2,14,1,5,2.5,9,4.5,0,
137,Treylon Burks,TEN,22,WR,4,2,2,12,1,6,3,6,3,0,
138,Michael Burton,KAN,30,FB,4,0,2,8,2,5,2.5,3,1.5,0,
139,Jeff Driskel,HOU,29,QB,2,0,2,15,2,15,7.5,0,0,0,
140,Devin Duvernay,BAL,25,WR,4,4,2,-2,0,-2,-1,0,0,0,
141,Tyreek Hill,MIA,28,WR,4,4,2,5,0,5,2.5,0,0,0,
142,Deon Jackson,IND,23,RB,4,0,2,-3,,-4,-2,1,0.5,0,
143,Justin Jackson,DET,26,RB,4,0,2,3,0,1,0.5,2,1,0,
144,Richie James,NYG,27,WR,4,1,2,6,0,2,1,4,2,1,2
145,Diontae Johnson,PIT,26,WR,4,4,2,11,0,11,5.5,0,0,0,
146,Julio Jones,TAM,33,WR,2,1,2,17,2,14,7,3,1.5,0,
147,Tony Jones,NOR,25,RB,2,0,2,8,,6,3,2,1,0,
148,Ty Montgomery,NWE,29,WR,1,0,2,-2,0,-2,-1,0,0,0,
149,Elijah Moore,NYJ,22,WR,4,4,2,-4,0,-4,-2,0,0,0,
150,Gunner Olszewski,PIT,26,WR,4,0,2,18,1,8,4,10,5,0,
151,Breshad Perriman,TAM,29,WR,3,2,2,-7,0,-7,-3.5,0,0,0,
152,Dak Prescott,DAL,29,QB,1,1,2,11,1,11,5.5,0,0,0,
153,Patrick Ricard,BAL,28,FB,4,4,2,8,2,2,1,6,3,0,
154,Anthony Schwartz,CLE,22,WR,4,0,2,20,1,20,10,0,0,0,
155,Trey Sermon,PHI,23,RB,1,0,2,19,2,10,5,9,4.5,0,
156,Amon-Ra St. Brown,DET,23,WR,3,3,2,68,1,63,31.5,5,2.5,0,
157,Equanimeous St. Brown,CHI,26,WR,4,4,2,43,1,36,18,7,3.5,0,
158,Kadarius Toney,NYG,23,WR,2,1,2,23,1,10,5,13,6.5,0,
159,Jaylen Waddle,MIA,24,WR,4,4,2,17,0,9,4.5,8,4,0,
160,Christian Watson,GNB,23,WR,3,1,2,22,1,22,11,0,0,0,
161,Damien Williams,ATL,30,RB,1,1,2,2,,0,0,2,1,0,
162,Zach Wilson,NYJ,23,QB,1,1,2,15,0,15,7.5,0,0,0,
163,Brandon Aiyuk,SFO,24,WR,4,4,1,7,0,4,4,3,3,0,
164,Mark Andrews,BAL,27,TE,4,4,1,3,1,1,1,2,2,0,
165,C.J. Beathard,JAX,29,QB,1,0,1,-1,,-1,-1,0,0,0,
166,Andrew Beck,DEN,26,FB,4,1,1,-1,0,-1,-1,0,0,0,
167,Kendrick Bourne,NWE,27,WR,4,1,1,15,1,15,15,0,0,0,
168,Teddy Bridgewater,MIA,30,QB,2,0,1,11,1,11,11,0,0,0,
169,DeAndre Carter,LAC,29,WR,4,2,1,-5,0,-5,-5,0,0,0,
170,Andy Dalton,NOR,35,QB,1,1,1,3,0,2,2,1,1,0,
171,Jaelon Darden,TAM,23,WR,4,0,1,2,0,2,2,0,0,0,
172,Jahan Dotson,WAS,22,WR,4,3,1,-10,0,-10,-10,0,0,0,
173,Romeo Doubs,GNB,22,WR,4,2,1,11,1,11,11,0,0,0,
174,Ashton Dulin,IND,25,WR,4,1,1,3,0,1,1,2,2,0,
175,Evan Engram,JAX,28,TE,4,3,1,0,0,0,0,0,0,0,
176,D'Wayne Eskridge,SEA,25,WR,4,0,1,6,0,5,5,1,1,0,
177,Demetric Felton,CLE,24,RB,3,0,1,-4,,-4,-4,0,0,0,
178,Noah Gray,KAN,23,TE,4,0,1,1,1,1,1,0,0,0,
179,Mecole Hardman,KAN,24,WR,4,4,1,-4,0,-4,-4,0,0,0,
180,Zander Horvath,LAC,24,FB,4,0,1,2,1,1,1,1,1,0,
181,Justin Jefferson,MIN,23,WR,4,4,1,3,1,3,3,0,0,0,
182,Jerry Jeudy,DEN,23,WR,4,4,1,1,1,0,0,1,1,0,
183,Zay Jones,JAX,27,WR,3,2,1,0,0,0,0,0,0,0,
184,Travis Kelce,KAN,33,TE,4,4,1,1,1,0,0,1,1,0,
185,Christian Kirk,JAX,26,WR,4,4,1,3,0,0,0,3,3,1,1
186,Cooper Kupp,LAR,29,WR,4,4,1,20,1,20,20,0,0,0,
187,CeeDee Lamb,DAL,23,WR,4,4,1,6,1,4,4,2,2,0,
188,Jordan Mason,SFO,23,RB,4,0,1,7,,4,4,3,3,0,
189,Isaiah McKenzie,BUF,27,WR,4,4,1,6,1,5,5,1,1,0,
190,Terry McLaurin,WAS,27,WR,4,4,1,7,1,6,6,1,1,0,
191,Jakobi Meyers,NWE,26,WR,2,2,1,7,1,4,4,3,3,0,
192,Scott Miller,TAM,25,WR,2,1,1,8,0,8,8,0,0,0,
193,Rondale Moore,ARI,22,WR,1,1,1,-4,,-4,-4,0,0,0,
194,David Njoku,CLE,26,TE,4,4,1,-6,0,-6,-6,0,0,0,
195,Chigoziem Okonkwo,TEN,23,TE,4,1,1,-4,0,-4,-4,0,0,0,
196,K.J. Osborn,MIN,25,WR,4,3,1,-1,0,-1,-1,0,0,0,
197,Josh Palmer,LAC,24,WR,4,4,1,4,1,1,1,3,3,0,
198,Zach Pascal,PHI,28,WR,4,0,1,0,0,0,0,0,0,0,
199,Kalif Raymond,DET,28,WR,4,0,1,3,0,3,3,0,0,0,
200,Jalen Reagor,MIN,23,WR,4,0,1,17,1,17,17,0,0,0,
201,Laviska Shenault Jr.,CAR,24,WR,2,0,1,0,0,0,0,0,0,0,
202,M.J. Stewart,HOU,27,DB,4,0,1,3,1,1,1,2,2,0,
203,Courtland Sutton,DEN,27,WR,4,4,1,5,0,3,3,2,2,0,
204,KaVontae Turpin,DAL,26,WR,4,0,1,3,,3,3,0,0,0,
205,Marquez Valdes-Scantling,KAN,28,WR,4,3,1,-3,0,-3,-3,0,0,1,1
206,Montrell Washington,DEN,23,WR,4,0,1,19,,0,0,19,19,1,1
207,Derek Watt,PIT,30,FB,4,0,1,2,1,2,2,0,0,0,
208,Cedrick Wilson Jr.,MIA,27,WR,3,0,1,8,,1,1,7,7,1,1
209,Garrett Wilson,NYJ,22,WR,4,2,1,-2,0,-2,-2,0,0,0,
