,,,,,Games,,Rushing,,,,,,,,
69,Jerick McKinnon,KAN,30,RB,7,0,29,119,4,60,2.1,59,2,3,9.7
70,Jaylen Warren,PIT,24,RB,8,0,29,153,10,113,3.9,40,1.4,0,
71,Justice Hill,BAL,25,RB,6,0,28,179,7,117,4.2,62,2.2,7,4
72,Gus Edwards,BAL,27,RB,2,1,27,131,9,56,2.1,75,2.8,5,5.4
73,Trevor Lawrence,JAX,23,QB,8,8,27,99,12,83,3.1,16,0.6,1,27
74,Russell Wilson,DEN,34,QB,7,7,25,113,8,100,4,13,0.5,0,
75,James Cook,BUF,23,RB,7,0,24,132,7,61,2.5,71,3,0,
76,Kenneth Gainwell,PHI,23,RB,7,0,24,100,7,60,2.5,40,1.7,1,24
77,Mac Jones,NWE,24,QB,5,5,24,80,7,70,2.9,10,0.4,0,
78,Deebo Samuel,SFO,26,WR,7,6,24,138,4,59,2.5,79,3.3,2,12
79,Matt Breida,NYG,27,RB,8,0,23,73,5,44,1.9,29,1.3,1,23
80,Joshua Kelley,LAC,25,RB,6,0,23,104,6,49,2.1,55,2.4,3,7.7
81,Craig Reynolds,DET,26,RB,7,0,23,102,4,68,3,34,1.5,0,
82,Boston Scott,PHI,27,RB,5,0,23,66,4,49,2.1,17,0.7,1,23
83,Rex Burkhead,HOU,32,RB,7,0,22,72,3,46,2.1,26,1.2,2,11
84,J.D. McKissic,WAS,29,RB,8,0,22,95,5,64,2.9,31,1.4,1,22
85,Justin Herbert,LAC,24,QB,7,7,21,48,4,48,2.3,0,0,0,
86,Patrick Mahomes,KAN,27,QB,7,7,21,113,9,110,5.2,3,0.1,0,
87,Darrel Williams,ARI,27,RB,6,0,21,102,8,77,3.7,25,1.2,0,
88,Samaje Perine,CIN,27,RB,8,0,19,82,5,53,2.8,29,1.5,1,19
89,Kenny Pickett,PIT,24,QB,5,4,19,98,9,87,4.6,11,0.6,0,
90,Ryan Tannehill,TEN,34,QB,6,6,19,29,5,22,1.2,7,0.4,0,
91,Carson Wentz,WAS,30,QB,6,6,19,79,3,62,3.3,17,0.9,1,19
92,Trestan Ebner,CHI,23,RB,8,0,18,46,2,24,1.3,22,1.2,1,18
93,Nyheim Hines,IND,26,RB,7,4,18,36,2,28,1.6,8,0.4,0,
94,Zack Moss,BUF,25,RB,5,0,17,91,3,69,4.1,22,1.3,0,
95,Curtis Samuel,WAS,26,WR,8,6,17,106,6,69,4.1,37,2.2,1,17
96,Tyrion Davis-Price,SFO,22,RB,3,0,16,37,2,9,0.6,28,1.8,2,8
97,Trey Lance,SFO,22,QB,2,2,16,67,7,50,3.1,17,1.1,2,8
98,Zach Wilson,NYJ,23,QB,5,5,16,44,2,42,2.6,2,0.1,0,
99,Mike Boone,DEN,27,RB,7,0,15,82,4,54,3.6,28,1.9,2,7.5
100,Derek Carr,LVR,31,QB,7,7,15,67,7,57,3.8,10,0.7,0,
101,Chuba Hubbard,CAR,23,RB,7,1,15,97,6,64,4.3,33,2.2,1,15
102,Dontrell Hilliard,TEN,27,RB,6,1,14,109,3,80,5.7,29,2.1,0,
103,Phillip Lindsay,IND,28,RB,2,0,14,47,1,29,2.1,18,1.3,0,
104,Baker Mayfield,CAR,27,QB,5,5,14,40,3,32,2.3,8,0.6,0,
105,Kirk Cousins,MIN,34,QB,7,7,13,40,5,23,1.8,17,1.3,0,
106,Jimmy Garoppolo,SFO,31,QB,7,6,13,23,7,12,0.9,11,0.8,0,
107,Tua Tagovailoa,MIA,24,QB,6,6,13,35,2,35,2.7,0,0,0,
108,Mitchell Trubisky,PIT,28,QB,5,4,13,29,3,16,1.2,13,1,1,13
109,Tom Brady,TAM,45,QB,8,8,12,-5,0,-6,-0.5,1,0.1,0,
110,Malcolm Brown,LAR,29,RB,4,0,12,25,0,19,1.6,6,0.5,1,12
111,Tevin Coleman,SFO,29,RB,4,0,12,26,2,13,1.1,13,1.1,0,
112,DeeJay Dallas,SEA,24,RB,8,0,12,61,4,48,4,13,1.1,1,12
113,Andy Dalton,NOR,35,QB,5,5,12,28,3,27,2.3,1,0.1,0,
114,Jared Goff,DET,28,QB,7,7,12,30,1,25,2.1,5,0.4,0,
115,Keaontay Ingram,ARI,23,RB,3,0,12,21,2,-1,-0.1,22,1.8,0,
116,Matt Ryan,IND,37,QB,7,7,12,11,3,9,0.8,2,0.2,0,
117,Dak Prescott,DAL,29,QB,3,3,10,45,3,21,2.1,24,2.4,0,
118,Aaron Rodgers,GNB,39,QB,8,8,10,20,2,20,2,0,0,0,
119,Matthew Stafford,LAR,34,QB,7,7,10,6,3,0,0,6,0.6,1,10
120,Avery Williams,ATL,24,RB,8,2,10,58,3,47,4.7,11,1.1,0,
121,Bailey Zappe,NWE,23,QB,4,2,10,0,0,0,0,0,0,0,
122,Hassan Haskins,TEN,23,RB,7,0,9,37,2,13,1.4,24,2.7,0,
123,Jamycal Hasty,JAX,26,RB,8,0,9,82,2,72,8,10,1.1,0,
124,Davis Mills,HOU,24,QB,7,7,9,10,0,9,1,1,0.1,0,
125,Ronnie Rivers,LAR,23,RB,2,1,9,21,1,18,2,3,0.3,0,
126,Cooper Rush,DAL,29,QB,6,5,9,6,1,6,0.7,0,0,0,
127,Malik Willis,TEN,23,QB,3,1,9,28,1,24,2.7,4,0.4,0,
128,Chase Claypool,PIT,24,WR,8,8,8,55,3,43,5.4,12,1.5,0,
129,Malik Davis,DAL,24,RB,3,0,8,23,0,17,2.1,6,0.8,0,
130,Mike Davis,BAL,29,RB,6,0,8,18,1,13,1.6,5,0.6,1,8
131,Taylor Heinicke,WAS,29,QB,2,2,8,33,2,26,3.3,7,0.9,0,
132,Justin Jackson,DET,26,RB,7,0,8,19,1,9,1.1,10,1.3,1,8
133,Dwayne Washington,NOR,28,RB,7,0,8,31,2,13,1.6,18,2.3,1,8
134,Braxton Berrios,NYJ,27,WR,8,1,7,82,4,65,9.3,17,2.4,0,
135,Brandon Bolden,LVR,32,RB,6,0,7,29,1,25,3.6,4,0.6,0,
136,Devin Duvernay,BAL,25,WR,8,8,7,55,4,55,7.9,0,0,0,
137,D.J. Moore,CAR,25,WR,8,8,7,39,1,26,3.7,13,1.9,0,
138,Brandon Powell,LAR,27,WR,7,1,7,2,1,-1,-0.1,3,0.4,0,
139,Spencer Brown,CAR,24,RB,1,0,6,27,,21,3.5,6,1,0,
140,Sam Ehlinger,IND,24,QB,1,1,6,15,1,12,2,3,0.5,0,
141,Travis Homer,SEA,24,RB,4,0,6,28,2,14,2.3,14,2.3,0,
142,Cooper Kupp,LAR,29,WR,7,7,6,51,4,46,7.7,5,0.8,0,
143,Elijah Mitchell,SFO,24,RB,1,1,6,41,2,28,4.7,13,2.2,1,6
144,Jonathan Williams,WAS,28,RB,5,0,6,54,3,21,3.5,33,5.5,1,6
145,Jamal Agnew,JAX,27,WR,6,0,5,29,2,26,5.2,3,0.6,0,
146,Tyreek Hill,MIA,28,WR,8,8,5,25,2,21,4.2,4,0.8,1,5
147,Alec Ingold,MIA,26,FB,8,7,5,6,4,2,0.4,4,0.8,0,
148,Diontae Johnson,PIT,26,WR,8,8,5,22,0,18,3.6,4,0.8,0,
149,Case Keenum,BUF,34,QB,2,0,5,0,,0,0,0,0,0,
150,CeeDee Lamb,DAL,23,WR,8,8,5,12,1,9,1.8,3,0.6,0,
151,Rondale Moore,ARI,22,WR,5,5,5,1,1,-1,-0.2,2,0.4,0,
152,Zamir White,LVR,23,RB,7,0,5,21,1,9,1.8,12,2.4,0,
153,Jameis Winston,NOR,28,QB,3,3,5,16,0,7,1.4,9,1.8,0,
154,Raheem Blackshear,CAR,23,RB,4,1,4,-4,,-4,-1,0,0,0,
155,Gary Brightwell,NYG,23,RB,8,0,4,19,2,8,2,11,2.8,0,
156,Ja'Marr Chase,CIN,22,WR,7,7,4,2,0,2,0.5,0,0,0,
157,Myles Gaskin,MIA,25,RB,2,0,4,9,1,2,0.5,7,1.8,0,
158,Mecole Hardman,KAN,24,WR,7,5,4,31,3,27,6.8,4,1,1,4
159,D'Ernest Johnson,CLE,26,RB,6,0,4,17,1,5,1.3,12,3,0,
160,Terry McLaurin,WAS,27,WR,8,8,4,11,1,7,1.8,4,1,0,
161,Davante Adams,LVR,30,WR,7,7,3,-1,0,-1,-0.3,0,0,1,3
162,Joe Flacco,NYJ,37,QB,3,3,3,6,1,6,2,0,0,0,
163,Kevin Harris,NWE,22,RB,1,0,3,5,,3,1,2,0.7,0,
164,Chad Henne,KAN,37,QB,2,0,3,-3,,-3,-1,0,0,0,
165,Zander Horvath,LAC,24,FB,7,1,3,5,1,3,1,2,0.7,0,
166,Ty Johnson,NYJ,25,RB,8,0,3,9,,2,0.7,7,2.3,0,
167,Julio Jones,TAM,33,WR,3,2,3,17,2,14,4.7,3,1,0,
168,Velus Jones Jr.,CHI,25,WR,5,0,3,41,3,37,12.3,4,1.3,0,
169,Zay Jones,JAX,27,WR,7,6,3,21,1,19,6.3,2,0.7,0,
170,Kyle Juszczyk,SFO,31,FB,7,5,3,10,2,7,2.3,3,1,0,
171,Christian Kirk,JAX,26,WR,8,8,3,12,0,5,1.7,7,2.3,1,3
172,Isaiah McKenzie,BUF,27,WR,6,5,3,8,2,5,1.7,3,1,0,
173,Trace McSorley,ARI,27,QB,1,0,3,20,1,17,5.7,3,1,0,
174,Kalif Raymond,DET,28,WR,7,1,3,23,1,18,6,5,1.7,0,
175,Patrick Ricard,BAL,28,FB,8,8,3,8,2,2,0.7,6,2,0,
176,Brett Rypien,DEN,26,QB,1,1,3,9,2,8,2.7,1,0.3,0,
177,Steven Sims,PIT,25,WR,3,0,3,16,1,16,5.3,0,0,0,
178,Equanimeous St. Brown,CHI,26,WR,8,8,3,44,1,37,12.3,7,2.3,0,
179,Tyrod Taylor,NYG,33,QB,1,0,3,30,3,24,8,6,2,0,
180,Tyquan Thornton,NWE,22,WR,4,1,3,16,1,16,5.3,0,0,0,
181,DJ Turner,LVR,25,WR,3,0,3,20,1,4,1.3,16,5.3,0,
182,KaVontae Turpin,DAL,26,WR,8,0,3,17,1,17,5.7,0,0,0,
183,Montrell Washington,DEN,23,WR,8,0,3,30,,10,3.3,20,6.7,2,1.5
184,Christian Watson,GNB,23,WR,5,2,3,19,1,19,6.3,0,0,0,
185,Mark Andrews,BAL,27,TE,8,8,2,7,2,3,1.5,4,2,0,
186,Kendrick Bourne,NWE,27,WR,7,1,2,14,1,14,7,0,0,0,
187,Teddy Bridgewater,MIA,30,QB,4,1,2,21,2,20,10,1,0.5,0,
188,Treylon Burks,TEN,22,WR,4,2,2,12,1,6,3,6,3,0,
189,Michael Burton,KAN,30,FB,7,0,2,8,2,5,2.5,3,1.5,0,
190,Michael Dickson,SEA,26,P,8,0,2,-18,,-18,-9,0,0,0,
191,Jeff Driskel,HOU,29,QB,2,0,2,15,2,15,7.5,0,0,0,
192,D'Wayne Eskridge,SEA,25,WR,8,0,2,10,0,9,4.5,1,0.5,0,
193,Chris Godwin,TAM,26,WR,6,5,2,4,0,4,2,0,0,0,
194,KJ Hamler,DEN,23,WR,7,0,2,23,1,13,6.5,10,5,1,2
195,Richie James,NYG,27,WR,8,1,2,6,0,2,1,4,2,1,2
196,Tony Jones,2TM,25,,4,0,2,8,,6,3,2,1,0,
197,Travis Kelce,KAN,33,TE,7,7,2,5,1,1,0.5,4,2,0,
198,Ty Montgomery,NWE,29,WR,1,0,2,-2,0,-2,-1,0,0,0,
199,Elijah Moore,NYJ,22,WR,7,6,2,-4,0,-4,-2,0,0,0,
200,Gunner Olszewski,PIT,26,WR,7,0,2,18,1,8,4,10,5,0,
201,Breshad Perriman,TAM,29,WR,6,2,2,-7,0,-7,-3.5,0,0,0,
202,Brock Purdy,SFO,23,QB,2,0,2,0,0,0,0,0,0,0,
203,Anthony Schwartz,CLE,22,WR,7,0,2,20,1,20,10,0,0,0,
204,Trey Sermon,PHI,23,RB,2,0,2,19,2,10,5,9,4.5,0,
205,Amon-Ra St. Brown,DET,23,WR,6,6,2,68,1,63,31.5,5,2.5,0,
206,Kadarius Toney,NYG,23,WR,2,1,2,23,1,10,5,13,6.5,0,
207,Jaylen Waddle,MIA,24,WR,8,8,2,17,0,9,4.5,8,4,0,
208,P.J. Walker,CAR,27,QB,4,3,2,19,1,19,9.5,0,0,0,
209,Damien Williams,ATL,30,RB,1,1,2,2,,0,0,2,1,0,
210,Salvon Ahmed,MIA,24,RB,5,0,1,2,,2,2,0,0,0,
211,Brandon Aiyuk,SFO,24,WR,8,8,1,7,0,4,4,3,3,0,
212,Marcus Allen,PIT,26,LB,8,0,1,4,1,4,4,0,0,0,
213,Tutu Atwell,LAR,23,WR,5,0,1,9,0,7,7,2,2,0,
214,C.J. Beathard,JAX,29,QB,1,0,1,-1,,-1,-1,0,0,0,
215,Andrew Beck,DEN,26,FB,8,4,1,-1,0,-1,-1,0,0,0,
216,Daniel Bellinger,NYG,22,TE,7,6,1,2,1,0,0,2,2,0,
217,Parris Campbell,IND,25,WR,8,7,1,28,1,11,11,17,17,0,
218,DeAndre Carter,LAC,29,WR,7,4,1,-5,0,-5,-5,0,0,0,
219,Tyler Conklin,NYJ,27,TE,8,8,1,1,1,0,0,1,1,0,
220,Jaelon Darden,TAM,23,WR,8,0,1,2,0,2,2,0,0,0,
221,Greg Dortch,ARI,24,WR,8,2,1,1,0,0,0,1,1,0,
222,Jahan Dotson,WAS,22,WR,4,3,1,-10,0,-10,-10,0,0,0,
223,Romeo Doubs,GNB,22,WR,8,6,1,11,1,11,11,0,0,0,
224,Ashton Dulin,IND,25,WR,5,1,1,3,0,1,1,2,2,0,
225,Evan Engram,JAX,28,TE,8,7,1,0,0,0,0,0,0,0,
226,Matthias Farley,LVR,30,S,7,0,1,-3,,-3,-3,0,0,0,
227,Clayton Fejedelem,MIA,29,S,4,0,1,0,,0,0,0,0,0,
228,Demetric Felton,CLE,24,RB,5,0,1,-4,,-4,-4,0,0,0,
229,Jamie Gillan,NYG,25,P,8,0,1,-3,,-3,-3,0,0,0,
230,Noah Gray,KAN,23,TE,7,2,1,1,1,1,1,0,0,0,
231,C.J. Ham,MIN,29,FB,7,1,1,3,1,2,2,1,1,0,
232,Justin Jefferson,MIN,23,WR,7,7,1,3,1,3,3,0,0,0,
233,Jerry Jeudy,DEN,23,WR,8,8,1,1,1,0,0,1,1,0,
234,Jordan Mason,SFO,23,RB,7,0,1,7,,4,4,3,3,0,
235,Jakobi Meyers,NWE,26,WR,6,5,1,7,1,4,4,3,3,0,
236,Scott Miller,TAM,25,WR,6,1,1,8,0,8,8,0,0,0,
237,Gardner Minshew II,PHI,26,QB,1,0,1,-1,0,-1,-1,0,0,0,
238,C.J. Moore,DET,27,S,1,0,1,13,1,13,13,0,0,0,
239,David Njoku,CLE,26,TE,7,7,1,-6,0,-6,-6,0,0,0,
240,Dare Ogunbowale,HOU,28,RB,7,0,1,8,1,5,5,3,3,0,
241,Chigoziem Okonkwo,TEN,23,TE,7,2,1,-4,0,-4,-4,0,0,0,
242,K.J. Osborn,MIN,25,WR,7,6,1,-1,0,-1,-1,0,0,0,
243,Devine Ozigbo,DEN,26,RB,2,0,1,2,,2,2,0,0,0,
244,Josh Palmer,LAC,24,WR,6,6,1,4,1,1,1,3,3,0,
245,Zach Pascal,PHI,28,WR,7,0,1,0,0,0,0,0,0,0,
246,Donovan Peoples-Jones,CLE,23,WR,8,6,1,2,0,2,2,0,0,0,
247,Dante Pettis,CHI,27,WR,8,3,1,29,1,29,29,0,0,0,
248,George Pickens,PIT,21,WR,8,4,1,1,0,1,1,0,0,0,
249,Jalen Reagor,MIN,23,WR,7,0,1,17,1,17,17,0,0,0,
250,Rashid Shaheed,NOR,24,WR,3,1,1,44,1,29,29,15,15,1,1
251,Laviska Shenault Jr.,CAR,24,WR,4,0,1,0,0,0,0,0,0,0,
252,Ben Skowronek,LAR,25,WR,7,5,1,17,1,17,17,0,0,0,
253,Keith Smith,ATL,30,FB,8,2,1,2,1,0,0,2,2,0,
254,Ihmir Smith-Marsette,CHI,23,WR,6,0,1,-1,,-1,-1,0,0,0,
255,Durham Smythe,MIA,27,TE,7,7,1,1,1,0,0,1,1,0,
256,Isaiah Spiller,LAC,21,RB,1,0,1,-5,,-5,-5,0,0,0,
257,M.J. Stewart,HOU,27,DB,7,0,1,3,1,1,1,2,2,0,
258,Pierre Strong,NWE,24,RB,6,0,1,5,,3,3,2,2,0,
259,Courtland Sutton,DEN,27,WR,8,8,1,5,0,3,3,2,2,0,
260,Skylar Thompson,MIA,25,QB,2,1,1,9,1,9,9,0,0,0,
261,Marquez Valdes-Scantling,KAN,28,WR,7,5,1,-3,0,-3,-3,0,0,1,1
262,Quez Watkins,PHI,24,WR,7,3,1,-3,0,-3,-3,0,0,0,
263,Derek Watt,PIT,30,FB,8,2,1,2,1,2,2,0,0,0,
264,Cedrick Wilson Jr.,MIA,27,WR,7,0,1,8,0,1,1,7,7,1,1
265,Garrett Wilson,NYJ,22,WR,8,4,1,-2,0,-2,-2,0,0,0,
266,Olamide Zaccheaus,ATL,25,WR,8,5,1,-6,0,-6,-6,0,0,0,
