,,,,,Games,,Rushing,,,,,,,,,
59,Taysom Hill,NOR,32,TE,12,7,61,419,5,23,273,4.5,146,2.4,1,61
60,James Cook,BUF,23,RB,12,0,60,323,1,14,179,3,144,2.4,1,60
61,Joe Burrow,CIN,26,QB,12,12,59,224,5,21,193,3.3,31,0.5,0,
62,Rashaad Penny,SEA,26,RB,5,5,57,346,2,15,169,3,177,3.1,2,28.5
63,Geno Smith,SEA,32,QB,12,12,52,243,1,16,216,4.2,27,0.5,1,52
64,Gus Edwards,BAL,27,RB,4,3,49,195,3,16,88,1.8,107,2.2,5,9.8
65,Alexander Mattison,MIN,24,RB,12,0,48,174,3,12,103,2.1,71,1.5,6,8
66,Jacoby Brissett,CLE,30,QB,12,11,47,238,2,26,168,3.6,70,1.5,2,23.5
67,Jerick McKinnon,KAN,30,RB,12,0,47,200,0,7,112,2.4,88,1.9,3,15.7
68,Javonte Williams,DEN,22,RB,4,4,47,204,0,9,94,2,110,2.3,6,7.8
69,Chase Edmonds,2TM,26,RB,10,2,46,135,2,6,90,2,45,1,0,
70,Deon Jackson,IND,23,RB,12,2,44,136,1,9,82,1.9,54,1.2,1,44
71,Patrick Mahomes,KAN,27,QB,12,12,44,283,2,19,278,6.3,5,0.1,0,
72,Trevor Lawrence,JAX,23,QB,12,12,43,211,3,17,188,4.4,23,0.5,1,43
73,Kenny Pickett,PIT,24,QB,9,8,42,209,3,17,182,4.3,27,0.6,0,
74,Kenneth Gainwell,PHI,23,RB,12,0,41,183,4,13,121,3,62,1.5,2,20.5
75,Justin Herbert,LAC,24,QB,12,12,41,135,0,13,128,3.1,7,0.2,0,
76,Justice Hill,BAL,25,RB,10,0,41,225,0,10,147,3.6,78,1.9,7,5.9
77,Chuba Hubbard,CAR,23,RB,10,1,41,176,1,11,127,3.1,49,1.2,2,20.5
78,Elijah Mitchell,SFO,24,RB,4,1,40,224,0,11,126,3.2,98,2.5,2,20
79,Jaylen Warren,PIT,24,RB,11,0,39,195,0,12,124,3.2,71,1.8,2,19.5
80,Deebo Samuel,SFO,26,WR,11,10,37,207,2,7,105,2.8,102,2.8,3,12.3
81,Boston Scott,PHI,27,RB,10,2,37,124,1,5,93,2.5,31,0.8,1,37
82,Russell Wilson,DEN,34,QB,11,11,37,158,1,11,142,3.8,16,0.4,0,
83,Sony Michel,LAC,27,RB,10,0,36,106,0,8,42,1.2,64,1.8,3,12
84,J.K. Dobbins,BAL,24,RB,4,4,35,123,1,10,59,1.7,64,1.8,3,11.7
85,Matt Breida,NYG,27,RB,12,0,34,112,1,9,72,2.1,40,1.2,1,34
86,Joshua Kelley,LAC,25,RB,8,0,32,138,1,8,78,2.4,60,1.9,4,8
87,Curtis Samuel,WAS,26,WR,13,10,31,188,1,11,126,4.1,62,2,1,31
88,Justin Jackson,DET,26,RB,12,0,30,134,0,7,55,1.8,79,2.6,3,10
89,Mac Jones,NWE,24,QB,9,9,30,88,1,9,77,2.6,11,0.4,0,
90,Zonovan Knight,NYJ,21,RB,2,1,29,159,0,6,125,4.3,34,1.2,2,14.5
91,Ryan Tannehill,TEN,34,QB,10,10,29,81,1,10,71,2.4,10,0.3,0,
92,Kirk Cousins,MIN,34,QB,12,12,25,58,2,8,30,1.2,28,1.1,0,
93,Jamycal Hasty,JAX,26,RB,12,0,25,120,1,3,81,3.2,39,1.6,5,5
94,Rex Burkhead,HOU,32,RB,11,0,24,83,0,4,52,2.2,31,1.3,2,12
95,DeeJay Dallas,SEA,24,RB,12,0,24,104,0,5,71,3,33,1.4,1,24
96,Andy Dalton,NOR,35,QB,10,10,24,54,0,4,46,1.9,8,0.3,0,
97,Trestan Ebner,CHI,23,RB,13,0,24,54,0,2,24,1,30,1.3,1,24
98,Zack Moss,2TM,25,RB,9,0,24,122,0,4,83,3.5,39,1.6,0,
99,Matt Ryan,IND,37,QB,11,11,24,70,1,9,59,2.5,11,0.5,0,
100,Zach Wilson,NYJ,23,QB,7,7,24,94,1,6,90,3.8,4,0.2,0,
101,Malik Davis,DAL,24,RB,7,0,23,103,1,4,79,3.4,24,1,1,23
102,Jimmy Garoppolo,SFO,31,QB,11,10,23,33,2,12,14,0.6,19,0.8,0,
103,Taylor Heinicke,WAS,29,QB,7,7,23,67,1,4,49,2.1,18,0.8,1,23
104,Craig Reynolds,DET,26,RB,8,0,23,102,0,4,68,3,34,1.5,0,
105,Dontrell Hilliard,TEN,27,RB,11,1,22,145,0,4,109,5,36,1.6,0,
106,Nyheim Hines,2TM,26,RB,12,5,22,28,1,2,20,0.9,8,0.4,0,
107,J.D. McKissic,WAS,29,RB,8,0,22,95,0,5,64,2.9,31,1.4,1,22
108,Kyren Williams,LAR,22,RB,5,0,22,89,0,4,50,2.3,39,1.8,0,
109,Mike Boone,DEN,27,RB,8,0,21,100,0,6,67,3.2,33,1.6,3,7
110,Jared Goff,DET,28,QB,12,12,21,42,0,3,37,1.8,5,0.2,0,
111,Keaontay Ingram,ARI,23,RB,7,0,21,52,1,3,17,0.8,35,1.7,0,
112,Darrel Williams,ARI,27,RB,6,0,21,102,1,8,77,3.7,25,1.2,0,
113,Tom Brady,TAM,45,QB,12,12,20,-7,0,1,-8,-0.4,1,0.1,0,
114,Aaron Rodgers,GNB,39,QB,13,13,20,67,0,5,67,3.4,0,0,0,
115,Dak Prescott,DAL,29,QB,7,7,19,71,1,8,36,1.9,35,1.8,1,19
116,Carson Wentz,WAS,30,QB,6,6,19,79,0,3,62,3.3,17,0.9,1,19
117,Malik Willis,TEN,23,QB,6,2,19,72,0,3,52,2.7,20,1.1,1,19
118,Jordan Mason,SFO,23,RB,11,0,18,97,0,5,56,3.1,41,2.3,2,9
119,Bryce Perkins,LAR,26,QB,4,1,18,92,0,6,48,2.7,44,2.4,0,
120,Benny Snell Jr.,PIT,24,RB,12,0,18,86,1,6,50,2.8,36,2,0,
121,Isaiah Spiller,LAC,21,RB,5,0,18,41,0,2,17,0.9,24,1.3,0,
122,Tua Tagovailoa,MIA,24,QB,10,10,18,35,0,2,35,1.9,0,0,0,
123,Derek Carr,LVR,31,QB,12,12,17,77,0,8,67,3.9,10,0.6,0,
124,Davis Mills,HOU,24,QB,10,10,17,38,1,4,37,2.2,1,0.1,0,
125,Tyrion Davis-Price,SFO,22,RB,3,0,16,37,0,2,9,0.6,28,1.8,2,8
126,Trey Lance,SFO,22,QB,2,2,16,67,0,7,50,3.1,17,1.1,2,8
127,Baker Mayfield,CAR,27,QB,7,6,16,52,1,5,44,2.8,8,0.5,0,
128,Raheem Blackshear,CAR,23,RB,8,1,15,41,1,4,24,1.6,17,1.1,1,15
129,Ty Johnson,NYJ,25,RB,12,0,15,95,1,2,34,2.3,61,4.1,5,3
130,Phillip Lindsay,IND,28,RB,3,0,15,49,0,1,30,2,19,1.3,0,
131,Malcolm Brown,LAR,29,RB,6,0,14,34,0,0,26,1.9,8,0.6,1,14
132,Avery Williams,ATL,24,RB,13,3,14,83,1,4,69,4.9,14,1,0,
133,Matthew Stafford,LAR,34,QB,9,9,13,9,1,3,3,0.2,6,0.5,1,13
134,Mitchell Trubisky,PIT,28,QB,5,4,13,29,1,3,16,1.2,13,1,1,13
135,Tevin Coleman,SFO,29,RB,4,0,12,26,1,2,13,1.1,13,1.1,0,
136,Devin Duvernay,BAL,25,WR,12,12,12,84,1,7,75,6.3,9,0.8,0,
137,Darrynton Evans,CHI,24,RB,4,0,12,55,0,3,28,2.3,27,2.3,0,
138,Brandon Powell,LAR,27,WR,12,2,12,53,0,4,25,2.1,28,2.3,0,
139,Zamir White,LVR,23,RB,11,0,12,53,0,4,28,2.3,25,2.1,0,
140,Sam Ehlinger,IND,24,QB,2,2,11,54,0,3,50,4.5,4,0.4,0,
141,Dwayne Washington,NOR,28,RB,12,0,11,38,0,2,16,1.5,22,2,1,11
142,Jonathan Williams,WAS,28,RB,9,0,11,77,0,5,33,3,44,4,1,11
143,Myles Gaskin,MIA,25,RB,3,0,10,26,0,2,14,1.4,12,1.2,0,
144,Hassan Haskins,TEN,23,RB,11,0,10,42,0,2,17,1.7,25,2.5,0,
145,Tyler Huntley,BAL,24,QB,2,0,10,41,1,5,40,4,1,0.1,0,
146,J.J. Taylor,NWE,24,RB,1,0,10,9,0,,4,0.4,5,0.5,1,10
147,Skylar Thompson,MIA,25,QB,5,1,10,14,0,1,14,1.4,0,0,0,
148,Bailey Zappe,NWE,23,QB,4,2,10,0,0,0,0,0,0,0,0,
149,Braxton Berrios,NYJ,27,WR,12,2,9,91,2,5,72,8,19,2.1,0,
150,Gary Brightwell,NYG,23,RB,12,0,9,50,1,4,38,4.2,12,1.3,0,
151,Spencer Brown,CAR,24,RB,2,0,9,43,0,1,32,3.6,11,1.2,0,
152,Chase Claypool,2TM,24,WR,13,11,9,59,0,3,45,5,14,1.6,0,
153,Travis Homer,SEA,24,RB,7,0,9,43,0,3,28,3.1,15,1.7,0,
154,Tony Jones,2TM,25,RB,5,0,9,22,0,3,9,1,13,1.4,1,9
155,Cooper Kupp,LAR,29,WR,9,9,9,52,1,4,44,4.9,8,0.9,0,
156,CeeDee Lamb,DAL,23,WR,12,12,9,46,0,3,35,3.9,11,1.2,1,9
157,Brock Purdy,SFO,23,QB,4,0,9,2,0,1,-3,-0.3,5,0.6,0,
158,Ronnie Rivers,LAR,23,RB,5,1,9,21,0,1,16,1.8,5,0.6,0,
159,Cooper Rush,DAL,29,QB,8,5,9,6,0,1,6,0.7,0,0,0,
160,Steven Sims,PIT,25,WR,7,1,9,34,0,3,32,3.6,2,0.2,0,
161,Brandon Bolden,LVR,32,RB,11,0,8,34,0,1,30,3.8,4,0.5,0,
162,Mike Davis,BAL,29,RB,8,0,8,18,0,1,13,1.6,5,0.6,1,8
163,Ke'Shawn Vaughn,TAM,25,RB,10,0,8,21,0,1,11,1.4,10,1.3,1,8
164,John Wolford,LAR,27,QB,2,2,8,32,0,2,18,2.3,14,1.8,0,
165,Colt McCoy,ARI,36,QB,2,2,7,10,0,3,9,1.3,1,0.1,0,
166,Isaiah McKenzie,BUF,27,WR,11,7,7,42,1,3,37,5.3,5,0.7,0,
167,D.J. Moore,CAR,25,WR,12,12,7,39,0,1,26,3.7,13,1.9,0,
168,Dare Ogunbowale,HOU,28,RB,12,1,7,30,1,3,21,3,9,1.3,0,
169,Deshaun Watson,CLE,27,QB,1,1,7,21,0,0,15,2.1,6,0.9,0,
170,Jamal Agnew,JAX,27,WR,10,0,6,32,0,3,29,4.8,3,0.5,0,
171,Kyle Allen,HOU,26,QB,2,2,6,13,0,2,12,2,1,0.2,0,
172,Tyreek Hill,MIA,28,WR,12,12,6,30,0,2,24,4,6,1,1,6
173,Diontae Johnson,PIT,26,WR,12,12,6,23,0,1,18,3,5,0.8,0,
174,Velus Jones Jr.,CHI,25,WR,8,0,6,48,0,3,42,7,6,1,1,6
175,Anthony McFarland Jr.,PIT,23,RB,1,0,6,30,0,3,16,2.7,14,2.3,1,6
176,Terry McLaurin,WAS,27,WR,13,13,6,17,0,1,13,2.2,4,0.7,0,
177,Rondale Moore,ARI,22,WR,8,8,6,-5,0,1,-7,-1.2,2,0.3,0,
178,Laviska Shenault Jr.,CAR,24,WR,8,1,6,50,1,1,48,8,2,0.3,0,
179,Amon-Ra St. Brown,DET,23,WR,11,11,6,83,0,2,71,11.8,12,2,0,
180,Equanimeous St. Brown,CHI,26,WR,13,13,6,54,0,2,42,7,12,2,0,
181,P.J. Walker,CAR,27,QB,6,5,6,39,0,3,28,4.7,11,1.8,1,6
182,Mike White,NYJ,27,QB,2,2,6,9,1,3,7,1.2,2,0.3,0,
183,Jordan Wilkins,IND,28,RB,2,0,6,31,0,2,18,3,13,2.2,0,
184,Tutu Atwell,LAR,23,WR,8,1,5,32,0,1,26,5.2,6,1.2,0,
185,Julius Chestnut,TEN,22,RB,1,0,5,13,0,1,7,1.4,6,1.2,1,5
186,Alec Ingold,MIA,26,FB,12,10,5,6,1,4,2,0.4,4,0.8,0,
187,Kyle Juszczyk,SFO,31,FB,11,8,5,14,1,3,9,1.8,5,1,0,
188,Case Keenum,BUF,34,QB,2,0,5,0,0,,0,0,0,0,0,
189,Gunner Olszewski,PIT,26,WR,11,1,5,29,0,1,15,3,14,2.8,0,
190,Kalif Raymond,DET,28,WR,12,5,5,24,0,2,19,3.8,5,1,0,
191,Patrick Ricard,BAL,28,FB,12,11,5,14,0,4,5,1,9,1.8,0,
192,Montrell Washington,DEN,23,WR,12,1,5,30,0,,10,2,20,4,2,2.5
193,Christian Watson,GNB,23,WR,10,7,5,68,2,2,68,13.6,0,0,0,
194,Derek Watt,PIT,30,FB,12,3,5,15,0,5,6,1.2,9,1.8,0,
195,Trayveon Williams,CIN,25,RB,4,0,5,28,0,1,7,1.4,21,4.2,1,5
196,Jameis Winston,NOR,28,QB,3,3,5,16,0,0,7,1.4,9,1.8,0,
197,Ameer Abdullah,LVR,29,RB,12,0,4,20,0,2,13,3.3,7,1.8,0,
198,Salvon Ahmed,MIA,24,RB,7,0,4,13,0,1,6,1.5,7,1.8,0,
199,Kendrick Bourne,NWE,27,WR,11,2,4,8,0,1,8,2,0,0,0,
200,Michael Burton,KAN,30,FB,12,0,4,7,0,2,4,1,3,0.8,0,
201,Ja'Marr Chase,CIN,22,WR,8,8,4,2,0,0,2,0.5,0,0,0,
202,Snoop Conner,JAX,22,RB,4,0,4,17,0,,11,2.8,6,1.5,0,
203,Mecole Hardman,KAN,24,WR,8,5,4,31,2,3,27,6.8,4,1,1,4
204,Kevin Harris,NWE,22,RB,2,0,4,4,0,,2,0.5,2,0.5,0,
205,Zander Horvath,LAC,24,FB,12,2,4,8,0,2,6,1.5,2,0.5,0,
206,Justin Jefferson,MIN,23,WR,12,12,4,24,1,2,21,5.3,3,0.8,0,
207,D'Ernest Johnson,CLE,26,RB,10,0,4,17,0,1,5,1.3,12,3,0,
208,Julio Jones,TAM,33,WR,7,3,4,32,0,3,29,7.3,3,0.8,0,
209,Ronald Jones II,KAN,25,RB,2,0,4,12,0,1,6,1.5,6,1.5,0,
210,Christian Kirk,JAX,26,WR,12,12,4,7,0,0,0,0,7,1.8,1,4
211,Marlon Mack,2TM,26,,4,0,4,10,0,,5,1.3,5,1.3,1,4
212,Trace McSorley,ARI,27,QB,3,0,4,26,0,1,23,5.8,3,0.8,0,
213,Elijah Moore,NYJ,22,WR,11,7,4,2,0,1,-7,-1.8,9,2.3,0,
214,Kene Nwangwu,MIN,24,RB,12,0,4,1,0,,-1,-0.3,2,0.5,0,
215,Anthony Schwartz,CLE,22,WR,11,1,4,57,1,2,55,13.8,2,0.5,0,
216,Trevor Siemian,CHI,31,QB,2,1,4,8,0,1,8,2,0,0,0,
217,Trent Taylor,CIN,28,WR,12,1,4,15,0,,12,3,3,0.8,1,4
218,Kadarius Toney,2TM,23,WR,5,2,4,56,0,2,43,10.8,13,3.3,0,
219,Garrett Wilson,NYJ,22,WR,12,7,4,4,0,0,4,1,0,0,0,
220,Davante Adams,LVR,30,WR,12,12,3,-1,0,0,-1,-0.3,0,0,1,3
221,Brandon Allen,CIN,30,QB,1,0,3,-1,0,1,-1,-0.3,0,0,0,
222,Mark Andrews,BAL,27,TE,11,11,3,8,0,3,4,1.3,4,1.3,0,
223,Parris Campbell,IND,25,WR,13,12,3,31,0,1,14,4.7,17,5.7,0,
224,Sam Darnold,CAR,25,QB,1,1,3,3,1,1,1,0.3,2,0.7,0,
225,Joe Flacco,NYJ,37,QB,3,3,3,6,0,1,6,2,0,0,0,
226,Jerome Ford,CLE,23,RB,8,0,3,3,0,,-1,-0.3,4,1.3,0,
227,Chris Godwin,TAM,26,WR,10,9,3,5,0,0,4,1.3,1,0.3,0,
228,Chad Henne,KAN,37,QB,2,0,3,-3,0,,-3,-1,0,0,0,
229,Zay Jones,JAX,27,WR,11,10,3,21,0,1,19,6.3,2,0.7,0,
230,K.J. Osborn,MIN,25,WR,12,8,3,6,0,2,2,0.7,4,1.3,1,3
231,George Pickens,PIT,21,WR,12,7,3,24,1,2,20,6.7,4,1.3,0,
232,Brett Rypien,DEN,26,QB,1,1,3,9,0,2,8,2.7,1,0.3,0,
233,Rashid Shaheed,NOR,24,WR,8,2,3,50,1,2,35,11.7,15,5,1,3
234,Tyrod Taylor,NYG,33,QB,1,0,3,30,0,3,24,8,6,2,0,
235,Tyquan Thornton,NWE,22,WR,8,4,3,16,1,1,16,5.3,0,0,0,
236,DJ Turner,LVR,25,WR,8,0,3,20,0,1,4,1.3,16,5.3,0,
237,KaVontae Turpin,DAL,26,WR,12,0,3,17,0,1,17,5.7,0,0,0,
238,Teddy Bridgewater,MIA,30,QB,4,1,2,21,0,2,20,10,1,0.5,0,
239,Treylon Burks,TEN,22,WR,8,4,2,12,0,1,6,3,6,3,0,
240,Brandin Cooks,HOU,29,WR,10,10,2,7,0,0,7,3.5,0,0,0,
241,Michael Dickson,SEA,26,P,12,0,2,-18,0,,-18,-9,0,0,0,
242,Greg Dortch,ARI,24,WR,11,2,2,4,0,0,0,0,4,2,0,
243,Jahan Dotson,WAS,22,WR,8,6,2,-7,0,0,-8,-4,1,0.5,0,
244,Jeff Driskel,HOU,29,QB,2,0,2,15,0,2,15,7.5,0,0,0,
245,D'Wayne Eskridge,SEA,25,WR,10,0,2,10,0,0,9,4.5,1,0.5,0,
246,C.J. Ham,MIN,29,FB,12,2,2,6,1,2,5,2.5,1,0.5,0,
247,KJ Hamler,DEN,23,WR,7,0,2,23,0,1,13,6.5,10,5,1,2
248,Richie James,NYG,27,WR,12,2,2,6,0,0,2,1,4,2,1,2
249,Duke Johnson,BUF,29,RB,1,0,2,4,0,1,1,0.5,3,1.5,0,
250,Travis Kelce,KAN,33,TE,12,12,2,5,0,1,1,0.5,4,2,0,
251,Cole Kmet,CHI,23,TE,13,13,2,9,0,1,9,4.5,0,0,0,
252,Jakobi Meyers,NWE,26,WR,10,9,2,9,0,2,5,2.5,4,2,0,
253,Ty Montgomery,NWE,29,WR,1,0,2,-2,0,0,-2,-1,0,0,0,
254,Chris Moore,HOU,29,WR,11,2,2,5,0,0,4,2,1,0.5,0,
255,Breshad Perriman,TAM,29,WR,9,2,2,-7,0,0,-7,-3.5,0,0,0,
256,Dante Pettis,CHI,27,WR,13,4,2,37,0,2,37,18.5,0,0,0,
257,Jalen Reagor,MIN,23,WR,12,0,2,25,0,1,22,11,3,1.5,0,
258,Wan'Dale Robinson,NYG,21,WR,6,3,2,-1,0,0,-1,-0.5,0,0,0,
259,Trey Sermon,PHI,23,RB,2,0,2,19,0,2,10,5,9,4.5,0,
260,Durham Smythe,MIA,27,TE,11,10,2,1,1,1,0,0,1,0.5,0,
261,Nate Sudfeld,DET,29,QB,1,0,2,-1,0,,-1,-0.5,0,0,0,
262,Jaylen Waddle,MIA,24,WR,12,12,2,17,0,0,9,4.5,8,4,0,
263,Damien Williams,ATL,30,RB,1,1,2,2,0,,0,0,2,1,0,
264,Olamide Zaccheaus,ATL,25,WR,13,9,2,7,0,1,-6,-3,13,6.5,0,
265,Brandon Aiyuk,SFO,24,WR,12,12,1,7,0,0,4,4,3,3,0,
266,Marcus Allen,PIT,26,LB,12,0,1,4,0,1,4,4,0,0,0,
267,C.J. Beathard,JAX,29,QB,2,0,1,-1,0,,-1,-1,0,0,0,
268,Andrew Beck,DEN,26,FB,9,4,1,-1,0,0,-1,-1,0,0,0,
269,Daniel Bellinger,NYG,22,TE,8,7,1,2,1,1,0,0,2,2,0,
270,Harrison Bryant,CLE,24,TE,12,6,1,8,0,1,6,6,2,2,0,
271,Jason Cabinda,DET,26,FB,4,2,1,4,0,1,4,4,0,0,0,
272,DeAndre Carter,LAC,29,WR,12,7,1,-5,0,0,-5,-5,0,0,0,
273,Sean Chandler,CAR,26,S,12,0,1,2,0,1,0,0,2,2,0,
274,Tyler Conklin,NYJ,27,TE,12,12,1,1,0,1,0,0,1,1,0,
275,Jaelon Darden,TAM,23,WR,12,0,1,2,0,0,2,2,0,0,0,
276,Ashtyn Davis,NYJ,26,S,10,0,1,2,0,1,1,1,1,1,0,
277,Romeo Doubs,GNB,22,WR,9,7,1,11,0,1,11,11,0,0,0,
278,Ashton Dulin,IND,25,WR,9,2,1,3,0,0,1,1,2,2,0,
279,Evan Engram,JAX,28,TE,12,9,1,0,0,0,0,0,0,0,0,
280,Gerald Everett,LAC,28,TE,11,7,1,0,0,0,0,0,0,0,0,
281,Matthias Farley,LVR,30,S,12,0,1,-3,0,,-3,-3,0,0,0,
282,Clayton Fejedelem,MIA,29,S,8,0,1,0,0,,0,0,0,0,0,
283,Demetric Felton,CLE,24,RB,6,0,1,-4,0,,-4,-4,0,0,0,
284,Jamie Gillan,NYG,25,P,12,0,1,-3,0,,-3,-3,0,0,0,
285,Marquise Goodwin,SEA,32,WR,10,1,1,7,0,0,7,7,0,0,0,
286,Kylen Granson,IND,24,TE,12,4,1,0,0,0,0,0,0,0,0,
287,Noah Gray,KAN,23,TE,12,6,1,1,1,1,1,1,0,0,0,
288,Peyton Hendershot,DAL,23,TE,12,1,1,2,1,1,2,2,0,0,0,
289,Kylin Hill,GNB,24,RB,2,0,1,7,0,1,2,2,5,5,0,
290,Kendall Hinton,DEN,25,WR,10,4,1,13,0,1,13,13,0,0,0,
291,Mack Hollins,LVR,29,WR,12,11,1,0,0,0,-8,-8,8,8,0,
292,Jordan Howard,NOR,28,RB,2,0,1,1,0,,0,0,1,1,0,
293,Robert Hunt,MIA,26,OL,12,12,1,0,0,,0,0,0,0,0,
294,Trenton Irwin,CIN,27,WR,5,1,1,11,0,1,8,8,3,3,0,
295,Jerry Jeudy,DEN,23,WR,10,9,1,1,0,1,0,0,1,1,0,
296,David Johnson,NOR,31,RB,1,0,1,-4,0,0,-4,-4,0,0,0,
297,Scott Miller,TAM,25,WR,10,1,1,8,0,0,8,8,0,0,0,
298,Gardner Minshew II,PHI,26,QB,2,0,1,-1,0,0,-1,-1,0,0,0,
299,Darnell Mooney,CHI,25,WR,12,12,1,2,0,0,0,0,2,2,0,
