,,,,,Games,,Rushing,,,,,,,,
38,Travis Etienne,JAX,23,RB,3,0,26,112,6,46,1.8,66,2.5,1,26
39,Lamar Jackson,BAL,25,QB,3,3,26,243,11,203,7.8,40,1.5,3,8.7
40,Daniel Jones,NYG,25,QB,3,3,25,125,13,84,3.4,41,1.6,1,25
41,Marcus Mariota,ATL,29,QB,3,3,25,92,5,77,3.1,15,0.6,0,
42,Alvin Kamara,NOR,27,RB,2,2,24,100,4,51,2.1,49,2,2,12
43,Raheem Mostert,MIA,30,RB,3,1,24,78,5,41,1.7,37,1.5,3,8
44,Chase Edmonds,MIA,26,RB,3,2,23,79,4,49,2.1,30,1.3,0,
45,Devin Singletary,BUF,25,RB,3,3,23,80,4,47,2,33,1.4,1,23
46,Clyde Edwards-Helaire,KAN,23,RB,3,3,22,116,3,26,1.2,90,4.1,1,22
47,Breece Hall,NYJ,21,RB,3,0,21,112,4,84,4,28,1.3,1,21
48,Josh Allen,BUF,26,QB,3,3,19,113,10,76,4,37,1.9,0,
49,Mark Ingram,NOR,33,RB,3,1,19,98,6,65,3.4,33,1.7,1,19
50,Eno Benjamin,ARI,23,RB,3,0,17,75,4,44,2.6,31,1.8,2,8.5
51,Rex Burkhead,HOU,32,RB,3,0,17,49,1,38,2.2,11,0.6,1,17
52,Kenyan Drake,BAL,28,RB,2,2,17,39,1,29,1.7,10,0.6,0,
53,Alexander Mattison,MIN,24,RB,3,0,17,72,4,35,2.1,37,2.2,3,5.7
54,Isiah Pacheco,KAN,22,RB,3,0,17,77,4,23,1.4,54,3.2,0,
55,Deebo Samuel,SFO,26,WR,3,3,17,111,4,39,2.3,72,4.2,2,8.5
56,Tyler Allgeier,ATL,22,RB,2,0,16,55,2,32,2,23,1.4,0,
57,Trey Lance,SFO,22,QB,2,2,16,67,7,50,3.1,17,1.1,2,8
58,Sony Michel,LAC,27,RB,3,0,16,47,2,19,1.2,28,1.8,0,
59,Joe Burrow,CIN,26,QB,3,3,15,73,5,69,4.6,4,0.3,0,
60,Jerick McKinnon,KAN,30,RB,3,0,15,54,1,36,2.4,18,1.2,0,
61,Tyrion Davis-Price,SFO,22,RB,1,0,14,33,2,9,0.6,24,1.7,1,14
62,Mac Jones,NWE,24,QB,3,3,14,37,4,30,2.1,7,0.5,0,
63,Jacoby Brissett,CLE,30,QB,3,3,13,64,7,53,4.1,11,0.8,0,
64,James Cook,BUF,23,RB,3,0,13,58,4,13,1,45,3.5,0,
65,Zack Moss,BUF,25,RB,3,0,13,78,3,61,4.7,17,1.3,0,
66,Baker Mayfield,CAR,27,QB,3,3,12,40,3,32,2.7,8,0.7,0,
67,Kyler Murray,ARI,25,QB,3,3,12,65,5,64,5.3,1,0.1,0,
68,Justice Hill,BAL,25,RB,3,0,11,80,3,68,6.2,12,1.1,1,11
69,Samaje Perine,CIN,27,RB,3,0,11,53,3,37,3.4,16,1.5,1,11
70,Jaylen Warren,PIT,24,RB,3,0,11,52,3,40,3.6,12,1.1,0,
71,Carson Wentz,WAS,30,QB,3,3,11,57,2,45,4.1,12,1.1,1,11
72,Kenneth Gainwell,PHI,23,RB,3,0,10,33,3,14,1.4,19,1.9,0,
73,Boston Scott,PHI,27,RB,3,0,10,29,2,15,1.5,14,1.4,1,10
74,Geno Smith,SEA,32,QB,3,3,10,15,2,9,0.9,6,0.6,0,
75,Hassan Haskins,TEN,23,RB,3,0,9,37,2,13,1.4,24,2.7,0,
76,Joshua Kelley,LAC,25,RB,3,0,9,40,2,14,1.6,26,2.9,1,9
77,Patrick Mahomes,KAN,27,QB,3,3,9,30,4,30,3.3,0,0,0,
78,J.D. McKissic,WAS,29,RB,3,0,9,25,2,19,2.1,6,0.7,0,
79,Craig Reynolds,DET,26,RB,3,0,9,29,1,22,2.4,7,0.8,0,
80,Darrel Williams,ARI,27,RB,3,0,9,66,4,51,5.7,15,1.7,0,
81,Russell Wilson,DEN,34,QB,3,3,9,22,1,19,2.1,3,0.3,0,
82,Trevor Lawrence,JAX,23,QB,3,3,8,22,1,18,2.3,4,0.5,0,
83,Curtis Samuel,WAS,26,WR,3,2,8,51,3,31,3.9,20,2.5,1,8
84,Rachaad White,TAM,23,RB,3,0,8,15,1,8,1,7,0.9,1,8
85,Matt Breida,NYG,27,RB,3,0,7,23,2,11,1.6,12,1.7,0,
86,Chase Claypool,PIT,24,WR,3,3,7,47,3,37,5.3,10,1.4,0,
87,Mike Davis,BAL,29,RB,3,0,7,15,1,11,1.6,4,0.6,0,
88,J.K. Dobbins,BAL,24,RB,1,1,7,23,0,12,1.7,11,1.6,1,7
89,Trestan Ebner,CHI,23,RB,3,0,7,23,1,15,2.1,8,1.1,0,
90,Justin Herbert,LAC,24,QB,3,3,7,9,2,9,1.3,0,0,0,
91,Taysom Hill,NOR,32,TE,2,1,7,95,3,64,9.1,31,4.4,0,
92,Nyheim Hines,IND,26,RB,3,2,7,11,1,7,1,4,0.6,0,
93,Aaron Rodgers,GNB,39,QB,3,3,7,8,1,8,1.1,0,0,0,
94,Matt Ryan,IND,37,QB,3,3,7,16,3,14,2,2,0.3,0,
95,Ryan Tannehill,TEN,34,QB,3,3,7,11,3,6,0.9,5,0.7,0,
96,Kenneth Walker III,SEA,22,RB,2,0,7,29,2,8,1.1,21,3,1,7
97,Brandon Bolden,LVR,32,RB,2,0,6,24,1,20,3.3,4,0.7,0,
98,Tom Brady,TAM,45,QB,3,3,6,-4,0,-4,-0.7,0,0,0,
99,Jared Goff,DET,28,QB,3,3,6,15,1,10,1.7,5,0.8,0,
100,Elijah Mitchell,SFO,24,RB,1,1,6,41,2,28,4.7,13,2.2,1,6
101,Mitchell Trubisky,PIT,28,QB,3,3,6,23,2,20,3.3,3,0.5,0,
102,Jimmy Garoppolo,SFO,31,QB,2,1,5,5,2,1,0.2,4,0.8,0,
103,Jameis Winston,NOR,28,QB,3,3,5,16,0,7,1.4,9,1.8,0,
104,D'Onta Foreman,CAR,26,RB,3,0,4,14,,6,1.5,8,2,0,
105,Dontrell Hilliard,TEN,27,RB,2,0,4,22,0,17,4.3,5,1.3,0,
106,Travis Homer,SEA,24,RB,3,0,4,18,2,7,1.8,11,2.8,0,
107,Chuba Hubbard,CAR,23,RB,3,0,4,28,2,11,2.8,17,4.3,1,4
108,Davis Mills,HOU,24,QB,3,3,4,0,0,-1,-0.3,1,0.3,0,
109,Matthew Stafford,LAR,34,QB,3,3,4,4,2,4,1,0,0,0,
110,Tua Tagovailoa,MIA,24,QB,3,3,4,1,1,1,0.3,0,0,0,
111,Dwayne Washington,NOR,28,RB,2,0,4,18,2,9,2.3,9,2.3,1,4
112,Malik Willis,TEN,23,QB,1,0,4,16,1,12,3,4,1,0,
113,Jamal Agnew,JAX,27,WR,3,0,3,7,1,6,2,1,0.3,0,
114,Braxton Berrios,NYJ,27,WR,3,0,3,20,1,8,2.7,12,4,0,
115,Derek Carr,LVR,31,QB,3,3,3,26,2,26,8.7,0,0,0,
116,Ja'Marr Chase,CIN,22,WR,3,3,3,2,0,2,0.7,0,0,0,
117,Kirk Cousins,MIN,34,QB,3,3,3,19,1,6,2,13,4.3,0,
118,DeeJay Dallas,SEA,24,RB,3,0,3,21,1,18,6,3,1,0,
119,Joe Flacco,NYJ,37,QB,3,3,3,6,1,6,2,0,0,0,
120,Alec Ingold,MIA,26,FB,3,3,3,3,2,1,0.3,2,0.7,0,
121,Case Keenum,BUF,34,QB,1,0,3,2,,2,0.7,0,0,0,
122,Trace McSorley,ARI,27,QB,1,0,3,20,1,17,5.7,3,1,0,
123,D.J. Moore,CAR,25,WR,3,3,3,20,0,11,3.7,9,3,0,
124,Cooper Rush,DAL,29,QB,3,2,3,0,0,0,0,0,0,0,
125,Avery Williams,ATL,24,RB,3,0,3,16,1,9,3,7,2.3,0,
126,Michael Burton,KAN,30,FB,3,0,2,8,2,5,2.5,3,1.5,0,
127,Jeff Driskel,HOU,29,QB,2,0,2,15,2,15,7.5,0,0,0,
128,Devin Duvernay,BAL,25,WR,3,3,2,-2,0,-2,-1,0,0,0,
129,Deon Jackson,IND,23,RB,3,0,2,-3,,-4,-2,1,0.5,0,
130,Richie James,NYG,27,WR,3,1,2,6,0,2,1,4,2,1,2
131,Julio Jones,TAM,33,WR,1,0,2,17,2,14,7,3,1.5,0,
132,Tony Jones,NOR,25,RB,2,0,2,8,,6,3,2,1,0,
133,Kyle Juszczyk,SFO,31,FB,3,2,2,1,1,0,0,1,0.5,0,
134,Ty Montgomery,NWE,29,WR,1,0,2,-2,0,-2,-1,0,0,0,
135,Breshad Perriman,TAM,29,WR,3,2,2,-7,0,-7,-3.5,0,0,0,
136,Brandon Powell,LAR,27,WR,3,0,2,-23,0,-23,-11.5,0,0,0,
137,Dak Prescott,DAL,29,QB,1,1,2,11,1,11,5.5,0,0,0,
138,Anthony Schwartz,CLE,22,WR,3,0,2,20,1,20,10,0,0,0,
139,Amon-Ra St. Brown,DET,23,WR,3,3,2,68,1,63,31.5,5,2.5,0,
140,Equanimeous St. Brown,CHI,26,WR,3,3,2,43,1,36,18,7,3.5,0,
141,Kadarius Toney,NYG,23,WR,2,1,2,23,1,10,5,13,6.5,0,
142,Jaylen Waddle,MIA,24,WR,3,3,2,17,0,9,4.5,8,4,0,
143,Damien Williams,ATL,30,RB,1,1,2,2,,0,0,2,1,0,
144,Davante Adams,LVR,30,WR,3,3,1,-4,0,-4,-4,0,0,1,1
145,Brandon Aiyuk,SFO,24,WR,3,3,1,7,0,4,4,3,3,0,
146,Mark Andrews,BAL,27,TE,3,3,1,3,1,1,1,2,2,0,
147,C.J. Beathard,JAX,29,QB,1,0,1,-1,,-1,-1,0,0,0,
148,Andrew Beck,DEN,26,FB,3,1,1,-1,0,-1,-1,0,0,0,
149,Gary Brightwell,NYG,23,RB,3,0,1,14,1,5,5,9,9,0,
150,Treylon Burks,TEN,22,WR,3,1,1,8,0,3,3,5,5,0,
151,DeAndre Carter,LAC,29,WR,3,2,1,-5,0,-5,-5,0,0,0,
152,Jaelon Darden,TAM,23,WR,3,0,1,2,0,2,2,0,0,0,
153,Jahan Dotson,WAS,22,WR,3,3,1,-10,0,-10,-10,0,0,0,
154,Romeo Doubs,GNB,22,WR,3,1,1,11,1,11,11,0,0,0,
155,Ashton Dulin,IND,25,WR,3,1,1,3,0,1,1,2,2,0,
156,Evan Engram,JAX,28,TE,3,3,1,0,0,0,0,0,0,0,
157,Demetric Felton,CLE,24,RB,2,0,1,-4,,-4,-4,0,0,0,
158,Mecole Hardman,KAN,24,WR,3,3,1,-4,0,-4,-4,0,0,0,
159,Tyreek Hill,MIA,28,WR,3,3,1,6,0,6,6,0,0,0,
160,Zander Horvath,LAC,24,FB,3,0,1,2,1,1,1,1,1,0,
161,Caleb Huntley,ATL,24,RB,1,0,1,3,,1,1,2,2,0,
162,Jerry Jeudy,DEN,23,WR,3,3,1,1,1,0,0,1,1,0,
163,Zay Jones,JAX,27,WR,3,2,1,0,0,0,0,0,0,0,
164,Travis Kelce,KAN,33,TE,3,3,1,1,1,0,0,1,1,0,
165,Cooper Kupp,LAR,29,WR,3,3,1,20,1,20,20,0,0,0,
166,CeeDee Lamb,DAL,23,WR,3,3,1,6,1,4,4,2,2,0,
167,Jordan Mason,SFO,23,RB,3,0,1,7,,4,4,3,3,0,
168,Isaiah McKenzie,BUF,27,WR,3,3,1,6,1,5,5,1,1,0,
169,Terry McLaurin,WAS,27,WR,3,3,1,7,1,6,6,1,1,0,
170,Jakobi Meyers,NWE,26,WR,2,2,1,7,1,4,4,3,3,0,
171,Scott Miller,TAM,25,WR,2,1,1,8,0,8,8,0,0,0,
172,Elijah Moore,NYJ,22,WR,3,3,1,-6,0,-6,-6,0,0,0,
173,Chigoziem Okonkwo,TEN,23,TE,3,0,1,-4,0,-4,-4,0,0,0,
174,Gunner Olszewski,PIT,26,WR,3,0,1,18,1,8,8,10,10,0,
175,Josh Palmer,LAC,24,WR,3,3,1,4,1,1,1,3,3,0,
176,Zach Pascal,PHI,28,WR,3,0,1,0,0,0,0,0,0,0,
177,Jalen Reagor,MIN,23,WR,3,0,1,17,1,17,17,0,0,0,
178,Patrick Ricard,BAL,28,FB,3,3,1,5,1,1,1,4,4,0,
179,M.J. Stewart,HOU,27,DB,3,0,1,3,1,1,1,2,2,0,
180,Courtland Sutton,DEN,27,WR,3,3,1,5,0,3,3,2,2,0,
181,KaVontae Turpin,DAL,26,WR,3,0,1,3,,3,3,0,0,0,
182,Marquez Valdes-Scantling,KAN,28,WR,3,3,1,-3,0,-3,-3,0,0,1,1
183,Montrell Washington,DEN,23,WR,3,0,1,19,,0,0,19,19,1,1
184,Christian Watson,GNB,23,WR,2,1,1,7,0,7,7,0,0,0,
185,Derek Watt,PIT,30,FB,3,0,1,2,1,2,2,0,0,0,
186,Zamir White,LVR,23,RB,3,0,1,2,,0,0,2,2,0,
187,Jonathan Williams,WAS,28,RB,3,0,1,6,1,1,1,5,5,0,
188,Cedrick Wilson Jr.,MIA,27,WR,3,0,1,8,,1,1,7,7,1,1
189,Garrett Wilson,NYJ,22,WR,3,2,1,-2,0,-2,-2,0,0,0,
