PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
Calvin Austin III,PIT,WR,5,3,9.2,31.19,5,5,100,65,0,3.8,5,-1.3
Marquez Valdes-Scantling,NO,WR,8.6,3,16.4,39.66,2,7,28.57,64,0,6,5,1
Jordan Addison,MIN,WR,7.3,3,8.9,25.25,7,9,77.78,63,0,1.3,1.9,-0.6
George Kittle,SF,TE,5.2,1.8,16,32.64,4,7,57.14,61,0,5.7,9,-3.2
Chig Okonkwo,TEN,TE,9.6,4.2,5.5,26.71,8,10,80,59,0,3.8,2.5,1.2
Jakobi Meyers,LV,WR,9.1,2.5,11.9,29.73,5,9,55.56,59,0,1.9,2.1,-0.2
Michael Pittman,IND,WR,7.4,5.3,7.6,21.76,6,9,66.67,58,0,2.6,4.1,-1.4
Ladd McConkey,LAC,WR,6.2,2.2,7.8,20.84,5,7,71.43,58,1,3.1,4.8,-1.7
Christian Watson,GB,WR,5.2,2.7,14.8,49.06,3,6,50,56,0,1.4,1.6,-0.1
Garrett Wilson,NYJ,WR,4.9,2.1,16.1,30.09,3,6,50,56,1,5.2,3.2,2
Parker Washington,JAX,WR,5.7,2.5,14.5,33.13,3,6,50,54,0,9.7,3.9,5.8
Zay Flowers,BAL,WR,9.5,4.7,8.7,24.9,6,7,85.71,53,0,1.3,2.3,-1
Dalton Kincaid,BUF,TE,6.4,4.3,12.1,23.92,4,7,57.14,53,0,5.8,5.2,0.6
T.J. Hockenson,MIN,TE,8,3.4,7.7,16.99,5,7,71.43,52,0,4.1,3.3,0.8
Malik Washington,MIA,WR,6.2,3.6,2.3,7.97,5,6,83.33,52,0,8.3,6.4,1.9
Adam Thielen,CAR,WR,8,2.4,8.8,28.63,5,7,71.43,51,0,5.4,4.8,0.7
Stone Smartt,LAC,TE,5.5,4.4,8.8,20.15,5,6,83.33,50,0,2.5,3.7,-1.2
Jonnu Smith,MIA,TE,7,3.8,3.7,24.05,9,11,81.82,48,1,3.2,2.9,0.3
DJ Moore,CHI,WR,9,5.3,0.5,1.68,8,8,100,46,0,5.2,5.8,-0.5
Xavier Worthy,KC,WR,5.9,2.4,8.9,28.69,6,11,54.55,46,0,6,5.8,0.1
Quentin Johnston,LAC,WR,6.9,2,11.2,42.62,5,10,50,45,1,3.9,2.1,1.8
Calvin Ridley,TEN,WR,4,2,13.3,32.33,3,5,60,41,0,6.2,0.9,5.3
Romeo Doubs,GB,WR,4.2,2.6,17.2,47.43,3,5,60,40,2,3.4,1.3,2.1
Rome Odunze,CHI,WR,8.4,2.3,13,37.63,2,7,28.57,39,0,13.1,3.2,9.9
Khalil Shakir,BUF,WR,4.8,3.3,5.7,11.3,6,7,85.71,39,1,5.8,4.9,0.9
Wan'Dale Robinson,NYG,WR,4.5,1.9,9.8,44.98,4,9,44.44,38,0,0.9,2.2,-1.3
Josh Whyle,TEN,TE,7.1,4,7.6,18.49,5,5,100,37,1,1.6,1.8,-0.3
Jameson Williams,DET,WR,5.4,2.3,14.9,17.2,3,5,60,37,1,-0.1,0.8,-0.9
DeAndre Hopkins,KC,WR,7,0.9,11,19.32,5,6,83.33,36,0,1.6,2,-0.5
Tyreek Hill,MIA,WR,5.2,1.8,15.2,62.3,2,7,28.57,36,0,1.5,1,0.5
Brock Bowers,LV,TE,5.3,1.6,10.8,17.96,3,6,50,35,0,7,4.5,2.5
Brandin Cooks,DAL,WR,9.4,2.8,11.3,26.91,3,5,60,34,0,0,0.8,-0.8
Jayden Reed,GB,WR,9,5.8,-0.2,-0.61,5,6,83.33,34,0,9.1,7.4,1.6
Josh Downs,IND,WR,6.5,2.7,7.8,19.98,3,8,37.5,32,0,5,1.2,3.8
Courtland Sutton,DEN,WR,5.5,1.8,14.6,73.57,3,9,33.33,32,1,0.4,1,-0.6
Marvin Harrison Jr.,ARI,WR,2.6,2.2,14.5,57.04,2,6,33.33,32,0,11.8,13,-1.2
Jauan Jennings,SF,WR,3.9,2.3,13.1,34.36,2,9,22.22,31,0,4.8,4,0.8
Tim Patrick,DET,WR,5.9,4.1,10.8,20.05,4,8,50,30,1,3,3.2,-0.2
Travis Kelce,KC,TE,4.5,2.7,10.5,24.6,4,8,50,27,0,3.1,4.4,-1.3
Dante Pettis,NO,WR,6.6,4.1,10.7,18.49,2,5,40,24,0,2.6,4.9,-2.3
Pat Freiermuth,PIT,TE,5.4,3.1,8.6,34.95,3,6,50,22,1,1.7,2.5,-0.9
Noah Gray,KC,TE,4.7,2.2,7.5,11,2,5,40,21,1,0.4,0.6,-0.3
Colby Parkinson,LAR,TE,4.4,3.4,7.8,22.05,2,5,40,21,0,6.4,4.3,2.1
Kayshon Boutte,NE,WR,2.9,4.1,16.4,54.27,2,5,40,19,0,7.5,5.5,1.9
Nico Collins,HOU,WR,5.7,2.2,9.7,29.83,4,6,66.67,17,2,0.5,0.7,-0.2
Deebo Samuel Sr.,SF,WR,3.4,2.4,6.5,13.26,3,7,42.86,16,0,5.1,6.2,-1.1
Noah Fant,SEA,TE,7,2,8.9,32.06,3,7,42.86,15,0,0.5,2.1,-1.6
Troy Franklin,DEN,WR,8.7,4.9,6.6,18.48,2,5,40,9,0,5.3,5.2,0.1
Elijah Moore,CLE,WR,4.9,1.2,14.1,32.02,2,6,33.33,-1,0,-0.3,3.3,-3.6
