PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
DeVonta Smith,PHI,WR,7.9,2.7,12.9,45.99,5,10,50,73,0,4.7,2.9,1.8
Rashee Rice,KC,WR,4.9,3.2,6,22.2,7,10,70,72,1,6.7,4,2.7
Jake Ferguson,DAL,TE,4.6,3.8,4,11.4,5,8,62.5,72,0,10.3,5.7,4.5
CeeDee Lamb,DAL,WR,6.6,2.9,9.8,35.07,6,10,60,71,1,5.9,6.4,-0.5
Keenan Allen,LAC,WR,6.8,1.8,11.6,37,6,12,50,68,0,3,3.9,-0.9
D.J. Moore,CHI,WR,5.2,2.5,11,42.91,6,10,60,68,1,1.1,1.1,0.1
Cole Kmet,CHI,TE,7.3,5.1,5,13.6,5,7,71.43,66,0,6.4,6.4,0
Tyreek Hill,MIA,WR,7.8,4,14.5,29.34,4,5,80,61,0,-0.6,1.3,-1.9
Zay Flowers,BAL,WR,7.9,2.5,12.4,24.2,6,10,60,60,1,1.9,0.7,1.1
Kyle Pitts,ATL,TE,8.7,2.7,12.9,20.54,3,6,50,57,1,4.8,5.8,-1.1
Diontae Johnson,PIT,WR,5.6,2.5,18.9,52.38,3,7,42.86,57,1,4.2,2.5,1.7
Tyler Conklin,NYJ,TE,4.8,3.3,7.3,18.31,4,6,66.67,57,0,4.1,5.3,-1.2
T.J. Hockenson,MIN,TE,7.5,3.6,11,36.57,5,8,62.5,53,0,3.2,3.6,-0.4
Calvin Ridley,JAX,WR,5.7,2.4,13.5,36.55,4,13,30.77,53,0,4.4,5,-0.6
Chris Godwin,TB,WR,4.9,2.6,12.1,46.28,5,11,45.45,53,0,6.8,4.8,2
Davante Adams,LV,WR,4,2.9,6.6,55.21,7,10,70,53,0,3.8,1.9,1.9
DK Metcalf,SEA,WR,6.6,1.7,21.4,45.33,2,5,40,52,1,9,1.4,7.6
Davis Allen,LAR,TE,2.6,5.4,2.7,3.65,4,5,80,50,1,9.7,10,-0.4
Michael Gallup,DAL,WR,4.5,1.4,12.8,22.86,3,5,60,48,1,0.6,0.8,-0.1
Will Mallory,IND,TE,9.2,3.5,4.8,10.41,5,5,100,46,0,4.4,5.2,-0.7
Hunter Renfrow,LV,WR,6.4,4.5,2.2,9.3,3,5,60,46,0,13.7,8.4,5.3
Chigoziem Okonkwo,TEN,TE,4.4,3.8,2.5,4.51,5,6,83.33,46,0,7.7,6.7,1
Demarcus Robinson,LAR,WR,3.8,1.9,16.8,45.86,3,10,30,46,1,3,0.8,2.2
Darnell Mooney,CHI,WR,6.9,2.9,12.3,33.48,2,7,28.57,44,0,12,1.4,10.6
Elijah Moore,CLE,WR,5.9,2.2,13.1,23.86,3,6,50,42,0,2.2,2.2,0
Gerald Everett,LAC,TE,5.1,2.7,4.8,10.25,5,8,62.5,39,0,4.1,3.4,0.7
Brandin Cooks,DAL,WR,4.6,2.3,16.5,29.4,2,5,40,37,0,6,4.7,1.3
Romeo Doubs,GB,WR,7.6,2.3,8,22.82,4,7,57.14,32,0,0.8,1,-0.2
Nelson Agholor,BAL,WR,6.1,4.7,1.9,1.83,5,5,100,32,0,4.5,6.1,-1.6
Zay Jones,JAX,WR,7.2,2.6,14.9,43.44,5,14,35.71,29,0,1.5,1.9,-0.5
Chris Olave,NO,WR,7.3,2.5,12.1,47.96,4,5,80,28,1,3.4,3.6,-0.2
Jayden Reed,GB,WR,8.5,4.5,1.1,4.48,8,10,80,27,0,4.5,6.6,-2.1
Jonnu Smith,ATL,TE,6.7,3.1,2.8,5.26,4,7,57.14,27,0,3.7,6.4,-2.6
Jakobi Meyers,LV,WR,10.5,3,0.9,4.39,5,6,83.33,25,0,3.1,3.5,-0.4
Jaxon Smith-Njigba,SEA,WR,8.1,3.8,6.5,19.25,4,7,57.14,25,0,9.5,8.9,0.5
Stefon Diggs,BUF,WR,5.6,3,7.4,27.14,4,11,36.36,24,0,4.2,5.2,-0.9
Sam LaPorta,DET,TE,6.5,1.8,9.4,22.51,2,6,33.33,23,0,0.6,0.8,-0.1
Jonathan Mingo,CAR,WR,6.5,2.3,17.1,35.7,2,9,22.22,22,0,8.9,7.9,1
Dalton Kincaid,BUF,TE,7.5,4,4.2,11.08,5,8,62.5,21,0,2.3,3.9,-1.5
Amon-Ra St. Brown,DET,WR,7.3,3.2,9.3,33.27,3,9,33.33,21,0,7.4,6.4,1
Dontayvion Wicks,GB,WR,6.8,2.2,11.6,28.23,2,6,33.33,20,0,0.8,0.8,0
George Pickens,PIT,WR,4.5,2.7,3.2,7.67,5,6,83.33,19,0,1.6,2.3,-0.7
Pat Freiermuth,PIT,TE,7.3,2.1,8.6,23.85,3,7,42.86,18,0,1.5,1.6,-0.2
Tyquan Thornton,NE,WR,6,3.6,9,26.17,3,5,60,17,0,3.5,3.5,0
Cade Otton,TB,TE,8.3,0.9,10.9,18.91,2,5,40,16,1,1.1,1,0.1
Jerry Jeudy,DEN,WR,5.9,3,20.1,67.9,2,6,33.33,16,0,6.7,5.2,1.6
K.J. Osborn,MIN,WR,7.2,1.8,6.8,19.72,4,7,57.14,15,0,-0.7,1.2,-1.9
Jalen Nailor,MIN,WR,7.1,3.2,10.1,21.05,2,5,40,13,0,4.5,4.2,0.3
Alex Erickson,LAC,WR,7.4,3.4,13,24.22,1,7,14.29,9,0,3.8,4.5,-0.7
Mike Evans,TB,WR,2.4,2.6,14.6,30.5,1,6,16.67,8,0,2.6,6.1,-3.5
John Metchie,HOU,WR,5.3,1.7,12.3,24.15,1,5,20,6,0,1.4,1.9,-0.5
Noah Brown,HOU,WR,4.3,1.2,20.2,39.46,0,5,--,,0,--,--,--
