,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,Position Rankings,,,,Overall Rankings,,,Actual Data,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Trey Lance,!,0,QB,4000,SF,@ ARI,17,26.00,7.4,11.2,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,26,0,0.00,,25,30,30,48,241,241,12.75,7,99.63,0.38,0.75,0.63,71.03,6.75,29.38,0.13,,,,,,,,,,,
Jordan Mason,,0,RB,4000,SF,@ ARI,21,26.00,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,100,,150,0,0,1.40,0.4,38,64,64,48,241,241,,,,,,,,1,7,,,,,,,,,,,,
Michael Bandy,,0,WR,3900,LAC,vs KC,25,23.75,3.3,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,0,0,0.00,,40,97,97,49,241,241,,,,,,,,,,,3.8,1.8,14.8,,,,,,,,
K.J. Hamler,!,0,WR,3800,DEN,vs LV,27,21.75,5.3,4.1,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,13,0,0.00,,41,97,97,50,241,241,,,,,,,,0.52,3,,3.81,2,29.52,0.14,,,,,,,
Kendall Hinton,,0,WR,3600,DEN,vs LV,27,21.75,3.3,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,100,,85,13,0,8.70,2.4,43,97,97,52,241,241,0.59,0.12,0.82,0.12,0.06,,4.66,0.12,0.41,,2.06,1.47,20.29,0.06,,,,,,,
Mike Thomas,,0,WR,3600,CIN,@ PIT,31,21.25,2.8,1.4,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,0,0,0.00,,43,97,97,52,241,241,,,,,,,,0.04,0.04,,1.96,0.96,10.54,0.04,,,,,,,
Kendrick Bourne,,0,WR,3500,NE,vs NYJ,1,20.75,5.9,11.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,100,,146,22,0,1.80,0.5,44,97,97,53,241,241,0.01,0.01,0.29,,,0.01,1.86,0.19,1.81,,3.82,2.58,34.13,0.22,,,,,,,
David Bell,,0,WR,3500,CLE,@ BUF,19,21.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,45,0,100,,105,0,0,6.20,1.8,44,97,97,53,241,241,,,,,,,,,,,,,,,,,,,,,
Rashid Shaheed,,0,WR,3400,NO,vs LAR,10,20.75,3.9,0,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,100,,146,51,0,1.80,0.5,45,97,97,54,241,241,,,,,,,,0.25,11,0.25,1.5,1.25,25.75,0.25,,,,,,,
Keith Kirkwood,,0,WR,3300,NO,vs LAR,10,20.75,3,1.6,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,36,0,0.00,,46,97,97,55,241,241,,,,,,,,,,,2.43,1.5,18.93,0.21,,,,,,,
David Sills,!,0,WR,3300,NYG,vs DET,20,23.75,1.8,0.9,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,22,0,0.00,,46,97,97,55,241,241,,,,,,,,,,,2.09,1.18,11.18,,,,,,,,
Greg Dortch,,0,WR,3300,ARI,vs SF,11,17.00,6,1.4,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,100,,23,18,0,22.30,6.8,46,97,97,55,241,241,,,,,,,,0.33,3.11,,3.56,3.11,26.22,0.22,,,,,,,
Nelson Agholor,,0,WR,3200,NE,vs NYJ,1,20.75,7.2,7.1,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,100,,127,17,0,3.80,1.2,47,97,97,56,241,241,0.01,0.01,0.13,,,,1.3,0.17,0.98,,5.01,3.02,38.02,0.26,,,,,,,
Daniel Bellinger,!,0,TE,3200,NYG,vs DET,31,23.75,3.9,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,100,,163,52,0,0.00,,21,38,38,56,241,241,,,,,,,,0.17,0.33,0.17,3,2.67,25.33,0.33,,,,,,,
Steven Sims Jr.,,0,WR,3200,PIT,vs CIN,14,18.25,5.9,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,100,,164,12,0,-0.30,,47,97,97,56,241,241,0.04,,,,,,0.08,0.57,4.46,0.04,3.64,2.39,22.21,0.21,,,,,,,
Dyami Brown,,0,WR,3200,WAS,@ HOU,8,22.25,6.9,2.8,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,0,0,0.00,,47,97,97,56,241,241,,,,,,,,0.07,-0.29,,2.57,1.14,20.79,0.14,,,,,,,
N'Keal Harry,!,0,WR,3100,CHI,@ ATL,32,23.25,3.8,2.9,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,24,0,0.00,,48,97,97,57,241,241,,,,,,,,0.24,1.7,,3.52,1.91,20.09,0.15,,,,,,,
Braxton Berrios,,0,WR,3100,NYJ,@ NE,15,17.75,6.1,8,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,8,0,0.00,,48,97,97,57,241,241,0.02,0.02,0.05,,,0.02,2.76,0.4,3.51,0.09,3.49,2.35,23.47,0.12,,,,,,,
Jalen Tolbert,,0,WR,3100,DAL,@ MIN,28,25.25,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,100,,146,0,0,1.80,0.6,48,97,97,57,241,241,,,,,,,,,,,2,1,4,,,,,,,,
Juwann Winfree,,0,WR,3000,GB,vs TEN,29,21.75,2.3,2.6,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,2.13,1.13,9.38,,,,,,,,
Travis Fulgham,,0,WR,3000,GB,vs TEN,29,21.75,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,5,2.71,38.5,0.29,,,,,,,
Jeff Cotton,,0,WR,3000,GB,vs TEN,29,21.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,,,,,,,,,,,
Amari Rodgers,!,0,WR,3000,GB,vs TEN,29,21.75,1,0.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,55,0,0.00,,49,97,97,58,241,241,,,,,,,,0.13,1.38,,2,1,11.88,,,,,,,,
Cameron Batson,,0,WR,3000,ATL,vs CHI,5,25.25,2.5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,22,0,0.00,,49,97,97,58,241,241,,,,,,,,0.39,2,,1.61,1.22,11.28,0.11,,,,,,,
Bryan Edwards,!,0,WR,3000,ATL,vs CHI,5,25.25,4.8,6.8,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,8,0,0.00,,49,97,97,58,241,241,,,,,,,,0.03,,,2.83,1.7,27.33,0.13,,,,,,,
Frank Darby,,0,WR,3000,ATL,vs CHI,5,25.25,1.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,2,0.5,7,,,,,,,,
Jared Bernhardt,!,0,WR,3000,ATL,vs CHI,5,25.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,,,,,,,,,,,
Ra'Shaun Henry,,0,WR,3000,ATL,vs CHI,5,25.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,,,,,,,,,,,
Josh Ali,,0,WR,3000,ATL,vs CHI,5,25.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,,,,,,,,,,,
DeSean Jackson,!,0,WR,3000,BAL,vs CAR,18,27.25,8.4,5.8,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,21,0,0.00,,49,97,97,58,241,241,,,,,,,,0.15,1.12,0.01,5.3,3.03,52.47,0.27,,,,,,,
Andy Isabella,,0,WR,3000,BAL,vs CAR,18,27.25,5,0.8,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,0.22,0.39,,2.35,1.43,19.43,0.13,,,,,,,
Binjimen Victor,,0,WR,3000,BAL,vs CAR,18,27.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,,,,,,,,,,,
Tylan Wallace,,0,WR,3000,BAL,vs CAR,18,27.25,1,0.4,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,17,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,1.5,0.63,5.5,,,,,,,,
Rashod Bateman,!,0,WR,3000,BAL,vs CAR,18,27.25,6.3,8.9,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,31,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,5.28,3.39,44.44,0.17,,,,,,,
Jake Kumerow,!,0,WR,3000,BUF,vs CLE,24,28.25,4.1,0.5,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,1.85,1.08,17.65,0.12,,,,,,,
Jamison Crowder,!,0,WR,3000,BUF,vs CLE,24,28.25,7.7,9.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,29,0,0.00,,49,97,97,58,241,241,0.03,0.01,0.43,,0.01,0.01,2.35,0.17,0.81,,6.23,4.14,46.37,0.28,,,,,,,
Tanner Gentry,,0,WR,3000,BUF,vs CLE,24,28.25,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,1.4,0.6,7,,,,,,,,
KeeSean Johnson,,0,WR,3000,BUF,vs CLE,24,28.25,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,39,0,0.00,,49,97,97,58,241,241,,,,,,,,0.06,0.17,,3.61,2,20,0.06,,,,,,,
Isaiah Coulter,,0,WR,3000,BUF,vs CLE,24,28.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,1,,,,,,,,,,
Marquez Stevenson,!,0,WR,3000,BUF,vs CLE,24,28.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,,,,,,,,,,,
Khalil Shakir,,0,WR,3000,BUF,vs CLE,24,28.25,5.7,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,2.5,1.17,19.67,0.17,,,,,,,
Tyron Johnson,,0,WR,3000,HOU,vs WAS,30,19.25,5.3,0.5,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,0.19,1.06,,2,1.44,26.38,0.19,,,,,,,
Davion Davis,,0,WR,3000,HOU,vs WAS,30,19.25,1.4,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,1.5,0.5,8.5,,,,,,,,
Jalen Camp,,0,WR,3000,HOU,vs WAS,30,19.25,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,1,1,7,,,,,,,,
Johnny Johnson III,,0,WR,3000,HOU,vs WAS,30,19.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,,,,,,,,,,,
John Metchie III,!,0,WR,3000,HOU,vs WAS,30,19.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,,,,,,,,,,,
Michael Young Jr.,,0,WR,3000,HOU,vs WAS,30,19.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,,,,,,,,,,,
Keke Coutee,,0,WR,3000,IND,vs PHI,4,19.75,7.9,1.5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,20,0,0.00,,49,97,97,58,241,241,,,,,,,,0.2,0.56,0.04,5.32,3.84,43.04,0.2,,,,,,,
Vyncint Smith,,0,WR,3000,IND,vs PHI,4,19.75,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,6,0,0.00,,49,97,97,58,241,241,,,,,,,,0.14,2.48,0.05,2.24,1.1,15.67,0.05,,,,,,,
Dezmon Patmon,,0,WR,3000,IND,vs PHI,4,19.75,3.2,2.5,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,2,0.8,9,0.2,,,,,,,
Mike Strachan,!,0,WR,3000,IND,vs PHI,4,19.75,2.3,2.3,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,1.83,0.83,14.17,,,,,,,,
Ethan Fernea,,0,WR,3000,IND,vs PHI,4,19.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,,,,,,,,,,,
Matt Slater,,0,WR,3000,NE,vs NYJ,1,20.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,,,,,,,,,,,
Ty Montgomery,!,0,WR,3000,NE,vs NYJ,1,20.75,7.2,2.1,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,4.13,18.26,0.13,3.06,2.19,17.27,0.06,,,,,,,
Jonnu Smith,,0,TE,3000,NE,vs NYJ,13,20.75,5.3,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,100,,88,10,0,8.50,2.8,23,38,38,58,241,241,,,,,,,,0.19,1.53,0.01,3.15,2.09,22.83,0.23,,,,,,,
Lil'Jordan Humphrey,,0,WR,3000,NE,vs NYJ,1,20.75,4,6.2,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,20,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,2.07,1.36,23.5,0.21,,,,,,,
Lynn Bowden,,0,WR,3000,NE,vs NYJ,1,20.75,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,3,0,0.00,,49,97,97,58,241,241,0.22,0.11,3.56,,,,17.6,1,3.56,,4.11,3.11,23.44,,,,,,,,
Kristian Wilkerson,!,0,WR,3000,NE,vs NYJ,1,20.75,0,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,8,4,42,2,,,,,,,
Tre Nixon,,0,WR,3000,NE,vs NYJ,1,20.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,,,,,,,,,,,
Raleigh Webb,,0,WR,3000,NE,vs NYJ,1,20.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,,,,,,,,,,,
Kevin White,,0,WR,3000,NO,vs LAR,10,20.75,4.1,1.2,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,11,0,0.00,,49,97,97,58,241,241,,,,,,,,0.07,0.6,,3.87,1.87,26.47,,,,,,,,
Michael Thomas,!,0,WR,3000,NO,vs LAR,10,20.75,9.8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,49,0,,,49,97,97,58,241,241,,,,,,,,0.02,-0.1,,9.28,7.09,83.69,0.49,,,,,,,
Deonte Harty,!,0,WR,3000,NO,vs LAR,10,20.75,5,8.8,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,15,0,0.00,,49,97,97,58,241,241,,,,,,,,0.47,3.56,,2.97,2.15,27.21,0.12,,,,,,,
Kirk Merritt,,0,WR,3000,NO,vs LAR,10,20.75,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,3,1,13,,,,,,,,
Sterling Shepard,!,0,WR,3000,NYG,vs DET,20,23.75,7.7,11.5,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,39,0,0.00,,49,97,97,58,241,241,,,,,,,,0.3,2.37,0.01,7.32,4.82,53.96,0.29,,,,,,,
Robert Foster,!,0,WR,3000,NYG,vs DET,20,23.75,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,0.08,1.21,,2.83,1.33,26.75,0.13,,,,,,,
Richie James,,0,WR,3000,NYG,vs DET,20,23.75,7.1,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,100,,52,0,0,13.80,4.6,49,97,97,58,241,241,,,,,,,,0.15,0.19,,3.15,2.15,32.59,0.11,,,,,,,
Collin Johnson,!,0,WR,3000,NYG,vs DET,20,23.75,5.4,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,3.06,1.71,22.18,0.12,,,,,,,
Makai Polk,,0,WR,3000,NYG,vs DET,20,23.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,,,,,,,,,,,
Kalil Pimpleton,,0,WR,3000,NYG,vs DET,20,23.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,,,,,,,,,,,
Tim Patrick,!,0,WR,3000,DEN,vs LV,27,21.75,6.2,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,30,0,0.00,,49,97,97,58,241,241,,,,,,,,0.06,0.35,,4.92,2.98,41.85,0.25,,,,,,,
Tyrie Cleveland,,0,WR,3000,DEN,vs LV,27,21.75,2.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,1.89,0.89,10.11,,,,,,,,
Kaden Davis,,0,WR,3000,DEN,vs LV,27,21.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,,,,,,,,,,,
Brandon Johnson,,0,WR,3000,DEN,vs LV,27,21.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,74,0,100,,153,0,0,1.20,0.4,49,97,97,58,241,241,,,,,,,,,,,,,,,,,,,,,
Bisi Johnson,!,0,WR,3000,MIN,vs DAL,17,23.25,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,21,0,0.00,,49,97,97,58,241,241,,,,,,,,0.05,0.27,,3.05,2.14,22.73,0.14,,,,,,,
Dan Chisena,,0,WR,3000,MIN,vs DAL,17,23.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,,,,,,,,,,,
Jalen Reagor,,0,WR,3000,MIN,vs DAL,17,23.25,4.1,4.4,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,100,,140,21,0,2.40,0.8,49,97,97,58,241,241,,,,,,,,0.45,2.27,,3.61,2.06,21.42,0.12,,,,,,,
Trishton Jackson,,0,WR,3000,MIN,vs DAL,17,23.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,,,,,,,,,,,
Blake Proehl,,0,WR,3000,MIN,vs DAL,17,23.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,,,,,,,,,,,
Thomas Hennigan,,0,WR,3000,MIN,vs DAL,17,23.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,,,,,,,,,,,
Jalen Nailor,,0,WR,3000,MIN,vs DAL,17,23.25,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,100,,139,0,0,2.50,0.8,49,97,97,58,241,241,,,,,,,,,,,1,1,13,,,,,,,,
Josh Malone,,0,WR,3000,PIT,vs CIN,14,18.25,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,0,0,0.00,,49,97,97,58,241,241,,,,,,,,0.23,1.08,,2.15,0.85,7,0.08,,,,,,,
Anthony Miller,!,0,WR,3000,PIT,vs CIN,14,18.25,6.7,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,13,0,0.00,,49,97,97,58,241,241,0.02,0.02,0.16,,,,2.33,0.2,0.76,,4.61,2.84,32.25,0.24,,,,,,,
Miles Boykin,!,0,WR,3000,PIT,vs CIN,14,18.25,3.7,1.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,14,0,0.00,,49,97,97,58,241,241,,,,,,,,,,,2.26,1.29,17,0.23,,,,,,,
Gunner Olszewski,,0,WR,3000,PIT,vs CIN,14,18.25,2.7,0.4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,100,,108,0,0,5.90,2,49,97,97,58,241,241,,,,,,,,0.53,3.33,,0.87,0.67,8.73,0.07,,,,,,,
