,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,Position Rankings,,,,Overall Rankings,,,Actual Data,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Baker Mayfield,,0,QB,5200,CAR,vs ATL,31,19.75,6.6,14.5,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,60,0,0.00,,19,29,29,37,250,250,31.88,19.51,231.01,0.9,2.21,1.5,88.59,2.65,9.19,0.09,,,,,,,,,,,
Mitchell Trubisky,,0,QB,5100,PIT,vs NO,6,20.25,9.8,1.5,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,30,0,0.00,,20,29,29,38,250,250,27.6,17.6,184.38,0.63,1.91,1.06,83.14,3.46,17.35,0.15,,,,,,,,,,,
Jameson Williams,!,0,WR,5100,DET,@ CHI,5,22.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,81,0,100,,164,0,0,0.00,,29,98,98,38,250,250,,,,,,,,,,,,,,,,,,,,,
Blaine Gabbert,,0,QB,5000,TB,vs SEA,17,23.25,8.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,13,0,,,21,29,29,39,250,250,20.03,11.92,131.84,0.62,1.76,0.73,66.44,3.22,12.14,0.08,,,,,,,,,,,
Case Keenum,,0,QB,5000,BUF,vs MIN,19,26.25,8.2,6.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,36,0,0.00,,21,29,29,39,250,250,29.08,18.48,200.11,0.63,1.62,1.05,82.64,1.92,5.34,0.08,,,,,,,,,,,
Chad Henne,,0,QB,5000,KC,vs JAC,24,30.25,4.6,0.8,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,0,0,0.00,,21,29,29,39,250,250,5.31,3.62,32.69,0.08,0.23,0.15,46.5,2.08,0.23,0.08,,,,,,,,,,,
Tyrod Taylor,,0,QB,5000,NYG,vs HOU,7,23.25,8.3,14.5,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,46,0,0.00,,21,29,29,39,250,250,25.38,15.51,175.11,0.41,2.52,0.97,86.24,5.64,31.51,0.3,,,,,,,,,,,
Malik Willis,,0,QB,5000,TEN,vs DEN,1,20.75,2.7,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,100,,167,23,0,-1.40,,21,29,29,39,250,250,10,4,47,0.33,,,,5.67,22.67,,,,,,,,,,,,
Jordan Love,,0,QB,5000,GB,vs DAL,5,20.75,4.6,4.2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,0,0,0.00,,21,29,29,39,250,250,8.88,5.25,60.5,0.38,0.38,0.25,59.26,1.5,3.38,,,,,,,,,,,,
Gardner Minshew,,0,QB,5000,PHI,vs WAS,27,26.75,6.9,11.6,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,60,0,0.00,,21,29,29,39,250,250,31.81,20.11,221.93,0.44,2.41,1.52,95.01,3.93,19.15,0.04,,,,,,,,,,,
Taysom Hill,,0,QB,5000,NO,@ PIT,29,19.25,8,10.8,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,100,,163,0,0,0.10,0,21,29,29,39,250,250,4.04,2.61,31.54,0.12,0.38,0.13,40.57,3.94,23.2,0.3,0.86,0.61,6.32,0.14,,,,,,,
Matt Ryan,,0,QB,5000,IND,@ LV,32,18.75,8.4,14.8,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,100,,21,57,0,22.68,4.5,21,29,29,39,250,250,36.79,24.66,282.4,0.72,2.4,1.66,97,2.15,6.54,0.07,,,,,,,,,,,
Nick Foles,!,0,QB,5000,IND,@ LV,32,18.75,9,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,27,0,0.00,,21,29,29,39,250,250,30.2,19.25,197.45,0.7,1.48,1.02,81.52,1.66,1.48,0.07,,,,,,,,,,,
Carson Wentz,!,0,QB,5000,WAS,@ PHI,8,15.75,7.3,16.2,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,60,0,0.00,,21,29,29,39,250,250,35.26,22.05,237.67,0.68,2.55,1.63,89.59,3.63,14.73,0.1,,,,,,,,,,,
Sam Howell,,0,QB,5000,WAS,@ PHI,8,15.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,32,0,100,,164,0,0,0.00,,21,29,29,39,250,250,,,,,,,,,,,,,,,,,,,,,
Trevor Siemian,,0,QB,4900,CHI,vs DET,25,25.75,8.1,15.7,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,39,0,0.00,,22,29,29,40,250,250,30.29,17.85,201.41,0.79,2.21,1.21,80.44,2.03,5.97,0.06,,,,,,,,,,,
Teddy Bridgewater,!,0,QB,4900,MIA,vs CLE,16,26.25,8.6,15.5,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,35,0,0.00,,22,29,29,40,250,250,26.09,17.47,190.41,0.53,2.02,0.94,81.85,2.72,9.86,0.16,,,,,,,,,,,
Darren Waller,!,0,TE,4900,LV,vs IND,26,22.75,9.7,12.8,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,100,,164,22,0,0.00,,7,40,40,40,250,250,,,,,,,,0.05,0.42,,6.77,4.73,55.44,0.27,,,,,,,
Brock Purdy,,0,QB,4900,SF,vs LAC,18,26.75,0.9,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,0,0,0.00,,22,29,29,40,250,250,4.5,2,33,0.5,,,,1,,,,,,,,,,,,,
Drew Lock,,0,QB,4900,SEA,@ TB,15,21.25,8.6,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,39,0,0.00,,22,29,29,40,250,250,29.58,17.54,197.5,0.83,1.38,1.04,78.59,3,11.88,0.21,,,,,,,,,,,
Nate Sudfeld,,0,QB,4900,DET,@ CHI,9,22.75,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,0,0,0.00,,22,29,29,40,250,250,7.4,5,37.6,0.2,1,0.2,123.6,1.6,5.6,,,,,,,,,,,,
C.J. Beathard,,0,QB,4900,JAC,@ KC,28,21.25,8.2,0.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,32,0,0.00,,22,29,29,40,250,250,24.95,14.65,175.1,0.65,2.3,0.9,78.33,2.65,11.7,0.2,,,,,,,,,,,
Joshua Dobbs,,0,QB,4900,CLE,@ MIA,26,23.25,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,0,0,0.00,,22,29,29,40,250,250,2.83,1.67,7.5,0.17,,,49.62,1,5.17,,,,,,,,,,,,
Brett Rypien,,0,QB,4900,DEN,@ TEN,30,18.75,5.8,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,5,0,0.00,,22,29,29,40,250,250,22,12.75,130,1.25,0.5,0.5,53.93,2,1,,,,,,,,,,,,
Cooper Rush,,0,QB,4900,DAL,@ GB,2,23.75,7.2,7.3,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,3,0,0.00,,22,29,29,40,250,250,17.17,10.08,120.33,0.33,0.83,0.67,85.23,1.67,0.92,,,,,,,,,,,,
Chase Daniel,,0,QB,4900,LAC,@ SF,10,18.75,6.4,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,0,0,0.00,,22,29,29,40,250,250,10.94,7.65,72.59,0.35,1.12,0.41,52.47,1.76,1,,,,,,,,,,,,
Mason Rudolph,!,0,QB,4800,PIT,vs NO,6,20.25,6.9,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,31,0,0.00,,23,29,29,41,250,250,24,14.75,147.88,0.69,1,1,77.11,2.06,5.63,,,,,,,,,,,,
Ameer Abdullah,,0,RB,4800,LV,vs IND,8,22.75,5.1,5.6,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,100,,105,15,0,7.30,1.5,32,67,67,41,250,250,,,,,,,,5.47,21.12,0.08,2.39,1.71,12.51,0.09,,,,,,,
Kylin Hill,,0,RB,4800,GB,vs DAL,12,20.75,0.5,0.5,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,44,0,0.00,,32,67,67,41,250,250,,,,,,,,2.2,6.2,,0.4,0.2,1,,,,,,,,
Desmond Ridder,,0,QB,4800,ATL,@ CAR,23,21.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,32,0,100,,164,0,0,,,23,29,29,41,250,250,,,,,,,,,,,,,,,,,,,,,
Nick Mullens,,0,QB,4800,MIN,@ BUF,3,20.25,7.6,9.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,45,0,0.00,,23,29,29,41,250,250,30.05,19.43,231.33,1.05,1.71,1.24,83.61,1.43,-0.52,,,,,,,,,,,,
Kyle Allen,,0,QB,4800,HOU,@ NYG,22,18.25,7.7,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,44,0,0.00,,23,29,29,41,250,250,29.81,18.81,205.62,0.81,2.62,1.14,90.53,2.19,7.71,0.19,,,,,,,,,,,
Jarrett Stidham,,0,QB,4600,LV,vs IND,13,22.75,2.1,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,0,0,0.00,,24,29,29,43,250,250,6.78,3.56,38,0.44,0.67,0.22,41.27,1,0.56,,,,,,,,,,,,
Ronnie Rivers,,0,RB,4600,LAR,vs ARI,26,20.75,2.6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,0,0,0.00,,34,67,67,43,250,250,,,,,,,,4.5,10.5,,2.5,2.5,14.5,,,,,,,,
Josh Reynolds,!,0,WR,4600,DET,@ CHI,5,22.75,5.9,8.1,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,100,,164,16,0,0.00,,34,98,98,43,250,250,,,,,,,,0.14,0.85,,4.38,2.49,33.18,0.18,,,,,,,
Zack Moss,,0,RB,4600,IND,@ LV,17,18.75,5.3,7.6,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,100,,159,25,0,0.40,0.1,34,67,67,43,250,250,,,,,,,,7.06,28.42,0.24,1.88,1.45,10.45,0.06,,,,,,,
Joshua Kelley,!,0,RB,4600,LAC,@ SF,7,18.75,4.3,2.3,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,14,0,0.00,,34,67,67,43,250,250,,,,,,,,6.42,21.54,0.12,1.5,1.35,9.31,,,,,,,,
Mecole Hardman,!,0,WR,4500,KC,vs JAC,27,30.25,6.1,9.2,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,100,,164,29,0,0.00,,35,98,98,44,250,250,,,,,,,,0.45,3.56,0.05,3.78,2.64,35.94,0.28,,,,,,,
Mike Boone,!,0,RB,4500,DEN,@ TEN,1,18.75,6.1,2.6,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,0,0,0.00,,35,67,67,44,250,250,,,,,,,,3.75,20.67,0.17,0.96,0.63,4.63,,,,,,,,
J.D. McKissic,!,0,RB,4500,WAS,@ PHI,16,15.75,6.2,11.6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,26,0,0.00,,35,67,67,44,250,250,,,,,,,,3.55,15.65,0.07,4.35,3.23,24.41,0.12,,,,,,,
Hunter Renfrow,!,0,WR,4400,LV,vs IND,3,22.75,7,15.7,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,100,,164,38,0,0.00,,36,98,98,45,250,250,,,,,,,,0.06,0.06,,5.98,4.48,48,0.3,,,,,,,
Trestan Ebner,,0,RB,4300,CHI,vs DET,28,25.75,1.6,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,0,0,0.00,,37,67,67,46,250,250,,,,,,,,4.5,11.5,,1,0.5,2,,,,,,,,
Craig Reynolds,!,0,RB,4300,DET,@ CHI,32,22.75,4.8,7.6,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,19,0,0.00,,37,67,67,46,250,250,,,,,,,,6.58,28,,1.58,1.42,14.25,,,,,,,,
Kyle Juszczyk,,0,RB,4200,SF,vs LAC,24,26.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,60,0,100,,164,0,0,0.00,,38,67,67,47,250,250,,,,,,,,,,,,,,,,,,,,,
D.J. Chark,!,0,WR,4200,DET,@ CHI,5,22.75,9.3,11.5,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,100,,164,15,0,0.00,,38,98,98,47,250,250,,,,,,,,0.04,0.44,,6.36,3.47,49.04,0.38,,,,,,,
Russell Gage,!,0,WR,4100,TB,vs SEA,6,23.25,7.7,13.2,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,100,,164,20,0,0.00,,39,98,98,48,250,250,0.04,0.02,0.71,,,0.02,3.6,0.11,0.38,,5.95,4.04,41.75,0.18,,,,,,,
DeeJay Dallas,,0,RB,4100,SEA,@ TB,6,21.25,5.4,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,0,0,0.00,,39,67,67,48,250,250,0.04,,,0.04,,,,3.2,12.44,0.16,1.92,1.72,10.92,0.04,,,,,,,
David Njoku,!,0,TE,4100,CLE,@ MIA,29,23.25,6.1,7.4,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,100,,164,18,0,0.00,,10,40,40,48,250,250,,,,,,,,0.04,-0.06,,4.17,2.71,32.43,0.23,,,,,,,
Sam Darnold,!,0,QB,4000,CAR,vs ATL,31,19.75,8,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,46,0,0.00,,25,29,29,49,250,250,32.5,19.44,212.48,1.04,2.66,1.08,77.53,3.24,12.78,0.2,,,,,,,,,,,
Matt Corral,!,0,QB,4000,CAR,vs ATL,31,19.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,32,0,100,,164,0,0,0.00,,25,29,29,49,250,250,,,,,,,,,,,,,,,,,,,,,
Jacob Eason,,0,QB,4000,CAR,vs ATL,31,19.75,0.7,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,0,0,,,25,29,29,49,250,250,5,2.5,42,1,,,39.2,,,,,,,,,,,,,,
Spencer Brown,,0,RB,4000,CAR,vs ATL,23,19.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,,,,,,,,,,,,,,
Nate McCrary,,0,RB,4000,CAR,vs ATL,23,19.75,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,1,-1,,,,,,,,,,,,
Kyle Trask,!,0,QB,4000,TB,vs SEA,17,23.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,32,0,100,,164,0,0,0.00,,25,29,29,49,250,250,,,,,,,,,,,,,,,,,,,,,
Giovani Bernard,!,0,RB,4000,TB,vs SEA,25,23.25,6.9,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,22,0,0.00,,40,67,67,49,250,250,,,,,,,,6.16,24.77,0.13,3.72,2.76,21.9,0.09,,,,,,,
Patrick Laird,,0,RB,4000,TB,vs SEA,25,23.25,4.5,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,6,0,0.00,,40,67,67,49,250,250,,,,,,,,3.8,12.2,0.05,2.25,1.8,14.45,,,,,,,,
Ke'Shawn Vaughn,,0,RB,4000,TB,vs SEA,25,23.25,5,7.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,100,,140,2,0,2.30,0.6,40,67,67,49,250,250,,,,,,,,5.73,24.47,0.2,1.47,0.73,4.6,0.07,,,,,,,
Matt Barkley,,0,QB,4000,BUF,vs MIN,19,26.25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,22,0,0.00,,25,29,29,49,250,250,24.08,14,184.54,1.38,0.69,0.85,72.02,1.38,-0.77,,,,,,,,,,,,
Taiwan Jones,,0,RB,4000,BUF,vs MIN,11,26.25,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,5,0,0.00,,40,67,67,49,250,250,,,,,,,,0.91,2.91,,1.18,0.73,10.09,,,,,,,,
Duke Johnson,,0,RB,4000,BUF,vs MIN,11,26.25,6.3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,100,,159,38,0,0.40,0.1,40,67,67,49,250,250,0.01,,,,,,0.4,5.46,23.65,0.11,4.24,3.26,29.83,0.12,,,,,,,
Reggie Gilliam,,0,RB,4000,BUF,vs MIN,11,26.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,,,,,,,,,,,,,,
Nathan Peterman,,0,QB,4000,CHI,vs DET,25,25.75,4.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,0,0,0.00,,25,29,29,49,250,250,12.55,6.55,53.36,1.18,0.91,0.27,51.25,1.91,8,0.09,,,,,,,,,,,
Darrynton Evans,,0,RB,4000,CHI,vs DET,28,25.75,4.8,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,2.83,10.33,,1,0.67,6.33,0.17,,,,,,,
Khari Blasingame,,0,RB,4000,CHI,vs DET,28,25.75,1.8,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,0.23,0.46,,1,0.77,7.46,,,,,,,,
Shane Buechele,!,0,QB,4000,KC,vs JAC,24,30.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,32,0,100,,164,0,0,0.00,,25,29,29,49,250,250,,,,,,,,,,,,,,,,,,,,,
Chris Oladokun,,0,QB,4000,KC,vs JAC,24,30.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,32,0,100,,164,0,0,0.00,,25,29,29,49,250,250,,,,,,,,,,,,,,,,,,,,,
Ronald Jones,!,0,RB,4000,KC,vs JAC,18,30.25,7.2,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,21,0,0.00,,40,67,67,49,250,250,,,,,,,,9.64,42.49,0.34,2,1.43,10.77,0.02,,,,,,,
Michael Burton,,0,RB,4000,KC,vs JAC,18,30.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,61,0,100,,165,0,0,-0.10,,40,67,67,49,250,250,,,,,,,,,,,,,,,,,,,,,
Wayne Gallman,,0,RB,4000,KC,vs JAC,18,30.25,6.2,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,3,0,0.00,,40,67,67,49,250,250,,,,,,,,6.65,28.15,0.16,2.09,1.47,9.44,0.04,,,,,,,
Skylar Thompson,,0,QB,4000,MIA,vs CLE,16,26.25,0.1,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,156,0,0,0.68,0.2,25,29,29,49,250,250,23,13,127.5,0.5,,,,0.5,4.5,,,,,,,,,,,,
Salvon Ahmed,,0,RB,4000,MIA,vs CLE,30,26.25,6.3,3.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,100,,151,0,0,1.10,0.3,40,67,67,49,250,250,,,,,,,,7.22,26.11,0.17,1.83,1.28,9.89,,,,,,,,
La'Mical Perine,,0,RB,4000,MIA,vs CLE,30,26.25,3.6,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,29,0,0.00,,40,67,67,49,250,250,,,,,,,,6.55,23.91,0.18,1.36,1,5.73,,,,,,,,
John Lovett,,0,RB,4000,MIA,vs CLE,30,26.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,60,0,100,,164,0,0,,,40,67,67,49,250,250,,,,,,,,,,,,,,,,,,,,,
Alec Ingold,,0,RB,4000,MIA,vs CLE,30,26.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,15,0,100,,61,0,0,14.50,3.6,40,67,67,49,250,250,,,,,,,,,,,,,,,,,,,,,
Davis Webb,,0,QB,4000,NYG,vs HOU,7,23.25,0,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,0,0,0.00,,25,29,29,49,250,250,,,,,,,,2,-3,,,,,,,,,,,,
Gary Brightwell,,0,RB,4000,NYG,vs HOU,31,23.25,2.3,0.3,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,1,4.6,0.2,0.2,0.2,1.2,,,,,,,,
Jashaun Corbin,,0,RB,4000,NYG,vs HOU,31,23.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,,,,,,,,,,,,,,
Sandro Platzgummer,,0,RB,4000,NYG,vs HOU,31,23.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,,,,,,,,,,,,,,
Benny Snell Jr.,,0,RB,4000,PIT,vs NO,21,20.25,5.1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,6.45,22.43,0.15,0.65,0.45,2.93,,,,,,,,
Jeremy McNichols,!,0,RB,4000,PIT,vs NO,21,20.25,3.7,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,10,0,0.00,,40,67,67,49,250,250,,,,,,,,3.07,12.55,0.03,1.9,1.38,10.17,0.03,,,,,,,
Derek Watt,,0,RB,4000,PIT,vs NO,21,20.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,55,0,100,,158,0,0,0.50,0.1,40,67,67,49,250,250,,,,,,,,,,,,,,,,,,,,,
Anthony McFarland,,0,RB,4000,PIT,vs NO,21,20.25,1.7,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,11,0,0.00,,40,67,67,49,250,250,,,,,,,,2.77,8.92,,0.85,0.54,5,,,,,,,,
