,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,Position Rankings,,,,Overall Rankings,,,Actual Data,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Connor Heyward,,0,TE,2500,PIT,@ IND,23,18.75,2,0,3.7,0,0,0,0,0,0,0,0,0,3.3,0.0753,3.3,2.89,29.32,0.12,0,0,0,0,0,0,6.54,6.54,0,3.54,10.54,6.54,6.54,52,0,100,,188,46,2.6,0.00,,25,26,26,62,193,193,,,,,,,,,,,2,1.75,19,,,,,,,,
Dolphins,,0,DST,3900,MIA,vs HOU,30,16.25,6.9,8.9,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.46,0.46,0,0.23,16.25,6.52,6.52,0,0,20.32,6.52,6.52,1,0,100,,42,0,1.7,18.00,4.6,2,16,16,48,194,194,,,,,,,,,,,,,,,2.09,0.9,0.44,0.23,0.02,24.37,372.38
Dontrell Hilliard,,0,RB,4800,TEN,vs CIN,20,20.75,5.9,10.1,7.6,0,0,0,0,0,0,0,0,0,3.6,0.1309,3.6,2.87,20.45,0.2,0,0,0,0,0,0,6.12,6.12,0,0,17.92,6.12,6.12,44,0,100,,146,13,1.3,4.90,1,30,42,42,39,195,195,0.03,,,0.03,,,-12.96,3.09,18.44,0.13,2.47,1.97,14.44,0.13,,,,,,,
Greg Dortch,!,0,WR,3100,ARI,vs LAC,12,23.25,7.3,1.4,7.3,0,0,0,0,0,0,0,0,0,3.17,0.0781,3.17,2.79,24.74,0.14,0,0,0,0,0,0,6.1,6.1,0,0,20.7,6.1,6.1,92,0,100,,188,17,2,0.00,,48,84,84,56,196,196,,,,,,,,0.3,2.8,,4.2,3.7,33.9,0.2,,,,,,,
Marquise Goodwin,,0,WR,3500,SEA,vs LV,23,25.75,7.1,4.3,8,0,0,0,0,0,0,0,0,0,3.85,0.1136,3.85,2.05,30.89,0.15,0,0,0,0,0,0,6.04,6.04,0,0,20.24,6.04,6.04,51,0,100,,117,3,1.7,8.50,2.4,44,85,85,52,197,197,,,,,,,,0.17,1.03,,4.21,2.24,35.78,0.19,,,,,,,
Adam Trautman,,0,TE,2500,NO,@ SF,21,17.50,3.9,5.8,4.5,0,0,0,0,0,0,0,0,0,3.47,0.1144,3.47,2.54,25.03,0.16,0,0,0,0,0,0,6,6,0,0.15,13.8,6,6,39,0,100,,164,15,2.4,2.70,1.1,25,27,27,62,198,198,,,,,,,,,,,2.6,1.9,19.43,0.13,,,,,,,
Trent Sherfield,,0,WR,3200,MIA,vs HOU,3,30.25,4.1,1.7,5.3,0,0,0,0,0,0,0,0,0,4.38,0.1205,4.38,2.53,27.89,0.11,0,0,0,0,0,0,5.98,5.98,0,0,14.18,5.98,5.98,64,0,100,,142,0,1.9,5.30,1.7,47,86,86,55,199,199,,,,,,,,,,,2.86,1.65,19.11,0.08,,,,,,,
Colts,,0,DST,3100,IND,vs PIT,29,18.75,5.3,8.1,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0.39,0.7,0,0,18.75,5.96,5.96,0,0,16.56,5.96,5.96,11,0,100,,161,25,1.9,3.00,1,10,17,17,56,200,200,,,,,,,,,,,,,,,2.23,0.84,0.59,0.16,0.07,22.59,356.94
Falcons,,0,DST,2900,ATL,@ WAS,25,21.75,5.7,3.8,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0.88,0.29,0.1,0.29,21.75,5.95,5.95,0,0,17.35,5.95,5.95,11,0,100,,161,0,2.1,3.00,1,12,18,18,58,201,201,,,,,,,,,,,,,,,1.78,0.77,0.48,0.17,0.02,23.71,366.32
Marlon Mack,,0,RB,4000,DEN,@ CAR,28,18.75,8.7,2.6,0,0,0,0,0,0,0.1936,4.61,20.56,0.16,6.66,0.0697,2.05,1.37,10.71,0.07,0,0,0,0,0,0,5.88,5.88,0,0,23.28,5.88,5.88,58,0,100,,169,21,1.5,2.20,0.6,38,43,43,47,202,202,,,,,,,,12.29,54.8,0.43,1.82,1.22,9.37,0.04,,,,,,,
Jauan Jennings,,0,WR,3100,SF,vs NO,16,25.50,6,5.8,4.4,0,0,0,0,0,0,0,0,0,3.32,0.1132,3.32,2.11,23.16,0.24,0,0,0,0,0,0,5.87,5.87,0,0,17.87,5.87,5.87,18,0,100,,45,0,1.9,16.90,5.5,48,87,87,56,203,203,,,,,,,,,,,3.27,2.08,22.85,0.23,,,,,,,
Mike Thomas,,0,WR,3000,CIN,@ TEN,31,21.75,2.8,1.4,2,0,0,0,0,0,0,0,0,0,5.14,0.1507,5.14,2.46,27.39,0.11,0,0,0,0,0,0,5.86,5.86,0,1.66,11.46,5.86,5.86,92,0,100,,188,0,2,0.00,,49,88,88,57,204,204,,,,,,,,0.04,0.04,,1.92,0.92,10.12,0.04,,,,,,,
Chase Claypool,,0,WR,3900,CHI,@ NYJ,1,14.75,8.4,10.9,7.9,0,0,0,0,0,0,0,0,0,4.22,0.1771,4.22,2.41,25.08,0.15,0,0,0,0,0,0,5.82,5.82,0,0,22.62,5.82,5.82,58,0,100,,128,26,1.5,7.10,1.8,40,89,89,48,205,205,0.02,0.02,0.02,,,0.02,2.64,0.73,3.8,0.04,6.53,3.73,49.13,0.31,,,,,,,
Titans,,0,DST,3100,TEN,vs CIN,2,21.75,5.4,7.5,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0.87,0.29,0,0.1,21.75,5.82,5.82,0,0,16.62,5.82,5.82,12,0,100,,171,17,1.9,2.00,0.6,10,19,19,56,205,205,,,,,,,,,,,,,,,2.42,0.81,0.44,0.14,0.01,21.94,358.53
Josh Reynolds,,0,WR,4200,DET,vs BUF,30,22.75,5.9,8.1,10.5,0,0,0,0,0,0,0,0,0,3.68,0.1063,3.68,2.09,28.36,0.14,0,0,0,0,0,0,5.77,5.77,0,0,17.57,5.77,5.77,92,0,100,,188,16,1.4,0.00,,37,90,90,45,206,206,,,,,,,,0.14,0.85,,4.38,2.49,33.18,0.18,,,,,,,
Harrison Bryant,,0,TE,3000,CLE,vs TB,3,19.75,4.1,4.8,5.5,0,0,0,0,0,0,0,0,0,3.61,0.1289,3.61,2.45,21.2,0.2,0,0,0,0,0,0,5.77,5.77,0,0,13.97,5.77,5.77,38,0,100,,162,16,1.9,2.90,1,20,28,28,57,206,206,,,,,,,,,,,2.86,1.94,18.57,0.2,,,,,,,
Cole Kmet,,0,TE,3900,CHI,@ NYJ,14,14.75,5.4,7.1,8,0,0,0,0,0,0,0,0,0,4.22,0.1771,4.22,2.75,21.86,0.12,0,0,0,0,0,0,5.66,5.66,0,0,16.46,5.66,5.66,23,0,100,,139,18,1.5,5.70,1.5,11,29,29,48,207,207,,,,,,,,0.09,0.14,,4.28,2.79,28.07,0.16,,,,,,,
A.J. Dillon,,0,RB,5200,GB,@ PHI,19,20.25,7.2,10.8,7.3,0,0,0,0,0,0.4457,9.38,41.26,0.25,9.38,0,0,0,0,0,0,0,0,0,0,0,5.63,5.63,0,0,20.03,5.63,5.63,12,0,100,,43,14,1.1,17.80,3.4,26,44,44,35,208,208,,,,,,,,9.12,40.12,0.24,1.71,1.39,11.71,0.05,,,,,,,
Jordan Wilkins,,0,RB,4000,IND,vs PIT,3,20.75,4.1,0,4.3,0,0,0,0,0,0,0,0,0,3.74,0.1211,3.74,2.91,19.15,0.13,0,0,0,0,0,0,5.61,5.61,0,0,13.81,5.61,5.61,68,0,100,,188,11,1.4,0.00,,38,45,45,47,209,209,,,,,,,,4.95,24.17,0.1,1.22,0.95,6.05,,,,,,,,
Marquez Callaway,,0,WR,3000,NO,@ SF,17,17.50,5.7,9.1,4.7,0,0,0,0,0,0,0,0,0,3.54,0.1166,3.54,2.05,25.55,0.16,0,0,0,0,0,0,5.57,5.57,0,0,16.97,5.57,5.57,92,0,100,,188,22,1.9,0.00,,49,91,91,57,210,210,,,,,,,,,,,4.47,2.59,33.41,0.22,,,,,,,
Bengals,,0,DST,3200,CIN,@ TEN,18,20.75,4.9,6.6,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,0.83,0.52,0,0,20.75,5.36,5.36,0,0,15.16,5.36,5.36,12,0,100,,171,13,1.7,2.00,0.6,9,20,20,55,211,211,,,,,,,,,,,,,,,2.1,0.88,0.33,0.1,0.02,22.67,370.52
Trey McBride,,0,TE,3100,ARI,vs LAC,17,23.25,2,0,4.2,0,0,0,0,0,0,0,0,0,3.46,0.0852,3.46,2.83,13.99,0.18,0,0,0,0,0,0,5.31,5.31,0,2.31,9.31,5.31,5.31,49,0,100,,180,41,1.7,1.10,0.4,19,30,30,56,212,212,,,,,,,,,,,2.75,2.25,11.5,,,,,,,,
Jordan Akins,,0,TE,2700,HOU,@ MIA,28,16.25,4.3,3.6,5.7,0,0,0,0,0,0,0,0,0,3.19,0.1021,3.19,2.29,25.3,0.08,0,0,0,0,0,0,5.3,5.3,0,0,13.9,5.3,5.3,4,0,100,,51,14,2,16.10,6,23,31,31,60,213,213,,,,,,,,0.03,0.11,,2.98,2.14,24.5,0.08,,,,,,,
Ty Johnson,,0,RB,4100,NYJ,vs CHI,27,21.75,5.5,7.9,0.9,0,0,0,0,0,0.3589,9.14,40.83,0.2,9.14,0,0,0,0,0,0,0,0,0,0,0,5.28,5.28,0,0,16.28,5.28,5.28,17,0,100,,62,5,1.3,14.80,3.6,37,46,46,46,214,214,,,,,,,,4.17,18.63,0.09,2.52,1.67,13.17,0.07,,,,,,,
Skyy Moore,,0,WR,3000,KC,vs LAR,4,28.75,3.6,0,3,0,0,0,0,0,0,0,0,0,2.91,0.0696,2.91,1.9,22.91,0.16,0,0,0,0,0,0,5.15,5.15,0,0,12.35,5.15,5.15,55,0,100,,124,8,1.7,7.60,2.5,49,92,92,57,215,215,,,,,,,,,,,2.89,1.89,22.78,,,,,,,,
Jamal Agnew,,0,WR,3100,JAC,vs BAL,11,20.25,7.1,0,4.1,0,0,0,0,0,0,0,0,0,2.52,0.0745,2.52,1.9,14.19,0.3,0,0,0,0,0,0,5.12,5.12,0,0,19.32,5.12,5.12,25,0,100,,63,0,1.7,14.70,4.7,48,93,93,56,216,216,,,,,,,,0.63,3.63,,2.5,1.88,14.88,0.38,,,,,,,
Eli Mitchell,!,0,RB,4900,SF,vs NO,24,25.50,7.2,15.4,6.6,0,0,0,0,0,0.2679,8.92,40.04,0.18,8.92,0,0,0,0,0,0,0,0,0,0,0,5.08,5.08,0,0,19.48,5.08,5.08,39,0,100,,134,46,1,6.30,1.3,29,47,47,38,217,217,,,,,,,,16.78,75.33,0.33,1.83,1.61,11.17,0.06,,,,,,,
Laviska Shenault Jr.,,0,WR,3300,CAR,vs DEN,8,17.75,5.4,8,6.7,0,0,0,0,0,0,0,0,0,3.27,0.1153,3.27,2.27,21.58,0.1,0,0,0,0,0,0,5.03,5.03,0,0,15.83,5.03,5.03,70,0,100,,151,39,1.5,4.10,1.2,46,94,94,54,218,218,,,,,,,,0.92,4.79,0.03,5.24,3.63,36.47,0.16,,,,,,,
Tyquan Thornton,,0,WR,3000,NE,@ MIN,27,20.25,7.1,0,5.4,0,0,0,0,0,0,0,0,0,4.17,0.1418,4.17,1.99,17.33,0.21,0,0,0,0,0,0,4.98,4.98,0,0,19.18,4.98,4.98,92,0,100,,188,0,1.7,0.00,,49,95,95,57,219,219,,,,,,,,0.5,2.67,0.17,3.5,1.67,14.33,0.17,,,,,,,
Trenton Irwin,,0,WR,3000,CIN,@ TEN,31,21.75,3.7,1.1,7.1,0,0,0,0,0,0,0,0,0,3.18,0.0931,3.18,1.68,23.39,0.16,0,0,0,0,0,0,4.98,4.98,0,0,12.38,4.98,4.98,78,0,100,,165,16,1.7,2.60,0.9,49,95,95,57,219,219,,,,,,,,0.14,1.57,,2.71,1.43,19.71,0.14,,,,,,,
Brevin Jordan,!,0,TE,2500,HOU,@ MIA,28,16.25,4.6,7,1.8,0,0,0,0,0,0,0,0,0,3.43,0.1098,3.43,2.03,15.81,0.22,0,0,0,0,0,0,4.93,4.93,0,0,14.13,4.93,4.93,52,0,100,,188,8,2,0.00,,25,32,32,62,220,220,,,,,,,,,,,3.38,2,16.15,0.23,,,,,,,
Justice Hill,,0,RB,4400,BAL,@ JAC,21,23.25,3.3,0,4.1,0,0,0,0,0,0.1164,3.25,15,0.06,5.48,0.063,2.23,1.64,9.8,0.07,0,0,0,0,0,0,4.9,4.9,0,0,11.5,4.9,4.9,66,0,100,,186,0,1.1,0.30,0.1,34,48,48,43,221,221,,,,,,,,3.44,15.88,0.06,1.06,0.78,4.72,,,,,,,,
Brandon Powell,,0,WR,3000,LAR,@ KC,26,12.75,4.2,0.6,2.2,0,0,0,0,0,0,0,0,0,3.52,0.1231,3.52,2.54,16.77,0.1,0,0,0,0,0,0,4.82,4.82,0,0,13.22,4.82,4.82,78,0,100,,165,0,1.6,2.60,0.9,49,96,96,57,222,222,,,,,,,,0.5,0.79,,2.13,1.54,12.25,0.08,,,,,,,
Jaguars,,0,DST,2500,JAC,vs BAL,8,23.25,6.5,3.5,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,0.88,0.39,0,0.1,23.25,4.71,4.71,0,0,17.71,4.71,4.71,9,0,100,,145,0,1.9,5.00,2,16,21,21,62,223,223,,,,,,,,,,,,,,,2.21,0.7,0.44,0.2,0.02,23.87,357.12
Chargers,,0,DST,3300,LAC,@ ARI,22,23.25,5.4,4.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.7,0.5,0.1,0,23.25,4.7,4.7,0,0,15.5,4.7,4.7,9,0,100,,145,10,1.4,5.00,1.5,8,22,22,54,224,224,,,,,,,,,,,,,,,2.13,0.82,0.5,0.15,0.02,23.4,349.4
Byron Pringle,,0,WR,3000,CHI,@ NYJ,1,14.75,6.4,8.7,2.5,0,0,0,0,0,0,0,0,0,2.48,0.1042,2.48,1.77,16.83,0.17,0,0,0,0,0,0,4.47,4.47,0,0,17.27,4.47,4.47,49,0,100,,112,12,1.5,9.20,3.1,49,97,97,57,225,225,,,,,,,,,,,3.47,2.47,29.81,0.31,,,,,,,
O.J. Howard,,0,TE,2600,HOU,@ MIA,28,16.25,6.5,3.3,3.7,0,0,0,0,0,0,0,0,0,2.23,0.0712,2.23,1.42,19.68,0.17,0,0,0,0,0,0,4.41,4.41,0,0,17.41,4.41,4.41,52,0,100,,188,6,1.7,0.00,,24,33,33,61,226,226,,,,,,,,,,,3.4,2.17,31.1,0.28,,,,,,,
Equanimeous St. Brown,,0,WR,3200,CHI,@ NYJ,1,14.75,3.5,1.6,3.9,0,0,0,0,0,0,0,0,0,3.47,0.1458,3.47,1.87,21.67,0.06,0,0,0,0,0,0,4.4,4.4,0,0,11.4,4.4,4.4,85,0,100,,174,0,1.4,1.70,0.5,47,98,98,55,227,227,,,,,,,,0.26,1.86,,2.28,1.23,18.02,0.05,,,,,,,
Packers,,0,DST,2200,GB,@ PHI,4,26.25,5.1,7.1,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,0.68,0.25,0.08,0.08,26.25,4.36,4.36,0,0,14.56,4.36,4.36,14,0,100,,188,18,2,0.00,,19,23,23,65,228,228,,,,,,,,,,,,,,,2.47,0.84,0.45,0.08,0.01,22.36,349.79
Tanner Hudson,,0,TE,2500,NYG,@ DAL,7,17.75,2.3,0,4.2,0,0,0,0,0,0,0,0,0,2.84,0.0922,2.84,1.57,19.4,0.14,0,0,0,0,0,0,4.35,4.35,0,0.9,8.95,4.35,4.35,42,0,100,,171,8,1.7,2.00,0.8,25,34,34,62,229,229,,,,,,,,,,,1.93,1.07,14.21,,,,,,,,
Isaiah Hodgins,,0,WR,3000,NYG,@ DAL,15,17.75,1.1,0,6.4,0,0,0,0,0,0,0,0,0,2.21,0.0715,2.21,1.77,19.41,0.1,0,0,0,0,0,0,4.31,4.31,0,2.66,6.51,4.31,4.31,62,0,100,,136,83,1.4,6.10,2,49,99,99,57,230,230,,,,,,,,,,,3.75,3,35.5,,,,,,,,
Shi Smith,,0,WR,3000,CAR,vs DEN,8,17.75,3.7,3.2,2.7,0,0,0,0,0,0,0,0,0,2.95,0.1038,2.95,1.51,19.5,0.14,0,0,0,0,0,0,4.3,4.3,0,0,11.7,4.3,4.3,92,0,100,,188,0,1.4,0.00,,49,100,100,57,231,231,,,,,,,,0.07,-0.2,,2.6,1.33,18.13,,,,,,,,
Damiere Byrd,,0,WR,3100,ATL,@ WAS,22,18.75,6.1,6,6.3,0,0,0,0,0,0,0,0,0,2.44,0.1031,2.44,1.57,20.09,0.1,0,0,0,0,0,0,4.18,4.18,0,0,16.38,4.18,4.18,92,0,100,,188,5,1.3,0.00,,48,101,101,56,232,232,,,,,,,,0.06,0.5,,3.63,2.33,30.56,0.13,,,,,,,
Bears,,0,DST,3200,CHI,@ NYJ,24,21.75,6,6.1,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0.87,0.48,0,0,21.75,4.15,4.15,0,0,16.15,4.15,4.15,14,0,100,,188,9,1.3,0.00,,9,24,24,55,233,233,,,,,,,,,,,,,,,2.31,0.71,0.51,0.17,0.04,21.64,333.5
Mo Alie-Cox,,0,TE,2600,IND,vs PIT,9,20.75,5.1,4.7,5.3,0,0,0,0,0,0,0,0,0,1.95,0.0631,1.95,1.3,17.08,0.18,0,0,0,0,0,0,4.09,4.09,0,0,14.29,4.09,4.09,33,0,100,,157,0,1.6,3.40,1.3,24,35,35,61,234,234,,,,,,,,,,,2.25,1.5,19.08,0.17,,,,,,,
Kenneth Gainwell,,0,RB,5000,PHI,vs GB,17,26.25,6.4,8.3,4.5,0,0,0,0,0,0.0466,1.74,7.57,0.15,3.59,0.0626,1.85,1.27,8.78,0.04,0,0,0,0,0,0,4.05,4.05,0,0,16.85,4.05,4.05,25,0,100,,87,10,0.8,11.60,2.3,28,49,49,37,235,235,,,,,,,,3.82,16.61,0.32,2.5,1.71,12.82,0.07,,,,,,,
Browns,,0,DST,2700,CLE,vs TB,28,22.75,4.9,6.2,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02,0.28,0.46,0,0.09,22.75,4.04,4.04,0,0,13.84,4.04,4.04,10,0,100,,152,6,1.5,4.00,1.5,14,25,25,60,236,236,,,,,,,,,,,,,,,2.15,0.72,0.48,0.1,0.02,25.11,365.44
A.J. Green,,0,WR,3400,ARI,vs LAC,12,23.25,10,9.6,4.6,0,0,0,0,0,0,0,0,0,2.45,0.0603,2.45,1.4,19.08,0.11,0,0,0,0,0,0,3.97,3.97,0,0,23.97,3.97,3.97,86,0,100,,176,22,1.2,1.50,0.4,45,102,102,53,237,237,,,,,,,,,,,7.39,4.22,59.53,0.37,,,,,,,
Ian Thomas,,0,TE,2500,CAR,vs DEN,12,17.75,4.1,2.6,3.3,0,0,0,0,0,0,0,0,0,2.95,0.1038,2.95,1.91,16.38,0.07,0,0,0,0,0,0,3.97,3.97,0,0,12.17,3.97,3.97,28,0,100,,151,0,1.6,4.10,1.6,25,36,36,62,237,237,,,,,,,,,,,2.95,1.91,17.27,0.07,,,,,,,
Keelan Cole,,0,WR,3000,LV,@ SEA,10,21.75,6.5,5.6,1.7,0,0,0,0,0,0,0,0,0,2.52,0.0671,2.52,1.42,20.29,0.08,0,0,0,0,0,0,3.93,3.93,0,0,16.93,3.93,3.93,75,0,100,,159,10,1.3,3.20,1.1,49,103,103,57,238,238,0.01,,,,,,0.5,0.03,0.1,,4.39,2.48,36.05,0.16,,,,,,,
Tyler Allgeier,,0,RB,4900,ATL,@ WAS,2,18.75,4.6,0,8.1,0,0,0,0,0,0.2991,7.78,35.49,0.06,7.78,0,0,0,0,0,0,0,0,0,0,0,3.91,3.91,0,0,13.11,3.91,3.91,42,0,100,,141,41,0.8,5.40,1.1,29,50,50,38,239,239,,,,,,,,11,50.18,0.09,0.91,0.91,7.91,0.09,,,,,,,
James Cook,,0,RB,4400,BUF,@ DET,22,31.75,3.5,0,4.7,0,0,0,0,0,0.1954,5.49,30.93,0.12,5.49,0,0,0,0,0,0,0,0,0,0,0,3.81,3.81,0,0,10.81,3.81,3.81,48,0,100,,153,24,0.9,3.80,0.9,34,51,51,43,240,240,,,,,,,,4.18,23.55,0.09,1.73,0.82,10,,,,,,,,
Saints,,0,DST,2400,NO,@ SF,11,25.5,6,8.4,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67,0.16,0.41,0,0,25.5,3.81,3.81,0,0,15.81,3.81,3.81,9,0,100,,145,10,1.6,5.00,2.1,17,26,26,63,240,240,,,,,,,,,,,,,,,2.55,0.8,0.55,0.11,0.02,22.88,351.17
Lawrence Cager,,0,TE,2700,NYG,@ DAL,7,17.75,3.1,0,3.2,0,0,0,0,0,0,0,0,0,2.85,0.0924,2.85,1.33,14.83,0.16,0,0,0,0,0,0,3.77,3.77,0,0,9.97,3.77,3.77,37,0,100,,161,0,1.4,3.00,1.1,23,37,37,60,241,241,,,,,,,,,,,2.14,1,12,0.14,,,,,,,
Chris Evans,,0,RB,4000,CIN,@ TEN,1,21.75,4.9,4,0.7,0,0,0,0,0,0.2965,5.81,27.45,0.16,5.81,0,0,0,0,0,0,0,0,0,0,0,3.71,3.71,0,0,13.51,3.71,3.71,68,0,100,,188,0,0.9,0.00,,38,52,52,47,242,242,,,,,,,,1.27,6,,1.47,1.2,12.27,0.13,,,,,,,
Raiders,,0,DST,2600,LV,@ SEA,5,25.75,4.4,3.6,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0.29,0.29,0,0.2,25.75,3.64,3.64,0,0,12.44,3.64,3.64,8,0,100,,137,0,1.4,6.00,2.3,15,27,27,61,243,243,,,,,,,,,,,,,,,1.67,0.61,0.48,0.06,0.02,25.56,365.58
Tutu Atwell,,0,WR,3000,LAR,@ KC,26,12.75,4.7,0,4.1,0,0,0,0,0,0,0,0,0,1.26,0.0439,1.26,0.72,20.67,0.14,0,0,0,0,0,0,3.63,3.63,0,0,13.03,3.63,3.63,69,0,100,,150,0,1.2,4.30,1.4,49,104,104,57,244,244,,,,,,,,0.17,1.5,,1.17,0.67,23.17,0.17,,,,,,,
Lions,,0,DST,2100,DET,vs BUF,7,31.75,5.2,3.5,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0.72,0.45,0.09,0.09,31.75,3.6,3.6,0,0,14,3.6,3.6,10,0,100,,152,2,1.7,4.00,1.9,20,28,28,66,245,245,,,,,,,,,,,,,,,1.96,0.62,0.49,0.14,0.05,25.24,374.68
Boston Scott,,0,RB,4000,PHI,vs GB,17,26.25,7.6,9.2,2.3,0,0,0,0,0,0.1244,4.65,20.24,0.26,4.65,0,0,0,0,0,0,0,0,0,0,0,3.58,3.58,0,0,18.78,3.58,3.58,56,0,100,,167,0,0.9,2.40,0.6,38,53,53,47,246,246,,,,,,,,6.05,26.34,0.34,1.93,1.57,12.02,0.02,,,,,,,
James Proche,,0,WR,3000,BAL,@ JAC,21,23.25,4.4,5.2,2.8,0,0,0,0,0,0,0,0,0,1.98,0.0559,1.98,1.38,15.91,0.1,0,0,0,0,0,0,3.57,3.57,0,0,12.37,3.57,3.57,92,0,100,,188,0,1.2,0.00,,49,105,105,57,247,247,,,,,,,,,,,2.36,1.64,19.21,,,,,,,,
Tommy Tremble,,0,TE,2600,CAR,vs DEN,12,17.75,3.2,3.5,3.9,0,0,0,0,0,0,0,0,0,2.62,0.0923,2.62,1.43,12.24,0.14,0,0,0,0,0,0,3.49,3.49,0,0,9.89,3.49,3.49,48,0,100,,179,14,1.3,1.20,0.5,24,38,38,61,248,248,,,,,,,,0.13,0.48,0.04,2.48,1.35,12.22,0.13,,,,,,,
Hunter Henry,,0,TE,3100,NE,@ MIN,29,20.25,6.2,9.9,5.2,0,0,0,0,0,0,0,0,0,1.71,0.0582,1.71,1.16,14.31,0.14,0,0,0,0,0,0,3.43,3.43,0,0,15.83,3.43,3.43,6,0,100,,57,37,1.1,15.30,4.9,19,39,39,56,249,249,,,,,,,,,,,4.98,3.38,41.03,0.4,,,,,,,
Salvon Ahmed,,0,RB,4000,MIA,vs HOU,31,30.25,6.2,3.5,0.7,0,0,0,0,0,0.1526,4.88,17.65,0.11,5.55,0.0184,0.67,0.47,3.44,0.02,0,0,0,0,0,0,3.36,3.36,0,0,15.76,3.36,3.36,68,0,100,,188,0,0.8,0.00,,38,54,54,47,250,250,,,,,,,,7,25.32,0.16,1.74,1.21,9.37,,,,,,,,
Giants,,0,DST,2400,NYG,@ DAL,3,27.75,5.9,5,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,0.19,0.94,0,0,27.75,3.15,3.15,0,0,14.95,3.15,3.15,11,0,100,,161,2,1.3,3.00,1.3,17,29,29,63,251,251,,,,,,,,,,,,,,,1.98,0.81,0.52,0.16,0.03,23.78,370.83
Chigoziem Okonkwo,,0,TE,2600,TEN,vs CIN,5,20.75,3.8,0,3.9,0,0,0,0,0,0,0,0,0,1.64,0.0595,1.64,0.9,16.51,0.08,0,0,0,0,0,0,3.03,3.03,0,0,10.63,3.03,3.03,19,0,100,,132,7,1.2,6.50,2.5,24,40,40,61,252,252,,,,,,,,0.11,-0.44,,2.22,1.22,23,0.11,,,,,,,
Texans,,0,DST,2200,HOU,@ MIA,16,30.25,6.2,5.1,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,0.64,0.37,0,0,30.25,3.03,3.03,0,0,15.43,3.03,3.03,8,0,100,,137,0,1.4,6.00,2.7,19,30,30,65,252,252,,,,,,,,,,,,,,,2.2,0.75,0.52,0.15,0.02,23.65,364.65
Dare Ogunbowale,,0,RB,4000,HOU,@ MIA,14,16.25,4.2,3.9,2,0,0,0,0,0,0.2039,4.71,16.65,0.22,4.71,0,0,0,0,0,0,0,0,0,0,0,2.99,2.99,0,0,11.39,2.99,2.99,32,0,100,,113,13,0.7,9.00,2.3,38,55,55,47,253,253,,,,,,,,2.39,8.45,0.11,2.61,1.76,14,0.03,,,,,,,
Trestan Ebner,,0,RB,4300,CHI,@ NYJ,16,14.75,1.5,0,1.4,0,0,0,0,0,0.2585,7.55,16.99,0.21,7.55,0,0,0,0,0,0,0,0,0,0,0,2.96,2.96,0,0.71,5.96,2.96,2.96,68,0,100,,188,0,0.7,0.00,,35,56,56,44,254,254,,,,,,,,4.8,10.8,,1,0.4,1.6,,,,,,,,
Caleb Huntley,,0,RB,4000,ATL,@ WAS,2,18.75,3.4,0,4.5,0,0,0,0,0,0.1966,5.12,25.02,0.07,5.12,0,0,0,0,0,0,0,0,0,0,0,2.92,2.92,0,0,9.72,2.92,2.92,57,0,100,,168,21,0.7,2.30,0.6,38,57,57,47,255,255,,,,,,,,7.1,34.7,0.1,0.2,0.2,0.3,,,,,,,,
DJ Turner,,0,WR,3000,LV,@ SEA,10,21.75,0,0,0.5,0,0,0,0,0,0,0,0,0,1.8,0.0481,1.8,1.08,13.64,0.08,0,0,0,0,0,0,2.92,2.92,0,2.92,2.92,2.92,2.92,92,0,100,,188,0,1,0.00,,49,106,106,57,255,255,,,,,,,,3,20,,,,,,,,,,,,
Khadarel Hodge,,0,WR,3000,ATL,@ WAS,22,18.75,3.4,2.8,4.4,0,0,0,0,0,0,0,0,0,1.95,0.0825,1.95,1.11,16.13,0.03,0,0,0,0,0,0,2.9,2.9,0,0,9.7,2.9,2.9,92,0,100,,188,0,1,0.00,,49,107,107,57,256,256,,,,,,,,,,,2.18,1.24,18.44,0.03,,,,,,,
