,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,Position Rankings,,,,Overall Rankings,,,Actual Data,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Albert Okwuegbunam,,0,TE,3500,DEN,vs SF,3,21.75,4.2,5.9,4.2,0,0,0,0,0,0,0,0,0,3.63,0.1217,3.63,2.81,28.5,0.21,0,0,0,0,0,0,6.92,6.92,0,0.62,15.32,6.92,6.92,41,0,100,,161,25,2,2.20,0.6,17,26,26,52,192,192,,,,,,,,,,,3.14,2.43,23.86,0.14,,,,,,,
Mark Ingram,,0,RB,5500,NO,@ CAR,29,21.75,9,7.8,4.8,0,0,0,0,0,0.3243,10.2,46.84,0.36,10.2,0,0,0,0,0,0,0,0,0,0,0,6.84,6.84,0,0,24.84,6.84,6.84,34,0,100,,113,31,1.2,7.80,1.4,22,52,52,32,193,193,,,,,,,,11.88,54.55,0.42,2.87,2.34,17.39,0.09,,,,,,,
K.J. Hamler,,0,WR,3600,DEN,vs SF,24,21.75,5.6,4.1,0,0,0,0,0,0,0,0,0,0,4.16,0.1397,4.16,2.2,31.93,0.24,0,0,0,0,0,0,6.83,6.83,0,0,18.03,6.83,6.83,87,0,100,,178,10,1.9,0.00,,43,79,79,51,194,194,,,,,,,,0.5,2.22,,3.89,2.06,28.89,0.17,,,,,,,
Khadarel Hodge,,0,WR,3400,ATL,@ SEA,12,21.25,3.3,2.8,7.3,0,0,0,0,0,0,0,0,0,4.19,0.1337,4.19,2.31,32.89,0.2,0,0,0,0,0,0,6.8,6.8,0,1.85,13.4,6.8,6.8,87,0,100,,178,0,2,0.00,,45,80,80,53,195,195,,,,,,,,,,,2.23,1.23,18,,,,,,,,
Tyler Boyd,,0,WR,5200,CIN,@ NYJ,20,25.75,8.1,11,9.5,0,0,0,0,0,0,0,0,0,3.95,0.111,3.95,2.68,30.74,0.16,0,0,0,0,0,0,6.71,6.71,0,0,22.91,6.71,6.71,9,0,100,,19,31,1.3,23.50,4.5,27,81,81,35,196,196,0.05,0.03,0.89,,0.01,,4.15,0.19,1.65,,6.42,4.35,51.2,0.28,,,,,,,
Jamaal Williams,,0,RB,5400,DET,@ MIN,24,22.75,7.7,9.2,11.5,0,0,0,0,0,0.4369,11.96,47.9,0.31,11.96,0,0,0,0,0,0,0,0,0,0,0,6.65,6.65,0,0,22.05,6.65,6.65,3,0,100,,13,19,1.2,24.70,4.6,23,53,53,33,197,197,,,,,,,,9.41,37.69,0.24,2.49,2,14.75,0.1,,,,,,,
Harrison Bryant,,0,TE,2900,CLE,vs PIT,5,20.75,4.2,4.8,5.7,0,0,0,0,0,0,0,0,0,4.15,0.1522,4.15,2.74,25.11,0.23,0,0,0,0,0,0,6.63,6.63,0,0.33,15.03,6.63,6.63,48,0,100,,178,13,2.3,0.00,,23,27,27,58,198,198,,,,,,,,,,,2.73,1.8,18.4,0.2,,,,,,,
Cole Kmet,,0,TE,3400,CHI,vs HOU,14,21.25,4.3,7.1,0,0,0,0,0,0,0,0,0,0,4.89,0.158,4.89,3.16,30.79,0.05,0,0,0,0,0,0,6.54,6.54,0,0.09,15.14,6.54,6.54,25,0,100,,128,25,1.9,6.00,1.8,18,28,28,53,199,199,,,,,,,,0.05,-0.08,,4.22,2.73,26.68,0.05,,,,,,,
Ravens,,0,DST,3000,BAL,@ NE,10,21.75,6.9,4.7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.01,0.42,0,0.28,21.75,6.54,6.54,0,0,20.34,6.54,6.54,3,0,100,,83,12,2.2,11.00,3.7,9,11,11,57,199,199,,,,,,,,,,,,,,,2.26,0.81,0.52,0.23,0.02,20.14,331.01
Browns,,0,DST,3100,CLE,vs PIT,20,16.75,4.9,6.2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,0.66,0.45,0,0.06,16.75,6.49,6.49,0,0,16.29,6.49,6.49,4,0,100,,95,8,2.1,10.00,3.2,8,12,12,56,200,200,,,,,,,,,,,,,,,2.13,0.75,0.48,0.1,0.03,25.03,366.59
Texans,,0,DST,2600,HOU,@ CHI,25,21.25,6.3,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53,1.16,0.56,0.03,0.07,21.25,6.45,6.45,0,0,19.05,6.45,6.45,5,0,100,,103,0,2.5,9.00,3.5,13,13,13,61,201,201,,,,,,,,,,,,,,,2.18,0.77,0.52,0.15,0.02,23.5,364.84
Rachaad White,,0,RB,4200,TB,vs GB,20,21.25,5.7,0,2.1,0,0,0,0,0,0.1304,2.79,6.1,0.17,5.75,0.0774,2.96,2.28,19.66,0.09,0,0,0,0,0,0,6.42,6.42,0,0,17.82,6.42,6.42,64,0,100,,178,16,1.5,0.00,,35,54,54,45,202,202,,,,,,,,4,8.75,0.25,3.25,2.5,21.25,,,,,,,,
Josh Reynolds,,0,WR,4500,DET,@ MIN,29,22.75,6,8.1,8.3,0,0,0,0,0,0,0,0,0,4.04,0.1072,4.04,2.31,31.26,0.16,0,0,0,0,0,0,6.4,6.4,0,0,18.4,6.4,6.4,24,0,100,,51,15,1.4,15.60,3.5,34,82,82,42,203,203,,,,,,,,0.14,0.87,,4.39,2.51,33.81,0.19,,,,,,,
Giants,,0,DST,2400,NYG,vs DAL,17,18.75,6,5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0.5,1.08,0.03,0.03,18.75,6.38,6.38,0,0,18.38,6.38,6.38,14,0,100,,178,2,2.7,0.00,,15,14,14,63,204,204,,,,,,,,,,,,,,,2,0.82,0.51,0.17,0.03,23.81,370.39
Jaguars,,0,DST,2300,JAC,@ LAC,1,25.75,6.6,3.5,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,1.46,0.31,0,0.06,25.75,6.35,6.35,0,0,19.55,6.35,6.35,5,0,100,,103,0,2.8,9.00,3.9,16,15,15,64,205,205,,,,,,,,,,,,,,,2.26,0.72,0.43,0.21,0.02,23.79,354.8
Chiefs,,0,DST,3700,KC,@ IND,5,23.75,7,6.7,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,0.65,0.38,0,0.35,23.75,6.32,6.32,0,0,20.32,6.32,6.32,6,0,100,,111,14,1.7,8.00,2.2,3,16,16,50,206,206,,,,,,,,,,,,,,,2.33,1,0.58,0.28,0.02,21.38,366.65
George Pickens,,0,WR,3400,PIT,@ CLE,10,16.75,6.8,0,2.3,0,0,0,0,0,0,0,0,0,3.68,0.0968,3.68,2.16,31.49,0.16,0,0,0,0,0,0,6.27,6.27,0,0,19.87,6.27,6.27,55,0,100,,120,24,1.8,6.90,2,45,83,83,53,207,207,,,,,,,,,,,5.8,3.4,50,,,,,,,,
49ers,,0,DST,3100,SF,@ DEN,29,21.75,5.8,7.6,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,1.04,0.56,0,0.08,21.75,6.22,6.22,0,0,17.82,6.22,6.22,6,0,100,,111,5,2,8.00,2.6,8,17,17,56,208,208,,,,,,,,,,,,,,,2.4,0.61,0.54,0.12,0.02,23.38,341.4
Jauan Jennings,,0,WR,3000,SF,@ DEN,2,22.75,6,5.8,5.8,0,0,0,0,0,0,0,0,0,3.47,0.1234,3.47,2.13,24.64,0.27,0,0,0,0,0,0,6.21,6.21,0,0,18.21,6.21,6.21,84,0,100,,168,0,2.1,1.50,0.5,49,84,84,57,209,209,,,,,,,,,,,3.1,1.9,22.05,0.24,,,,,,,
Johnny Mundt,,0,TE,2500,MIN,vs DET,27,28.75,2.1,1,4.8,0,0,0,0,0,0,0,0,0,3.46,0.0934,3.46,2.75,23.16,0.19,0,0,0,0,0,0,6.21,6.21,0,3.06,10.41,6.21,6.21,32,0,100,,142,16,2.5,4.30,1.7,27,29,29,62,209,209,,,,,,,,,,,1.71,1.36,11.86,,,,,,,,
Saints,,0,DST,3500,NO,@ CAR,30,19.75,6.1,8.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0.55,0.99,0,0.06,19.75,6.11,6.11,0,0,18.31,6.11,6.11,11,0,100,,155,10,1.7,3.00,0.9,5,18,18,52,210,210,,,,,,,,,,,,,,,2.5,0.83,0.58,0.12,0.02,22.94,353.17
Kylen Granson,,0,TE,2700,IND,vs KC,7,23.75,2.3,2.2,4.3,0,0,0,0,0,0,0,0,0,3.48,0.1157,3.48,2.42,23.97,0.21,0,0,0,0,0,0,6.08,6.08,0,2.63,10.68,6.08,6.08,39,0,100,,157,23,2.3,2.70,1,25,30,30,60,211,211,,,,,,,,,,,2.2,1.53,15.13,,,,,,,,
Cameron Brate,,0,TE,3600,TB,vs GB,4,21.25,5.3,4.8,1.8,0,0,0,0,0,0,0,0,0,3.18,0.0831,3.18,2.08,22.47,0.29,0,0,0,0,0,0,6.07,6.07,0,0,16.67,6.07,6.07,13,0,100,,92,25,1.7,10.20,2.8,16,31,31,51,212,212,,,,,,,,,,,3.86,2.53,26.85,0.31,,,,,,,
James Cook,,0,RB,4400,BUF,@ MIA,9,29.25,4.1,0,2.3,0,0,0,0,0,0.266,6.87,35.97,0.4,6.87,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,14.2,6,6,32,0,100,,111,5,1.4,8.00,1.8,33,55,55,43,213,213,,,,,,,,3.4,17.8,0.2,1.4,0.8,7.4,,,,,,,,
Chris Moore,,0,WR,3300,HOU,@ CHI,3,18.25,4.4,5.9,4.8,0,0,0,0,0,0,0,0,0,3.8,0.1098,3.8,2.4,24.49,0.19,0,0,0,0,0,0,5.99,5.99,0,0,14.79,5.99,5.99,42,0,100,,100,0,1.8,9.30,2.8,46,85,85,54,214,214,,,,,,,,0.21,0.52,,2.31,1.46,16.27,0.12,,,,,,,
O.J. Howard,,0,TE,2700,HOU,@ CHI,10,18.25,6.6,3.3,9.8,0,0,0,0,0,0,0,0,0,2.91,0.0839,2.91,1.9,25.1,0.25,0,0,0,0,0,0,5.91,5.91,0,0,19.11,5.91,5.91,48,0,100,,178,11,2.2,0.00,,25,32,32,60,215,215,,,,,,,,,,,3.51,2.29,33.07,0.31,,,,,,,
Kenneth Gainwell,,0,RB,5000,PHI,@ WAS,18,26.75,6.7,8.3,7,0,0,0,0,0,0.038,1.39,5.9,0.11,4.87,0.1085,3.48,2.32,16.82,0.09,0,0,0,0,0,0,5.79,5.79,0,0,19.19,5.79,5.79,61,0,100,,175,12,1.2,0.60,0.1,27,56,56,37,216,216,,,,,,,,3.95,16.77,0.32,2.86,1.91,14.68,0.09,,,,,,,
Equanimeous St. Brown,,0,WR,3900,CHI,vs HOU,30,21.25,3.5,1.6,7.4,0,0,0,0,0,0,0,0,0,3.78,0.1224,3.78,2.08,31.63,0.08,0,0,0,0,0,0,5.72,5.72,0,0.47,12.72,5.72,5.72,53,0,100,,117,3,1.5,7.30,1.9,40,86,86,48,217,217,,,,,,,,0.24,1.92,,2.22,1.22,18.65,0.05,,,,,,,
Ian Thomas,,0,TE,2800,CAR,vs NO,15,19.75,4.3,2.6,4.8,0,0,0,0,0,0,0,0,0,4.13,0.1251,4.13,2.61,23.62,0.12,0,0,0,0,0,0,5.69,5.69,0,0,14.29,5.69,5.69,37,0,100,,152,0,2,3.30,1.2,24,33,33,59,218,218,,,,,,,,,,,3.04,1.92,17.55,0.08,,,,,,,
Seahawks,,0,DST,2700,SEA,vs ATL,23,21.25,4.9,5.4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,0.33,0.72,0.03,0.29,21.25,5.68,5.68,0,0,15.48,5.68,5.68,7,0,100,,118,33,2.1,7.00,2.6,12,19,19,60,219,219,,,,,,,,,,,,,,,2.37,0.76,0.62,0.15,0.06,21.27,354.93
Will Dissly,,0,TE,2800,SEA,vs ATL,9,22.25,5.9,3.9,7.7,0,0,0,0,0,0,0,0,0,2.51,0.0936,2.51,2.02,21.95,0.24,0,0,0,0,0,0,5.66,5.66,0,0,17.46,5.66,5.66,7,0,100,,75,8,2,12.40,4.4,24,34,34,59,220,220,,,,,,,,0.02,0.17,,2.69,2.17,24.71,0.29,,,,,,,
Titans,,0,DST,2800,TEN,vs LV,22,23.25,5.4,7.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89,0.71,0.41,0,0.08,23.25,5.61,5.61,0,0,16.41,5.61,5.61,11,0,100,,155,16,2,3.00,1.1,11,20,20,59,221,221,,,,,,,,,,,,,,,2.4,0.81,0.46,0.14,0.01,22.3,360.48
Jake Ferguson,,0,TE,2500,DAL,@ NYG,16,18.75,0.8,0,0,0,0,0,0,0,0,0,0,0,3.46,0.0969,3.46,2.6,17.21,0.2,0,0,0,0,0,0,5.52,5.52,0,4.32,7.12,5.52,5.52,37,0,100,,152,0,2.2,3.30,1.3,27,35,35,62,222,222,,,,,,,,,,,2,1.5,10,,,,,,,,
DeVante Parker,,0,WR,4000,NE,vs BAL,32,21.75,7.6,11.5,1,0,0,0,0,0,0,0,0,0,3.4,0.1037,3.4,1.96,27.72,0.12,0,0,0,0,0,0,5.45,5.45,0,0,20.65,5.45,5.45,8,0,100,,18,33,1.4,23.60,5.9,39,87,87,47,223,223,,,,,,,,,,,6.67,3.85,54.63,0.27,,,,,,,
Mo Alie-Cox,,0,TE,3000,IND,vs KC,7,23.75,5.2,4.7,3.3,0,0,0,0,0,0,0,0,0,2.68,0.089,2.68,1.78,23.11,0.22,0,0,0,0,0,0,5.41,5.41,0,0,15.81,5.41,5.41,42,0,100,,164,0,1.8,1.90,0.6,22,36,36,57,224,224,,,,,,,,,,,2.29,1.52,19.71,0.18,,,,,,,
Tyler Allgeier,,0,RB,4400,ATL,@ SEA,15,21.25,3.3,0,3,0,0,0,0,0,0.3246,8.52,40.2,0.23,8.52,0,0,0,0,0,0,0,0,0,0,0,5.4,5.4,0,0.45,12,5.4,5.4,48,0,100,,145,42,1.2,4.00,0.9,33,57,57,43,225,225,,,,,,,,9.75,46,,0.5,0.5,6.25,,,,,,,,
Dolphins,,0,DST,2200,MIA,vs BUF,2,29.25,7,8.9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,0.56,0.73,0,0.36,29.25,5.37,5.37,0,0,19.37,5.37,5.37,7,0,100,,118,0,2.4,7.00,3.2,17,21,21,65,226,226,,,,,,,,,,,,,,,2.06,0.9,0.45,0.23,0.03,24.55,375.66
Patriots,,0,DST,2500,NE,vs BAL,13,23.75,7.2,8.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0.83,0.42,0,0.08,23.75,5.31,5.31,0,0,19.71,5.31,5.31,10,0,100,,145,17,2.1,4.00,1.6,14,22,22,62,227,227,,,,,,,,,,,,,,,2.34,1.02,0.5,0.19,0.05,18.28,337.39
Mike Gesicki,,0,TE,4300,MIA,vs BUF,6,25.25,7,9.9,7.6,0,0,0,0,0,0,0,0,0,3.46,0.0946,3.46,2.18,23.23,0.13,0,0,0,0,0,0,5.28,5.28,0,0,19.28,5.28,5.28,45,0,100,,167,14,1.2,1.60,0.4,10,37,37,44,228,228,0.02,,,,,,0.6,,,,5,3.15,35.7,0.21,,,,,,,
Cardinals,,0,DST,2400,ARI,vs LAR,12,25.75,6.3,6.8,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.33,0.82,0,0.28,25.75,5.28,5.28,0,0,17.88,5.28,5.28,10,0,100,,145,9,2.2,4.00,1.7,15,23,23,63,228,228,,,,,,,,,,,,,,,2.51,0.74,0.65,0.15,0.04,23.01,349.5
Bengals,,0,DST,3600,CIN,@ NYJ,18,19.75,5,6.6,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,0.54,0.5,0,0.05,19.75,5.26,5.26,0,0,15.26,5.26,5.26,1,0,100,,48,12,1.5,16.00,4.4,4,24,24,51,229,229,,,,,,,,,,,,,,,2.13,0.89,0.33,0.11,0.02,22.63,372.53
David Njoku,,0,TE,3400,CLE,vs PIT,5,20.75,6.1,7.4,4,0,0,0,0,0,0,0,0,0,3.26,0.1196,3.26,2.1,22.47,0.15,0,0,0,0,0,0,5.25,5.25,0,0,17.45,5.25,5.25,2,0,100,,16,15,1.5,23.90,7,18,38,38,53,230,230,,,,,,,,0.04,-0.06,,4.1,2.64,31.48,0.24,,,,,,,
Noah Fant,,0,TE,3600,SEA,vs ATL,9,22.25,6.1,9.9,3.9,0,0,0,0,0,0,0,0,0,3.06,0.1143,3.06,2.11,22.07,0.12,0,0,0,0,0,0,5.04,5.04,0,0,17.24,5.04,5.04,21,0,100,,122,31,1.4,6.70,1.9,16,39,39,51,231,231,,,,,,,,0.06,-0.24,,5.2,3.59,39.41,0.22,,,,,,,
Packers,,0,DST,2800,GB,@ TB,7,21.25,5.2,7.1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31,0.82,0.23,0,0.06,21.25,4.77,4.77,0,0,15.17,4.77,4.77,3,0,100,,83,17,1.7,11.00,3.9,11,25,25,59,232,232,,,,,,,,,,,,,,,2.51,0.83,0.47,0.08,0.02,22.13,348.65
Randall Cobb,,0,WR,3900,GB,@ TB,22,20.25,7.4,7.9,5.1,0,0,0,0,0,0,0,0,0,2.75,0.09,2.75,1.86,21.03,0.13,0,0,0,0,0,0,4.74,4.74,0,0,19.54,4.74,4.74,50,0,100,,114,33,1.2,7.70,2,40,88,88,48,233,233,0.03,0.01,0.1,,,,1.52,0.41,1.37,,6.01,4.06,47.13,0.31,,,,,,,
Isiah Pacheco,,0,RB,4300,KC,@ IND,16,27.75,4.7,0,6.4,0,0,0,0,0,0.3011,6.82,32.92,0.24,6.82,0,0,0,0,0,0,0,0,0,0,0,4.73,4.73,0,0,14.13,4.73,4.73,59,0,100,,173,0,1.1,0.90,0.2,34,58,58,44,234,234,,,,,,,,5.8,28,0.2,,,,,,,,,,,
Pharaoh Brown,,0,TE,2800,HOU,@ CHI,10,18.25,3.5,3.3,4.1,0,0,0,0,0,0,0,0,0,3.04,0.0879,3.04,2.22,19.15,0.09,0,0,0,0,0,0,4.68,4.68,0,0,11.68,4.68,4.68,24,0,100,,127,10,1.7,6.10,2.2,24,40,40,59,235,235,,,,,,,,,,,2.42,1.77,16.65,0.08,,,,,,,
David Sills,,0,WR,3000,NYG,vs DAL,18,19.75,2.1,0.9,6.7,0,0,0,0,0,0,0,0,0,3.43,0.1029,3.43,1.91,15.96,0.15,0,0,0,0,0,0,4.41,4.41,0,1.26,8.61,4.41,4.41,68,0,100,,145,13,1.5,4.00,1.3,49,89,89,57,236,236,,,,,,,,,,,2.25,1.25,11.38,,,,,,,,
Anthony Firkser,,0,TE,2500,ATL,@ SEA,29,21.25,4.8,4.6,1.6,0,0,0,0,0,0,0,0,0,2.43,0.0776,2.43,1.82,19.23,0.11,0,0,0,0,0,0,4.4,4.4,0,0,14,4.4,4.4,38,0,100,,153,6,1.8,3.20,1.3,27,41,41,62,237,237,,,,,,,,,,,2.76,2.07,22.45,0.13,,,,,,,
Travis Homer,!,0,RB,4800,SEA,vs ATL,28,22.25,4.4,4.4,4.2,0,0,0,0,0,0.093,2.09,10.77,0.02,4.04,0.0727,1.95,1.64,13.53,0.03,0,0,0,0,0,0,4.37,4.37,0,0,13.17,4.37,4.37,60,0,100,,174,6,0.9,0.70,0.1,29,59,59,39,238,238,,,,,,,,2.73,14.07,0.03,1.7,1.43,12.4,0.03,,,,,,,
Samaje Perine,,0,RB,4600,CIN,@ NYJ,32,25.75,6.3,5.2,4.4,0,0,0,0,0,0.064,1.77,6.96,0.03,3.78,0.0566,2.01,1.7,12.73,0.08,0,0,0,0,0,0,4.33,4.33,0,0,16.93,4.33,4.33,17,0,100,,66,0,0.9,14.10,3.1,31,60,60,41,239,239,,,,,,,,6.13,24.12,0.1,1.75,1.48,11.35,0.08,,,,,,,
Commanders,,0,DST,2300,WAS,vs PHI,8,26.75,5.1,5.4,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0.55,0.2,0,0.09,26.75,4.31,4.31,0,0,14.51,4.31,4.31,9,0,100,,136,23,1.9,5.00,2.2,16,26,26,64,240,240,,,,,,,,,,,,,,,2.6,0.79,0.55,0.12,0.03,23.24,362.16
Simi Fehoko,,0,WR,3400,DAL,@ NYG,16,18.75,0.5,0,3.2,0,0,0,0,0,0,0,0,0,2.58,0.0722,2.58,1.94,15.4,0.12,0,0,0,0,0,0,4.2,4.2,0,3.45,5.2,4.2,4.2,78,0,100,,161,0,1.2,2.20,0.6,45,90,90,53,241,241,,,,,,,,,,,2,1.5,12,,,,,,,,
Darrel Williams,,0,RB,5100,ARI,vs LAR,10,22.75,7.2,11,14.2,0,0,0,0,0,0.271,5.86,23.79,0.27,5.86,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,18.4,4,4,60,0,100,,174,8,0.8,0.70,0.1,26,61,61,36,242,242,,,,,,,,5.66,22.98,0.26,2.32,1.8,15.8,0.08,,,,,,,
Broncos,,0,DST,2700,DEN,vs SF,11,22.75,6.2,6.8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19,0.36,0.41,0,0.03,22.75,3.91,3.91,0,0,16.31,3.91,3.91,1,0,100,,48,18,1.4,16.00,5.9,12,27,27,60,243,243,,,,,,,,,,,,,,,2.55,0.78,0.54,0.15,0.02,20.27,328.87
Dante Pettis,,0,WR,3300,CHI,vs HOU,30,21.25,7.7,8.4,6.1,0,0,0,0,0,0,0,0,0,1.99,0.0645,1.99,1.09,16.66,0.19,0,0,0,0,0,0,3.9,3.9,0,0,19.3,3.9,3.9,87,0,100,,178,3,1.2,0.00,,46,91,91,54,244,244,0.07,0.07,1.19,,,,10.03,0.04,-0.07,,3.85,2.11,32.37,0.41,,,,,,,
Boston Scott,,0,RB,4700,PHI,@ WAS,18,26.75,7.7,9.2,5.1,0,0,0,0,0,0.1334,4.87,21.46,0.29,4.87,0,0,0,0,0,0,0,0,0,0,0,3.89,3.89,0,0,19.29,3.89,3.89,64,0,100,,178,9,0.8,0.00,,30,62,62,40,245,245,,,,,,,,6.45,28.42,0.39,2.18,1.76,13.82,0.03,,,,,,,
Colby Parkinson,,0,TE,2500,SEA,vs ATL,9,22.25,3.5,1.7,12.3,0,0,0,0,0,0,0,0,0,1.95,0.0728,1.95,1.49,17.89,0.1,0,0,0,0,0,0,3.88,3.88,0,0,10.88,3.88,3.88,23,0,100,,124,10,1.6,6.40,2.6,27,42,42,62,246,246,,,,,,,,,,,1.89,1.44,18.22,0.11,,,,,,,
Jets,,0,DST,2400,NYJ,vs CIN,6,25.75,5.3,3.4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0.7,0.2,0,0.06,25.75,3.88,3.88,0,0,14.48,3.88,3.88,10,0,100,,145,2,1.6,4.00,1.7,15,28,28,63,246,246,,,,,,,,,,,,,,,2.03,0.73,0.52,0.13,0.03,24.68,361.32
Alexander Mattison,,0,RB,5700,MIN,vs DET,30,28.75,7.4,8.3,4,0,0,0,0,0,0.2421,7.24,29.82,0.14,7.24,0,0,0,0,0,0,0,0,0,0,0,3.82,3.82,0,0,18.62,3.82,3.82,23,0,100,,81,0,0.7,11.40,2,20,63,63,30,247,247,,,,,,,,7.45,30.69,0.14,1.61,1.31,10.27,0.06,,,,,,,
Quez Watkins,,0,WR,3700,PHI,@ WAS,25,26.75,4.9,6.9,7.5,0,0,0,0,0,0,0,0,0,2.19,0.0682,2.19,1.39,20.08,0.07,0,0,0,0,0,0,3.82,3.82,0,0,13.62,3.82,3.82,87,0,100,,178,25,1,0.00,,42,92,92,50,247,247,,,,,,,,0.04,0.12,,3.46,2.19,33.69,0.12,,,,,,,
Sony Michel,,0,RB,4400,LAC,vs JAC,27,25.75,8,7.8,2.1,0,0,0,0,0,0.2299,6.46,27.05,0.18,6.46,0,0,0,0,0,0,0,0,0,0,0,3.79,3.79,0,0,19.79,3.79,3.79,47,0,100,,144,18,0.9,4.10,0.9,33,64,64,43,248,248,,,,,,,,13.09,54.81,0.36,1.31,0.87,6.37,0.03,,,,,,,
Ty Johnson,,0,RB,4000,NYJ,vs CIN,5,19.75,5.5,7.9,1.4,0,0,0,0,0,0,0,0,0,2.83,0.0681,2.83,1.93,14.55,0.06,0,0,0,0,0,0,3.75,3.75,0,0,14.75,3.75,3.75,64,0,100,,178,8,0.9,0.00,,37,65,65,47,249,249,,,,,,,,4.34,18.66,0.07,2.68,1.83,14.24,0.07,,,,,,,
Mike Strachan,,0,WR,3300,IND,vs KC,17,23.75,2.3,2.3,4.5,0,0,0,0,0,0,0,0,0,2.07,0.0687,2.07,1.15,19.58,0.1,0,0,0,0,0,0,3.71,3.71,0,0.26,8.31,3.71,3.71,87,0,100,,178,15,1.1,0.00,,46,93,93,54,250,250,,,,,,,,,,,1.8,1,17,,,,,,,,
Mike Thomas,,0,WR,3100,CIN,@ NYJ,20,25.75,2.9,1.4,3.5,0,0,0,0,0,0,0,0,0,2.95,0.0829,2.95,1.48,15.84,0.06,0,0,0,0,0,0,3.42,3.42,0,0,9.22,3.42,3.42,87,0,100,,178,0,1.1,0.00,,48,94,94,56,251,251,,,,,,,,0.04,0.04,,2,1,11,0.04,,,,,,,
Panthers,,0,DST,2600,CAR,vs NO,26,21.75,6.3,5.1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,0.27,0.21,0.03,0.03,21.75,3.37,3.37,0,0,15.97,3.37,3.37,1,0,100,,48,13,1.3,16.00,6.2,13,29,29,61,252,252,,,,,,,,,,,,,,,2.59,0.86,0.64,0.17,0.03,23.41,350.53
Lions,,0,DST,2200,DET,@ MIN,19,28.75,5.3,3.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31,0.56,0.23,0.24,0,28.75,3.37,3.37,0,0,13.97,3.37,3.37,12,0,100,,163,0,1.5,2.00,0.9,17,29,29,65,252,252,,,,,,,,,,,,,,,1.95,0.59,0.49,0.14,0.05,25.34,373.26
Marlon Mack,,0,RB,4000,SF,@ DEN,4,22.75,8.7,2.6,0,0,0,0,0,0,0.1777,5.06,22.58,0.18,5.06,0,0,0,0,0,0,0,0,0,0,0,3.34,3.34,0,0,20.74,3.34,3.34,64,0,100,,178,22,0.8,0.00,,37,66,66,47,253,253,,,,,,,,12.5,55.79,0.44,1.83,1.23,9.46,0.04,,,,,,,
Tanner Hudson,,0,TE,2500,NYG,vs DAL,13,19.75,1.4,0,4.2,0,0,0,0,0,0,0,0,0,2.38,0.0713,2.38,1.12,13.78,0.13,0,0,0,0,0,0,3.28,3.28,0,1.18,6.08,3.28,3.28,48,0,100,,178,26,1.3,0.00,,27,43,43,62,254,254,,,,,,,,,,,1.7,0.8,10.7,,,,,,,,
Colts,,0,DST,2200,IND,vs KC,3,27.75,5.4,8.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0.5,0.59,0.03,0.08,27.75,3.26,3.26,0,0,14.06,3.26,3.26,8,0,100,,128,25,1.5,6.00,2.7,17,30,30,65,255,255,,,,,,,,,,,,,,,2.2,0.88,0.59,0.17,0.07,22.65,359.87
Kyle Juszczyk,,0,RB,4000,SF,@ DEN,4,22.75,,,,0,0,0,0,0,0.0676,1.92,7.63,0.05,3.35,0.0508,1.43,1.07,8.33,0.04,0,0,0,0,0,0,3.21,3.21,0,0,,3.21,3.21,50,0,100,,151,0,0.8,3.40,0.9,37,67,67,47,256,256,,,,,,,,,,,,,,,,,,,,,
