rank,id,player,team,pos,game.week,opp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts_draftkings
40,24374,Chase Brown,CIN,RB,9,LV,0.0,0.0,0.0,68.7,0.6,2.9,20.9,0.1,,,0.0,0.0,16.0
41,611,Joe Flacco,IND,QB,9,MIN,253.6,1.6,1.1,5.0,0.0,0.0,0.0,0.0,,,0.0,0.0,15.8
42,21681,Justin Herbert,LAC,QB,9,CLE,218.3,1.3,0.7,14.2,0.2,0.0,0.0,0.0,,,0.0,0.0,15.7
43,16762,Jameis Winston,CLE,QB,9,LAC,239.6,1.3,0.9,13.6,0.1,0.0,0.0,0.0,,,0.0,0.0,15.6
44,21674,J.K. Dobbins,LAC,RB,9,CLE,0.0,0.0,0.0,70.9,0.6,2.7,16.0,0.1,,,0.0,0.0,15.5
45,24172,Puka Nacua,LAR,WR,9,SEA,0.0,0.0,0.0,4.2,0.0,5.4,73.4,0.4,,,0.0,0.0,15.5
46,20841,Daniel Jones,NYG,QB,9,WAS,209.5,1.1,0.8,24.7,0.2,0.0,0.0,0.0,,,0.0,0.0,15.4
47,16311,Derek Carr,NO,QB,9,CAR,228.6,1.5,0.7,4.8,0.1,0.0,0.0,0.0,,,0.0,0.0,15.4
48,21684,D'Andre Swift,CHI,RB,9,ARI,0.0,0.0,0.0,70.8,0.5,2.5,23.2,0.1,,,0.0,0.0,15.4
49,18882,Cooper Kupp,LAR,WR,9,SEA,0.0,0.0,0.0,1.4,0.0,5.8,65.0,0.5,,,0.0,0.0,15.3
50,23247,James Cook,BUF,RB,9,MIA,0.0,0.0,0.0,69.7,0.6,2.2,19.6,0.1,,,0.0,0.0,15.2
51,18983,James Conner,ARI,RB,9,CHI,0.0,0.0,0.0,72.6,0.6,2.1,17.7,0.1,,,0.0,0.0,15.2
52,22565,Chris Olave,NO,WR,9,CAR,0.0,0.0,0.0,0.5,0.0,5.5,73.7,0.4,,,0.0,0.0,15.2
53,20912,Tony Pollard,TEN,RB,9,NE,0.0,0.0,0.0,70.9,0.5,2.7,17.9,0.1,,,0.0,0.0,15.1
54,2593,Aaron Rodgers,NYJ,QB,9,HOU,231.4,1.5,0.7,5.6,0.0,0.0,0.0,0.0,,,0.0,0.0,15.0
55,18944,Kareem Hunt,KC,RB,9,TB,0.0,0.0,0.0,72.8,0.7,1.7,12.7,0.1,,,0.0,0.0,14.9
56,22490,Trevor Lawrence,JAX,QB,9,PHI,216.9,1.3,0.8,13.2,0.1,0.0,0.0,0.0,,,0.0,0.0,14.9
57,20824,Josh Jacobs,GB,RB,9,DET,0.0,0.0,0.0,75.0,0.5,2.3,15.9,0.1,,,0.0,0.0,14.8
58,24943,Brock Bowers,LV,TE,9,CIN,0.0,0.0,0.0,0.2,0.0,6.0,64.4,0.4,,,0.0,0.0,14.8
59,21691,Chuba Hubbard,CAR,RB,9,NO,0.0,0.0,0.0,74.1,0.5,2.3,13.2,0.1,,,0.0,0.0,14.4
60,23122,Garrett Wilson,NYJ,WR,9,HOU,0.0,0.0,0.0,1.0,0.0,5.3,65.4,0.4,,,0.0,0.0,14.2
61,20873,Terry McLaurin,WAS,WR,9,NYG,0.0,0.0,0.0,0.6,0.0,5.0,68.6,0.4,,,0.0,0.0,14.2
62,20880,Gardner Minshew II,LV,QB,9,CIN,223.3,1.2,0.8,8.6,0.1,0.0,0.0,0.0,,,0.0,0.0,14.2
63,21687,DeVonta Smith,PHI,WR,9,JAX,0.0,0.0,0.0,0.1,0.0,5.2,64.7,0.4,,,0.0,0.0,14.0
64,16470,Davante Adams,NYJ,WR,9,HOU,0.0,0.0,0.0,0.1,0.0,5.0,60.3,0.5,,,0.0,0.0,13.9
65,23233,Jayden Reed,GB,WR,9,DET,0.0,0.0,0.0,10.1,0.1,4.3,57.1,0.4,,,0.0,0.0,13.9
66,15048,Travis Kelce,KC,TE,9,TB,0.0,0.0,0.0,0.2,0.0,5.7,58.0,0.4,,,0.0,0.0,13.8
67,24145,Josh Downs,IND,WR,9,MIN,0.0,0.0,0.0,1.1,0.0,5.8,60.2,0.3,,,0.0,0.0,13.6
68,24958,Drake Maye,NE,QB,9,TEN,180.2,0.9,0.8,25.8,0.2,0.0,0.0,0.0,,,0.0,0.0,13.5
69,22546,Rhamondre Stevenson,NE,RB,9,TEN,0.0,0.0,0.0,62.5,0.5,2.3,14.0,0.1,,,0.0,0.0,13.4
70,23190,Brian Robinson Jr.,WAS,RB,9,NYG,0.0,0.0,0.0,67.0,0.6,1.4,11.1,0.1,,,0.0,0.0,13.3
71,20882,David Montgomery,DET,RB,9,GB,0.0,0.0,0.0,59.9,0.6,1.7,14.4,0.1,,,0.0,0.0,13.2
72,23251,Trey McBride,ARI,TE,9,CHI,0.0,0.0,0.0,0.0,0.0,5.6,58.5,0.3,,,0.0,0.0,13.2
73,19844,DJ Moore,CHI,WR,9,ARI,0.0,0.0,0.0,2.5,0.0,4.7,58.3,0.4,,,0.0,0.0,13.1
74,23157,Jaxon Smith-Njigba,SEA,WR,9,LAR,0.0,0.0,0.0,0.2,0.0,5.4,58.8,0.3,,,0.0,0.0,13.0
75,20868,Alexander Mattison,LV,RB,9,CIN,0.0,0.0,0.0,51.8,0.4,2.7,21.6,0.1,,,0.0,0.0,12.9
76,20876,Jakobi Meyers,LV,WR,9,CIN,0.0,0.0,0.0,0.7,0.0,5.3,58.4,0.3,,,0.0,0.0,12.9
77,24176,Tank Dell,HOU,WR,9,NYJ,0.0,0.0,0.0,3.7,0.0,4.5,57.0,0.4,,,0.0,0.0,12.9
78,23120,Zay Flowers,BAL,WR,9,DEN,0.0,0.0,0.0,3.9,0.0,4.9,58.6,0.3,,,0.0,0.0,12.8
79,25092,Tyrone Tracy Jr.,NYG,RB,9,WAS,0.0,0.0,0.0,65.3,0.4,2.0,13.7,0.1,,,0.0,0.0,12.8
80,24974,Marvin Harrison Jr.,ARI,WR,9,CHI,0.0,0.0,0.0,0.1,0.0,4.0,58.9,0.5,,,0.0,0.0,12.8
81,19798,Nick Chubb,CLE,RB,9,LAC,0.0,0.0,0.0,61.4,0.6,1.4,10.5,0.1,,,0.0,0.0,12.7
82,21961,Darnell Mooney,ATL,WR,9,DAL,0.0,0.0,0.0,0.3,0.0,4.2,59.3,0.4,,,0.0,0.0,12.6
83,16765,Amari Cooper,CLE,WR,9,LAC,0.0,0.0,0.0,0.1,0.0,4.5,57.3,0.4,,,0.0,0.0,12.5
84,25097,Ladd McConkey,LAC,WR,9,CLE,0.0,0.0,0.0,0.3,0.0,4.5,55.8,0.4,,,0.0,0.0,12.5
85,21744,Michael Pittman Jr.,IND,WR,9,MIN,0.0,0.0,0.0,0.1,0.0,4.8,53.7,0.4,,,0.0,0.0,12.5
86,19850,Mason Rudolph,TEN,QB,9,NE,171.6,1.0,0.5,10.6,0.2,0.0,0.0,0.0,,,0.0,0.0,12.4
87,23227,Khalil Shakir,BUF,WR,9,MIA,0.0,0.0,0.0,0.7,0.0,4.9,56.4,0.3,,,0.0,0.0,12.4
88,18876,David Njoku,CLE,TE,9,LAC,0.0,0.0,0.0,0.0,0.0,4.8,52.7,0.4,,,0.0,0.0,12.4
89,22598,Jaylen Waddle,MIA,WR,9,BUF,0.0,0.0,0.0,1.0,0.0,4.5,58.3,0.3,,,0.0,0.0,12.1
90,19800,Courtland Sutton,DEN,WR,9,BAL,0.0,0.0,0.0,0.1,0.0,4.1,57.1,0.4,,,0.0,0.0,12.1
91,19802,Calvin Ridley,TEN,WR,9,NE,0.0,0.0,0.0,3.2,0.0,4.1,58.9,0.3,,,0.0,0.0,12.0
92,22558,Javonte Williams,DEN,RB,9,BAL,0.0,0.0,0.0,41.0,0.3,3.3,23.0,0.1,,,0.0,0.0,12.0
93,23132,Bryce Young,CAR,QB,9,NO,180.6,1.0,0.8,11.5,0.1,0.0,0.0,0.0,,,0.0,0.0,12.0
94,23134,Cade Otton,TB,TE,9,KC,0.0,0.0,0.0,0.1,0.0,4.7,48.4,0.4,,,0.0,0.0,11.9
95,21077,Diontae Johnson,CAR,WR,9,NO,0.0,0.0,0.0,1.6,0.0,4.4,55.8,0.3,,,0.0,0.0,11.8
96,18912,Evan Engram,JAX,TE,9,PHI,0.0,0.0,0.0,0.0,0.0,5.2,48.8,0.3,,,0.0,0.0,11.8
97,16830,Tyler Lockett,SEA,WR,9,LAR,0.0,0.0,0.0,0.1,0.0,4.5,54.7,0.3,,,0.0,0.0,11.7
98,23270,Will Levis,TEN,QB,9,NE,176.0,1.0,0.8,9.6,0.1,0.0,0.0,0.0,,,0.0,0.0,11.6
99,24348,Cedric Tillman,CLE,WR,9,LAC,0.0,0.0,0.0,0.3,0.0,4.2,55.7,0.3,,,0.0,0.0,11.6
100,24924,Xavier Worthy,KC,WR,9,TB,0.0,0.0,0.0,5.4,0.1,3.5,44.1,0.4,,,0.0,0.0,11.4
101,23170,Wan'Dale Robinson,NYG,WR,9,WAS,0.0,0.0,0.0,2.6,0.0,5.2,41.8,0.3,,,0.0,0.0,11.4
102,22508,Kyle Pitts,ATL,TE,9,DAL,0.0,0.0,0.0,0.0,0.0,3.8,51.3,0.4,,,0.0,0.0,11.3
103,21952,Rico Dowdle,DAL,RB,9,ATL,0.0,0.0,0.0,46.1,0.3,2.4,18.6,0.1,,,0.0,0.0,11.2
104,23138,Jake Ferguson,DAL,TE,9,ATL,0.0,0.0,0.0,0.0,0.0,4.9,44.6,0.3,,,0.0,0.0,11.1
105,14688,Justin Tucker,BAL,K,9,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,11.0
106,16765,Amari Cooper,BUF,WR,9,MIA,0.0,0.0,0.0,0.1,0.0,3.5,50.4,0.4,,,0.0,0.0,10.9
107,24933,Brian Thomas Jr.,JAX,WR,9,PHI,0.0,0.0,0.0,1.2,0.0,3.6,53.8,0.3,,,0.0,0.0,10.9
108,23217,Rachaad White,TB,RB,9,KC,0.0,0.0,0.0,30.2,0.1,3.4,27.7,0.2,,,0.0,0.0,10.9
109,23167,Romeo Doubs,GB,WR,9,DET,0.0,0.0,0.0,0.1,0.0,3.9,51.0,0.3,,,0.0,0.0,10.7
110,21692,Jerry Jeudy,CLE,WR,9,LAC,0.0,0.0,0.0,0.2,0.0,3.7,51.5,0.3,,,0.0,0.0,10.6
111,14986,DeAndre Hopkins,KC,WR,9,TB,0.0,0.0,0.0,0.2,0.0,3.6,45.8,0.4,,,0.0,0.0,10.5
112,24102,Dalton Kincaid,BUF,TE,9,MIA,0.0,0.0,0.0,0.0,0.0,4.2,43.6,0.3,,,0.0,0.0,10.4
113,24964,Keon Coleman,BUF,WR,9,MIA,0.0,0.0,0.0,0.1,0.0,3.4,51.6,0.3,,,0.0,0.0,10.3
114,15076,Keenan Allen,CHI,WR,9,ARI,0.0,0.0,0.0,0.1,0.0,4.0,42.5,0.3,,,0.0,0.0,10.0
115,24967,Bucky Irving,TB,RB,9,KC,0.0,0.0,0.0,38.7,0.3,2.1,16.8,0.1,,,0.0,0.0,9.9
116,23141,Sam LaPorta,DET,TE,9,GB,0.0,0.0,0.0,0.0,0.0,3.4,40.9,0.4,,,0.0,0.0,9.9
117,25098,Jalen McMillan,TB,WR,9,KC,0.0,0.0,0.0,1.9,0.0,3.6,42.9,0.3,,,0.0,0.0,9.9
118,23162,Jordan Addison,MIN,WR,9,IND,0.0,0.0,0.0,0.9,0.0,3.2,45.7,0.3,,,0.0,0.0,9.7
119,24118,Tucker Kraft,GB,TE,9,DET,0.0,0.0,0.0,0.1,0.0,3.3,39.5,0.4,,,0.0,0.0,9.7
120,25003,Xavier Legette,CAR,WR,9,NO,0.0,0.0,0.0,2.1,0.0,3.5,40.3,0.3,,,0.0,0.0,9.5
121,24436,Chad Ryland,ARI,K,9,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,9.5
122,22597,Jalen Tolbert,DAL,WR,9,ATL,0.0,0.0,0.0,0.2,0.0,3.5,41.3,0.3,,,0.0,0.0,9.4
123,21696,Travis Etienne Jr.,JAX,RB,9,PHI,0.0,0.0,0.0,31.3,0.2,2.8,18.2,0.1,,,0.0,0.0,9.4
124,24902,Brandon Aubrey,DAL,K,9,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,9.4
125,19562,Austin Ekeler,WAS,RB,9,NYG,0.0,0.0,0.0,26.7,0.2,2.6,24.2,0.1,,,0.0,0.0,9.4
126,19920,Dalton Schultz,HOU,TE,9,NYJ,0.0,0.0,0.0,0.0,0.0,3.7,38.3,0.3,,,0.0,0.0,9.3
127,19803,Mark Andrews,BAL,TE,9,DEN,0.0,0.0,0.0,0.0,0.0,3.2,37.1,0.4,,,0.0,0.0,9.3
128,17217,Raheem Mostert,MIA,RB,9,BUF,0.0,0.0,0.0,41.6,0.4,1.2,10.1,0.1,,,0.0,0.0,9.3
129,23193,Tank Bigsby,JAX,RB,9,PHI,0.0,0.0,0.0,54.1,0.4,0.9,6.1,0.0,,,0.0,0.0,9.2
130,19565,Younghoe Koo,ATL,K,9,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,9.2
131,19073,Harrison Butker,KC,K,9,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,9.2
132,20805,T.J. Hockenson,MIN,TE,9,IND,0.0,0.0,0.0,0.0,0.0,3.6,37.6,0.3,,,0.0,0.0,9.2
133,24977,Rome Odunze,CHI,WR,9,ARI,0.0,0.0,0.0,1.8,0.0,3.3,45.0,0.2,,,0.0,0.0,9.1
134,22592,Elijah Moore,CLE,WR,9,LAC,0.0,0.0,0.0,0.4,0.0,3.8,39.1,0.2,,,0.0,0.0,8.9
135,24180,DeMario Douglas,NE,WR,9,TEN,0.0,0.0,0.0,1.5,0.0,3.7,39.8,0.2,,,0.0,0.0,8.9
136,21114,Austin Seibert,WAS,K,9,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,8.9
137,14856,Zach Ertz,WAS,TE,9,NYG,0.0,0.0,0.0,0.0,0.0,3.7,39.3,0.2,,,0.0,0.0,8.8
138,23395,Christian Watson,GB,WR,9,DET,0.0,0.0,0.0,0.7,0.0,2.9,40.4,0.3,,,0.0,0.0,8.8
139,21772,Cole Kmet,CHI,TE,9,ARI,0.0,0.0,0.0,0.0,0.0,3.3,36.6,0.3,,,0.0,0.0,8.8
140,24226,Quentin Johnston,LAC,WR,9,CLE,0.0,0.0,0.0,0.4,0.0,3.1,37.8,0.3,,,0.0,0.0,8.7
141,25122,Jalen Coker,CAR,WR,9,NO,0.0,0.0,0.0,0.1,0.0,3.3,41.5,0.2,,,0.0,0.0,8.7
142,14996,Brandon McManus,GB,K,9,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,8.6
143,17975,Hunter Henry,NE,TE,9,TEN,0.0,0.0,0.0,0.0,0.0,3.4,39.2,0.2,,,0.0,0.0,8.5
144,20943,Darius Slayton,NYG,WR,9,WAS,0.0,0.0,0.0,0.1,0.0,3.0,43.1,0.2,,,0.0,0.0,8.5
145,14986,DeAndre Hopkins,TEN,WR,9,NE,0.0,0.0,0.0,0.1,0.0,3.3,39.4,0.2,,,0.0,0.0,8.3
146,19853,Mike Gesicki,CIN,TE,9,LV,0.0,0.0,0.0,0.0,0.0,3.4,37.0,0.2,,,0.0,0.0,8.3
147,22108,Tyler Bass,BUF,K,9,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,8.3
148,21735,Gabe Davis,JAX,WR,9,PHI,0.0,0.0,0.0,0.1,0.0,2.8,36.6,0.3,,,0.0,0.0,8.3
149,19238,Taysom Hill,NO,QB,9,CAR,0.0,0.0,0.0,25.8,0.4,1.3,13.5,0.1,,,0.0,0.0,8.2
150,18990,Jonnu Smith,MIA,TE,9,BUF,0.0,0.0,0.0,0.0,0.0,3.4,35.9,0.2,,,0.0,0.0,8.2
151,24173,Michael Wilson,ARI,WR,9,CHI,0.0,0.0,0.0,0.2,0.0,2.9,33.4,0.3,,,0.0,0.0,8.1
152,23173,Zach Charbonnet,SEA,RB,9,LAR,0.0,0.0,0.0,21.2,0.2,2.4,18.0,0.1,,,0.0,0.0,8.0
153,19961,Ray-Ray McCloud III,ATL,WR,9,DAL,0.0,0.0,0.0,3.8,0.0,3.0,32.4,0.2,,,0.0,0.0,7.8
154,22908,Evan McPherson,CIN,K,9,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,7.8
155,21077,Diontae Johnson,BAL,WR,9,DEN,0.0,0.0,0.0,0.6,0.0,2.6,32.8,0.3,,,0.0,0.0,7.7
156,22623,Rashod Bateman,BAL,WR,9,DEN,0.0,0.0,0.0,0.1,0.0,2.6,38.8,0.2,,,0.0,0.0,7.7
157,25113,Will Reichard,MIN,K,9,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,7.7
158,24506,Blake Grupe,NO,K,9,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,7.7
159,18215,Ka'imi Fairbairn,HOU,K,9,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,7.7
160,17215,Jason Myers,SEA,K,9,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,7.6
161,23250,Tyler Allgeier,ATL,RB,9,DAL,0.0,0.0,0.0,44.8,0.2,1.1,8.0,0.0,,,0.0,0.0,7.5
162,24177,Tre Tucker,LV,WR,9,CIN,0.0,0.0,0.0,3.3,0.0,2.7,32.3,0.2,,,0.0,0.0,7.5
163,22613,Joshua Palmer,LAC,WR,9,CLE,0.0,0.0,0.0,0.1,0.0,2.6,36.5,0.2,,,0.0,0.0,7.5
164,17961,Sterling Shepard,TB,WR,9,KC,0.0,0.0,0.0,0.6,0.0,2.9,32.4,0.2,,,0.0,0.0,7.4
165,23567,Cameron Dicker,LAC,K,9,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,7.4
166,23232,Alec Pierce,IND,WR,9,MIN,0.0,0.0,0.0,0.1,0.0,2.2,39.7,0.2,,,0.0,0.0,7.4
167,19950,Will Dissly,LAC,TE,9,CLE,0.0,0.0,0.0,0.0,0.0,3.1,30.6,0.2,,,0.0,0.0,7.4
168,17986,Tyler Boyd,TEN,WR,9,NE,0.0,0.0,0.0,0.2,0.0,3.1,31.3,0.2,,,0.0,0.0,7.3
169,19080,Noah Brown,WAS,WR,9,NYG,0.0,0.0,0.0,0.1,0.0,2.5,35.9,0.2,,,0.0,0.0,7.3
170,23253,Dontayvion Wicks,GB,WR,9,DET,0.0,0.0,0.0,0.3,0.0,2.4,30.3,0.3,,,0.0,0.0,7.3
171,24119,Andrei Iosivas,CIN,WR,9,LV,0.0,0.0,0.0,0.2,0.0,2.4,29.8,0.3,,,0.0,0.0,7.2
172,19041,Jake Elliott,PHI,K,9,JAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,7.1
173,25106,AJ Barner,SEA,TE,9,LAR,0.0,0.0,0.0,0.0,0.0,2.9,30.3,0.2,,,0.0,0.0,7.1
174,24143,Parker Washington,JAX,WR,9,PHI,0.0,0.0,0.0,0.2,0.0,2.7,31.4,0.2,,,0.0,0.0,7.1
175,22863,Riley Patterson,NYJ,K,9,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,7.0
176,21738,Juwan Johnson,NO,TE,9,CAR,0.0,0.0,0.0,0.0,0.0,2.8,30.0,0.2,,,0.0,0.0,7.0
177,18047,Demarcus Robinson,LAR,WR,9,SEA,0.0,0.0,0.0,0.2,0.0,2.4,33.4,0.2,,,0.0,0.0,7.0
178,14867,Dustin Hopkins,CLE,K,9,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,7.0
179,20769,Matt Gay,IND,K,9,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,7.0
180,11694,Nick Folk,TEN,K,9,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,7.0
181,24934,Braelon Allen,NYJ,RB,9,HOU,0.0,0.0,0.0,27.9,0.3,1.1,7.5,0.1,,,0.0,0.0,6.9
182,20933,Miles Sanders,CAR,RB,9,NO,0.0,0.0,0.0,15.6,0.2,2.2,14.6,0.1,,,0.0,0.0,6.9
183,24973,Troy Franklin,DEN,WR,9,BAL,0.0,0.0,0.0,0.9,0.0,2.5,31.2,0.2,,,0.0,0.0,6.9
184,19988,Tyler Conklin,NYJ,TE,9,HOU,0.0,0.0,0.0,0.0,0.0,2.9,27.4,0.2,,,0.0,0.0,6.8
185,25422,Brayden Narveson,GB,K,9,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,6.8
186,25198,Devaughn Vele,DEN,WR,9,BAL,0.0,0.0,0.0,0.0,0.0,2.6,29.9,0.2,,,0.0,0.0,6.8
187,25409,Mason Tipton,NO,WR,9,CAR,0.0,0.0,0.0,0.0,0.0,2.6,29.9,0.2,,,0.0,0.0,6.8
188,23486,Grant Calcaterra,PHI,TE,9,JAX,0.0,0.0,0.0,0.0,0.0,2.5,29.6,0.2,,,0.0,0.0,6.7
189,18422,Kalif Raymond,DET,WR,9,GB,0.0,0.0,0.0,1.9,0.0,2.3,29.3,0.2,,,0.0,0.0,6.6
190,24960,Cam Little,JAX,K,9,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,6.6
191,24339,Jake Bobo,SEA,WR,9,LAR,0.0,0.0,0.0,0.3,0.0,2.4,28.6,0.2,,,0.0,0.0,6.5
