"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","pass_300_yds","pass_300_yds_sd","return_tds","return_tds_sd","rush_100_yds","rush_100_yds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","rec_100_yds","rec_100_yds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","injury_status","injury_details","week","season_year"
"133","Gary Brightwell","NYG","RB","2566364","robust",NA,NA,NA,NA,NA,NA,7.965,1.326927,0.05,0.044478,0.00125,0.00185325,0,NA,NA,NA,0,NA,0,0,0.645,0.37065,5.21,2.14977,0.005,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Nyheim Hines","BUF","RB","2560742","robust",NA,NA,NA,NA,NA,NA,5,2.9652,0.005,0,0,0,0,NA,NA,NA,0.03,0,0,0,1,0.14826,8,1.4826,0.04,0.059304,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Kene Nwangwu","MIN","RB","2566313","robust",NA,NA,NA,NA,NA,NA,5.6,0.0593040000000014,0.055,0.044478,0.00125,0,0,NA,NA,NA,0,NA,0,0,0.5,0.014826,2.25,0.0148259999999997,0.005,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Justin Jefferson","MIN","WR","2564556","robust",NA,NA,NA,NA,NA,NA,1.367,0.0489257999999999,0.005,0.00276620502339181,0,0,0,NA,NA,NA,0,NA,0,0,7.1,0.837669,100.8,6.345528,0.74,0.163086,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Tyreek Hill","MIA","WR","2556214","robust",NA,NA,NA,NA,NA,NA,2.1,0.1467774,0.005,0.0050983682854799,0,0,0,NA,NA,NA,0,NA,0,0,7.15,0.222390000000001,94.1,3.7065,0.73,0.22239,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Ja'Marr Chase","CIN","WR","2565941","robust",NA,NA,NA,NA,NA,NA,1.377,0.1823598,0.001,0,0.1,0,0,NA,NA,NA,0,NA,0,0,6.27,0.518910000000001,82.365,4.59606,0.725,0.192738,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","DK Metcalf","SEA","WR","2562685","robust",NA,NA,NA,NA,NA,NA,0.089,0.07413,0,0,0.0333333333333333,0.02471,0,NA,NA,NA,0,NA,0,0,6.22,0.0518909999999995,76.6,1.645686,0.7,0.200151,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Amon-Ra St. Brown","DET","WR","2566073","robust",NA,NA,NA,NA,NA,NA,5.284,0.4685016,0.065,0.0434879568085121,0,0,0,NA,NA,NA,0,NA,0,0,6.95,0.185325,80.625,1.4826,0.7,0.281694,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","A.J. Brown","PHI","WR","2562238","robust",NA,NA,NA,NA,NA,NA,0.646,0.44478,0.002,0,0.0333333333333333,0.02471,0,NA,NA,NA,0,NA,0,0,5.4,0.622692,74.9,8.272908,0.74,0.0963689999999999,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Davante Adams","LVR","WR","2543495","robust",NA,NA,NA,NA,NA,NA,0.9,0.0978516,0.000838815789473684,0.00108268815789474,0,0,0,NA,NA,NA,0,NA,0,0,6,0.385476,80.16,4.996362,0.7,0.355824,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Jaylen Waddle","MIA","WR","2566292","robust",NA,NA,NA,NA,NA,NA,1.53,0.1067472,0.00219771241830065,0.00199133529411765,0,0,0,NA,NA,NA,0,NA,0,0,5.1,0.0741299999999997,71.905,5.35959899999999,0.63,0.259455,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Keenan Allen","LAC","WR","2540154","robust",NA,NA,NA,NA,NA,NA,0.013,0,0,0,0.0333333333333333,0.02471,0,NA,NA,NA,0,NA,0,0,6.6,1.149015,73.3,10.682133,0.65,0.155673,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","CeeDee Lamb","DAL","WR","2563848","robust",NA,NA,NA,NA,NA,NA,2.6,0.3439632,0.0052105479064504,0.007413,0,0,0,NA,NA,NA,0,NA,0,0,5.97,0.326172,81,0.518910000000013,0.745,0.185325,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Tee Higgins","CIN","WR","2563731","robust",NA,NA,NA,NA,NA,NA,0.08,0.0652344,0,0,0,0,0,NA,NA,NA,0,NA,0,0,5,0.133434,70,3.98819400000001,0.69,0.229803,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Garrett Wilson","NYJ","WR","2568048","robust",NA,NA,NA,NA,NA,NA,0.965,0.200151,0.00125,0.00185325,0.0333333333333333,0.02471,0,NA,NA,NA,0,NA,0,0,5.23,0.29652,70.8,1.890315,0.65,0.29652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Jerry Jeudy","DEN","WR","2563896","robust",NA,NA,NA,NA,NA,NA,0.192,0.1363992,0,0,0,0,0,NA,NA,NA,0,NA,0,0,4.6,0.726474,69.6,5.878509,0.615,0.29652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Ankle",17,2022
"149","Stefon Diggs","BUF","WR","2552608","robust",NA,NA,NA,NA,NA,NA,0.384,0.37065,0.001,0,0,0,0,NA,NA,NA,0,NA,0,0,5.545,0.44478,71.76,3.26172,0.7,0.155673,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Drake London","ATL","WR","2567250","robust",NA,NA,NA,NA,NA,NA,0.305,0.037065,0,0,0.0666666666666667,0.04942,0,NA,NA,NA,0,NA,0,0,4.83,0.652344,60.5,6.686526,0.3,0.022239,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Chris Godwin","TB","WR","2558105","robust",NA,NA,NA,NA,NA,NA,0.97,0.1008168,0.005,0.00270066280141844,0,0,0,NA,NA,NA,0,NA,0,0,5.8,0.237216,69.14,3.85476,0.65,0.163086,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","DeVonta Smith","PHI","WR","2566409","robust",NA,NA,NA,NA,NA,NA,0.473,0.37065,0.001,0,0.0333333333333333,0.02471,0,NA,NA,NA,0,NA,0,0,4.8,0.318759,61.41,3.26172,0.67,0.252042,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Terry McLaurin","WAS","WR","2562489","robust",NA,NA,NA,NA,NA,NA,1.69,0.029652,0.00163461538461538,0.00182035207100592,0,0,0,NA,NA,NA,0,NA,0,0,4.8,0.311346,66.955,5.33736,0.65,0.274281,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Mike Evans","TB","WR","2543468","robust",NA,NA,NA,NA,NA,NA,0.008,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,4.335,0.474432,59.6,5.04084,0.3,0.081543,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","D.J. Moore","CAR","WR","2560813","robust",NA,NA,NA,NA,NA,NA,2.931,0.659757,0.005,0.0066177489979716,0.00125,0.00185325,0,NA,NA,NA,0,NA,0,0,4.5,0.296520000000001,63.1,3.046743,0.64,0.22239,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Mike Williams","LAC","WR","2558846","robust",NA,NA,NA,NA,NA,NA,0.013,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,4.4,0.741299999999999,63.39,9.93342,0.3,0.00741300000000001,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Michael Pittman","IND","WR","2564136","robust",NA,NA,NA,NA,NA,NA,0.773,0.1082298,0,0,0,0,0,NA,NA,NA,0,NA,0,0,5.585,0.467019,62,2.779875,0.355,0.081543,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Brandon Aiyuk","SF","WR","2565093","robust",NA,NA,NA,NA,NA,NA,0.79,0.585627,0.011,0.007413,0.0666666666666667,0.04942,0,NA,NA,NA,0,NA,0,0,4.57,0.51891,62.835,5.670945,0.68,0.111195,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","JuJu Smith-Schuster","KC","WR","2558149","robust",NA,NA,NA,NA,NA,NA,0.091,0.07413,0,0,0.0333333333333333,0.02471,0,NA,NA,NA,0,NA,0,0,5.45,0.185325,62.45,3.11346,0.6,0.274281,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Chris Olave","NO","WR","2567973","robust",NA,NA,NA,NA,NA,NA,0.004,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,4.72,0.481845,63.44,4.89258,0.225,0.07413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Hamstring",17,2022
"161","Amari Cooper","CLE","WR","2552487","robust",NA,NA,NA,NA,NA,NA,0.1,0.0044478,0,0,0,0,0,NA,NA,NA,0,NA,0,0,4.79,0.29652,63.31,2.008923,0.66,0.14826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","Tyler Lockett","SEA","WR","2552430","robust",NA,NA,NA,NA,NA,NA,0.1,0.0756126,0,0,0.0333333333333333,0.02471,0,NA,NA,NA,0,NA,0,0,4.55,0.311346,55.5,0.7413,0.3,0.192738,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Hand",17,2022
"163","Diontae Johnson","PIT","WR","2562674","robust",NA,NA,NA,NA,NA,NA,1.8,0.29652,0.005,0.00375883825417202,0.0333333333333333,0.02471,0,NA,NA,NA,0,NA,0,0,5.1,0.177912,58.7,4.581234,0.2,0.029652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","Christian Kirk","JAC","WR","2560781","robust",NA,NA,NA,NA,NA,NA,1.2,0.29652,0.003,0,0.0333333333333333,0.02471,0,NA,NA,NA,0,NA,0,0,4.9,0.244629,62.4,3.061569,0.3,0.044478,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","D.J. Chark","DET","WR","2561018","robust",NA,NA,NA,NA,NA,NA,0.012,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,3.995,0.59304,54.535,4.581234,0.45,0.111195,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","Allen Lazard","GB","WR","2560787","robust",NA,NA,NA,NA,NA,NA,0.093,0.07413,0,0,0,0,0,NA,NA,NA,0,NA,0,0,4.55,0.222390000000001,56.635,6.37518,0.645,0.185325,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","Jakobi Meyers","NE","WR","2562492","robust",NA,NA,NA,NA,NA,NA,0.35,0.385476,0,0,0.0666666666666667,0.04942,0,NA,NA,NA,0,NA,0,0,4.5,0.281694,60,3.232068,0.415,0.14826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","Darius Slayton","NYG","WR","2562736","robust",NA,NA,NA,NA,NA,NA,0.05,0.07413,0,0,0,0,0,NA,NA,NA,0,NA,0,0,3.9,0.44478,57.165,5.11497,0.39,0.170499,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","Zay Jones","JAC","WR","2557863","robust",NA,NA,NA,NA,NA,NA,1.065,0.81543,0.003,0,0,0,0,NA,NA,NA,0,NA,0,0,5,0.385476,55.54,6.189855,0.3,0.00741300000000001,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","Courtland Sutton","DEN","WR","2560888","robust",NA,NA,NA,NA,NA,NA,0.1,0.0785778,0,0,0,0,0,NA,NA,NA,0,NA,0,0,4.26,0.696822,56.5,4.277301,0.2,0.037065,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","Gabriel Davis","BUF","WR","2563602","robust",NA,NA,NA,NA,NA,NA,0.3,0.1527078,0,0,0.0333333333333333,0.02471,0,NA,NA,NA,0,NA,0,0,3.5,0.326172,49.7,2.579724,0.31,0.029652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","Jahan Dotson","WAS","WR","2568321","robust",NA,NA,NA,NA,NA,NA,1.2,0.0474432,0.000933035714285714,0.00131271875,0,0,0,NA,NA,NA,0,NA,0,0,3.7,0.44478,53.95,1.71981600000001,0.655,0.252042,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","Marquise Brown","ARI","WR","2562379","robust",NA,NA,NA,NA,NA,NA,0.732,0.1008168,0,0,0,0,0,NA,NA,NA,0,NA,0,0,4.6,0.378063,56.825,3.269133,0.235,0.07413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","Brandin Cooks","HOU","WR","2543498","robust",NA,NA,NA,NA,NA,NA,1.375,0.326172,0.005,0.00514572606382979,0,0,0,NA,NA,NA,0,NA,0,0,4.33,0.192738,53.59,1.089711,0.41,0.140847,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","George Pickens","PIT","WR","2568159","robust",NA,NA,NA,NA,NA,NA,1.45,0.22239,0.0125,0.0185325,0,0,0,NA,NA,NA,0,NA,0,0,3.875,0.689409,50,4.74432,0.2,0.081543,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","Treylon Burks","TEN","WR","2567643","robust",NA,NA,NA,NA,NA,NA,1.325,0.3232068,0.005,0.00381483332806324,0,0,0,NA,NA,NA,0,NA,0,0,2.37,0.29652,31.05,1.438122,0.12,0.088956,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","Donovan Peoples-Jones","CLE","WR","2563803","robust",NA,NA,NA,NA,NA,NA,0.15,0.1245384,0,0,0.0333333333333333,0.02471,0,NA,NA,NA,0.01,0,0,0,3.5,0.378063,49.26,4.74432,0.2,0.059304,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","Greg Dortch","ARI","WR","2562561","robust",NA,NA,NA,NA,NA,NA,3.25,4.81845,0,0,0,0,0,NA,NA,NA,0,NA,0,0,3.65,0.474432,39,13.313748,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","Adam Thielen","MIN","WR","2541785","robust",NA,NA,NA,NA,NA,NA,0.181,0.14826,0,0,0,0,0,NA,NA,NA,0,NA,0,0,4,0.81543,47.9,4.81845,0.24,0.088956,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","Christian Watson","GB","WR","2567637","robust",NA,NA,NA,NA,NA,NA,2,0.563388,0.021,0.007413,0,0,0,NA,NA,NA,0,NA,0,0,2.93,0.756126,38.79,10.422678,0.3,0.185325,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Hip",17,2022
"181","Richie James","NYG","WR","2560761","robust",NA,NA,NA,NA,NA,NA,0.305,0.155673,0,0,0,0,0,NA,NA,NA,0.07,0,0,0,4.05,0.326172,46.4,1.11195,0.215,0.07413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","Van Jefferson","LAR","WR","2564358","robust",NA,NA,NA,NA,NA,NA,0.51,0.459606,0,0,0,0,0,NA,NA,NA,0,NA,0,0,3.375,0.348411,43.48,1.467774,0.2,0.051891,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Michael Gallup","DAL","WR","2560735","robust",NA,NA,NA,NA,NA,NA,0.479,0.37065,0.001,0,0,0,0,NA,NA,NA,0,NA,0,0,3.535,0.029652,42.7,3.254307,0.23,0.096369,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","Marquez Valdes-Scantling","KC","WR","2560907","robust",NA,NA,NA,NA,NA,NA,0.21,0.22239,0,0,0,0,0,NA,NA,NA,0,NA,0,0,2.75,0.326172,40.35,6.52344,0.2,0.014826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","Josh Palmer","LAC","WR","2566502","robust",NA,NA,NA,NA,NA,NA,0.099,0.07413,0,0,0,0,0,NA,NA,NA,0,NA,0,0,3.4,0.496671,38.9,5.611641,0.155,0.00741299999999999,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","Corey Davis","NYJ","WR","2557848","robust",NA,NA,NA,NA,NA,NA,0.013,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,3,0.14826,43.4,3.750978,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","Tyler Boyd","CIN","WR","2555466","robust",NA,NA,NA,NA,NA,NA,0.447,0.37065,0.001,0,0,0,0,NA,NA,NA,0,NA,0,0,3.26,0.429954,40.5,2.44629,0.205,0.066717,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","Chris Moore","HOU","WR","2555209","robust",NA,NA,NA,NA,NA,NA,0.35,0.4210584,0,0,0,0,0,NA,NA,NA,0,NA,0,0,3.5,0.185325,43.1,1.979271,0.2,0.022239,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","Romeo Doubs","GB","WR","2567586","robust",NA,NA,NA,NA,NA,NA,0.464,0.311346,0,0,0,0,0,NA,NA,NA,0,NA,0,0,3.125,0.170499,39.035,2.194248,0.2,0.029652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","Curtis Samuel","WAS","WR","2558066","robust",NA,NA,NA,NA,NA,NA,14.57,1.378818,0.1,0.00120865378064516,0.0025,0.0037065,0,NA,NA,NA,0,NA,0,0,3.585,0.44478,37.62,4.937058,0.2,0.00741300000000001,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","Isaiah Hodgins","NYG","WR","2563611","robust",NA,NA,NA,NA,NA,NA,0.098,0.07413,0,0,0,0,0,NA,NA,NA,0,NA,0,0,3.72,0.37065,46,1.252797,0.2,0.066717,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Kendrick Bourne","NE","WR","2558914","robust",NA,NA,NA,NA,NA,NA,1.915,0.7427826,0.00292651757188498,0.00196574760383387,0,0,0,NA,NA,NA,0,NA,0,0,2.6,0.600453,33.6,6.627222,0.1,0.059304,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","K.J. Osborn","MIN","WR","2564574","robust",NA,NA,NA,NA,NA,NA,0.74,0.0889560000000001,0.00125,0.00185325,0,0,0,NA,NA,NA,0.01,0,0,0,3.05,0.0963689999999999,36.65,2.097879,0.205,0.00741300000000001,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Parris Campbell","IND","WR","2562495","robust",NA,NA,NA,NA,NA,NA,1.4,0.504084,0,0,0,0,0,NA,NA,NA,0,NA,0,0,3.3,0.378063,38.6,6.086073,0.14,0.059304,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Tutu Atwell","LAR","WR","2566196","robust",NA,NA,NA,NA,NA,NA,5.725,1.5730386,0.015,0.0104535767401033,0.00125,0.00185325,0,NA,NA,NA,0,NA,0,0,3.075,0.355824,41,2.757636,0.2,0.014826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","Isaiah McKenzie","BUF","WR","2558129","robust",NA,NA,NA,NA,NA,NA,3.984,0.5070492,0.0292938905800082,0.022239,0,0,0,NA,NA,NA,0.01,0,0,0,3.05,0.14826,33.85,0.963689999999998,0.2,0.014826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Tre'Quan Smith","NO","WR","2560878","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1.4,0.340998,17.5,5.396664,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","Elijah Moore","NYJ","WR","2566385","robust",NA,NA,NA,NA,NA,NA,2,0.3884412,0.005,0.00287520308538899,0,0,0,NA,NA,NA,0,NA,0,0,2.82,0.0741300000000001,38,2.96520000000001,0.14,0.066717,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Chase Claypool","CHI","WR","2564970","robust",NA,NA,NA,NA,NA,NA,1.6,0.59304,0,0,0.0333333333333333,0.04942,0,NA,NA,NA,0,NA,0,0,2.8,0.266868,38.6,0.578214000000001,0.31,0.029652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Knee",17,2022
"200","Hunter Renfrow","LVR","WR","2562712","robust",NA,NA,NA,NA,NA,NA,0.224,0.177912,0,0,0,0,0,NA,NA,NA,0,NA,0,0,2.885,0.274281,30.45,5.26323,0.115,0.022239,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","Jauan Jennings","SF","WR","2565114","robust",NA,NA,NA,NA,NA,NA,0.49,0.363237,0.001,0,0,0,0,NA,NA,NA,0,NA,0,0,2.63,0.37065,32.2,6.553092,0.2,0.014826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
