"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","pass_300_yds","pass_300_yds_sd","return_tds","return_tds_sd","rush_100_yds","rush_100_yds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","rec_100_yds","rec_100_yds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","injury_status","injury_details","week","season_year"
"11","Jarrett Stidham","LVR","QB","2562746","robust",227.41,6.37518,1.15,0.200151,1.225,0.14826,6.4,1.764294,0.05,0.037065,0.126666666666667,0.019768,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","Trevor Lawrence","JAC","QB","2566163","robust",249.78,4.099389,1.605,0.44478,0.8,0.103782,22,4.351431,0.2,0.044478,0.27,0.051891,0.16,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Toe",17,2022
"13","Josh Allen","BUF","QB","2560955","robust",247.55,9.32555400000001,1.845,0.14826,0.82,0.0667170000000001,45.75,10.00755,0.5,0.111195,0.2,0,0.16,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Aaron Rodgers","GB","QB","2506363","robust",242.23,8.25808200000001,1.9,0.111195,0.65,0.096369,8.085,3.7065,0.1,0,0.13,0.022239,0.06,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Teddy Bridgewater","MIA","QB","2543465","robust",236.3,8.00603999999999,1.175,0.0889560000000001,0.81,0,7.16,1.33434,0.08,0.014826,0.0866666666666667,0.009884,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Russell Wilson","DEN","QB","2532975","robust",226,11.56428,1.235,0.29652,0.75,0.155673,16.605,0.555975,0.085,0,0.113333333333333,0.009884,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Daniel Jones","NYG","QB","2562299","robust",211.7,9.25883700000001,1.065,0.140847,0.5,0.140847,37.8,2.2239,0.25,0.081543,0.173333333333333,0.019768,0.16,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Brock Purdy","SF","QB","2568216","robust",227.8,1.571556,1.685,0.200151,0.8,0.088956,9.13,3.869586,0.115,0.022239,0.08,0.014826,0.08,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","Deshaun Watson","CLE","QB","2558063","robust",220.8,2.475942,1.055,0.0815430000000001,0.75,0.0741300000000001,25.5,0.526323000000001,0.14,0.07413,0.143333333333333,0.042007,0.16,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","Sam Darnold","CAR","QB","2561036","robust",198.315,10.052028,1,0,0.55,0.133434,15.31,1.052646,0.15,0.022239,0.126666666666667,0.019768,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Mac Jones","NE","QB","2566334","robust",224.945,4.00302,1.15,0.170499,0.78,0.088956,6.95,3.40998,0.06,0.022239,0.126666666666667,0.019768,0.13,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","David Blough","ARI","QB","2563043","robust",223.95,4.80362399999997,0.995,0,1,0,10.82,0.7413,0.08,0.029652,0.14,0,0.07,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Baker Mayfield","LAR","QB","2560800","robust",211.455,10.170636,1.11,0.111195,0.85,0.051891,8.45,0.66717,0.08,0.00741300000000001,0.15,0.037065,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Carson Wentz","WAS","QB","2555259","robust",212.485,6.21950699999999,1.55,0.429954,0.905,0.29652,12,1.4826,0.065,0.044478,0.22,0.014826,0.28,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Davis Mills","HOU","QB","2566136","robust",200.5,10.3782,1.065,0.0741300000000001,0.9,0.029652,9.3,2.327682,0.105,0.044478,0.166666666666667,0.02471,0.1,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Andy Dalton","NO","QB","2495143","robust",217.5,10.659894,1.135,0.192738,0.825,0.111195,7.105,0.29652,0.03,0,0.08,0.014826,0.16,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","Nick Foles","IND","QB","2532842","robust",217,6.91632900000001,1,0.00741300000000001,1.1,0.266868,5.21,2.453703,0.085,0.014826,0.196666666666667,0.00247100000000002,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Kenny Pickett","PIT","QB","2568162","robust",204.635,11.060196,0.93,0.07413,0.85,0.096369,19.15,0.222390000000003,0.12,0.029652,0.116666666666667,0.012355,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Justin Fields","CHI","QB","2565920","robust",181.305,3.78063000000002,1.105,0.14826,0.75,0.155673,69.5,8.940078,0.56,0.0741300000000001,0.15,0.037065,0.08,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Desmond Ridder","ATL","QB","2567256","robust",179.6,8.18395199999999,1.05,0.111195,0.5,0.00741300000000001,23.2,2.705745,0.105,0.07413,0.12,0.014826,0.08,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Joshua Dobbs","TEN","QB","2558167","robust",170.235,9.88894200000002,0.71,0.429954,0.99,0,27.3,2.283204,0.1,0.044478,0.135,0,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Tyler Huntley","BAL","QB","2563560","robust",176.2,4.04008499999999,0.95,0,0.8,0.0741300000000001,36.715,1.126776,0.195,0.103782,0.166666666666667,0.02471,0.1,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Bailey Zappe","NE","QB","2567961","robust",26.9,0.0296519999999994,0.1075,0.00741300000000001,0.1075,0.00741300000000001,-0.05,0.04942,0,0,0.105,0.101311,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Mitchell Trubisky","PIT","QB","2558008","robust",38.5125,0.0741300000000011,0.175,0,0.29,0.044478,0.52,0.059304,0.0025,0,0,0,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Taylor Heinicke","WAS","QB","2553656","robust",33.2,24.90768,0.2,0.14826,0.15,0.07413,1.5,2.2239,0,0,0.1,0.14826,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Jeff Driskel","HOU","QB","2555262","robust",36.2,13.728876,0.15,0.07413,0.1,0.066717,12.72,7.160958,0.05,0.07413,0.0366666666666667,0.019768,0.08,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Jordan Love","GB","QB","2564007","robust",28.05,23.64747,0.15,0.22239,0.1,0,0.5,0.7413,0,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","Skylar Thompson","MIA","QB","2567895","robust",34.8,0,0.0925,0.00741300000000001,0.2625,0.037065,4.2,0.00741299999999984,0,0,0.06,0.054362,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Christian McCaffrey","SF","RB","2557997","robust",NA,NA,NA,NA,NA,NA,73.9,4.277301,0.7,0.088956,0.0666666666666667,0.02471,0,NA,NA,NA,0,NA,0.1,0,4.4,0.59304,36.35,1.26021,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Nick Chubb","CLE","RB","2561021","robust",NA,NA,NA,NA,NA,NA,78.95,6.74583,0.6,0.133434,0.095,0.00741300000000001,0.03,0,NA,NA,0,NA,0,0,1.38,0.237216,11.645,1.33434,0.025,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Saquon Barkley","NYG","RB","2560968","robust",NA,NA,NA,NA,NA,NA,79.78,2.06081400000001,0.695,0.07413,0.06,0.044478,0,NA,NA,NA,0,NA,0.1,0,3.9,0.22239,27.1,1.63086,0.1,0.051891,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Brian Robinson","WAS","RB","2568348","robust",NA,NA,NA,NA,NA,NA,83.045,1.363992,0.565,0.059304,0.0666666666666667,0.02471,0.01,0,NA,NA,0,NA,0,0,1.32,0.126021,10.105,1.149015,0.05,0.051891,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Dalvin Cook","MIN","RB","2557991","robust",NA,NA,NA,NA,NA,NA,75.9,5.307708,0.6,0.118608,0.1125,0.0185325,0.03,0,NA,NA,0,NA,0,0,2.17,0.14826,17.65,2.394399,0.08,0.00741300000000001,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Travis Etienne","JAC","RB","2566157","robust",NA,NA,NA,NA,NA,NA,78.33,2.81694,0.6,0.029652,0.20625,0.00926625000000001,0.04,0,NA,NA,0,NA,0,0,2.225,0.185325,18.38,1.905141,0.055,0.029652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Kenneth Walker III","SEA","RB","2568282","robust",NA,NA,NA,NA,NA,NA,71.25,1.11195,0.6,0.00741300000000001,0,0,0.01,0,NA,NA,0,NA,0,0,1.9,0.126021,15,1.749468,0.035,0.044478,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Ankle",17,2022
"46","James Conner","ARI","RB","2557978","robust",NA,NA,NA,NA,NA,NA,75.665,3.832521,0.67,0.07413,0.09375,0.00926625000000001,0,NA,NA,NA,0,NA,0.1,0,3.6,0.363237,27,0.0741300000000011,0.1,0.00741300000000001,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Josh Jacobs","LVR","RB","2562377","robust",NA,NA,NA,NA,NA,NA,75.515,2.09787900000001,0.6,0.081543,0.09625,0.00555975,0,NA,NA,NA,0,NA,0,0,2.39,0.244629,17.625,1.252797,0.035,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Rhamondre Stevenson","NE","RB","2566343","robust",NA,NA,NA,NA,NA,NA,63.1,6.034182,0.545,0.14826,0.0925,0.0111195,0.01,0,NA,NA,0,NA,0.1,0,3.35,0.378063,24.84,0.659757000000003,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Ankle",17,2022
"49","Hassan Haskins","TEN","RB","2567649","robust",NA,NA,NA,NA,NA,NA,59.83,6.41965800000001,0.5,0.22239,0.1175,0.0259455,0.01,0,NA,NA,0,NA,0,0,1.975,0.111195,15.225,1.356579,0.05,0.051891,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Miles Sanders","PHI","RB","2562722","robust",NA,NA,NA,NA,NA,NA,73.6,2.690919,0.645,0.14826,0.11,0.014826,0.09,0,NA,NA,0,NA,0,0,1.29,0.133434,8.7,0.400301999999999,0.02,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","DOnta Foreman","CAR","RB","2557994","robust",NA,NA,NA,NA,NA,NA,65.9,1.912554,0.55,0.0889560000000001,0.0625,0.037065,0.04,0,NA,NA,0,NA,0,0,0.57,0.385476,5.02,2.935548,0.015,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","Alvin Kamara","NO","RB","2558019","robust",NA,NA,NA,NA,NA,NA,60.685,2.950374,0.455,0.111195,0.1075,0.0111195,0,NA,NA,NA,0,NA,0.1,0,3.62,0.14826,29.87,2.44629,0.12,0.059304,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Cam Akers","LAR","RB","2564319","robust",NA,NA,NA,NA,NA,NA,69.68,3.75097799999999,0.6,0.155673,0.1475,0.066717,0,NA,NA,NA,0,NA,0,0,2,0.44478,14.5,3.973368,0.075,0.029652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","Tyler Allgeier","ATL","RB","2567232","robust",NA,NA,NA,NA,NA,NA,71.5,4.084563,0.54,0.111195,0,0,0.04,0,NA,NA,0,NA,0,0,1.5,0.0963689999999999,11.6,0.59304,0.04,0.029652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Isiah Pacheco","KC","RB","2567808","robust",NA,NA,NA,NA,NA,NA,68.7,5.144622,0.35,0.103782,0.15,0.07413,0.01,0,NA,NA,0,NA,0,0,1.65,0.140847,12.865,4.4478,0.015,0.022239,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","Austin Ekeler","LAC","RB","2559169","robust",NA,NA,NA,NA,NA,NA,58.55,6.6717,0.6,0.081543,0.133333333333333,0.02471,0.03,0,NA,NA,0,NA,0.1,0,4.9,0.118608,35.7,2.505594,0.2,0.096369,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Najee Harris","PIT","RB","2566448","robust",NA,NA,NA,NA,NA,NA,61.8,2.616789,0.45,0.096369,0.0666666666666667,0.02471,0,NA,NA,NA,0,NA,0,0,2.3,0.0593040000000001,16.555,1.653099,0.09,0.007413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","J.K. Dobbins","BAL","RB","2563548","robust",NA,NA,NA,NA,NA,NA,59.13,5.848857,0.5,0.111195,0,0,0.01,0,NA,NA,0,NA,0,0,0.745,0.0815430000000001,5.1,0.711648,0.015,0.022239,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","David Montgomery","CHI","RB","2562502","robust",NA,NA,NA,NA,NA,NA,60.95,5.648706,0.53,0.07413,0.10625,0.00926625000000001,0,NA,NA,NA,0,NA,0,0,2.66,0.348411,22.945,1.119363,0.1,0.029652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","Zack Moss","IND","RB","2563617","robust",NA,NA,NA,NA,NA,NA,66.3,0.84508199999999,0.46,0.103782,0.09625,0.00555975,0.01,0,NA,NA,0,NA,0,0,1.39,0.281694,10.34,1.371405,0.03,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Ezekiel Elliott","DAL","RB","2555224","robust",NA,NA,NA,NA,NA,NA,61.86,2.52042,0.7,0.133434,0.0575,0.051891,0.09,0,NA,NA,0,NA,0,0,2,0.311346,14.16,3.48411,0.05,0.029652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","Aaron Jones","GB","RB","2558116","robust",NA,NA,NA,NA,NA,NA,54.975,6.775482,0.3,0.029652,0.09125,0.01297275,0,NA,NA,NA,0,NA,0.1,0,3.155,0.00741300000000017,26.1,4.96671,0.15,0.07413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","Joe Mixon","CIN","RB","2557976","robust",NA,NA,NA,NA,NA,NA,60.3,4.4478,0.55,0.0815430000000001,0.0575,0.051891,0,NA,NA,NA,0,NA,0.1,0,3.7,0.326172,28.055,1.11195,0.1,0.037065,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","Zonovan Knight","NYJ","RB","2568036","robust",NA,NA,NA,NA,NA,NA,61.7,2.22390000000001,0.515,0.14826,0.0575,0.051891,0.01,0,NA,NA,0,NA,0.1,0,1.745,0.0815430000000001,15.395,1.919967,0.03,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
