"RK","Name","POS","Team","Opp","FPTS","ATT","CMP","YDS","TD","INT","ATT","YDS","TD","REC","YDS","TD","UP","DOWN","MOVE","WW","INJ"
"33","Caleb Williams","QB","CHI","MIN","17.2","35","22","225","1.26","0.66","5.0","29.3","0.19","-","-","-","-","-","-","-","-"
"34","Drake Maye","QB","NE","ARZ","17.1","32","22","218","1.26","0.86","4.7","36.2","0.15","-","-","-","-","-","-","-","-"
"35","Trey McBride","TE","ARZ","NE","17.0","","0","0","0","0","-","-","-","6.9","77.2","0.41","-","-","-","-","-"
"36","Geno Smith","QB","SEA","GB","16.9","35","24","258","1.42","0.86","3.2","14.3","0.09","-","-","-","-","-","-","-","-"
"37","De'Von Achane","RB","MIA","HST","16.7","","0","0","0","0","12.6","51.5","0.30","4.5","33.8","0.33","-","-","-","-","-"
"38","Davante Adams","WR","NYJ","JAX","16.7","","0","0","0","0","-","-","-","6.2","73.0","0.54","-","-","-","-","-"
"39","Jauan Jennings","WR","SF","LA","16.5","","0","0","0","0","-","-","-","5.7","76.6","0.52","-","-","-","-","-"
"40","Mike Evans","WR","TB","LAC","16.4","","0","0","0","0","-","-","-","5.2","76.6","0.59","-","-","-","-","-"
"41","Baker Mayfield","QB","TB","LAC","16.3","33","23","241","1.41","0.92","3.1","16.4","0.10","-","-","-","-","-","-","-","-"
"42","Drake London","WR","ATL","LV","16.3","","0","0","0","0","0.1","0.5","0.01","6.2","72.1","0.47","-","-","-","-","-"
"43","Jahmyr Gibbs","RB","DET","BUF","16.3","","0","0","0","0","13.6","68.4","0.60","2.7","22.4","0.17","-","-","-","-","-"
"44","Rico Dowdle","RB","DAL","CAR","16.2","","0","0","0","0","18.3","87.3","0.46","2.5","16.5","0.10","-","-","-","-","-"
"45","Cooper Kupp","WR","LA","SF","16.1","","0","0","0","0","0.0","0.2","-","5.7","66.4","0.63","-","-","-","-","-"
"46","Jordan Love","QB","GB","SEA","16.1","29","18","241","1.55","0.78","2.3","7.2","0.08","-","-","-","-","-","-","-","-"
"47","Will Levis","QB","TEN","CIN","16.0","33","21","227","1.48","0.77","3.3","15.9","0.09","-","-","-","-","-","-","-","-"
"48","Tyreek Hill","WR","MIA","HST","15.9","","0","0","0","0","0.7","4.2","0.03","5.5","69.5","0.48","-","-","-","-","-"
"49","Matthew Stafford","QB","LA","SF","15.9","32","21","250","1.62","0.62","1.3","0.7","0.02","-","-","-","-","-","-","-","-"
"50","Bryce Young","QB","CAR","DAL","15.9","33","21","224","1.25","0.76","3.6","22.1","0.12","-","-","-","-","-","-","-","-"
"51","A.J. Brown","WR","PHI","PIT","15.8","","0","0","0","0","-","-","-","5.1","82.6","0.41","-","-","-","-","-"
"52","Jakobi Meyers","WR","LV","ATL","15.8","","0","0","0","0","0.2","0.9","0.01","6.5","71.4","0.34","-","-","-","-","-"
"53","Kyren Williams","RB","LA","SF","15.8","","0","0","0","0","18.3","76.4","0.78","1.9","11.8","0.09","-","-","-","-","-"
"54","Brian Robinson","RB","WAS","NO","15.8","","0","0","0","0","15.0","71.6","0.72","2.2","18.7","0.06","-","-","-","-","-"
"55","Kirk Cousins","QB","ATL","LV","15.8","35","23","261","1.52","1.04","1.2","2.4","0.05","-","-","-","-","-","-","-","-"
"56","Aaron Rodgers","QB","NYJ","JAX","15.8","36","23","239","1.59","0.61","1.0","4.3","0.03","-","-","-","-","-","-","-","-"
"57","Jerry Jeudy","WR","CLV","KC","15.7","","0","0","0","0","-","-","-","5.0","80.4","0.46","-","-","-","-","-"
"58","Terry McLaurin","WR","WAS","NO","15.7","","0","0","0","0","0.1","0.4","-","5.3","75.3","0.47","-","-","-","-","-"
"59","Desmond Ridder","QB","LV","ATL","15.7","36","24","239","1.14","0.48","3.5","18.5","0.10","-","-","-","-","-","-","-","-"
"60","Aaron Jones","RB","MIN","CHI","15.7","","0","0","0","0","16.5","76.2","0.58","2.4","17.2","0.10","-","-","-","-","-"
"61","Jameis Winston","QB","CLV","KC","15.5","37","22","235","1.42","1.01","2.7","11.2","0.08","-","-","-","-","-","-","-","-"
"62","Brock Bowers","TE","LV","ATL","15.4","","0","0","0","0","0.6","3.3","0.03","6.5","66.1","0.32","-","-","-","-","-"
"63","Ladd McConkey","WR","LAC","TB","15.4","","0","0","0","0","-","-","-","5.6","76.2","0.38","-","-","-","-","-"
"64","David Montgomery","RB","DET","BUF","15.3","","0","0","0","0","12.8","56.1","0.72","2.6","21.8","0.12","-","-","-","-","-"
"65","CeeDee Lamb","WR","DAL","CAR","15.2","","0","0","0","0","1.0","5.7","0.04","5.6","66.9","0.36","-","-","-","-","-"
"66","Jonathan Taylor","RB","IND","DEN","15.1","","0","0","0","0","17.8","71.7","0.49","2.2","20.7","0.13","-","-","-","-","-"
"67","Garrett Wilson","WR","NYJ","JAX","15.0","","0","0","0","0","0.0","0.2","-","5.9","64.9","0.45","-","-","-","-","-"
"68","Tony Pollard","RB","TEN","CIN","15.0","","0","0","0","0","16.1","71.4","0.39","3.3","19.2","0.07","-","-","-","-","-"
"69","Jaxon Smith-Njigba","WR","SEA","GB","15.0","","0","0","0","0","0.5","2.4","0.02","5.5","66.6","0.41","-","-","-","-","-"
"70","DK Metcalf","WR","SEA","GB","14.9","","0","0","0","0","-","-","-","5.1","72.9","0.44","-","-","-","-","-"
"71","DJ Moore","WR","CHI","MIN","14.9","","0","0","0","0","0.5","2.4","0.02","5.8","65.3","0.37","-","-","-","-","-"
"72","Jordan Addison","WR","MIN","CHI","14.7","","0","0","0","0","0.2","1.1","0.01","4.6","69.2","0.51","-","-","-","-","-"
"73","Brian Thomas Jr.","WR","JAX","NYJ","14.7","","0","0","0","0","0.3","1.7","0.01","5.2","71.7","0.35","-","-","-","-","-"
"74","Calvin Ridley","WR","TEN","CIN","14.5","","0","0","0","0","0.1","0.6","0.01","5.1","66.2","0.44","-","-","-","-","-"
"75","Malik Nabers","WR","NYG","BLT","14.4","","0","0","0","0","0.2","0.8","0.01","6.6","63.1","0.24","-","-","-","-","-"
"76","Zay Flowers","WR","BLT","NYG","14.3","","0","0","0","0","0.5","2.9","0.02","4.6","64.8","0.47","-","-","-","-","-"
"77","George Kittle","TE","SF","LA","14.1","","0","0","0","0","-","-","-","4.5","64.9","0.52","-","-","-","-","-"
"78","Rhamondre Stevenson","RB","NE","ARZ","13.8","","0","0","0","0","15.7","62.8","0.47","2.6","17.0","0.11","-","-","-","-","-"
"79","Isiah Pacheco","RB","KC","CLV","13.7","","0","0","0","0","14.1","65.0","0.44","2.6","16.1","0.08","-","-","-","-","-"
"80","D'Andre Swift","RB","CHI","MIN","13.7","","0","0","0","0","17.0","66.6","0.48","2.3","16.2","0.05","-","-","-","-","-"
"81","Russell Wilson","QB","PIT","PHI","13.7","32","20","212","1.11","0.62","3.5","10.2","0.10","-","-","-","-","-","-","-","-"
"82","Adam Thielen","WR","CAR","DAL","13.6","","0","0","0","0","-","-","-","5.1","64.7","0.35","-","-","-","-","-"
"83","Darnell Mooney","WR","ATL","LV","13.6","","0","0","0","0","-","-","-","4.7","66.8","0.38","-","-","-","-","-"
"84","Cooper Rush","QB","DAL","CAR","13.6","35","21","214","1.32","0.64","2.8","2.8","0.07","-","-","-","-","-","-","-","-"
"85","Marvin Harrison Jr.","WR","ARZ","NE","13.5","","0","0","0","0","-","-","-","4.3","58.2","0.57","-","-","-","-","-"
"86","Keenan Allen","WR","CHI","MIN","13.4","","0","0","0","0","-","-","-","5.4","56.9","0.38","-","-","-","-","-"
"87","Rachaad White","RB","TB","LAC","13.3","","0","0","0","0","11.3","48.7","0.31","3.4","25.3","0.13","-","-","-","-","-"
"88","Jonnu Smith","TE","MIA","HST","13.3","","0","0","0","0","0.1","0.8","0.01","5.0","56.9","0.42","-","-","-","-","-"
"89","Breece Hall","RB","NYJ","JAX","13.2","","0","0","0","0","13.2","57.0","0.35","2.7","21.8","0.12","-","-","-","-","-"
"90","Khalil Shakir","WR","BUF","DET","13.2","","0","0","0","0","0.1","0.3","-","5.3","59.8","0.30","-","-","-","-","-"
"91","Mac Jones","QB","JAX","NYJ","13.0","33","21","209","0.97","0.91","3.0","13.3","0.09","-","-","-","-","-","-","-","-"
"92","Tyrone Tracy Jr.","RB","NYG","BLT","12.9","","0","0","0","0","12.3","52.4","0.33","3.2","23.5","0.05","-","-","-","-","-"
"93","Jaylen Waddle","WR","MIA","HST","12.9","","0","0","0","0","0.2","0.9","0.01","4.6","62.8","0.32","-","-","-","-","-"
"94","Isaac Guerendo","RB","SF","LA","12.8","","0","0","0","0","11.8","60.7","0.52","1.9","14.7","0.07","-","-","-","-","-"
"95","Travis Kelce","TE","KC","CLV","12.7","","0","0","0","0","-","-","-","5.7","50.3","0.33","-","-","-","-","-"
"96","Tommy DeVito","QB","NYG","BLT","12.6","31","20","183","0.55","0.53","5.2","29.5","0.16","-","-","-","-","-","-","-","-"
"97","Deebo Samuel Sr.","WR","SF","LA","12.5","","0","0","0","0","3.8","14.4","0.11","3.6","51.5","0.28","-","-","-","-","-"
"98","Jake Haener","QB","NO","WAS","12.4","27","17","191","1.03","0.41","2.5","8.6","0.05","-","-","-","-","-","-","-","-"
"99","Jameson Williams","WR","DET","BUF","12.4","","0","0","0","0","0.5","3.0","0.03","3.7","62.7","0.33","-","-","-","-","-"
"100","DeVonta Smith","WR","PHI","PIT","12.3","","0","0","0","0","-","-","-","4.4","56.0","0.39","-","-","-","-","-"
"101","James Cook","RB","BUF","DET","12.0","","0","0","0","0","10.1","42.1","0.48","2.5","19.4","0.09","-","-","-","-","-"
"102","DeAndre Hopkins","WR","KC","CLV","12.0","","0","0","0","0","-","-","-","4.3","51.1","0.43","-","-","-","-","-"
"103","Hunter Henry","TE","NE","ARZ","11.6","","0","0","0","0","-","-","-","4.9","49.1","0.30","-","-","-","-","-"
"104","Najee Harris","RB","PIT","PHI","11.6","","0","0","0","0","14.0","55.4","0.31","2.2","17.3","0.05","-","-","-","-","-"
"105","Tank Dell","WR","HST","MIA","11.5","","0","0","0","0","0.4","2.1","0.02","4.2","53.9","0.27","-","-","-","-","-"
"106","Elijah Moore","WR","CLV","KC","11.3","","0","0","0","0","0.1","0.6","0.01","4.7","47.5","0.30","-","-","-","-","-"
"107","Sincere McCormick","RB","LV","ATL","11.2","","0","0","0","0","13.1","65.5","0.39","1.3","8.7","0.04","-","-","-","-","-"
"108","Rome Odunze","WR","CHI","MIN","10.9","","0","0","0","0","0.1","0.4","-","4.3","49.5","0.28","-","-","-","-","-"
"109","Sam LaPorta","TE","DET","BUF","10.9","","0","0","0","0","-","-","-","4.0","42.4","0.43","-","-","-","-","-"
"110","T.J. Hockenson","TE","MIN","CHI","10.7","","0","0","0","0","-","-","-","4.3","47.9","0.27","-","-","-","-","-"
"111","Amari Cooper","WR","BUF","DET","10.6","","0","0","0","0","-","-","-","3.6","48.2","0.38","-","-","-","-","-"
"112","Christian Watson","WR","GB","SEA","10.5","","0","0","0","0","0.1","0.7","0.01","2.9","55.3","0.33","-","-","-","-","-"
"113","Quentin Johnston","WR","LAC","TB","10.4","","0","0","0","0","0.1","0.5","-","3.7","42.7","0.40","-","-","-","-","-"
"114","Josh Downs","WR","IND","DEN","10.4","","0","0","0","0","-","-","-","3.8","51.6","0.23","-","-","-","-","-"
"115","Bucky Irving","RB","TB","LAC","10.2","","0","0","0","0","10.5","50.7","0.31","1.8","14.1","0.03","-","-","-","-","-"
"116","Javonte Williams","RB","DEN","IND","10.1","","0","0","0","0","8.6","34.1","0.32","2.5","17.8","0.09","-","-","-","-","-"
"117","Jayden Reed","WR","GB","SEA","10.1","","0","0","0","0","0.5","2.8","0.02","3.0","46.4","0.34","-","-","-","-","-"
"118","Zach Ertz","TE","WAS","NO","10.0","","0","0","0","0","-","-","-","4.2","42.4","0.27","-","-","-","-","-"
"119","Xavier Legette","WR","CAR","DAL","10.0","","0","0","0","0","0.2","1.1","0.01","3.6","44.2","0.30","-","-","-","-","-"
"120","Tank Bigsby","RB","JAX","NYJ","10.0","","0","0","0","0","11.3","49.2","0.42","1.4","9.7","0.04","-","-","-","-","-"
"121","Mark Andrews","TE","BLT","NYG","9.9","","0","0","0","0","-","-","-","3.5","41.1","0.39","-","-","-","-","-"
"122","Jerome Ford","RB","CLV","KC","9.9","","0","0","0","0","9.5","41.1","0.22","2.6","15.0","0.08","-","-","-","-","-"
"123","Cade Otton","TE","TB","LAC","9.9","","0","0","0","0","-","-","-","4.3","43.2","0.22","-","-","-","-","-"
"124","Xavier Worthy","WR","KC","CLV","9.9","","0","0","0","0","0.8","4.6","0.04","3.1","41.5","0.32","-","-","-","-","-"
"125","Jake Ferguson","TE","DAL","CAR","9.8","","0","0","0","0","-","-","-","4.4","39.0","0.26","-","-","-","-","-"
"126","Jaylen Warren","RB","PIT","PHI","9.8","","0","0","0","0","7.3","30.4","0.14","3.1","25.3","0.07","-","-","-","-","-"
"127","Michael Pittman","WR","IND","DEN","9.7","","0","0","0","0","-","-","-","3.7","47.6","0.22","-","-","-","-","-"
"128","Travis Etienne","RB","JAX","NYJ","9.7","","0","0","0","0","7.7","30.9","0.21","3.1","20.3","0.05","-","-","-","-","-"
"129","Demario Douglas","WR","NE","ARZ","9.7","","0","0","0","0","0.1","0.7","0.01","4.2","42.6","0.19","-","-","-","-","-"
"130","Josh Palmer","WR","LAC","TB","9.6","","0","0","0","0","-","-","-","3.4","47.4","0.25","-","-","-","-","-"
"131","Ray-Ray McCloud","WR","ATL","LV","9.5","","0","0","0","0","0.7","3.8","0.03","3.9","40.6","0.18","-","-","-","-","-"
"132","Nick Westbrook-Ikhine","WR","TEN","CIN","9.5","","0","0","0","0","-","-","-","2.8","48.4","0.31","-","-","-","-","-"
"133","Tucker Kraft","TE","GB","SEA","9.4","","0","0","0","0","-","-","-","3.4","41.2","0.32","-","-","-","-","-"
"134","Romeo Doubs","WR","GB","SEA","9.1","","0","0","0","0","-","-","-","3.3","43.1","0.25","-","-","-","-","-"
"135","Sterling Shepard","WR","TB","LAC","9.0","","0","0","0","0","0.2","1.2","0.01","3.9","40.1","0.15","-","-","-","-","-"
"136","Dalton Kincaid","TE","BUF","DET","8.8","","0","0","0","0","-","-","-","3.7","37.8","0.23","-","-","-","-","-"
"137","Devaughn Vele","WR","DEN","IND","8.7","","0","0","0","0","-","-","-","3.4","41.8","0.18","-","-","-","-","-"
"138","Dalton Schultz","TE","HST","MIA","8.7","","0","0","0","0","-","-","-","3.9","38.1","0.17","-","-","-","-","-"
"139","Marquez Valdes-Scantling","WR","NO","WAS","8.4","","0","0","0","0","-","-","-","2.6","43.9","0.24","-","-","-","-","-"
"140","Kimani Vidal","RB","LAC","TB","8.4","","0","0","0","0","8.9","34.9","0.27","1.7","12.1","0.08","-","-","-","-","-"
"141","Kyle Pitts","TE","ATL","LV","8.4","","0","0","0","0","-","-","-","2.9","39.0","0.27","-","-","-","-","-"
"142","Stone Smartt","TE","LAC","TB","8.4","","0","0","0","0","-","-","-","3.4","37.0","0.22","-","-","-","-","-"
"143","Gus Edwards","RB","LAC","TB","8.3","","0","0","0","0","10.5","41.7","0.45","0.9","4.8","0.02","-","-","-","-","-"
"144","Justice Hill","RB","BLT","NYG","8.3","","0","0","0","0","3.5","15.8","0.10","3.1","22.9","0.12","-","-","-","-","-"
"145","Pat Freiermuth","TE","PIT","PHI","8.2","","0","0","0","0","-","-","-","3.2","35.4","0.26","-","-","-","-","-"
"146","Keon Coleman","WR","BUF","DET","8.2","","0","0","0","0","-","-","-","2.4","40.2","0.30","-","-","-","-","-"
"147","Marvin Mims Jr.","WR","DEN","IND","8.1","","0","0","0","0","1.5","6.6","0.06","2.6","34.5","0.17","-","-","-","-","-"
"148","Michael Wilson","WR","ARZ","NE","8.0","","0","0","0","0","-","-","-","2.7","36.7","0.26","-","-","-","-","-"
"149","Jordan Akins","TE","CLV","KC","7.9","","0","0","0","0","-","-","-","3.2","33.3","0.24","-","-","-","-","-"
"150","Brenton Strange","TE","JAX","NYJ","7.9","","0","0","0","0","-","-","-","3.4","33.2","0.21","-","-","-","-","-"
"151","Juwan Johnson","TE","NO","WAS","7.9","","0","0","0","0","-","-","-","3.0","33.7","0.27","-","-","-","-","-"
"152","Noah Fant","TE","SEA","GB","7.9","","0","0","0","0","-","-","-","3.4","35.0","0.16","-","-","-","-","-"
"153","Wan'Dale Robinson","WR","NYG","BLT","7.7","","0","0","0","0","0.1","0.7","0.00","3.9","30.3","0.11","-","-","-","-","-"
"154","Tre Tucker","WR","LV","ATL","7.6","","0","0","0","0","0.4","2.2","0.02","2.9","33.8","0.16","-","-","-","-","-"
"155","Kayshon Boutte","WR","NE","ARZ","7.6","","0","0","0","0","-","-","-","2.9","34.5","0.21","-","-","-","-","-"
"156","Alec Pierce","WR","IND","DEN","7.5","","0","0","0","0","-","-","-","2.3","43.3","0.15","-","-","-","-","-"
"157","Jalen McMillan","WR","TB","LAC","7.5","","0","0","0","0","0.2","1.2","0.01","2.8","32.2","0.22","-","-","-","-","-"
"158","Isaiah Likely","TE","BLT","NYG","7.4","","0","0","0","0","-","-","-","2.5","31.4","0.30","-","-","-","-","-"
"159","Rashod Bateman","WR","BLT","NYG","7.4","","0","0","0","0","-","-","-","2.4","31.6","0.30","-","-","-","-","-"
"160","Noah Gray","TE","KC","CLV","7.3","","0","0","0","0","-","-","-","2.8","28.1","0.27","-","-","-","-","-"
"161","Dyami Brown","WR","WAS","NO","7.2","","0","0","0","0","0.2","1.3","0.01","3.0","32.2","0.14","-","-","-","-","-"
"162","Chig Okonkwo","TE","TEN","CIN","7.2","","0","0","0","0","-","-","-","2.8","29.2","0.25","-","-","-","-","-"
"163","Tyler Boyd","WR","TEN","CIN","7.1","","0","0","0","0","-","-","-","2.9","30.1","0.19","-","-","-","-","-"
"164","Parker Washington","WR","JAX","NYJ","7.0","","0","0","0","0","-","-","-","2.8","33.9","0.13","-","-","-","-","-"
"165","Cole Kmet","TE","CHI","MIN","7.0","","0","0","0","0","-","-","-","3.2","29.0","0.15","-","-","-","-","-"
"166","Nick Chubb","RB","CLV","KC","7.0","","0","0","0","0","9.9","36.3","0.26","1.1","5.8","0.03","-","-","-","-","-"
"167","David Moore","WR","CAR","DAL","6.9","","0","0","0","0","-","-","-","2.9","32.0","0.14","-","-","-","-","-"
"168","Calvin Austin III","WR","PIT","PHI","6.9","","0","0","0","0","-","-","-","2.4","33.2","0.20","-","-","-","-","-"
"169","Kendrick Bourne","WR","NE","ARZ","6.8","","0","0","0","0","-","-","-","2.6","31.0","0.18","-","-","-","-","-"
"170","Braelon Allen","RB","NYJ","JAX","6.8","","0","0","0","0","7.2","28.0","0.16","1.5","11.6","0.06","-","-","-","-","-"
"171","Jaleel McLaughlin","RB","DEN","IND","6.8","","0","0","0","0","8.2","37.6","0.22","1.0","5.8","0.03","-","-","-","-","-"
"172","Grant Calcaterra","TE","PHI","PIT","6.7","","0","0","0","0","-","-","-","3.0","26.6","0.18","-","-","-","-","-"
"173","Michael Mayer","TE","LV","ATL","6.6","","0","0","0","0","-","-","-","3.1","27.8","0.12","-","-","-","-","-"
"174","Tim Patrick","WR","DET","BUF","6.4","","0","0","0","0","-","-","-","2.4","30.0","0.17","-","-","-","-","-"
"175","Kendre Miller","RB","NO","WAS","6.4","","0","0","0","0","9.0","39.4","0.21","0.7","5.4","0.01","-","-","-","-","-"
"176","Kevin Austin Jr.","WR","NO","WAS","6.3","","0","0","0","0","0.2","1.1","0.01","2.3","29.5","0.14","-","-","-","-","-"
"177","Tyler Lockett","WR","SEA","GB","6.3","","0","0","0","0","-","-","-","2.5","28.1","0.16","-","-","-","-","-"
"178","Darius Slayton","WR","NYG","BLT","6.1","","0","0","0","0","0.1","0.5","-","2.5","32.4","0.06","-","-","-","-","-"
"179","Tyler Conklin","TE","NYJ","JAX","6.1","","0","0","0","0","-","-","-","2.7","24.0","0.17","-","-","-","-","-"
"180","Patrick Taylor","RB","SF","LA","6.0","","0","0","0","0","7.4","31.1","0.22","0.8","6.0","0.02","-","-","-","-","-"
"181","Mike Woods","WR","CLV","KC","5.9","","0","0","0","0","0.1","0.3","-","2.3","25.4","0.18","-","-","-","-","-"
"182","Mike Gesicki","TE","CIN","TEN","5.9","","0","0","0","0","-","-","-","2.5","24.3","0.17","-","-","-","-","-"
"183","Brandin Cooks","WR","DAL","CAR","5.9","","0","0","0","0","0.1","0.6","0.00","2.1","24.1","0.21","-","-","-","-","-"
"184","Tyjae Spears","RB","TEN","CIN","5.8","","0","0","0","0","4.9","20.4","0.10","1.9","11.2","0.04","-","-","-","-","-"
"185","Austin Hooper","TE","NE","ARZ","5.8","","0","0","0","0","-","-","-","2.3","23.7","0.20","-","-","-","-","-"
"186","Mike Williams","WR","PIT","PHI","5.5","","0","0","0","0","-","-","-","2.0","25.8","0.15","-","-","-","-","-"
"187","Tyler Allgeier","RB","ATL","LV","5.5","","0","0","0","0","7.2","32.8","0.21","0.5","3.4","0.02","-","-","-","-","-"
"188","Cam Akers","RB","MIN","CHI","5.4","","0","0","0","0","7.3","32.0","0.19","0.6","4.0","0.02","-","-","-","-","-"
"189","Andrei Iosivas","WR","CIN","TEN","5.4","","0","0","0","0","-","-","-","2.1","22.7","0.18","-","-","-","-","-"
"190","Allen Lazard","WR","NYJ","JAX","5.4","","0","0","0","0","-","-","-","2.0","24.9","0.15","-","-","-","-","-"
"191","John Metchie III","WR","HST","MIA","5.3","","0","0","0","0","-","-","-","2.2","23.2","0.13","-","-","-","-","-"
"192","Scott Miller","WR","PIT","PHI","5.3","","0","0","0","0","-","-","-","2.0","25.1","0.12","-","-","-","-","-"
"193","Troy Franklin","WR","DEN","IND","5.1","","0","0","0","0","0.1","0.3","-","2.0","22.0","0.16","-","-","-","-","-"
"194","Raheem Mostert","RB","MIA","HST","5.1","","0","0","0","0","5.1","20.2","0.13","1.2","8.7","0.05","-","-","-","-","-"
"195","Daniel Bellinger","TE","NYG","BLT","5.1","","0","0","0","0","-","-","-","2.6","21.3","0.06","-","-","-","-","-"
"196","Devin Duvernay","WR","JAX","NYJ","5.1","","0","0","0","0","0.5","2.8","0.02","2.4","17.4","0.10","-","-","-","-","-"
"197","Ja'Tavion Sanders","TE","CAR","DAL","5.0","","0","0","0","0","-","-","-","2.0","22.2","0.14","-","-","-","-","-"
"198","Antonio Gibson","RB","NE","ARZ","4.9","","0","0","0","0","5.9","25.8","0.14","0.8","6.4","0.03","-","-","-","-","-"
"199","Olamide Zaccheaus","WR","WAS","NO","4.9","","0","0","0","0","-","-","-","2.1","23.1","0.09","-","-","-","-","-"
"200","Alexander Mattison","RB","LV","ATL","4.9","","0","0","0","0","4.6","17.9","0.13","1.1","9.2","0.04","-","-","-","-","-"
"201","Trey Benson","RB","ARZ","NE","4.8","","0","0","0","0","4.5","19.9","0.14","1.0","6.9","0.06","-","-","-","-","-"
"202","Jeremy McNichols","RB","WAS","NO","4.7","","0","0","0","0","5.5","25.1","0.15","0.7","4.5","0.02","-","-","-","-","-"
"203","Jalen Tolbert","WR","DAL","CAR","4.6","","0","0","0","0","-","-","-","1.6","22.0","0.15","-","-","-","-","-"
"204","Tutu Atwell","WR","LA","SF","4.5","","0","0","0","0","0.1","0.8","0.01","1.6","22.0","0.11","-","-","-","-","-"
