,,,,,Games,,Rushing,,,,,,,,
33,David Montgomery,CHI,24,rb,4,4,69,309,18,133,1.9,176,2.6,7,9.9
34,AJ Dillon,GNB,23,,8,0,68,309,18,139,2,170,2.5,7,9.7
35,Tony Pollard,DAL,24,,7,0,68,392,21,219,3.2,173,2.5,4,17
36,Devin Singletary,BUF,24,rb,7,6,67,339,13,190,2.8,149,2.2,3,22.3
37,Myles Gaskin,MIA,24,rb,8,5,66,279,12,179,2.7,100,1.5,3,22
38,Clyde Edwards-Helaire,KAN,22,rb,5,5,65,304,10,196,3,108,1.7,3,21.7
39,Sony Michel,LAR,26,rb,8,1,65,251,15,148,2.3,103,1.6,6,10.8
40,Darrel Williams,KAN,26,rb,8,3,65,230,20,142,2.2,88,1.4,1,65
41,Devontae Booker,NYG,29,rb,7,3,64,216,10,134,2.1,82,1.3,2,32
42,Cordarrelle Patterson,ATL,30,rb,7,4,64,268,13,116,1.8,152,2.4,5,12.8
43,Miles Sanders,PHI,24,rb,7,7,63,300,16,211,3.3,89,1.4,10,6.3
44,Zack Moss,BUF,24,,6,0,62,227,13,95,1.5,132,2.1,10,6.2
45,Josh Jacobs,LVR,23,rb,5,5,60,204,11,130,2.2,74,1.2,4,15
46,Latavius Murray,BAL,31,rb,6,3,59,212,17,126,2.1,86,1.5,5,11.8
47,Saquon Barkley,NYG,24,rb,5,5,54,195,9,93,1.7,102,1.9,3,18
48,Chris Carson,SEA,27,rb,4,4,54,232,11,104,1.9,128,2.4,8,6.8
49,Josh Allen,BUF,25,qb,7,7,52,269,22,191,3.7,78,1.5,5,10.4
50,Christian McCaffrey,CAR,25,rb,3,3,52,201,7,89,1.7,112,2.2,9,5.8
51,Kyler Murray,ARI,24,qb,8,8,49,147,12,138,2.8,9,0.2,0,
52,Daniel Jones,NYG,24,qb,8,8,46,241,13,218,4.7,23,0.5,1,46
53,Justin Fields,CHI,22,qb,8,6,44,243,13,142,3.2,101,2.3,4,11
54,Ronald Jones II,TAM,24,rb,8,1,44,194,9,117,2.7,77,1.8,2,22
55,Kenyan Drake,LVR,27,rb,7,2,42,160,9,91,2.2,69,1.6,3,14
56,Phillip Lindsay,HOU,27,,8,0,41,105,4,75,1.8,30,0.7,0,
57,Kenneth Gainwell,PHI,22,,8,0,39,147,8,93,2.4,54,1.4,3,13
58,Peyton Barber,LVR,27,,3,0,37,143,9,88,2.4,55,1.5,3,12.3
59,Damien Williams,CHI,29,rb,7,2,37,139,9,105,2.8,34,0.9,3,12.3
60,Taylor Heinicke,WAS,28,qb,8,7,36,232,13,221,6.1,11,0.3,1,36
61,Salvon Ahmed,MIA,23,,8,0,35,97,4,35,1,62,1.8,3,11.7
62,Nyheim Hines,IND,25,,8,0,35,117,8,67,1.9,50,1.4,4,8.8
63,Ty Johnson,NYJ,24,rb,7,1,35,116,7,75,2.1,41,1.2,3,11.7
64,Patrick Mahomes,KAN,26,qb,8,8,35,229,16,218,6.2,11,0.3,0,
65,Sam Darnold,CAR,24,qb,8,8,34,176,17,160,4.7,16,0.5,2,17
66,Malcolm Brown,MIA,28,rb,7,3,33,125,6,70,2.1,55,1.7,3,11
67,Carlos Hyde,JAX,31,,6,0,33,140,9,66,2,74,2.2,2,16.5
68,Ty'Son Williams,BAL,25,rb,5,3,33,180,7,95,2.9,85,2.6,1,33
69,J.D. McKissic,WAS,28,rb,8,2,32,132,9,89,2.8,43,1.3,1,32
70,Jameis Winston,NOR,27,qb,7,7,32,166,17,113,3.5,53,1.7,2,16
71,Samaje Perine,CIN,26,,7,0,31,139,4,54,1.7,85,2.7,2,15.5
72,Trey Sermon,SFO,22,rb,6,2,31,135,7,71,2.3,64,2.1,2,15.5
73,D'Ernest Johnson,CLE,25,rb,8,1,29,179,8,85,2.9,94,3.2,1,29
74,David Johnson,HOU,30,rb,8,1,29,108,2,56,1.9,52,1.8,2,14.5
75,Trevor Lawrence,JAX,22,qb,7,7,29,132,8,96,3.3,36,1.2,2,14.5
76,Marlon Mack,IND,25,,6,0,28,101,6,65,2.3,36,1.3,1,28
77,Larry Rountree,LAC,22,,6,0,28,71,4,37,1.3,34,1.2,0,
78,Trey Lance,SFO,21,qb,4,1,27,133,6,88,3.3,45,1.7,0,
79,Rhamondre Stevenson,NWE,23,,4,0,25,74,4,29,1.2,45,1.8,0,
80,Carson Wentz,IND,29,qb,8,8,25,108,8,91,3.6,17,0.7,0,
81,Justin Herbert,LAC,23,qb,7,7,23,81,9,52,2.3,29,1.3,1,23
82,Ryan Tannehill,TEN,33,qb,8,8,23,165,15,148,6.4,17,0.7,1,23
83,Jimmy Garoppolo,SFO,30,qb,6,6,22,30,7,29,1.3,1,0,0,
84,Dak Prescott,DAL,28,qb,6,6,22,70,1,59,2.7,11,0.5,0,
85,Tevin Coleman,NYJ,28,rb,4,1,21,73,5,34,1.6,39,1.9,0,
86,Royce Freeman,CAR,25,,8,0,21,77,4,42,2,35,1.7,0,
87,Baker Mayfield,CLE,26,qb,7,7,21,80,5,65,3.1,15,0.7,1,21
88,Derek Carr,LVR,30,qb,7,7,20,29,4,27,1.4,2,0.1,0,
89,Devonta Freeman,BAL,29,rb,6,1,20,109,6,71,3.6,38,1.9,0,
90,Jaret Patterson,WAS,22,,8,0,20,74,5,42,2.1,32,1.6,1,20
91,Matthew Stafford,LAR,33,qb,8,8,20,24,4,22,1.1,2,0.1,0,
92,Joe Burrow,CIN,25,qb,8,8,19,43,5,29,1.5,14,0.7,1,19
93,Tony Jones,NOR,24,rb,4,1,19,77,4,49,2.6,28,1.5,2,9.5
94,Boston Scott,PHI,26,rb,8,1,19,84,7,54,2.8,30,1.6,0,
95,Teddy Bridgewater,DEN,29,qb,8,8,18,70,9,44,2.4,26,1.4,1,18
96,Aaron Rodgers,GNB,38,qb,8,8,18,47,5,31,1.7,16,0.9,0,
97,Le'Veon Bell,BAL,29,,3,0,17,34,2,24,1.4,10,0.6,0,
98,Mac Jones,NWE,23,qb,8,8,17,55,9,49,2.9,6,0.4,0,
99,Elijhaa Penny,NYG,28,rb,8,2,17,54,6,21,1.2,33,1.9,1,17
100,Russell Wilson,SEA,33,qb,5,5,17,68,6,63,3.7,5,0.3,0,
101,Jacoby Brissett,MIA,29,qb,6,3,16,57,7,51,3.2,6,0.4,0,
102,Taysom Hill,NOR,31,qb,5,4,16,77,8,34,2.1,43,2.7,6,2.7
103,Ameer Abdullah,2TM,28,,8,0,15,61,1,32,2.1,29,1.9,1,15
104,Rashaad Penny,SEA,25,,3,0,15,24,,13,0.9,11,0.7,0,
105,Tua Tagovailoa,MIA,23,qb,5,5,15,62,6,47,3.1,15,1,0,
106,Brandon Bolden,NWE,31,,8,0,14,54,3,34,2.4,20,1.4,1,14
107,Tom Brady,TAM,44,qb,8,8,14,39,6,31,2.2,8,0.6,0,
108,Jared Goff,DET,27,qb,8,8,13,76,3,74,5.7,2,0.2,0,
109,Justin Jackson,LAC,25,,6,0,13,101,3,81,6.2,20,1.5,0,
110,J.J. Taylor,NWE,23,,4,0,13,26,3,20,1.5,6,0.5,0,
111,Jamycal Hasty,SFO,25,,4,0,12,46,4,34,2.8,12,1,1,12
112,Jordan Howard,PHI,27,,1,0,12,57,6,28,2.3,29,2.4,2,6
113,Matt Ryan,ATL,36,qb,7,7,12,29,1,21,1.8,8,0.7,0,
114,Kirk Cousins,MIN,33,qb,7,7,11,75,5,70,6.4,5,0.5,0,
115,Derrick Gore,KAN,27,,3,0,11,48,5,32,2.9,16,1.5,0,
116,Rondale Moore,ARI,21,wr,8,2,11,61,2,17,1.5,44,4,3,3.7
117,DeeJay Dallas,SEA,23,,8,0,10,35,4,15,1.5,20,2,0,
118,Kylin Hill,GNB,23,,8,0,10,24,1,15,1.5,9,0.9,0,
119,Mitchell Trubisky,BUF,27,,3,0,10,27,3,27,2.7,0,0,0,
120,James White,NWE,29,,3,0,10,38,4,30,3,8,0.8,0,
121,Travis Homer,SEA,23,,8,0,9,60,2,28,3.1,32,3.6,1,9
122,Ben Roethlisberger,PIT,39,qb,7,7,9,6,1,6,0.7,0,0,0,
123,Geno Smith,SEA,31,qb,4,3,9,42,3,28,3.1,14,1.6,2,4.5
124,Wayne Gallman,ATL,27,,3,0,8,33,2,19,2.4,14,1.8,1,8
125,Benny Snell Jr.,PIT,23,,7,0,8,21,,15,1.9,6,0.8,1,8
126,Zach Wilson,NYJ,22,qb,6,6,8,22,2,20,2.5,2,0.3,0,
127,Kalen Ballage,PIT,26,,7,0,7,12,1,-5,-0.7,17,2.4,0,
128,Kyle Juszczyk,SFO,30,fb,7,7,7,16,2,8,1.1,8,1.1,0,
129,Case Keenum,CLE,33,qb,3,1,7,7,3,1,0.1,6,0.9,0,
130,Colt McCoy,ARI,35,,3,0,7,-6,,-6,-0.9,0,0,0,
131,Jeremy McNichols,TEN,26,,8,0,7,38,2,26,3.7,12,1.7,0,
132,Davis Mills,HOU,23,qb,7,6,7,8,2,5,0.7,3,0.4,0,
133,Robert Woods,LAR,29,wr,8,8,7,40,1,28,4,12,1.7,0,
134,Giovani Bernard,TAM,30,,7,0,6,51,2,32,5.3,19,3.2,0,
135,Blaine Gabbert,TAM,32,,3,0,6,-4,0,-4,-0.7,0,0,0,
136,C.J. Ham,MIN,28,fb,7,4,6,34,3,23,3.8,11,1.8,0,
137,Joshua Kelley,LAC,24,,2,0,6,24,2,14,2.3,10,1.7,0,
138,Deebo Samuel,SFO,25,wr,7,7,6,22,1,12,2,10,1.7,2,3
139,Trayveon Williams,CIN,24,,2,0,6,13,1,5,0.8,8,1.3,0,
140,Rex Burkhead,HOU,31,,7,0,5,20,3,9,1.8,11,2.2,0,
141,Tyreek Hill,KAN,27,wr,8,8,5,63,3,53,10.6,10,2,0,
142,Buddy Howell,LAR,25,,4,0,5,11,,9,1.8,2,0.4,0,
143,D.J. Moore,CAR,24,wr,8,8,5,21,2,17,3.4,4,0.8,0,
144,Scottie Phillips,HOU,24,,2,0,5,11,1,8,1.6,3,0.6,0,
145,Jalen Richard,LVR,28,,3,0,5,8,0,2,0.4,6,1.2,0,
146,Keith Smith,ATL,29,fb,7,3,5,18,2,17,3.4,1,0.2,0,
147,Tyrod Taylor,HOU,32,qb,2,2,5,55,1,31,6.2,24,4.8,1,5
148,Ke'Shawn Vaughn,TAM,24,,4,0,5,27,1,13,2.6,14,2.8,2,2.5
149,Jonathan Ward,ARI,24,,8,0,5,21,2,15,3,6,1.2,0,
150,Mike White,NYJ,26,qb,2,1,5,-1,2,-3,-0.6,2,0.4,0,
151,Matt Breida,BUF,26,,2,0,4,4,,2,0.5,2,0.5,0,
152,Chase Claypool,PIT,23,wr,6,5,4,38,2,35,8.8,3,0.8,0,
153,Andy Dalton,CHI,34,qb,3,2,4,38,2,38,9.5,0,0,0,
154,Chris Evans,CIN,24,,7,0,4,18,0,9,2.3,9,2.3,0,
155,Jalen Guyton,LAC,24,wr,7,2,4,32,2,13,3.3,19,4.8,0,
156,Mecole Hardman,KAN,23,wr,8,6,4,33,1,30,7.5,3,0.8,0,
157,CeeDee Lamb,DAL,22,wr,7,7,4,18,2,12,3,6,1.5,0,
158,Jerick McKinnon,KAN,29,,8,0,4,12,0,7,1.8,5,1.3,0,
159,Dare Ogunbowale,JAX,27,,7,0,4,12,0,8,2,4,1,0,
160,Jalen Reagor,PHI,22,wr,8,7,4,33,3,27,6.8,6,1.5,1,4
161,Laviska Shenault Jr.,JAX,23,wr,7,4,4,28,1,22,5.5,6,1.5,1,4
162,Freddie Swain,SEA,23,wr,8,3,4,29,2,23,5.8,6,1.5,0,
163,Brandon Allen,CIN,29,,2,0,3,-3,0,-3,-1,0,0,0,
164,Alex Armah,NOR,27,,6,0,3,9,3,5,1.7,4,1.3,0,
165,Michael Burton,KAN,29,,7,0,3,9,3,5,1.7,4,1.3,0,
166,Trenton Cannon,2TM,27,,7,0,3,4,,2,0.7,2,0.7,0,
167,DeAndre Carter,WAS,28,wr,8,2,3,40,2,37,12.3,3,1,0,
168,Corey Clement,DAL,27,,7,0,3,0,,-6,-2,6,2,1,3
169,Damarea Crockett,DEN,24,,7,0,3,7,,7,2.3,0,0,0,
170,Demetric Felton,CLE,23,,8,0,3,16,0,7,2.3,9,3,0,
171,Reggie Gilliam,BUF,24,fb,7,2,3,3,,0,0,3,1,0,
172,Brian Hoyer,NWE,36,,1,0,3,-3,0,-3,-1,0,0,0,
173,Tyler Huntley,BAL,23,,2,0,3,10,1,7,2.3,3,1,0,
174,Godwin Igwebuike,DET,27,,8,0,3,18,1,14,4.7,4,1.3,0,
175,Jarvis Landry,CLE,29,wr,4,4,3,18,3,10,3.3,8,2.7,1,3
176,Jordan Love,GNB,23,,2,0,3,-3,0,-3,-1,0,0,0,
177,Isaiah McKenzie,BUF,26,wr,7,1,3,10,1,6,2,4,1.3,0,
178,Ty Montgomery,NOR,28,wr,7,1,3,11,0,7,2.3,4,1.3,0,
179,Henry Ruggs III,LVR,22,,7,7,3,16,0,15,5,1,0.3,0,
180,Anthony Schwartz,CLE,21,wr,8,1,3,12,1,12,4,0,0,0,
181,Jonnu Smith,NWE,26,te,8,6,3,16,0,6,2,10,3.3,0,
182,JuJu Smith-Schuster,PIT,25,wr,5,5,3,9,1,5,1.7,4,1.3,1,3
183,Nelson Agholor,NWE,28,wr,8,7,2,5,0,5,2.5,0,0,1,2
184,Jamal Agnew,JAX,26,wr,7,2,2,19,1,19,9.5,0,0,0,
185,Brandon Aiyuk,SFO,23,wr,7,6,2,11,0,5,2.5,6,3,0,
186,Cameron Batson,TEN,26,,4,0,2,15,1,11,5.5,4,2,0,
187,Odell Beckham Jr.,CLE,29,wr,6,6,2,14,1,12,6,2,1,0,
188,Eno Benjamin,ARI,22,,2,0,2,7,,6,3,1,0.5,0,
189,Braxton Berrios,NYJ,26,,7,0,2,15,0,11,5.5,4,2,0,
190,Kendrick Bourne,NWE,26,wr,8,2,2,28,2,10,5,18,9,1,2
191,Ja'Marr Chase,CIN,21,wr,8,8,2,7,1,7,3.5,0,0,1,2
192,Devin Duvernay,BAL,24,wr,7,4,2,9,2,4,2,5,2.5,0,
193,D'Wayne Eskridge,SEA,24,,1,0,2,22,1,12,6,10,5,1,2
194,Darrynton Evans,TEN,23,,1,0,2,7,0,2,1,5,2.5,0,
195,Gerald Everett,SEA,27,te,6,6,2,7,1,2,1,5,2.5,0,
196,Mike Glennon,NYG,32,,1,0,2,2,0,2,1,0,0,0,
197,Marquise Goodwin,CHI,31,,8,0,2,-1,0,-2,-1,1,0.5,0,
198,Deonte Harris,NOR,24,,6,0,2,23,1,21,10.5,2,1,0,
199,Alec Ingold,LVR,25,fb,7,3,2,1,1,1,0.5,0,0,0,
200,Andy Janovich,CLE,28,fb,5,2,2,0,1,-1,-0.5,1,0.5,0,
201,Jermar Jefferson,DET,21,,2,0,2,6,1,3,1.5,3,1.5,0,
202,John Kelly,CLE,25,,2,0,2,13,1,7,3.5,6,3,0,
203,Marcus Mariota,LVR,28,,2,0,2,35,1,31,15.5,4,2,0,
204,Elijah Moore,NYJ,21,wr,6,3,2,23,1,21,10.5,2,1,0,
205,Raheem Mostert,SFO,29,rb,1,1,2,20,1,18,9,2,1,0,
206,Jacques Patrick,SFO,24,,2,0,2,12,1,8,4,4,2,0,
207,Nathan Peterman,LVR,27,,1,0,2,2,1,2,1,0,0,0,
208,Michael Pittman Jr.,IND,24,wr,8,8,2,8,0,7,3.5,1,0.5,0,
209,Kalif Raymond,DET,27,wr,8,8,2,10,1,9,4.5,1,0.5,0,
210,Mekhi Sargent,TEN,24,,3,0,2,4,1,3,1.5,1,0.5,0,
211,Trevor Siemian,NOR,30,,1,0,2,2,0,2,1,0,0,0,
212,Johnny Stanton,CLE,27,,3,0,2,5,2,2,1,3,1.5,0,
213,Kadarius Toney,NYG,22,wr,7,2,2,8,0,7,3.5,1,0.5,0,
214,Tommy Tremble,CAR,21,te,8,6,2,7,1,7,3.5,0,0,0,
215,Phillip Walker,CAR,26,,3,0,2,12,1,12,6,0,0,0,
216,Cedrick Wilson Jr.,DAL,26,wr,7,2,2,11,1,10,5,1,0.5,0,
217,John Wolford,LAR,26,,2,0,2,-1,,-1,-0.5,0,0,0,
218,Logan Woodside,TEN,26,,2,0,2,-2,,-2,-1,0,0,0,
219,Jordan Akins,HOU,29,te,8,2,1,3,1,0,0,3,3,0,
220,Robby Anderson,CAR,28,wr,8,8,1,3,0,1,1,2,2,0,
221,Blake Bell,KAN,30,,7,0,1,2,1,2,2,0,0,0,
222,David Blough,DET,26,,1,0,1,6,,2,2,4,4,0,
223,C.J. Board,NYG,28,wr,6,1,1,6,0,4,4,2,2,0,
224,Gary Brightwell,NYG,22,,8,0,1,4,,3,3,1,1,0,
225,A.J. Brown,TEN,24,wr,7,7,1,3,0,1,1,2,2,0,
226,Antonio Brown,TAM,33,wr,5,2,1,6,0,5,5,1,1,0,
227,Dyami Brown,WAS,22,wr,6,5,1,-4,0,-4,-4,0,0,0,
228,Marquise Brown,BAL,24,wr,7,7,1,5,1,2,2,3,3,0,
229,Randall Cobb,GNB,31,wr,8,1,1,1,0,0,0,1,1,1,1
230,Brandin Cooks,HOU,28,wr,8,8,1,5,0,3,3,2,2,0,
231,Jaelon Darden,TAM,22,,3,0,1,11,1,10,10,1,1,0,
232,Ashton Dulin,IND,24,wr,8,1,1,-7,0,-7,-7,0,0,1,1
233,Eric Ebron,PIT,28,te,6,2,1,1,1,1,1,0,0,0,
234,Evan Engram,NYG,27,te,6,5,1,-3,0,-3,-3,0,0,0,
235,Zach Ertz,2TM,31,,8,5,1,4,0,4,4,0,0,0,
236,Ryan Fitzpatrick,WAS,39,qb,1,1,1,2,,2,2,0,0,0,
237,Feleipe Franks,ATL,24,,3,0,1,3,,1,1,2,2,0,
238,Jake Funk,LAR,23,,6,0,1,6,,3,3,3,3,0,
239,Jamie Gillan,CLE,24,p,8,0,1,0,,0,0,0,0,0,
240,Chris Godwin,TAM,25,wr,8,8,1,2,1,2,2,0,0,0,
241,Johnny Hekker,LAR,31,p,8,0,1,0,,0,0,0,0,0,
242,Chad Henne,KAN,36,,1,0,1,4,0,4,4,0,0,0,
243,Jerry Jeudy,DEN,22,wr,2,1,1,0,0,0,0,0,0,0,
244,Diontae Johnson,PIT,25,wr,6,6,1,25,1,15,15,10,10,0,
245,Marcus Johnson,TEN,27,wr,4,2,1,5,1,1,1,4,4,0,
246,Christian Kirk,ARI,25,wr,8,5,1,11,1,9,9,2,2,0,
247,George Kittle,SFO,28,te,4,4,1,9,0,5,5,4,4,0,
248,Cole Kmet,CHI,22,te,8,8,1,0,0,0,0,0,0,0,
249,Cooper Kupp,LAR,28,wr,8,8,1,-5,0,-5,-5,0,0,0,
250,Ray-Ray McCloud,PIT,25,wr,7,1,1,10,0,10,10,0,0,0,
251,Anthony McFarland Jr.,PIT,22,,1,0,1,1,,0,0,1,1,0,
252,Terry McLaurin,WAS,26,wr,8,8,1,12,1,7,7,5,5,0,
253,Darnell Mooney,CHI,24,wr,8,7,1,10,1,7,7,3,3,1,1
254,C.J. Moore,DET,26,,8,0,1,28,1,28,28,0,0,0,
255,Gabe Nabers,LAC,24,fb,6,1,1,2,1,1,1,1,1,0,
256,Ryan Nall,CHI,26,,4,0,1,4,,0,0,4,4,0,
257,K.J. Osborn,MIN,24,wr,7,3,1,10,1,8,8,2,2,0,
258,Devine Ozigbo,NOR,25,,2,0,1,-3,0,-3,-3,0,0,0,
259,La'Mical Perine,NYJ,23,,2,0,1,3,,2,2,1,1,0,
260,Patrick Ricard,BAL,27,fb,7,5,1,2,1,1,1,1,1,0,
261,Amari Rodgers,GNB,22,wr,8,1,1,11,1,6,6,5,5,0,
262,Chester Rogers,TEN,27,wr,7,1,1,9,0,5,5,4,4,0,
263,Cooper Rush,DAL,28,qb,2,1,1,2,0,2,2,0,0,0,
264,Curtis Samuel,WAS,25,wr,2,1,1,8,0,7,7,1,1,0,
265,Emmanuel Sanders,BUF,34,wr,7,6,1,7,1,3,3,4,4,0,
266,Sterling Shepard,NYG,28,wr,5,5,1,-9,0,-9,-9,0,0,1,1
267,Cam Sims,WAS,25,,5,0,1,7,0,5,5,2,2,0,
268,Jeff Smith,NYJ,24,,4,0,1,-1,0,-1,-1,0,0,0,
269,Shi Smith,CAR,23,,3,0,1,-3,0,-3,-3,0,0,0,
270,Equanimeous St. Brown,GNB,25,wr,6,1,1,13,1,7,7,6,6,0,
271,Kenny Stills,NOR,29,wr,5,2,1,1,0,1,1,0,0,0,
272,Adam Thielen,MIN,31,wr,7,7,1,2,0,0,0,2,2,0,
273,Jaylen Waddle,MIA,23,wr,8,8,1,2,0,1,1,1,1,0,
274,Dwayne Washington,NOR,27,,5,0,1,5,,0,0,5,5,0,
275,Preston Williams,MIA,24,wr,3,2,1,7,0,3,3,4,4,1,1
