,,,,,Games,,Rushing,,,,,,,,
22,James Robinson,JAX,23,rb,4,4,49,238,14,125,2.6,113,2.3,3,16.3
23,Devin Singletary,BUF,24,rb,4,3,49,259,10,164,3.3,95,1.9,2,24.5
24,Javonte Williams,DEN,21,,4,0,46,186,11,77,1.7,109,2.4,9,5.1
25,Leonard Fournette,TAM,26,rb,4,3,44,183,8,105,2.4,78,1.8,5,8.8
26,Latavius Murray,BAL,31,rb,4,1,44,151,11,88,2,63,1.4,3,14.7
27,Chase Edmonds,ARI,25,rb,4,4,43,255,12,186,4.3,69,1.6,2,21.5
28,Darrell Henderson,LAR,24,rb,3,3,43,212,12,143,3.3,69,1.6,1,43
29,Kareem Hunt,CLE,26,,4,0,43,234,13,105,2.4,129,3,6,7.2
30,Lamar Jackson,BAL,24,qb,4,4,42,279,15,182,4.3,97,2.3,6,7
31,Jamaal Williams,DET,26,rb,4,4,42,187,13,139,3.3,48,1.1,4,10.5
32,D'Andre Swift,DET,22,,4,0,41,139,9,119,2.9,20,0.5,1,41
33,Alexander Mattison,MIN,23,rb,4,1,40,145,7,79,2,66,1.7,3,13.3
34,Peyton Barber,LVR,27,,3,0,37,143,9,88,2.4,55,1.5,3,12.3
35,Michael Carter,NYJ,22,rb,4,2,37,127,8,66,1.8,61,1.6,3,12.3
36,Tony Pollard,DAL,24,,4,0,37,250,15,134,3.6,116,3.1,3,12.3
37,Miles Sanders,PHI,24,rb,4,4,37,169,7,129,3.5,40,1.1,10,3.7
38,Elijah Mitchell,SFO,23,rb,2,1,36,146,7,102,2.8,44,1.2,2,18
39,Zack Moss,BUF,24,,3,0,35,147,11,62,1.8,85,2.4,6,5.8
40,Jalen Hurts,PHI,23,qb,4,4,34,226,14,179,5.3,47,1.4,5,6.8
41,Sony Michel,LAR,26,rb,4,1,34,126,8,77,2.3,49,1.4,4,8.5
42,Chuba Hubbard,CAR,22,rb,4,1,32,119,5,60,1.9,59,1.8,3,10.7
43,AJ Dillon,GNB,23,,4,0,30,136,7,73,2.4,63,2.1,3,10
44,Trey Sermon,SFO,22,rb,3,2,30,128,7,71,2.4,57,1.9,1,30
45,Myles Gaskin,MIA,24,rb,4,2,29,142,4,91,3.1,51,1.8,1,29
46,Daniel Jones,NYG,24,qb,4,4,27,188,10,172,6.4,16,0.6,1,27
47,Cordarrelle Patterson,ATL,30,rb,4,2,27,119,7,67,2.5,52,1.9,2,13.5
48,Ty'Son Williams,BAL,25,rb,3,3,27,164,7,87,3.2,77,2.9,1,27
49,Malcolm Brown,MIA,28,rb,4,2,25,91,4,51,2,40,1.6,2,12.5
50,Josh Allen,BUF,25,qb,4,4,24,129,12,91,3.8,38,1.6,2,12
51,Phillip Lindsay,HOU,27,,4,0,24,31,3,15,0.6,16,0.7,0,
52,Larry Rountree,LAC,22,,4,0,24,60,4,32,1.3,28,1.2,0,
53,Josh Jacobs,LVR,23,rb,2,2,23,74,5,34,1.5,40,1.7,3,7.7
54,Kyler Murray,ARI,24,qb,4,4,23,109,8,105,4.6,4,0.2,0,
55,Kenyan Drake,LVR,27,rb,4,2,22,46,1,18,0.8,28,1.3,3,7.3
56,Ty Johnson,NYJ,24,rb,4,1,22,83,4,55,2.5,28,1.3,3,7.3
57,Ronald Jones II,TAM,24,rb,4,1,21,77,5,41,2,36,1.7,1,21
58,Darrel Williams,KAN,26,,4,0,21,72,8,43,2,29,1.4,1,21
59,Sam Darnold,CAR,24,qb,4,4,20,52,8,44,2.2,8,0.4,2,10
60,Taylor Heinicke,WAS,28,qb,4,3,20,87,5,83,4.2,4,0.2,1,20
61,Kenneth Gainwell,PHI,22,,4,0,19,84,6,66,3.5,18,0.9,1,19
62,Carlos Hyde,JAX,31,,3,0,19,95,7,41,2.2,54,2.8,1,19
63,Tony Jones,NOR,24,rb,4,1,19,77,4,49,2.6,28,1.5,2,9.5
64,Tevin Coleman,NYJ,28,rb,3,1,18,62,4,28,1.6,34,1.9,0,
65,Nyheim Hines,IND,25,,4,0,18,70,5,47,2.6,23,1.3,2,9
66,Justin Fields,CHI,22,qb,4,2,17,55,4,38,2.2,17,1,2,8.5
67,Trevor Lawrence,JAX,22,qb,4,4,17,82,6,55,3.2,27,1.6,1,17
68,Dak Prescott,DAL,28,qb,4,4,17,54,1,43,2.5,11,0.6,0,
69,Jacoby Brissett,MIA,29,qb,4,2,16,57,7,51,3.2,6,0.4,0,
70,Taysom Hill,NOR,31,qb,4,3,16,77,8,34,2.1,43,2.7,6,2.7
71,David Johnson,HOU,30,,4,0,16,67,2,29,1.8,38,2.4,1,16
72,Damien Williams,CHI,29,,4,0,16,73,6,48,3,25,1.6,2,8
73,Jimmy Garoppolo,SFO,30,qb,4,4,15,26,5,26,1.7,0,0,0,
74,Justin Herbert,LAC,23,qb,4,4,15,31,4,24,1.6,7,0.5,1,15
75,Marlon Mack,IND,25,,2,0,15,38,3,27,1.8,11,0.7,1,15
76,Patrick Mahomes,KAN,26,qb,4,4,15,92,7,85,5.7,7,0.5,0,
77,Baker Mayfield,CLE,26,qb,4,4,15,59,4,51,3.4,8,0.5,1,15
78,J.D. McKissic,WAS,28,rb,4,1,15,56,5,39,2.6,17,1.1,0,
79,Matthew Stafford,LAR,33,qb,4,4,15,15,3,13,0.9,2,0.1,0,
80,Russell Wilson,SEA,33,qb,4,4,15,58,5,53,3.5,5,0.3,0,
81,Ryan Tannehill,TEN,33,qb,4,4,14,109,8,101,7.2,8,0.6,0,
82,Carson Wentz,IND,29,qb,4,4,14,68,4,67,4.8,1,0.1,0,
83,Jameis Winston,NOR,27,qb,4,4,14,60,6,37,2.6,23,1.6,0,
84,Derek Carr,LVR,30,qb,4,4,13,19,3,17,1.3,2,0.2,0,
85,Alex Collins,SEA,27,,3,0,13,77,5,54,4.2,23,1.8,1,13
86,Salvon Ahmed,MIA,23,,4,0,12,22,0,8,0.7,14,1.2,0,
87,Teddy Bridgewater,DEN,29,qb,4,4,12,46,5,29,2.4,17,1.4,1,12
88,Jared Goff,DET,27,qb,4,4,11,72,3,72,6.5,0,0,0,
89,Trey Lance,SFO,21,,3,0,11,44,3,38,3.5,6,0.5,0,
90,Justin Jackson,LAC,25,,4,0,10,22,2,8,0.8,14,1.4,0,
91,Mitchell Trubisky,BUF,27,,3,0,10,27,3,27,2.7,0,0,0,
92,James White,NWE,29,,3,0,10,38,4,30,3,8,0.8,0,
93,Joe Burrow,CIN,25,qb,4,4,9,13,2,7,0.8,6,0.7,0,
94,Samaje Perine,CIN,26,,4,0,9,28,0,21,2.3,7,0.8,0,
95,Tom Brady,TAM,44,qb,4,4,8,23,3,18,2.3,5,0.6,0,
96,Royce Freeman,CAR,25,,4,0,8,29,3,21,2.6,8,1,0,
97,Devontae Booker,NYG,29,,3,0,7,22,,12,1.7,10,1.4,0,
98,Kylin Hill,GNB,23,,4,0,7,22,1,16,2.3,6,0.9,0,
99,Mac Jones,NWE,23,qb,4,4,7,27,4,27,3.9,0,0,0,
100,Aaron Rodgers,GNB,38,qb,4,4,7,8,1,8,1.1,0,0,0,
101,Zach Wilson,NYJ,22,qb,4,4,7,19,2,17,2.4,2,0.3,0,
102,Ameer Abdullah,MIN,28,,4,0,6,28,0,14,2.3,14,2.3,1,6
103,Devonta Freeman,BAL,29,,3,0,6,41,1,35,5.8,6,1,0,
104,Wayne Gallman,ATL,27,,1,0,6,29,2,19,3.2,10,1.7,1,6
105,Jamycal Hasty,SFO,25,,2,0,6,41,3,33,5.5,8,1.3,1,6
106,Kyle Juszczyk,SFO,30,fb,4,4,6,16,2,8,1.3,8,1.3,0,
107,Jeremy McNichols,TEN,26,,4,0,6,29,1,20,3.3,9,1.5,0,
108,Matt Ryan,ATL,36,qb,4,4,6,27,1,24,4,3,0.5,0,
109,Brandon Bolden,NWE,31,,4,0,5,4,0,0,0,4,0.8,1,5
110,Kirk Cousins,MIN,33,qb,4,4,5,37,2,35,7,2,0.4,0,
111,Ben Roethlisberger,PIT,39,qb,4,4,5,10,1,10,2,0,0,0,
112,Deebo Samuel,SFO,25,wr,4,4,5,9,0,5,1,4,0.8,1,5
113,Keith Smith,ATL,29,fb,4,2,5,18,2,17,3.4,1,0.2,0,
114,Tyrod Taylor,HOU,32,qb,2,2,5,55,1,31,6.2,24,4.8,1,5
115,Le'Veon Bell,BAL,29,,1,0,4,11,,10,2.5,1,0.3,0,
116,Matt Breida,BUF,26,,2,0,4,4,,2,0.5,2,0.5,0,
117,Andy Dalton,CHI,34,qb,2,2,4,38,2,38,9.5,0,0,0,
118,Jalen Guyton,LAC,24,wr,4,2,4,32,2,13,3.3,19,4.8,0,
119,Davis Mills,HOU,23,qb,3,2,4,1,0,-1,-0.3,2,0.5,0,
120,Jaret Patterson,WAS,22,,4,0,4,10,0,7,1.8,3,0.8,0,
121,Elijhaa Penny,NYG,28,rb,4,2,4,11,2,6,1.5,5,1.3,0,
122,Tua Tagovailoa,MIA,23,qb,2,2,4,1,1,1,0.3,0,0,0,
123,J.J. Taylor,NWE,23,,3,0,4,5,,4,1,1,0.3,0,
124,Robert Woods,LAR,29,wr,4,4,4,18,0,7,1.8,11,2.8,0,
125,Trenton Cannon,2TM,27,,4,0,3,4,,2,0.7,2,0.7,0,
126,Corey Clement,DAL,27,,4,0,3,0,,-6,-2,6,2,1,3
127,Damarea Crockett,DEN,24,,4,0,3,7,,7,2.3,0,0,0,
128,Blaine Gabbert,TAM,32,,1,0,3,-3,,-3,-1,0,0,0,
129,Reggie Gilliam,BUF,24,fb,4,1,3,3,,0,0,3,1,0,
130,C.J. Ham,MIN,28,fb,4,3,3,3,2,0,0,3,1,0,
131,Mecole Hardman,KAN,23,wr,4,3,3,27,1,26,8.7,1,0.3,0,
132,Khalil Herbert,CHI,23,,4,0,3,7,,4,1.3,3,1,0,
133,Tyreek Hill,KAN,27,wr,4,4,3,30,2,28,9.3,2,0.7,0,
134,Case Keenum,CLE,33,,1,0,3,0,1,0,0,0,0,0,
135,Jordan Love,GNB,23,,2,0,3,-3,0,-3,-1,0,0,0,
136,D.J. Moore,CAR,24,wr,4,4,3,19,2,17,5.7,2,0.7,0,
137,Rondale Moore,ARI,21,wr,4,2,3,12,1,7,2.3,5,1.7,0,
138,Laviska Shenault Jr.,JAX,23,wr,4,1,3,20,1,17,5.7,3,1,1,3
139,Benny Snell Jr.,PIT,23,,4,0,3,1,,1,0.3,0,0,0,
140,Freddie Swain,SEA,23,wr,4,1,3,21,1,17,5.7,4,1.3,0,
141,Alex Armah,NOR,27,,3,0,2,7,2,4,2,3,1.5,0,
142,Odell Beckham Jr.,CLE,29,wr,2,2,2,14,1,12,6,2,1,0,
143,Braxton Berrios,NYJ,26,,4,0,2,15,0,11,5.5,4,2,0,
144,Michael Burton,KAN,29,,4,0,2,7,2,3,1.5,4,2,0,
145,Chase Claypool,PIT,23,wr,3,2,2,22,1,19,9.5,3,1.5,0,
146,D'Wayne Eskridge,SEA,24,,1,0,2,22,1,12,6,10,5,1,2
147,Marquise Goodwin,CHI,31,,4,0,2,-1,0,-2,-1,1,0.5,0,
148,Andy Janovich,CLE,28,fb,4,2,2,0,1,-1,-0.5,1,0.5,0,
149,D'Ernest Johnson,CLE,25,,4,0,2,9,,6,3,3,1.5,0,
150,CeeDee Lamb,DAL,22,wr,4,4,2,12,1,9,4.5,3,1.5,0,
151,Jarvis Landry,CLE,29,wr,2,2,2,13,2,9,4.5,4,2,0,
152,Colt McCoy,ARI,35,,1,0,2,-2,,-2,-1,0,0,0,
153,Isaiah McKenzie,BUF,26,wr,4,1,2,5,1,3,1.5,2,1,0,
154,Ty Montgomery,NOR,28,wr,4,1,2,7,0,5,2.5,2,1,0,
155,Raheem Mostert,SFO,29,rb,1,1,2,20,1,18,9,2,1,0,
156,Dare Ogunbowale,JAX,27,,4,0,2,3,,3,1.5,0,0,0,
157,Jacques Patrick,SFO,24,,1,0,2,12,1,8,4,4,2,0,
158,Rashaad Penny,SEA,25,,1,0,2,8,,6,3,2,1,0,
159,Henry Ruggs III,LVR,22,wr,4,4,2,9,0,8,4,1,0.5,0,
160,Mekhi Sargent,TEN,24,,3,0,2,4,1,3,1.5,1,0.5,0,
161,Nelson Agholor,NWE,28,wr,4,4,1,4,0,4,4,0,0,1,1
162,Jamal Agnew,JAX,26,,4,0,1,11,1,11,11,0,0,0,
163,Brandon Aiyuk,SFO,23,wr,4,3,1,8,0,5,5,3,3,0,
164,Jordan Akins,HOU,29,te,4,1,1,3,1,0,0,3,3,0,
165,Robby Anderson,CAR,28,wr,4,4,1,3,0,1,1,2,2,0,
166,Blake Bell,KAN,30,,4,0,1,2,1,2,2,0,0,0,
167,C.J. Board,NYG,28,,4,0,1,6,0,4,4,2,2,0,
168,Kendrick Bourne,NWE,26,wr,4,2,1,16,1,10,10,6,6,1,1
169,Gary Brightwell,NYG,22,,4,0,1,4,,3,3,1,1,0,
170,A.J. Brown,TEN,24,wr,3,3,1,3,0,1,1,2,2,0,
171,Antonio Brown,TAM,33,wr,3,1,1,6,0,5,5,1,1,0,
172,Dyami Brown,WAS,22,wr,4,3,1,-4,0,-4,-4,0,0,0,
173,Marquise Brown,BAL,24,wr,4,4,1,5,1,2,2,3,3,0,
174,Rex Burkhead,HOU,31,,4,0,1,-1,0,-1,-1,0,0,0,
175,DeAndre Carter,WAS,28,,4,0,1,2,0,2,2,0,0,0,
176,Ja'Marr Chase,CIN,21,wr,4,4,1,-2,0,-2,-2,0,0,1,1
177,Randall Cobb,GNB,31,,4,0,1,1,0,0,0,1,1,1,1
178,Brandin Cooks,HOU,28,wr,4,4,1,5,0,3,3,2,2,0,
179,DeeJay Dallas,SEA,23,,4,0,1,5,1,2,2,3,3,0,
180,Ashton Dulin,IND,24,wr,4,1,1,-7,0,-7,-7,0,0,1,1
181,Evan Engram,NYG,27,te,2,1,1,-3,,-3,-3,0,0,0,
182,Ryan Fitzpatrick,WAS,39,qb,1,1,1,2,,2,2,0,0,0,
183,Feleipe Franks,ATL,24,,2,0,1,3,,1,1,2,2,0,
184,Jake Funk,LAR,23,,4,0,1,6,,3,3,3,3,0,
185,Jamie Gillan,CLE,24,p,4,0,1,0,,0,0,0,0,0,
186,Chris Godwin,TAM,25,wr,4,4,1,2,1,2,2,0,0,0,
187,Deonte Harris,NOR,24,,4,0,1,1,0,1,1,0,0,0,
188,Johnny Hekker,LAR,31,p,4,0,1,0,,0,0,0,0,0,
189,Travis Homer,SEA,23,,4,0,1,5,0,1,1,4,4,1,1
190,Alec Ingold,LVR,25,fb,4,1,1,0,0,0,0,0,0,0,
191,George Kittle,SFO,28,te,4,4,1,9,0,5,5,4,4,0,
192,Cooper Kupp,LAR,28,wr,4,4,1,-5,0,-5,-5,0,0,0,
193,Marcus Mariota,LVR,28,,1,0,1,31,1,28,28,3,3,0,
194,Darnell Mooney,CHI,24,wr,4,3,1,10,1,7,7,3,3,1,1
195,Gabe Nabers,LAC,24,,4,0,1,2,1,1,1,1,1,0,
196,K.J. Osborn,MIN,24,wr,4,2,1,10,1,8,8,2,2,0,
197,Michael Pittman Jr.,IND,24,wr,4,4,1,5,0,5,5,0,0,0,
198,Kalif Raymond,DET,27,wr,4,4,1,9,1,9,9,0,0,0,
199,Jalen Reagor,PHI,22,wr,4,3,1,12,1,6,6,6,6,1,1
200,Patrick Ricard,BAL,27,fb,4,3,1,2,1,1,1,1,1,0,
201,Emmanuel Sanders,BUF,34,wr,4,4,1,7,1,3,3,4,4,0,
202,Anthony Schwartz,CLE,21,,4,0,1,17,1,17,17,0,0,0,
203,Sterling Shepard,NYG,28,wr,3,3,1,-9,0,-9,-9,0,0,1,1
204,Cam Sims,WAS,25,,4,0,1,7,0,5,5,2,2,0,
205,Jonnu Smith,NWE,26,te,4,2,1,6,0,2,2,4,4,0,
206,JuJu Smith-Schuster,PIT,25,wr,4,4,1,3,1,0,0,3,3,1,1
207,Rhamondre Stevenson,NWE,23,,1,0,1,2,,0,0,2,2,0,
208,Kadarius Toney,NYG,22,wr,4,1,1,1,0,0,0,1,1,0,
209,Tommy Tremble,CAR,23,te,4,2,1,7,1,7,7,0,0,0,
210,Dwayne Washington,NOR,27,,4,0,1,5,,0,0,5,5,0,
211,Cedrick Wilson Jr.,DAL,26,,4,0,1,5,0,4,4,1,1,0,
